agegrp,indig_status,legal_status,sex,state,quarter,quart,year,Average_nightly_pop
10 to 17,Non-Indigenous,Total,Total,WA,Jun qtr 2013,Jun,2013,33
10 to 17,Non-Indigenous,Total,Total,SA,Jun qtr 2009,Jun,2009,25
10 to 17,Non-Indigenous,Total,Total,SA,Sep qtr 2009,Sep,2009,34
10 to 17,Non-Indigenous,Total,Total,SA,Dec qtr 2009,Dec,2009,27
10 to 17,Non-Indigenous,Total,Total,SA,Mar qtr 2010,Mar,2010,25
10 to 17,Non-Indigenous,Total,Total,SA,Jun qtr 2010,Jun,2010,23
10 to 17,Non-Indigenous,Total,Total,SA,Sep qtr 2010,Sep,2010,27
10 to 17,Non-Indigenous,Total,Total,SA,Dec qtr 2010,Dec,2010,31
10 to 17,Non-Indigenous,Total,Total,SA,Mar qtr 2011,Mar,2011,30
10 to 17,Non-Indigenous,Total,Total,SA,Jun qtr 2011,Jun,2011,26
10 to 17,Non-Indigenous,Total,Total,SA,Sep qtr 2011,Sep,2011,27
10 to 17,Non-Indigenous,Total,Total,SA,Dec qtr 2011,Dec,2011,28
10 to 17,Non-Indigenous,Total,Total,SA,Mar qtr 2012,Mar,2012,23
10 to 17,Non-Indigenous,Total,Total,SA,Jun qtr 2012,Jun,2012,29
10 to 17,Non-Indigenous,Total,Total,SA,Sep qtr 2012,Sep,2012,25
10 to 17,Non-Indigenous,Total,Total,SA,Dec qtr 2012,Dec,2012,25
10 to 17,Non-Indigenous,Total,Total,SA,Mar qtr 2013,Mar,2013,24
10 to 17,Non-Indigenous,Total,Total,SA,Jun qtr 2013,Jun,2013,23
10 to 17,Non-Indigenous,Total,Total,Tas,Jun qtr 2009,Jun,2009,20
10 to 17,Non-Indigenous,Total,Total,Tas,Sep qtr 2009,Sep,2009,20
10 to 17,Non-Indigenous,Total,Total,Tas,Dec qtr 2009,Dec,2009,14
10 to 17,Non-Indigenous,Total,Total,Tas,Mar qtr 2010,Mar,2010,19
10 to 17,Non-Indigenous,Total,Total,Tas,Jun qtr 2010,Jun,2010,17
10 to 17,Non-Indigenous,Total,Total,Tas,Sep qtr 2010,Sep,2010,16
10 to 17,Non-Indigenous,Total,Total,Tas,Dec qtr 2010,Dec,2010,18
10 to 17,Non-Indigenous,Total,Total,Tas,Mar qtr 2011,Mar,2011,15
10 to 17,Non-Indigenous,Total,Total,Tas,Jun qtr 2011,Jun,2011,19
10 to 17,Non-Indigenous,Total,Total,Tas,Sep qtr 2011,Sep,2011,16
10 to 17,Non-Indigenous,Total,Total,Tas,Dec qtr 2011,Dec,2011,18
10 to 17,Non-Indigenous,Total,Total,Tas,Mar qtr 2012,Mar,2012,16
10 to 17,Non-Indigenous,Total,Total,Tas,Jun qtr 2012,Jun,2012,18
10 to 17,Non-Indigenous,Total,Total,Tas,Sep qtr 2012,Sep,2012,17
10 to 17,Non-Indigenous,Total,Total,Tas,Dec qtr 2012,Dec,2012,12
10 to 17,Non-Indigenous,Total,Total,Tas,Mar qtr 2013,Mar,2013,15
10 to 17,Non-Indigenous,Total,Total,Tas,Jun qtr 2013,Jun,2013,15
10 to 17,Non-Indigenous,Total,Total,ACT,Jun qtr 2009,Jun,2009,5
10 to 17,Non-Indigenous,Total,Total,ACT,Sep qtr 2009,Sep,2009,8
10 to 17,Non-Indigenous,Total,Total,ACT,Dec qtr 2009,Dec,2009,5
10 to 17,Non-Indigenous,Total,Total,ACT,Mar qtr 2010,Mar,2010,11
10 to 17,Non-Indigenous,Total,Total,ACT,Jun qtr 2010,Jun,2010,11
10 to 17,Non-Indigenous,Total,Total,ACT,Sep qtr 2010,Sep,2010,11
10 to 17,Non-Indigenous,Total,Total,ACT,Dec qtr 2010,Dec,2010,11
10 to 17,Non-Indigenous,Total,Total,ACT,Mar qtr 2011,Mar,2011,9
10 to 17,Non-Indigenous,Total,Total,ACT,Jun qtr 2011,Jun,2011,8
10 to 17,Non-Indigenous,Total,Total,ACT,Sep qtr 2011,Sep,2011,8
10 to 17,Non-Indigenous,Total,Total,ACT,Dec qtr 2011,Dec,2011,10
10 to 17,Non-Indigenous,Total,Total,ACT,Mar qtr 2012,Mar,2012,14
10 to 17,Non-Indigenous,Total,Total,ACT,Jun qtr 2012,Jun,2012,12
10 to 17,Non-Indigenous,Total,Total,ACT,Sep qtr 2012,Sep,2012,7
10 to 17,Non-Indigenous,Total,Total,ACT,Dec qtr 2012,Dec,2012,6
10 to 17,Non-Indigenous,Total,Total,ACT,Mar qtr 2013,Mar,2013,7
10 to 17,Non-Indigenous,Total,Total,ACT,Jun qtr 2013,Jun,2013,12
10 to 17,Non-Indigenous,Total,Total,NT,Jun qtr 2009,Jun,2009,3
10 to 17,Non-Indigenous,Total,Total,NT,Sep qtr 2009,Sep,2009,1
10 to 17,Non-Indigenous,Total,Total,NT,Dec qtr 2009,Dec,2009,2
10 to 17,Non-Indigenous,Total,Total,NT,Mar qtr 2010,Mar,2010,2
10 to 17,Non-Indigenous,Total,Total,NT,Jun qtr 2010,Jun,2010,3
10 to 17,Non-Indigenous,Total,Total,NT,Sep qtr 2010,Sep,2010,0
10 to 17,Non-Indigenous,Total,Total,NT,Dec qtr 2010,Dec,2010,0
10 to 17,Non-Indigenous,Total,Total,NT,Mar qtr 2011,Mar,2011,1
10 to 17,Non-Indigenous,Total,Total,NT,Jun qtr 2011,Jun,2011,1
10 to 17,Non-Indigenous,Total,Total,NT,Sep qtr 2011,Sep,2011,0
10 to 17,Non-Indigenous,Total,Total,NT,Dec qtr 2011,Dec,2011,1
10 to 17,Non-Indigenous,Total,Total,NT,Mar qtr 2012,Mar,2012,0
10 to 17,Non-Indigenous,Total,Total,NT,Jun qtr 2012,Jun,2012,2
10 to 17,Non-Indigenous,Total,Total,NT,Sep qtr 2012,Sep,2012,2
10 to 17,Non-Indigenous,Total,Total,NT,Dec qtr 2012,Dec,2012,1
10 to 17,Non-Indigenous,Total,Total,NT,Mar qtr 2013,Mar,2013,4
10 to 17,Non-Indigenous,Total,Total,NT,Jun qtr 2013,Jun,2013,3
10 to 17,Non-Indigenous,Total,Total,Aust,Jun qtr 2009,Jun,2009,353
10 to 17,Non-Indigenous,Total,Total,Aust,Sep qtr 2009,Sep,2009,365
10 to 17,Non-Indigenous,Total,Total,Aust,Dec qtr 2009,Dec,2009,356
10 to 17,Non-Indigenous,Total,Total,Aust,Mar qtr 2010,Mar,2010,378
10 to 17,Non-Indigenous,Total,Total,Aust,Jun qtr 2010,Jun,2010,372
10 to 17,Non-Indigenous,Total,Total,Aust,Sep qtr 2010,Sep,2010,354
10 to 17,Non-Indigenous,Total,Total,Aust,Dec qtr 2010,Dec,2010,359
10 to 17,Non-Indigenous,Total,Total,Aust,Mar qtr 2011,Mar,2011,371
10 to 17,Non-Indigenous,Total,Total,Aust,Jun qtr 2011,Jun,2011,379
10 to 17,Non-Indigenous,Total,Total,Aust,Sep qtr 2011,Sep,2011,365
10 to 17,Non-Indigenous,Total,Total,Aust,Dec qtr 2011,Dec,2011,342
10 to 17,Non-Indigenous,Total,Total,Aust,Mar qtr 2012,Mar,2012,314
10 to 17,Non-Indigenous,Total,Total,Aust,Jun qtr 2012,Jun,2012,312
10 to 17,Non-Indigenous,Total,Total,Aust,Sep qtr 2012,Sep,2012,308
10 to 17,Non-Indigenous,Total,Total,Aust,Dec qtr 2012,Dec,2012,300
10 to 17,Non-Indigenous,Total,Total,Aust,Mar qtr 2013,Mar,2013,298
10 to 17,Non-Indigenous,Total,Total,Aust,Jun qtr 2013,Jun,2013,296
10 to 17,Non-Indigenous,Total,Unknow,NSW,Jun qtr 2009,Jun,2009,0
10 to 17,Non-Indigenous,Total,Unknow,NSW,Sep qtr 2009,Sep,2009,0
10 to 17,Non-Indigenous,Total,Unknow,NSW,Dec qtr 2009,Dec,2009,0
10 to 17,Non-Indigenous,Total,Unknow,NSW,Mar qtr 2010,Mar,2010,0
10 to 17,Non-Indigenous,Total,Unknow,NSW,Jun qtr 2010,Jun,2010,0
10 to 17,Non-Indigenous,Total,Unknow,NSW,Sep qtr 2010,Sep,2010,1
10 to 17,Non-Indigenous,Total,Unknow,NSW,Dec qtr 2010,Dec,2010,1
10 to 17,Non-Indigenous,Total,Unknow,NSW,Mar qtr 2011,Mar,2011,1
10 to 17,Non-Indigenous,Total,Unknow,NSW,Jun qtr 2011,Jun,2011,0
10 to 17,Non-Indigenous,Total,Unknow,NSW,Sep qtr 2011,Sep,2011,0
10 to 17,Non-Indigenous,Total,Unknow,NSW,Dec qtr 2011,Dec,2011,0
10 to 17,Non-Indigenous,Total,Unknow,NSW,Mar qtr 2012,Mar,2012,0
10 to 17,Non-Indigenous,Total,Unknow,NSW,Jun qtr 2012,Jun,2012,0
10 to 17,Non-Indigenous,Total,Unknow,NSW,Sep qtr 2012,Sep,2012,0
10 to 17,Non-Indigenous,Total,Unknow,NSW,Dec qtr 2012,Dec,2012,0
10 to 17,Non-Indigenous,Total,Unknow,NSW,Mar qtr 2013,Mar,2013,0
10 to 17,Non-Indigenous,Total,Unknow,NSW,Jun qtr 2013,Jun,2013,0
10 to 17,Non-Indigenous,Total,Unknow,Vic,Jun qtr 2009,Jun,2009,0
10 to 17,Non-Indigenous,Total,Unknow,Vic,Sep qtr 2009,Sep,2009,0
10 to 17,Non-Indigenous,Total,Unknow,Vic,Dec qtr 2009,Dec,2009,0
10 to 17,Non-Indigenous,Total,Unknow,Vic,Mar qtr 2010,Mar,2010,0
10 to 17,Non-Indigenous,Total,Unknow,Vic,Jun qtr 2010,Jun,2010,0
10 to 17,Non-Indigenous,Total,Unknow,Vic,Sep qtr 2010,Sep,2010,0
10 to 17,Non-Indigenous,Total,Unknow,Vic,Dec qtr 2010,Dec,2010,0
10 to 17,Non-Indigenous,Total,Unknow,Vic,Mar qtr 2011,Mar,2011,0
10 to 17,Non-Indigenous,Total,Unknow,Vic,Jun qtr 2011,Jun,2011,0
10 to 17,Non-Indigenous,Total,Unknow,Vic,Sep qtr 2011,Sep,2011,0
10 to 17,Non-Indigenous,Total,Unknow,Vic,Dec qtr 2011,Dec,2011,0
10 to 17,Non-Indigenous,Total,Unknow,Vic,Mar qtr 2012,Mar,2012,0
10 to 17,Non-Indigenous,Total,Unknow,Vic,Jun qtr 2012,Jun,2012,0
10 to 17,Non-Indigenous,Total,Unknow,Vic,Sep qtr 2012,Sep,2012,0
10 to 17,Non-Indigenous,Total,Unknow,Vic,Dec qtr 2012,Dec,2012,0
10 to 17,Non-Indigenous,Total,Unknow,Vic,Mar qtr 2013,Mar,2013,0
10 to 17,Non-Indigenous,Total,Unknow,Vic,Jun qtr 2013,Jun,2013,0
10 to 17,Non-Indigenous,Total,Unknow,Qld,Jun qtr 2009,Jun,2009,0
10 to 17,Non-Indigenous,Total,Unknow,Qld,Sep qtr 2009,Sep,2009,0
10 to 17,Non-Indigenous,Total,Unknow,Qld,Dec qtr 2009,Dec,2009,0
10 to 17,Non-Indigenous,Total,Unknow,Qld,Mar qtr 2010,Mar,2010,0
10 to 17,Non-Indigenous,Total,Unknow,Qld,Jun qtr 2010,Jun,2010,0
10 to 17,Non-Indigenous,Total,Unknow,Qld,Sep qtr 2010,Sep,2010,0
10 to 17,Non-Indigenous,Total,Unknow,Qld,Dec qtr 2010,Dec,2010,0
10 to 17,Non-Indigenous,Total,Unknow,Qld,Mar qtr 2011,Mar,2011,0
10 to 17,Non-Indigenous,Total,Unknow,Qld,Jun qtr 2011,Jun,2011,0
10 to 17,Non-Indigenous,Total,Unknow,Qld,Sep qtr 2011,Sep,2011,0
10 to 17,Non-Indigenous,Total,Unknow,Qld,Dec qtr 2011,Dec,2011,0
10 to 17,Non-Indigenous,Total,Unknow,Qld,Mar qtr 2012,Mar,2012,0
10 to 17,Non-Indigenous,Total,Unknow,Qld,Jun qtr 2012,Jun,2012,0
10 to 17,Non-Indigenous,Total,Unknow,Qld,Sep qtr 2012,Sep,2012,0
10 to 17,Non-Indigenous,Total,Unknow,Qld,Dec qtr 2012,Dec,2012,0
10 to 17,Non-Indigenous,Total,Unknow,Qld,Mar qtr 2013,Mar,2013,0
10 to 17,Non-Indigenous,Total,Unknow,Qld,Jun qtr 2013,Jun,2013,0
10 to 17,Non-Indigenous,Total,Unknow,WA,Jun qtr 2009,Jun,2009,0
10 to 17,Non-Indigenous,Total,Unknow,WA,Sep qtr 2009,Sep,2009,0
10 to 17,Non-Indigenous,Total,Unknow,WA,Dec qtr 2009,Dec,2009,0
10 to 17,Non-Indigenous,Total,Unknow,WA,Mar qtr 2010,Mar,2010,0
10 to 17,Non-Indigenous,Total,Unknow,WA,Jun qtr 2010,Jun,2010,0
10 to 17,Non-Indigenous,Total,Unknow,WA,Sep qtr 2010,Sep,2010,0
10 to 17,Non-Indigenous,Total,Unknow,WA,Dec qtr 2010,Dec,2010,0
10 to 17,Non-Indigenous,Total,Unknow,WA,Mar qtr 2011,Mar,2011,0
10 to 17,Non-Indigenous,Total,Unknow,WA,Jun qtr 2011,Jun,2011,0
10 to 17,Non-Indigenous,Total,Unknow,WA,Sep qtr 2011,Sep,2011,0
10 to 17,Non-Indigenous,Total,Unknow,WA,Dec qtr 2011,Dec,2011,0
10 to 17,Non-Indigenous,Total,Unknow,WA,Mar qtr 2012,Mar,2012,0
10 to 17,Non-Indigenous,Total,Unknow,WA,Jun qtr 2012,Jun,2012,0
10 to 17,Non-Indigenous,Total,Unknow,WA,Sep qtr 2012,Sep,2012,0
10 to 17,Non-Indigenous,Total,Unknow,WA,Dec qtr 2012,Dec,2012,0
10 to 17,Non-Indigenous,Total,Unknow,WA,Mar qtr 2013,Mar,2013,0
10 to 17,Non-Indigenous,Total,Unknow,WA,Jun qtr 2013,Jun,2013,0
10 to 17,Non-Indigenous,Total,Unknow,SA,Jun qtr 2009,Jun,2009,0
10 to 17,Non-Indigenous,Total,Unknow,SA,Sep qtr 2009,Sep,2009,0
10 to 17,Non-Indigenous,Total,Unknow,SA,Dec qtr 2009,Dec,2009,0
10 to 17,Non-Indigenous,Total,Unknow,SA,Mar qtr 2010,Mar,2010,0
10 to 17,Non-Indigenous,Total,Unknow,SA,Jun qtr 2010,Jun,2010,0
10 to 17,Non-Indigenous,Total,Unknow,SA,Sep qtr 2010,Sep,2010,0
10 to 17,Non-Indigenous,Total,Unknow,SA,Dec qtr 2010,Dec,2010,0
10 to 17,Non-Indigenous,Total,Unknow,SA,Mar qtr 2011,Mar,2011,0
10 to 17,Non-Indigenous,Total,Unknow,SA,Jun qtr 2011,Jun,2011,0
10 to 17,Non-Indigenous,Total,Unknow,SA,Sep qtr 2011,Sep,2011,0
10 to 17,Non-Indigenous,Total,Unknow,SA,Dec qtr 2011,Dec,2011,0
10 to 17,Non-Indigenous,Total,Unknow,SA,Mar qtr 2012,Mar,2012,0
10 to 17,Non-Indigenous,Total,Unknow,SA,Jun qtr 2012,Jun,2012,0
10 to 17,Non-Indigenous,Total,Unknow,SA,Sep qtr 2012,Sep,2012,0
10 to 17,Non-Indigenous,Total,Unknow,SA,Dec qtr 2012,Dec,2012,0
10 to 17,Non-Indigenous,Total,Unknow,SA,Mar qtr 2013,Mar,2013,0
10 to 17,Non-Indigenous,Total,Unknow,SA,Jun qtr 2013,Jun,2013,0
10 to 17,Non-Indigenous,Total,Unknow,Tas,Jun qtr 2009,Jun,2009,0
10 to 17,Non-Indigenous,Total,Unknow,Tas,Sep qtr 2009,Sep,2009,0
10 to 17,Non-Indigenous,Total,Unknow,Tas,Dec qtr 2009,Dec,2009,0
10 to 17,Non-Indigenous,Total,Unknow,Tas,Mar qtr 2010,Mar,2010,0
10 to 17,Non-Indigenous,Total,Unknow,Tas,Jun qtr 2010,Jun,2010,0
10 to 17,Non-Indigenous,Total,Unknow,Tas,Sep qtr 2010,Sep,2010,0
10 to 17,Non-Indigenous,Total,Unknow,Tas,Dec qtr 2010,Dec,2010,0
10 to 17,Non-Indigenous,Total,Unknow,Tas,Mar qtr 2011,Mar,2011,0
10 to 17,Non-Indigenous,Total,Unknow,Tas,Jun qtr 2011,Jun,2011,0
10 to 17,Non-Indigenous,Total,Unknow,Tas,Sep qtr 2011,Sep,2011,0
10 to 17,Non-Indigenous,Total,Unknow,Tas,Dec qtr 2011,Dec,2011,0
10 to 17,Non-Indigenous,Total,Unknow,Tas,Mar qtr 2012,Mar,2012,0
10 to 17,Non-Indigenous,Total,Unknow,Tas,Jun qtr 2012,Jun,2012,0
10 to 17,Non-Indigenous,Total,Unknow,Tas,Sep qtr 2012,Sep,2012,0
10 to 17,Non-Indigenous,Total,Unknow,Tas,Dec qtr 2012,Dec,2012,0
10 to 17,Non-Indigenous,Total,Unknow,Tas,Mar qtr 2013,Mar,2013,0
10 to 17,Non-Indigenous,Total,Unknow,Tas,Jun qtr 2013,Jun,2013,0
10 to 17,Non-Indigenous,Total,Unknow,ACT,Jun qtr 2009,Jun,2009,0
10 to 17,Non-Indigenous,Total,Unknow,ACT,Sep qtr 2009,Sep,2009,0
