region_id,M_T_20_24_PD_GD_GCL,M_T_20_24_BDL,M_T_20_24_ADip_DipL,M_T_20_24_CL_nfd,M_T_20_24_Ct_III_IV,M_T_20_24_Ct_I_II,M_T_20_24_LoE_NS,M_T_20_24_Tot,M_T_25_34_PD_GD_GCL,M_T_25_34_BDL,M_T_25_34_ADip_DipL,M_T_25_34_CL_nfd,M_T_25_34_Ct_III_IV,M_T_25_34_Ct_I_II,M_T_25_34_LoE_NS,M_T_25_34_Tot,M_T_35_44_PD_GD_GCL,M_T_35_44_BDL,M_T_35_44_ADip_DipL,M_T_35_44_CL_nfd,M_T_35_44_Ct_III_IV,M_T_35_44_Ct_I_II,M_T_35_44_LoE_NS,M_T_35_44_Tot,M_T_45_54_PD_GD_GCL,M_T_45_54_BDL,M_T_45_54_ADip_DipL,M_T_45_54_CL_nfd,M_T_45_54_Ct_III_IV,M_T_45_54_Ct_I_II,M_T_45_54_LoE_NS,M_T_45_54_Tot,M_T_55_64_PD_GD_GCL,M_T_55_64_BDL,M_T_55_64_ADip_DipL,M_T_55_64_CL_nfd,M_T_55_64_Ct_III_IV,M_T_55_64_Ct_I_II,M_T_55_64_LoE_NS,M_T_55_64_Tot,M_T_65ov_PtgdDe_GdDp_GdCt,M_T_65ov_BDL,M_T_65ov_ADip_DipL,M_T_65ov_CL_nfd,M_T_65ov_Ct_III_IV,M_T_65ov_Ct_I_II,M_T_65ov_LoE_NS,M_T_65ov_Tot,M_T_Tot_PD_GD_GCL,M_T_Tot_BDL,M_T_Tot_ADip_DipL,M_T_Tot_CL_nfd,M_T_Tot_Ct_III_IV,M_T_Tot_Ct_I_II,M_T_Tot_LoE_NS,M_T_Tot_Tot,F_Ind_15_19_PD_GD_GCL,F_Ind_15_19_BDL,F_Ind_15_19_ADip_DipL,F_Ind_15_19_CL_nfd,F_Ind_15_19_Ct_III_IV,F_Ind_15_19_Ct_I_II,F_Ind_15_19_LoE_NS,F_Ind_15_19_Tot,F_Ind_20_24_PD_GD_GCL,F_Ind_20_24_BDL,F_Ind_20_24_ADip_DipL,F_Ind_20_24_CL_nfd,F_Ind_20_24_Ct_III_IV,F_Ind_20_24_Ct_I_II,F_Ind_20_24_LoE_NS,F_Ind_20_24_Tot,F_Ind_25_34_PD_GD_GCL,F_Ind_25_34_BDL,F_Ind_25_34_ADip_DipL,F_Ind_25_34_CL_nfd,F_Ind_25_34_Ct_III_IV,F_Ind_25_34_Ct_I_II,F_Ind_25_34_LoE_NS,F_Ind_25_34_Tot,F_Ind_35_44_PD_GD_GCL,F_Ind_35_44_BDL,F_Ind_35_44_ADip_DipL,F_Ind_35_44_CL_nfd,F_Ind_35_44_Ct_III_IV,F_Ind_35_44_Ct_I_II,F_Ind_35_44_LoE_NS,F_Ind_35_44_Tot,F_Ind_45_54_PD_GD_GCL,F_Ind_45_54_BDL,F_Ind_45_54_ADip_DipL,F_Ind_45_54_CL_nfd,F_Ind_45_54_Ct_III_IV,F_Ind_45_54_Ct_I_II,F_Ind_45_54_LoE_NS,F_Ind_45_54_Tot,F_Ind_55_64_PD_GD_GCL,F_Ind_55_64_BDL,F_Ind_55_64_ADip_DipL,F_Ind_55_64_CL_nfd,F_Ind_55_64_Ct_III_IV,F_Ind_55_64_Ct_I_II,F_Ind_55_64_LoE_NS,F_Ind_55_64_Tot,F_Ind_65ov_PtgdDe_GdDp_GdCt,F_Ind_65ov_BDL,F_Ind_65ov_ADip_DipL,F_Ind_65ov_CL_nfd,F_Ind_65ov_Ct_III_IV,F_Ind_65ov_Ct_I_II,F_Ind_65ov_LoE_NS,F_Ind_65ov_Tot,F_Ind_TotPdDe_GdDp_GdCt,F_Ind_Tot_BDL,F_Ind_Tot_ADip_DipL,F_Ind_Tot_CL_nfd,F_Ind_Tot_Ct_III_IV,F_Ind_Tot_Ct_I_II,F_Ind_Tot_LoE_NS,F_Ind_Tot_Tot,F_NonI_15_19_PD_GD_GCL,F_NonI_15_19_BDL,F_NonI_15_19_ADip_DipL,F_NonI_15_19_CL_nfd,F_NonI_15_19_Ct_III_IV,F_NonI_15_19_Ct_I_II,F_NonI_15_19_LoE_NS,F_NonI_15_19_Tot,F_NonI_20_24_PD_GD_GCL,F_NonI_20_24_BDL,F_NonI_20_24_ADip_DipL,F_NonI_20_24_CL_nfd,F_NonI_20_24_Ct_III_IV,F_NonI_20_24_Ct_I_II,F_NonI_20_24_LoE_NS,F_NonI_20_24_Tot,F_NonI_25_34_PD_GD_GCL,F_NonI_25_34_BDL,F_NonI_25_34_ADip_DipL,F_NonI_25_34_CL_nfd,F_NonI_25_34_Ct_III_IV,F_NonI_25_34_Ct_I_II,F_NonI_25_34_LoE_NS,F_NonI_25_34_Tot,F_NonI_35_44_PD_GD_GCL,F_NonI_35_44_BDL,F_NonI_35_44_ADip_DipL,F_NonI_35_44_CL_nfd,F_NonI_35_44_Ct_III_IV,F_NonI_35_44_Ct_I_II,F_NonI_35_44_LoE_NS,F_NonI_35_44_Tot,F_NonI_45_54_PD_GD_GCL,F_NonI_45_54_BDL,F_NonI_45_54_ADip_DipL,F_NonI_45_54_CL_nfd,F_NonI_45_54_Ct_III_IV,F_NonI_45_54_Ct_I_II,F_NonI_45_54_LoE_NS,F_NonI_45_54_Tot,F_NonI_55_64_PD_GD_GCL,F_NonI_55_64_BDL,F_NonI_55_64_ADip_DipL,F_NonI_55_64_CL_nfd,F_NonI_55_64_Ct_III_IV,F_NonI_55_64_Ct_I_II,F_NonI_55_64_LoE_NS,F_NonI_55_64_Tot,F_NonI_65ov_PtgdDe_GdDp_GdCt,F_NonI_65ov_BDL,F_NonI_65ov_ADip_DipL,F_NonI_65ov_CL_nfd,F_NonI_65ov_Ct_III_IV,F_NonI_65ov_Ct_I_II,F_NonI_65ov_LoE_NS,F_NonI_65ov_Tot,F_NonI_Tot_PD_GD_GCL,F_NonI_Tot_BDL,F_NonI_Tot_ADip_DipL,F_NonI_Tot_CL_nfd,F_NonI_Tot_Ct_III_IV,F_NonI_Tot_Ct_I_II,F_NonI_Tot_LoE_NS,F_NonI_Tot_Tot,F_IS_NS_15_19_PD_GD_GCL,F_IS_NS_15_19_BDL,F_IS_NS_15_19_ADip_DipL,F_IS_NS_15_19_CL_nfd,F_IS_NS_15_19_Crt_III_an_IV_L,F_IS_NS_15_19_Ct_I_II,F_IS_NS_15_19_LoE_NS,F_IS_NS_15_19_Tot,F_IS_NS_20_24_PD_GD_GCL,F_IS_NS_20_24_BDL,F_IS_NS_20_24_ADip_DipL,F_IS_NS_20_24_CL_nfd,F_IS_NS_20_24_Crt_III_an_IV_L,F_IS_NS_20_24_Ct_I_II,F_IS_NS_20_24_LoE_NS,F_IS_NS_20_24_Tot
IREG601,83,912,370,102,3777,385,1192,6821,985,3788,1325,227,7958,569,2075,16927,1513,3666,2259,275,9168,263,2395,19539,1694,3327,2644,288,10105,247,2787,21092,1605,3078,2531,374,8096,167,2976,18827,1177,2150,2260,359,7893,147,5974,19960,7060,16921,11408,1658,47775,2044,18959,105825,0,0,3,5,60,51,96,215,3,24,12,11,161,67,43,321,13,90,64,20,304,77,70,638,24,60,109,29,202,44,100,568,22,58,78,21,140,27,95,441,15,41,33,11,48,9,73,230,4,13,14,6,13,0,100,150,81,286,313,103,928,275,577,2563,0,6,41,58,629,398,934,2066,125,1577,485,189,2439,724,472,6011,1516,5856,1868,411,4964,998,988,16601,2000,5474,3109,645,4525,670,1389,17812,2102,4952,3411,854,4165,632,1928,18044,1770,3773,3093,727,2532,354,2621,14870,745,2456,2694,586,1101,210,7342,15134,8258,24094,14701,3470,20355,3986,15674,90538,0,0,0,0,6,0,437,443,4,11,0,3,16,5,407,446
IREG694,0,0,0,0,9,0,10,19,10,15,3,3,24,3,39,97,0,4,6,0,26,4,25,65,5,3,5,3,20,0,19,55,0,14,5,0,10,0,16,45,0,4,3,3,8,0,14,32,15,40,22,9,100,7,126,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,3,3,0,6,0,3,0,3,4,0,3,13,7,18,5,0,7,3,11,51,5,4,11,3,5,0,7,35,3,8,10,0,5,0,4,30,6,12,10,3,5,3,6,45,0,3,3,0,3,0,6,15,21,48,39,9,32,9,37,195,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3
IREG697,0,0,3,0,0,0,0,3,0,0,5,0,9,0,0,14,0,4,0,0,5,0,4,13,0,3,3,0,6,0,3,15,0,0,0,0,7,0,3,10,0,0,0,0,0,0,4,4,0,7,11,0,27,0,14,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,0,5,0,0,0,0,0,5,3,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,4,0,3,18,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
IREG701,6,30,25,11,199,29,155,455,94,275,134,11,511,20,323,1368,112,254,144,16,546,21,282,1375,138,193,166,19,539,10,278,1343,96,170,130,17,323,6,211,953,27,40,46,5,148,4,147,417,473,962,645,82,2306,103,1525,6096,0,0,0,3,9,0,33,45,0,0,4,5,7,12,43,71,3,9,8,5,45,23,84,177,7,22,17,16,32,13,72,179,5,16,19,0,22,8,44,114,5,10,8,0,3,3,41,70,3,3,0,3,3,3,43,58,23,60,56,32,121,62,360,714,0,0,4,3,38,14,43,102,8,102,26,6,110,21,25,298,166,521,173,15,235,40,62,1212,196,367,188,22,218,18,66,1075,183,304,187,18,163,19,86,960,119,179,135,21,101,4,75,634,27,55,54,6,23,4,105,274,699,1528,767,91,888,120,462,4555,0,0,0,0,3,0,50,53,0,0,0,0,0,0,44,44
IREG702,0,14,7,6,37,4,173,241,14,53,35,3,117,14,378,614,13,31,31,6,114,18,305,518,16,23,13,6,75,9,153,295,12,17,21,6,62,0,68,186,3,6,6,3,19,0,38,75,58,144,116,30,427,48,1236,2059,0,0,0,0,4,6,96,106,0,0,0,0,8,0,79,87,0,3,7,4,23,14,140,191,0,6,10,10,18,17,103,164,3,10,19,4,16,13,76,141,0,8,0,4,0,3,37,52,0,0,3,3,0,0,35,41,3,27,39,25,69,53,566,782,0,0,0,0,5,0,3,8,0,18,12,0,26,4,3,63,17,77,30,7,36,10,11,188,15,35,21,0,14,0,11,96,19,28,25,0,15,0,8,95,16,32,16,0,9,3,9,85,3,3,0,0,3,3,3,15,70,193,104,7,108,20,48,550,0,0,0,0,0,0,6,6,0,0,0,0,0,0,12,12
IREG703,16,290,171,32,1193,134,1000,2836,452,1413,670,87,2866,154,2147,7789,508,1138,894,106,2848,87,1749,7330,564,821,758,71,2475,58,1520,6267,433,645,584,72,1728,39,1158,4659,177,288,252,48,935,16,916,2632,2150,4598,3334,429,12240,567,9345,32663,0,0,0,3,25,17,68,113,0,17,12,5,64,28,44,170,8,47,43,13,151,43,85,390,13,65,80,13,111,35,113,430,18,46,53,11,57,12,77,274,11,17,36,4,18,4,63,153,3,10,9,0,0,3,57,82,53,202,233,49,426,142,507,1612,0,10,20,7,151,96,185,469,40,466,202,36,620,162,135,1661,653,2473,815,101,1377,228,366,6013,752,1689,1003,154,1064,129,386,5177,714,1147,884,126,841,109,406,4227,451,730,532,105,379,68,352,2617,135,282,239,47,128,15,471,1317,2745,6797,3695,576,4560,807,2301,21481,0,0,3,0,0,3,335,341,0,0,0,0,5,0,377,382
IREG704,0,11,8,4,57,20,48,148,18,48,32,19,195,44,109,465,19,45,45,21,160,37,93,420,17,28,38,15,176,25,73,372,15,17,15,3,102,9,62,223,3,3,4,3,38,3,34,88,72,152,142,68,742,148,494,1818,0,3,0,0,3,3,44,53,0,0,3,10,20,19,30,82,3,7,6,8,40,32,48,144,3,8,17,13,40,30,45,156,5,13,16,13,31,26,34,138,0,6,15,0,16,6,21,64,0,3,0,0,3,3,19,28,11,40,57,44,153,119,241,665,0,0,0,3,3,0,11,17,0,17,7,0,8,7,4,43,22,87,24,3,33,5,12,186,31,50,16,3,23,6,11,140,17,37,18,5,26,0,13,116,21,29,15,0,13,4,16,98,3,3,8,0,0,0,8,22,94,223,88,14,106,22,75,622,0,0,0,0,0,0,7,7,0,0,0,0,0,0,9,9
IREG705,4,24,5,8,152,30,108,331,19,83,85,18,330,43,222,800,24,54,78,15,291,28,192,682,23,53,65,11,224,24,169,569,26,56,45,6,168,10,152,463,3,17,24,0,78,6,116,244,99,287,302,58,1274,153,1076,3249,0,0,0,0,10,9,64,83,0,0,4,0,22,20,70,116,3,6,7,8,39,44,109,216,3,16,23,8,41,36,107,234,3,15,17,7,23,18,60,143,3,3,8,3,7,3,37,64,0,0,0,0,3,0,35,38,12,40,59,26,145,130,482,894,0,0,0,0,19,8,20,47,5,39,13,8,55,8,14,142,42,203,67,15,110,23,27,487,35,111,74,11,79,14,33,357,41,93,59,10,76,4,33,316,38,61,44,4,48,7,46,248,8,16,18,6,8,3,46,105,169,523,275,54,395,67,219,1702,0,0,0,0,0,0,27,27,0,0,0,0,0,0,31,31
IREG706,0,11,4,3,60,6,57,141,23,79,41,11,255,15,154,578,36,81,53,13,295,19,121,618,24,56,56,9,238,18,106,507,34,32,40,6,102,6,51,271,4,10,3,0,24,3,16,60,121,269,197,45,989,71,593,2285,0,0,3,0,4,3,70,80,0,4,3,0,9,4,52,72,3,13,6,10,41,23,84,180,3,10,8,9,48,16,68,162,5,11,25,16,29,18,43,147,0,3,13,6,18,11,26,77,0,4,0,0,4,8,20,36,11,45,58,41,153,83,363,754,0,0,0,0,0,3,0,3,4,21,3,3,19,4,0,54,39,129,33,7,67,12,11,298,64,105,56,13,62,11,20,331,48,57,49,5,35,6,28,228,32,39,21,3,20,3,7,125,0,4,4,0,0,0,0,8,187,355,166,31,203,39,66,1047,0,0,0,0,0,0,9,9,0,0,0,0,0,0,14,14
IREG707,0,5,8,0,22,0,58,93,7,25,18,6,61,13,97,227,8,21,18,3,61,3,100,214,12,18,13,3,60,0,65,171,9,25,10,3,47,3,49,146,0,5,3,3,28,0,50,89,36,99,70,21,290,19,475,1010,0,0,0,0,3,3,51,57,0,0,0,0,5,0,46,51,3,0,0,6,13,6,68,96,0,3,7,5,8,3,63,89,0,10,7,4,4,0,35,60,0,0,3,0,5,3,22,33,3,0,4,0,0,0,28,35,6,13,21,15,38,15,313,421,0,0,0,0,3,3,3,9,0,16,0,0,13,4,5,38,8,48,16,0,28,0,7,107,10,22,18,0,8,0,7,65,12,24,18,4,16,4,14,92,14,26,15,0,12,3,11,81,3,4,3,0,4,0,4,18,47,140,70,4,84,14,51,410,0,0,0,0,0,0,14,14,0,0,0,3,0,0,13,16
IREG794,3,5,5,0,17,0,12,42,6,19,6,3,52,4,49,139,6,15,10,3,31,3,30,98,4,7,6,3,41,3,32,96,13,13,12,3,65,3,39,148,3,12,7,0,40,0,19,81,35,71,46,12,249,13,185,611,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,5,8,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,14,20,0,0,0,0,0,0,0,0,3,17,6,0,12,3,4,45,16,63,12,0,18,3,3,115,7,18,8,0,13,3,4,53,4,13,12,5,13,0,8,55,4,17,20,0,17,3,13,74,0,5,5,0,11,3,13,37,34,133,63,5,84,15,45,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
IREG797,0,0,0,0,6,0,0,6,0,9,3,0,9,0,3,24,0,0,0,0,9,0,3,12,0,3,0,3,3,0,6,15,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,12,3,9,27,0,12,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IREG801,211,2312,770,111,2065,273,1430,7172,3769,8302,2447,241,4763,295,2229,22046,4664,6027,2700,259,4413,163,1810,20036,4687,4785,2411,222,3913,118,1545,17681,3635,3967,1775,273,2914,92,1280,13936,2150,3042,1342,229,2954,66,2120,11903,19120,28449,11482,1370,21334,1178,11426,94359,0,0,3,0,11,5,37,56,0,36,18,4,47,17,14,136,19,69,32,12,66,16,28,242,25,40,34,4,43,9,12,167,26,30,37,5,18,3,19,138,13,27,10,4,3,0,13,70,0,0,10,4,0,0,18,32,83,202,144,33,188,50,141,841,0,14,74,45,313,196,491,1133,311,3197,949,169,1391,299,295,6611,4560,10631,2743,316,2608,423,611,21892,4664,7278,3228,598,2239,335,739,19081,3997,5643,3093,638,1805,276,967,16419,2843,3798,2397,640,1050,204,1173,12105,1174,2506,1857,473,652,130,3124,9916,17549,33067,14341,2879,10058,1863,7400,87157,0,0,0,0,0,0,393,393,4,15,6,0,8,0,699,732
IREG894,0,9,0,0,6,0,5,20,13,20,7,0,10,0,11,61,9,11,5,3,7,0,10,45,5,4,4,0,5,0,13,31,8,6,0,0,5,0,9,28,3,3,0,0,3,0,0,9,38,53,16,3,36,0,54,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,0,0,3,0,3,12,0,0,0,0,0,0,3,3,0,10,3,3,6,0,0,22,8,31,8,0,8,0,0,55,8,12,4,0,4,0,3,31,5,8,3,4,3,3,4,30,3,3,3,3,3,3,0,18,3,0,3,0,0,0,0,6,27,64,24,10,24,6,10,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
IREG897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IREG901,0,4,3,0,6,0,143,156,4,7,11,0,23,7,444,496,4,23,14,0,35,3,129,208,9,12,14,0,55,0,52,142,3,9,9,0,33,3,41,98,0,0,0,0,14,0,19,33,20,55,51,0,169,13,870,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,14,0,4,0,3,7,0,5,19,11,18,11,0,17,3,14,74,14,26,9,3,20,0,14,86,8,9,14,3,15,6,22,77,3,6,9,3,5,0,13,39,0,0,0,0,0,0,6,6,36,63,43,12,67,13,81,315,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
IREG902,0,5,3,0,0,0,0,8,0,9,0,0,8,0,9,26,3,4,4,0,3,0,3,17,3,3,4,0,6,0,4,20,0,0,3,0,7,0,0,10,0,0,0,0,0,0,5,5,6,21,14,0,24,0,28,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,6,0,0,9,0,4,3,3,0,0,0,10,0,0,3,0,0,3,0,6,0,3,0,0,0,0,0,3,0,0,3,0,3,0,0,6,0,7,12,3,9,3,4,38,0,0,0,0,0,3,0,3,0,3,0,0,5,0,0,8,0,0,3,0,3,0,0,6,0,3,3,0,0,0,0,6,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,8,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IREG994,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IREG997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
