region_id,VfDif_SA2_NT_IndSt_nsP,VfDif_SA2_NT_TotM,VfDif_SA2_NT_TotF,VfDif_SA2_NT_TotP,VfDif_SA2_ACT_Indig_M,VfDif_SA2_ACT_Indig_F,VfDif_SA2_ACT_Indig_P,VfDif_SA2_ACT_NonInd_M,VfDif_SA2_ACT_NonInd_F,VfDif_SA2_ACT_NonInd_P,VfDif_SA2_ACT_IndSt_nsM,VfDif_SA2_ACT_IndSt_nsF,VfDif_SA2_ACT_IndSt_nsP,VfDif_SA2_ACT_TotM,VfDif_SA2_ACT_TotF,VfDif_SA2_ACT_TotP,VfDif_SA2_OT_Indig_M,VfDif_SA2_OT_Indig_F,VfDif_SA2_OT_Indig_P,VfDif_SA2_OT_NonInd_M,VfDif_SA2_OT_NonInd_F,VfDif_SA2_OT_NonInd_P,VfDif_SA2_OT_IndSt_nsM,VfDif_SA2_OT_IndSt_nsF,VfDif_SA2_OT_IndSt_nsP,VfDif_SA2_OT_TotM,VfDif_SA2_OT_TotF,VfDif_SA2_OT_TotP,VfDif_SA2_T_Indig_M,VfDif_SA2_T_Indig_F,VfDif_SA2_T_Indig_P,VfDif_SA2_T_NonInd_M,VfDif_SA2_T_NonInd_F,VfDif_SA2_T_NonInd_P,VfDif_SA2_T_IndSt_nsM,VfDif_SA2_T_IndSt_nsF,VfDif_SA2_T_IndSt_nsP,VfDif_SA2_T_TotM,VfDif_SA2_T_TotF,VfDif_SA2_T_TotP,Vis_Tot_vis_Indig_M,Vis_Tot_vis_Indig_F,Vis_Tot_vis_Indig_P,Vis_Tot_vis_NonInd_M,Vis_Tot_vis_NonInd_F,Vis_Tot_vis_NonInd_P,Vis_Tot_vis_IndigStat_nsM,Vis_Tot_vis_IndigStat_nsF,Vis_Tot_vis_IndigStat_nsP,Vis_Tot_visitors_TotM,Vis_Tot_visitors_TotF,Vis_Tot_visitors_TotP,LSaH_Eng_onl_Indig_M,LSaH_Eng_onl_Indig_F,LSaH_Eng_onl_Indig_P,LSaH_Eng_onl_NonInd_M,LSaH_Eng_onl_NonInd_F,LSaH_Eng_onl_NonInd_P,LSaH_Eng_on_Ind_sta_nsM,LSaH_Eng_on_Ind_sta_nsF,LSaH_Eng_on_Ind_sta_nsP,LSaH_Eng_only_TotM,LSaH_Eng_only_TotF,LSaH_Eng_only_TotP,LSaH_Aus_Ind_Lang_Ind_M,LSaH_Aus_Ind_Lang_Ind_F,LSaH_Aus_Ind_Lang_Ind_P,LSaH_Aus_Ind_Lan_No_Ind_M,LSaH_Aus_Ind_Lan_No_Ind_F,LSaH_Aus_Ind_Lan_No_Ind_P,Lsh_Aus_Ind_Lan_IndSt_nsM,Lsh_Aus_Ind_Lan_IndSt_nsF,Lsh_Aus_Ind_Lan_IndSt_nsP,Lsh_Austn_Indig_Lang_TotM,Lsh_Austn_Indig_Lang_TotF,Lsh_Austn_Indig_Lang_TotP,SAIndL_SE_Nw_Na_In_M,SAIndL_SE_Nw_Na_In_F,SAIndL_SE_Nw_Na_In_P,SAIndL_SE_Nw_Na_No_In_M,SAIndL_SE_Nw_Na_No_In_F,SAIndL_SE_Nw_Na_No_In_P,SAIndL_SE_Nw_Na_In_st_nsM,SAIndL_SE_Nw_Na_In_st_nsF,SAIndL_SE_Nw_Na_In_st_nsP,SAIndL_SE_Nw_Na_TotM,SAIndL_SE_Nw_Na_TotF,SAIndL_SE_Nw_Na_TotP,SAIndL_SE_Vw_wel_In_M,SAIndL_SE_Vw_wel_In_F,SAIndL_SE_Vw_wel_In_P,SAIndL_SE_Vw_we_No_In_M,SAIndL_SE_Vw_we_No_In_F,SAIndL_SE_Vw_we_No_In_P,SAIndL_SE_Vw_we_I_st_nsM,SAIndL_SE_Vw_we_I_st_nsF,SAIndL_SE_Vw_we_I_st_nsP,SAIndL_SE_Vw_we_TotM,SAIndL_SE_Vw_we_TotF,SAIndL_SE_Vw_we_TotP,AuAbrigTrRl_Indig_M,AuAbrigTrRl_Indig_F,AuAbrigTrRl_Indig_P,AuAbrigTrRl_No_Ind_M,AuAbrigTrRl_No_Ind_F,AuAbrigTrRl_No_Ind_P,AuAbrigTrRl_IndSt_nsM,AuAbrigTrRl_IndSt_nsF,AuAbrigTrRl_IndSt_nsP,AuAbrigTrRl_TotM,AuAbrigTrRl_TotF,AuAbrigTrRl_TotP,APAEI_0_4_Ind_M,APAEI_0_4_Ind_F,APAEI_0_4_Ind_P,APAEI_0_4_No_Ind_M,APAEI_0_4_No_Ind_F,APAEI_0_4_No_Ind_P,APAEI_0_4_In_st_nsM,APAEI_0_4_In_st_nsF,APAEI_0_4_In_st_nsP,APAEI_0_4_TotM,APAEI_0_4_TotF,APAEI_0_4_TotP,APAEI_5_14_Ind_M,APAEI_5_14_Ind_F,APAEI_5_14_Ind_P,APAEI_5_14_No_In_M,APAEI_5_14_No_In_F,APAEI_5_14_No_In_P,APAEI_5_14_In_st_nsM,APAEI_5_14_In_st_nsF,APAEI_5_14_In_st_nsP,APAEI_5_14_TotM,APAEI_5_14_TotF,APAEI_5_14_TotP,APAEI_15_19_Ind_M,APAEI_15_19_Ind_F,APAEI_15_19_Ind_P,APAEI_15_19_No_In_M,APAEI_15_19_No_In_F,APAEI_15_19_No_In_P,APAEI_15_19_i_st_nsM,APAEI_15_19_i_st_nsF,APAEI_15_19_i_st_nsP,APAEI_15_19_TotM,APAEI_15_19_TotF,APAEI_15_19_TotP,APAEI_20_24_Ind_M,APAEI_20_24_Ind_F,APAEI_20_24_Ind_P,APAEI_20_24_No_Ind_M,APAEI_20_24_No_Ind_F,APAEI_20_24_No_Ind_P,APAEI_20_24_In_st_nsM,APAEI_20_24_In_st_nsF,APAEI_20_24_In_st_nsP,APAEI_20_24_TotM,APAEI_20_24_TotF,APAEI_20_24_TotP,APAEI_25ov_Ind_M,APAEI_25ov_Ind_F,APAEI_25ov_Ind_P,APAEI_25ov_No_Ind_M,APAEI_25ov_No_Ind_F,APAEI_25ov_No_Ind_P,APAEI_25ov_In_st_nsM,APAEI_25ov_In_st_nsF,APAEI_25ov_In_st_nsP,APAEI_25ov_TotM,APAEI_25ov_TotF,APAEI_25ov_TotP,HYSC_Y12_e_Ind_M,HYSC_Y12_e_Ind_F,HYSC_Y12_e_Ind_P,HYSC_Y12_e_No_In_M,HYSC_Y12_e_No_In_F,HYSC_Y12_e_No_In_P,HYSC_Y12_e_In_st_nsM,HYSC_Y12_e_In_st_nsF,HYSC_Y12_e_In_st_nsP,HYSC_Y12_e_TotM,HYSC_Y12_e_TotF,HYSC_Y12_e_TotP,HYSC_Y11_e_Ind_M,HYSC_Y11_e_Ind_F,HYSC_Y11_e_Ind_P,HYSC_Y11_e_No_In_M,HYSC_Y11_e_No_In_F,HYSC_Y11_e_No_In_P,HYSC_Y11_e_In_s_nsM,HYSC_Y11_e_In_s_nsF,HYSC_Y11_e_In_s_nsP,HYSC_Y11_e_TotM,HYSC_Y11_e_TotF,HYSC_Y11_e_TotP,HYSC_Y10_e_Ind_M,HYSC_Y10_e_Ind_F,HYSC_Y10_e_Ind_P,HYSC_Y10_e_No_In_M
IREG501,6,48,38,86,0,0,0,29,37,66,6,0,6,35,37,72,0,0,0,0,0,0,0,0,0,0,0,0,220,176,396,3340,3335,6675,374,288,662,3934,3799,7733,255,200,455,3355,3347,6702,374,288,662,3984,3835,7819,1696,1820,3516,4345,4049,8394,64,43,107,6105,5912,12017,260,298,558,6,9,15,3,4,7,269,311,580,23,20,43,0,0,0,0,0,0,23,20,43,233,279,512,6,8,14,3,4,7,242,291,533,14,15,29,4,0,4,0,0,0,18,15,33,52,47,99,60,60,120,0,3,3,112,110,222,397,418,815,563,517,1080,12,5,17,972,940,1912,78,80,158,115,89,204,0,0,0,193,169,362,10,17,27,18,69,87,0,0,0,28,86,114,27,64,91,124,323,447,0,4,4,151,391,542,317,379,696,1762,2150,3912,14,14,28,2093,2543,4636,222,294,516,494,436,930,5,5,10,721,735,1456,414,421,835,1058
IREG502,5,21,16,37,0,0,0,9,20,29,7,0,7,16,20,36,0,0,0,0,3,3,0,0,0,0,3,3,220,193,413,5589,4107,9696,828,380,1208,6637,4680,11317,249,227,476,5677,4168,9845,837,387,1224,6763,4782,11545,2592,2965,5557,23537,22434,45971,360,294,654,26489,25693,52182,63,85,148,0,3,3,3,0,3,66,88,154,0,4,4,0,3,3,3,0,3,3,7,10,63,79,142,0,0,0,0,0,0,63,79,142,14,9,23,0,0,0,0,3,3,14,12,26,68,62,130,261,272,533,14,3,17,343,337,680,551,639,1190,3146,3002,6148,62,38,100,3759,3679,7438,153,132,285,896,885,1781,17,13,30,1066,1030,2096,12,11,23,113,203,316,0,4,4,125,218,343,8,55,63,315,757,1072,9,11,20,332,823,1155,289,344,633,6846,7825,14671,58,74,132,7193,8243,15436,233,314,547,2732,2916,5648,43,23,66,3008,3253,6261,547,672,1219,6711
IREG503,9,31,25,56,0,0,0,17,11,28,0,3,3,17,14,31,0,0,0,0,0,0,0,0,0,0,0,0,273,255,528,5019,1927,6946,1259,279,1538,6551,2461,9012,307,293,600,5107,1985,7092,1271,283,1554,6685,2561,9246,1629,1762,3391,22812,19999,42811,271,242,513,24712,22003,46715,893,1018,1911,10,9,19,3,3,6,906,1030,1936,131,111,242,0,0,0,0,0,0,131,111,242,755,893,1648,8,9,17,0,3,3,763,905,1668,75,89,164,0,0,0,0,0,0,75,89,164,60,65,125,313,315,628,6,3,9,379,383,762,539,501,1040,2933,2918,5851,64,44,108,3536,3463,6999,111,101,212,756,754,1510,13,10,23,880,865,1745,8,12,20,231,164,395,3,0,3,242,176,418,14,42,56,484,748,1232,0,8,8,498,798,1296,220,293,513,7588,7538,15126,59,54,113,7867,7885,15752,213,249,462,2925,2503,5428,20,25,45,3158,2777,5935,512,672,1184,6465
IREG504,20,137,54,191,0,4,4,35,41,76,6,0,6,41,45,86,0,0,0,0,0,0,0,0,0,0,0,0,269,271,540,2597,1967,4564,395,182,577,3261,2420,5681,319,337,656,2629,1991,4620,403,189,592,3351,2517,5868,1522,1688,3210,2470,2106,4576,45,32,77,4037,3826,7863,977,1033,2010,7,0,7,3,3,6,987,1036,2023,117,108,225,0,0,0,0,0,0,117,108,225,842,902,1744,5,0,5,3,3,6,850,905,1755,17,9,26,0,0,0,0,0,0,17,9,26,58,59,117,20,26,46,0,0,0,78,85,163,587,606,1193,211,215,426,8,10,18,806,831,1637,91,66,157,40,43,83,3,3,6,134,112,246,15,14,29,19,21,40,0,0,0,34,35,69,19,48,67,54,120,174,0,3,3,73,171,244,257,299,556,1030,1193,2223,12,7,19,1299,1499,2798,222,279,501,300,219,519,5,0,5,527,498,1025,444,546,990,647
IREG505,37,172,121,293,4,0,4,192,160,352,59,25,84,255,185,440,0,0,0,19,29,48,3,3,6,22,32,54,1077,927,2004,24436,22258,46694,3166,1826,4992,28679,25011,53690,1103,959,2062,25412,23204,48616,3234,1879,5113,29749,26042,55791,10788,11841,22629,612558,624092,1236650,5646,6123,11769,628992,642056,1271048,293,313,606,24,19,43,3,3,6,320,335,655,13,10,23,3,3,6,0,0,0,16,13,29,269,292,561,21,18,39,0,4,4,290,314,604,106,91,197,13,6,19,3,3,6,122,100,222,229,257,486,10235,9719,19954,113,140,253,10577,10116,20693,2507,2395,4902,90749,86276,177025,1119,1041,2160,94375,89712,184087,714,713,1427,37679,38222,75901,381,336,717,38774,39271,78045,146,196,342,20221,21820,42041,134,143,277,20501,22159,42660,209,429,638,23870,34444,58314,210,261,471,24289,35134,59423,1870,2344,4214,331398,352458,683856,2210,2331,4541,335478,357133,692611,1092,1298,2390,66299,65789,132088,544,546,1090,67935,67633,135568,2223,2556,4779,133815
IREG506,46,157,37,194,5,0,5,34,15,49,10,6,16,49,21,70,0,0,0,0,0,0,0,0,0,0,0,0,580,320,900,14348,4884,19232,5415,998,6413,20343,6202,26545,615,344,959,14535,4973,19508,5464,1014,6478,20614,6331,26945,2457,2215,4672,23622,15198,38820,222,147,369,26301,17560,43861,928,971,1899,4,5,9,3,4,7,935,980,1915,89,95,184,0,0,0,0,0,0,89,95,184,816,864,1680,3,4,7,3,4,7,822,872,1694,230,235,465,4,0,4,3,3,6,237,238,475,53,49,102,313,259,572,5,3,8,371,311,682,621,569,1190,2343,2101,4444,46,27,73,3010,2697,5707,112,102,214,466,426,892,9,8,17,587,536,1123,15,11,26,128,168,296,0,0,0,143,179,322,28,51,79,682,796,1478,6,3,9,716,850,1566,473,510,983,10119,7362,17481,60,50,110,10652,7922,18574,405,358,763,3748,1940,5688,26,16,42,4179,2314,6493,787,662,1449,6548
IREG507,8,50,30,80,0,0,0,30,24,54,3,6,9,33,30,63,0,0,0,0,0,0,0,3,3,0,3,3,304,280,584,9406,7106,16512,1498,562,2060,11208,7948,19156,347,324,671,9851,7404,17255,1523,572,2095,11721,8300,20021,4665,5118,9783,159087,160345,319432,1737,1805,3542,165489,167268,332757,93,87,180,15,5,20,0,3,3,108,95,203,9,7,16,0,0,0,0,0,0,9,7,16,79,78,157,14,5,19,3,3,6,96,86,182,17,16,33,0,5,5,0,0,0,17,21,38,130,118,248,2107,1974,4081,28,27,55,2265,2119,4384,1118,1125,2243,21777,20639,42416,279,305,584,23174,22069,45243,274,258,532,6686,6394,13080,75,58,133,7035,6710,13745,25,29,54,1036,1452,2488,22,7,29,1083,1488,2571,64,140,204,2296,5718,8014,24,33,57,2384,5891,8275,529,693,1222,48057,55951,104008,363,356,719,48949,57000,105949,405,579,984,17052,18367,35419,139,174,313,17596,19120,36716,1034,1150,2184,44264
IREG508,6,24,23,47,3,0,3,19,17,36,7,0,7,29,17,46,0,0,0,0,0,0,0,0,0,0,0,0,166,177,343,1396,1004,2400,283,119,402,1845,1300,3145,217,233,450,1412,1012,2424,283,122,405,1912,1367,3279,845,963,1808,1123,900,2023,19,11,30,1987,1874,3861,1013,1078,2091,0,0,0,0,3,3,1013,1081,2094,161,181,342,0,0,0,0,0,0,161,181,342,839,884,1723,0,0,0,3,3,6,842,887,1729,34,31,65,0,0,0,0,0,0,34,31,65,65,57,122,15,7,22,0,0,0,80,64,144,389,387,776,77,85,162,3,0,3,469,472,941,47,53,100,16,9,25,0,0,0,63,62,125,5,7,12,6,6,12,0,0,0,11,13,24,14,39,53,37,72,109,0,0,0,51,111,162,203,242,445,460,500,960,5,0,5,668,742,1410,178,239,417,136,95,231,0,0,0,314,334,648,335,400,735,307
IREG594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,70,184,2904,2197,5101,31,19,50,3049,2286,5335,14,10,24,3,0,3,0,0,0,17,10,27,3,0,3,3,0,3,0,0,0,6,0,6,13,9,22,0,0,0,0,0,0,13,9,22,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,9,15,24,0,0,0,9,15,24,4,11,15,114,105,219,0,4,4,118,120,238,3,3,6,28,25,53,6,0,6,37,28,65,3,0,3,35,36,71,0,0,0,38,36,74,3,3,6,82,88,170,0,0,0,85,91,176,14,21,35,1328,1212,2540,11,10,21,1353,1243,2596,15,12,27,406,224,630,3,0,3,424,236,660,43,21,64,853
IREG597,3,22,0,22,0,3,3,3,0,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,33,7,40,1762,252,2014,426,26,452,2221,285,2506,33,7,40,1762,252,2014,426,26,452,2221,285,2506,6,0,6,274,22,296,5,4,9,285,26,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,13,0,13,3,0,3,140,21,161,3,0,3,146,21,167,3,0,3,50,3,53,0,0,0,53,3,56,0,0,0,99
IREG601,0,40,32,72,3,0,3,41,54,95,4,3,7,48,57,105,0,0,0,0,0,0,0,0,0,0,0,0,453,350,803,9340,8116,17456,918,685,1603,10711,9151,19862,500,397,897,9942,8659,18601,955,719,1674,11397,9775,21172,9259,9729,18988,209567,219221,428788,2620,2764,5384,221446,231714,453160,28,35,63,4,3,7,0,0,0,32,38,70,0,4,4,0,0,0,0,0,0,0,4,4,26,34,60,4,3,7,0,0,0,30,37,67,16,24,40,3,3,6,0,0,0,19,27,46,168,190,358,2204,2148,4352,35,32,67,2407,2370,4777,2083,1927,4010,26188,25055,51243,387,377,764,28658,27359,56017,643,622,1265,10533,10337,20870,130,102,232,11306,11061,22367,110,153,263,3951,4463,8414,31,31,62,4092,4647,8739,166,355,521,5832,9602,15434,57,96,153,6055,10053,16108,1119,1664,2783,63800,73652,137452,507,528,1035,65426,75844,141270,618,856,1474,15513,17837,33350,132,143,275,16263,18836,35099,2473,2514,4987,61969
IREG694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,57,428,360,788,6,8,14,474,385,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,3,0,3,3,3,6,0,0,0,6,3,9,3,3,6,16,23,39,3,0,3,22,26,48,0,0,0,13,23,36,0,0,0,13,23,36,0,0,0,7,10,17,0,0,0,7,10,17,0,0,0,15,19,34,0,0,0,15,19,34,8,0,8,151,153,304,0,4,4,159,157,316,6,0,6,36,37,73,0,0,0,42,37,79,12,8,20,149
IREG697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,289,109,398,39,15,54,337,127,464,9,3,12,289,109,398,39,15,54,337,127,464,4,3,7,62,27,89,0,3,3,66,33,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,31,16,47,0,0,0,31,16,47,0,0,0,9,3,12,0,0,0,9,3,12,0,0,0,20
IREG701,189,612,627,1239,0,0,0,26,24,50,6,10,16,32,34,66,0,0,0,0,0,0,0,0,0,0,0,0,291,394,685,1238,1183,2421,338,275,613,1867,1852,3719,306,425,731,1252,1201,2453,343,278,621,1901,1904,3805,1341,1399,2740,7928,7899,15827,118,114,232,9387,9412,18799,677,891,1568,16,10,26,12,16,28,705,917,1622,115,152,267,3,3,6,5,0,5,123,155,278,533,706,1239,13,6,19,8,15,23,554,727,1281,13,7,20,0,0,0,0,3,3,13,10,23,47,33,80,116,119,235,3,4,7,166,156,322,448,400,848,1079,1046,2125,34,19,53,1561,1465,3026,103,125,228,369,351,720,6,0,6,478,476,954,19,15,34,88,117,205,0,0,0,107,132,239,31,74,105,363,627,990,3,8,11,397,709,1106,188,276,464,3580,4368,7948,28,39,67,3796,4683,8479,178,236,414,1160,1015,2175,13,13,26,1351,1264,2615,271,335,606,1651
IREG702,198,525,321,846,0,0,0,22,17,39,7,4,11,29,21,50,0,0,0,0,0,0,0,0,0,0,0,0,156,163,319,1023,825,1848,318,158,476,1497,1146,2643,200,207,407,1037,832,1869,334,161,495,1571,1200,2771,263,239,502,970,758,1728,6,9,15,1239,1006,2245,3199,3566,6765,15,8,23,24,19,43,3238,3593,6831,705,714,1419,3,0,3,5,3,8,713,717,1430,2385,2732,5117,14,5,19,15,17,32,2414,2754,5168,53,50,103,9,0,9,0,0,0,62,50,112,68,64,132,10,9,19,0,0,0,78,73,151,654,645,1299,52,49,101,6,0,6,712,694,1406,81,99,180,6,14,20,0,0,0,87,113,200,11,6,17,6,24,30,3,0,3,20,30,50,33,52,85,50,71,121,0,3,3,83,126,209,155,202,357,549,546,1095,6,5,11,710,753,1463,133,152,285,122,86,208,0,0,0,255,238,493,400,494,894,230
IREG703,532,2093,2011,4104,7,12,19,102,119,221,27,18,45,136,149,285,0,0,0,0,0,0,0,0,0,0,0,0,561,652,1213,5933,5618,11551,1122,790,1912,7616,7060,14676,583,682,1265,6032,5718,11750,1137,807,1944,7752,7207,14959,4500,4829,9329,41296,37904,79200,487,397,884,46283,43130,89413,540,661,1201,31,19,50,16,15,31,587,695,1282,57,38,95,3,0,3,0,0,0,60,38,98,467,601,1068,27,18,45,15,15,30,509,634,1143,52,35,87,0,3,3,0,3,3,52,41,93,110,124,234,723,667,1390,17,10,27,850,801,1651,1119,1089,2208,5755,5706,11461,91,101,192,6965,6896,13861,360,310,670,1966,1835,3801,36,19,55,2362,2164,4526,44,63,107,641,876,1517,3,12,15,688,951,1639,85,200,285,1689,3022,4711,20,25,45,1794,3247,5041,687,968,1655,19800,21132,40932,148,141,289,20635,22241,42876,704,725,1429,6078,5013,11091,54,39,93,6836,5777,12613,882,954,1836,9186
IREG704,94,702,421,1123,0,0,0,6,13,19,0,0,0,6,13,19,0,0,0,0,0,0,0,0,0,0,0,0,206,180,386,1235,814,2049,189,81,270,1630,1075,2705,262,241,503,1252,823,2075,189,81,270,1703,1145,2848,548,483,1031,1427,1033,2460,17,17,34,1992,1533,3525,4504,4590,9094,6,6,12,8,3,11,4518,4599,9117,944,891,1835,0,0,0,5,0,5,949,891,1840,3502,3639,7141,9,5,14,0,3,3,3511,3647,7158,506,471,977,0,3,3,0,0,0,506,474,980,127,107,234,18,15,33,0,0,0,145,122,267,1094,1025,2119,122,99,221,12,3,15,1228,1127,2355,219,226,445,31,28,59,0,0,0,250,254,504,19,19,38,8,9,17,0,0,0,27,28,55,70,68,138,42,83,125,0,0,0,112,151,263,557,578,1135,590,565,1155,4,5,9,1151,1148,2299,450,505,955,192,108,300,3,0,3,645,613,1258,817,853,1670,370
IREG705,142,709,555,1264,0,0,0,19,28,47,3,3,6,22,31,53,0,0,0,0,0,0,0,0,0,0,0,0,274,243,517,1880,1699,3579,226,176,402,2380,2118,4498,319,283,602,1899,1725,3624,226,176,402,2444,2184,4628,1430,1435,2865,3554,3253,6807,62,55,117,5046,4743,9789,2426,2693,5119,13,7,20,12,11,23,2451,2711,5162,430,427,857,0,0,0,7,3,10,437,430,867,1938,2212,4150,13,7,20,5,6,11,1956,2225,4181,163,164,327,3,0,3,0,0,0,166,164,330,103,105,208,48,58,106,0,3,3,151,166,317,843,824,1667,423,406,829,13,10,23,1279,1240,2519,98,114,212,114,98,212,5,5,10,217,217,434,18,23,41,22,50,72,0,0,0,40,73,113,61,86,147,107,230,337,0,0,0,168,316,484,267,366,633,1301,1502,2803,5,10,15,1573,1878,3451,299,367,666,399,352,751,10,5,15,708,724,1432,607,730,1337,846
IREG706,48,320,284,604,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,149,171,320,681,274,955,110,41,151,940,486,1426,208,244,452,703,285,988,110,41,151,1021,570,1591,163,194,357,2491,2004,4495,22,15,37,2676,2213,4889,4174,4298,8472,22,21,43,22,17,39,4218,4336,8554,1118,990,2108,3,0,3,8,6,14,1129,996,2125,3008,3268,6276,18,19,37,13,9,22,3039,3296,6335,552,541,1093,3,0,3,3,0,3,558,541,1099,106,125,231,62,52,114,0,0,0,168,177,345,977,888,1865,388,351,739,10,10,20,1375,1249,2624,174,166,340,71,65,136,3,0,3,248,231,479,18,20,38,20,14,34,3,0,3,41,34,75,59,100,159,96,170,266,0,7,7,155,277,432,295,388,683,1015,1036,2051,8,9,17,1318,1433,2751,239,293,532,286,186,472,4,5,9,529,484,1013,656,761,1417,552
IREG707,40,219,137,356,0,0,0,3,5,8,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,88,93,181,482,382,864,70,45,115,640,520,1160,120,133,253,490,387,877,70,48,118,680,568,1248,667,674,1341,808,679,1487,11,9,20,1486,1362,2848,863,967,1830,0,0,0,7,5,12,870,972,1842,134,147,281,0,3,3,0,0,0,134,150,284,720,803,1523,0,0,0,3,5,8,723,808,1531,41,35,76,0,0,0,3,0,3,44,35,79,33,36,69,7,8,15,0,0,0,40,44,84,344,305,649,49,68,117,7,3,10,400,376,776,46,48,94,6,9,15,0,0,0,52,57,109,3,4,7,4,12,16,0,0,0,7,16,23,9,25,34,38,45,83,0,0,0,47,70,117,91,105,196,345,378,723,0,0,0,436,483,919,75,129,204,97,76,173,0,4,4,172,209,381,167,236,403,193
IREG794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,31,76,700,636,1336,13,3,16,758,670,1428,22,10,32,0,0,0,0,0,0,22,10,32,6,6,12,0,0,0,0,0,0,6,6,12,14,6,20,0,3,3,0,0,0,14,9,23,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,7,0,7,0,0,0,7,0,7,3,6,9,28,23,51,0,0,0,31,29,60,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,3,6,9,0,0,0,3,6,9,4,0,4,15,25,40,0,3,3,19,28,47,10,5,15,298,331,629,3,0,3,311,336,647,8,8,16,96,79,175,3,0,3,107,87,194,16,5,21,199
IREG797,78,70,46,116,0,0,0,5,3,8,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,210,117,327,58,44,102,275,164,439,7,3,10,210,117,327,58,44,102,275,164,439,0,0,0,62,12,74,3,0,3,65,12,77,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,11,58,0,0,0,47,11,58,3,0,3,9,4,13,3,0,3,15,4,19,0,0,0,18
IREG801,32,100,70,170,98,63,161,2599,2472,5071,163,126,289,2860,2661,5521,0,0,0,0,0,0,0,0,0,0,0,0,191,180,371,7467,6587,14054,1327,789,2116,8985,7556,16541,199,184,383,7662,6775,14437,1341,803,2144,9202,7762,16964,2432,2385,4817,134010,136892,270902,911,937,1848,137353,140214,277567,45,55,100,3,4,7,0,3,3,48,62,110,3,3,6,0,0,0,0,0,0,3,3,6,41,53,94,0,4,4,3,0,3,44,57,101,31,34,65,3,0,3,0,0,0,34,34,68,62,46,108,2052,1873,3925,22,26,48,2136,1945,4081,496,489,985,19496,18606,38102,184,182,366,20176,19277,39453,207,157,364,9090,8891,17981,80,72,152,9377,9120,18497,71,88,159,6905,7185,14090,44,32,76,7020,7305,14325,101,161,262,8798,10703,19501,43,62,105,8942,10926,19868,757,739,1496,94394,95833,190227,473,466,939,95624,97038,192662,147,158,305,7374,7355,14729,52,61,113,7573,7574,15147,443,426,869,19616
