region_id,PreSch_Indig_M,PreSch_Indig_F,PreSch_Indig_P,PreSch_NonInd_M,PreSch_NonInd_F,PreSch_NonInd_P,PreSch_Indig_st_nsM,PreSch_Indig_st_nsF,PreSch_Indig_st_nsP,PreSch_TotM,PreSch_TotF,PreSch_TotP,InfPrim_Indig_M,InfPrim_Indig_F,InfPrim_Indig_P,InfPrim_NonInd_M,InfPrim_NonInd_F,InfPrim_NonInd_P,InfPrim_Indig_st_nsM,InfPrim_Indig_st_nsF,InfPrim_Indig_st_nsP,InfPrim_TotM,InfPrim_TotF,InfPrim_TotP,Sec_Indig_M,Sec_Indig_F,Sec_Indig_P,Sec_NonInd_M,Sec_NonInd_F,Sec_NonInd_P,Sec_Indig_st_nsM,Sec_Indig_st_nsF,Sec_Indig_st_nsP,Sec_TotM,Sec_TotF,Sec_TotP,TFEI_FT_St_15_24_In_M,TFEI_FT_St_15_24_Id_F,TFEI_FT_St_15_24_Id_P,TFEI_FT_St_15_24_No_Id_M,TFEI_FT_St_15_24_No_Id_F,TFEI_FT_St_15_24_No_I_P,TFEI_FT_St_15_24_I_s_n_s_M,TFEI_FT_St_15_24_I_s_n_s_F,TFEI_FT_St_15_24_I_s_n_s_P,TFEI_FT_St_15_24_TotM,TFEI_FT_St_15_24_TotF,TFEI_FT_St_15_24_TotP,TFEI_FT_St_25over_Id_M,TFEI_FT_St_25over_Id_F,TFEI_FT_St_25over_Id_P,TFEI_FT_St_25ov_Non_Id_M,TFEI_FT_St_25ov_Non_Id_F,TFEI_FT_St_25ov_Non_Id_P,TFEI_FT_St_25ov_I_s_n_st_M,TFEI_FT_St_25ov_I_s_n_st_F,TFEI_FT_St_25ov_I_s_n_st_P,TFEI_FT_St_25ov_TotM,TFEI_FT_St_25ov_TotF,TFEI_FT_St_25ov_TotP,TFEI_PT_St_15_24_Id_M,TFEI_PT_St_15_24_Id_F,TFEI_PT_St_15_24_Id_P,TFEI_PT_St_15_24_Non_Id_M,TFEI_PT_St_15_24_No_Id_F,TFEI_PT_St_15_24_No_Id_P,TFEI_PT_St_15_24_I_s_n_s_M,TFEI_PT_St_15_24_I_s_n_s_F,TFEI_PT_St_15_24_I_s_n_s_P,TFEI_PT_St_15_24_TotM,TFEI_PT_St_15_24_TotF,TFEI_PT_St_15_24_TotP,TFEI_PT_St_25ov_Id_M,TFEI_PT_St_25ov_Id_F,TFEI_PT_St_25ov_Id_P,TFEI_PT_St_25ov_Non_Id_M,TFEI_PT_St_25ov_Non_Id_F,TFEI_PT_St_25ov_Non_Id_P,TFEI_PT_St_25ov_I_s_n_s_M,TFEI_PT_St_25ov_I_s_n_s_F,TFEI_PT_St_25ov_Id_s_n_s_P,TFEI_PT_St_25ov_TotM,TFEI_PT_St_25ov_TotF,TFEI_PT_St_25ov_TotP,TFEI_FT_PT_s_s_nt_st_Id_M,TFEI_FT_PT_s_s_nt_st_Id_F,TFEI_FT_PT_s_s_nt_st_Id_P,TFEI_FT_PT_s_s_nt_s_N_I_M,TFEI_FT_PT_s_s_n_st_N_I_F,TFEI_FT_PT_s_s_n_s_No_Id_P,TFEI_F_P_s_s_n_s_I_s_n_s_M,TFEI_F_P_s_s_n_s_I_s_n_s_F,TFEI_F_P_s_s_n_s_I_s_n_s_P,TFEI_FT_PT_s_s_nt_st_To_M,TFEI_FT_PT_s_s_nt_st_To_F,TFEI_FT_PT_s_s_nt_st_To_P,TFEI_Tot_Indig_M,TFEI_Tot_Indig_F,TFEI_Tot_Indig_P,TFEI_Tot_NonInd_M,TFEI_Tot_NonInd_F,TFEI_Tot_NonInd_P,TFEI_Tot_IndSt_nsM,TFEI_Tot_IndSt_nsF,TFEI_Tot_IndSt_nsP,TFEI_Tot_TotM,TFEI_Tot_TotF,TFEI_Tot_TotP,UT_FT_S_15_24_Ind_M,UT_FT_S_15_24_Ind_F,UT_FT_S_15_24_Ind_P,UT_FT_S_15_24_NonInd_M,UT_FT_S_15_24_NonInd_F,UT_FT_S_15_24_NonInd_P,UT_FT_S_15_24_In_st_nsM,UT_FT_S_15_24_In_st_nsF,UT_FT_S_15_24_In_st_nsP,UT_FT_S_15_24_TotM,UT_FT_S_15_24_TotF,UT_FT_S_15_24_TotP,UT_FT_S_25_over_Ind_M,UT_FT_S_25_over_Ind_F,UT_FT_S_25_over_Ind_P,UT_FT_S_25ov_NonInd_M,UT_FT_S_25ov_NonInd_F,UT_FT_S_25ov_NonInd_P,UT_FT_S_25ov_IndSt_nsM,UT_FT_S_25ov_IndSt_nsF,UT_FT_S_25ov_IndSt_nsP,UT_FT_S_25ov_TotM,UT_FT_S_25ov_TotF,UT_FT_S_25ov_TotP,UT_PT_S_15_24_Ind_M,UT_PT_S_15_24_Ind_F,UT_PT_S_15_24_Ind_P,UT_PT_S_15_24_No_Ind_M,UT_PT_S_15_24_NonInd_F,UT_PT_S_15_24_NonInd_P,UT_PT_S_15_24_In_st_nsM,UT_PT_S_15_24_In_st_nsF,UT_PT_S_15_24_In_st_nsP,UT_PT_S_15_24_TotM,UT_PT_S_15_24_TotF,UT_PT_S_15_24_TotP,UT_PT_S_25over_In_M,UT_PT_S_25over_In_F,UT_PT_S_25over_In_P,UT_PT_S_25over_Non_In_M,UT_PT_S_25over_Non_In_F,UT_PT_S_25over_Non_In_P,UT_PT_S_25ov_In_s_nsM,UT_PT_S_25ov_In_s_nsF,UT_PT_S_25ov_In_s_nsP,UT_PT_S_25over_TotM,UT_PT_S_25over_TotF,UT_PT_S_25over_TotP,UT_FT_PT_stud_st_ns_Ind_M,UT_FT_PT_stud_st_ns_Ind_F,UT_FT_PT_stud_st_ns_Ind_P,UT_FT_PT_stu_st_ns_NonInd_M,UT_FT_PT_stu_st_ns_NonInd_F,UT_FT_PT_stu_st_ns_NonInd_P,UT_FT_PT_st_st_ns_In_st_nsM,UT_FT_PT_st_st_ns_In_st_nsF,UT_FT_PT_st_st_ns_In_st_nsP,UT_FT_PT_stu_st_ns_TotM,UT_FT_PT_stu_st_ns_TotF,UT_FT_PT_stu_st_ns_TotP,UT_Tot_Indig_M,UT_Tot_Indig_F,UT_Tot_Indig_P,UT_Tot_NonInd_M,UT_Tot_NonInd_F,UT_Tot_NonInd_P,UT_Tot_IndigStat_nsM,UT_Tot_IndigStat_nsF,UT_Tot_IndigStat_nsP,UT_Tot_TotM,UT_Tot_TotF,UT_Tot_TotP,OEI_Ind_M,OEI_Ind_F,OEI_Ind_P,OEI_NonInd_M,OEI_NonInd_F,OEI_NonInd_P,OEI_IndSt_nsM,OEI_IndSt_nsF,OEI_IndSt_nsP,OEI_TotM,OEI_TotF,OEI_TotP,T_EI_ns_Ind_M,T_EI_ns_Ind_F,T_EI_ns_Ind_P,T_EI_ns_NonInd_M,T_EI_ns_NonInd_F,T_EI_ns_NonInd_P,T_EI_ns_IndSt_nsM,T_EI_ns_IndSt_nsF
IREG705,108,102,210,51,69,120,0,3,3,159,174,333,678,637,1315,302,310,612,10,10,20,990,957,1947,235,278,513,207,170,377,7,7,14,449,455,904,3,7,10,5,3,8,0,0,0,8,10,18,18,25,43,6,3,9,0,0,0,24,28,52,6,5,11,15,21,36,0,0,0,21,26,47,17,15,32,18,43,61,0,0,0,35,58,93,0,0,0,3,0,3,0,0,0,3,0,3,44,52,96,47,70,117,0,0,0,91,122,213,3,4,7,5,15,20,0,0,0,8,19,27,3,5,8,4,16,20,0,0,0,7,21,28,3,4,7,10,22,32,0,0,0,13,26,39,5,15,20,48,135,183,0,0,0,53,150,203,0,0,0,0,3,3,0,0,0,0,3,3,14,28,42,67,191,258,0,0,0,81,219,300,46,54,100,37,35,72,0,0,0,83,89,172,422,459,881,192,126,318,452,365
IREG706,99,123,222,67,49,116,0,0,0,166,172,338,821,726,1547,300,288,588,9,8,17,1130,1022,2152,334,320,654,144,119,263,3,0,3,481,439,920,5,4,9,5,0,5,3,0,3,13,4,17,6,9,15,0,4,4,0,0,0,6,13,19,5,5,10,16,8,24,0,0,0,21,13,34,11,29,40,22,36,58,0,0,0,33,65,98,0,0,0,3,0,3,0,0,0,3,0,3,27,47,74,46,48,94,3,0,3,76,95,171,0,0,0,6,6,12,0,0,0,6,6,12,6,7,13,3,8,11,0,0,0,9,15,24,0,7,7,3,5,8,0,0,0,3,12,15,4,12,16,46,100,146,0,4,4,50,116,166,0,0,0,0,0,0,0,0,0,0,0,0,10,26,36,58,119,177,0,4,4,68,149,217,44,56,100,21,30,51,0,3,3,65,89,154,341,307,648,48,39,87,203,152
IREG707,35,33,68,7,7,14,0,0,0,42,40,82,302,256,558,36,57,93,7,0,7,345,313,658,85,103,188,15,15,30,3,0,3,103,118,221,0,0,0,3,0,3,0,0,0,3,0,3,0,5,5,4,0,4,0,0,0,4,5,9,0,0,0,0,6,6,0,0,0,0,6,6,5,5,10,8,18,26,0,0,0,13,23,36,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,15,24,39,0,0,0,20,34,54,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,10,0,0,0,7,6,13,0,0,0,0,7,7,0,0,0,0,7,7,0,7,7,18,21,39,0,0,0,18,28,46,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,25,31,56,0,0,0,25,41,66,4,10,14,7,5,12,0,0,0,11,15,26,256,229,485,34,26,60,147,159
IREG794,0,0,0,3,0,3,0,0,0,3,0,3,3,5,8,27,21,48,0,0,0,30,26,56,0,0,0,3,3,6,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,14,0,14,0,0,0,3,6,9,0,0,0,3,6,9,0,0,0,3,3,6,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,10,13,0,0,0,6,10,16,0,0,0,0,3,3,0,0,0,0,3,3,3,0,3,9,22,31,0,0,0,12,22,34,0,0,0,3,8,11,0,0,0,3,8,11,10,14,24,22,24,46,128,79
IREG797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3
IREG801,80,56,136,2678,2320,4998,29,37,66,2787,2413,5200,344,347,691,13702,13054,26756,117,126,243,14163,13527,27690,273,231,504,11293,11070,22363,118,107,225,11684,11408,23092,22,34,56,755,785,1540,13,7,20,790,826,1616,10,7,17,408,625,1033,7,4,11,425,636,1061,43,34,77,1386,848,2234,10,9,19,1439,891,2330,23,42,65,1726,2278,4004,9,16,25,1758,2336,4094,0,0,0,37,24,61,0,0,0,37,24,61,98,117,215,4312,4560,8872,39,36,75,4449,4713,9162,51,60,111,6603,7168,13771,38,31,69,6692,7259,13951,20,33,53,2326,2148,4474,8,10,18,2354,2191,4545,12,10,22,666,931,1597,3,3,6,681,944,1625,37,67,104,3467,4471,7938,10,16,26,3514,4554,8068,4,0,4,51,35,86,3,3,6,58,38,96,124,170,294,13113,14753,27866,62,63,125,13299,14986,28285,16,18,34,1243,1503,2746,8,6,14,1267,1527,2794,173,152,325,3418,3450,6868,6304,4944
IREG894,0,0,0,0,3,3,0,0,0,0,3,3,0,3,3,10,6,16,0,0,0,10,9,19,3,0,3,9,11,20,0,0,0,12,11,23,0,0,0,4,3,7,0,0,0,4,3,7,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,0,3,3,0,3,3,12,3,15,0,0,0,12,6,18,0,0,0,14,12,26,0,0,0,14,12,26,0,0,0,7,4,11,0,0,0,7,4,11,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,7,6,13,0,0,0,7,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,25,53,0,0,0,28,25,53,0,0,0,6,8,14,0,0,0,6,8,14,0,0,0,22,11,33,23,7
IREG897,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IREG901,0,0,0,16,14,30,0,3,3,16,17,33,3,0,3,75,72,147,3,3,6,81,75,156,0,0,0,54,47,101,0,3,3,54,50,104,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,3,6,0,0,0,0,3,3,0,3,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,0,3,3,3,12,15,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,21,0,0,0,3,18,21,0,0,0,3,3,6,0,0,0,3,3,6,3,0,3,797,48,845,37,35
IREG902,0,0,0,4,0,4,0,0,0,4,0,4,18,22,40,7,7,14,0,0,0,25,29,54,13,13,26,0,0,0,0,0,0,13,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,3,3,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,3,3,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,6,0,6,0,0,0,6,0,6,4,5,9,3,0,3,10,5
IREG994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IREG997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
