region_id,F_IS_NS_25_34_PD_GD_GCL,F_IS_NS_25_34_BDL,F_IS_NS_25_34_ADip_DipL,F_IS_NS_25_34_CL_nfd,F_IS_NS_25_34_Crt_III_an_IV_L,F_IS_NS_25_34_Ct_I_II,F_IS_NS_25_34_LoE_NS,F_IS_NS_25_34_Tot,F_IS_NS_35_44_PD_GD_GCL,F_IS_NS_35_44_BDL,F_IS_NS_35_44_ADip_DipL,F_IS_NS_35_44_CL_nfd,F_IS_NS_35_44_Crt_III_an_IV_L,F_IS_NS_35_44_Ct_I_II,F_IS_NS_35_44_LoE_NS,F_IS_NS_35_44_Tot,F_IS_NS_45_54_PD_GD_GCL,F_IS_NS_45_54_BDL,F_IS_NS_45_54_ADip_DipL,F_IS_NS_45_54_CL_nfd,F_IS_NS_45_54_Crt_III_an_IV_L,F_IS_NS_45_54_Ct_I_II,F_IS_NS_45_54_Lev_of_ed_NS,F_IS_NS_45_54_Tot,F_IS_NS_55_64_PgDe_GdDp_GdC,F_IS_NS_55_64_BachelDegre_L,F_IS_NS_55_64_ADip_DipL,F_IS_NS_55_64_Certi_Level_nfd,F_IS_NS_55_64_Crt_III_and_IV,F_IS_NS_55_64_Crt_I_and_II,F_IS_NS_55_64_Lev_of_ed_NS,F_IS_NS_55_64_Tot,F_IS_NS_65ov_PtgDe_GdDp_GdCt,F_IS_NS_65ov_BDL,F_IS_NS_65ov_AdDip_and_DipL,F_IS_NS_65ov_CL_nfd,F_IS_NS_65ov_Ct_III_IV,F_IS_NS_65ov_Ct_I_II,F_IS_NS_65ov_Lev_of_ed_NS,F_IS_NS_65ov_Tot,F_IS_NS_Tot_PgDe_GdDp_GdCtL,F_IS_NS_Tot_BDL,F_IS_NS_Tot_ADip_DipL,F_IS_NS_Tot_CL_nfd,F_IS_NS_Tot_Ct_III_and_IV_L,F_IS_NS_Tot_Ct_I_and_II_L,F_IS_NS_Tot_Lev_of_ed_NS,F_IS_NS_Tot_Tot,F_T_15_19_PD_GD_GCL,F_T_15_19_BDL,F_T_15_19_ADip_DipL,F_T_15_19_CL_nfd,F_T_15_19_Ct_III_IV,F_T_15_19_Ct_I_II,F_T_15_19_LoE_NS,F_T_15_19_Tot,F_T_20_24_PD_GD_GCL,F_T_20_24_BDL,F_T_20_24_ADip_DipL,F_T_20_24_CL_nfd,F_T_20_24_Ct_III_IV,F_T_20_24_Ct_I_II,F_T_20_24_LoE_NS,F_T_20_24_Tot,F_T_25_34_PD_GD_GCL,F_T_25_34_BDL,F_T_25_34_ADip_DipL,F_T_25_34_CL_nfd,F_T_25_34_Ct_III_IV,F_T_25_34_Ct_I_II,F_T_25_34_LoE_NS,F_T_25_34_Tot,F_T_35_44_PD_GD_GCL,F_T_35_44_BDL,F_T_35_44_ADip_DipL,F_T_35_44_CL_nfd,F_T_35_44_Ct_III_IV,F_T_35_44_Ct_I_II,F_T_35_44_LoE_NS,F_T_35_44_Tot,F_T_45_54_PD_GD_GCL,F_T_45_54_BDL,F_T_45_54_ADip_DipL,F_T_45_54_CL_nfd,F_T_45_54_Ct_III_IV,F_T_45_54_Ct_I_II,F_T_45_54_LoE_NS,F_T_45_54_Tot,F_T_55_64_PD_GD_GCL,F_T_55_64_BDL,F_T_55_64_ADip_DipL,F_T_55_64_CL_nfd,F_T_55_64_Ct_III_IV,F_T_55_64_Ct_I_II,F_T_55_64_LoE_NS,F_T_55_64_Tot,F_T_65ov_PtgdDe_GdDp_GdCt,F_T_65ov_BDL,F_T_65ov_ADip_DipL,F_T_65ov_CL_nfd,F_T_65ov_Ct_III_IV,F_T_65ov_Ct_I_II,F_T_65ov_LoE_NS,F_T_65ov_Tot,F_T_Tot_PD_GD_GCL,F_T_Tot_BDL,F_T_Tot_ADip_DipL,F_T_Tot_CL_nfd,F_T_Tot_Ct_III_IV,F_T_Tot_Ct_I_II,F_T_Tot_LoE_NS,F_T_Tot_Tot,P_Ind_15_19_PD_GD_GCL,P_Ind_15_19_BDL,P_Ind_15_19_ADip_DipL,P_Ind_15_19_CL_nfd,P_Ind_15_19_Ct_III_IV,P_Ind_15_19_Ct_I_II,P_Ind_15_19_LoE_NS,P_Ind_15_19_Tot,P_Ind_20_24_PD_GD_GCL,P_Ind_20_24_BDL,P_Ind_20_24_ADip_DipL,P_Ind_20_24_CL_nfd,P_Ind_20_24_Ct_III_IV,P_Ind_20_24_Ct_I_II,P_Ind_20_24_LoE_NS,P_Ind_20_24_Tot,P_Ind_25_34_PD_GD_GCL,P_Ind_25_34_BDL,P_Ind_25_34_ADip_DipL,P_Ind_25_34_CL_nfd,P_Ind_25_34_Ct_III_IV,P_Ind_25_34_Ct_I_II,P_Ind_25_34_LoE_NS,P_Ind_25_34_Tot,P_Ind_35_44_PD_GD_GCL,P_Ind_35_44_BDL,P_Ind_35_44_ADip_DipL,P_Ind_35_44_CL_nfd,P_Ind_35_44_Ct_III_IV,P_Ind_35_44_Ct_I_II,P_Ind_35_44_LoE_NS,P_Ind_35_44_Tot,P_Ind_45_54_PD_GD_GCL,P_Ind_45_54_BDL,P_Ind_45_54_ADip_DipL,P_Ind_45_54_CL_nfd,P_Ind_45_54_Ct_III_IV,P_Ind_45_54_Ct_I_II,P_Ind_45_54_LoE_NS,P_Ind_45_54_Tot,P_Ind_55_64_PD_GD_GCL,P_Ind_55_64_BDL,P_Ind_55_64_ADip_DipL,P_Ind_55_64_CL_nfd,P_Ind_55_64_Ct_III_IV,P_Ind_55_64_Ct_I_II,P_Ind_55_64_LoE_NS,P_Ind_55_64_Tot,P_Ind_65ov_PtgdDe_GdDp_GdCt,P_Ind_65ov_BDL,P_Ind_65ov_ADip_DipL,P_Ind_65ov_CL_nfd,P_Ind_65ov_Ct_III_IV,P_Ind_65ov_Ct_I_II,P_Ind_65ov_LoE_NS,P_Ind_65ov_Tot,P_Ind_Tot_PD_GD_GCL,P_Ind_Tot_BDL,P_Ind_Tot_ADip_DipL,P_Ind_Tot_CL_nfd,P_Ind_Tot_Ct_III_IV,P_Ind_Tot_Ct_I_II,P_Ind_Tot_LoE_NS,P_Ind_Tot_Tot,P_NonI_15_19_PtgdDe_GdDp_GdCt,P_NonI_15_19_BDL,P_NonI_15_19_ADip_DipL,P_NonI_15_19_CL_nfd,P_NonI_15_19_Ct_III_IV,P_NonI_15_19_Ct_I_II,P_NonI_15_19_LoE_NS,P_NonI_15_19_Tot,P_NonI_20_24_PtgdDe_GdDp_GdCt,P_NonI_20_24_BDL,P_NonI_20_24_ADip_DipL,P_NonI_20_24_CL_nfd,P_NonI_20_24_Ct_III_IV,P_NonI_20_24_Ct_I_II,P_NonI_20_24_LoE_NS,P_NonI_20_24_Tot,P_NonI_25_34_PtgdDe_GdDp_GdCt,P_NonI_25_34_BDL,P_NonI_25_34_ADip_DipL,P_NonI_25_34_CL_nfd,P_NonI_25_34_Ct_III_IV,P_NonI_25_34_Ct_I_II,P_NonI_25_34_LoE_NS,P_NonI_25_34_Tot
IREG301,54,199,98,26,124,19,8305,8825,59,171,118,20,149,25,7436,7978,57,132,119,38,139,21,6429,6935,38,72,111,36,93,11,5350,5711,26,106,97,23,105,6,8831,9194,242,746,608,163,717,122,43957,46555,20,126,1283,758,5323,2944,8703,19157,1423,16468,8410,1889,13961,2987,7862,53000,15914,56099,22714,4078,27756,4358,15220,146139,17133,44683,27254,5242,24965,3370,16214,138861,13752,28814,23434,5026,22094,2699,17066,112885,8935,18266,16364,3917,13338,1833,16905,79558,3500,11449,11884,2662,6253,768,40911,77427,60677,175905,111343,23572,113690,18959,122881,627027,0,0,32,42,367,190,574,1205,14,157,132,84,860,198,456,1901,89,529,418,138,1588,248,686,3696,154,514,554,147,1301,117,605,3392,140,325,399,93,884,68,468,2377,79,172,212,42,385,29,304,1223,27,42,67,13,120,3,305,577,503,1739,1814,559,5505,853,3398,14371,37,235,1947,1143,9705,4924,10468,28459,2212,26826,13332,2798,32787,4709,7614,90278,27593,93376,36670,6099,75736,6653,14969,261096
IREG302,0,14,4,0,16,4,863,901,6,16,13,0,16,0,860,911,4,9,14,0,19,0,761,807,0,6,8,3,5,0,601,623,3,3,5,4,7,3,669,694,13,51,50,7,70,10,4552,4753,0,13,55,89,453,231,892,1733,42,570,358,122,1054,276,738,3160,511,2824,1427,309,2377,400,1539,9387,846,2717,2070,402,2258,319,1786,10398,819,2067,1820,381,1818,242,1857,9004,511,1333,1187,242,1053,131,1701,6158,185,733,713,146,405,55,2816,5053,2914,10257,7630,1691,9418,1654,11329,44893,0,0,8,30,149,57,336,580,6,11,21,19,228,104,264,653,24,77,109,72,514,135,465,1396,39,129,189,57,464,84,443,1405,44,95,160,36,269,59,326,989,7,58,68,18,125,13,191,480,3,13,20,6,29,3,146,220,123,383,575,238,1778,455,2171,5723,0,17,57,92,696,308,792,1962,59,833,470,162,2386,317,457,4684,741,4115,2036,398,5888,475,1085,14738
IREG303,0,0,0,0,0,0,56,56,0,0,3,0,3,0,44,50,0,0,0,0,0,0,32,32,0,0,0,0,0,0,25,25,0,0,0,0,0,0,14,14,0,0,3,0,3,0,207,213,0,0,0,3,23,12,86,124,8,44,12,6,52,25,68,215,31,163,52,9,146,54,142,597,34,100,102,24,136,29,129,554,34,62,85,15,93,34,109,432,24,45,49,8,47,11,70,254,3,12,21,3,4,0,57,100,134,426,321,68,501,165,661,2276,0,0,0,7,39,21,99,166,3,4,3,6,70,49,83,218,7,11,12,11,192,68,122,423,6,24,45,22,203,49,110,459,3,18,44,11,126,45,81,328,7,5,26,6,56,20,42,162,3,0,10,3,9,0,35,60,29,62,140,66,695,252,572,1816,0,0,0,3,11,4,28,46,5,55,15,0,72,8,72,227,37,240,63,9,245,14,257,865
IREG304,4,4,0,0,0,0,246,254,0,3,4,0,3,0,212,222,0,0,0,0,3,0,201,204,0,0,0,0,0,0,100,100,0,0,0,0,0,0,102,102,4,7,4,0,6,0,1081,1102,0,0,5,8,44,35,170,262,10,151,40,19,180,31,166,597,106,510,194,36,353,65,362,1626,73,248,172,37,231,32,329,1122,66,159,143,35,167,25,322,917,32,91,70,22,70,7,200,492,7,32,24,9,20,7,250,349,294,1191,648,166,1065,202,1799,5365,0,0,0,6,24,7,78,115,0,4,6,6,49,8,54,127,3,16,20,9,117,27,88,280,7,24,23,12,106,15,98,285,5,16,21,9,64,10,96,221,6,16,11,6,26,0,59,124,3,3,3,6,4,3,47,69,24,79,84,54,390,70,520,1221,0,0,5,9,80,56,73,223,13,234,55,20,510,37,57,926,164,764,289,51,1194,65,142,2669
IREG305,4,14,10,5,22,3,1095,1153,4,17,8,4,23,5,1178,1239,3,12,21,6,27,0,1277,1346,5,12,13,3,23,0,961,1017,4,7,13,7,15,0,1995,2041,20,70,65,25,133,17,7591,7921,0,11,53,139,781,617,1430,3031,61,1153,460,241,2128,634,974,5651,721,4662,1934,502,4509,890,2052,15270,1138,3923,2753,696,4084,628,2439,15661,1010,2968,2823,680,3670,501,2960,14612,701,2011,1997,461,2185,305,2920,10580,293,1274,1294,285,930,111,7452,11639,3924,16002,11314,3004,18287,3686,20227,76444,0,0,3,10,94,64,239,410,0,11,18,14,232,49,157,481,12,71,78,45,453,79,265,1003,27,95,140,36,430,51,220,999,23,79,101,26,266,30,203,728,9,39,43,9,107,11,132,350,0,13,19,0,29,7,135,203,71,308,402,140,1611,291,1351,4174,0,14,72,186,1468,927,1655,4322,94,1703,623,336,5348,901,979,9984,1141,6923,2766,715,12650,1249,2107,27551
IREG306,0,17,8,0,27,0,689,741,7,12,11,7,21,0,800,858,8,8,15,6,23,6,723,789,0,15,7,3,14,3,643,685,3,16,17,0,13,0,1286,1335,18,71,58,16,111,18,4827,5119,3,5,54,86,739,448,1082,2417,49,942,458,190,1792,477,604,4512,634,3690,1658,388,3244,564,1343,11521,994,3334,2249,567,2935,444,1698,12221,936,2483,2394,502,2849,352,1898,11414,725,1851,1791,409,1695,231,2161,8863,332,1365,1273,275,641,87,5739,9712,3673,13670,9877,2417,13895,2603,14525,60660,0,0,3,8,97,40,163,311,3,15,21,18,202,57,76,392,11,48,63,27,314,64,125,652,25,67,89,27,290,38,170,706,19,51,78,18,202,18,141,527,16,28,30,14,77,7,125,297,5,7,5,3,25,3,82,130,79,216,289,115,1207,227,882,3015,3,10,73,139,1300,669,1233,3427,73,1338,636,272,4192,710,572,7793,1041,5481,2497,559,8461,851,1231,20121
IREG307,0,0,0,0,0,0,28,28,0,0,0,0,0,0,21,21,0,0,0,0,0,0,20,20,0,0,0,0,0,0,14,14,0,0,0,0,0,0,5,5,0,0,0,0,3,0,108,111,0,0,3,0,14,14,45,76,3,11,8,3,29,20,39,113,14,70,36,17,81,52,80,350,31,54,49,6,49,21,57,267,22,37,41,8,41,17,68,234,13,17,17,7,14,6,44,118,0,6,7,0,0,0,24,37,83,195,161,41,228,130,357,1195,0,0,6,3,20,28,70,127,0,0,8,8,59,42,66,183,7,15,33,26,153,68,89,391,15,28,62,14,126,35,63,343,10,21,52,13,97,34,67,294,0,15,21,4,23,13,56,132,0,3,8,0,11,0,25,47,32,82,190,68,489,220,436,1517,0,0,0,0,0,0,4,4,6,14,5,0,10,0,3,38,11,87,16,0,38,10,11,173
IREG308,0,14,8,3,19,3,1272,1319,5,9,11,6,25,0,1162,1218,7,12,21,7,16,3,1118,1184,4,9,11,0,8,5,767,804,3,7,11,3,11,3,1151,1189,19,58,67,22,95,17,6636,6914,6,10,89,84,698,420,1229,2536,77,1445,573,273,2132,502,1149,6151,933,5251,2068,514,4208,685,2216,15875,1127,4108,2718,624,3346,465,2328,14716,1115,2825,2459,539,2944,352,2478,12712,653,1663,1422,324,1558,183,2115,7918,239,889,905,146,515,63,4442,7199,4150,16191,10234,2504,15401,2670,15957,67107,0,0,5,16,88,68,295,472,3,19,22,25,302,70,227,668,18,81,81,33,549,96,433,1291,40,106,143,52,446,63,356,1206,38,83,116,37,342,26,249,891,12,37,55,9,134,11,173,431,3,16,16,5,20,3,133,196,114,342,438,177,1881,337,1866,5155,6,14,109,109,1353,604,1298,3493,112,2124,769,348,5683,701,855,10592,1413,7711,2984,723,12885,928,1744,28388
IREG394,0,4,0,0,0,0,60,64,0,3,0,0,0,0,47,50,3,0,0,0,3,0,44,50,0,0,0,0,0,0,76,76,0,0,0,0,0,0,44,44,3,7,0,0,6,0,318,334,0,0,3,3,20,11,55,92,12,102,29,14,63,17,79,316,67,242,69,16,76,8,138,616,34,88,69,14,60,0,115,380,33,66,85,18,79,13,115,409,32,96,101,32,97,13,172,543,10,44,37,11,21,8,128,259,188,638,393,108,416,70,802,2615,0,0,0,0,0,0,34,34,0,0,3,3,9,0,27,42,0,0,0,6,16,3,32,57,0,3,3,0,11,0,63,80,0,4,3,6,3,0,54,70,0,0,6,0,6,3,23,38,0,0,0,0,4,0,0,4,0,7,15,15,49,6,233,325,0,0,3,3,38,19,74,137,15,158,47,15,143,25,81,484,114,409,122,28,309,23,171,1176
IREG397,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,7,7,0,0,0,0,0,0,9,9,0,0,0,0,0,0,26,26,0,0,0,0,3,0,3,6,0,4,0,0,3,0,3,10,0,0,4,0,4,0,3,11,0,3,0,3,3,0,3,12,5,5,3,0,4,0,4,21,0,0,0,0,3,0,7,10,0,0,3,0,3,0,19,25,5,12,10,3,23,0,42,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,0,3,0,3,6,0,4,0,0,12,3,5,24,0,8,8,0,18,0,5,39
IREG401,19,96,41,8,66,15,2593,2838,24,69,59,13,72,12,2542,2791,32,59,55,16,74,16,2619,2871,20,41,57,17,51,9,2423,2618,20,79,64,16,99,3,4755,5036,118,380,301,81,416,71,17503,18870,6,38,189,304,1756,1108,4009,7410,539,7191,2718,901,6904,1720,3184,23157,6888,25187,8504,2208,14403,2848,5888,65926,7129,19173,11582,2936,12567,1999,6909,62295,6514,14015,12030,2558,11632,1559,8033,56341,5220,10345,9586,2122,7102,881,8530,43786,2147,6701,6757,1600,4016,452,25424,47097,28443,82650,51366,12629,58380,10567,61977,306012,0,0,0,11,96,52,277,436,4,49,29,30,320,80,201,713,23,147,108,66,554,118,368,1384,58,153,177,65,404,51,358,1266,55,121,157,46,285,28,254,946,33,52,105,20,152,9,197,568,8,22,39,3,58,3,234,367,181,544,615,241,1869,341,1889,5680,10,78,277,467,3349,1779,5542,11502,838,11705,4614,1453,16089,2823,3716,41238,12279,42075,14512,3318,36327,4365,7190,120066
IREG402,0,3,0,0,0,0,202,205,0,0,0,0,0,0,212,212,0,0,7,0,5,5,204,221,0,4,3,0,4,0,185,196,0,0,0,0,0,0,312,312,0,7,10,3,12,5,1303,1340,0,0,8,11,72,67,260,418,10,239,62,35,346,119,194,1005,156,810,260,123,789,215,405,2758,140,582,474,142,716,153,496,2703,163,439,533,118,663,102,541,2559,148,314,353,67,360,31,582,1855,43,185,187,42,156,27,1405,2045,660,2569,1877,538,3102,714,3883,13343,0,0,0,3,14,8,99,124,0,0,7,3,60,25,102,197,3,11,16,22,145,39,178,414,3,15,37,23,98,36,155,367,6,17,34,12,73,7,105,254,3,10,17,5,29,3,55,122,0,3,4,3,6,3,50,69,15,56,115,71,425,121,744,1547,3,3,8,11,162,106,301,594,14,330,95,56,970,174,162,1801,235,1207,387,161,2107,285,408,4790
IREG403,0,0,3,3,0,0,44,50,0,3,0,0,3,0,47,53,0,0,0,0,0,0,50,50,0,3,0,0,0,4,51,58,0,0,0,0,4,0,119,123,0,6,3,3,7,4,370,393,0,0,3,9,39,11,121,183,4,70,28,13,162,48,61,386,45,388,126,40,376,101,152,1228,73,280,211,64,325,66,174,1193,63,202,281,51,311,42,196,1146,67,170,203,47,181,31,199,898,26,99,135,22,76,14,525,897,278,1209,987,246,1470,313,1428,5931,0,0,0,3,7,0,42,52,0,0,0,6,18,5,32,61,0,8,10,3,53,13,78,165,3,7,8,6,39,13,56,132,0,8,16,6,23,4,66,123,3,0,7,0,12,6,23,51,3,0,3,3,0,0,15,24,9,23,44,27,152,41,312,608,0,0,3,6,86,30,127,252,7,102,41,24,419,70,71,734,63,538,177,62,938,157,158,2093
IREG494,0,0,0,0,4,0,10,14,0,0,0,0,0,0,6,6,0,0,0,0,0,0,14,14,0,0,0,0,0,0,6,6,0,0,0,0,0,0,22,22,0,0,0,3,4,0,71,78,0,0,0,3,6,0,9,18,0,15,5,8,12,8,19,67,20,55,25,7,31,4,36,178,12,19,18,11,13,3,25,101,5,13,14,8,18,5,42,105,8,16,12,3,9,5,30,83,3,6,5,0,3,0,103,120,48,124,79,40,92,25,264,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,4,0,0,4,0,12,20,0,0,0,0,0,0,22,22,0,0,0,0,0,0,18,18,0,0,3,0,3,0,3,9,0,0,0,0,3,0,3,6,0,4,3,0,10,0,64,81,0,0,0,0,9,3,8,20,0,25,10,8,38,12,21,114,37,102,35,10,90,13,52,339
IREG497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
IREG501,0,0,0,0,3,0,119,122,0,0,0,0,0,0,105,105,3,0,0,3,0,0,65,71,0,0,0,0,0,0,45,45,0,0,0,0,0,0,22,22,3,0,0,3,3,0,425,434,0,0,3,4,19,19,82,127,3,36,42,17,64,31,87,280,53,286,117,24,163,38,195,876,64,236,128,21,138,15,193,795,66,151,114,27,76,15,149,598,47,89,66,16,38,8,113,377,14,22,16,3,14,0,90,159,247,820,486,112,512,126,909,3212,0,0,0,7,15,12,65,99,3,3,4,6,41,19,62,138,7,24,22,11,88,33,103,288,0,20,26,9,72,15,108,250,7,27,30,9,58,15,88,234,0,14,7,3,30,6,53,113,3,0,0,3,7,0,45,58,20,88,89,48,311,100,524,1180,0,0,3,3,29,17,37,89,0,54,48,17,141,24,47,331,74,406,169,24,416,28,90,1207
IREG502,3,3,3,0,3,3,160,175,0,3,4,0,5,3,160,175,3,0,4,0,0,0,178,185,0,3,0,3,5,0,153,164,0,0,3,0,3,0,186,192,6,9,14,3,16,6,985,1039,0,0,16,19,88,84,238,445,8,146,92,29,251,82,166,774,127,581,291,75,516,112,327,2029,140,589,396,104,526,90,424,2269,135,371,413,100,435,84,446,1984,83,252,322,75,259,56,437,1484,23,169,185,48,120,15,783,1343,516,2108,1715,450,2195,523,2821,10328,0,0,0,0,22,15,132,169,0,0,3,8,42,12,110,175,6,9,13,9,80,22,198,337,3,16,23,9,89,21,195,356,3,15,19,6,54,5,122,224,0,16,18,7,30,7,78,156,3,3,3,0,7,0,80,96,15,59,79,39,324,82,915,1513,0,0,21,26,195,114,199,555,15,206,130,36,693,122,130,1332,166,833,408,100,1574,156,253,3490
IREG503,0,4,3,0,0,3,357,367,0,5,3,0,0,3,324,335,0,0,3,0,3,0,292,298,0,0,3,0,0,0,166,169,0,0,0,0,3,0,149,152,0,9,12,0,9,6,1598,1634,0,0,9,8,81,54,272,424,21,169,89,51,273,89,270,962,169,696,318,87,622,119,541,2552,139,524,396,102,454,74,569,2258,104,308,339,77,356,64,530,1778,62,164,166,54,154,33,383,1016,15,82,120,29,49,10,535,840,510,1943,1437,408,1989,443,3100,9830,0,0,0,6,10,9,92,117,0,3,0,6,34,11,57,111,0,7,11,13,82,23,100,236,8,22,18,12,54,11,115,240,4,14,10,3,60,10,84,185,0,3,12,3,22,3,52,95,3,0,3,3,0,3,25,37,15,49,54,46,262,70,525,1021,0,0,12,8,193,76,203,492,32,289,134,64,937,134,145,1735,311,1116,484,116,2237,134,323,4721
IREG504,0,0,0,0,0,0,55,55,0,0,0,0,0,0,45,45,0,0,3,0,0,0,37,40,0,0,0,0,3,0,24,27,0,0,0,0,0,0,9,9,0,0,3,0,3,0,201,207,0,0,0,3,4,8,58,73,5,34,13,6,35,17,59,169,47,189,67,23,82,42,113,563,42,126,57,19,59,17,107,427,27,84,64,11,64,12,97,359,32,60,41,3,28,13,64,241,0,16,14,3,6,6,37,82,153,509,256,68,278,115,535,1914,0,0,0,0,5,5,82,92,0,0,0,3,44,22,53,122,0,4,6,31,72,39,68,220,0,15,20,10,58,16,79,198,0,13,17,3,39,12,68,152,3,12,11,0,16,6,26,74,0,6,3,3,6,3,37,58,3,50,57,50,240,103,413,916,0,0,0,6,11,8,16,41,9,54,31,6,68,14,20,202,68,281,116,14,238,16,52,785
IREG505,30,112,70,16,85,7,5656,5976,31,107,69,13,85,9,4660,4974,33,84,92,27,59,12,3903,4210,22,64,54,17,79,4,3296,3536,19,70,68,20,122,3,4775,5077,138,484,383,108,492,47,27044,28696,18,56,718,348,2891,932,4719,9682,866,10420,4939,1072,8186,1485,4794,31762,9977,34858,12815,2313,14687,2227,9873,86750,10026,26615,15023,3218,12818,1804,10040,79544,8000,17710,14717,3199,10686,1547,10162,66021,4968,11221,9950,2477,6346,1018,10114,46094,1973,7200,7220,1913,4093,580,22701,45680,35828,108080,65382,14540,59707,9593,72403,365533,3,3,12,13,153,90,472,746,3,46,52,31,361,116,459,1068,25,193,134,41,590,90,752,1825,65,206,169,50,451,57,577,1575,63,169,134,43,278,24,365,1076,38,98,61,17,123,6,201,544,11,26,28,6,40,3,172,286,208,741,590,201,1996,386,2998,7120,15,98,1050,506,5923,1683,5130,14405,1365,17210,8481,1566,20612,2304,4434,55972,17565,60627,22265,3388,42463,3419,9143,158870
IREG506,3,0,0,0,5,0,770,778,0,5,0,0,4,0,643,652,3,0,0,3,3,3,462,474,0,0,0,0,3,0,203,206,0,0,0,0,0,0,52,52,6,8,3,3,18,6,2591,2635,0,0,14,11,66,46,280,417,11,190,104,37,337,93,384,1156,225,997,456,102,765,145,978,3668,154,628,434,96,473,89,870,2744,75,273,321,78,283,42,686,1758,44,117,95,32,123,16,345,772,6,26,21,0,22,4,133,212,515,2231,1445,356,2069,435,3676,10727,0,0,0,0,28,24,141,193,0,6,4,10,97,29,116,262,0,24,19,21,227,49,208,548,5,29,24,22,148,28,245,501,6,22,29,13,94,7,127,298,3,9,16,8,18,7,76,137,0,3,3,0,3,0,44,53,14,93,95,74,615,144,957,1992,0,0,15,14,126,51,109,315,25,330,151,56,1132,112,129,1935,395,1773,783,143,3497,186,346,7123
IREG507,0,8,12,3,19,3,813,858,0,7,5,5,24,0,1034,1075,0,12,16,3,28,4,961,1024,6,15,15,0,36,4,842,918,3,15,18,3,74,3,1133,1249,9,60,66,17,201,20,5513,5886,3,6,114,93,809,417,992,2434,44,636,559,184,1882,430,664,4399,613,3394,1737,580,3668,681,1533,12206,982,3798,2717,802,3635,542,2097,14573,894,2746,3024,763,3354,419,2389,13589,716,2071,2421,598,2156,287,2666,10915,295,1664,1816,454,1599,151,5606,11585,3547,14315,12388,3474,17103,2927,15947,69701,0,0,3,6,65,41,135,250,0,3,12,6,109,33,104,267,3,27,20,27,227,37,172,513,6,38,66,16,175,24,161,486,11,46,55,16,149,13,135,425,7,30,35,3,84,3,117,279,0,6,6,3,14,3,73,105,27,150,197,77,823,154,897,2325,3,9,140,137,1686,666,1159,3800,65,879,774,265,4843,652,708,8186,857,4976,2551,763,10153,936,1592,21828
IREG508,0,0,0,0,0,0,58,58,0,0,0,0,0,0,56,56,0,0,0,0,0,0,29,29,0,0,0,0,0,0,24,24,0,0,0,0,0,0,8,8,0,0,0,0,0,0,221,221,0,0,3,0,8,8,43,62,3,24,4,6,17,5,46,105,36,79,33,6,44,21,103,322,20,50,38,9,42,10,89,258,27,43,29,3,29,9,68,208,11,17,19,7,17,5,50,126,0,3,5,0,5,3,29,45,97,216,131,31,162,61,428,1126,0,0,0,3,10,3,44,60,0,0,0,7,33,15,41,96,0,4,7,9,53,28,78,179,0,16,10,7,57,15,55,160,4,8,11,6,37,6,54,126,0,0,0,7,7,5,29,48,0,0,0,0,3,3,15,21,4,28,28,39,200,75,316,690,0,0,3,0,13,5,27,48,3,30,8,6,32,6,224,309,42,115,49,0,94,8,660,968
IREG594,0,3,3,0,0,0,43,49,0,0,0,0,0,0,38,38,0,0,0,0,0,0,28,28,0,0,0,0,0,0,40,40,0,0,0,0,0,0,14,14,0,3,3,0,0,0,182,188,0,0,3,0,10,3,25,41,9,50,17,0,33,11,46,166,33,187,59,12,76,12,108,487,30,84,27,5,37,3,111,297,22,39,49,12,52,3,73,250,23,64,59,13,41,12,93,305,3,14,23,5,18,3,52,118,120,438,237,47,267,47,508,1664,0,0,0,0,3,0,7,10,0,0,0,0,8,3,19,30,0,3,3,0,6,3,45,60,0,0,0,0,8,0,88,96,0,0,4,0,8,0,56,68,0,3,0,0,0,0,21,24,0,0,0,0,0,0,12,12,0,6,7,0,33,6,248,300,0,0,3,0,13,3,38,57,12,90,28,3,101,15,50,299,71,293,103,17,292,24,123,923
