region_id,M_15_19_Pvded_upaid_assist,M_15_19_No_upaid_assist_Pvded,M_15_19_upaid_assist_ns,M_15_19_Tot,M_20_24_Pvded_upaid_assist,M_20_24_No_upaid_assist_Pvded,M_20_24_upaid_assist_ns,M_20_24_Tot,M_25_34_Pvded_upaid_assist,M_25_34_No_upaid_assist_Pvded,M_25_34_upaid_assist_ns,M_25_34_Tot,M_35_44_Pvded_upaid_assist,M_35_44_No_upaid_assist_Pvded,M_35_44_upaid_assist_ns,M_35_44_Tot,M_45_54_Pvded_upaid_assist,M_45_54_No_upaid_assist_Pvded,M_45_54_upaid_assist_ns,M_45_54_Tot,M_55_64_Pvded_upaid_assist,M_55_64_No_upaid_assist_Pvded,M_55_64_upaid_assist_ns,M_55_64_Tot,M_65over_Pvded_upaid_assist,M_65ove_No_upaid_assist_Pvde,M_65over_upaid_assist_ns,M_65_and_over_Tot,M_TotPvded_upaid_assist,M_Tot_No_upaid_assist_Pvded,M_Tot_upaid_assist_ns,M_Tot_Tot,F_15_19_Pvded_upaid_assist,F_15_19_No_upaid_assist_Pvded,F_15_19_upaid_assist_ns,F_15_19_Tot,F_20_24_Pvded_upaid_assist,F_20_24_No_upaid_assist_Pvded,F_20_24_upaid_assist_ns,F_20_24_Tot,F_25_34_Pvded_upaid_assist,F_25_34_No_upaid_assist_Pvded,F_25_34_upaid_assist_ns,F_25_34_Tot,F_35_44_Pvded_upaid_assist,F_35_44_No_upaid_assist_Pvded,F_35_44_upaid_assist_ns,F_35_44_Tot,F_45_54_Pvded_upaid_assist,F_45_54_No_upaid_assist_Pvded,F_45_54_upaid_assist_ns,F_45_54_Tot,F_55_64_Pvded_upaid_assist,F_55_64_No_upaid_assist_Pvded,F_55_64_upaid_assist_ns,F_55_64_Tot,F_65over_Pvded_upaid_assist,F_65ove_No_upaid_assist_Pvd,F_65over_upaid_assist_ns,F_65_and_over_Tot,F_TotPvded_upaid_assist,F_Tot_No_upaid_assist_Pvded,F_Tot_upaid_assist_ns,F_Tot_Tot,P_15_19_Pvded_upaid_assist,P_15_19_No_upaid_assist_Pvded,P_15_19_upaid_assist_ns,P_15_19_Tot,P_20_24_Pvded_upaid_assist,P_20_24_No_upaid_assist_Pvded,P_20_24_upaid_assist_ns,P_20_24_Tot,P_25_34_Pvded_upaid_assist,P_25_34_No_upaid_assist_Pvded,P_25_34_upaid_assist_ns,P_25_34_Tot,P_35_44_Pvded_upaid_assist,P_35_44_No_upaid_assist_Pvded,P_35_44_upaid_assist_ns,P_35_44_Tot,P_45_54_Pvded_upaid_assist,P_45_54_No_upaid_assist_Pvded,P_45_54_upaid_assist_ns,P_45_54_Tot,P_55_64_Pvded_upaid_assist,P_55_64_No_upaid_assist_Pvded,P_55_64_upaid_assist_ns,P_55_64_Tot,P_65over_Pvded_upaid_assist,P_65ove_No_upaid_assist_Pvd,P_65over_upaid_assist_ns,P_65_and_over_Tot,P_TotPvded_upaid_assist,P_Tot_No_upaid_assist_Pvded,P_Tot_upaid_assist_ns,P_Tot_Tot
IREG202,75,939,164,1178,51,613,87,751,91,832,145,1068,144,758,122,1024,133,674,109,916,91,446,72,609,39,258,86,383,624,4520,785,5929,63,841,149,1053,97,711,64,872,230,920,82,1232,269,882,101,1252,224,684,79,987,146,452,63,661,54,327,110,491,1083,4817,648,6548,138,1780,313,2231,148,1324,151,1623,321,1752,227,2300,413,1640,223,2276,357,1358,188,1903,237,898,135,1270,93,585,196,874,1707,9337,1433,12477
IREG294,0,6,8,14,0,17,8,25,3,12,12,27,0,18,25,43,3,15,14,32,0,6,3,9,3,0,0,3,9,74,70,153,0,6,6,12,0,15,7,22,4,9,7,20,0,6,11,17,3,3,5,11,0,0,3,3,0,0,0,0,7,39,39,85,0,12,14,26,0,32,15,47,7,21,19,47,0,24,36,60,6,18,19,43,0,6,6,12,3,0,0,3,16,113,109,238
IREG297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IREG301,141,2652,393,3186,125,1993,256,2374,266,2813,385,3464,325,2488,250,3063,298,1799,176,2273,168,997,99,1264,80,466,129,675,1403,13208,1688,16299,169,2407,332,2908,218,1972,129,2319,528,2882,164,3574,643,2611,204,3458,536,1894,125,2555,325,1100,109,1534,129,664,164,957,2548,13530,1227,17305,310,5059,725,6094,343,3965,385,4693,794,5695,549,7038,968,5099,454,6521,834,3693,301,4828,493,2097,208,2798,209,1130,293,1632,3951,26738,2915,33604
IREG302,72,943,245,1260,66,646,174,886,147,1132,244,1523,128,996,204,1328,97,786,123,1006,70,459,83,612,26,250,59,335,606,5212,1132,6950,101,953,180,1234,119,735,84,938,231,1248,145,1624,277,1175,135,1587,215,893,108,1216,128,515,86,729,46,391,62,499,1117,5910,800,7827,173,1896,425,2494,185,1381,258,1824,378,2380,389,3147,405,2171,339,2915,312,1679,231,2222,198,974,169,1341,72,641,121,834,1723,11122,1932,14777
IREG303,36,343,29,408,36,308,27,371,71,456,33,560,76,474,33,583,53,351,25,429,38,222,13,273,6,119,9,134,316,2273,169,2758,48,312,43,403,58,314,36,408,117,479,27,623,115,470,38,623,76,331,21,428,40,192,9,241,21,161,13,195,475,2259,187,2921,84,655,72,811,94,622,63,779,188,935,60,1183,191,944,71,1206,129,682,46,857,78,414,22,514,27,280,22,329,791,4532,356,5679
IREG304,18,279,37,334,10,225,24,259,29,395,38,462,43,376,38,457,37,287,36,360,18,174,34,226,12,127,14,153,167,1863,221,2251,30,241,37,308,14,233,25,272,68,452,28,548,62,390,45,497,50,323,37,410,30,192,19,241,13,133,18,164,267,1964,209,2440,48,520,74,642,24,458,49,531,97,847,66,1010,105,766,83,954,87,610,73,770,48,366,53,467,25,260,32,317,434,3827,430,4691
IREG305,47,849,160,1056,38,539,106,683,89,857,166,1112,119,790,119,1028,107,631,85,823,54,390,43,487,32,224,56,312,486,4280,735,5501,51,827,103,981,76,570,34,680,152,947,51,1150,209,893,76,1178,160,698,38,896,81,379,62,522,37,246,70,353,766,4560,434,5760,98,1676,263,2037,114,1109,140,1363,241,1804,217,2262,328,1683,195,2206,267,1329,123,1719,135,769,105,1009,69,470,126,665,1252,8840,1169,11261
IREG306,56,680,93,829,45,438,46,529,63,643,52,758,106,610,63,779,60,523,54,637,43,309,44,396,20,199,30,249,393,3402,382,4177,67,640,100,807,70,490,26,586,151,726,53,930,192,700,61,953,144,523,60,727,80,324,56,460,38,206,39,283,742,3609,395,4746,123,1320,193,1636,115,928,72,1115,214,1369,105,1688,298,1310,124,1732,204,1046,114,1364,123,633,100,856,58,405,69,532,1135,7011,777,8923
IREG307,22,226,38,286,24,197,30,251,57,277,14,348,53,232,28,313,31,234,12,277,30,139,16,185,14,96,5,115,231,1401,143,1775,34,170,40,244,27,203,18,248,81,330,38,449,69,243,17,329,51,229,24,304,36,151,18,205,15,146,9,170,313,1472,164,1949,56,396,78,530,51,400,48,499,138,607,52,797,122,475,45,642,82,463,36,581,66,290,34,390,29,242,14,285,544,2873,307,3724
