region_id,No_Int_con_HHs_with_Ind_p,No_Internet_connect_Other_hhd,No_Internet_connect_Tot_hhd,Ty_Int_con_Bba_HHs_with_Ind_p,Type_Int_conn_Bband_Other_hhd,Type_Int_conn_Bband_Tot_hhd,Typ_Int_con_Diup_HHs_w_Ind_p,Type_Int_conn_Di_up_Other_hhd,Type_Int_conn_Di_up_Tot_hhd,Type_Int_con_Oth_HHs_w_Ind_p,Type_Int_conn_Other_Other_hhd,Type_Int_conn_Other_Tot_hhd,Type_Int_con_Tot_HHs_w_Ind_p,Type_Int_conn_Tot_Oth_hhd,Type_Int_conn_Tot_Tot_hhd,Internet_con_ns_HHs_w_Ind_p,Internet_connect_ns_Oth_hhd,Internet_connect_ns_Tot_hhd,Tot_Hholds_w_Indig_per,Tot_Oth_households,Tot_Tot_households
LGA25810,21,1511,1532,34,2650,2684,7,183,190,9,172,181,50,3005,3055,5,179,184,76,4695,4771
LGA25900,39,5676,5715,136,30656,30792,3,1169,1172,18,3210,3228,157,35035,35192,12,1150,1162,208,41861,42069
LGA25990,13,849,862,19,1481,1500,5,127,132,0,93,93,24,1701,1725,0,98,98,37,2648,2685
LGA26080,0,278,278,6,827,833,0,54,54,0,25,25,6,906,912,0,26,26,6,1210,1216
LGA26170,37,2634,2671,56,6462,6518,7,524,531,5,361,366,68,7347,7415,9,359,368,114,10340,10454
LGA26260,40,1959,1999,36,3826,3862,3,209,212,5,233,238,44,4268,4312,6,220,226,90,6447,6537
LGA26350,14,5025,5039,88,29608,29696,5,1016,1021,6,2259,2265,99,32883,32982,7,1075,1082,120,38983,39103
LGA26430,18,1125,1143,21,2213,2234,3,173,176,5,119,124,29,2505,2534,3,171,174,50,3801,3851
LGA26490,12,1353,1365,48,6693,6741,4,304,308,3,390,393,55,7387,7442,0,251,251,67,8991,9058
LGA26610,157,2230,2387,138,4091,4229,9,262,271,23,266,289,170,4619,4789,31,357,388,358,7206,7564
LGA26670,9,665,674,19,1388,1407,3,85,88,0,58,58,22,1531,1553,5,92,97,36,2288,2324
LGA26700,29,2948,2977,83,6380,6463,4,411,415,6,376,382,93,7167,7260,9,386,395,131,10501,10632
LGA26730,75,3134,3209,124,7257,7381,4,386,390,19,552,571,147,8195,8342,18,444,462,240,11773,12013
LGA26810,74,4023,4097,136,9694,9830,3,617,620,12,540,552,151,10851,11002,17,548,565,242,15422,15664
LGA26890,3,575,578,7,968,975,3,78,81,3,46,49,13,1092,1105,3,72,75,19,1739,1758
LGA26980,35,9364,9399,114,41466,41580,4,1499,1503,5,1345,1350,123,44310,44433,12,1631,1643,170,55305,55475
LGA27070,108,10048,10156,308,34691,34999,19,1281,1300,30,1869,1899,357,37841,38198,38,1833,1871,503,49722,50225
LGA27170,77,2774,2851,193,8747,8940,4,372,376,22,600,622,219,9719,9938,15,418,433,311,12911,13222
LGA27260,87,7717,7804,362,38941,39303,15,1448,1463,36,2474,2510,413,42863,43276,26,1695,1721,526,52275,52801
LGA27350,53,4516,4569,126,22464,22590,7,774,781,16,2027,2043,149,25265,25414,7,973,980,209,30754,30963
LGA27450,104,7894,7998,335,37562,37897,12,1785,1797,17,1474,1491,364,40821,41185,20,1476,1496,488,50191,50679
LGA27630,9,972,981,19,1517,1536,0,132,132,3,84,87,22,1733,1755,6,111,117,37,2816,2853
LGA29399,0,28,28,0,72,72,0,9,9,0,19,19,0,100,100,0,0,0,0,128,128
LGA29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA30250,170,7,177,7,20,27,0,0,0,5,8,13,12,28,40,3,0,3,185,35,220
LGA30300,116,363,479,120,834,954,7,36,43,17,51,68,144,921,1065,22,53,75,282,1337,1619
LGA30370,83,1161,1244,137,3209,3346,7,146,153,10,208,218,154,3563,3717,13,186,199,250,4910,5160
LGA30410,31,289,320,46,676,722,0,33,33,5,36,41,51,745,796,8,76,84,90,1110,1200
LGA30450,8,43,51,3,67,70,0,7,7,0,0,0,3,74,77,0,3,3,11,120,131
LGA30760,11,238,249,18,490,508,0,18,18,7,38,45,25,546,571,3,42,45,39,826,865
LGA30900,27,29,56,17,68,85,3,3,6,0,3,3,20,74,94,8,8,16,55,111,166
LGA31000,1375,51910,53285,4631,287049,291680,183,8680,8863,467,14943,15410,5281,310672,315953,334,11204,11538,6990,373786,380776
LGA31750,5,27,32,17,63,80,0,4,4,0,0,0,17,67,84,0,4,4,22,98,120
LGA31820,365,8663,9028,709,20552,21261,43,1112,1155,79,1097,1176,831,22761,23592,63,1349,1412,1259,32773,34032
LGA31900,155,1779,1934,144,3692,3836,6,210,216,25,172,197,175,4074,4249,23,283,306,353,6136,6489
LGA31950,17,19,36,14,54,68,0,0,0,0,0,0,14,54,68,3,10,13,34,83,117
LGA32070,1869,8779,10648,2331,37541,39872,127,1537,1664,389,2361,2750,2847,41439,44286,384,1811,2195,5100,52029,57129
LGA32250,112,119,231,61,224,285,3,19,22,7,30,37,71,273,344,27,44,71,210,436,646
LGA32260,405,2554,2959,397,5663,6060,26,359,385,71,343,414,494,6365,6859,50,441,491,949,9360,10309
LGA32270,104,1384,1488,240,6252,6492,5,221,226,30,428,458,275,6901,7176,23,283,306,402,8568,8970
LGA32310,144,1093,1237,133,2320,2453,8,139,147,14,147,161,155,2606,2761,29,180,209,328,3879,4207
LGA32330,188,3,191,44,0,44,6,0,6,4,0,4,54,0,54,0,0,0,242,3,245
LGA32450,127,138,265,69,457,526,7,17,24,10,31,41,86,505,591,19,34,53,232,677,909
LGA32500,137,324,461,55,679,734,8,24,32,11,29,40,74,732,806,20,49,69,231,1105,1336
LGA32600,9,21,30,8,38,46,0,0,0,0,7,7,8,45,53,10,10,20,27,76,103
LGA32750,10,17,27,12,47,59,3,0,3,3,6,9,18,53,71,0,4,4,28,74,102
LGA32770,124,7,131,15,22,37,0,3,3,37,3,40,52,28,80,5,0,5,181,35,216
LGA33100,7,99,106,6,190,196,3,4,7,0,11,11,9,205,214,3,20,23,19,324,343
LGA33200,23,179,202,26,374,400,3,16,19,0,17,17,29,407,436,0,27,27,52,613,665
LGA33220,340,9027,9367,872,22591,23463,32,1214,1246,104,1220,1324,1008,25025,26033,59,1287,1346,1407,35339,36746
LGA33360,195,3110,3305,539,13428,13967,40,572,612,60,732,792,639,14732,15371,35,694,729,869,18536,19405
LGA33430,513,26862,27375,2176,131121,133297,94,5305,5399,241,8608,8849,2511,145034,147545,136,6563,6699,3160,178459,181619
LGA33610,89,1078,1167,89,2135,2224,0,127,127,12,137,149,101,2399,2500,10,159,169,200,3636,3836
LGA33620,157,4428,4585,322,10383,10705,25,791,816,43,647,690,390,11821,12211,28,630,658,575,16879,17454
LGA33800,90,1367,1457,86,2480,2566,5,157,162,13,110,123,104,2747,2851,16,162,178,210,4276,4486
LGA33830,137,4,141,31,5,36,3,0,3,38,9,47,72,14,86,0,0,0,209,18,227
LGA33960,551,10062,10613,1666,37740,39406,69,1564,1633,181,2550,2731,1916,41854,43770,134,1808,1942,2601,53724,56325
LGA33980,33,843,876,193,4950,5143,8,156,164,14,252,266,215,5358,5573,16,188,204,264,6389,6653
LGA34420,171,4,175,14,33,47,0,0,0,0,4,4,14,37,51,4,0,4,189,41,230
LGA34570,77,0,77,3,20,23,0,0,0,3,3,6,6,23,29,3,3,6,86,26,112
LGA34580,104,2751,2855,278,7364,7642,14,408,422,33,427,460,325,8199,8524,17,503,520,446,11453,11899
LGA34590,675,14208,14883,2236,64506,66742,89,2563,2652,213,3440,3653,2538,70509,73047,135,3234,3369,3348,87951,91299
LGA34710,37,332,369,50,904,954,7,47,54,8,72,80,65,1023,1088,6,64,70,108,1419,1527
LGA34770,520,7072,7592,1176,25592,26768,50,1142,1192,129,1394,1523,1355,28128,29483,89,1398,1487,1964,36598,38562
LGA34800,7,61,68,6,188,194,0,12,12,0,11,11,6,211,217,3,9,12,16,281,297
LGA34830,39,0,39,14,6,20,0,3,3,9,0,9,23,9,32,3,0,3,65,9,74
LGA34860,147,1031,1178,190,2577,2767,8,124,132,27,156,183,225,2857,3082,20,166,186,392,4054,4446
LGA35010,715,21465,22180,2554,94810,97364,98,3772,3870,268,4716,4984,2920,103298,106218,159,4051,4210,3794,128814,132608
LGA35250,158,10,168,23,37,60,0,3,3,5,3,8,28,43,71,5,3,8,191,56,247
LGA35300,393,940,1333,440,3776,4216,22,156,178,60,271,331,522,4203,4725,85,257,342,1000,5400,6400
LGA35600,75,447,522,87,883,970,5,33,38,14,44,58,106,960,1066,10,55,65,191,1462,1653
LGA35670,154,4,158,18,3,21,0,0,0,3,0,3,21,3,24,0,0,0,175,7,182
LGA35760,112,1273,1385,104,2010,2114,8,97,105,18,140,158,130,2247,2377,8,213,221,250,3733,3983
LGA35780,313,21,334,80,69,149,19,4,23,30,7,37,129,80,209,10,10,20,452,111,563
LGA35790,36,4,40,57,18,75,6,0,6,256,6,262,319,24,343,3,0,3,358,28,386
LGA35800,98,181,279,51,294,345,3,10,13,11,19,30,65,323,388,20,21,41,183,525,708
LGA36070,102,6,108,24,15,39,0,0,0,10,0,10,34,15,49,3,0,3,139,21,160
LGA36150,25,90,115,21,209,230,3,7,10,3,9,12,27,225,252,0,14,14,52,329,381
LGA36250,255,7403,7658,789,36243,37032,34,1328,1362,66,1559,1625,889,39130,40019,52,1443,1495,1196,47976,49172
LGA36300,9,76,85,9,170,179,0,10,10,0,14,14,9,194,203,6,20,26,24,290,314
LGA36360,683,8516,9199,1256,23782,25038,73,1209,1282,144,1322,1466,1473,26313,27786,116,1433,1549,2272,36262,38534
LGA36510,94,2779,2873,239,8758,8997,13,489,502,34,443,477,286,9690,9976,30,399,429,410,12868,13278
LGA36580,68,1911,1979,171,4788,4959,10,286,296,15,285,300,196,5359,5555,12,270,282,276,7540,7816
LGA36630,190,3235,3425,297,6764,7061,24,415,439,36,399,435,357,7578,7935,33,466,499,580,11279,11859
LGA36660,149,3605,3754,268,7331,7599,9,523,532,40,478,518,317,8332,8649,19,440,459,485,12377,12862
LGA36710,400,19396,19796,1546,83622,85168,70,3635,3705,137,4171,4308,1753,91428,93181,75,3658,3733,2228,114482,116710
LGA36810,568,3931,4499,516,9311,9827,29,624,653,88,477,565,633,10412,11045,109,584,693,1310,14927,16237
LGA36910,541,12137,12678,1207,35674,36881,56,1692,1748,144,1956,2100,1407,39322,40729,105,1674,1779,2053,53133,55186
LGA36950,244,37,281,173,217,390,15,5,20,26,19,45,214,241,455,55,22,77,513,300,813
LGA36960,508,18,526,114,24,138,22,7,29,205,9,214,341,40,381,36,0,36,885,58,943
LGA37010,1090,9740,10830,2053,41471,43524,102,1704,1806,266,2315,2581,2421,45490,47911,224,2003,2227,3735,57233,60968
LGA37300,53,82,135,109,656,765,3,24,27,14,31,45,126,711,837,12,21,33,191,814,1005
LGA37310,205,2848,3053,267,6405,6672,16,340,356,42,413,455,325,7158,7483,35,379,414,565,10385,10950
LGA37340,178,2251,2429,336,6656,6992,20,367,387,38,512,550,394,7535,7929,33,458,491,605,10244,10849
LGA37400,23,146,169,30,277,307,0,18,18,0,17,17,30,312,342,7,29,36,60,487,547
LGA37550,129,9,138,24,10,34,3,0,3,34,6,40,61,16,77,5,4,9,195,29,224
LGA37570,39,0,39,4,8,12,3,0,3,17,0,17,24,8,32,0,0,0,63,8,71
LGA37600,306,3,309,62,10,72,4,0,4,34,0,34,100,10,110,4,0,4,410,13,423
LGA39399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,19,1026,1045,35,6075,6110,0,245,245,7,526,533,42,6846,6888,5,239,244,66,8111,8177
LGA40120,15,1860,1875,63,10228,10291,8,657,665,4,379,383,75,11264,11339,9,388,397,99,13512,13611
LGA40220,41,2278,2319,81,5998,6079,5,465,470,8,387,395,94,6850,6944,6,236,242,141,9364,9505
LGA40250,323,50,373,21,106,127,3,13,16,0,4,4,24,123,147,6,3,9,353,176,529
LGA40310,23,1930,1953,41,5661,5702,3,324,327,6,292,298,50,6277,6327,6,224,230,79,8431,8510
LGA40430,5,337,342,6,559,565,4,43,47,5,41,46,15,643,658,0,29,29,20,1009,1029
LGA40520,80,1243,1323,74,2266,2340,4,164,168,15,160,175,93,2590,2683,16,149,165,189,3982,4171
LGA40700,8,2723,2731,53,12311,12364,0,563,563,4,499,503,57,13373,13430,3,430,433,68,16526,16594
LGA40910,40,4531,4571,66,12177,12243,4,674,678,7,613,620,77,13464,13541,8,590,598,125,18585,18710
LGA41010,152,274,426,75,636,711,6,29,35,10,43,53,91,708,799,17,32,49,260,1014,1274
LGA41060,231,11341,11572,327,25896,26223,21,1384,1405,41,1684,1725,389,28964,29353,39,1493,1532,659,41798,42457
LGA41140,11,826,837,21,2143,2164,0,156,156,6,137,143,27,2436,2463,4,94,98,42,3356,3398
LGA41190,0,190,190,5,417,422,0,26,26,0,29,29,5,472,477,0,22,22,5,684,689
LGA41330,48,225,273,23,322,345,0,17,17,0,13,13,23,352,375,13,48,61,84,625,709
LGA41560,39,1734,1773,66,2926,2992,7,227,234,12,166,178,85,3319,3404,3,177,180,127,5230,5357
LGA41750,5,115,120,3,254,257,0,21,21,0,17,17,3,292,295,3,9,12,11,416,427
LGA41830,28,177,205,29,371,400,4,18,22,3,24,27,36,413,449,8,24,32,72,614,686
LGA41960,6,149,155,3,280,283,0,17,17,0,14,14,3,311,314,0,10,10,9,470,479
LGA42030,41,2018,2059,75,5142,5217,6,289,295,14,310,324,95,5741,5836,10,275,285,146,8034,8180
LGA42110,18,510,528,20,933,953,0,84,84,3,65,68,23,1082,1105,0,49,49,41,1641,1682
LGA42250,8,625,633,36,1690,1726,0,173,173,3,106,109,39,1969,2008,0,78,78,47,2672,2719
LGA42600,21,3170,3191,64,9879,9943,5,503,508,8,659,667,77,11041,11118,3,524,527,101,14735,14836
LGA42750,9,457,466,14,1088,1102,0,78,78,3,81,84,17,1247,1264,0,52,52,26,1756,1782
LGA43080,3,148,151,3,214,217,0,16,16,0,13,13,3,243,246,0,17,17,6,408,414
LGA43220,0,110,110,3,247,250,3,16,19,0,21,21,6,284,290,0,12,12,6,406,412
LGA43360,7,296,303,9,502,511,0,39,39,0,43,43,9,584,593,0,32,32,16,912,928
LGA43650,15,880,895,35,3352,3387,5,209,214,3,171,174,43,3732,3775,0,119,119,58,4731,4789
LGA43710,13,392,405,27,1090,1117,4,92,96,7,64,71,38,1246,1284,3,44,47,54,1682,1736
LGA43790,39,1329,1368,44,2471,2515,8,250,258,10,158,168,62,2879,2941,7,157,164,108,4365,4473
LGA43920,13,570,583,52,1886,1938,3,180,183,5,124,129,60,2190,2250,3,83,86,76,2843,2919
LGA44000,13,6,19,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,16,6,22
LGA44060,121,7674,7795,220,22157,22377,9,1162,1171,34,1339,1373,263,24658,24921,29,1093,1122,413,33425,33838
LGA44210,23,1017,1040,32,1802,1834,4,152,156,4,146,150,40,2100,2140,6,103,109,69,3220,3289
LGA44340,31,4011,4042,107,17468,17575,3,811,814,11,712,723,121,18991,19112,9,602,611,161,23604,23765
LGA44550,23,1801,1824,88,7751,7839,6,466,472,6,438,444,100,8655,8755,3,312,315,126,10768,10894
LGA44620,92,2858,2950,132,5904,6036,10,334,344,21,506,527,163,6744,6907,18,345,363,273,9947,10220
LGA44830,18,325,343,12,673,685,4,53,57,0,27,27,16,753,769,8,35,43,42,1113,1155
LGA45040,142,2223,2365,158,3985,4143,14,284,298,29,366,395,201,4635,4836,25,280,305,368,7138,7506
LGA45090,17,809,826,38,1887,1925,3,120,123,0,134,134,41,2141,2182,3,112,115,61,3062,3123
LGA45120,19,542,561,11,1059,1070,3,90,93,3,58,61,17,1207,1224,0,54,54,36,1803,1839
LGA45290,31,3287,3318,58,10065,10123,0,465,465,6,624,630,64,11154,11218,6,462,468,101,14903,15004
LGA45340,241,11265,11506,573,41920,42493,24,2205,2229,93,2404,2497,690,46529,47219,51,1745,1796,982,59539,60521
LGA45400,0,117,117,10,191,201,0,17,17,0,8,8,10,216,226,0,12,12,10,345,355
LGA45540,17,326,343,15,324,339,0,28,28,5,32,37,20,384,404,6,28,34,43,738,781
LGA45680,343,7109,7452,483,17272,17755,25,988,1013,85,1492,1577,593,19752,20345,65,1142,1207,1001,28003,29004
LGA45890,373,12038,12411,542,26516,27058,38,1430,1468,75,1892,1967,655,29838,30493,85,1662,1747,1113,43538,44651
LGA46090,380,1335,1715,236,2504,2740,11,109,120,56,179,235,303,2792,3095,55,164,219,738,4291,5029
LGA46300,134,1436,1570,98,3182,3280,3,171,174,21,238,259,122,3591,3713,26,209,235,282,5236,5518
LGA46450,86,2462,2548,90,3610,3700,4,220,224,22,258,280,116,4088,4204,22,237,259,224,6787,7011
LGA46510,23,1495,1518,51,5450,5501,0,239,239,5,319,324,56,6008,6064,7,233,240,86,7736,7822
LGA46670,36,1107,1143,35,1883,1918,4,206,210,0,146,146,39,2235,2274,4,166,170,79,3508,3587
LGA46860,5,129,134,8,330,338,0,24,24,0,34,34,8,388,396,0,12,12,13,529,542
LGA46970,8,77,85,20,1080,1100,0,32,32,0,71,71,20,1183,1203,0,30,30,28,1290,1318
LGA47140,300,10538,10838,603,30359,30962,31,1565,1596,77,2170,2247,711,34094,34805,64,1659,1723,1075,46291,47366
LGA47290,3,239,242,11,494,505,0,29,29,0,33,33,11,556,567,0,21,21,14,816,830
LGA47490,0,203,203,6,459,465,0,32,32,0,31,31,6,522,528,3,21,24,9,746,755
LGA47630,6,644,650,9,1528,1537,0,112,112,4,99,103,13,1739,1752,3,64,67,22,2447,2469
LGA47700,80,6104,6184,253,26238,26491,19,1148,1167,25,1106,1131,297,28492,28789,18,974,992,395,35570,35965
LGA47800,59,592,651,39,1171,1210,3,78,81,7,87,94,49,1336,1385,10,71,81,118,1999,2117
LGA47910,6,338,344,3,572,575,0,53,53,0,36,36,3,661,664,0,41,41,9,1040,1049
LGA47980,13,2473,2486,60,10585,10645,0,447,447,7,635,642,67,11667,11734,3,411,414,83,14551,14634
LGA48050,24,1598,1622,26,3468,3494,3,259,262,4,199,203,33,3926,3959,5,157,162,62,5681,5743
LGA48130,14,737,751,23,1499,1522,5,105,110,3,97,100,31,1701,1732,3,81,84,48,2519,2567
LGA48260,6,500,506,7,1955,1962,0,80,80,0,92,92,7,2127,2134,0,100,100,13,2727,2740
LGA48340,38,1392,1430,54,2592,2646,0,190,190,8,177,185,62,2959,3021,4,146,150,104,4497,4601
LGA48410,62,5720,5782,157,14502,14659,6,706,712,22,1030,1052,185,16238,16423,21,790,811,268,22748,23016
LGA48540,177,2511,2688,141,5078,5219,7,219,226,34,379,413,182,5676,5858,27,363,390,386,8550,8936
LGA48640,5,143,148,3,269,272,0,29,29,0,19,19,3,317,320,0,16,16,8,476,484
LGA48750,8,484,492,11,1133,1144,0,104,104,3,63,66,14,1300,1314,3,58,61,25,1842,1867
LGA48830,66,1524,1590,37,2486,2523,3,209,212,8,149,157,48,2844,2892,8,127,135,122,4495,4617
LGA49399,95,264,359,74,648,722,8,47,55,8,70,78,90,765,855,36,59,95,221,1088,1309
LGA49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,156,2866,3022,181,7841,8022,9,486,495,23,499,522,213,8826,9039,27,438,465,396,12130,12526
LGA50210,204,3934,4138,337,15047,15384,20,656,676,45,993,1038,402,16696,17098,41,690,731,647,21320,21967
LGA50250,104,114,218,114,1402,1516,8,54,62,15,56,71,137,1512,1649,12,57,69,253,1683,1936
LGA50280,7,751,758,37,2878,2915,0,170,170,5,227,232,42,3275,3317,5,130,135,54,4156,4210
LGA50350,55,1174,1229,85,3815,3900,4,171,175,4,189,193,93,4175,4268,12,205,217,160,5554,5714
LGA50420,94,4834,4928,194,16590,16784,18,707,725,24,1044,1068,236,18341,18577,26,813,839,356,23988,24344
LGA50490,151,2984,3135,175,8645,8820,16,446,462,33,656,689,224,9747,9971,31,556,587,406,13287,13693
LGA50560,17,197,214,9,364,373,0,24,24,0,22,22,9,410,419,0,22,22,26,629,655
LGA50630,11,106,117,10,384,394,0,19,19,0,28,28,10,431,441,3,19,22,24,556,580
LGA50770,4,152,156,9,391,400,0,29,29,0,17,17,9,437,446,0,13,13,13,602,615
LGA50840,8,377,385,17,1116,1133,0,91,91,4,53,57,21,1260,1281,0,58,58,29,1695,1724
LGA50910,19,90,109,3,182,185,3,11,14,0,11,11,6,204,210,0,19,19,25,313,338
LGA50980,581,467,1048,391,2450,2841,18,93,111,113,232,345,522,2775,3297,92,148,240,1195,3390,4585
LGA51080,28,71,99,6,230,236,3,26,29,0,16,16,9,272,281,9,8,17,46,351,397
LGA51120,3,112,115,8,227,235,0,15,15,3,11,14,11,253,264,0,12,12,14,377,391
LGA51190,126,2951,3077,167,7420,7587,10,457,467,35,677,712,212,8554,8766,30,457,487,368,11962,12330
LGA51260,57,2187,2244,123,7381,7504,4,366,370,21,515,536,148,8262,8410,8,335,343,213,10784,10997
LGA51310,9,1057,1066,16,7132,7148,0,241,241,3,271,274,19,7644,7663,3,237,240,31,8938,8969
LGA51330,110,4533,4643,209,22286,22495,4,894,898,21,1002,1023,234,24182,24416,25,994,1019,369,29709,30078
LGA51400,28,565,593,76,3463,3539,3,176,179,4,204,208,83,3843,3926,9,124,133,120,4532,4652
LGA51470,5,49,54,3,138,141,0,11,11,0,7,7,3,156,159,0,8,8,8,213,221
LGA51540,165,388,553,100,988,1088,6,65,71,20,74,94,126,1127,1253,43,100,143,334,1615,1949
LGA51610,7,81,88,7,270,277,3,26,29,0,15,15,10,311,321,0,11,11,17,403,420
LGA51680,3,218,221,14,1137,1151,0,45,45,0,45,45,14,1227,1241,0,44,44,17,1489,1506
LGA51750,0,445,445,5,2809,2814,0,102,102,0,124,124,5,3035,3040,0,115,115,5,3595,3600
LGA51820,191,5047,5238,307,23056,23363,17,869,886,44,1244,1288,368,25169,25537,53,1013,1066,612,31229,31841
LGA51890,41,880,921,46,1942,1988,3,99,102,7,130,137,56,2171,2227,5,124,129,102,3175,3277
LGA51960,52,217,269,35,777,812,4,34,38,15,54,69,54,865,919,9,48,57,115,1130,1245
LGA52030,11,104,115,6,240,246,0,22,22,3,30,33,9,292,301,0,7,7,20,403,423
LGA52100,5,112,117,7,262,269,0,19,19,0,19,19,7,300,307,3,14,17,15,426,441
LGA52170,0,282,282,4,2197,2201,0,82,82,0,133,133,4,2412,2416,3,77,80,7,2771,2778
LGA52240,7,125,132,4,232,236,0,18,18,0,16,16,4,266,270,0,10,10,11,401,412
LGA52310,5,76,81,3,219,222,0,17,17,0,8,8,3,244,247,0,8,8,8,328,336
LGA52380,12,22,34,3,49,52,0,6,6,0,0,0,3,55,58,4,6,10,19,83,102
LGA52450,7,119,126,9,295,304,0,15,15,0,24,24,9,334,343,0,13,13,16,466,482
LGA52520,10,98,108,8,306,314,3,18,21,0,19,19,11,343,354,0,12,12,21,453,474
LGA52590,20,266,286,12,697,709,3,50,53,0,49,49,15,796,811,3,38,41,38,1100,1138
LGA52660,25,622,647,60,3074,3134,3,143,146,10,192,202,73,3409,3482,3,157,160,101,4188,4289
LGA52730,9,407,416,10,1383,1393,0,96,96,3,85,88,13,1564,1577,3,45,48,25,2016,2041
LGA52800,600,153,753,158,501,659,14,35,49,52,42,94,224,578,802,34,70,104,858,801,1659
LGA52870,12,414,426,28,1285,1313,5,86,91,0,76,76,33,1447,1480,0,62,62,45,1923,1968
LGA52940,0,83,83,5,165,170,0,10,10,0,6,6,5,181,186,0,14,14,5,278,283
LGA53010,4,63,67,3,170,173,0,7,7,0,6,6,3,183,186,0,5,5,7,251,258
LGA53080,19,94,113,10,170,180,0,16,16,7,18,25,17,204,221,6,17,23,42,315,357
LGA53150,3,365,368,12,1987,1999,3,58,61,3,83,86,18,2128,2146,3,93,96,24,2586,2610
LGA53220,199,114,313,116,1065,1181,9,42,51,14,70,84,139,1177,1316,22,41,63,360,1332,1692
LGA53290,67,1048,1115,95,2938,3033,4,171,175,14,217,231,113,3326,3439,10,167,177,190,4541,4731
LGA53360,4,132,136,8,602,610,3,28,31,3,56,59,14,686,700,0,38,38,18,856,874
LGA53430,64,2218,2282,81,7431,7512,4,299,303,19,515,534,104,8245,8349,19,373,392,187,10836,11023
LGA53520,408,2606,3014,445,7901,8346,31,506,537,58,568,626,534,8975,9509,95,432,527,1037,12013,13050
LGA53570,5,372,377,26,1090,1116,3,76,79,4,75,79,33,1241,1274,0,49,49,38,1662,1700
LGA53640,23,91,114,5,286,291,0,24,24,4,23,27,9,333,342,4,15,19,36,439,475
LGA53710,15,96,111,6,229,235,3,24,27,0,10,10,9,263,272,0,10,10,24,369,393
LGA53780,273,6130,6403,481,25206,25687,27,1172,1199,53,1464,1517,561,27842,28403,57,1238,1295,891,35210,36101
LGA53920,344,44,388,59,159,218,11,4,15,69,23,92,139,186,325,16,0,16,499,230,729
LGA53990,42,1375,1417,106,5479,5585,7,298,305,14,313,327,127,6090,6217,11,284,295,180,7749,7929
LGA54060,19,290,309,20,850,870,0,63,63,4,39,43,24,952,976,3,35,38,46,1277,1323
LGA54130,5,69,74,0,264,264,0,9,9,0,19,19,0,292,292,0,21,21,5,382,387
LGA54170,49,5618,5667,299,42377,42676,14,1541,1555,25,1593,1618,338,45511,45849,18,1465,1483,405,52594,52999
LGA54200,67,2760,2827,231,14166,14397,10,608,618,19,471,490,260,15245,15505,15,526,541,342,18531,18873
LGA54280,269,1522,1791,290,6644,6934,20,244,264,48,444,492,358,7332,7690,53,339,392,680,9193,9873
LGA54340,78,402,480,32,826,858,0,53,53,7,48,55,39,927,966,13,53,66,130,1382,1512
LGA54410,22,126,148,6,231,237,0,21,21,0,11,11,6,263,269,3,18,21,31,407,438
LGA54480,0,37,37,0,148,148,0,8,8,0,9,9,0,165,165,0,0,0,0,202,202
LGA54550,8,202,210,19,433,452,0,29,29,6,31,37,25,493,518,6,16,22,39,711,750
LGA54620,15,66,81,3,215,218,0,13,13,3,10,13,6,238,244,0,13,13,21,317,338
LGA54690,0,48,48,4,113,117,0,5,5,0,3,3,4,121,125,0,3,3,4,172,176
LGA54760,6,81,87,4,200,204,0,9,9,0,13,13,4,222,226,3,9,12,13,312,325
LGA54830,101,1880,1981,190,6551,6741,11,301,312,35,525,560,236,7377,7613,12,380,392,349,9637,9986
LGA54900,3,105,108,4,366,370,0,11,11,0,34,34,4,411,415,3,14,17,10,530,540
LGA54970,70,33,103,17,56,73,3,6,9,0,8,8,20,70,90,0,15,15,90,118,208
LGA55040,23,50,73,20,235,255,0,6,6,3,23,26,23,264,287,8,19,27,54,333,387
LGA55110,131,5403,5534,308,17391,17699,18,1053,1071,55,1141,1196,381,19585,19966,33,925,958,545,25913,26458
LGA55180,29,983,1012,49,2022,2071,3,159,162,7,119,126,59,2300,2359,3,106,109,91,3389,3480
LGA55250,89,40,129,11,113,124,3,13,16,0,10,10,14,136,150,13,7,20,116,183,299
LGA55320,67,5279,5346,142,27022,27164,4,1035,1039,18,1003,1021,164,29060,29224,18,990,1008,249,35329,35578
LGA55390,32,7,39,7,24,31,0,3,3,0,3,3,7,30,37,0,3,3,39,40,79
LGA55460,23,300,323,24,715,739,0,36,36,7,61,68,31,812,843,11,38,49,65,1150,1215
LGA55530,7,35,42,0,118,118,3,4,7,0,9,9,3,131,134,0,8,8,10,174,184
LGA55600,57,206,263,25,511,536,0,19,19,4,39,43,29,569,598,13,23,36,99,798,897
LGA55670,21,61,82,3,174,177,0,13,13,3,12,15,6,199,205,3,9,12,30,269,299
LGA55740,12,482,494,20,2476,2496,0,85,85,3,162,165,23,2723,2746,8,109,117,43,3314,3357
