region_id,PreSch_Indig_M,PreSch_Indig_F,PreSch_Indig_P,PreSch_NonInd_M,PreSch_NonInd_F,PreSch_NonInd_P,PreSch_Indig_st_nsM,PreSch_Indig_st_nsF,PreSch_Indig_st_nsP,PreSch_TotM,PreSch_TotF,PreSch_TotP,InfPrim_Indig_M,InfPrim_Indig_F,InfPrim_Indig_P,InfPrim_NonInd_M,InfPrim_NonInd_F,InfPrim_NonInd_P,InfPrim_Indig_st_nsM,InfPrim_Indig_st_nsF,InfPrim_Indig_st_nsP,InfPrim_TotM,InfPrim_TotF,InfPrim_TotP,Sec_Indig_M,Sec_Indig_F,Sec_Indig_P,Sec_NonInd_M,Sec_NonInd_F,Sec_NonInd_P,Sec_Indig_st_nsM,Sec_Indig_st_nsF,Sec_Indig_st_nsP,Sec_TotM,Sec_TotF,Sec_TotP,TFEI_FT_St_15_24_In_M,TFEI_FT_St_15_24_Id_F,TFEI_FT_St_15_24_Id_P,TFEI_FT_St_15_24_No_Id_M,TFEI_FT_St_15_24_No_Id_F,TFEI_FT_St_15_24_No_I_P,TFEI_FT_St_15_24_I_s_n_s_M,TFEI_FT_St_15_24_I_s_n_s_F,TFEI_FT_St_15_24_I_s_n_s_P,TFEI_FT_St_15_24_TotM,TFEI_FT_St_15_24_TotF,TFEI_FT_St_15_24_TotP,TFEI_FT_St_25over_Id_M,TFEI_FT_St_25over_Id_F,TFEI_FT_St_25over_Id_P,TFEI_FT_St_25ov_Non_Id_M,TFEI_FT_St_25ov_Non_Id_F,TFEI_FT_St_25ov_Non_Id_P,TFEI_FT_St_25ov_I_s_n_st_M,TFEI_FT_St_25ov_I_s_n_st_F,TFEI_FT_St_25ov_I_s_n_st_P,TFEI_FT_St_25ov_TotM,TFEI_FT_St_25ov_TotF,TFEI_FT_St_25ov_TotP,TFEI_PT_St_15_24_Id_M,TFEI_PT_St_15_24_Id_F,TFEI_PT_St_15_24_Id_P,TFEI_PT_St_15_24_Non_Id_M,TFEI_PT_St_15_24_No_Id_F,TFEI_PT_St_15_24_No_Id_P,TFEI_PT_St_15_24_I_s_n_s_M,TFEI_PT_St_15_24_I_s_n_s_F,TFEI_PT_St_15_24_I_s_n_s_P,TFEI_PT_St_15_24_TotM,TFEI_PT_St_15_24_TotF,TFEI_PT_St_15_24_TotP,TFEI_PT_St_25ov_Id_M,TFEI_PT_St_25ov_Id_F,TFEI_PT_St_25ov_Id_P,TFEI_PT_St_25ov_Non_Id_M,TFEI_PT_St_25ov_Non_Id_F,TFEI_PT_St_25ov_Non_Id_P,TFEI_PT_St_25ov_I_s_n_s_M,TFEI_PT_St_25ov_I_s_n_s_F,TFEI_PT_St_25ov_Id_s_n_s_P,TFEI_PT_St_25ov_TotM,TFEI_PT_St_25ov_TotF,TFEI_PT_St_25ov_TotP,TFEI_FT_PT_s_s_nt_st_Id_M,TFEI_FT_PT_s_s_nt_st_Id_F,TFEI_FT_PT_s_s_nt_st_Id_P,TFEI_FT_PT_s_s_nt_s_N_I_M,TFEI_FT_PT_s_s_n_st_N_I_F,TFEI_FT_PT_s_s_n_s_No_Id_P,TFEI_F_P_s_s_n_s_I_s_n_s_M,TFEI_F_P_s_s_n_s_I_s_n_s_F,TFEI_F_P_s_s_n_s_I_s_n_s_P,TFEI_FT_PT_s_s_nt_st_To_M,TFEI_FT_PT_s_s_nt_st_To_F,TFEI_FT_PT_s_s_nt_st_To_P,TFEI_Tot_Indig_M,TFEI_Tot_Indig_F,TFEI_Tot_Indig_P,TFEI_Tot_NonInd_M,TFEI_Tot_NonInd_F,TFEI_Tot_NonInd_P,TFEI_Tot_IndSt_nsM,TFEI_Tot_IndSt_nsF,TFEI_Tot_IndSt_nsP,TFEI_Tot_TotM,TFEI_Tot_TotF,TFEI_Tot_TotP,UT_FT_S_15_24_Ind_M,UT_FT_S_15_24_Ind_F,UT_FT_S_15_24_Ind_P,UT_FT_S_15_24_NonInd_M,UT_FT_S_15_24_NonInd_F,UT_FT_S_15_24_NonInd_P,UT_FT_S_15_24_In_st_nsM,UT_FT_S_15_24_In_st_nsF,UT_FT_S_15_24_In_st_nsP,UT_FT_S_15_24_TotM,UT_FT_S_15_24_TotF,UT_FT_S_15_24_TotP,UT_FT_S_25_over_Ind_M,UT_FT_S_25_over_Ind_F,UT_FT_S_25_over_Ind_P,UT_FT_S_25ov_NonInd_M,UT_FT_S_25ov_NonInd_F,UT_FT_S_25ov_NonInd_P,UT_FT_S_25ov_IndSt_nsM,UT_FT_S_25ov_IndSt_nsF,UT_FT_S_25ov_IndSt_nsP,UT_FT_S_25ov_TotM,UT_FT_S_25ov_TotF,UT_FT_S_25ov_TotP,UT_PT_S_15_24_Ind_M,UT_PT_S_15_24_Ind_F,UT_PT_S_15_24_Ind_P,UT_PT_S_15_24_No_Ind_M,UT_PT_S_15_24_NonInd_F,UT_PT_S_15_24_NonInd_P,UT_PT_S_15_24_In_st_nsM,UT_PT_S_15_24_In_st_nsF,UT_PT_S_15_24_In_st_nsP,UT_PT_S_15_24_TotM,UT_PT_S_15_24_TotF,UT_PT_S_15_24_TotP,UT_PT_S_25over_In_M,UT_PT_S_25over_In_F,UT_PT_S_25over_In_P,UT_PT_S_25over_Non_In_M,UT_PT_S_25over_Non_In_F,UT_PT_S_25over_Non_In_P,UT_PT_S_25ov_In_s_nsM,UT_PT_S_25ov_In_s_nsF,UT_PT_S_25ov_In_s_nsP,UT_PT_S_25over_TotM,UT_PT_S_25over_TotF,UT_PT_S_25over_TotP,UT_FT_PT_stud_st_ns_Ind_M,UT_FT_PT_stud_st_ns_Ind_F,UT_FT_PT_stud_st_ns_Ind_P,UT_FT_PT_stu_st_ns_NonInd_M,UT_FT_PT_stu_st_ns_NonInd_F,UT_FT_PT_stu_st_ns_NonInd_P,UT_FT_PT_st_st_ns_In_st_nsM,UT_FT_PT_st_st_ns_In_st_nsF,UT_FT_PT_st_st_ns_In_st_nsP,UT_FT_PT_stu_st_ns_TotM,UT_FT_PT_stu_st_ns_TotF,UT_FT_PT_stu_st_ns_TotP,UT_Tot_Indig_M,UT_Tot_Indig_F,UT_Tot_Indig_P,UT_Tot_NonInd_M,UT_Tot_NonInd_F,UT_Tot_NonInd_P,UT_Tot_IndigStat_nsM,UT_Tot_IndigStat_nsF,UT_Tot_IndigStat_nsP,UT_Tot_TotM,UT_Tot_TotF,UT_Tot_TotP,OEI_Ind_M,OEI_Ind_F,OEI_Ind_P,OEI_NonInd_M,OEI_NonInd_F,OEI_NonInd_P,OEI_IndSt_nsM,OEI_IndSt_nsF,OEI_IndSt_nsP,OEI_TotM,OEI_TotF,OEI_TotP,T_EI_ns_Ind_M,T_EI_ns_Ind_F,T_EI_ns_Ind_P,T_EI_ns_NonInd_M,T_EI_ns_NonInd_F,T_EI_ns_NonInd_P,T_EI_ns_IndSt_nsM,T_EI_ns_IndSt_nsF
LGA10050,21,11,32,412,386,798,7,7,14,440,404,844,96,77,173,1794,1816,3610,30,29,59,1920,1922,3842,48,43,91,1553,1587,3140,21,16,37,1622,1646,3268,5,8,13,117,135,252,0,0,0,122,143,265,0,6,6,80,108,188,0,0,0,80,114,194,5,7,12,257,181,438,3,0,3,265,188,453,3,8,11,282,442,724,3,3,6,288,453,741,0,0,0,9,12,21,0,0,0,9,12,21,13,29,42,745,878,1623,6,3,9,764,910,1674,0,4,4,248,657,905,0,3,3,248,664,912,3,7,10,88,147,235,0,0,0,91,154,245,0,0,0,46,74,120,0,0,0,46,74,120,0,6,6,145,295,440,0,0,0,145,301,446,0,0,0,3,8,11,0,0,0,3,8,11,3,17,20,530,1181,1711,0,3,3,533,1201,1734,4,3,7,100,146,246,3,3,6,107,152,259,61,60,121,651,781,1432,841,715
LGA10110,33,31,64,192,174,366,5,4,9,230,209,439,106,99,205,896,835,1731,20,10,30,1022,944,1966,64,93,157,851,820,1671,15,8,23,930,921,1851,3,13,16,53,56,109,0,0,0,56,69,125,5,11,16,37,51,88,0,0,0,42,62,104,5,3,8,89,67,156,3,0,3,97,70,167,7,14,21,100,149,249,0,0,0,107,163,270,0,0,0,5,7,12,0,0,0,5,7,12,20,41,61,284,330,614,3,0,3,307,371,678,12,40,52,685,990,1675,3,6,9,700,1036,1736,3,5,8,261,224,485,0,0,0,264,229,493,3,0,3,59,63,122,0,0,0,62,63,125,6,9,15,169,261,430,0,3,3,175,273,448,0,0,0,7,7,14,0,0,0,7,7,14,24,54,78,1181,1545,2726,3,9,12,1208,1608,2816,3,4,7,34,60,94,0,0,0,37,64,101,57,57,114,260,308,568,501,576
LGA10150,3,3,6,275,244,519,3,4,7,281,251,532,12,12,24,1238,1148,2386,20,13,33,1270,1173,2443,10,9,19,1006,962,1968,15,7,22,1031,978,2009,0,0,0,93,96,189,0,0,0,93,96,189,0,0,0,93,150,243,3,4,7,96,154,250,4,0,4,83,56,139,0,0,0,87,56,143,3,6,9,167,236,403,3,3,6,173,245,418,0,0,0,3,3,6,0,0,0,3,3,6,7,6,13,439,541,980,6,7,13,452,554,1006,7,3,10,770,820,1590,8,9,17,785,832,1617,3,5,8,347,333,680,0,4,4,350,342,692,0,0,0,72,80,152,0,0,0,72,80,152,0,3,3,289,433,722,3,3,6,292,439,731,0,0,0,11,14,25,0,0,0,11,14,25,10,11,21,1489,1680,3169,11,16,27,1510,1707,3217,0,0,0,223,301,524,7,3,10,230,304,534,5,3,8,485,524,1009,1075,963
LGA10200,0,3,3,478,462,940,16,13,29,494,478,972,17,13,30,2554,2365,4919,57,70,127,2628,2448,5076,10,12,22,2321,2223,4544,49,43,92,2380,2278,4658,3,0,3,370,294,664,8,7,15,381,301,682,0,3,3,257,309,566,3,6,9,260,318,578,0,0,0,199,106,305,9,0,9,208,106,314,3,0,3,360,434,794,3,10,13,366,444,810,0,0,0,25,19,44,4,0,4,29,19,48,6,3,9,1211,1162,2373,27,23,50,1244,1188,2432,0,3,3,1138,1219,2357,16,12,28,1154,1234,2388,0,3,3,597,445,1042,10,0,10,607,448,1055,0,0,0,144,125,269,0,3,3,144,128,272,0,3,3,327,326,653,0,3,3,327,332,659,0,0,0,22,11,33,3,0,3,25,11,36,0,9,9,2228,2126,4354,29,18,47,2257,2153,4410,0,3,3,625,647,1272,14,8,22,639,658,1297,155,60,215,2546,1475,4021,2166,1629
LGA10250,16,17,33,334,300,634,3,6,9,353,323,676,73,94,167,1491,1425,2916,13,21,34,1577,1540,3117,66,75,141,1269,1250,2519,15,16,31,1350,1341,2691,3,6,9,29,37,66,0,0,0,32,43,75,3,6,9,34,78,112,0,0,0,37,84,121,3,3,6,124,73,197,0,5,5,127,81,208,3,12,15,168,297,465,0,3,3,171,312,483,5,3,8,5,3,8,0,0,0,10,6,16,17,30,47,360,488,848,0,8,8,377,526,903,5,6,11,127,200,327,0,3,3,132,209,341,0,8,8,96,122,218,0,0,0,96,130,226,0,0,0,15,40,55,3,0,3,18,40,58,4,3,7,116,256,372,0,0,0,120,259,379,0,0,0,0,0,0,0,0,0,0,0,0,9,17,26,354,618,972,3,3,6,366,638,1004,3,0,3,61,123,184,3,3,6,67,126,193,47,55,102,504,614,1118,558,488
LGA10300,0,5,5,28,20,48,0,0,0,28,25,53,9,6,15,87,78,165,3,3,6,99,87,186,0,7,7,75,49,124,0,0,0,75,56,131,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,3,3,0,0,0,0,3,3,3,0,3,5,5,10,0,0,0,8,5,13,0,0,0,0,15,15,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,23,32,0,0,0,12,23,35,0,0,0,8,4,12,0,0,0,8,4,12,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,13,21,0,0,0,8,17,25,0,0,0,0,14,14,0,0,0,0,14,14,9,10,19,42,48,90,87,47
LGA10350,28,13,41,1615,1475,3090,43,27,70,1686,1515,3201,85,92,177,7767,7337,15104,182,135,317,8034,7564,15598,85,84,169,6367,6216,12583,117,117,234,6569,6417,12986,0,11,11,574,508,1082,5,8,13,579,527,1106,5,3,8,280,565,845,4,3,7,289,571,860,9,4,13,810,318,1128,13,4,17,832,326,1158,5,9,14,617,895,1512,5,9,14,627,913,1540,0,0,0,37,22,59,7,5,12,44,27,71,19,27,46,2318,2308,4626,34,29,63,2371,2364,4735,3,11,14,2052,2532,4584,20,26,46,2075,2569,4644,3,5,8,424,538,962,8,0,8,435,543,978,0,4,4,263,299,562,3,0,3,266,303,569,8,0,8,500,644,1144,5,5,10,513,649,1162,0,3,3,30,38,68,3,3,6,33,44,77,14,23,37,3269,4051,7320,39,34,73,3322,4108,7430,5,6,11,519,824,1343,6,12,18,530,842,1372,45,37,82,3736,3604,7340,3863,3564
LGA10470,29,32,61,369,303,672,5,0,5,403,335,738,121,107,228,1594,1493,3087,24,14,38,1739,1614,3353,112,85,197,1353,1237,2590,28,14,42,1493,1336,2829,8,6,14,46,80,126,0,0,0,54,86,140,0,10,10,25,58,83,0,0,0,25,68,93,10,7,17,224,102,326,0,0,0,234,109,343,4,9,13,182,234,416,5,3,8,191,246,437,0,3,3,3,3,6,0,0,0,3,6,9,22,35,57,480,477,957,5,3,8,507,515,1022,11,21,32,544,791,1335,0,0,0,555,812,1367,0,8,8,66,110,176,0,0,0,66,118,184,0,5,5,49,85,134,0,0,0,49,90,139,4,3,7,152,301,453,0,0,0,156,304,460,0,0,0,3,5,8,0,3,3,3,8,11,15,37,52,814,1292,2106,0,3,3,829,1332,2161,3,5,8,47,100,147,4,3,7,54,108,162,199,67,266,1013,555,1568,735,691
LGA10550,11,13,24,243,226,469,0,3,3,254,242,496,84,78,162,1110,1087,2197,13,31,44,1207,1196,2403,62,59,121,1059,1044,2103,10,10,20,1131,1113,2244,6,3,9,35,46,81,0,0,0,41,49,90,0,3,3,11,28,39,0,0,0,11,31,42,6,6,12,129,72,201,3,0,3,138,78,216,0,4,4,99,233,332,4,0,4,103,237,340,5,0,5,7,0,7,0,0,0,12,0,12,17,16,33,281,379,660,7,0,7,305,395,700,0,6,6,34,59,93,0,0,0,34,65,99,0,3,3,24,60,84,0,0,0,24,63,87,0,0,0,6,11,17,0,0,0,6,11,17,0,4,4,56,170,226,0,0,0,56,174,230,0,0,0,3,3,6,0,0,0,3,3,6,0,13,13,123,303,426,0,0,0,123,316,439,5,0,5,38,84,122,0,4,4,43,88,131,40,52,92,425,530,955,498,482
LGA10600,8,10,18,117,105,222,6,0,6,131,115,246,38,26,64,515,499,1014,7,12,19,560,537,1097,27,25,52,446,464,910,5,6,11,478,495,973,3,3,6,15,17,32,0,0,0,18,20,38,0,0,0,17,34,51,0,0,0,17,34,51,3,3,6,48,29,77,0,0,0,51,32,83,3,0,3,66,113,179,0,0,0,69,113,182,0,0,0,3,0,3,0,0,0,3,0,3,9,6,15,149,193,342,0,0,0,158,199,357,0,0,0,18,32,50,0,0,0,18,32,50,0,3,3,20,42,62,0,0,0,20,45,65,0,3,3,0,10,10,0,0,0,0,13,13,0,3,3,33,97,130,0,0,0,33,100,133,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,71,181,252,0,0,0,71,190,261,0,0,0,12,42,54,0,0,0,12,42,54,6,8,14,182,197,379,138,99
LGA10650,4,4,8,60,63,123,0,0,0,64,67,131,11,14,25,288,275,563,4,0,4,303,289,592,13,13,26,247,244,491,3,4,7,263,261,524,0,0,0,6,8,14,0,0,0,6,8,14,0,0,0,0,12,12,0,0,0,0,12,12,3,3,6,33,15,48,3,0,3,39,18,57,0,0,0,20,64,84,0,0,0,20,64,84,0,0,0,5,0,5,0,0,0,5,0,5,3,3,6,64,99,163,3,0,3,70,102,172,0,0,0,8,27,35,0,0,0,8,27,35,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,3,4,7,0,0,0,3,4,7,0,0,0,11,25,36,0,3,3,11,28,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,64,86,0,3,3,22,67,89,0,0,0,14,9,23,0,0,0,14,9,23,7,7,14,177,195,372,127,128
LGA10750,149,134,283,2991,2632,5623,57,42,99,3197,2808,6005,679,586,1265,14051,13044,27095,264,230,494,14994,13860,28854,485,420,905,10773,10530,21303,190,168,358,11448,11118,22566,36,35,71,832,805,1637,16,11,27,884,851,1735,10,24,34,469,865,1334,4,16,20,483,905,1388,46,36,82,1214,640,1854,7,9,16,1267,685,1952,19,50,69,1268,1889,3157,17,17,34,1304,1956,3260,0,3,3,61,40,101,6,5,11,67,48,115,111,148,259,3844,4239,8083,50,58,108,4005,4445,8450,9,30,39,2521,3137,5658,26,40,66,2556,3207,5763,9,20,29,599,857,1456,5,6,11,613,883,1496,3,7,10,411,485,896,0,0,0,414,492,906,6,19,25,1109,1513,2622,4,10,14,1119,1542,2661,0,0,0,43,48,91,0,0,0,43,48,91,27,76,103,4683,6040,10723,35,56,91,4745,6172,10917,24,29,53,946,1378,2324,6,19,25,976,1426,2402,489,331,820,5429,5075,10504,4507,4042
LGA10800,7,7,14,61,57,118,3,0,3,71,64,135,25,21,46,251,275,526,0,4,4,276,300,576,11,13,24,165,178,343,0,0,0,176,191,367,0,6,6,3,9,12,0,0,0,3,15,18,0,0,0,0,10,10,0,0,0,0,10,10,4,0,4,27,16,43,0,0,0,31,16,47,0,0,0,23,43,66,0,0,0,23,43,66,0,0,0,4,0,4,0,0,0,4,0,4,4,6,10,57,78,135,0,0,0,61,84,145,0,0,0,0,26,26,0,0,0,0,26,26,0,0,0,0,9,9,0,0,0,0,9,9,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,15,21,36,0,0,0,15,21,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,61,76,0,0,0,15,61,76,0,3,3,4,14,18,0,0,0,4,17,21,4,8,12,87,93,180,59,40
LGA10850,4,0,4,72,70,142,0,0,0,76,70,146,21,18,39,297,320,617,0,9,9,318,347,665,16,16,32,233,221,454,0,4,4,249,241,490,0,0,0,6,8,14,0,0,0,6,8,14,0,0,0,3,8,11,0,0,0,3,8,11,0,0,0,27,15,42,0,0,0,27,15,42,0,3,3,21,50,71,0,0,0,21,53,74,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,57,81,138,0,0,0,57,84,141,0,0,0,14,25,39,0,0,0,14,25,39,0,0,0,4,5,9,0,0,0,4,5,9,0,0,0,5,13,18,0,0,0,5,13,18,0,0,0,19,58,77,0,0,0,19,58,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,101,143,0,0,0,42,101,143,0,0,0,4,22,26,0,0,0,4,22,26,6,12,18,106,116,222,134,108
LGA10900,19,24,43,751,683,1434,9,7,16,779,714,1493,111,74,185,3147,2990,6137,33,38,71,3291,3102,6393,97,80,177,2548,2517,5065,30,31,61,2675,2628,5303,3,8,11,159,182,341,0,3,3,162,193,355,6,7,13,94,169,263,0,0,0,100,176,276,13,8,21,386,167,553,5,4,9,404,179,583,15,14,29,337,558,895,4,3,7,356,575,931,0,0,0,7,6,13,0,0,0,7,6,13,37,37,74,983,1082,2065,9,10,19,1029,1129,2158,5,13,18,531,665,1196,5,3,8,541,681,1222,0,9,9,192,296,488,0,0,0,192,305,497,3,3,6,71,85,156,0,3,3,74,91,165,7,10,17,417,767,1184,3,3,6,427,780,1207,0,0,0,9,10,19,0,3,3,9,13,22,15,35,50,1220,1823,3043,8,12,20,1243,1870,3113,4,6,10,191,325,516,0,0,0,195,331,526,24,17,41,718,846,1564,1565,1429
LGA10950,8,5,13,25,25,50,0,0,0,33,30,63,35,37,72,119,93,212,3,0,3,157,130,287,18,22,40,76,58,134,0,0,0,94,80,174,0,3,3,3,3,6,0,0,0,3,6,9,0,3,3,3,0,3,0,0,0,3,3,6,4,0,4,12,4,16,0,0,0,16,4,20,3,3,6,5,10,15,0,0,0,8,13,21,0,0,0,0,3,3,0,0,0,0,3,3,7,9,16,23,20,43,0,0,0,30,29,59,0,0,0,0,12,12,0,0,0,0,12,12,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,6,6,12,0,0,0,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,30,0,0,0,6,24,30,0,0,0,0,8,8,4,0,4,4,8,12,12,14,26,49,45,94,76,75
LGA11000,4,0,4,24,23,47,0,0,0,28,23,51,3,3,6,78,97,175,0,3,3,81,103,184,5,0,5,84,64,148,0,0,0,89,64,153,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,5,6,11,0,0,0,5,6,11,0,0,0,11,25,36,0,0,0,11,25,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,35,54,0,0,0,19,35,54,0,0,0,0,6,6,0,0,0,0,6,6,0,3,3,5,0,5,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,22,0,0,0,8,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,20,33,0,0,0,13,23,36,0,0,0,0,10,10,0,0,0,0,10,10,0,6,6,33,39,72,28,16
LGA11050,0,0,0,13,16,29,0,0,0,13,16,29,3,4,7,103,89,192,4,6,10,110,99,209,5,5,10,91,83,174,0,0,0,96,88,184,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,6,3,9,0,0,0,6,3,9,3,0,3,4,14,18,0,0,0,7,14,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,21,35,0,0,0,17,21,38,0,0,0,3,13,16,0,0,0,3,13,16,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,6,7,13,0,0,0,6,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,35,0,0,0,12,23,35,0,0,0,3,3,6,0,0,0,3,3,6,3,3,6,32,42,74,27,27
LGA11100,10,7,17,313,249,562,3,5,8,326,261,587,45,42,87,1436,1263,2699,19,23,42,1500,1328,2828,20,29,49,1026,1056,2082,15,15,30,1061,1100,2161,0,3,3,103,70,173,3,3,6,106,76,182,3,0,3,74,96,170,3,0,3,80,96,176,10,0,10,128,70,198,0,3,3,138,73,211,3,5,8,135,210,345,3,0,3,141,215,356,0,0,0,8,7,15,0,0,0,8,7,15,16,8,24,448,453,901,9,6,15,473,467,940,8,8,16,515,586,1101,5,4,9,528,598,1126,0,0,0,229,196,425,0,5,5,229,201,430,0,0,0,43,46,89,3,0,3,46,46,92,3,3,6,176,203,379,0,0,0,179,206,385,0,0,0,6,9,15,0,0,0,6,9,15,11,11,22,969,1040,2009,8,9,17,988,1060,2048,0,0,0,156,196,352,0,0,0,156,196,352,24,22,46,586,607,1193,929,876
LGA11150,13,14,27,15,15,30,0,0,0,28,29,57,69,54,123,63,54,117,3,8,11,135,116,251,22,22,44,30,30,60,3,0,3,55,52,107,0,3,3,4,0,4,0,0,0,4,3,7,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,4,3,7,0,0,0,4,3,7,4,5,9,4,18,22,0,0,0,8,23,31,0,3,3,0,0,0,0,0,0,0,3,3,4,14,18,12,21,33,0,0,0,16,35,51,3,0,3,3,5,8,0,0,0,6,5,11,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,16,19,0,0,0,3,19,22,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,6,21,27,0,0,0,9,27,36,4,3,7,3,3,6,0,0,0,7,6,13,43,66,109,34,33,67,177,134
LGA11200,18,19,37,3,3,6,0,3,3,21,25,46,60,81,141,20,16,36,0,0,0,80,97,177,39,40,79,12,15,27,0,0,0,51,55,106,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,6,6,0,7,7,3,0,3,3,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,12,12,3,0,3,3,21,24,3,0,3,0,3,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,5,8,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,11,14,0,0,0,6,11,17,5,3,8,0,0,0,0,0,0,5,3,8,18,26,44,8,0,8,38,34
LGA11250,13,22,35,121,134,255,4,0,4,138,156,294,108,81,189,578,526,1104,17,9,26,703,616,1319,65,80,145,494,451,945,4,5,9,563,536,1099,3,4,7,23,25,48,0,0,0,26,29,55,3,8,11,24,42,66,0,0,0,27,50,77,12,8,20,68,79,147,3,0,3,83,87,170,7,13,20,97,134,231,3,0,3,107,147,254,0,0,0,4,3,7,0,0,0,4,3,7,25,33,58,216,283,499,6,0,6,247,316,563,3,3,6,6,35,41,0,0,0,9,38,47,0,5,5,3,25,28,0,0,0,3,30,33,0,4,4,12,12,24,0,0,0,12,16,28,3,5,8,35,83,118,0,0,0,38,88,126,0,0,0,0,0,0,0,0,0,0,0,0,6,17,23,56,155,211,0,0,0,62,172,234,5,7,12,25,57,82,0,0,0,30,64,94,110,77,187,376,407,783,414,447
LGA11300,0,0,0,232,187,419,4,5,9,236,192,428,3,6,9,965,886,1851,11,14,25,979,906,1885,3,5,8,898,1050,1948,17,23,40,918,1078,1996,0,0,0,118,96,214,4,0,4,122,96,218,0,0,0,85,131,216,0,0,0,85,131,216,0,0,0,79,42,121,0,0,0,79,42,121,0,0,0,126,132,258,0,0,0,126,132,258,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,408,406,814,4,0,4,412,406,818,3,0,3,837,967,1804,4,11,15,844,978,1822,3,3,6,378,341,719,6,0,6,387,344,731,3,0,3,77,72,149,0,0,0,80,72,152,0,0,0,168,254,422,3,3,6,171,257,428,0,0,0,14,15,29,0,0,0,14,15,29,9,3,12,1474,1649,3123,13,14,27,1496,1666,3162,0,3,3,233,268,501,10,0,10,243,271,514,3,3,6,471,505,976,738,569
LGA11350,7,9,16,268,259,527,4,3,7,279,271,550,45,48,93,1163,1101,2264,25,10,35,1233,1159,2392,32,24,56,932,896,1828,20,19,39,984,939,1923,4,3,7,39,27,66,0,0,0,43,30,73,0,4,4,41,100,141,0,0,0,41,104,145,3,3,6,74,38,112,0,0,0,77,41,118,5,5,10,116,257,373,0,0,0,121,262,383,0,0,0,0,0,0,0,0,0,0,0,0,12,15,27,270,422,692,0,0,0,282,437,719,5,0,5,94,128,222,0,0,0,99,128,227,0,3,3,117,172,289,0,0,0,117,175,292,0,0,0,8,18,26,0,0,0,8,18,26,0,5,5,113,257,370,0,0,0,113,262,375,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,332,575,907,0,0,0,337,583,920,0,0,0,82,177,259,0,0,0,82,177,259,12,14,26,362,410,772,748,600
LGA11400,7,3,10,141,150,291,0,0,0,148,153,301,37,36,73,567,560,1127,7,11,18,611,607,1218,30,33,63,461,452,913,3,4,7,494,489,983,0,3,3,11,12,23,0,0,0,11,15,26,0,0,0,4,15,19,0,0,0,4,15,19,0,3,3,71,40,111,0,0,0,71,43,114,0,6,6,34,74,108,0,0,0,34,80,114,0,0,0,0,4,4,0,0,0,0,4,4,0,12,12,120,145,265,0,0,0,120,157,277,3,3,6,21,48,69,0,0,0,24,51,75,0,3,3,3,17,20,0,3,3,3,23,26,0,0,0,0,10,10,0,0,0,0,10,10,0,0,0,30,67,97,0,0,0,30,67,97,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,54,142,196,0,3,3,57,151,208,0,0,0,18,22,40,0,3,3,18,25,43,12,26,38,162,154,316,107,136
