region_id,C01_SH_0b_NPGH_2,C01_SH_0b_NPGH_3,C01_SH_0b_NPGH_4,C01_SH_0b_NPGH_5,C01_SH_0b_NPGH_6_mor,C01_SH_0bTotal,C01_SH_1b_NPGH_2,C01_SH_1b_NPGH_3,C01_SH_1b_NPGH_4,C01_SH_1b_NPGH_5,C01_SH_1b_NPGH_6_mor,C01_SH_1b_Tot,C01_SH_2b_NPGH_2,C01_SH_2b_NPGH_3,C01_SH_2b_NPGH_4,C01_SH_2b_NPGH_5,C01_SH_2b_NPGH_6_mor,C01_SH_2b_Tot,C01_SH_3b_NPGH_2,C01_SH_3b_NPGH_3,C01_SH_3b_NPGH_4,C01_SH_3b_NPGH_5,C01_SH_3b_NPGH_6_mor,C01_SH_3b_Tot,C01_SH_4mb_NPGH_2,C01_SH_4mb_NPGH_3,C01_SH_4mb_NPGH_4,C01_SH_4mb_NPGH_5,C01_SH_4mb_NPGH_6_mor,C01_SH_4mb_Tot,C01_SH_NB_NS_NPGH_2,C01_SH_NB_NS_NPGH_3,C01_SH_NB_NS_NPGH_4,C01_SH_NB_NS_NPGH_5,C01_SH_NB_NS_NPGH_6_mor,C01_SH_NB_NS_T,C01_SH_Tot_NPGH_2,C01_SH_Tot_NPGH_3,C01_SH_Tot_NPGH_4,C01_SH_Tot_NPGH_5,C01_SH_Tot_NPGH_6_mor,C01_SH_T_T,C01_SDRTHT_0b_NPGH_2,C01_SDRTHT_0b_NPGH_3,C01_SDRTHT_0b_NPGH_4,C01_SDRTHT_0b_NPGH_5,C01_SDRTHT_0b_NPGH_6_mor,C01_SDRTHT_0bTotal,C01_SDRTHT_1b_NPGH_2,C01_SDRTHT_1b_NPGH_3,C01_SDRTHT_1b_NPGH_4,C01_SDRTHT_1b_NPGH_5,C01_SDRTHT_1b_NPGH_6_mor,C01_SDRTHT_1b_Tot,C01_SDRTHT_2b_NPGH_2,C01_SDRTHT_2b_NPGH_3,C01_SDRTHT_2b_NPGH_4,C01_SDRTHT_2b_NPGH_5,C01_SDRTHT_2b_NPGH_6_mor,C01_SDRTHT_2b_Tot,C01_SDRTHT_3b_NPGH_2,C01_SDRTHT_3b_NPGH_3,C01_SDRTHT_3b_NPGH_4,C01_SDRTHT_3b_NPGH_5,C01_SDRTHT_3b_NPGH_6_mor,C01_SDRTHT_3b_Tot,C01_SDRTHT_4mb_NPGH_2,C01_SDRTHT_4mb_NPGH_3,C01_SDRTHT_4mb_NPGH_4,C01_SDRTHT_4mb_NPGH_5,C01_SDRTHT_4mb_NPGH_6_mor,C01_SDRTHT_4mb_Tot,C01_SDRTHT_NB_NS_NPGH_2,C01_SDRTHT_NB_NS_NPGH_3,C01_SDRTHT_NB_NS_NPGH_4,C01_SDRTHT_NB_NS_NPGH_5,C01_SDRTHT_NB_NS_NPGH_6_mor,C01_SDRTHT_NB_NS_T,C01_SDRTHT_Tot_NPGH_2,C01_SDRTHT_Tot_NPGH_3,C01_SDRTHT_Tot_NPGH_4,C01_SDRTHT_Tot_NPGH_5,C01_SDRTHT_Tot_NPGH_6_mor,C01_SDRTHT_T_T,C01_FUA_0b_NPGH_2,C01_FUA_0b_NPGH_3,C01_FUA_0b_NPGH_4,C01_FUA_0b_NPGH_5,C01_FUA_0b_NPGH_6_mor,C01_FUA_0bTotal,C01_FUA_1b_NPGH_2,C01_FUA_1b_NPGH_3,C01_FUA_1b_NPGH_4,C01_FUA_1b_NPGH_5,C01_FUA_1b_NPGH_6_mor,C01_FUA_1b_Tot,C01_FUA_2b_NPGH_2,C01_FUA_2b_NPGH_3,C01_FUA_2b_NPGH_4,C01_FUA_2b_NPGH_5,C01_FUA_2b_NPGH_6_mor,C01_FUA_2b_Tot,C01_FUA_3b_NPGH_2,C01_FUA_3b_NPGH_3,C01_FUA_3b_NPGH_4,C01_FUA_3b_NPGH_5,C01_FUA_3b_NPGH_6_mor,C01_FUA_3b_Tot,C01_FUA_4mb_NPGH_2,C01_FUA_4mb_NPGH_3,C01_FUA_4mb_NPGH_4,C01_FUA_4mb_NPGH_5,C01_FUA_4mb_NPGH_6_mor,C01_FUA_4mb_Tot,C01_FUA_NB_NS_NPGH_2,C01_FUA_NB_NS_NPGH_3,C01_FUA_NB_NS_NPGH_4,C01_FUA_NB_NS_NPGH_5,C01_FUA_NB_NS_NPGH_6_mor,C01_FUA_NB_NS_T,C01_FUA_Tot_NPGH_2,C01_FUA_Tot_NPGH_3,C01_FUA_Tot_NPGH_4,C01_FUA_Tot_NPGH_5,C01_FUA_Tot_NPGH_6_mor,C01_FUA_T_T,C01_OD_0b_NPGH_2,C01_OD_0b_NPGH_3,C01_OD_0b_NPGH_4,C01_OD_0b_NPGH_5,C01_OD_0b_NPGH_6_mor,C01_OD_0bTotal,C01_OD_1b_NPGH_2,C01_OD_1b_NPGH_3,C01_OD_1b_NPGH_4,C01_OD_1b_NPGH_5,C01_OD_1b_NPGH_6_mor,C01_OD_1b_Tot,C01_OD_2b_NPGH_2,C01_OD_2b_NPGH_3,C01_OD_2b_NPGH_4,C01_OD_2b_NPGH_5,C01_OD_2b_NPGH_6_mor,C01_OD_2b_Tot,C01_OD_3b_NPGH_2,C01_OD_3b_NPGH_3,C01_OD_3b_NPGH_4,C01_OD_3b_NPGH_5,C01_OD_3b_NPGH_6_mor,C01_OD_3b_Tot,C01_OD_4mb_NPGH_2,C01_OD_4mb_NPGH_3,C01_OD_4mb_NPGH_4,C01_OD_4mb_NPGH_5,C01_OD_4mb_NPGH_6_mor,C01_OD_4mb_Tot,C01_OD_NB_NS_NPGH_2,C01_OD_NB_NS_NPGH_3,C01_OD_NB_NS_NPGH_4,C01_OD_NB_NS_NPGH_5,C01_OD_NB_NS_NPGH_6_mor,C01_OD_NB_NS_T,C01_OD_Tot_NPGH_2,C01_OD_Tot_NPGH_3,C01_OD_Tot_NPGH_4,C01_OD_Tot_NPGH_5,C01_OD_Tot_NPGH_6_mor,C01_OD_T_T,C01_DS_NS_NPGH_2,C01_DS_NS_NPGH_3,C01_DS_NS_NPGH_4,C01_DS_NS_NPGH_5,C01_DS_NS_NPGH_6_mor,C01_DS_NS_T,C01_Tot_NPGH_2,C01_Tot_NPGH_3,C01_Tot_NPGH_4,C01_Tot_NPGH_5,C01_Tot_NPGH_6_mor,C01_T_T,C06_SH_0b_NPGH_2,C06_SH_0b_NPGH_3,C06_SH_0b_NPGH_4,C06_SH_0b_NPGH_5,C06_SH_0b_NPGH_6_mor,C06_SH_0bTotal,C06_SH_1b_NPGH_2,C06_SH_1b_NPGH_3,C06_SH_1b_NPGH_4,C06_SH_1b_NPGH_5,C06_SH_1b_NPGH_6_mor,C06_SH_1b_Tot,C06_SH_2b_NPGH_2,C06_SH_2b_NPGH_3,C06_SH_2b_NPGH_4,C06_SH_2b_NPGH_5,C06_SH_2b_NPGH_6_mor,C06_SH_2b_Tot,C06_SH_3b_NPGH_2,C06_SH_3b_NPGH_3
LGA16150,0,0,0,0,0,0,3,0,0,0,0,3,51,0,0,0,0,51,130,47,4,0,0,181,29,16,14,3,0,62,3,0,0,0,0,3,216,63,18,3,0,300,0,0,0,0,0,0,3,0,0,0,0,3,27,0,0,0,0,27,10,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,0,43,0,0,0,0,0,0,7,0,0,0,0,7,27,3,0,0,0,30,6,3,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,43,6,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,10,4,0,0,0,0,4,310,75,18,3,0,406,0,0,0,0,0,0,4,0,0,0,0,4,54,4,0,0,0,58,151,19
LGA16180,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,30,0,0,0,0,30,20,3,0,0,0,23,3,0,0,0,0,3,67,3,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,73,3,0,0,0,76,0,0,0,0,0,0,5,0,0,0,0,5,20,0,0,0,0,20,27,5
LGA16200,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,33,34,5,0,0,0,39,16,3,0,0,0,19,0,0,0,0,0,0,80,11,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,104,11,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,42,6
LGA16250,0,0,0,0,0,0,4,3,0,0,0,7,170,12,0,0,0,182,317,108,13,0,0,438,60,43,27,10,5,145,18,3,0,0,3,24,569,169,40,10,8,796,0,0,0,0,0,0,8,0,0,0,0,8,84,4,3,0,0,91,86,52,5,4,0,147,6,4,7,0,0,17,0,3,0,0,0,3,184,63,15,4,0,266,6,0,0,0,0,6,20,0,3,0,0,23,571,86,44,13,4,718,78,62,11,0,3,154,3,3,0,0,0,6,8,4,0,0,0,12,686,155,58,13,7,919,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,13,3,0,0,3,19,1458,390,113,27,18,2006,3,0,0,0,0,3,8,0,0,0,0,8,162,5,0,3,0,170,296,55
LGA16350,0,0,0,0,0,0,7,0,0,0,0,7,85,5,3,0,0,93,562,84,12,0,0,658,123,43,20,3,6,195,15,5,0,0,0,20,792,137,35,3,6,973,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,0,39,141,36,7,0,0,184,6,3,0,0,0,9,6,0,0,0,0,6,189,42,7,0,0,238,0,0,0,0,0,0,9,0,0,0,0,9,140,9,3,0,0,152,26,11,3,0,0,40,0,0,0,0,0,0,3,0,0,0,0,3,178,20,6,0,0,204,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,15,11,3,0,0,0,14,1185,202,48,3,6,1444,3,0,0,0,0,3,6,0,0,0,0,6,77,3,0,3,0,83,548,46
LGA16370,5,0,0,0,0,5,9,0,0,0,0,9,57,5,0,0,0,62,106,48,7,0,0,161,47,33,22,7,3,112,3,3,0,0,0,6,227,89,29,7,3,355,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,10,8,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,27,8,0,0,0,35,0,0,0,0,0,0,20,0,0,0,0,20,92,5,0,0,0,97,15,9,0,0,0,24,0,4,0,0,0,4,0,0,0,0,0,0,127,18,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,3,0,0,0,11,5,3,0,0,0,8,394,121,29,7,3,554,3,0,0,0,0,3,3,0,0,0,0,3,56,4,0,0,0,60,101,22
LGA16380,0,0,0,0,0,0,6,0,0,0,0,6,69,0,0,0,0,69,187,27,0,0,0,214,50,13,5,3,0,71,3,0,0,0,0,3,315,40,5,3,0,363,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41,15,4,3,0,0,22,0,0,0,0,0,0,3,0,0,0,0,3,59,4,3,0,0,66,0,0,0,0,0,0,4,0,0,0,0,4,94,8,0,0,0,102,11,4,3,0,0,18,0,0,0,0,0,0,4,0,0,0,0,4,113,12,3,0,0,128,0,0,0,0,0,0,3,0,0,0,0,3,20,0,0,0,0,20,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,30,0,0,0,0,30,3,0,0,0,0,3,520,56,11,3,0,590,0,0,0,0,0,0,4,0,0,0,0,4,88,3,3,0,0,94,194,24
LGA16400,0,0,0,0,0,0,4,0,0,0,0,4,56,4,0,0,0,60,184,11,0,0,0,195,63,8,4,0,0,75,5,0,0,0,0,5,312,23,4,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,21,22,8,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,40,11,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,0,0,36,5,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,38,7,0,0,0,45,0,0,0,0,0,0,3,0,0,0,0,3,12,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,18,3,0,0,0,0,3,408,44,4,0,0,456,3,0,0,0,0,3,3,0,0,0,0,3,61,3,0,3,0,67,176,4
LGA16470,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27,66,16,0,0,0,82,21,6,0,0,0,27,4,0,3,0,0,7,118,22,3,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,0,44,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,55,3,0,0,0,58,3,0,0,0,0,3,18,0,0,0,0,18,90,7,0,0,0,97,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,114,7,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,293,32,3,0,0,328,0,0,0,0,0,0,0,3,0,0,0,3,23,0,0,0,0,23,82,6
LGA16550,0,0,0,0,0,0,3,0,0,0,0,3,80,6,3,0,0,89,118,101,13,3,0,235,56,50,62,31,7,206,10,5,0,0,0,15,267,162,78,34,7,548,0,0,0,0,0,0,6,3,0,0,0,9,140,16,3,0,0,159,96,132,20,7,0,255,9,10,34,6,0,59,5,0,0,0,0,5,256,161,57,13,0,487,8,0,0,0,0,8,110,3,0,0,0,113,2037,302,66,5,3,2413,175,411,61,14,5,666,11,11,30,24,3,79,27,9,10,8,0,54,2368,736,167,51,11,3333,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,0,31,9,9,3,0,0,21,3,3,3,4,0,13,3,0,0,0,0,3,41,17,6,4,0,68,33,12,10,6,0,61,2965,1088,318,108,18,4497,0,0,0,0,0,0,11,0,0,0,0,11,128,7,5,0,0,140,138,76
LGA16610,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36,61,7,3,3,0,74,18,5,0,0,0,23,4,3,0,0,0,7,119,15,3,3,0,140,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,150,18,3,3,0,174,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34,67,7
LGA16650,0,0,0,0,0,0,4,0,0,0,0,4,88,6,0,0,0,94,141,48,5,0,0,194,36,14,20,11,3,84,10,4,3,3,0,20,279,72,28,14,3,396,0,0,0,0,0,0,3,0,0,0,0,3,71,3,0,0,0,74,40,13,3,3,0,59,3,0,0,0,0,3,3,3,0,0,0,6,120,19,3,3,0,145,3,0,0,0,0,3,18,0,0,0,0,18,489,57,29,4,0,579,41,23,8,3,0,75,0,3,0,0,0,3,3,4,0,0,0,7,554,87,37,7,0,685,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,13,3,0,0,0,16,4,0,0,0,0,4,970,181,68,24,3,1246,0,0,5,0,0,5,0,0,0,0,0,0,90,8,0,0,0,98,141,24
LGA16700,0,0,0,0,0,0,0,0,0,0,0,0,94,12,0,0,0,106,173,106,9,3,0,291,49,39,40,19,8,155,12,0,0,0,0,12,328,157,49,22,8,564,0,3,0,0,0,3,3,0,0,0,0,3,136,10,3,0,0,149,67,52,10,3,0,132,13,12,19,19,3,66,5,0,0,0,0,5,224,77,32,22,3,358,0,0,0,0,0,0,41,3,3,0,0,47,591,54,11,3,0,659,48,32,13,3,0,96,3,0,0,0,0,3,8,0,0,0,0,8,691,89,27,6,0,813,0,0,0,0,0,0,3,3,0,0,0,6,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,15,13,0,0,0,0,13,1268,326,108,50,11,1763,0,0,0,3,0,3,0,0,0,0,0,0,82,6,0,0,0,88,148,65
LGA16900,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,26,134,13,0,0,0,147,32,7,7,0,0,46,6,0,0,0,0,6,195,23,7,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,42,24,0,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,69,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,55,3,0,0,0,58,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,60,3,0,0,0,63,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,3,0,0,0,6,336,29,7,0,0,372,0,0,0,0,0,0,3,0,0,0,0,3,18,3,3,0,0,24,130,11
LGA16950,0,0,0,0,0,0,6,0,0,0,0,6,144,3,0,0,0,147,306,32,4,3,3,348,66,21,6,3,0,96,4,3,0,0,0,7,526,59,10,6,3,604,0,0,0,0,0,0,3,0,0,0,0,3,28,0,0,0,0,28,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,44,3,0,0,0,0,3,8,0,0,0,0,8,43,3,0,0,0,46,4,3,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,64,6,0,0,0,70,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,19,0,0,0,0,19,3,0,0,0,0,3,656,65,10,6,3,740,5,0,0,0,0,5,8,0,0,0,0,8,143,7,0,0,0,150,342,29
LGA17000,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,12,53,11,0,0,0,64,25,6,0,0,0,31,0,0,0,0,0,0,93,17,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,9,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,135,23,0,0,0,158,0,0,0,0,0,0,3,0,0,0,0,3,16,3,0,0,0,19,68,10
LGA17050,0,0,0,0,0,0,3,0,0,0,0,3,6,3,0,0,0,9,17,3,0,3,0,23,6,0,0,0,3,9,0,0,0,0,0,0,32,6,0,3,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,6,15,3,7,0,0,25,8,5,3,0,0,16,3,0,0,0,3,6,0,3,0,0,0,3,32,14,10,0,3,59,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,73,20,10,3,6,112,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,10,8,4
LGA17100,0,0,0,0,0,0,3,0,0,0,0,3,25,4,3,0,0,32,35,19,4,0,0,58,22,8,13,4,0,47,0,0,0,0,0,0,85,31,20,4,0,140,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,5,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,0,0,18,0,0,0,0,0,0,9,0,0,0,0,9,98,26,17,4,0,145,5,5,3,3,0,16,0,0,0,0,0,0,3,3,0,0,0,6,115,34,20,7,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,3,0,0,3,0,6,216,70,46,14,0,346,0,0,0,0,0,0,0,3,0,0,0,3,28,0,0,0,0,28,41,6
LGA17150,3,0,0,0,0,3,8,0,0,0,0,8,139,5,0,0,0,144,288,98,10,0,0,396,114,45,42,13,3,217,9,3,3,0,0,15,561,151,55,13,3,783,0,0,0,0,0,0,4,0,0,0,0,4,69,4,3,0,0,76,77,50,6,0,0,133,3,4,0,0,0,7,4,0,0,0,0,4,157,58,9,0,0,224,3,0,0,0,0,3,46,0,0,0,0,46,788,49,4,0,0,841,67,38,7,0,0,112,3,3,0,0,0,6,10,3,0,0,0,13,917,93,11,0,0,1021,4,0,0,0,0,4,9,0,0,0,0,9,8,0,0,0,0,8,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,12,0,0,0,0,12,1675,302,75,13,3,2068,3,0,0,0,0,3,5,0,0,0,0,5,101,3,0,0,0,104,275,51
LGA17200,0,0,0,0,0,0,4,0,0,0,0,4,26,3,0,0,0,29,26,22,3,0,0,51,12,14,12,4,4,46,4,0,0,0,0,4,72,39,15,4,4,134,9,3,3,0,0,15,37,5,3,0,0,45,788,84,8,0,0,880,358,543,61,13,6,981,105,147,259,87,31,629,21,9,5,0,4,39,1318,791,339,100,41,2589,109,6,3,0,0,118,580,37,8,0,0,625,2111,389,147,35,15,2697,165,286,64,17,16,548,25,13,26,23,11,98,38,16,6,3,0,63,3028,747,254,78,42,4149,3,0,0,0,0,3,3,3,0,0,0,6,17,3,3,0,0,23,4,7,0,0,0,11,3,0,3,3,0,9,0,0,0,0,0,0,30,13,6,3,0,52,61,22,6,3,0,92,4509,1612,620,188,87,7016,0,0,0,0,0,0,9,0,0,0,0,9,82,19,21,4,0,126,40,33
LGA17310,0,0,0,0,0,0,5,0,0,0,0,5,75,7,0,0,0,82,194,39,4,0,0,237,39,11,7,5,0,62,5,0,0,0,0,5,318,57,11,5,0,391,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,3,0,0,0,0,3,6,0,0,0,0,6,85,6,0,0,0,91,3,4,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,100,10,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,3,0,0,0,0,3,457,67,11,5,0,540,0,0,0,0,0,0,4,0,0,0,0,4,77,0,0,0,0,77,197,31
LGA17350,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,19,3,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,29,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,29,6,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,12,3
LGA17400,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,14,4,0,0,0,18,3,0,0,0,0,3,0,3,0,0,0,3,30,7,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,39,7,0,0,0,46,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,16,4
LGA17420,0,3,0,0,0,3,6,0,0,0,0,6,54,3,3,0,0,60,192,49,6,0,0,247,133,61,31,7,9,241,5,4,0,0,0,9,390,120,40,7,9,566,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,21,69,23,8,0,0,100,7,3,4,0,0,14,0,0,0,0,0,0,94,29,12,0,0,135,0,0,0,0,0,0,3,0,0,0,0,3,18,0,0,0,0,18,11,8,3,0,0,22,3,0,3,0,0,6,0,0,0,0,0,0,35,8,6,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,3,0,0,0,0,3,525,160,58,7,9,759,0,0,0,0,0,0,0,0,0,0,0,0,34,3,3,0,0,40,159,33
LGA17450,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,14,0
