region_id,C06_DS_ns_NPUR_5,C06_DS_ns_NPUR_6more,C06_Dwg_st_NS_T,C06_Tot_NPUR_1,C06_Tot_NPUR_2,C06_Tot_NPUR_3,C06_Tot_NPUR_4,C06_Tot_NPUR_5,C06_Tot_NPUR_6more,C06_T_T,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_S_r_t_h_t_1_s_NPUR_1,C11_S_r_t_h_t_1_s_NPUR_2,C11_S_r_t_h_t_1_s_NPUR_3,C11_S_r_t_h_t_1_s_NPUR_4,C11_S_r_t_h_t_1_s_NPUR_5,C11_S_r_t_h_t_1_s_NPUR_6mo,C11_SDRTHTS_To,C11_S_r_t_h_t_2mor_s_NPUR_1,C11_S_r_t_h_t_2mor_s_NPUR_2,C11_S_r_t_h_t_2mor_s_NPUR_3,C11_S_r_t_h_t_2mor_s_NPUR_4,C11_S_r_t_h_t_2mor_s_NPUR_5,C11_SDRTHT2S_NPUR_6mo,C11_SDRTHT2S_To,C11_Sd_r_t_h_t_To_NPUR_1,C11_Sd_r_t_h_t_To_NPUR_2,C11_Sd_r_t_h_t_To_NPUR_3,C11_Sd_r_t_h_t_To_NPUR_4,C11_Sd_r_t_h_t_To_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_Sd_r_t_h_t_To_Tot,C11_Fl_u_a_1_2SB_NPUR_1,C11_Fl_u_a_1_2SB_NPUR_2,C11_Fl_u_a_1_2SB_NPUR_3,C11_Fl_u_a_1_2SB_NPUR_4,C11_Fl_u_a_1_2SB_NPUR_5,C11_F_u_a_1_2SB_NPUR_6mor,C11_FUA_1_2SB_Tot,C11_F_u_a_I_a_3SB_NPUR_1,C11_F_u_a_I_a_3SB_NPUR_2,C11_F_u_a_I_a_3SB_NPUR_3,C11_F_u_a_I_a_3SB_NPUR_4,C11_F_u_a_I_a_3SB_NPUR_5,C11_F_u_a_I_a_3SB_NPUR_6m,C11_FUA_In_a_3_st_b_To,C11_F_u_a_4mor_s_b_NPUR_1,C11_F_u_a_4mor_s_b_NPUR_2,C11_F_u_a_4mor_s_b_NPUR_3,C11_F_u_a_4mor_s_b_NPUR_4,C11_F_u_a_4mor_s_b_NPUR_5,C11_F_u_a_4m_s_b_NPUR_6mor,C11_FUA_4mor_st_bl_Tot,C11_FUA_AH_NPUR_1,C11_FUA_AH_NPUR_2,C11_FUA_AH_NPUR_3,C11_FUA_AH_NPUR_4,C11_FUA_AH_NPUR_5,C11_FUA_AH_NPUR_6mo,C11_FUA_AH_Tot,C11_FUA_To_NPUR_1,C11_FUA_To_NPUR_2,C11_FUA_To_NPUR_3,C11_FUA_To_NPUR_4,C11_FUA_To_NPUR_5,C11_FUA_To_NPUR_6mo,C11_FUA_To_To,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mo,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mo,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_TO,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_T_T,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_T,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_T_T
LGA52310,0,0,0,62,121,40,43,18,8,292,78,135,33,54,18,11,329,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,81,141,33,54,18,11,338
LGA52380,0,0,0,22,35,13,3,4,11,88,38,31,8,4,3,7,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,10,0,0,0,0,0,0,0,44,35,8,4,3,7,101
LGA52450,0,0,0,139,179,54,60,27,15,474,113,189,60,59,26,11,458,3,4,3,0,0,0,10,0,0,0,0,0,0,0,3,4,3,0,0,0,10,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,3,0,0,0,9,0,0,0,0,0,0,0,128,193,66,59,26,11,483
LGA52520,0,0,0,119,171,66,65,34,29,484,127,161,71,45,42,20,466,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,130,164,71,45,42,20,472
LGA52590,0,0,0,253,422,124,140,66,30,1035,257,452,139,125,54,27,1054,8,3,0,0,0,0,11,0,0,0,0,0,0,0,8,3,0,0,0,0,11,13,3,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,4,0,0,0,20,20,12,0,0,0,0,32,6,8,4,0,0,0,18,0,0,0,3,0,0,3,26,20,4,3,0,0,53,0,0,0,0,0,0,0,304,478,147,128,54,27,1138
LGA52660,0,0,0,607,1213,588,667,288,113,3476,616,1434,689,767,318,132,3956,91,106,6,3,0,3,209,0,0,0,3,0,0,3,91,106,6,6,0,3,212,11,12,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,5,0,0,0,28,50,24,4,3,0,0,81,3,3,0,0,0,0,6,0,5,0,0,0,0,5,53,32,4,3,0,0,92,0,0,0,0,0,0,0,771,1584,704,776,318,135,4288
LGA52730,3,0,3,472,730,228,225,84,18,1757,490,800,249,240,86,35,1900,62,20,4,4,0,0,90,0,3,0,0,0,0,3,62,23,4,4,0,0,93,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,4,0,0,0,8,15,7,3,0,0,0,25,0,0,3,3,0,0,6,0,5,0,0,0,0,5,15,12,6,3,0,0,36,0,0,0,0,0,0,0,567,839,263,247,86,35,2037
LGA52800,0,0,0,392,437,195,204,145,271,1644,273,337,181,211,166,247,1415,27,9,5,4,0,0,45,3,0,6,0,0,0,9,30,9,11,4,0,0,54,27,30,3,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,3,0,0,0,60,51,37,3,7,0,0,98,4,5,0,0,0,0,9,0,5,0,0,0,0,5,55,47,3,7,0,0,112,9,6,0,0,0,0,15,394,429,198,222,166,247,1656
LGA52870,0,0,0,373,667,246,255,115,46,1702,393,816,252,281,113,55,1910,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5,25,8,0,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,0,0,0,3,36,0,3,0,0,0,3,6,3,0,0,3,0,0,6,0,3,0,0,0,0,3,3,6,0,3,0,3,15,4,0,0,0,0,0,4,430,830,252,284,113,61,1970
LGA52940,0,0,0,70,114,36,25,25,6,276,74,114,34,21,19,10,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,80,117,34,21,22,10,284
LGA53010,0,0,0,67,111,34,25,16,9,262,73,99,28,22,18,5,245,4,3,0,0,0,0,7,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,3,3,0,0,0,0,6,0,0,0,0,0,0,0,80,105,28,22,18,5,258
LGA53080,0,0,0,139,128,52,43,16,7,385,109,114,41,35,12,8,319,4,3,0,0,0,0,7,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,0,0,0,17,0,0,0,0,0,0,0,0,3,0,3,0,0,6,7,10,3,3,0,0,23,4,0,0,0,3,0,7,124,127,44,38,15,8,356
LGA53150,0,0,7,703,856,342,388,177,44,2510,344,592,299,409,182,28,1854,73,75,23,8,3,3,185,86,104,31,15,3,0,239,159,179,54,23,6,3,424,35,33,5,0,0,0,73,100,28,9,4,0,0,141,51,45,11,0,0,0,107,0,0,0,0,0,0,0,186,106,25,4,0,0,321,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,6,6,0,0,0,3,0,9,3,0,0,0,0,0,3,698,877,378,436,191,31,2611
LGA53220,0,0,0,310,407,222,277,144,134,1494,232,354,238,305,157,164,1450,37,26,9,0,0,3,75,0,0,0,0,0,0,0,37,26,9,0,0,3,75,47,41,3,3,0,0,94,0,3,0,0,0,0,3,5,3,0,0,0,0,8,4,3,3,3,0,0,13,56,50,6,6,0,0,118,10,11,0,3,0,5,29,0,3,0,0,0,0,3,0,3,0,0,0,0,3,10,17,0,3,0,5,35,6,8,0,0,0,0,14,341,455,253,314,157,172,1692
LGA53290,0,0,0,1078,1583,642,673,341,150,4467,828,1482,617,654,318,137,4036,138,40,9,7,5,0,199,36,60,24,24,5,3,152,174,100,33,31,10,3,351,108,52,11,10,4,0,185,0,0,0,0,0,0,0,11,10,0,0,0,0,21,3,3,0,0,0,0,6,122,65,11,10,4,0,212,47,29,7,4,4,0,91,10,5,3,0,0,0,18,3,4,4,3,0,0,14,60,38,14,7,4,0,123,3,3,3,0,0,3,12,1187,1688,678,702,336,143,4734
LGA53360,0,0,0,220,322,95,109,31,17,794,126,262,109,106,37,11,651,22,17,3,5,3,0,50,3,0,0,0,0,0,3,25,17,3,5,3,0,53,37,15,3,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,15,3,0,0,0,55,33,40,3,5,0,3,84,0,3,0,0,0,3,6,5,10,0,0,0,0,15,38,53,3,5,0,6,105,0,6,0,0,0,0,6,226,353,118,116,40,17,870
LGA53430,0,0,3,3631,3739,1477,1115,356,102,10420,1671,2560,1205,1059,398,138,7031,654,444,162,65,12,7,1344,356,404,142,69,13,4,988,1010,848,304,134,25,11,2332,364,170,40,13,3,0,590,272,185,33,3,0,3,496,240,121,22,12,3,0,398,3,3,0,0,0,0,6,879,479,95,28,6,3,1490,69,52,7,0,0,0,128,0,0,0,0,0,0,0,17,10,3,3,3,0,36,86,62,10,3,3,0,164,0,4,0,0,3,0,7,3646,3953,1614,1224,435,152,11024
LGA53520,0,0,3,2664,3972,1738,1722,789,419,11304,2241,3976,1875,1859,850,466,11267,353,202,53,38,9,7,662,19,17,12,4,4,0,56,372,219,65,42,13,7,718,467,207,51,23,4,3,755,22,8,4,0,0,0,34,0,0,0,0,0,0,0,0,3,0,0,0,0,3,489,218,55,23,4,3,792,139,89,14,0,4,0,246,3,3,0,0,0,0,6,3,7,0,0,3,0,13,145,99,14,0,7,0,265,8,0,0,0,0,0,8,3255,4512,2009,1924,874,476,13050
LGA53570,0,0,0,344,646,179,158,75,56,1458,351,708,183,210,94,58,1604,3,9,0,3,0,0,15,3,0,3,0,0,0,6,6,9,3,3,0,0,21,23,12,5,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,5,0,0,0,40,3,12,0,0,0,0,15,3,3,3,3,4,0,16,0,3,0,0,0,0,3,6,18,3,3,4,0,34,0,0,3,0,0,0,3,386,747,197,216,98,58,1702
LGA53640,0,0,0,122,167,66,78,40,19,492,127,158,47,64,39,21,456,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,3,0,3,0,0,6,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,0,6,0,3,0,0,0,0,3,139,164,47,67,39,21,477
LGA53710,0,0,0,99,149,44,47,18,13,370,110,149,46,46,25,10,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,110,153,46,46,25,10,390
LGA53780,0,0,3,6527,10450,5575,5572,2412,1240,31776,5586,10478,6131,6256,2719,1651,32821,793,566,176,82,28,15,1660,19,30,17,6,5,6,83,812,596,193,88,33,21,1743,696,392,131,77,21,10,1327,19,10,6,3,3,0,41,0,0,0,0,0,0,0,6,0,3,0,0,0,9,721,402,140,80,24,10,1377,82,23,0,3,0,0,108,0,0,0,0,0,0,0,11,12,8,10,0,0,41,93,35,8,13,0,0,149,6,4,0,0,3,0,13,7218,11515,6472,6437,2779,1682,36103
LGA53920,0,0,0,220,130,69,82,58,145,704,103,118,71,65,55,180,592,17,4,4,0,0,0,25,0,7,0,0,0,0,7,17,11,4,0,0,0,32,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,24,16,5,0,8,3,56,3,0,3,0,0,0,6,0,4,0,0,0,3,7,27,20,8,0,8,6,69,15,8,3,0,3,3,32,165,160,86,65,66,189,731
LGA53990,0,0,9,1085,2388,1039,1243,529,224,6508,1194,2708,1268,1396,623,243,7432,78,69,11,5,3,3,169,3,3,3,3,0,0,12,81,72,14,8,3,3,181,80,43,20,17,3,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,80,43,23,17,3,0,166,76,43,4,0,0,0,123,3,3,0,0,0,0,6,0,4,3,0,0,0,7,79,50,7,0,0,0,136,6,4,0,0,0,0,10,1440,2877,1312,1421,629,246,7925
LGA54060,0,0,0,268,495,137,152,78,19,1149,263,501,163,175,91,23,1216,14,7,3,0,3,4,31,0,0,0,0,0,0,0,14,7,3,0,3,4,31,25,10,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,0,0,0,0,35,12,19,3,0,0,0,34,0,0,0,0,0,0,0,3,0,0,0,3,0,6,15,19,3,0,3,0,40,3,0,0,0,0,0,3,320,537,169,175,97,27,1325
LGA54130,0,0,0,106,139,58,56,31,11,401,92,126,55,57,28,3,361,13,0,0,0,0,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,4,0,3,0,0,0,0,3,0,3,0,0,0,0,3,4,6,0,0,0,0,10,0,0,0,0,0,0,0,109,135,55,57,28,3,387
LGA54170,0,0,3,8341,16904,9322,11114,4289,1247,51217,6798,16115,9085,11000,4104,1307,48409,897,757,223,96,23,8,2004,153,269,119,88,24,6,659,1050,1026,342,184,47,14,2663,618,317,59,28,11,0,1033,164,197,61,21,5,3,451,70,92,27,8,4,0,201,33,13,8,3,0,0,57,885,619,155,60,20,3,1742,109,47,0,0,0,0,156,0,0,0,0,0,0,0,3,3,3,3,3,0,15,112,50,3,3,3,0,171,5,0,3,0,0,0,8,8850,17810,9588,11247,4174,1324,52993
LGA54200,0,0,0,3213,6377,2900,3085,1299,537,17411,3014,6526,3088,3195,1370,604,17797,376,220,58,20,13,6,693,8,29,10,21,8,0,76,384,249,68,41,21,6,769,137,62,13,0,3,0,215,4,0,0,0,0,0,4,0,6,0,0,0,0,6,4,0,0,0,0,0,4,145,68,13,0,3,0,229,37,31,0,0,0,0,68,0,0,0,0,0,0,0,0,3,0,0,3,0,6,37,34,0,0,3,0,74,0,3,0,0,0,0,3,3580,6880,3169,3236,1397,610,18872
LGA54280,0,0,0,2128,2880,1496,1495,773,363,9135,1404,2583,1395,1497,746,379,8004,335,253,140,71,31,29,859,23,35,16,8,0,0,82,358,288,156,79,31,29,941,259,210,81,50,21,3,624,3,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,213,84,53,21,3,636,156,69,14,3,4,0,246,0,0,0,0,0,3,3,3,7,0,3,0,3,16,159,76,14,6,4,6,265,14,9,3,3,0,0,29,2197,3169,1652,1638,802,417,9875
LGA54340,0,0,0,367,479,197,186,103,71,1403,363,483,181,165,118,81,1391,9,7,7,7,3,3,36,0,0,0,0,0,0,0,9,7,7,7,3,3,36,39,15,4,11,0,3,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,15,4,11,0,3,72,0,3,0,0,0,0,3,3,0,0,0,0,0,3,0,3,3,0,3,0,9,3,6,3,0,3,0,15,0,0,0,0,0,0,0,414,511,195,183,124,87,1514
LGA54410,0,0,0,118,152,58,57,30,16,431,104,154,50,57,27,17,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,121,158,50,64,27,17,437
LGA54480,0,0,0,50,90,21,33,16,3,213,39,74,17,35,23,0,188,3,3,0,0,0,0,6,0,0,0,0,0,0,0,3,3,0,0,0,0,6,7,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,49,83,17,35,23,0,207
LGA54550,0,0,0,169,314,102,115,57,13,770,154,295,94,105,35,18,701,11,4,0,0,3,0,18,0,0,0,0,0,0,0,11,4,0,0,3,0,18,13,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,0,0,0,19,10,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,13,0,0,0,0,0,0,0,188,305,97,105,38,18,751
LGA54620,0,0,0,94,126,45,47,33,11,356,77,119,30,48,23,11,308,6,3,0,0,0,0,9,0,0,0,0,0,0,0,6,3,0,0,0,0,9,13,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,3,3,0,0,0,6,0,0,0,0,0,0,0,96,128,33,48,23,11,339
LGA54690,0,0,0,52,71,17,22,6,3,171,52,66,24,21,7,7,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,66,24,21,7,7,177
LGA54760,0,0,0,88,117,44,45,31,7,332,77,113,46,39,17,9,301,6,3,0,0,0,0,9,0,0,0,0,0,0,0,6,3,0,0,0,0,9,4,3,3,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,119,49,39,17,12,323
LGA54830,0,0,0,1905,2698,1285,1117,568,301,7874,1778,3056,1685,1501,664,398,9082,161,108,51,58,23,18,419,17,23,8,6,3,0,57,178,131,59,64,26,18,476,147,54,15,0,4,0,220,96,62,18,10,3,3,192,4,3,0,0,0,0,7,0,0,0,0,0,0,0,247,119,33,10,7,3,419,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5,4,0,0,0,0,0,4,2212,3306,1777,1575,697,419,9986
LGA54900,0,0,3,163,205,71,77,49,6,571,139,195,59,59,30,12,494,18,4,0,3,3,0,28,0,0,0,3,0,0,3,18,4,0,6,3,0,31,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,6,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,9,0,0,0,0,0,0,0,168,202,59,65,33,12,539
LGA54970,0,0,0,53,53,18,13,9,18,164,46,47,23,11,11,20,158,3,3,3,0,0,0,9,3,0,0,0,0,0,3,6,3,3,0,0,0,12,11,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,15,9,9,0,0,0,0,18,3,0,0,0,0,0,3,0,3,0,0,0,0,3,12,12,0,0,0,0,24,0,0,0,0,0,0,0,75,66,26,11,11,20,209
LGA55040,0,0,0,102,122,51,66,33,18,392,63,89,40,70,35,26,323,15,6,0,3,0,0,24,0,0,0,0,0,0,0,15,6,0,3,0,0,24,6,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,10,17,10,0,0,0,0,27,0,3,0,0,0,0,3,3,0,0,0,0,0,3,20,13,0,0,0,0,33,0,0,0,0,0,0,0,104,112,40,73,35,26,390
LGA55110,0,0,21,5021,8750,2772,2684,1123,442,20792,4172,8698,3292,3368,1367,596,21493,1339,981,127,83,15,8,2553,188,277,64,26,7,0,562,1527,1258,191,109,22,8,3115,630,466,90,32,10,3,1231,36,61,13,13,0,0,123,47,75,22,6,3,3,156,5,4,0,0,0,0,9,718,606,125,51,13,6,1519,182,119,4,0,0,0,305,0,0,0,3,0,0,3,0,0,3,3,0,0,6,182,119,7,6,0,0,314,3,11,0,0,0,0,14,6602,10692,3615,3534,1402,610,26455
LGA55180,0,0,0,773,1208,476,444,252,115,3268,782,1272,449,424,226,94,3247,16,3,3,4,0,0,26,0,3,0,0,0,0,3,16,6,3,4,0,0,29,124,38,10,3,3,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,38,10,3,3,0,178,6,3,3,0,0,0,12,0,3,0,0,0,0,3,0,3,0,0,0,0,3,6,9,3,0,0,0,18,6,3,0,0,0,0,9,934,1328,465,431,229,94,3481
LGA55250,0,0,0,66,98,37,26,17,26,270,76,71,33,18,17,26,241,4,11,0,0,0,0,15,0,0,0,0,0,0,0,4,11,0,0,0,0,15,6,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,14,5,3,3,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,3,3,0,0,0,14,9,4,3,3,0,0,19,103,97,39,21,17,26,303
LGA55320,0,0,6,8527,11451,5354,5911,2408,751,34402,5093,9633,5036,5878,2275,745,28660,1753,1169,322,185,43,7,3479,247,307,134,100,25,10,823,2000,1476,456,285,68,17,4302,1154,646,194,115,31,11,2151,135,89,16,3,0,0,243,61,79,25,13,12,0,190,3,0,0,0,0,0,3,1353,814,235,131,43,11,2587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,3,3,0,0,0,0,6,7,6,3,3,5,0,24,8456,11932,5730,6297,2391,773,35579
LGA55390,0,0,0,30,19,5,5,6,5,70,25,15,4,8,4,15,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,0,0,3,0,0,0,3,29,19,7,8,4,15,82
LGA55460,0,0,0,353,442,160,158,77,35,1225,288,420,153,135,80,36,1112,45,14,7,0,0,0,66,0,0,0,0,0,0,0,45,14,7,0,0,0,66,12,0,3,0,0,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,18,10,4,0,0,0,0,14,0,0,0,0,0,0,0,3,0,3,0,0,0,6,13,4,3,0,0,0,20,3,0,0,0,0,0,3,364,438,166,135,80,36,1219
LGA55530,0,0,0,52,54,18,24,12,11,171,43,57,24,24,13,7,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,0,0,0,0,0,7,0,0,0,0,0,0,0,53,60,24,24,13,7,181
LGA55600,0,0,0,219,335,122,114,66,32,888,179,325,126,109,56,42,837,16,5,0,3,0,0,24,0,0,0,0,0,0,0,16,5,0,3,0,0,24,19,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,19,3,3,0,0,0,25,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,3,0,0,0,3,3,3,3,0,0,0,9,0,0,0,0,0,0,0,217,336,132,112,56,42,895
LGA55670,0,0,0,72,97,24,44,24,10,271,89,93,37,42,18,12,291,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,92,93,37,42,18,15,297
