region_id,C06_DS_ns_NPUR_5,C06_DS_ns_NPUR_6more,C06_Dwg_st_NS_T,C06_Tot_NPUR_1,C06_Tot_NPUR_2,C06_Tot_NPUR_3,C06_Tot_NPUR_4,C06_Tot_NPUR_5,C06_Tot_NPUR_6more,C06_T_T,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_S_r_t_h_t_1_s_NPUR_1,C11_S_r_t_h_t_1_s_NPUR_2,C11_S_r_t_h_t_1_s_NPUR_3,C11_S_r_t_h_t_1_s_NPUR_4,C11_S_r_t_h_t_1_s_NPUR_5,C11_S_r_t_h_t_1_s_NPUR_6mo,C11_SDRTHTS_To,C11_S_r_t_h_t_2mor_s_NPUR_1,C11_S_r_t_h_t_2mor_s_NPUR_2,C11_S_r_t_h_t_2mor_s_NPUR_3,C11_S_r_t_h_t_2mor_s_NPUR_4,C11_S_r_t_h_t_2mor_s_NPUR_5,C11_SDRTHT2S_NPUR_6mo,C11_SDRTHT2S_To,C11_Sd_r_t_h_t_To_NPUR_1,C11_Sd_r_t_h_t_To_NPUR_2,C11_Sd_r_t_h_t_To_NPUR_3,C11_Sd_r_t_h_t_To_NPUR_4,C11_Sd_r_t_h_t_To_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_Sd_r_t_h_t_To_Tot,C11_Fl_u_a_1_2SB_NPUR_1,C11_Fl_u_a_1_2SB_NPUR_2,C11_Fl_u_a_1_2SB_NPUR_3,C11_Fl_u_a_1_2SB_NPUR_4,C11_Fl_u_a_1_2SB_NPUR_5,C11_F_u_a_1_2SB_NPUR_6mor,C11_FUA_1_2SB_Tot,C11_F_u_a_I_a_3SB_NPUR_1,C11_F_u_a_I_a_3SB_NPUR_2,C11_F_u_a_I_a_3SB_NPUR_3,C11_F_u_a_I_a_3SB_NPUR_4,C11_F_u_a_I_a_3SB_NPUR_5,C11_F_u_a_I_a_3SB_NPUR_6m,C11_FUA_In_a_3_st_b_To,C11_F_u_a_4mor_s_b_NPUR_1,C11_F_u_a_4mor_s_b_NPUR_2,C11_F_u_a_4mor_s_b_NPUR_3,C11_F_u_a_4mor_s_b_NPUR_4,C11_F_u_a_4mor_s_b_NPUR_5,C11_F_u_a_4m_s_b_NPUR_6mor,C11_FUA_4mor_st_bl_Tot,C11_FUA_AH_NPUR_1,C11_FUA_AH_NPUR_2,C11_FUA_AH_NPUR_3,C11_FUA_AH_NPUR_4,C11_FUA_AH_NPUR_5,C11_FUA_AH_NPUR_6mo,C11_FUA_AH_Tot,C11_FUA_To_NPUR_1,C11_FUA_To_NPUR_2,C11_FUA_To_NPUR_3,C11_FUA_To_NPUR_4,C11_FUA_To_NPUR_5,C11_FUA_To_NPUR_6mo,C11_FUA_To_To,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mo,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mo,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_TO,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_T_T,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_T,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_T_T
LGA17640,0,0,9,673,1015,358,318,182,84,2630,723,1057,349,332,179,65,2705,24,11,3,0,0,0,38,0,3,0,0,0,0,3,24,14,3,0,0,0,41,9,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,12,6,0,0,0,0,18,9,4,0,0,0,0,13,0,0,0,0,0,0,0,6,7,3,0,3,0,19,15,11,3,0,3,0,32,0,3,0,0,0,0,3,774,1091,355,332,182,65,2799
LGA17650,0,0,0,518,788,312,314,152,71,2155,454,815,295,304,144,85,2097,5,3,0,0,0,0,8,0,0,0,0,0,0,0,5,3,0,0,0,0,8,39,15,5,3,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,15,5,3,0,0,62,12,5,3,3,0,0,23,3,0,0,0,0,0,3,3,6,0,3,0,0,12,18,11,3,6,0,0,38,0,0,0,0,0,0,0,516,844,303,313,144,85,2205
LGA17700,0,0,0,140,186,62,45,37,19,489,131,171,44,45,34,18,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,171,44,45,34,18,443
LGA17750,0,0,0,5158,6989,3251,3029,1543,654,20624,3653,6579,3030,2951,1514,682,18409,403,259,69,24,7,0,762,74,59,15,10,3,0,161,477,318,84,34,10,0,923,1239,644,139,56,16,3,2097,49,24,3,3,0,0,79,24,10,0,0,0,0,34,10,6,3,0,0,0,19,1322,684,145,59,16,3,2229,41,12,3,0,0,0,56,4,3,0,0,0,0,7,26,27,8,8,0,0,69,71,42,11,8,0,0,132,13,5,3,0,0,0,21,5536,7628,3273,3052,1540,685,21714
LGA17800,0,0,0,392,629,198,201,122,45,1587,323,600,168,170,93,29,1383,10,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,10,59,19,3,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,19,3,0,0,0,81,11,7,0,0,0,0,18,3,0,0,0,0,0,3,3,3,3,5,0,0,14,17,10,3,5,0,0,35,0,4,0,0,0,0,4,409,633,174,175,93,29,1513
LGA17850,0,0,0,326,476,141,168,83,42,1236,296,478,136,136,70,34,1150,9,5,0,0,0,0,14,3,0,0,0,0,0,3,12,5,0,0,0,0,17,29,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,29,7,0,0,0,0,0,7,0,3,0,0,0,0,3,4,3,3,0,0,0,10,11,6,3,0,0,0,20,0,0,0,3,0,0,3,348,489,139,139,70,34,1219
LGA17900,0,0,0,988,814,336,245,138,140,2661,702,684,274,208,141,102,2111,6,7,0,0,0,0,13,0,0,0,3,0,0,3,6,7,0,3,0,0,16,68,28,3,4,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,71,28,3,4,0,0,106,113,43,8,6,3,0,173,28,6,3,3,3,0,43,15,10,3,0,0,0,28,156,59,14,9,6,0,244,3,8,0,0,3,0,14,938,786,291,224,150,102,2491
LGA17950,0,0,0,304,393,152,124,69,38,1080,278,363,144,126,66,27,1004,12,10,0,0,3,0,25,3,0,3,3,0,0,9,15,10,3,3,3,0,34,35,3,0,0,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,3,0,41,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,4,0,3,0,0,7,17,4,0,3,0,0,24,0,0,0,0,0,0,0,345,380,147,132,72,27,1103
LGA18000,0,0,9,11247,16082,7814,8427,3522,1345,48437,3759,8565,5430,8072,3505,1348,30679,456,276,87,89,27,8,943,629,704,350,360,97,31,2171,1085,980,437,449,124,39,3114,2046,1251,426,196,54,22,3995,3253,3642,1305,591,91,20,8902,1294,1563,457,210,42,16,3582,76,58,21,25,9,0,189,6669,6514,2209,1022,196,58,16668,29,12,0,3,3,0,47,0,0,0,0,0,0,0,22,37,15,12,4,0,90,51,49,15,15,7,0,137,10,6,4,8,11,0,39,11574,16114,8095,9566,3843,1445,50637
LGA18020,0,0,3,1077,1425,447,415,261,136,3761,947,1368,382,403,222,125,3447,13,5,0,0,0,0,18,0,0,0,0,0,0,0,13,5,0,0,0,0,18,88,22,6,4,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,22,6,4,0,0,120,14,6,0,0,0,0,20,7,3,3,3,0,0,16,17,7,4,0,0,0,28,38,16,7,3,0,0,64,6,4,0,0,4,0,14,1092,1415,395,410,226,125,3663
LGA18050,0,0,9,7417,8445,3127,2671,888,260,22808,713,1322,898,1209,609,191,4942,499,758,426,427,133,30,2273,448,751,464,505,185,48,2401,947,1509,890,932,318,78,4674,1155,1347,480,217,52,9,3260,2211,2495,719,280,48,14,5767,2474,2420,713,314,57,12,5990,7,6,3,3,3,0,22,5847,6268,1915,814,160,35,15039,0,3,0,0,3,0,6,3,0,0,0,0,0,3,52,50,19,16,8,4,149,55,53,19,16,11,4,158,15,17,12,5,4,3,56,7577,9169,3734,2976,1102,311,24869
LGA18100,0,0,0,457,563,178,163,97,35,1493,369,597,173,141,91,35,1406,17,11,3,0,0,0,31,0,0,0,0,0,0,0,17,11,3,0,0,0,31,43,8,3,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,48,8,3,0,0,0,59,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,438,619,179,141,91,35,1503
LGA18150,0,0,0,856,1079,404,373,197,137,3046,762,1047,399,340,205,111,2864,31,17,7,4,0,0,59,0,3,0,0,0,0,3,31,20,7,4,0,0,62,85,11,0,6,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,89,11,0,6,0,0,106,8,0,0,0,0,0,8,0,0,4,0,0,0,4,7,6,3,0,0,0,16,15,6,7,0,0,0,28,0,0,0,0,0,0,0,897,1084,413,350,205,111,3060
LGA18200,0,0,0,583,922,364,330,176,93,2468,502,882,324,299,155,87,2249,19,3,0,0,0,0,22,3,3,0,0,3,0,9,22,6,0,0,3,0,31,51,27,7,0,0,0,85,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,54,30,7,0,0,0,91,37,26,0,3,0,0,66,0,0,0,0,0,0,0,16,8,0,0,0,0,24,53,34,0,3,0,0,90,0,0,3,0,0,0,3,631,952,334,302,158,87,2464
LGA18250,0,0,3,5640,8037,4023,3916,1470,455,23541,1726,3360,2296,3106,1397,407,12292,245,310,180,144,42,7,928,207,330,205,195,43,14,994,452,640,385,339,85,21,1922,541,570,196,119,17,10,1453,959,1040,465,265,53,15,2797,2003,2346,1056,592,127,29,6153,10,3,3,4,0,0,20,3513,3959,1720,980,197,54,10423,0,0,3,0,0,0,3,0,0,0,0,0,0,0,16,16,11,6,3,0,52,16,16,14,6,3,0,55,0,3,3,0,3,0,9,5707,7978,4418,4431,1685,482,24701
LGA18350,0,0,3,3792,5901,2125,2185,1117,444,15564,3442,5925,2019,2149,1051,491,15077,525,296,84,70,35,10,1020,74,72,24,4,0,4,178,599,368,108,74,35,14,1198,187,62,6,4,0,0,259,0,0,0,0,0,0,0,4,6,0,0,0,0,10,20,4,3,0,0,0,27,211,72,9,4,0,0,296,45,11,0,6,0,0,62,0,3,3,0,0,0,6,19,14,5,0,0,0,38,64,28,8,6,0,0,106,9,6,0,3,0,0,18,4325,6399,2144,2236,1086,505,16695
LGA18400,0,0,0,2007,3883,2185,2711,1415,686,12887,1849,4028,2296,2776,1475,769,13193,196,164,16,10,10,7,403,5,6,0,3,0,0,14,201,170,16,13,10,7,417,108,39,18,7,4,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,4,3,0,0,46,126,60,22,10,4,0,222,57,10,8,3,0,0,78,4,3,3,0,6,0,16,7,8,3,7,0,0,25,68,21,14,10,6,0,119,0,0,0,0,0,0,0,2244,4279,2348,2809,1495,776,13951
LGA18450,5,0,33,17470,22871,10728,10840,4578,1846,68333,9134,16752,8945,10133,4320,1819,51103,1736,1311,419,238,77,26,3807,1492,1529,754,460,152,61,4448,3228,2840,1173,698,229,87,8255,3126,1648,497,242,81,27,5621,1429,1021,290,115,38,5,2898,1151,1225,381,138,26,7,2928,85,46,19,10,5,0,165,5791,3940,1187,505,150,39,11612,302,184,18,4,3,3,514,4,0,0,0,0,0,4,106,59,34,16,7,5,227,412,243,52,20,10,8,745,22,18,10,0,0,0,50,18587,23793,11367,11356,4709,1953,71765
LGA18500,0,0,45,6547,7188,2517,2163,877,269,19561,745,1380,756,1156,654,229,4920,230,283,138,108,33,5,797,872,1403,762,587,153,24,3801,1102,1686,900,695,186,29,4598,515,596,234,130,38,6,1519,1370,1602,450,169,33,7,3631,2769,2160,494,203,46,10,5682,3,6,0,0,0,0,9,4657,4364,1178,502,117,23,10841,0,0,3,0,0,0,3,0,0,0,0,0,0,0,19,18,7,11,0,0,55,19,18,10,11,0,0,58,20,18,6,0,0,0,44,6543,7466,2850,2364,957,281,20461
LGA18550,0,0,18,13534,18092,7877,7678,3563,1572,52316,9956,16290,7571,7578,3565,1809,46769,1696,1174,325,199,67,30,3491,580,564,256,154,64,18,1636,2276,1738,581,353,131,48,5127,1482,560,105,46,15,3,2211,192,145,46,18,9,3,413,240,228,65,18,3,8,562,55,25,8,5,0,0,93,1969,958,224,87,27,14,3279,411,149,16,20,0,4,600,3,3,0,0,3,0,9,36,30,9,13,5,5,98,450,182,25,33,8,9,707,11,6,4,3,0,3,27,14662,19174,8405,8054,3731,1883,55909
LGA18710,0,0,0,951,1693,711,752,391,159,4657,849,1838,738,865,431,183,4904,96,43,9,6,3,0,157,0,5,3,0,0,0,8,96,48,12,6,3,0,165,30,13,4,4,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,30,17,4,4,0,0,55,15,14,0,4,0,0,33,0,5,0,3,4,0,12,0,3,0,3,0,3,9,15,22,0,10,4,3,54,0,0,0,0,0,0,0,990,1925,754,885,438,186,5178
LGA18750,0,0,0,1204,1531,636,581,327,176,4455,993,1497,588,589,306,171,4144,121,39,8,5,4,0,177,0,0,3,0,0,0,3,121,39,11,5,4,0,180,159,40,5,6,0,0,210,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,163,40,5,6,0,0,214,14,5,0,0,0,0,19,0,0,0,0,0,0,0,7,0,0,0,0,0,7,21,5,0,0,0,0,26,0,4,0,3,0,0,7,1298,1585,604,603,310,171,4571
LGA19399,0,0,0,125,153,61,52,19,13,423,94,126,59,46,21,11,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,13,10,3,3,0,0,0,16,6,7,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,0,0,0,16,0,0,0,0,0,0,0,110,136,65,46,21,11,389
LGA20110,0,0,6,1299,1785,554,614,258,89,4599,1193,1790,528,539,240,82,4372,67,33,7,3,0,0,110,9,8,4,0,0,0,21,76,41,11,3,0,0,131,122,29,5,4,0,0,160,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,125,29,5,4,3,0,166,15,8,5,0,0,0,28,4,0,0,0,0,0,4,9,14,8,0,0,4,35,28,22,13,0,0,4,67,0,5,0,0,0,0,5,1422,1887,557,546,243,86,4741
LGA20260,0,0,0,1222,1657,530,508,281,116,4314,1108,1606,521,471,226,112,4044,45,14,8,3,0,0,70,0,0,0,3,0,0,3,45,14,8,6,0,0,73,131,35,6,3,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,131,35,9,3,0,0,178,18,0,3,0,0,0,21,0,0,0,0,0,0,0,3,7,3,3,0,0,16,21,7,6,3,0,0,37,0,0,0,0,0,0,0,1305,1662,544,483,226,112,4332
LGA20570,0,0,0,8790,10989,4830,4466,2116,767,31958,7137,10916,4981,4656,2170,845,30705,1157,506,130,59,10,6,1868,90,104,35,36,13,0,278,1247,610,165,95,23,6,2146,1725,747,125,43,12,4,2656,19,13,4,0,3,0,39,0,9,0,0,0,0,9,10,0,3,0,0,0,13,1754,769,132,43,15,4,2717,79,23,6,3,3,0,114,7,0,0,0,0,0,7,9,19,8,4,5,0,45,95,42,14,7,8,0,166,5,4,0,0,0,0,9,10238,12341,5292,4801,2216,855,35743
LGA20660,3,0,9,9958,13990,6957,7332,2878,988,42103,6864,11485,6248,7142,2718,920,35377,1267,952,354,161,38,26,2798,423,573,316,179,41,30,1562,1690,1525,670,340,79,56,4360,1651,1108,413,176,41,24,3413,89,82,18,7,0,0,196,89,86,16,9,0,3,203,41,26,8,6,3,3,87,1870,1302,455,198,44,30,3899,0,3,0,0,0,0,3,0,0,0,0,0,0,0,15,21,5,5,4,0,50,15,24,5,5,4,0,53,3,7,0,0,0,0,10,10442,14343,7378,7685,2845,1006,43699
LGA20740,0,0,4,3304,4174,1213,1143,491,182,10507,3024,4304,1344,1270,560,202,10704,290,115,20,11,3,0,439,36,39,15,12,0,0,102,326,154,35,23,3,0,541,288,121,36,5,0,0,450,14,5,0,0,0,0,19,0,0,0,0,0,0,0,6,4,0,0,0,0,10,308,130,36,5,0,0,479,66,22,3,3,0,0,94,3,3,0,0,0,0,6,4,6,3,4,4,0,21,73,31,6,7,4,0,121,4,8,0,0,0,0,12,3735,4627,1421,1305,567,202,11857
LGA20830,0,0,3,3279,4800,1864,2052,1046,460,13501,3046,5357,2063,2218,1124,502,14310,443,352,55,57,28,8,943,14,7,0,3,0,0,24,457,359,55,60,28,8,967,357,140,26,0,0,0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,366,140,26,0,0,0,532,99,30,7,3,0,0,139,0,0,4,0,0,0,4,9,6,0,3,3,0,21,108,36,11,6,3,0,164,0,3,0,0,3,0,6,3977,5895,2155,2284,1158,510,15979
LGA20910,0,0,0,8160,10330,4826,5924,2383,547,32170,3862,6862,3657,5639,2386,538,22944,1333,1245,401,242,63,17,3301,515,888,384,363,75,22,2247,1848,2133,785,605,138,39,5548,1791,1388,371,176,29,3,3758,251,206,40,10,4,0,511,196,112,31,12,7,3,361,13,5,0,0,0,0,18,2251,1711,442,198,40,6,4648,0,0,0,0,0,0,0,3,0,0,0,0,0,3,43,26,22,14,0,4,109,46,26,22,14,0,4,112,4,15,0,0,0,0,19,8011,10747,4906,6456,2564,587,33271
LGA21010,0,0,0,1507,2038,683,656,324,123,5331,1244,2048,649,580,271,119,4911,215,60,18,7,3,0,303,0,0,0,0,0,0,0,215,60,18,7,3,0,303,192,57,12,9,3,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,196,57,12,9,3,0,277,15,9,0,0,0,0,24,6,3,0,3,0,0,12,0,9,3,4,0,0,16,21,21,3,7,0,0,52,0,0,0,0,0,0,0,1676,2186,682,603,277,119,5543
LGA21110,0,0,6,13960,17271,8757,10101,4414,1270,55773,5554,9837,6292,9211,4237,1145,36276,1981,1947,784,536,116,33,5397,635,1085,578,455,127,27,2907,2616,3032,1362,991,243,60,8304,3264,2828,906,372,83,17,7470,1498,1349,348,144,29,8,3376,798,553,95,33,5,3,1487,33,21,7,0,0,0,61,5593,4751,1356,549,117,28,12394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,81,36,27,5,3,230,78,81,36,27,5,3,230,7,14,3,3,0,0,27,13848,17715,9049,10781,4602,1236,57231
LGA21180,0,0,16,9427,14986,10457,11177,5299,2885,54231,7979,14365,9964,10612,5193,3189,51302,614,540,320,206,114,48,1842,225,313,231,201,83,40,1093,839,853,551,407,197,88,2935,1437,1186,669,410,158,79,3939,82,78,34,22,6,5,227,101,62,26,20,3,4,216,20,6,11,0,3,3,43,1640,1332,740,452,170,91,4425,28,5,0,0,0,0,33,0,0,3,0,0,0,3,16,13,14,4,3,6,56,44,18,17,4,3,6,92,9,0,3,3,3,0,18,10511,16568,11275,11478,5566,3374,58772
LGA21270,0,0,0,821,1013,320,299,180,79,2712,784,939,272,252,150,82,2479,30,8,0,0,0,0,38,3,3,3,3,0,3,15,33,11,3,3,0,3,53,42,9,0,3,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,9,0,3,0,0,54,7,6,0,0,0,0,13,0,0,0,0,0,0,0,3,8,3,3,0,0,17,10,14,3,3,0,0,30,0,0,0,0,0,0,0,869,973,278,261,150,85,2616
LGA21370,0,0,3,3437,4998,1840,1786,1015,396,13472,2762,4757,1714,1669,910,398,12210,242,115,30,10,5,4,406,4,0,4,0,0,0,8,246,115,34,10,5,4,414,589,305,44,14,3,3,958,23,11,3,0,0,0,37,0,0,0,0,0,0,0,4,6,3,0,3,0,16,616,322,50,14,6,3,1011,66,41,0,0,0,0,107,0,3,0,3,0,0,6,9,14,3,7,4,0,37,75,58,3,10,4,0,150,4,3,3,3,0,0,13,3703,5255,1804,1706,925,405,13798
LGA21450,0,0,0,3425,6071,3120,3735,1834,795,18980,3654,7393,4082,4668,2248,984,23029,441,281,73,49,13,8,865,36,78,30,16,0,3,163,477,359,103,65,13,11,1028,336,311,39,19,0,8,713,11,5,5,0,0,0,21,15,12,10,4,0,0,41,9,4,0,0,0,0,13,371,332,54,23,0,8,788,109,37,0,3,0,0,149,7,0,0,0,0,0,7,8,11,4,3,7,0,33,124,48,4,6,7,0,189,0,0,0,3,0,0,3,4626,8132,4243,4765,2268,1003,25037
LGA21610,0,0,0,11045,19594,12951,15004,6830,3480,68904,10050,20412,14328,16868,7477,4517,73652,881,746,345,407,141,84,2604,155,277,191,193,82,53,951,1036,1023,536,600,223,137,3555,1421,995,324,182,42,23,2987,4,5,3,4,0,0,16,38,21,16,13,0,0,88,11,10,0,0,0,0,21,1474,1031,343,199,42,23,3112,92,16,4,3,0,3,118,0,0,0,0,0,0,0,0,7,5,5,6,0,23,92,23,9,8,6,3,141,0,7,0,0,4,0,11,12652,22496,15216,17675,7752,4680,80471
LGA21670,0,0,0,1617,1979,630,513,268,125,5132,1428,1831,586,532,257,118,4752,103,38,5,0,0,0,146,5,5,0,0,0,0,10,108,43,5,0,0,0,156,166,59,4,3,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,7,170,59,4,6,0,0,239,47,14,3,0,0,0,64,3,3,3,0,0,0,9,12,12,3,0,0,3,30,62,29,9,0,0,3,103,0,0,0,0,0,0,0,1768,1962,604,538,257,121,5250
LGA21750,0,0,0,2183,2760,1024,963,544,226,7700,1862,2655,970,904,488,215,7094,195,83,14,7,0,4,303,12,30,12,5,5,0,64,207,113,26,12,5,4,367,247,51,16,5,3,0,322,0,4,0,0,0,0,4,0,0,0,0,0,0,0,6,3,0,0,0,0,9,253,58,16,5,3,0,335,25,6,3,3,0,0,37,6,0,0,0,0,0,6,0,7,3,3,0,4,17,31,13,6,6,0,4,60,0,0,0,0,0,0,0,2353,2839,1018,927,496,223,7856
LGA21830,0,0,3,1684,2213,772,792,467,240,6168,1534,2196,716,771,459,215,5891,25,9,3,0,0,0,37,0,7,3,4,3,0,17,25,16,6,4,3,0,54,148,25,7,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,25,7,0,0,0,180,25,0,3,0,0,4,32,4,0,0,0,0,0,4,9,10,3,7,0,0,29,38,10,6,7,0,4,65,0,0,5,0,0,0,5,1745,2247,740,782,462,219,6195
LGA21890,0,0,3,13990,15903,7972,6851,2626,1241,48583,7029,10732,6333,6601,2563,1095,34353,1716,1725,742,383,119,60,4745,489,743,412,243,90,30,2007,2205,2468,1154,626,209,90,6752,4225,2768,907,426,114,45,8485,486,356,89,30,13,0,974,306,246,83,33,3,8,679,18,11,5,6,3,0,43,5035,3381,1084,495,133,53,10181,4,0,0,0,0,0,4,3,0,0,0,0,0,3,86,108,42,42,19,10,307,93,108,42,42,19,10,314,9,5,5,3,3,0,25,14371,16694,8618,7767,2927,1248,51625
LGA22110,0,0,0,4347,6376,1876,1841,825,340,15605,3659,6304,1922,1738,806,350,14779,312,172,46,26,15,0,571,9,16,3,3,0,0,31,321,188,49,29,15,0,602,641,310,57,23,8,4,1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,645,310,57,23,8,4,1047,210,119,13,4,9,0,355,8,4,3,0,0,0,15,18,16,7,7,0,0,48,236,139,23,11,9,0,418,4,6,0,3,0,0,13,4865,6947,2051,1804,838,354,16859
LGA22170,0,0,6,11289,14273,7230,6790,2852,1117,43551,7813,12927,7099,7083,2898,1200,39020,1300,823,244,95,29,9,2500,246,295,122,58,11,11,743,1546,1118,366,153,40,20,3243,2570,1400,348,147,35,14,4514,94,25,15,3,0,0,137,21,11,0,0,0,0,32,14,4,4,3,0,0,25,2699,1440,367,153,35,14,4708,277,89,15,4,5,0,390,0,0,0,0,0,0,0,9,8,0,9,3,0,29,286,97,15,13,8,0,419,6,4,3,0,0,0,13,12350,15586,7850,7402,2981,1234,47403
LGA22250,0,0,0,1226,1668,521,495,314,136,4360,1114,1572,451,398,246,113,3894,46,12,0,3,0,0,61,4,0,0,0,0,0,4,50,12,0,3,0,0,65,120,17,0,4,0,0,141,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,17,0,4,0,0,146,30,5,0,0,0,0,35,0,0,0,0,0,0,0,5,9,0,4,0,0,18,35,14,0,4,0,0,53,3,0,0,0,0,0,3,1327,1615,451,409,246,113,4161
LGA22310,0,3,70,14150,15154,7330,7387,2681,946,47648,5139,8024,4949,6632,2620,841,28205,2212,2063,933,625,149,42,6024,520,804,521,423,120,52,2440,2732,2867,1454,1048,269,94,8464,5153,3932,1380,686,145,65,11361,444,481,142,46,5,0,1118,279,121,27,5,0,3,435,14,4,8,0,0,0,26,5890,4538,1557,737,150,68,12940,0,0,0,0,0,0,0,5,0,0,0,0,0,5,84,86,46,25,3,5,249,89,86,46,25,3,5,254,16,11,4,0,0,0,31,13866,15526,8010,8442,3042,1008,49894
LGA22410,0,3,3,2097,2653,1045,1087,487,149,7518,1879,2695,993,986,377,136,7066,138,63,15,21,5,4,246,10,14,0,0,0,0,24,148,77,15,21,5,4,270,228,55,14,5,5,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,235,55,14,5,5,0,314,27,9,3,3,0,0,42,4,3,0,0,0,0,7,6,4,0,0,0,0,10,37,16,3,3,0,0,59,0,0,0,3,0,0,3,2299,2843,1025,1018,387,140,7712
