region_id,C06_F_u_a_a_h_FH_One_PFam,C06_F_u_a_a_h_FH_oth_fa,C06_F_u_a_a_h_FH_Tot,C06_F_u_a_a_h_LP_H,C06_F_u_a_a_h_GH,C06_F_u_a_a_h_OH,C06_F_u_a_a_h_Tot,C06_F_u_a_T_FH_CF_no_ch,C06_F_u_a_T_FH_CF_w_ch,C06_F_u_a_T_FH_One_PFam,C06_F_u_a_T_FH_oth_fa,C06_F_u_a_T_FH_Tot,C06_F_u_a_T_LP_H,C06_F_u_a_T_GH,C06_F_u_a_T_OH,C06_F_u_a_T_Tot,C06_OD_C_c_hb_FH_CF_no_ch,C06_OD_C_c_hb_FH_CF_w_ch,C06_OD_C_c_hb_FH_One_PFam,C06_OD_C_c_hb_FH_oth_fa,C06_OD_C_c_hb_FH_Tot,C06_OD_C_c_hb_LP_H,C06_OD_C_c_hb_GH,C06_OD_C_c_hb_OH,C06_OD_C_c_hb_Tot,C06_OD_Ih_t_s_FH_CF_no_ch,C06_OD_Ih_t_s_FH_CF_w_ch,C06_OD_Ih_t_s_FH_One_PFam,C06_OD_Ih_t_s_FH_oth_fa,C06_OD_Ih_t_s_FH_Tot,C06_OD_Ih_t_s_LP_H,C06_OD_Ih_t_s_GH,C06_OD_Ih_t_s_OH,C06_OD_Ih_t_s_Tot,C06_OD_H_f_so_FH_CF_no_ch,C06_OD_H_f_so_FH_CF_w_ch,C06_OD_H_f_so_FH_One_PFam,C06_OD_H_f_so_FH_oth_fa,C06_OD_H_f_so_FH_Tot,C06_OD_H_f_so_LP_H,C06_OD_H_f_so_GH,C06_OD_H_f_so_OH,C06_OD_H_f_so_Tot,C06_OD_T_FH_CF_no_ch,C06_OD_T_FH_CF_w_ch,C06_OD_T_FH_One_PFam,C06_OD_T_FH_oth_fa,C06_OD_T_FH_Tot,C06_OD_Tot_LP_H,C06_OD_Tot_GH,C06_OD_Tot_OH,C06_OD_T_T,C06_DS_ns_FH_CF_no_ch,C06_DS_ns_FH_CF_w_ch,C06_DS_ns_FH_One_PFam,C06_DS_ns_FH_oth_fa,C06_DS_ns_FH_Tot,C06_DS_ns_LP_H,C06_DS_ns_GH,C06_DS_ns_OH,C06_DS_NS_T,C06_T_FH_CF_no_ch,C06_T_FH_CF_w_ch,C06_T_FH_One_PFam,C06_T_FH_oth_fa,C06_T_FH_Tot,C06_Tot_LP_H,C06_Tot_GH,C06_Tot_OH,C06_T_T,C11_S_h_FH_CF_no_ch,C11_S_h_FH_CF_w_ch,C11_S_h_FH_One_PFam,C11_S_h_FH_oth_fa,C11_S_h_FH_Tot,C11_S_h_LP_H,C11_S_h_GH,C11_S_h_OH,C11_S_h_Tot,C11_Sd_r_t_1_FH_CF_no_ch,C11_Sd_r_t_1_FH_CF_w_ch,C11_Sd_r_t_1_FH_One_PFam,C11_Sd_r_t_1_FH_oth_fa,C11_Sd_r_t_1_FH_Tot,C11_Sd_r_t_1_LP_H,C11_Sd_r_t_1_GH,C11_Sd_r_t_1_OH,C11_Sd_r_t_1_Tot,C11_Sd_r_t_2m_FH_CF_no_ch,C11_Sd_r_t_2m_FH_CF_w_ch,C11_Sd_r_t_2m_FH_One_PFam,C11_Sd_r_t_2m_FH_oth_fa,C11_Sd_r_t_2m_FH_Tot,C11_Sd_r_t_2m_LP_H,C11_Sd_r_t_2m_GH,C11_Sd_r_t_2m_OH,C11_Sd_r_t_2m_Tot,C11_Sd_r_t_T_FH_CF_no_ch,C11_Sd_r_t_T_FH_CF_w_ch,C11_Sd_r_t_T_FH_One_PFam,C11_Sd_r_t_T_FH_oth_fa,C11_Sd_r_t_T_FH_Tot,C11_Sd_r_t_T_LP_H,C11_Sd_r_t_T_GH,C11_Sd_r_t_T_OH,C11_Sd_r_t_T_Tot,C11_F_u_a_1_2_FH_CF_no_ch,C11_F_u_a_1_2_FH_CF_w_ch,C11_F_u_a_1_2_FH_One_PFam,C11_F_u_a_1_2_FH_oth_fa,C11_F_u_a_1_2_FH_Tot,C11_F_u_a_1_2_LP_H,C11_F_u_a_1_2_GH,C11_F_u_a_1_2_OH,C11_F_u_a_1_2_Tot,C11_F_u_a_3_FH_CF_no_ch,C11_F_u_a_3_FH_CF_w_ch,C11_F_u_a_3_FH_One_PFam,C11_F_u_a_3_FH_oth_fa,C11_F_u_a_3_FH_Tot,C11_F_u_a_3_LP_H,C11_F_u_a_3_GH,C11_F_u_a_3_OH,C11_F_u_a_3_Tot,C11_F_u_a_4m_FH_CF_no_ch,C11_F_u_a_4m_FH_CF_w_ch,C11_F_u_a_4m_FH_One_PFam,C11_F_u_a_4m_FH_oth_fa,C11_F_u_a_4m_FH_Tot,C11_F_u_a_4m_LP_H,C11_F_u_a_4m_GH,C11_F_u_a_4m_OH,C11_F_u_a_4m_Tot,C11_F_u_a_a_h_FH_CF_no_ch,C11_F_u_a_a_h_FH_CF_w_ch,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,22,0,0,0,0,0,0,0,5,5,5,0,0,0,5,0,0,0,5,5,0,0,0,5,3,0,24,32,0,0,0,0,0,0,0,0,0,82,100,19,3,204,99,4,61,368,89,93,25,3,210,63,10,29,312,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,4,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,14,5,0,0,0,5,3,0,39,47,0,0,0,0,0,3,0,5,8,0,0,0,0,0,0,0,0,0,5,0,0,0,5,6,0,44,55,0,0,0,0,0,3,0,6,9,94,93,25,3
LGA36360,0,0,5,19,3,5,32,373,111,251,39,774,1384,189,270,2617,158,37,48,5,248,297,25,920,1490,28,30,4,0,62,54,3,37,156,21,17,7,0,45,32,3,4,84,207,84,59,5,355,383,31,961,1730,8,19,3,0,30,13,3,11,57,10055,10885,4329,415,25684,8518,1201,2861,38264,10187,11313,4179,364,26043,6721,1064,1779,35607,211,79,77,13,380,598,29,55,1062,30,20,23,3,76,107,6,22,211,241,99,100,16,456,705,35,77,1273,386,228,291,28,933,1446,149,252,2780,38,15,10,0,63,94,15,28,200,41,11,14,0,66,48,8,27,149,0,0,3,0,3,15,3,4,25,465,254,318,28,1065,1603,175,311,3154,161,24,29,0,214,284,6,1010,1514,25,10,6,0,41,26,0,71,138,25,15,3,3,46,21,3,8,78,211,49,38,3,301,331,9,1089,1730,7,7,0,0,14,12,0,12,38,11111,11722,4635,411
LGA36510,0,0,7,9,0,0,16,56,17,24,7,104,252,19,15,390,18,7,8,0,33,82,0,47,162,6,5,3,0,14,6,0,8,28,14,8,0,0,22,10,3,4,39,38,20,11,0,69,98,3,59,229,0,0,0,0,0,0,0,0,0,3998,3799,1180,104,9081,2566,260,454,12361,4277,4063,1312,93,9745,2383,311,426,12865,45,9,18,3,75,142,5,4,226,17,4,10,3,34,34,4,3,75,62,13,28,6,109,176,9,7,301,29,11,38,5,83,178,9,7,277,5,4,5,0,14,26,0,3,43,0,0,0,0,0,7,0,0,7,7,0,0,0,7,8,3,3,21,41,15,43,5,104,219,12,13,348,33,5,3,0,41,93,3,50,187,7,3,3,0,13,11,0,15,39,13,9,4,0,26,12,0,4,42,53,17,10,0,80,116,3,69,268,5,5,0,0,10,3,0,0,13,4438,4113,1393,104
LGA36580,0,0,3,0,0,0,3,5,3,5,0,13,33,4,4,54,33,15,8,0,56,69,4,59,188,14,12,3,0,29,23,0,10,62,5,9,3,0,17,6,3,0,26,52,36,14,0,102,98,7,69,276,0,3,0,0,3,0,0,3,6,2260,2097,730,48,5135,1423,190,324,7072,2487,2363,848,70,5768,1508,206,252,7734,8,3,9,0,20,14,4,0,38,0,3,0,0,3,3,0,0,6,8,6,9,0,23,17,4,0,44,16,8,7,0,31,58,10,5,104,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,19,8,7,0,34,61,10,5,110,36,6,5,3,50,115,0,62,227,3,7,0,0,10,3,0,12,25,3,0,0,0,3,5,0,4,12,42,13,5,3,63,123,0,78,264,0,0,3,0,3,0,0,3,6,2556,2390,872,73
LGA36630,0,3,3,4,0,3,10,61,20,53,11,145,277,32,41,495,21,16,9,0,46,59,0,135,240,13,13,8,0,34,25,4,8,71,6,4,0,0,10,7,0,0,17,40,33,17,0,90,91,4,143,328,0,0,0,0,0,4,0,0,4,3556,3101,1091,90,7838,2575,271,675,11359,3750,3012,1203,105,8070,2540,321,406,11337,11,4,8,3,26,29,7,3,65,3,0,0,0,3,0,0,3,6,14,4,8,3,29,29,7,6,71,83,39,76,14,212,412,38,45,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,6,83,39,79,14,215,415,38,45,713,44,6,3,0,53,57,3,144,257,13,3,0,0,16,11,3,5,35,9,4,3,0,16,4,3,4,27,66,13,6,0,85,72,9,153,319,5,4,3,0,12,20,0,17,49,3918,3072,1299,122
LGA36660,0,0,4,0,0,0,4,85,40,49,15,189,394,27,35,645,19,5,11,0,35,62,4,41,142,4,5,0,0,9,13,0,10,32,4,8,0,0,12,3,0,0,15,27,18,11,0,56,78,4,51,189,8,0,0,0,8,5,0,0,13,3771,3458,1199,97,8525,3000,261,438,12224,3942,3427,1286,104,8759,2734,297,373,12163,56,17,26,3,102,144,11,9,266,3,0,3,3,9,6,0,0,15,59,17,29,6,111,150,11,9,281,102,21,50,8,181,449,12,33,675,0,0,0,0,0,5,0,0,5,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,102,21,50,8,181,458,12,33,684,12,3,0,0,15,36,3,47,101,8,9,0,0,17,14,3,11,45,14,10,0,0,24,16,3,0,43,34,22,0,0,56,66,9,58,189,9,9,0,0,18,0,0,6,24,4146,3496,1365,118
LGA36710,18,0,69,75,4,13,161,3299,958,1274,131,5662,5491,842,6229,18224,445,102,109,17,673,1028,48,1818,3567,25,26,12,0,63,66,4,49,182,49,45,16,5,115,30,3,6,154,519,173,137,22,851,1124,55,1873,3903,10,6,3,4,23,19,0,12,54,33698,29469,11899,793,75859,23718,4093,12394,116064,29921,30802,10031,680,71434,14866,3029,3028,92357,2280,359,599,41,3279,3672,219,213,7383,1253,582,751,60,2646,1575,347,302,4870,3533,941,1350,101,5925,5247,566,515,12253,1446,466,874,69,2855,3522,424,575,7376,770,215,275,48,1308,1042,256,529,3135,1503,378,299,36,2216,1329,264,731,4540,35,15,17,0,67,101,7,16,191,3754,1074,1465,153,6446,5994,951,1851,15242,559,77,98,6,740,1143,52,1583,3518,23,26,10,4,63,58,5,66,192,31,35,18,3,87,46,8,19,160,613,138,126,13,890,1247,65,1668,3870,15,13,6,0,34,21,0,19,74,37836,32968,12978,947
LGA36810,0,0,7,7,0,3,17,82,43,87,8,220,443,27,58,748,69,25,23,3,120,206,12,379,717,23,8,8,3,42,38,3,48,131,28,31,6,0,65,35,3,11,114,120,64,37,6,227,279,18,438,962,4,3,0,0,7,0,0,0,7,4840,4133,1627,153,10753,3685,379,1383,16200,4892,4062,1684,133,10771,3351,396,747,15265,65,29,38,3,135,140,11,16,302,7,4,4,0,15,14,0,0,29,72,33,42,3,150,154,11,16,331,125,52,97,11,285,535,31,47,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,6,0,0,12,128,55,97,11,291,541,31,47,910,102,19,19,3,143,219,14,543,919,9,8,13,0,30,35,0,63,128,21,12,3,3,39,35,4,14,92,132,39,35,6,212,289,18,620,1139,8,3,0,0,11,8,5,26,50,5232,4192,1858,153
LGA36910,6,0,12,20,0,5,37,757,168,406,75,1406,2634,330,254,4624,57,14,12,0,83,162,8,134,387,9,6,4,0,19,19,0,5,43,20,21,5,4,50,29,3,11,93,86,41,21,4,152,210,11,150,523,0,0,0,0,0,4,0,4,8,14675,16270,5438,638,37021,12174,1813,1767,52775,14631,15963,5262,473,36329,9522,1366,1464,48681,370,168,170,21,729,954,86,98,1867,100,60,65,9,234,201,44,51,530,470,228,235,30,963,1155,130,149,2397,843,365,483,79,1770,3045,246,306,5367,9,6,8,3,26,63,5,14,108,49,12,9,3,73,119,12,33,237,3,4,0,0,7,10,0,4,21,904,387,500,85,1876,3237,263,357,5733,42,4,8,0,54,129,7,179,369,11,3,4,0,18,9,0,17,44,24,15,6,3,48,23,3,4,78,77,22,18,3,120,161,10,200,491,10,10,4,0,24,26,4,6,60,16092,16610,6019,591
LGA36950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,10,0,5,22,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,3,0,0,7,10,0,8,25,68,90,40,0,198,91,11,7,307,127,305,140,16,588,200,32,59,879,70,221,95,11,397,82,13,60,552,8,14,14,0,36,19,5,9,69,18,32,13,0,63,22,6,14,105,26,46,27,0,99,41,11,23,174,37,39,8,3,87,36,5,31,159,3,3,0,0,6,3,0,0,9,0,0,0,0,0,6,0,5,11,3,7,0,0,10,0,0,3,13,43,49,8,3,103,45,5,39,192,0,3,0,0,3,3,0,3,9,0,0,0,0,0,0,0,25,25,5,3,0,0,8,3,3,3,17,5,6,0,0,11,6,3,31,51,0,0,0,0,0,0,3,0,3,144,322,130,14
LGA36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,3,22,19,0,11,52,3,3,3,0,9,0,0,3,12,0,0,0,0,0,0,0,0,0,6,16,6,3,31,19,0,14,64,0,0,0,0,0,4,0,0,4,104,469,230,31,834,179,6,38,1057,93,381,207,31,712,165,11,24,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,13,0,29,13,0,7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,13,0,29,13,0,7,49,0,3,0,4,7,8,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,8,0,4,19,0,0,0,0,0,0,0,0,0,99,394,220,35
LGA37010,3,0,7,13,0,4,24,1552,486,768,128,2934,3371,711,1065,8081,179,30,21,0,230,254,13,836,1333,15,11,3,0,29,69,3,41,142,21,5,3,0,29,9,6,11,55,215,46,27,0,288,332,22,888,1530,0,0,3,0,3,4,0,3,10,14506,17682,6359,703,39250,11397,2813,4200,57660,14080,18553,6048,622,39303,7752,2137,2397,51589,369,221,293,38,921,894,145,131,2091,359,182,219,29,789,532,132,167,1620,728,403,512,67,1710,1426,277,298,3711,915,382,599,86,1982,3061,429,551,6023,322,98,75,23,518,457,182,260,1417,322,102,63,17,504,351,169,249,1273,12,6,6,0,24,28,3,10,65,1571,588,743,126,3028,3897,783,1070,8778,202,24,19,0,245,271,23,767,1306,6,5,0,0,11,18,0,66,95,13,9,4,0,26,20,0,9,55,221,38,23,0,282,309,23,842,1456,10,7,5,3,25,13,5,18,61,16610,19589,7331,818
LGA37300,0,0,0,0,0,0,0,23,8,5,0,36,19,4,34,93,10,0,5,0,15,12,4,50,81,0,0,0,0,0,4,0,21,25,0,3,0,0,3,7,0,0,10,10,3,5,0,18,23,4,71,116,0,0,0,0,0,0,0,0,0,229,368,59,8,664,181,29,174,1048,164,336,59,4,563,62,16,72,713,7,10,6,0,23,15,0,7,45,62,26,3,0,91,49,9,24,173,69,36,9,0,114,64,9,31,218,54,34,8,4,100,45,16,40,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,34,8,4,100,45,16,40,201,3,0,0,0,3,10,0,57,70,0,0,0,0,0,3,0,33,36,0,3,0,0,3,0,0,3,6,3,3,0,0,6,13,0,93,112,0,0,0,0,0,0,0,0,0,290,409,76,8
LGA37310,0,0,0,3,0,0,3,60,7,34,6,107,283,13,54,457,45,26,18,0,89,139,5,147,380,10,15,7,0,32,11,0,14,57,10,9,6,0,25,9,0,4,38,65,50,31,0,146,159,5,165,475,0,0,0,0,0,0,3,0,3,3140,3252,959,105,7456,2440,315,684,10895,3172,3402,966,94,7634,2263,340,711,10948,29,10,13,0,52,60,6,30,148,4,3,3,0,10,3,0,13,26,33,13,16,0,62,63,6,43,174,67,21,14,3,105,262,12,80,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,67,21,14,3,105,265,12,83,465,35,10,6,3,54,87,6,265,412,0,4,0,0,4,12,0,14,30,6,4,3,0,13,7,3,6,29,41,18,9,3,71,106,9,285,471,4,8,0,3,15,0,0,6,21,3317,3462,1005,103
LGA37340,0,3,6,7,0,0,13,278,100,105,12,495,510,122,871,1998,154,32,18,5,209,237,21,1323,1790,22,6,10,0,38,50,4,129,221,11,16,0,4,31,10,0,9,50,187,54,28,9,278,297,25,1461,2061,3,3,0,0,6,0,0,3,9,3265,2834,872,98,7069,2464,535,3166,13234,2791,2684,790,67,6332,1507,335,671,8845,78,47,36,3,164,72,17,42,295,105,73,47,0,225,102,21,71,419,183,120,83,3,389,174,38,113,714,247,102,131,15,495,618,118,298,1529,65,21,17,5,108,88,22,94,312,33,10,0,0,43,40,11,25,119,3,0,0,0,3,12,0,0,15,348,133,148,20,649,758,151,417,1975,154,24,3,0,181,228,16,1144,1569,11,5,4,0,20,17,5,47,89,7,8,3,0,18,5,0,4,27,172,37,10,0,219,250,21,1195,1685,5,8,0,0,13,13,0,11,37,3499,2982,1031,90
LGA37400,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,9,0,0,0,9,16,0,74,99,0,0,0,0,0,4,0,5,9,0,0,0,0,0,0,0,0,0,9,0,0,0,9,20,0,79,108,0,0,0,0,0,0,0,0,0,132,141,48,3,324,171,12,167,674,132,138,42,10,322,135,11,17,485,0,0,0,0,0,12,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,15,5,0,0,0,5,12,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,12,0,0,17,8,3,0,0,11,6,0,118,135,6,0,0,0,6,13,0,28,47,0,0,0,0,0,0,0,0,0,14,3,0,0,17,19,0,146,182,6,0,0,0,6,5,0,28,39,157,141,42,10
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,0,0,0,0,0,0,0,0,15,54,58,13,140,42,6,12,200,14,51,63,11,139,37,3,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,10,0,33,8,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,10,0,33,8,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21,67,73,11
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,6,0,0,3,3,6,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,3,9,3,0,3,15,0,0,0,0,0,0,0,0,0,14,27,18,7,66,19,0,6,91,4,25,15,3,47,8,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,11,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,11,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28,18,3
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9,3,0,0,12,8,7,0,3,18,0,0,0,18,0,0,0,0,0,0,0,0,0,14,10,0,3,27,3,0,0,30,0,0,0,0,0,0,0,0,0,48,191,107,24,370,32,0,3,405,23,144,140,22,329,17,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,9,0,22,13,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,9,0,22,13,0,0,35,5,0,0,0,5,7,0,0,12,3,6,8,5,22,7,0,0,29,0,0,0,0,0,0,0,0,0,8,6,8,5,27,14,0,0,41,0,0,0,0,0,0,0,0,0,39,155,157,27
LGA39399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,0,0,0,0,0,5,5,526,90,88,94,798,1338,514,602,3252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,137,3,4,4,0,11,8,6,3,28,3,4,4,0,11,145,6,3,165,0,0,0,0,0,0,3,0,3,1718,574,318,170,2780,2938,1040,1083,7841,351,226,58,21,656,278,85,69,1088,215,76,63,24,378,454,127,86,1045,616,192,97,55,960,600,345,169,2074,831,268,160,79,1338,1054,472,255,3119,265,66,42,21,394,512,128,164,1198,187,53,26,22,288,434,130,141,993,459,100,66,84,709,1149,501,528,2887,3,0,0,0,3,3,3,0,9,914,219,134,127,1394,2098,762,833,5087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,101,8,3,0,0,11,6,5,3,25,8,3,0,0,11,6,5,104,126,3,0,0,0,3,7,6,3,19,2107,716,352,227
LGA40120,0,0,6,5,0,0,11,44,13,14,0,71,126,6,8,211,7,11,3,0,21,14,0,5,40,5,0,0,0,5,4,0,0,9,8,16,3,0,27,10,0,0,37,20,27,6,0,53,28,0,5,86,0,3,0,0,3,0,0,0,3,4120,5326,1093,74,10613,2375,242,454,13684,4184,5380,1050,73,10687,2224,224,278,13413,63,14,18,0,95,173,4,3,275,20,8,7,0,35,23,3,3,64,83,22,25,0,130,196,7,6,339,18,9,8,0,35,52,0,3,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,3,12,18,12,8,0,38,58,0,6,102,3,0,0,0,3,9,0,6,18,0,0,0,0,0,6,0,0,6,4,3,5,0,12,5,0,3,20,7,3,5,0,15,20,0,9,44,0,0,0,0,0,9,0,3,12,4292,5417,1088,73
LGA40220,3,0,3,0,0,0,3,80,11,12,0,103,219,8,29,359,36,15,3,0,54,48,0,26,128,3,3,0,0,6,4,0,3,13,7,6,0,0,13,5,0,3,21,46,24,3,0,73,57,0,32,162,0,0,0,0,0,0,0,3,3,2917,2048,679,48,5692,2022,151,637,8502,3423,2261,806,54,6544,2067,190,286,9087,115,10,12,7,144,203,6,7,360,18,3,12,0,33,15,3,3,54,133,13,24,7,177,218,9,10,414,22,7,14,0,43,127,3,9,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,22,7,14,0,43,130,3,12,188,18,3,0,0,21,50,4,27,102,3,4,3,3,13,5,3,0,21,7,7,0,3,17,4,3,3,27,28,14,3,6,51,59,10,30,150,0,0,0,0,0,6,0,0,6,3606,2295,847,67
LGA40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,3,3,17,8,6,3,0,17,6,0,3,26,0,3,0,0,3,0,0,0,3,11,9,3,0,23,14,3,6,46,0,0,0,0,0,0,0,0,0,82,166,86,9,343,134,8,59,544,77,184,88,14,363,105,11,36,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9,33,0,11,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9,33,0,11,53,0,0,0,0,0,6,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,14,0,0,0,0,0,0,0,3,3,83,187,88,14
