region_id,C06_Tot_resp_Bplace_ns,C06_Tot_resp_Tot_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Polish_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Russian_Birthplac_ns,C11_Rus_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_Sinha_BP_B_OS,C11_Sinh_Fa_O_B_OS,C11_Sinh_Mo_O_B_OS,C11_Sinh_BP_B_Aus,C11_Sinha_Bplace_NS,C11_Sinha_Tot_resp,C11_S_Afr_BP_B_OS,C11_S_Af_Fa_O_B_OS,C11_S_Af_Mo_O_B_OS,C11_S_Af_BP_B_Aus,C11_S_Af_Bplace_NS,C11_S_Af_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_Turk_BP_B_OS,C11_Turk_Fa_O_B_OS,C11_Turk_Mo_O_B_OS,C11_Turk_BP_B_Aus,C11_Turk_Bplace_NS,C11_Turk_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Welsh_BP_B_OS,C11_Wels_Fa_O_B_OS,C11_Wels_Mo_O_B_OS,C11_Wels_BP_B_Aus,C11_Welsh_Bplace_NS,C11_Welsh_Tot_resp,C11_Other_BP_B_OS,C11_Othr_Fa_O_B_OS,C11_Othr_Mo_O_B_OS,C11_Othr_BP_B_Aus,C11_Other_Bplace_NS,C11_Other_Tot_resp,C11_Anc_ns_Bo_pa_born_os,C11_Anc_ns_Fa_on_born_os,C11_Anc_ns_Mo_on_born_os,C11_Anc_ns_Bo_pa_bor_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_T_resp
LGA17150,12420,264035,48022,15607,9988,117319,11361,202295,1125,8466,6093,63405,1338,80427,0,18,3,179,5,205,4521,168,275,424,99,5487,951,136,66,262,14,1429,1326,433,257,631,36,2683,13390,7334,5072,50678,1413,77887,1010,36,205,35,18,1304,479,128,76,488,19,1190,1820,632,402,3558,98,6510,3567,779,389,1834,156,6725,371,90,45,98,6,610,1538,112,59,47,26,1782,3011,1699,1107,18689,405,24911,3387,1173,453,3146,145,8304,207,5,25,18,3,258,1312,242,132,356,52,2094,1066,144,49,179,23,1461,985,330,162,640,24,2141,845,178,68,54,20,1165,1000,423,295,137,27,1882,802,122,96,235,15,1270,748,61,60,96,16,981,3091,1633,1188,12206,300,18418,340,57,21,42,10,470,25,0,3,0,0,28,712,114,86,53,11,976,693,58,63,123,13,950,221,29,16,13,10,289,429,6,36,10,16,497,488,188,108,586,23,1393,8997,1681,1366,1970,236,14250,794,243,189,2148,6019,9393
LGA17200,43880,205879,64664,8548,5647,44870,43268,167006,1005,4753,3581,22592,603,32534,4,43,15,428,18,508,19698,331,388,385,327,21129,573,92,50,95,6,816,1083,368,236,341,19,2047,15023,4230,3065,22004,765,45087,1621,35,185,12,37,1890,1609,154,89,374,28,2254,2448,498,362,2634,90,6032,2176,384,159,706,67,3492,553,124,59,75,13,824,2774,83,71,38,41,3007,4955,1337,959,11835,314,19400,2664,729,292,1373,78,5136,3070,22,25,22,61,3200,817,131,50,231,24,1253,253,25,14,27,3,322,414,126,83,189,5,817,604,62,41,33,15,755,1531,221,163,74,19,2008,1159,190,108,252,24,1733,1511,80,84,127,31,1833,3680,1140,831,7674,201,13526,562,32,19,26,8,647,42,0,0,0,3,45,633,69,40,3,4,749,1081,58,41,109,27,1316,654,33,12,15,13,727,1925,18,29,13,56,2041,515,111,78,456,5,1165,21495,1394,1172,1429,438,25928,1036,83,54,596,26227,27996
LGA17310,3489,68533,3406,2110,1471,43321,3215,53532,84,1210,846,24675,629,27444,0,7,0,322,9,338,206,20,18,182,9,435,24,8,3,9,0,44,181,78,45,134,10,448,1393,1076,743,18814,583,22609,140,8,30,4,13,195,35,23,11,122,3,194,227,97,59,1958,34,2375,42,11,10,58,4,125,33,4,4,17,0,58,117,7,3,18,3,148,243,191,120,5518,134,6206,107,69,19,373,13,581,49,0,3,0,3,55,35,15,4,25,8,87,5,3,0,3,0,11,69,32,9,51,3,164,59,10,13,34,4,120,116,64,45,30,6,261,52,14,15,42,0,123,29,7,0,14,0,50,351,263,194,4417,104,5329,5,0,0,3,0,8,8,0,0,0,0,8,77,12,8,6,3,106,30,7,5,56,0,98,6,6,0,0,0,12,10,0,3,0,0,13,56,36,14,122,3,231,520,181,112,354,32,1199,64,37,27,1374,2643,4145
LGA17350,324,7333,295,179,121,4836,278,5714,7,89,68,2315,48,2527,0,0,0,5,0,5,14,0,0,16,0,30,3,0,0,0,0,3,30,16,7,9,0,62,153,112,71,2005,53,2394,23,0,0,0,0,23,0,0,0,14,0,14,26,13,9,555,8,611,6,3,0,12,0,21,4,0,0,0,0,4,3,0,0,0,0,3,18,26,12,655,9,720,17,5,0,32,3,57,4,0,0,3,0,7,0,0,0,6,0,6,0,0,0,0,0,0,5,3,0,7,0,15,4,0,0,0,0,4,4,0,0,3,0,7,6,0,0,6,0,12,0,0,0,0,0,0,39,22,18,502,6,587,3,3,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,3,0,6,0,0,0,0,0,0,7,0,0,0,0,7,8,4,3,9,0,24,39,11,3,25,0,78,3,0,3,135,149,290
LGA17400,380,8539,565,315,196,5145,335,6547,12,154,127,2418,67,2778,0,3,0,165,6,174,14,6,3,19,3,45,0,0,0,0,0,0,37,16,7,20,0,80,249,169,108,2068,60,2654,17,0,6,0,0,23,6,3,0,17,0,26,51,20,13,394,8,486,3,3,0,8,0,14,4,3,0,0,0,7,3,0,3,0,0,6,61,29,33,745,20,888,39,18,4,93,3,157,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,0,9,4,0,7,3,0,14,7,3,5,3,0,18,9,3,0,6,0,18,3,0,0,0,0,3,68,39,34,564,19,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,16,3,0,0,0,0,3,0,0,0,0,0,0,9,4,3,23,0,39,90,35,20,61,0,206,19,21,0,151,328,519
LGA17420,7398,199856,65201,11104,7328,67294,6743,157668,1351,5739,4049,35633,741,47513,0,7,0,77,0,84,16887,248,393,414,291,18233,983,180,80,259,33,1535,1194,346,174,465,24,2203,10836,4554,3078,26706,752,45926,2894,78,174,18,51,3215,370,63,63,243,10,749,1495,392,285,2123,53,4348,1361,285,139,784,42,2611,434,70,37,77,9,627,6572,118,108,60,127,6985,2338,1069,749,9604,182,13942,3681,1154,490,2662,124,8111,3642,12,42,20,85,3801,2161,453,235,795,76,3720,123,19,5,22,0,169,1316,364,200,851,37,2768,288,50,41,22,11,412,779,269,226,79,16,1369,1035,122,114,194,14,1479,545,60,43,131,6,785,2321,1047,744,7220,137,11469,365,65,28,47,17,522,669,4,0,0,6,679,1322,95,75,42,19,1553,837,107,60,81,18,1103,534,63,12,24,6,639,687,24,19,7,21,758,316,96,48,322,3,785,15536,1306,957,1220,329,19348,1029,149,132,1132,3563,6005
LGA17450,342,4349,331,159,89,2572,327,3482,10,74,53,1269,39,1445,0,0,0,0,0,0,13,0,0,9,0,22,3,0,0,3,3,9,26,3,0,11,3,43,130,75,45,978,32,1260,3,3,0,0,0,6,5,3,3,9,4,24,26,5,7,133,3,174,3,0,3,3,0,9,3,0,0,3,0,6,0,0,0,0,0,0,20,21,16,263,11,331,6,3,8,17,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,13,10,3,0,3,0,16,12,8,3,0,0,23,14,3,4,5,0,26,0,0,0,0,0,0,26,27,29,285,5,372,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,12,82,8,13,19,3,125,8,4,3,79,224,318
LGA17500,654,13582,988,421,325,8376,587,10695,19,206,172,4384,144,4925,0,0,0,105,3,108,44,5,0,16,0,65,18,10,0,0,3,31,62,15,17,25,4,123,380,187,155,3704,92,4518,33,0,6,0,3,42,7,5,0,29,0,41,105,27,20,317,9,478,9,5,0,9,3,26,11,0,0,6,0,17,28,0,0,0,0,28,71,31,20,1177,23,1322,29,17,3,71,3,123,3,0,0,0,0,3,5,0,4,7,0,16,3,3,0,0,0,6,5,4,3,7,0,19,30,21,12,6,4,73,31,18,17,9,0,75,16,0,5,15,0,36,3,0,5,0,0,8,110,51,56,699,14,930,0,4,0,0,0,4,0,0,0,0,0,0,71,3,4,0,0,78,3,3,3,3,0,12,3,0,0,0,0,3,3,0,0,0,0,3,10,7,3,11,0,31,199,18,32,55,3,307,13,11,14,256,390,684
LGA17550,6699,105627,13760,5215,3565,52756,6087,81382,392,2954,2171,28173,877,34567,3,16,5,320,13,357,380,37,34,189,17,657,93,23,7,25,5,153,588,193,127,292,28,1228,7485,2964,2053,23488,900,36890,274,7,103,14,21,419,197,36,26,229,14,502,768,283,179,2397,58,3685,124,79,20,178,4,405,110,29,6,31,0,176,308,27,37,19,15,406,1260,683,426,8623,249,11241,526,259,99,920,39,1843,32,0,3,0,3,38,26,24,7,53,3,113,16,8,0,16,0,40,133,42,24,64,11,274,396,70,52,48,11,577,535,191,127,50,28,931,188,38,23,73,7,329,101,26,25,60,7,219,1766,678,486,6184,161,9275,29,3,0,0,3,35,0,0,0,0,0,0,163,36,20,12,3,234,113,18,10,96,5,242,15,10,0,3,0,28,30,12,7,3,0,52,260,70,37,239,10,616,1941,544,371,1100,104,4060,242,88,78,1470,3734,5612
LGA17620,818,16273,986,497,375,10225,760,12855,13,288,227,5775,145,6448,0,0,0,23,0,23,53,3,0,22,0,78,9,0,0,5,0,14,57,24,20,20,0,121,443,283,218,4647,147,5738,35,0,0,0,3,38,10,4,0,29,0,43,54,27,29,376,14,500,3,4,3,14,0,24,7,3,0,0,0,10,5,0,0,0,4,9,128,49,34,1257,21,1489,29,16,5,93,0,143,5,0,0,0,0,5,14,3,3,7,0,27,0,0,0,0,0,0,15,4,8,23,0,50,24,3,3,3,8,41,55,13,19,11,0,98,6,5,0,3,0,14,5,3,0,0,0,8,123,87,62,1118,26,1416,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,0,0,21,3,3,0,16,0,22,0,0,0,0,0,0,0,0,0,0,0,0,15,11,3,38,0,67,175,30,34,63,7,309,24,8,5,352,622,1011
LGA17640,529,8584,541,252,217,5340,474,6826,13,152,107,2639,63,2974,0,0,0,11,0,11,16,3,0,12,0,31,3,3,0,4,0,10,32,7,12,35,4,90,290,157,102,2425,65,3039,9,4,0,3,0,16,4,0,0,17,0,21,52,6,10,145,8,221,20,6,9,5,0,40,3,3,0,4,0,10,3,0,0,0,0,3,68,32,25,1127,15,1267,23,3,0,36,3,65,4,3,0,0,0,7,3,3,0,0,0,6,4,0,0,0,0,4,17,8,0,11,0,36,3,0,0,0,4,7,10,6,3,3,0,22,14,4,0,3,3,24,3,0,3,0,0,6,81,45,33,624,27,810,3,0,0,0,0,3,0,0,0,0,0,0,10,3,0,0,0,13,6,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,15,0,26,81,26,11,38,5,161,15,9,3,137,244,408
LGA17650,302,7315,480,272,185,4430,284,5654,11,150,107,2483,50,2801,0,0,0,25,3,28,13,11,0,12,0,36,0,0,0,3,0,3,33,10,4,26,0,73,215,152,100,1952,40,2459,4,0,3,0,0,7,9,0,8,8,0,25,43,13,9,180,3,248,5,3,0,3,0,11,3,6,0,0,0,9,0,0,0,0,0,0,41,39,19,670,20,789,17,11,0,38,0,66,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,10,0,9,0,22,6,3,10,3,0,22,4,8,6,4,0,22,9,0,0,7,4,20,0,0,0,10,0,10,50,39,32,474,11,606,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,9,0,12,0,0,0,0,0,0,3,0,0,0,0,3,8,3,3,21,0,35,78,34,13,34,4,163,3,0,6,117,171,297
LGA17700,55,1534,63,39,30,1041,57,1227,5,13,9,462,11,500,0,0,0,4,0,4,0,0,0,9,0,9,0,0,0,0,0,0,7,0,0,0,0,7,25,23,14,355,11,428,0,0,3,0,0,3,0,0,0,0,0,0,4,4,0,66,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,157,3,172,5,8,3,17,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,103,4,121,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,7,0,13,3,0,3,34,56,96
LGA17750,3050,74628,4876,2560,1836,45398,2776,57437,146,1376,1053,24163,644,27382,0,9,0,280,24,313,461,15,33,116,10,635,42,7,3,16,0,68,261,129,81,296,12,779,1584,1288,869,18803,603,23147,163,0,44,11,3,221,61,15,13,158,3,250,294,152,111,2604,36,3197,78,45,13,123,4,263,46,10,4,32,3,95,329,8,3,10,12,362,369,296,212,7200,172,8249,195,121,33,705,24,1078,46,0,3,3,0,52,17,13,7,36,0,73,3,7,0,4,0,14,47,24,13,85,3,172,49,21,14,27,11,122,125,77,49,45,10,306,97,18,13,69,3,200,27,9,3,9,0,48,436,304,281,4972,105,6098,30,3,0,0,0,33,22,0,3,0,0,25,114,19,20,10,0,163,41,6,3,65,3,118,12,0,3,0,0,15,71,0,0,0,0,71,47,31,12,151,0,241,1589,275,196,457,77,2594,131,54,44,1238,1800,3267
LGA17800,309,5427,300,135,129,3476,287,4330,5,60,72,1531,45,1713,0,0,0,8,0,8,10,0,0,4,0,14,0,0,0,0,0,0,21,3,0,12,0,36,93,66,60,1330,52,1601,17,0,3,0,0,20,0,0,0,9,0,9,21,7,7,145,0,180,6,3,0,3,0,12,0,0,0,0,0,0,14,0,0,0,0,14,15,16,12,414,7,464,35,14,3,61,5,118,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,11,6,4,3,0,0,13,3,0,0,3,0,6,0,0,0,3,0,3,35,17,13,372,11,448,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,17,42,4,0,25,3,74,23,4,5,100,202,334
LGA17850,159,4066,164,111,86,2686,150,3198,3,60,49,1311,35,1458,0,0,0,8,0,8,12,0,0,3,0,15,0,0,0,0,0,0,6,3,0,4,0,13,77,50,53,1118,24,1322,0,0,0,0,0,0,9,0,0,6,0,15,18,7,5,123,3,156,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,14,8,11,325,10,368,6,3,0,20,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,11,13,0,0,0,0,13,7,3,3,0,3,16,3,0,0,0,0,3,3,0,0,0,0,3,24,18,9,315,6,372,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,18,0,24,27,5,9,16,0,57,5,3,0,42,53,103
LGA17900,704,8882,894,250,167,5291,677,7273,18,117,84,2503,115,2837,0,6,0,370,9,385,10,0,4,24,0,38,49,0,0,0,0,49,30,6,9,13,3,61,231,99,76,1754,75,2235,38,0,5,0,3,46,10,0,0,15,0,25,66,14,10,184,0,274,13,0,4,14,0,31,30,0,3,11,0,44,11,0,4,7,0,22,57,22,20,548,10,657,20,3,0,39,0,62,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,18,0,3,0,0,21,11,3,0,3,0,17,14,4,3,3,0,24,3,0,0,0,0,3,51,21,13,370,12,467,45,7,0,0,0,52,0,0,0,0,0,0,14,3,0,0,0,17,4,3,0,3,4,14,0,4,0,0,0,4,0,0,0,0,0,0,11,5,0,17,3,36,190,26,16,42,12,286,40,12,0,210,556,818
LGA17950,120,3267,86,75,65,2330,110,2668,3,45,27,1242,27,1344,0,0,0,25,4,29,4,0,3,11,0,18,0,3,0,0,0,3,9,3,4,6,0,22,53,37,35,978,25,1128,0,3,0,0,0,3,3,0,0,8,0,11,5,3,0,43,0,51,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,13,12,371,7,417,4,0,0,14,0,18,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,3,4,0,3,0,10,0,0,0,0,3,3,3,5,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,5,24,15,9,233,8,289,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,0,3,0,3,0,4,0,7,18,0,6,16,0,40,3,3,7,91,88,192
LGA18000,8925,173475,45052,11048,7662,60305,8161,132223,1197,6561,5040,32254,898,45950,0,9,0,37,4,50,3965,171,235,286,93,4750,723,116,47,161,31,1078,1418,414,250,462,37,2581,16387,5646,3903,25464,955,52355,1209,18,130,11,36,1404,767,139,111,332,33,1382,2021,480,309,1934,73,4817,733,196,87,439,22,1477,358,79,36,76,8,557,1213,63,34,53,30,1393,3143,1238,891,9793,262,15327,4018,887,355,1899,167,7326,690,3,15,4,26,738,240,84,36,96,4,460,117,7,9,17,0,150,225,73,41,108,4,451,486,82,29,23,28,648,1197,380,293,121,33,2024,599,84,51,124,14,872,380,46,33,78,10,547,3376,1271,927,7021,170,12765,845,56,24,43,24,992,17,0,0,0,0,17,1129,136,88,27,12,1392,549,41,43,88,11,732,106,8,6,3,8,131,267,4,19,0,5,295,594,128,93,307,20,1142,10549,1445,1180,1115,265,14554,718,146,128,978,4734,6704
LGA18020,734,12346,728,383,266,7797,663,9837,17,181,148,4014,111,4471,0,3,0,90,7,100,19,4,3,30,0,56,3,0,0,0,0,3,42,12,12,19,0,85,294,203,128,3254,100,3979,16,0,4,3,0,23,4,0,0,11,0,15,60,24,10,270,6,370,14,4,0,4,0,22,15,5,0,3,0,23,3,0,0,0,0,3,31,24,21,869,25,970,18,10,3,57,7,95,3,0,0,0,0,3,5,0,3,7,0,15,0,0,0,0,0,0,9,6,0,8,0,23,4,3,7,3,0,17,13,5,6,4,0,28,19,4,0,3,0,26,3,0,0,0,0,3,65,41,40,800,20,966,3,0,0,4,0,7,0,0,0,0,0,0,0,0,5,3,0,8,8,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,16,4,8,27,0,55,74,21,20,54,3,172,10,12,8,204,474,708
LGA18050,10849,76074,25696,4327,2827,16439,10544,59834,602,2458,1760,8165,252,13237,0,3,4,26,0,33,1311,101,105,118,34,1669,200,25,20,39,11,295,373,120,63,115,6,677,6952,1808,1242,6757,373,17132,352,3,46,8,12,421,701,71,42,130,7,951,1286,232,136,735,46,2435,847,151,69,398,32,1497,852,93,60,101,14,1120,355,25,33,13,3,429,2692,511,383,3915,135,7636,1345,300,133,542,44,2364,290,0,14,7,3,314,225,48,14,73,11,371,51,3,3,3,0,60,144,36,21,37,5,243,219,32,20,9,5,285,604,98,102,19,20,843,921,139,82,160,24,1326,1508,75,56,108,28,1775,1403,466,311,2257,72,4509,134,8,4,10,4,160,13,0,0,3,0,16,1737,138,90,16,35,2016,439,18,30,42,10,539,103,20,3,3,3,132,98,6,3,0,3,110,258,36,25,107,8,434,8438,1008,759,779,182,11166,478,68,52,270,6409,7277
LGA18100,152,4591,238,139,118,2942,139,3567,3,75,66,1512,45,1701,0,0,0,3,0,3,10,3,0,3,0,16,0,0,0,0,0,0,14,3,11,4,0,32,110,77,61,1316,38,1602,8,0,4,0,0,12,0,0,0,7,0,7,16,0,5,94,3,118,3,0,0,3,0,6,3,0,0,0,0,3,3,0,0,3,0,6,20,17,14,420,12,483,10,3,4,19,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,3,3,4,0,0,10,3,0,0,4,0,7,0,0,0,0,0,0,25,25,17,311,12,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,11,33,7,6,23,0,69,5,6,0,77,101,189
LGA18150,676,10326,482,312,237,6523,606,8156,14,153,138,3454,132,3891,0,3,0,125,7,135,18,0,3,61,0,82,0,3,0,0,0,3,43,9,10,23,3,88,181,140,108,2648,105,3182,18,0,0,0,0,18,3,0,0,17,0,20,35,14,7,214,10,280,7,3,0,10,0,20,13,7,0,0,0,20,7,0,0,0,0,7,27,37,24,809,27,924,13,8,0,59,4,84,0,0,3,0,0,3,0,0,0,5,0,5,0,0,0,0,0,0,12,6,0,12,0,30,8,3,3,0,0,14,21,5,12,9,0,47,8,3,3,3,0,17,4,3,0,3,0,10,46,40,22,520,3,631,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,16,10,0,0,3,0,13,0,3,0,0,0,3,6,0,0,0,0,6,6,3,3,16,0,28,74,19,15,46,3,157,22,5,4,199,824,1054
LGA18200,589,8872,621,291,175,5420,540,7046,17,121,77,2682,87,2984,4,3,8,199,7,221,5,0,0,13,0,18,12,0,0,8,0,20,31,14,16,9,0,70,219,109,118,2259,88,2793,4,0,0,0,0,4,3,8,0,13,0,24,31,10,12,367,6,426,8,9,0,10,0,27,10,3,0,3,0,16,3,0,0,0,0,3,27,21,18,594,21,681,139,33,10,162,3,347,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,14,0,20,11,0,0,9,0,20,20,4,3,5,0,32,8,4,3,7,0,22,0,0,0,0,0,0,49,23,20,553,19,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,6,0,0,0,0,6,12,0,3,12,3,30,69,22,8,48,0,147,18,4,4,155,335,516
LGA18250,5097,80544,30270,4328,3098,21223,4806,63725,547,2506,1935,10567,205,15760,0,3,3,16,0,22,11491,199,337,209,167,12403,481,54,30,64,5,634,390,129,88,94,7,708,5233,2030,1340,8787,287,17677,692,8,60,0,16,776,269,51,38,113,8,479,698,173,115,726,23,1735,472,107,42,222,13,856,292,46,18,65,3,424,1521,19,37,29,28,1634,1153,562,372,4162,109,6358,1161,256,150,616,27,2210,2432,7,29,10,45,2523,350,68,28,89,16,551,114,16,7,7,0,144,73,21,22,48,3,167,77,5,13,3,5,103,544,123,106,17,9,799,350,55,44,59,4,512,302,19,21,36,3,381,1105,447,348,2855,52,4807,140,11,8,12,0,171,30,3,3,0,0,36,387,51,25,3,4,470,261,17,25,21,5,329,67,5,0,3,3,78,206,10,16,0,6,238,186,44,29,120,5,384,7079,597,607,504,145,8932,415,33,38,305,2824,3615
