region_id,C01_CF_1F1NW_800_999,C01_CF_1F1NW_1000_1499,C01_CF_1F1NW_1500_1999,C01_CF_1F1NW_2000_2499,C01_CF_1F1NW_2500_2999,C01_CF_1F1NW_3000mo,C01_CF_1F1NW_Ns,C01_CF_1F1NW_Tot,C01_CF_1P1NW_N,C01_CF_1P1NW_1_199,C01_CF_1P1NW_200_399,C01_CF_1P1NW_400_599,C01_CF_1P1NW_600_799,C01_CF_1P1NW_800_999,C01_CF_1P1NW_1000_1499,C01_CF_1P1NW_1500_1999,C01_CF_1P1NW_2000_2499,C01_CF_1P1NW_2500_2999,C01_CF_1P1NW_3000_mr,C01_CF_1P1NW_Ns,C01_CF_1P1NW_T,C01_CF_1A1NW_N,C01_CF_1A1NW__1_199,C01_CF_1A1NW_200_399,C01_CF_1A1NW_400_599,C01_CF_1A1NW_600_799,C01_CF_1A1NW_800_999,C01_CF_1A1NW_1000_1499,C01_CF_1A1NW_1500_1999,C01_CF_1A1NW_2000_2499,C01_CF_1A1NW_2500_2999,C01_CF_1A1NW_3000m,C01_CF_1A1NW_Ns,C01_CF_1A1NW_T,C01_CF_BA_N,C01_CF_BA_1_199,C01_CF_BA_200_399,C01_CF_BA_400_599,C01_CF_BA_600_799,C01_CF_BA_800_999,C01_CF_BA_1000_1499,C01_CF_BA_1500_1999,C01_CF_BA_2000_2499,C01_CF_BA_2500_2999,C01_CF_BA_3000_more,C01_CF_BA_Ns,C01_fc_BA_Tot,C01_CF_BNW_N,C01_CF_BNW_1_199,C01_CF_BNW_200_399,C01_CF_BNW_400_599,C01_CF_BNW_600_799,C01_CF_BNW_800_999,C01_CF_BNW_1000_1499,C01_CF_BNW_1500_1999,C01_CF_BNW_2000_2499,C01_CF_BNW_2500_2999,C01_CF_BNW_3000_more,C01_CF_BNW_Ns,C01_CF_BNW_Tot,C01_CF_LFns_N,C01_CF_LFns_1_199,C01_CF_LFns_200_399,C01_CF_LFns_400_599,C01_CF_LFns_600_799,C01_CF_LFns_800_999,C01_CF_LFns_1000_1499,C01_CF_LFns_1500_1999,C01_CF_LFns_2000_2499,C01_CF_LFns_2500_2999,C01_CF_LFns_3000_more,C01_CF_LFns_Ns,C01_CF_LFns_Tot,C01_CF_Tot_N,C01_CF_Tot_1_199,C01_CF_Tot_200_399,C01_CF_Tot_400_599,C01_CF_Tot_600_799,C01_CF_Tot_800_999,C01_CF_Tot_1000_1499,C01_CF_Tot_1500_1999,C01_CF_Tot_2000_2499,C01_CF_Tot_2500_2999,C01_CF_Tot_3000_more,C01_CF_TFI_Ns,C01_CF_T_T,C01_1PF_F_N,C01_1PF_F_1_199,C01_1PF_F_200_399,C01_1PF_F_400_599,C01_1PF_F_600_799,C01_1PF_F_800_999,C01_1PF_F_1000_1499,C01_1PF_F_1500_1999,C01_1PF_F_2000_2499,C01_1PF_F_2500_2999,C01_1PF_F_3000_more,C01_1PF_F_Ns,C01_1PF_F_T,C01_1PF_P_N,C01_1PF_P_1_199,C01_1PF_P_200_399,C01_1PF_P_400_599,C01_1PF_P_600_799,C01_1PF_P_800_999,C01_1PF_P_1000_1499,C01_1PF_P_1500_1999,C01_1PF_P_2000_2499,C01_1PF_P_2500_2999,C01_1PF_P_3000_more,C01_1PF_P_Ns,C01_1PF_P_T,C01_1PF_A_N,C01_1PF_A_1_199,C01_1PF_A_200_399,C01_1PF_A_400_599,C01_1PF_A_600_799,C01_1PF_A_800_999,C01_1PF_A_1000_1499,C01_1PF_A_1500_1999,C01_1PF_A_2000_2499,C01_1PF_A_2500_2999,C01_1PF_A_3000_more,C01_1PF_A_Ns,C01_1PF_A_T,C01_1PF_U_N,C01_1PF_U_1_199,C01_1PF_U_200_399,C01_1PF_U_400_599,C01_1PF_U_600_799,C01_1PF_U_800_999,C01_1PF_U_1000_1499,C01_1PF_U_1500_1999,C01_1PF_U_2000_2499,C01_1PF_U_2500_2999,C01_1PF_U_3000_more,C01_1PF_U_Ns,C01_1PF_U_T,C01_1PF_N_lf_Fi_N,C01_1PF_N_lf_Fi_1_199,C01_1PF_N_lf_Fi_200_399,C01_1PF_N_lf_Fi_400_599,C01_1PF_N_lf_Fi_600_799,C01_1PF_N_lf_Fi_800_999,C01_1PF_N_lf_Fi_1000_1499,C01_1PF_N_lf_Fi_1500_1999,C01_1PF_N_lf_Fi_2000_2499,C01_1PF_N_lf_Fi_2500_2999,C01_1PF_N_lf_Fi_3000_more,C01_1PF_N_lf_Fi_Ns,C01_1PF_N_the_lf_Tot,C01_1PF_LFns_N,C01_1PF_LFns_1_199,C01_1PF_LFns_200_399,C01_1PF_LFns_400_599,C01_1PF_LFns_600_799,C01_1PF_LFns_800_999,C01_1PF_LFns_1000_1499,C01_1PF_LFns_1500_1999,C01_1PF_LFns_2000_2499,C01_1PF_LFns_2500_2999,C01_1PF_LFns_3000mo,C01_1PF_LFns_Ns,C01_1PF_LF_NS_T,C01_1PF_TFI_N,C01_1PF_TFI_1_199,C01_1PF_TFI_200_399,C01_1PF_TFI_400_599,C01_1PF_TFI_600_799,C01_1PF_TFI_800_999,C01_1PF_T_Fi_1000_1499,C01_1PF_T_Fi_1500_1999,C01_1PF_T_Fi_2000_2499,C01_1PF_T_Fi_2500_2999,C01_1PF_TFI_3000_mr,C01_One_par_f_TFI_Ns,C01_One_parent_f_T_T,C01_TFI_N,C01_TFI_1_199,C01_TFI_200_399,C01_TFI_400_599,C01_TFI_600_799,C01_TFI_800_999,C01_TFI_1000_1499,C01_TFI_1500_1999,C01_TFI_2000_2499,C01_TFI_2500_2999,C01_TFI_3000_more,C01_TFI_Ns,C01_T_T,C06_CFNC_BF_N,C06_CFNC_BF_1_199,C06_CFNC_BF_200_399,C06_CFNC_BF_400_599,C06_CFNC_BF_600_799,C06_CFNC_BF_800_999,C06_CFNC_BF_1000_1499,C06_CFNC_BF_1500_1999,C06_CFNC_BF_2000_2499,C06_CFNC_BF_2500_2999
LGA17400,23,17,4,0,0,0,16,126,0,0,6,14,15,4,4,0,0,0,0,4,47,0,0,0,4,5,4,3,0,0,0,0,4,20,0,0,0,3,0,3,3,0,0,0,0,3,12,3,0,26,26,24,9,8,4,0,0,0,8,108,0,0,0,3,0,0,0,0,0,0,0,32,35,6,6,45,105,117,85,121,48,11,3,3,115,665,0,3,4,8,9,3,5,0,0,0,0,6,38,3,0,12,20,6,3,3,0,0,0,0,5,52,3,0,0,3,0,0,3,0,0,0,0,0,9,0,0,9,3,3,0,0,0,0,0,0,3,18,0,13,67,38,20,10,8,0,0,0,0,16,172,0,0,3,0,0,3,0,0,0,0,0,4,10,6,16,95,72,38,19,19,0,0,0,0,34,299,28,34,368,314,236,154,222,96,22,9,12,238,1733,5,4,6,8,7,6,53,24,10,8
LGA17420,484,1073,1597,436,208,175,550,5001,0,9,38,93,87,71,170,111,60,36,32,118,825,0,0,9,17,29,29,59,72,20,14,12,63,324,0,0,3,5,13,15,48,48,54,31,26,80,323,49,22,128,138,138,118,274,174,86,37,30,183,1377,0,3,0,4,7,3,12,5,0,0,3,1065,1102,63,50,244,540,884,1271,3961,5105,3770,2067,1837,3746,23538,0,0,15,76,140,150,358,259,106,34,15,196,1349,0,16,86,165,127,93,91,52,19,5,3,71,728,3,0,5,10,8,9,11,11,6,5,0,20,88,8,10,35,12,6,5,9,3,0,0,3,16,107,44,67,207,207,149,105,149,54,25,12,7,137,1163,0,0,3,3,0,0,5,0,0,0,0,28,39,55,93,351,473,430,362,623,379,156,56,28,468,3474,237,220,1557,2150,2283,2482,6455,7475,5321,2846,2121,5024,38171,7,3,0,14,34,22,479,640,880,667
LGA17450,25,18,3,0,0,0,5,90,0,0,0,4,0,3,0,0,0,0,0,0,7,0,0,0,3,5,3,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,7,13,4,7,0,0,3,0,0,4,38,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,7,43,63,71,78,38,10,3,0,59,372,0,0,0,3,7,0,3,0,0,0,0,3,16,0,0,6,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,6,3,3,0,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,25,17,13,3,6,0,0,0,0,9,73,3,9,123,140,130,120,145,61,20,3,9,101,864,0,0,0,6,11,3,37,17,15,4
LGA17500,58,80,31,8,0,0,36,307,0,0,4,13,6,8,9,0,0,0,0,3,43,0,3,3,3,9,6,5,0,0,0,0,5,34,0,0,0,3,3,3,4,3,0,0,0,4,20,3,3,26,43,26,13,7,4,0,0,0,19,144,0,0,0,0,3,0,0,0,0,0,0,52,55,3,9,42,113,198,189,350,175,61,16,6,195,1357,0,0,0,9,18,12,17,3,3,0,0,9,71,0,3,16,33,6,3,0,3,0,3,0,6,73,0,0,0,3,0,0,3,0,0,0,0,0,6,0,3,20,7,0,0,0,0,0,0,0,3,33,0,15,62,52,24,7,10,0,3,0,0,23,196,0,0,0,0,0,0,0,0,0,0,0,4,4,0,21,98,104,48,22,30,6,6,3,0,45,383,11,45,426,400,407,315,549,281,106,24,6,349,2919,3,3,0,7,9,10,83,52,32,17
LGA17550,333,285,81,22,4,6,149,1417,3,0,47,188,136,75,54,13,3,0,3,46,568,0,0,8,22,43,12,39,5,4,3,0,30,166,3,0,5,9,5,7,17,6,9,3,0,14,78,12,11,207,352,178,131,113,19,4,3,3,126,1159,0,0,3,4,3,3,4,0,0,0,0,299,316,26,29,339,883,1095,1060,1623,668,281,69,54,1046,7173,0,4,20,111,133,81,92,23,5,0,0,73,542,3,10,182,300,115,34,30,5,0,0,0,89,768,3,4,22,19,13,8,5,0,3,0,0,15,92,3,22,196,87,17,4,0,3,0,0,0,32,364,12,60,648,514,159,61,54,8,0,0,0,166,1682,0,0,4,5,3,0,0,0,0,0,0,43,55,21,100,1072,1036,440,188,181,39,8,0,0,418,3503,93,189,3836,3985,2878,2010,2826,1089,438,94,86,2276,19800,8,7,0,21,37,31,420,268,183,67
LGA17620,73,80,42,8,6,3,47,391,0,0,8,13,12,14,10,3,0,0,0,6,66,0,0,4,3,9,8,10,7,3,0,0,4,48,0,0,0,0,0,0,4,3,3,0,0,5,15,3,3,16,45,26,20,14,3,3,0,0,18,151,0,0,0,0,0,3,0,0,0,0,0,85,88,6,15,42,140,225,216,343,218,107,27,13,263,1615,0,0,4,17,24,14,17,6,4,0,0,9,95,0,4,23,32,12,11,5,0,0,0,0,10,97,0,0,5,5,3,0,0,0,0,0,0,0,13,0,5,28,8,0,0,0,0,0,0,0,3,44,3,13,80,55,22,13,4,0,3,0,0,25,218,0,0,0,0,0,0,0,0,0,0,0,8,8,3,22,140,117,61,38,26,6,7,0,0,55,475,21,43,463,471,494,389,569,338,165,39,21,448,3461,11,4,0,10,19,12,124,66,49,17
LGA17640,31,45,13,4,0,0,16,192,0,0,0,13,11,4,3,3,0,0,0,3,37,0,0,0,0,3,6,3,0,0,0,0,3,15,0,0,0,3,0,3,3,3,0,3,0,3,18,0,0,6,15,14,7,13,0,0,0,0,11,66,0,0,0,0,0,0,0,0,0,0,0,45,45,7,6,21,97,118,113,195,82,33,20,7,159,858,0,0,3,7,6,7,6,5,0,0,0,7,41,0,0,9,24,9,3,5,0,0,0,0,0,50,0,0,3,0,0,3,0,0,0,3,0,0,9,0,3,6,0,0,0,0,0,0,0,0,3,12,0,0,34,22,10,6,8,0,3,0,0,13,96,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,55,53,25,19,19,5,3,3,0,29,214,11,34,245,277,249,212,325,139,57,28,10,267,1854,12,4,4,12,15,9,56,36,28,9
LGA17650,34,35,7,3,0,0,18,154,0,3,0,16,9,7,3,0,0,0,0,5,43,0,0,0,3,4,0,0,0,0,0,0,0,7,0,0,0,0,0,3,3,0,0,0,0,0,6,0,3,19,25,13,10,5,0,0,0,0,10,85,0,0,3,3,0,0,0,0,0,0,0,40,46,0,9,29,82,114,92,166,59,34,0,5,126,716,0,0,4,6,9,7,5,0,0,0,0,8,39,0,3,12,19,5,0,0,0,3,0,0,9,51,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7,3,0,0,0,0,0,0,0,3,13,3,10,39,33,12,3,5,0,3,0,0,13,121,0,0,0,3,0,0,3,0,0,0,0,5,11,3,13,62,64,26,10,16,0,6,0,0,38,238,3,28,207,246,215,183,263,114,66,6,8,216,1555,3,0,0,9,14,3,45,25,12,17
LGA17700,7,5,5,0,0,0,9,45,0,0,0,0,3,0,3,0,0,0,0,3,9,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,6,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,7,25,26,22,29,23,4,3,3,36,181,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,7,0,3,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,10,0,3,3,0,0,0,0,3,36,3,6,48,62,55,35,53,38,10,3,6,54,373,5,0,0,5,3,0,17,3,5,3
LGA17750,339,347,106,29,9,7,107,1307,3,4,18,57,55,41,38,9,5,0,0,29,259,0,3,3,16,26,25,24,11,3,0,0,14,125,0,0,3,5,8,9,23,12,3,3,0,15,81,0,4,61,147,95,62,61,17,5,0,0,49,501,0,0,0,3,3,3,3,4,0,0,0,359,375,12,28,127,430,675,872,1792,970,450,133,73,945,6507,0,3,20,102,124,101,133,32,3,0,0,72,590,0,13,111,146,68,25,26,3,0,0,0,28,420,0,3,9,16,16,5,13,3,0,0,0,13,78,3,23,102,25,6,3,0,3,0,0,0,17,182,8,57,414,267,101,39,39,11,0,0,0,95,1031,0,0,3,3,4,0,0,0,0,0,0,29,39,11,99,659,559,319,173,211,52,3,0,0,254,2340,42,163,1576,1637,1637,1524,2950,1546,661,189,105,1676,13706,12,5,3,19,37,20,449,307,227,114
LGA17800,19,17,3,0,0,0,8,112,0,0,3,6,3,0,3,3,0,0,0,3,21,0,0,0,3,4,3,3,3,3,0,0,5,24,0,0,0,0,0,0,6,3,0,0,0,5,14,0,0,6,13,7,3,3,0,0,0,0,8,40,0,0,3,3,3,0,0,0,0,0,0,31,40,6,6,30,77,117,81,112,49,19,3,11,115,626,0,0,0,4,3,6,3,0,0,0,0,3,19,0,0,10,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,3,21,11,8,0,0,0,0,0,0,4,47,0,0,3,0,0,0,0,0,0,0,0,4,7,0,3,37,23,11,6,3,0,0,0,0,11,94,19,18,172,197,221,130,189,82,30,6,19,180,1263,7,3,0,11,12,8,52,21,8,0
LGA17850,14,16,3,3,0,3,7,85,0,0,3,3,4,0,3,0,0,0,0,3,16,0,0,3,4,4,0,3,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,9,12,8,3,5,0,0,0,0,6,43,0,0,0,0,0,0,0,0,0,0,0,17,17,4,3,29,53,59,46,81,27,16,6,3,73,400,0,3,3,5,3,0,3,0,3,0,0,3,23,0,0,5,3,3,3,0,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,3,0,0,0,0,0,0,8,0,0,20,12,7,3,0,0,0,0,0,6,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,20,13,12,3,0,3,0,0,9,96,10,18,125,130,115,97,139,55,36,9,15,125,874,6,3,3,3,12,3,47,11,6,8
LGA17900,18,17,7,3,0,3,15,123,0,0,13,20,13,6,4,0,0,0,3,4,63,0,0,3,5,7,3,5,0,0,3,0,4,30,0,0,0,3,0,3,0,0,0,0,0,4,10,3,6,36,42,27,10,9,0,0,0,0,25,158,0,0,0,3,0,0,0,0,0,0,0,45,48,6,6,73,121,128,77,107,60,25,9,11,156,779,3,0,5,12,7,5,6,0,3,0,0,6,47,0,3,15,17,5,4,3,0,0,0,0,6,53,0,3,3,3,3,0,0,0,0,0,0,3,15,0,3,7,3,3,0,0,0,0,0,0,4,20,3,15,75,50,16,4,5,3,3,0,0,19,193,0,3,0,0,0,0,0,0,0,0,0,9,12,6,27,105,85,34,13,14,3,6,0,0,47,340,25,43,350,312,242,154,201,103,49,12,21,302,1814,6,6,3,5,7,6,53,33,25,7
LGA17950,18,13,4,0,0,0,13,92,0,0,3,4,4,3,3,0,0,0,0,0,17,0,0,0,3,3,0,3,3,0,0,0,0,12,0,0,0,3,0,0,3,0,0,0,0,3,9,0,3,6,8,7,3,0,0,0,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,21,21,3,6,21,50,53,59,93,32,14,0,5,76,412,0,0,3,6,3,5,9,0,0,0,0,0,26,0,3,4,7,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,3,0,0,0,0,15,0,6,16,13,6,0,3,0,3,0,0,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29,29,12,5,12,3,3,0,0,4,109,6,21,107,123,105,103,157,61,28,0,5,116,832,6,3,4,7,8,3,31,21,7,6
LGA18000,354,703,1156,263,129,85,388,3521,0,9,33,77,89,63,139,115,52,27,25,105,734,3,0,6,20,20,25,66,62,16,10,13,46,287,3,0,3,6,6,11,46,55,28,15,25,62,260,26,20,72,122,107,134,305,175,80,31,27,168,1267,0,0,3,0,5,7,5,8,4,3,3,727,765,41,37,173,481,797,1149,3324,3797,2490,1264,942,2669,17164,4,0,20,106,184,188,387,269,92,28,16,223,1517,0,25,119,258,183,93,134,53,15,12,3,103,998,0,3,12,28,14,12,35,20,3,3,0,24,154,3,8,39,21,10,7,7,3,3,0,0,13,114,44,51,260,274,195,131,252,73,31,9,3,210,1533,0,3,4,3,3,3,3,3,0,0,0,37,59,51,90,454,690,589,434,818,421,144,52,22,610,4375,153,176,1797,2667,2593,2625,6357,6220,3929,2057,1343,4336,34253,11,3,0,10,16,22,571,812,882,590
LGA18020,40,31,7,3,0,3,19,215,0,0,4,23,14,5,5,0,3,0,0,5,59,0,0,3,4,9,3,5,3,0,0,0,4,31,0,0,0,3,3,3,0,0,0,0,0,3,12,0,3,42,64,29,8,16,0,3,0,0,32,197,0,0,0,0,0,0,0,0,0,0,0,89,89,8,10,80,179,201,146,213,81,31,7,19,223,1198,0,3,7,16,13,6,7,4,0,0,0,7,63,0,4,22,12,9,3,3,0,0,0,0,7,60,0,0,3,0,0,0,0,0,0,0,0,4,7,0,0,10,4,3,0,0,0,0,0,0,3,20,0,20,80,62,12,5,4,0,0,0,0,29,212,0,0,0,3,0,0,0,0,0,0,0,6,9,0,27,122,97,37,14,14,4,0,0,0,56,371,25,69,501,482,413,251,364,142,53,11,34,413,2758,10,6,3,19,36,12,72,27,19,15
LGA18050,85,169,308,91,37,31,134,979,0,0,13,24,26,18,42,26,16,7,13,32,217,0,0,0,5,5,6,14,15,5,3,0,16,69,0,0,0,0,3,3,8,15,12,5,3,15,64,14,9,35,42,27,39,75,41,17,10,13,68,390,0,0,0,3,0,3,3,3,4,0,0,291,307,20,13,65,153,212,286,790,992,791,472,395,937,5126,0,3,12,49,89,103,176,96,32,8,6,86,660,0,8,52,86,66,37,42,36,10,0,3,52,392,0,0,6,11,8,8,4,4,4,0,0,7,52,5,8,33,17,6,3,3,3,0,0,0,10,88,31,28,153,137,83,61,97,39,24,5,6,97,761,0,3,3,3,0,3,4,3,0,0,0,10,29,36,50,259,303,252,215,326,181,70,13,15,262,1982,94,96,782,892,896,896,2103,2197,1601,1130,754,1826,13267,4,0,0,6,13,8,193,296,410,302
LGA18100,16,11,10,0,0,0,9,88,0,0,0,13,4,3,3,0,0,0,0,7,30,0,0,0,0,3,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,9,4,0,0,0,0,0,5,50,0,0,0,0,0,0,0,0,0,0,0,14,14,3,0,26,79,66,63,70,47,19,4,0,52,429,0,0,0,5,6,0,5,0,0,0,0,0,16,0,0,5,3,0,0,3,0,0,0,0,0,11,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,6,0,5,29,16,3,0,3,0,0,0,0,6,62,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,43,27,12,0,11,0,0,0,0,6,104,14,14,189,193,140,95,131,64,33,7,5,100,985,6,4,0,9,5,7,43,9,11,3
LGA18150,26,24,8,0,0,0,16,151,0,0,6,12,11,4,4,0,0,0,0,8,45,0,0,0,0,4,0,3,0,0,0,0,4,11,0,0,0,0,0,0,6,3,0,0,0,3,12,0,3,38,42,41,12,10,0,3,0,0,16,165,0,0,0,3,3,0,0,0,0,0,0,44,50,6,10,53,119,157,107,172,68,31,6,10,141,880,0,0,3,8,8,15,6,0,3,0,0,19,62,0,6,21,16,9,0,3,0,0,0,0,9,64,0,0,3,0,0,0,0,0,0,0,0,4,7,0,5,16,5,0,0,0,0,0,0,0,0,26,0,17,92,75,26,6,5,3,0,0,0,26,250,0,0,0,0,0,0,0,0,0,0,0,5,5,0,28,135,104,43,21,14,3,3,0,0,63,414,20,51,426,373,319,199,285,110,50,9,13,290,2145,0,3,3,12,11,5,59,30,23,11
LGA18200,36,29,10,0,3,0,12,171,0,0,0,14,5,3,7,3,0,0,0,5,37,0,0,0,4,3,3,0,0,0,0,0,3,13,0,0,0,3,3,3,5,3,0,0,0,4,21,0,0,11,20,13,10,14,3,0,0,0,14,85,0,0,0,0,3,0,0,0,0,0,0,32,35,3,3,27,103,125,116,179,85,31,12,13,107,804,0,0,0,11,10,4,8,0,0,0,0,6,39,0,3,7,10,9,0,0,0,0,0,0,6,35,0,3,0,3,3,3,0,0,0,0,0,5,17,0,0,11,3,0,0,0,0,0,0,0,0,14,3,7,50,28,12,4,6,0,0,0,0,16,126,0,0,0,3,0,0,0,0,0,0,0,8,11,3,13,68,58,34,11,14,0,0,0,0,41,242,22,19,248,293,255,200,285,139,54,18,27,231,1791,6,9,3,5,12,8,69,28,17,6
LGA18250,95,224,743,198,91,71,148,1735,0,4,17,44,23,21,67,53,34,14,12,43,332,0,0,5,6,8,13,13,52,12,7,12,26,154,0,0,0,3,3,5,15,11,18,10,19,12,96,39,18,44,43,53,55,121,81,48,21,31,92,646,0,0,0,3,6,0,3,3,3,3,0,460,481,48,25,96,199,277,347,911,1560,1169,754,727,1159,7272,0,3,10,41,60,61,131,138,49,20,3,77,593,3,7,48,62,70,34,53,27,12,8,7,45,376,0,0,6,4,8,6,13,8,3,0,0,12,60,3,9,27,9,5,3,4,0,0,0,0,8,68,81,48,107,109,103,76,114,39,37,10,10,111,845,0,3,0,0,0,3,0,0,0,0,0,20,26,87,70,198,225,246,183,315,212,101,38,20,273,1968,197,125,649,840,906,841,1990,2723,2053,1465,1189,1931,14909,9,0,0,4,4,8,223,249,381,364
LGA18350,201,292,132,40,6,4,107,1034,0,3,16,55,53,33,33,22,0,3,0,26,244,0,0,5,4,21,15,30,10,3,3,0,17,108,0,0,0,3,0,5,20,10,9,5,0,11,63,4,5,51,72,62,45,59,24,6,5,3,51,387,0,0,0,3,4,3,4,3,0,0,0,268,285,7,11,100,282,519,610,1224,760,410,117,66,778,4884,3,3,15,49,65,53,88,26,7,3,0,47,359,0,4,95,152,61,22,22,6,0,0,0,43,405,0,0,6,9,0,4,4,0,0,0,0,10,33,3,5,48,28,3,4,3,0,0,0,0,11,105,6,41,243,163,69,26,37,9,5,3,0,60,662,0,0,3,5,0,3,0,0,0,0,0,7,18,12,53,410,406,198,112,154,41,12,6,0,178,1582,54,93,1201,1331,1312,1174,2091,1236,657,211,115,1400,10875,0,4,3,19,20,14,232,174,123,84
LGA18400,268,389,177,50,24,14,151,1343,0,3,14,52,38,33,42,12,8,3,3,25,233,0,0,0,7,20,14,45,11,3,0,0,21,121,0,0,0,3,5,10,15,18,8,3,0,17,79,4,5,54,81,76,50,68,25,9,3,0,53,428,3,0,0,0,3,0,6,0,0,0,0,205,217,7,8,89,284,494,652,1489,956,532,205,103,839,5658,0,0,9,58,53,51,71,21,10,0,0,42,315,0,6,63,86,26,18,18,3,3,0,0,25,248,0,0,8,7,0,3,8,0,0,0,0,4,30,0,7,31,20,5,0,3,3,0,0,0,9,78,6,18,165,130,57,34,36,3,3,0,0,48,500,0,0,0,0,0,0,0,0,0,0,0,10,10,6,31,276,301,141,106,136,30,16,0,0,138,1181,34,58,859,964,978,1025,2255,1424,741,259,122,1236,9955,7,3,3,10,19,9,239,187,206,101
LGA18450,904,1666,870,239,77,44,560,5322,3,6,70,266,204,140,216,80,30,6,5,154,1180,0,4,12,39,65,85,138,73,16,7,3,75,517,0,0,0,13,11,20,61,65,34,14,13,55,286,22,28,411,654,520,390,554,173,64,18,16,390,3240,0,0,3,8,10,10,29,5,3,3,0,873,944,35,58,576,1466,1977,2479,5868,4001,2037,751,409,3248,22905,0,6,37,161,283,260,394,152,38,17,0,173,1521,0,22,296,442,227,96,104,34,9,3,0,121,1354,0,4,28,52,29,19,26,11,0,0,0,33,202,7,50,298,132,26,15,8,6,0,0,0,44,586,30,218,1327,961,375,210,246,66,29,4,6,407,3879,0,0,9,9,7,5,3,0,3,0,0,101,137,37,300,1995,1757,947,605,781,269,79,24,6,879,7679,168,482,6630,6006,4805,4321,9217,6002,2966,1063,495,5694,47849,4,0,3,27,37,35,679,734,772,431
LGA18500,41,100,431,124,77,115,150,1080,0,0,6,15,10,16,21,25,22,15,21,25,176,0,0,0,0,5,3,9,21,7,8,4,17,74,0,0,0,0,3,3,0,3,15,11,11,22,68,15,8,12,15,16,14,41,32,17,9,23,49,251,0,0,0,0,0,0,0,3,3,3,0,279,288,18,8,32,68,81,138,371,832,676,577,744,915,4460,0,0,7,15,41,61,95,107,41,18,11,68,464,3,3,19,53,47,35,34,30,12,6,3,34,279,0,0,3,6,3,0,5,10,4,4,0,12,47,3,5,10,6,3,3,6,3,0,0,0,6,45,18,15,64,45,54,56,71,49,26,15,7,91,511,0,0,0,0,0,0,0,0,0,0,0,12,12,24,23,103,125,148,155,211,199,83,43,21,223,1358,64,47,278,393,463,538,1280,1941,1652,1387,1419,1682,11144,6,3,0,0,5,4,108,166,239,237
LGA18550,882,953,352,86,29,11,300,3545,0,8,61,213,175,134,140,40,9,3,3,75,861,0,3,8,35,72,75,102,30,7,3,0,47,382,0,3,3,10,15,17,43,32,19,3,4,36,185,11,23,273,512,378,189,265,59,11,3,6,218,1948,0,0,3,9,11,10,10,3,0,0,0,584,630,20,51,399,1207,1895,2176,4027,2063,873,249,137,2029,15126,3,3,34,200,261,200,229,70,20,6,3,126,1155,3,31,311,548,223,72,67,16,4,0,0,104,1379,0,3,36,42,22,16,8,4,3,0,3,19,156,4,36,264,154,37,11,9,3,0,3,0,35,556,17,137,1251,960,302,130,126,19,6,0,5,337,3290,3,0,6,5,4,6,3,0,3,0,0,85,115,30,210,1902,1909,849,435,442,112,36,9,11,706,6651,105,335,5889,5701,4499,3722,6286,3175,1284,341,198,3958,35493,10,3,0,15,48,34,745,626,417,183
