region_id,C01_C_Tot_0_14,C01_C_Tot_15_24,C01_C_Tot_25_34,C01_C_Tot_35_44,C01_C_Tot_45_54,C01_C_Tot_55_64,C01_C_Tot_65_74,C01_C_Tot_75_84,C01_C_Tot_85ov,C01_C_T_T,C01_Hinduism_0_14,C01_Hinduism_15_24,C01_Hinduism_25_34,C01_Hinduism_35_44,C01_Hinduism_45_54,C01_Hinduism_55_64,C01_Hinduism_65_74,C01_Hinduism_75_84,C01_Hinduism_85ov,C01_Hinduism_Tot,C01_Islam_0_14,C01_Islam_15_24,C01_Islam_25_34,C01_Islam_35_44,C01_Islam_45_54,C01_Islam_55_64,C01_Islam_65_74,C01_Islam_75_84,C01_Islam_85ov,C01_Islam_Tot,C01_Judaism_0_14,C01_Judaism_15_24,C01_Judaism_25_34,C01_Judaism_35_44,C01_Judaism_45_54,C01_Judaism_55_64,C01_Judaism_65_74,C01_Judaism_75_84,C01_Judaism_85ov,C01_Judaism_Tot,C01_OR_Au_Ab_Tr_R_0_14,C01_OR_Au_Ab_Tr_R_15_24,C01_OR_Au_Ab_Tr_R_25_34,C01_OR_Au_Ab_Tr_R_35_44,C01_OR_Au_Ab_Tr_R_45_54,C01_OR_Au_Ab_Tr_R_55_64,C01_OR_Au_Ab_Tr_R_65_74,C01_OR_Au_Ab_Tr_R_75_84,C01_OR_A_Ab_Tr_Re_85oe,C01_OR_Au_Ab_Tr_Re_Tot,C01_OR_OR_0_14,C01_OR_OR_15_24,C01_OR_OR_25_34,C01_OR_OR_35_44,C01_OR_OR_45_54,C01_OR_OR_55_64,C01_OR_OR_65_74,C01_OR_OR_75_84,C01_OR_OR_85oe,C01_OR_OR_Tot,C01_OR_Tot_0_14,C01_OR_Tot_15_24,C01_OR_Tot_25_34,C01_OR_Tot_35_44,C01_OR_Tot_45_54,C01_OR_Tot_55_64,C01_OR_Tot_65_74,C01_OR_Tot_75_84,C01_OR_Tot_85ov,C01_OR_T_T,C01_No_religion_0_14,C01_No_religion_15_24,C01_No_religion_25_34,C01_No_religion_35_44,C01_No_religion_45_54,C01_No_religion_55_64,C01_No_religion_65_74,C01_No_religion_75_84,C01_No_religion_85ov,C01_No_religion_Tot,C01_Oth_rel_affi_0_14,C01_Oth_rel_aff_15_24,C01_Oth_rel_aff_25_34,C01_Oth_rel_aff_35_44,C01_Oth_rel_aff_45_54,C01_Oth_rel_aff_55_64,C01_Oth_rel_aff_65_74,C01_Oth_rel_aff_75_84,C01_Oth_rel_affil_85ov,C01_Oth_rel_affil_Tot,C01_Rel_aff_ns_0_14,C01_Rel_aff_ns_15_24,C01_Rel_aff_ns_25_34,C01_Rel_aff_ns_35_44,C01_Rel_aff_ns_45_54,C01_Rel_aff_ns_55_64,C01_Rel_aff_ns_65_74,C01_Rel_aff_ns_75_84,C01_Rel_aff_ns_85ov,C01_Rel_aff_NS_T,C01_OS_vis_0_14,C01_OS_vis_15_24,C01_OS_vis_25_34,C01_OS_vis_35_44,C01_OS_vis_45_54,C01_OS_vis_55_64,C01_OS_vis_65_74,C01_OS_vis_75_84,C01_OS_vis_85ov,C01_OS_vis_Tot,C01_Tot_0_14_yrs,C01_Tot_15_24_yrs,C01_Tot_25_34_yrs,C01_Tot_35_44_yrs,C01_Tot_45_54_yrs,C01_Tot_55_64_yrs,C01_Tot_65_74_yrs,C01_Tot_75_84_yrs,C01_Tot_85o,C01_T_T,C06_Buddhism_0_14_yrs,C06_Buddhism_15_24,C06_Buddhism_25_34,C06_Buddhism_35_44,C06_Buddhism_45_54,C06_Buddhism_55_64,C06_Buddhism_65_74,C06_Buddhism_75_84,C06_Buddhism_85ov,C06_Buddhism_Tot,C06_Christ_Angl_0_14,C06_Christ_Angl_15_24,C06_Christ_Angl_25_34,C06_Christ_Angl_35_44,C06_Christ_Angl_45_54,C06_Christ_Angl_55_64,C06_Christ_Angl_65_74,C06_Christ_Angl_75_84,C06_Christ_Angl_85ov,C06_Christ_Angl_Tot,C06_C_Assyr_Apo_0_14,C06_C_Assyr_Apo_15_24,C06_C_Assyr_Apo_25_34,C06_C_Assyr_Apo_35_44,C06_C_Assyr_Apo_45_54,C06_C_Assyr_Apo_55_64,C06_C_Assyr_Apo_65_74,C06_C_Assyr_Apo_75_84,C06_C_Assyr_Apo_85ov,C06_C_Assyr_Apo_Tot,C06_C_Baptist_0_14,C06_C_Baptist_15_24,C06_C_Baptist_25_34,C06_C_Baptist_35_44,C06_C_Baptist_45_54,C06_C_Baptist_55_64,C06_C_Baptist_65_74,C06_C_Baptist_75_84,C06_C_Baptist_85ov,C06_C_Baptist_Tot,C06_Christ_Breth_0_14,C06_Christ_Breth_15_24,C06_Christ_Breth_25_34,C06_Christ_Breth_35_44,C06_Christ_Breth_45_54,C06_Christ_Breth_55_64,C06_Christ_Breth_65_74,C06_Christ_Breth_75_84,C06_Christ_Breth_85ov,C06_Christ_Breth_To,C06_Ch_Catholic_0_14,C06_Ch_Catholic_15_24,C06_Ch_Catholic_25_34,C06_Ch_Catholic_35_44,C06_Ch_Catholic_45_54,C06_Ch_Catholic_55_64,C06_Ch_Catholic_65_74,C06_Ch_Catholic_75_84,C06_Ch_Catholic_85ov,C06_C_Catholic_Tot,C06_C_Chur_Christ_0_14,C06_C_Chur_Christ_15_24,C06_C_Chur_Christ_25_34,C06_C_Chur_Christ_35_44,C06_C_Chur_Christ_45_54,C06_C_Chur_Christ_55_64,C06_C_Chur_Christ_65_74,C06_C_Chur_Christ_75_84,C06_C_Chur_Christ_85ov,C06_C_Chur_Christ_Tot,C06_C_East_Ortho_0_14,C06_C_East_Ortho_15_24,C06_C_East_Ortho_25_34,C06_C_East_Ortho_35_44,C06_C_East_Ortho_45_54,C06_C_East_Ortho_55_64,C06_C_East_Ortho_65_74,C06_C_East_Ortho_75_84,C06_C_East_Ortho_85ov,C06_C_East_Ortho_To
LGA51080,179,85,116,121,116,81,46,25,0,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,66,23,33,34,20,6,4,3,3,192,3,3,3,0,0,0,0,0,0,9,45,13,15,19,22,15,8,3,0,140,0,0,0,0,0,0,0,0,0,0,293,124,170,174,158,105,58,31,3,1116,0,0,0,0,3,0,0,0,0,3,42,10,16,43,42,39,21,9,3,225,0,0,0,0,0,0,0,0,0,0,27,8,15,6,9,6,0,0,0,71,0,0,0,0,0,0,0,0,0,0,57,9,28,20,26,12,10,4,4,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51120,148,41,78,126,139,84,61,45,16,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,21,28,25,26,9,5,0,0,164,10,3,0,0,3,0,0,0,0,16,31,22,15,24,18,7,7,6,0,130,0,3,3,3,0,0,0,0,0,9,239,90,124,178,186,100,73,51,16,1057,0,0,0,0,0,0,0,0,0,0,39,12,18,41,51,52,29,19,4,265,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,34,17,24,17,36,22,13,18,0,181,14,0,0,10,6,5,6,3,4,48,0,0,0,0,0,0,0,0,0,0
LGA51190,3427,2511,2413,2922,2807,1928,1508,1113,423,19052,5,3,6,7,4,3,0,0,0,28,21,13,19,15,7,4,0,0,0,79,3,0,3,3,4,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,18,38,31,14,12,3,0,0,3,119,18,38,31,14,12,3,0,0,3,119,1665,1211,1022,782,608,224,120,70,22,5724,199,165,121,94,58,16,8,3,4,668,691,442,462,393,333,178,117,74,42,2732,18,16,21,25,22,6,3,7,0,118,6071,4422,4128,4281,3895,2370,1759,1267,494,28687,19,25,33,47,40,33,5,0,0,202,921,676,639,923,1161,1012,673,581,210,6796,0,0,0,0,0,0,0,0,0,0,80,44,50,53,56,55,43,22,8,411,0,0,0,3,0,0,0,0,0,3,1213,1041,833,1015,1030,717,465,421,124,6859,28,12,9,14,25,27,21,14,0,150,14,20,30,25,37,23,8,24,4,185
LGA51260,2756,1236,1564,2252,1898,1500,1323,801,268,13598,0,0,3,7,0,3,0,0,0,13,3,3,8,3,3,3,0,0,0,23,0,0,0,0,7,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,12,10,25,14,8,4,0,0,0,73,12,13,25,14,8,4,0,0,0,76,1598,826,841,753,522,238,117,65,9,4969,153,102,108,64,61,26,27,10,0,551,688,327,332,347,321,206,142,98,52,2513,28,43,28,25,23,24,11,6,4,192,5260,2565,2929,3495,2868,2010,1620,980,333,22060,24,8,31,39,36,17,6,0,0,161,1020,437,554,986,1060,950,787,534,164,6492,0,0,0,0,0,0,0,0,0,0,80,30,44,49,37,45,42,21,8,356,0,0,3,3,3,0,0,0,3,12,1112,567,492,725,662,456,291,207,56,4568,43,25,9,33,42,16,23,11,3,205,9,4,11,7,15,11,8,3,0,68
LGA51310,3008,1716,1702,2474,2225,1564,1314,1153,510,15666,14,9,7,14,11,9,0,3,0,67,23,25,22,19,12,3,6,0,0,110,14,15,9,12,15,20,14,9,3,111,0,0,0,0,0,0,0,0,0,0,13,24,16,16,7,3,3,3,0,85,13,24,16,16,7,3,3,3,0,85,933,695,619,666,641,261,148,78,34,4075,99,126,104,73,54,17,11,4,7,495,464,323,238,318,306,185,112,100,54,2100,31,103,46,16,32,18,15,6,0,267,4626,3088,2809,3653,3348,2111,1633,1362,611,23241,13,63,54,23,52,46,15,4,0,270,890,505,417,850,789,680,444,437,221,5233,0,0,0,0,0,0,0,0,0,0,19,21,21,24,33,24,9,7,3,161,0,0,0,0,3,0,0,0,0,3,1614,868,566,1064,924,599,505,443,213,6796,21,7,15,16,13,9,12,10,5,108,112,72,37,65,92,47,78,47,12,562
LGA51330,8096,6942,5410,6813,7345,4856,3484,2151,658,45755,170,131,63,132,108,28,18,3,0,653,576,412,332,287,169,89,28,10,4,1907,3,4,4,5,9,6,3,3,3,40,0,3,0,0,0,0,0,0,0,3,71,144,95,74,84,38,20,7,0,533,71,147,95,74,84,38,20,7,0,536,3273,2957,2178,1887,1651,666,301,134,29,13076,414,408,287,224,176,65,35,21,3,1633,1571,1059,868,930,882,499,297,182,79,6367,90,375,121,78,84,63,40,16,3,870,14744,13335,9728,10892,11063,6519,4307,2569,790,73947,475,949,566,478,595,330,122,50,24,3589,1543,1364,1214,1781,2215,2016,1361,954,261,12709,0,0,0,0,0,0,0,0,0,0,308,364,225,249,285,199,117,72,13,1832,97,76,46,37,31,38,22,15,4,366,3361,3136,2075,2472,2688,1950,1183,852,246,17963,53,35,41,42,41,48,39,12,0,311,68,60,52,80,89,47,32,28,8,464
LGA51400,936,478,469,750,754,494,277,85,26,4269,3,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,5,0,3,0,0,25,3,3,4,7,5,0,3,0,0,25,474,171,208,226,168,57,24,11,0,1339,61,27,22,22,21,3,0,0,0,156,224,89,85,116,87,41,30,17,0,689,3,4,0,3,4,0,3,0,0,17,1707,775,797,1130,1046,595,337,113,26,6526,0,4,5,12,8,5,5,3,0,42,529,272,206,508,461,316,200,88,16,2596,0,0,0,0,0,0,0,0,0,0,28,20,8,19,25,24,3,0,0,127,0,0,0,0,0,0,0,0,0,0,619,226,246,363,261,183,92,37,3,2030,15,3,4,3,3,3,3,0,0,34,4,6,3,4,5,6,0,0,0,28
LGA51470,114,50,97,106,90,51,30,14,3,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,26,44,20,15,3,3,0,0,166,8,4,0,8,0,0,0,0,0,20,24,9,19,15,21,6,7,3,0,104,0,0,0,0,0,0,0,0,3,3,201,89,160,149,126,60,40,17,6,848,0,0,0,3,0,0,0,0,0,3,36,20,17,31,46,36,15,6,0,207,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,25,17,15,32,17,14,7,3,0,130,3,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0
LGA51540,961,440,723,722,793,1028,896,298,47,5908,0,0,0,0,0,3,0,0,0,3,11,3,5,10,3,3,0,0,0,35,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,7,3,5,0,0,0,0,20,5,0,7,3,5,0,0,0,0,20,406,223,297,220,169,139,97,24,7,1582,33,39,33,27,20,7,9,7,3,178,291,131,165,160,117,119,95,40,16,1134,22,50,54,31,25,19,7,3,0,211,1746,899,1308,1186,1146,1323,1107,372,73,9160,37,20,31,40,34,5,0,0,3,170,145,46,139,197,235,375,407,149,14,1707,0,0,0,0,0,0,0,0,0,0,25,13,12,7,8,20,19,8,3,115,0,0,0,0,0,0,0,0,0,0,557,217,259,307,302,310,227,93,10,2282,33,19,18,16,32,17,24,3,3,165,3,3,11,5,7,3,0,0,0,32
LGA51610,96,51,74,88,116,103,42,11,9,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,9,0,0,3,3,0,3,0,0,0,9,63,27,22,25,18,11,3,0,0,169,8,3,3,4,3,4,0,0,0,25,21,8,11,12,16,6,4,0,0,78,0,0,5,0,0,3,0,0,0,8,188,89,118,132,156,130,49,11,9,882,0,0,0,0,0,0,3,0,0,3,38,16,26,44,47,56,21,10,3,261,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,54,17,32,33,31,32,12,6,0,217,4,0,4,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0
LGA51680,311,126,154,250,283,265,151,41,12,1593,0,0,3,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,7,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,204,81,68,110,63,61,21,4,0,612,21,9,16,11,12,5,3,0,0,77,143,55,47,74,49,38,18,12,0,436,0,20,7,0,3,0,0,0,0,30,682,298,298,456,421,369,193,57,12,2786,0,3,4,4,9,3,0,0,0,23,131,38,53,142,161,167,109,42,8,851,0,0,0,0,0,0,0,0,0,0,11,6,3,7,5,3,3,0,0,38,0,0,0,0,0,0,0,0,0,0,145,63,45,98,84,81,43,8,4,571,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,3,0,0,0,9
LGA51750,914,827,569,621,831,715,471,501,318,5767,7,9,3,4,5,0,3,3,0,34,11,10,10,10,4,0,0,0,0,45,4,5,5,3,6,5,11,3,0,42,0,0,0,0,0,0,0,0,0,0,3,5,3,4,7,3,0,3,0,28,3,5,3,4,7,3,0,3,0,28,289,370,230,210,199,149,71,51,14,1583,27,60,24,23,30,11,9,3,0,187,145,161,62,97,112,72,50,38,15,752,23,73,45,8,8,4,8,0,0,169,1436,1563,970,989,1225,967,626,602,347,8725,17,51,19,10,11,16,5,0,0,129,318,318,168,238,361,406,302,265,184,2560,0,0,0,0,0,0,0,0,0,0,16,15,11,13,8,9,6,3,6,87,0,0,0,0,0,0,3,0,0,3,354,282,176,239,234,202,133,97,36,1753,3,3,0,3,5,3,4,3,3,27,4,10,0,5,8,10,3,6,4,50
LGA51820,9193,5825,6904,7417,6517,4439,2988,1534,415,45232,39,20,16,46,21,9,6,0,0,157,149,71,98,82,60,25,5,3,3,496,3,5,0,5,10,11,0,3,0,37,0,0,0,3,0,0,0,0,0,3,67,55,62,77,61,23,11,7,0,363,67,55,62,80,61,23,11,7,0,366,3667,2184,2232,1832,1117,456,232,81,20,11821,422,261,287,202,137,70,25,5,3,1412,1739,832,888,933,613,376,246,101,45,5773,44,97,109,49,43,39,26,9,5,421,15426,9441,10709,10806,8725,5497,3563,1752,498,66417,107,111,185,174,169,84,40,10,7,887,1767,1202,1548,2218,2079,1779,1084,731,206,12614,0,0,0,0,0,0,0,0,0,0,325,204,143,224,193,123,79,41,6,1338,12,4,9,3,5,0,7,3,0,43,5420,3512,3539,3955,3264,2426,1729,869,242,24956,11,8,9,16,20,23,11,5,5,108,186,202,155,188,202,113,69,32,6,1153
LGA51890,980,562,559,844,905,560,420,315,87,5232,0,3,3,0,0,3,0,0,0,9,0,3,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,6,3,3,0,0,29,3,3,5,6,6,3,3,0,0,29,665,320,325,275,211,82,39,18,7,1942,82,13,41,29,14,8,0,5,3,195,294,116,130,134,119,51,65,32,13,954,0,5,3,0,0,0,3,0,0,11,2030,1025,1073,1291,1265,707,533,370,110,8404,6,3,9,11,5,4,0,0,0,38,312,204,169,291,323,313,183,109,38,1942,0,0,0,0,0,0,0,0,0,0,39,12,18,20,25,8,6,8,0,136,0,0,0,0,0,3,0,0,0,3,382,195,204,252,311,179,137,116,18,1794,4,3,0,4,14,17,8,4,3,57,0,0,4,0,5,3,0,0,4,16
LGA51960,550,246,465,440,368,173,52,26,7,2327,3,0,3,0,0,0,0,0,0,6,28,4,11,14,3,5,3,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,157,240,171,90,30,9,0,0,1114,42,19,45,19,10,0,3,0,0,138,204,69,98,79,65,34,4,8,0,561,0,3,3,0,4,0,0,0,0,10,1244,501,871,729,544,242,71,34,7,4243,3,4,3,10,5,0,0,0,0,25,104,58,99,125,124,96,27,10,3,646,0,0,0,0,0,0,0,0,0,0,31,13,3,15,10,5,0,0,0,77,0,0,0,0,5,0,0,0,0,5,161,77,119,160,99,87,28,3,3,737,20,3,4,9,6,4,4,0,0,50,3,4,4,0,8,3,0,0,0,22
LGA52030,173,42,124,160,128,124,73,20,7,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,118,22,69,48,30,23,10,3,3,326,8,0,9,6,4,3,0,0,0,30,37,14,12,22,19,14,12,3,0,133,0,0,0,0,0,0,0,0,0,0,336,78,214,239,181,167,95,26,10,1346,3,0,0,3,0,0,3,0,0,9,48,18,25,49,65,66,38,10,3,322,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,13,0,0,0,0,0,0,0,0,0,0,42,15,23,35,40,21,16,10,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52100,168,53,99,149,143,106,59,54,23,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,16,31,34,20,11,3,3,0,187,14,9,7,0,5,0,0,0,0,35,38,7,25,16,15,15,14,0,3,133,0,4,0,0,0,0,0,0,0,4,289,92,162,199,183,132,76,57,26,1216,0,0,0,0,0,0,0,0,0,0,55,16,47,45,69,50,29,27,16,354,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,45,15,20,29,19,19,18,10,0,175,0,0,0,0,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA52170,704,575,551,623,690,553,317,312,140,4465,3,0,3,3,4,0,0,0,0,13,3,0,3,0,0,0,0,0,0,6,3,0,4,5,5,6,5,4,3,35,0,0,0,0,0,0,0,0,0,0,4,13,8,10,9,0,0,3,0,47,4,13,8,10,9,0,0,3,0,47,212,223,266,210,246,89,58,28,6,1338,24,51,58,26,28,21,7,0,0,215,129,107,75,89,97,66,35,21,9,628,30,40,43,23,14,8,5,0,0,163,1112,1014,1029,998,1116,747,430,368,158,6972,3,4,8,10,16,13,0,0,0,54,320,211,175,257,287,337,192,130,103,2012,0,0,0,0,0,0,0,0,0,0,3,7,3,3,4,4,8,3,0,35,0,0,0,0,0,0,0,0,0,0,299,184,152,197,203,150,75,62,19,1341,3,4,0,3,0,0,0,3,0,13,21,14,11,12,14,8,12,3,3,98
LGA52240,102,59,66,94,122,87,53,29,7,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,6,74,39,46,45,18,13,9,3,0,247,0,4,0,8,3,0,0,3,0,18,51,16,27,25,9,9,9,3,0,149,0,0,3,0,0,0,3,0,0,6,227,121,142,175,158,109,74,38,7,1051,3,3,7,0,0,0,0,0,0,13,60,17,36,54,70,67,28,15,10,357,0,0,0,0,0,0,0,0,0,0,7,8,4,8,12,7,6,6,3,61,0,0,0,0,0,0,0,0,0,0,24,16,12,25,24,13,9,3,3,129,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
LGA52310,93,44,60,69,83,72,37,7,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,33,10,20,17,16,22,7,0,0,125,4,3,3,0,0,3,0,0,0,13,18,9,9,16,16,9,4,0,0,81,0,0,0,0,0,0,0,0,0,0,148,66,95,102,115,106,48,7,0,687,3,0,0,0,0,0,0,0,0,3,29,10,16,33,35,37,19,10,0,189,0,0,0,0,0,0,0,0,0,0,6,5,4,3,6,4,6,0,0,34,0,0,0,0,0,0,0,0,0,0,20,4,3,13,20,14,6,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52380,42,21,72,59,71,64,31,8,3,371,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,3,0,0,0,7,0,0,0,0,4,3,3,0,0,10,22,13,35,31,23,9,4,3,0,140,0,0,3,0,3,3,0,0,0,9,18,9,17,10,6,9,4,0,0,73,0,0,0,0,0,0,0,0,0,0,85,43,130,103,107,88,42,11,3,612,0,0,0,0,0,0,0,0,0,0,5,3,5,10,13,23,22,8,0,89,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,11,15,17,20,12,0,0,80,0,3,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA52450,209,103,105,139,131,110,81,34,20,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,84,43,45,28,26,17,6,4,0,253,13,4,8,5,0,3,0,0,3,36,42,19,17,15,13,4,3,0,0,113,0,0,0,0,0,0,0,0,0,0,355,169,175,191,170,134,90,38,23,1345,0,0,0,3,0,0,0,0,0,3,34,32,25,54,56,59,46,31,4,341,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,33,35,15,8,10,4,4,0,0,109,37,29,17,22,26,15,10,13,5,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52520,342,118,162,202,148,99,84,33,19,1207,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,42,54,30,26,13,7,0,0,252,13,5,8,6,6,3,3,0,0,44,58,20,5,30,20,7,7,4,0,151,0,0,0,0,0,0,0,0,0,0,493,188,229,268,203,122,101,37,19,1660,5,0,0,0,0,0,0,0,0,5,71,29,40,60,56,43,20,13,3,335,0,0,0,0,0,0,0,0,0,0,13,4,4,7,7,3,4,4,0,46,47,42,17,25,14,3,6,4,0,158,45,20,22,35,34,25,5,4,0,190,0,0,0,0,0,0,3,0,3,6,0,0,0,0,3,0,0,0,0,3
LGA52590,303,91,207,282,295,312,215,80,12,1797,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,12,0,3,3,3,3,0,0,0,0,12,204,94,118,93,66,43,27,10,0,655,21,6,8,7,7,3,3,3,0,58,133,48,66,75,68,48,17,5,0,460,7,16,23,16,17,5,5,0,0,89,668,258,431,482,456,411,267,98,12,3083,8,3,0,5,3,0,0,0,3,22,136,31,62,132,140,159,120,51,18,849,0,0,0,0,0,0,0,0,0,0,0,3,9,3,9,7,3,3,0,37,0,0,0,0,0,0,0,0,0,0,111,35,46,104,65,74,59,17,3,514,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,9
LGA52660,1243,640,831,979,787,490,322,157,35,5484,0,0,3,3,0,0,0,0,0,6,5,6,5,5,9,0,0,0,0,30,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,6,3,3,3,0,0,0,24,3,6,6,3,3,3,0,0,0,24,656,304,284,252,164,53,28,14,0,1755,52,28,33,16,12,4,4,3,0,152,301,106,134,133,98,50,23,15,3,863,3,4,4,3,3,0,0,0,0,17,2270,1094,1300,1401,1081,603,377,189,38,8353,7,8,17,10,9,0,0,0,0,51,447,226,267,409,400,319,218,165,58,2509,0,0,0,0,0,0,0,0,0,0,46,21,25,24,22,26,9,16,8,197,0,0,0,3,0,0,0,0,0,3,494,296,256,383,260,211,115,74,14,2103,4,0,6,4,8,4,6,0,0,32,0,0,4,3,5,0,5,4,0,21
LGA52730,366,168,179,314,300,356,268,162,35,2148,0,3,3,0,6,3,0,0,0,15,0,0,0,0,3,0,0,0,0,3,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,5,5,14,7,3,0,0,0,40,6,5,5,14,7,3,0,0,0,40,440,159,159,229,185,104,62,23,3,1364,55,19,21,42,26,13,0,5,0,181,149,54,50,85,92,47,35,10,4,526,5,7,5,5,3,7,0,0,0,32,1024,426,431,705,639,537,365,200,42,4369,9,0,0,18,20,13,5,0,0,65,86,61,38,110,142,225,143,95,32,932,0,0,0,0,0,0,0,0,0,0,10,5,6,4,5,17,13,0,0,60,0,0,0,0,0,0,0,0,0,0,61,50,46,87,89,75,52,21,6,487,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3
