region_id,C01_C_Tot_0_14,C01_C_Tot_15_24,C01_C_Tot_25_34,C01_C_Tot_35_44,C01_C_Tot_45_54,C01_C_Tot_55_64,C01_C_Tot_65_74,C01_C_Tot_75_84,C01_C_Tot_85ov,C01_C_T_T,C01_Hinduism_0_14,C01_Hinduism_15_24,C01_Hinduism_25_34,C01_Hinduism_35_44,C01_Hinduism_45_54,C01_Hinduism_55_64,C01_Hinduism_65_74,C01_Hinduism_75_84,C01_Hinduism_85ov,C01_Hinduism_Tot,C01_Islam_0_14,C01_Islam_15_24,C01_Islam_25_34,C01_Islam_35_44,C01_Islam_45_54,C01_Islam_55_64,C01_Islam_65_74,C01_Islam_75_84,C01_Islam_85ov,C01_Islam_Tot,C01_Judaism_0_14,C01_Judaism_15_24,C01_Judaism_25_34,C01_Judaism_35_44,C01_Judaism_45_54,C01_Judaism_55_64,C01_Judaism_65_74,C01_Judaism_75_84,C01_Judaism_85ov,C01_Judaism_Tot,C01_OR_Au_Ab_Tr_R_0_14,C01_OR_Au_Ab_Tr_R_15_24,C01_OR_Au_Ab_Tr_R_25_34,C01_OR_Au_Ab_Tr_R_35_44,C01_OR_Au_Ab_Tr_R_45_54,C01_OR_Au_Ab_Tr_R_55_64,C01_OR_Au_Ab_Tr_R_65_74,C01_OR_Au_Ab_Tr_R_75_84,C01_OR_A_Ab_Tr_Re_85oe,C01_OR_Au_Ab_Tr_Re_Tot,C01_OR_OR_0_14,C01_OR_OR_15_24,C01_OR_OR_25_34,C01_OR_OR_35_44,C01_OR_OR_45_54,C01_OR_OR_55_64,C01_OR_OR_65_74,C01_OR_OR_75_84,C01_OR_OR_85oe,C01_OR_OR_Tot,C01_OR_Tot_0_14,C01_OR_Tot_15_24,C01_OR_Tot_25_34,C01_OR_Tot_35_44,C01_OR_Tot_45_54,C01_OR_Tot_55_64,C01_OR_Tot_65_74,C01_OR_Tot_75_84,C01_OR_Tot_85ov,C01_OR_T_T,C01_No_religion_0_14,C01_No_religion_15_24,C01_No_religion_25_34,C01_No_religion_35_44,C01_No_religion_45_54,C01_No_religion_55_64,C01_No_religion_65_74,C01_No_religion_75_84,C01_No_religion_85ov,C01_No_religion_Tot,C01_Oth_rel_affi_0_14,C01_Oth_rel_aff_15_24,C01_Oth_rel_aff_25_34,C01_Oth_rel_aff_35_44,C01_Oth_rel_aff_45_54,C01_Oth_rel_aff_55_64,C01_Oth_rel_aff_65_74,C01_Oth_rel_aff_75_84,C01_Oth_rel_affil_85ov,C01_Oth_rel_affil_Tot,C01_Rel_aff_ns_0_14,C01_Rel_aff_ns_15_24,C01_Rel_aff_ns_25_34,C01_Rel_aff_ns_35_44,C01_Rel_aff_ns_45_54,C01_Rel_aff_ns_55_64,C01_Rel_aff_ns_65_74,C01_Rel_aff_ns_75_84,C01_Rel_aff_ns_85ov,C01_Rel_aff_NS_T,C01_OS_vis_0_14,C01_OS_vis_15_24,C01_OS_vis_25_34,C01_OS_vis_35_44,C01_OS_vis_45_54,C01_OS_vis_55_64,C01_OS_vis_65_74,C01_OS_vis_75_84,C01_OS_vis_85ov,C01_OS_vis_Tot,C01_Tot_0_14_yrs,C01_Tot_15_24_yrs,C01_Tot_25_34_yrs,C01_Tot_35_44_yrs,C01_Tot_45_54_yrs,C01_Tot_55_64_yrs,C01_Tot_65_74_yrs,C01_Tot_75_84_yrs,C01_Tot_85o,C01_T_T,C06_Buddhism_0_14_yrs,C06_Buddhism_15_24,C06_Buddhism_25_34,C06_Buddhism_35_44,C06_Buddhism_45_54,C06_Buddhism_55_64,C06_Buddhism_65_74,C06_Buddhism_75_84,C06_Buddhism_85ov,C06_Buddhism_Tot,C06_Christ_Angl_0_14,C06_Christ_Angl_15_24,C06_Christ_Angl_25_34,C06_Christ_Angl_35_44,C06_Christ_Angl_45_54,C06_Christ_Angl_55_64,C06_Christ_Angl_65_74,C06_Christ_Angl_75_84,C06_Christ_Angl_85ov,C06_Christ_Angl_Tot,C06_C_Assyr_Apo_0_14,C06_C_Assyr_Apo_15_24,C06_C_Assyr_Apo_25_34,C06_C_Assyr_Apo_35_44,C06_C_Assyr_Apo_45_54,C06_C_Assyr_Apo_55_64,C06_C_Assyr_Apo_65_74,C06_C_Assyr_Apo_75_84,C06_C_Assyr_Apo_85ov,C06_C_Assyr_Apo_Tot,C06_C_Baptist_0_14,C06_C_Baptist_15_24,C06_C_Baptist_25_34,C06_C_Baptist_35_44,C06_C_Baptist_45_54,C06_C_Baptist_55_64,C06_C_Baptist_65_74,C06_C_Baptist_75_84,C06_C_Baptist_85ov,C06_C_Baptist_Tot,C06_Christ_Breth_0_14,C06_Christ_Breth_15_24,C06_Christ_Breth_25_34,C06_Christ_Breth_35_44,C06_Christ_Breth_45_54,C06_Christ_Breth_55_64,C06_Christ_Breth_65_74,C06_Christ_Breth_75_84,C06_Christ_Breth_85ov,C06_Christ_Breth_To,C06_Ch_Catholic_0_14,C06_Ch_Catholic_15_24,C06_Ch_Catholic_25_34,C06_Ch_Catholic_35_44,C06_Ch_Catholic_45_54,C06_Ch_Catholic_55_64,C06_Ch_Catholic_65_74,C06_Ch_Catholic_75_84,C06_Ch_Catholic_85ov,C06_C_Catholic_Tot,C06_C_Chur_Christ_0_14,C06_C_Chur_Christ_15_24,C06_C_Chur_Christ_25_34,C06_C_Chur_Christ_35_44,C06_C_Chur_Christ_45_54,C06_C_Chur_Christ_55_64,C06_C_Chur_Christ_65_74,C06_C_Chur_Christ_75_84,C06_C_Chur_Christ_85ov,C06_C_Chur_Christ_Tot,C06_C_East_Ortho_0_14,C06_C_East_Ortho_15_24,C06_C_East_Ortho_25_34,C06_C_East_Ortho_35_44,C06_C_East_Ortho_45_54,C06_C_East_Ortho_55_64,C06_C_East_Ortho_65_74,C06_C_East_Ortho_75_84,C06_C_East_Ortho_85ov,C06_C_East_Ortho_To
LGA17100,3206,2693,2190,2361,2320,1774,1394,1177,391,17506,569,403,311,469,409,152,118,45,16,2492,259,193,136,144,92,47,13,5,0,889,5,3,3,9,6,5,10,10,4,55,0,0,0,0,0,0,0,0,0,0,37,32,31,30,25,11,3,0,3,172,37,32,31,30,25,11,3,0,3,172,528,519,420,558,404,158,135,89,19,2830,67,91,50,56,46,14,15,5,4,348,411,291,278,253,249,146,122,85,65,1900,53,117,81,55,56,35,22,9,0,428,5383,4584,3736,4273,3872,2468,1922,1453,516,28207,271,334,351,352,359,172,125,55,24,2043,227,289,261,234,322,302,198,275,139,2247,0,0,0,0,0,0,0,0,0,0,58,67,53,59,65,31,22,18,16,389,0,15,3,4,4,6,3,0,3,38,1997,1518,1266,1335,1281,955,682,552,174,9760,5,3,4,0,3,0,3,0,3,21,275,174,205,239,196,175,175,96,53,1588
LGA17150,31635,21181,22251,24178,22852,15631,11220,7517,2274,158739,143,108,127,134,117,63,27,14,3,736,445,301,239,263,204,84,36,9,5,1586,30,18,37,34,47,27,18,14,3,228,0,3,0,3,0,0,0,0,0,6,60,97,113,72,75,30,18,6,3,474,60,100,113,75,75,30,18,6,3,480,4902,3344,3896,3553,3089,1491,894,475,102,21746,541,556,568,383,300,134,71,45,12,2610,3425,2047,2006,2166,2016,1191,899,653,188,14591,103,276,178,107,83,94,63,26,3,933,41458,28085,29685,31227,29078,18849,13325,8780,2605,203092,224,199,275,377,374,207,79,27,19,1781,8204,6522,6765,7480,8361,7418,4390,3912,1318,54370,0,0,0,3,0,0,0,0,0,3,840,621,519,653,615,495,264,184,68,4259,61,43,18,35,22,16,13,10,0,218,14368,8843,7887,9419,8320,6287,3653,2655,741,62173,121,67,62,63,77,52,18,13,6,479,1980,1014,1154,1603,1078,764,469,198,43,8303
LGA17200,4353,9635,16212,9590,7512,5650,4026,2459,866,60303,45,220,292,109,81,30,10,5,3,795,282,436,661,332,186,110,56,15,5,2083,136,190,318,217,275,213,263,207,42,1861,14,5,7,6,4,3,0,0,0,39,57,208,399,203,110,40,18,12,3,1050,71,213,406,209,114,43,18,12,3,1089,1930,5222,9746,5750,3529,1628,811,386,81,29083,221,899,1466,594,335,180,64,44,18,3821,5366,4718,6202,5212,4256,2805,2170,1121,253,32103,1145,3707,3921,2384,2314,1182,673,187,46,15559,13970,26985,41126,25437,19305,12162,8284,4565,1366,153200,400,2079,2911,1163,813,460,261,134,50,8271,911,2179,4426,3126,2347,2076,1075,755,283,17178,0,0,0,0,0,5,0,0,0,5,46,199,362,179,129,93,44,28,8,1088,0,3,5,4,4,4,0,0,0,20,2316,4932,8783,5205,3406,2739,1727,1078,379,30565,5,3,19,14,10,12,3,0,0,66,389,374,851,734,457,455,517,312,47,4136
LGA17310,9355,5495,5028,6218,6053,4742,3621,2297,746,43555,6,6,5,7,4,6,0,0,0,34,14,5,7,8,5,0,0,0,0,39,0,0,0,3,0,3,0,0,0,6,4,3,0,0,0,0,0,0,0,7,10,17,16,12,18,8,3,3,0,87,14,20,16,12,18,8,3,3,0,94,1134,604,594,539,438,254,135,66,13,3777,158,79,60,67,40,29,13,5,3,454,948,488,509,492,490,342,240,126,37,3672,21,138,30,22,12,21,5,5,3,257,11673,6851,6272,7393,7081,5414,4017,2505,802,52008,18,18,26,31,27,16,5,3,0,144,3852,2409,2217,2655,2997,2685,1819,1313,473,20420,0,0,0,0,0,0,0,0,0,0,113,89,65,74,85,87,42,24,10,589,49,31,12,25,7,4,14,4,0,146,3415,2030,1650,1930,1853,1446,1089,646,167,14226,0,0,4,3,5,14,0,0,4,30,12,9,15,11,13,12,10,9,0,91
LGA17350,1231,514,552,733,657,541,509,335,143,5215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,3,0,0,3,0,0,0,6,97,40,49,41,38,14,13,9,0,301,11,6,4,3,7,3,0,0,0,34,95,55,39,53,66,29,39,18,8,402,0,0,3,0,0,0,0,0,0,3,1434,618,650,833,768,593,561,362,151,5970,0,3,0,3,0,3,0,0,0,9,299,159,147,234,270,261,202,136,55,1763,0,0,0,0,0,0,0,0,0,0,13,6,7,9,21,24,9,11,6,106,0,0,0,0,3,0,0,0,0,3,439,180,188,208,223,179,144,87,30,1678,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,0,12
LGA17400,973,448,499,633,770,664,517,305,116,4925,0,3,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,4,3,0,0,0,20,3,0,3,7,4,3,0,0,0,20,198,89,80,101,93,61,27,15,8,672,26,6,13,10,16,8,7,0,0,86,163,67,53,97,81,68,61,27,11,628,4,11,6,0,5,0,0,0,0,26,1370,627,664,857,978,804,612,347,135,6394,0,0,0,5,6,7,0,0,0,18,345,174,183,263,301,320,214,134,45,1979,0,0,0,0,0,0,0,0,0,0,10,7,3,3,0,12,9,6,0,50,0,0,0,0,0,0,0,0,0,0,340,147,153,184,245,232,172,92,31,1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17420,22509,15634,13106,15398,16909,11896,5309,2952,876,104589,533,364,210,488,400,163,76,25,7,2266,560,393,279,379,309,111,39,13,7,2090,39,22,19,33,46,20,9,8,3,199,0,0,0,0,0,0,0,0,0,0,199,182,125,193,162,64,31,9,0,965,199,182,125,193,162,64,31,9,0,965,3263,2246,2083,2549,2381,1152,438,202,52,14366,430,381,287,303,246,128,62,38,4,1879,2206,1457,1226,1344,1561,906,477,269,79,9525,138,196,137,114,114,125,120,35,5,984,30318,21205,17735,21335,22706,14792,6664,3600,1049,139404,682,462,390,762,814,449,162,83,20,3824,5457,4002,3482,4524,4831,5139,2388,1348,416,31587,6,3,3,4,3,3,3,0,0,25,740,555,386,520,644,507,204,91,57,3704,132,84,59,35,67,33,37,20,3,470,12813,7761,6008,7686,7252,5692,2613,1250,319,51394,68,65,37,41,70,37,24,13,0,355,778,435,448,675,458,350,194,89,19,3446
LGA17450,496,229,243,380,388,346,248,159,46,2535,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,3,3,0,0,0,19,6,4,0,3,3,3,0,0,0,19,104,40,40,50,49,26,13,7,3,332,19,5,4,7,3,0,0,0,0,38,113,69,108,123,96,36,34,26,3,608,0,4,0,0,3,0,0,0,0,7,738,351,398,569,548,411,295,192,52,3554,0,0,0,4,0,4,0,0,0,8,178,86,94,153,174,162,125,77,26,1075,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,7,4,3,0,29,0,0,0,0,0,0,0,0,0,0,178,76,90,73,108,95,57,33,14,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17500,2061,1008,1143,1412,1313,959,782,495,152,9325,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,6,6,4,0,0,3,0,29,5,5,6,6,4,0,0,3,0,29,285,116,165,128,118,59,21,22,3,917,31,15,12,19,9,3,4,0,3,96,182,89,92,105,114,81,43,40,15,761,4,6,8,17,12,8,3,0,0,58,2571,1242,1438,1712,1580,1113,853,563,173,11245,5,4,0,4,5,8,0,0,0,26,647,385,423,552,602,589,361,278,87,3924,0,0,0,0,0,0,0,0,0,0,41,14,22,27,17,15,10,4,0,150,0,0,0,0,0,0,0,0,0,0,818,363,376,460,391,310,226,169,63,3176,0,0,0,0,0,0,0,0,0,0,8,4,5,7,4,0,0,0,0,28
LGA17550,9225,4761,4639,7256,7004,6842,7850,5072,1203,53852,109,44,30,57,54,8,6,3,3,314,11,10,11,9,13,11,6,3,0,74,4,0,4,6,6,9,7,8,0,44,0,0,0,0,3,0,0,0,0,3,65,48,75,77,61,43,21,7,3,400,65,48,75,77,64,43,21,7,3,403,2747,1303,1243,1557,1361,781,674,445,77,10188,395,203,182,251,195,122,84,46,13,1491,1645,745,690,919,919,714,709,487,137,6965,111,105,72,63,59,48,69,29,3,559,14389,7265,7002,10315,9797,8624,9445,6109,1439,74385,128,67,87,144,171,86,31,16,0,730,2733,1719,1507,2460,2950,3188,3245,2789,837,21428,0,0,0,0,0,0,3,0,0,3,141,82,68,121,129,135,119,93,9,897,0,0,0,0,3,0,3,3,0,9,4006,2369,1720,2629,2637,2498,2391,1524,373,20147,44,24,4,25,38,39,50,26,13,263,22,29,21,32,44,37,30,29,3,247
LGA17620,2281,1289,1247,1646,1610,1210,887,548,218,10936,3,0,3,0,3,3,0,0,0,12,3,4,0,0,0,0,0,3,0,10,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,4,3,0,0,22,3,3,3,3,3,4,3,0,0,22,318,131,157,140,132,90,22,10,6,1006,25,16,14,20,8,7,0,3,0,93,213,134,110,151,105,85,67,45,27,937,6,7,7,6,3,3,0,0,0,32,2858,1588,1545,1972,1876,1406,979,609,251,13084,8,10,6,5,10,8,0,0,0,47,954,586,575,678,806,691,501,364,130,5285,0,0,0,0,0,0,0,0,0,0,21,18,17,8,17,14,3,8,0,106,0,0,0,0,0,0,0,0,0,0,783,477,401,507,489,408,260,147,49,3521,0,0,3,3,0,3,0,0,0,9,0,0,0,0,0,3,4,0,0,7
LGA17640,1270,486,544,833,794,772,612,319,83,5713,0,0,3,0,0,3,0,0,0,6,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,0,0,0,14,0,3,0,5,3,3,0,0,0,14,121,35,45,74,66,58,24,10,0,433,14,6,10,7,6,4,3,0,0,50,114,49,37,66,71,63,39,16,6,461,10,4,3,3,3,0,3,0,0,26,1535,586,645,1002,950,906,681,345,89,6739,0,0,0,5,5,8,4,0,0,22,398,173,182,286,331,388,289,141,43,2231,0,0,0,0,0,0,0,0,0,0,15,3,4,5,6,5,3,3,0,44,0,0,0,0,0,0,0,0,0,0,586,247,200,341,348,276,209,119,24,2350,0,0,0,0,0,0,0,0,0,0,7,0,3,3,3,8,3,3,0,30
LGA17650,975,501,451,689,692,511,362,184,64,4429,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,4,7,4,0,0,0,0,23,5,3,4,7,4,0,0,0,0,23,161,83,75,91,110,46,19,17,0,602,24,10,12,20,13,8,0,3,0,90,131,61,64,83,74,59,37,12,3,524,4,4,3,0,0,0,0,0,0,11,1310,666,618,890,901,632,421,216,67,5721,3,6,4,4,10,8,0,4,0,39,349,205,174,269,322,291,193,96,40,1939,0,0,0,0,0,0,0,0,0,0,26,6,4,11,8,6,16,0,3,80,0,0,0,0,0,0,0,0,0,0,325,178,113,190,212,150,106,43,8,1325,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,3,0,6
LGA17700,267,95,125,195,154,140,95,57,24,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,9,13,9,9,3,0,0,72,8,0,0,3,0,0,3,0,0,14,31,5,15,7,13,5,8,4,0,88,0,0,0,0,0,0,0,0,0,0,322,113,149,218,176,154,109,61,24,1326,0,0,4,0,0,0,0,0,0,4,54,21,24,33,55,39,38,16,3,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,117,25,35,64,60,53,36,24,6,420,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
LGA17750,9781,7560,5877,6378,5924,3917,2935,1957,637,44966,22,21,13,21,5,3,0,0,0,85,22,32,19,14,6,0,0,0,0,93,0,3,4,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,53,23,8,10,4,0,3,0,105,4,53,23,8,10,4,0,3,0,105,1436,1313,879,659,491,197,103,50,13,5141,137,197,105,88,45,19,12,5,3,611,979,616,503,480,441,247,206,113,38,3623,18,111,34,16,10,14,4,4,0,211,12434,9963,7492,7699,6964,4413,3264,2132,691,55052,26,64,40,43,44,12,7,7,0,243,2675,2118,1834,2032,2103,1622,1078,805,273,14540,0,0,0,0,0,0,0,0,0,0,124,141,81,79,101,71,32,25,5,659,55,35,18,21,8,11,10,9,0,167,4827,3603,2341,2494,2310,1626,1101,655,224,19181,27,16,7,29,17,16,6,11,0,129,27,35,22,33,23,22,10,3,0,175
LGA17800,793,289,356,545,527,437,415,216,57,3635,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,3,0,0,0,3,0,0,6,207,97,88,114,74,31,33,11,4,659,14,8,13,8,9,6,0,0,3,61,123,53,36,62,56,37,37,12,3,419,3,4,3,3,0,0,0,0,0,13,1140,451,502,735,669,511,488,239,70,4805,0,0,0,0,0,3,0,0,0,3,139,82,78,142,203,175,131,106,21,1077,0,0,0,0,0,0,0,0,0,0,13,4,7,14,10,19,8,15,6,96,0,0,0,0,0,0,0,0,0,0,244,91,62,148,144,79,108,42,6,924,5,0,3,3,0,0,0,3,0,14,0,0,0,0,0,3,3,3,0,9
LGA17850,576,221,307,368,414,350,223,138,42,2639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,28,31,27,27,23,7,3,0,208,17,3,0,7,6,3,3,0,0,39,72,17,20,32,26,27,14,8,3,219,4,3,0,3,3,0,0,0,0,13,731,272,358,440,476,403,247,149,45,3121,0,3,0,4,0,0,0,0,0,7,268,152,133,175,218,219,109,94,36,1404,0,0,0,0,0,0,0,0,0,0,3,0,4,5,5,3,5,0,0,25,0,0,0,0,0,0,0,0,0,0,176,58,71,100,81,94,42,24,11,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17900,1233,642,839,939,979,873,528,169,35,6237,3,0,3,3,0,0,0,0,0,9,7,3,5,4,0,7,4,0,0,30,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,4,3,3,3,3,3,0,0,19,0,4,3,6,3,3,3,0,0,22,228,112,103,113,117,85,49,12,4,823,18,7,20,16,13,6,5,0,0,85,270,112,150,151,140,103,79,38,8,1051,3,9,12,0,3,3,0,3,0,33,1762,889,1138,1239,1259,1080,668,222,47,8304,0,0,3,4,7,3,0,3,0,20,488,253,278,325,438,371,258,110,16,2537,0,0,0,0,0,0,0,0,0,0,12,3,10,6,5,10,8,0,0,54,0,4,0,0,0,0,0,0,0,4,429,143,229,232,246,258,181,56,14,1788,0,0,0,0,0,0,5,0,0,5,3,3,3,10,16,24,38,3,3,103
LGA17950,608,294,425,460,357,332,204,98,33,2811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,35,18,23,15,5,3,0,0,166,6,3,3,3,0,3,3,0,0,21,46,18,24,27,19,9,7,4,0,154,0,0,0,0,0,3,0,3,0,6,727,350,473,513,391,352,217,105,33,3161,0,3,0,0,0,0,0,0,0,3,181,85,94,160,152,157,141,51,14,1035,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,271,59,118,136,134,108,80,38,21,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18000,16356,10617,13407,13781,12245,10243,7263,5979,2126,92017,79,48,78,83,53,23,9,3,0,376,244,131,171,206,131,44,18,7,4,956,47,28,56,59,62,55,35,18,7,367,0,0,0,0,3,0,0,0,0,3,107,100,119,123,89,44,11,9,3,605,107,100,119,123,92,44,11,9,3,608,3682,2599,3581,3281,2389,1393,746,459,97,18227,452,452,623,363,254,142,81,40,14,2421,2516,1378,1628,1665,1342,967,676,578,226,10976,143,513,230,99,79,64,69,24,5,1226,23842,16070,20206,20068,16942,13081,8982,7153,2491,128835,250,187,339,433,358,193,78,33,10,1881,5222,2903,3979,5137,4302,4188,2848,2581,1141,32301,0,0,3,0,3,0,0,3,0,9,244,185,189,196,209,176,130,102,39,1470,12,7,3,9,6,5,0,0,8,50,8369,4520,5194,6024,4528,3631,2632,1774,548,37220,17,7,23,7,17,9,12,13,6,111,474,324,376,484,358,228,167,92,27,2530
LGA18020,1863,802,760,1175,1240,1096,863,530,187,8516,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,0,3,0,0,18,3,0,3,3,6,0,3,0,0,18,322,88,100,146,116,74,52,17,9,924,17,16,13,10,15,8,7,0,0,86,262,112,104,130,101,112,65,41,18,945,7,18,10,6,3,3,3,0,0,50,2485,1039,1001,1479,1485,1299,996,591,214,10589,0,6,3,4,8,4,0,0,0,25,626,329,302,429,552,536,451,276,99,3600,0,0,0,0,0,0,0,0,0,0,7,9,4,6,10,6,8,3,0,53,0,0,0,0,0,0,0,0,0,0,641,250,210,346,324,336,225,120,54,2506,0,0,0,0,0,0,0,0,3,3,5,0,0,3,4,4,5,0,0,21
LGA18050,3068,3054,6617,4270,3127,2459,2038,1600,764,26997,14,30,55,26,21,6,0,0,0,152,70,70,82,85,55,20,14,7,0,403,1782,1050,1346,1305,1362,867,717,821,278,9528,0,0,3,0,0,0,0,0,0,3,14,31,83,68,38,14,9,3,0,260,14,31,86,68,38,14,9,3,0,263,1222,1320,3230,1894,1199,614,290,221,66,10056,149,260,566,263,156,56,30,31,15,1526,1830,1232,1694,1447,1224,744,588,421,127,9307,89,880,621,105,94,66,49,19,5,1928,8327,8112,14664,9719,7431,4904,3767,3134,1258,61316,96,120,256,216,178,86,22,12,10,996,848,595,1571,1243,862,800,459,434,243,7055,0,3,0,3,0,3,3,0,0,12,9,11,52,28,20,11,4,0,3,138,0,0,0,0,0,0,0,0,0,0,1705,1355,2997,2060,1318,1132,871,716,302,12456,0,0,3,3,0,3,5,3,0,17,241,151,257,328,199,173,165,118,33,1665
LGA18100,625,295,294,433,479,417,321,189,66,3119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,74,32,35,35,26,25,6,10,4,247,7,3,5,3,3,6,3,0,0,30,68,30,20,26,35,30,22,7,4,242,0,3,0,0,3,0,0,0,0,6,774,363,354,497,549,481,352,206,74,3650,0,0,4,3,3,0,0,0,0,10,177,87,93,124,148,181,148,114,31,1103,0,0,0,0,0,0,0,0,0,0,3,4,3,6,11,0,3,0,0,30,0,0,0,0,3,0,0,0,0,3,229,85,95,142,137,133,98,49,8,976,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6
LGA18150,1573,664,668,928,922,863,746,365,121,6850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,137,60,51,69,66,44,41,18,4,490,27,10,8,12,7,4,3,3,3,77,254,103,88,95,87,83,53,37,3,803,3,4,3,0,0,3,3,0,0,16,1994,841,818,1107,1085,1000,846,423,131,8245,0,0,4,0,4,0,0,0,0,8,578,269,253,329,414,357,324,196,58,2778,0,0,0,0,0,0,0,0,0,0,60,30,23,32,39,43,24,13,6,270,0,0,0,0,3,3,0,0,0,6,578,271,193,266,277,250,222,137,20,2214,0,0,3,0,0,0,0,0,0,3,3,0,3,0,3,0,3,0,0,12
LGA18200,884,486,528,713,789,661,444,250,62,4817,0,0,0,0,0,0,0,0,0,0,3,3,7,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,9,0,0,3,3,3,0,0,0,0,9,398,197,190,163,168,99,30,16,3,1264,29,10,7,20,13,9,6,3,0,97,185,96,101,106,102,75,72,23,8,768,0,3,3,0,0,3,3,3,0,15,1502,795,843,1011,1075,847,555,295,73,6996,0,3,3,3,3,3,0,0,0,15,169,111,147,170,249,268,151,96,21,1382,0,0,0,0,0,0,0,0,0,0,8,3,3,8,3,6,3,3,0,37,0,0,0,0,0,0,0,0,0,0,387,203,190,235,230,209,140,72,18,1684,3,0,0,4,4,8,13,5,4,41,3,3,0,9,3,0,3,0,0,21
