region_id,C01_Aus_BP_B_OS,C01_Aus_Fa_O_B_OS,C01_Aus_Mo_O_B_OS,C01_Aus_BP_B_Aus,C01_Aus_Bplace_NS,C01_Aus_Tot_resp,C01_Aus_Ab_BP_B_OS,C01_Aus_Ab_Fa_O_B_OS,C01_Aus_Ab_Mo_O_B_OS,C01_Aus_Ab_BP_B_Aus,C01_Aus_Abor_Bplace_NS,C01_Aus_Abor_Tot_respons,C01_Chi_BP_B_OS,C01_Chi_Fa_O_B_OS,C01_Chi_Mo_O_B_OS,C01_Chi_BP_B_Aus,C01_Chi_Bplace_NS,C01_Chi_Tot_resp,C01_Cro_BP_B_OS,C01_Cro_Fa_O_B_OS,C01_Cro_Mo_O_B_OS,C01_Cro_BP_B_Aus,C01_Cro_Bplace_NS,C01_Cro_Tot_resp,C01_Dut_BP_B_OS,C01_Dut_Fa_O_B_OS,C01_Dut_Mo_O_B_OS,C01_Dut_BP_B_Aus,C01_Dut_Bplace_NS,C01_Dut_Tot_resp,C01_Eng_BP_B_OS,C01_Eng_Fa_O_B_OS,C01_Eng_Mo_O_B_OS,C01_Eng_BP_B_Aus,C01_Eng_Bplace_NS,C01_Eng_Tot_resp,C01_Fil_BP_B_OS,C01_Fil_Fa_O_B_OS,C01_Fil_Mo_O_B_OS,C01_Fil_BP_B_Aus,C01_Fil_Bplace_NS,C01_Fil_Tot_resp,C01_Fre_BP_B_OS,C01_Fre_Fa_O_B_OS,C01_Fre_Mo_O_B_OS,C01_Fre_BP_B_Aus,C01_Fre_Bplace_NS,C01_Fre_Tot_resp,C01_Ger_BP_B_OS,C01_Ger_Fa_O_B_OS,C01_Ger_Mo_O_B_OS,C01_Ger_BP_B_Aus,C01_Ger_Bplace_NS,C01_Ger_Tot_resp,C01_Gre_BP_B_OS,C01_Gre_Fa_O_B_OS,C01_Gre_Mo_O_B_OS,C01_Gre_BP_B_Aus,C01_Gre_Bplace_NS,C01_Gre_Tot_resp,C01_Hun_BP_B_OS,C01_Hun_Fa_O_B_OS,C01_Hun_Mo_O_B_OS,C01_Hun_BP_B_Aus,C01_Hun_Bplace_NS,C01_Hun_Tot_resp,C01_Ind_BP_B_OS,C01_Ind_Fa_O_B_OS,C01_Ind_Mo_O_B_OS,C01_Ind_BP_B_Aus,C01_Ind_Bplace_NS,C01_Ind_Tot_resp,C01_Iri_BP_B_OS,C01_Iri_Fa_O_B_OS,C01_Iri_Mo_O_B_OS,C01_Iri_BP_B_Aus,C01_Iri_Bplace_NS,C01_Iri_Tot_resp,C01_Ita_BP_B_OS,C01_Ita_Fa_O_B_OS,C01_Ita_Mo_O_B_OS,C01_Ita_BP_B_Aus,C01_Ita_Bplace_NS,C01_Ita_Tot_resp,C01_Kor_BP_B_OS,C01_Kor_Fa_O_B_OS,C01_Kor_Mo_O_B_OS,C01_Kor_BP_B_Aus,C01_Kor_Bplace_NS,C01_Kor_Tot_resp,C01_Leb_BP_B_OS,C01_Leb_Fa_O_B_OS,C01_Leb_Mo_O_B_OS,C01_Leb_BP_B_Aus,C01_Leb_Bplace_NS,C01_Leb_Tot_resp,C01_Mac_BP_B_OS,C01_Mac_Fa_O_B_OS,C01_Mac_Mo_O_B_OS,C01_Mac_BP_B_Aus,C01_Mac_Bplace_NS,C01_Mac_Tot_resp,C01_Mal_BP_B_OS,C01_Mal_Fa_O_B_OS,C01_Mal_Mo_O_B_OS,C01_Mal_BP_B_Aus,C01_Mal_Bplace_NS,C01_Mal_Tot_resp,C01_Mao_BP_B_OS,C01_Mao_Fa_O_B_OS,C01_Mao_Mo_O_B_OS,C01_Mao_BP_B_Aus,C01_Mao_Bplace_NS,C01_Mao_Tot_resp,C01_NZ_BP_B_OS,C01_NZ_Fa_O_B_OS,C01_NZ_Mo_O_B_OS,C01_NZ_BP_B_Aus,C01_NZ_Bplace_NS,C01_NZ_Tot_resp,C01_Pol_BP_B_OS,C01_Pol_Fa_O_B_OS,C01_Pol_Mo_O_B_OS,C01_Pol_BP_B_Aus,C01_Pol_Bplace_NS,C01_Pol_Tot_resp,C01_Rus_BP_B_OS,C01_Rus_Fa_O_B_OS,C01_Rus_Mo_O_B_OS,C01_Rus_BP_B_Aus,C01_Rus_Birthplac_ns,C01_Rus_Tot_resp,C01_Sco_BP_B_OS,C01_Sco_Fa_O_B_OS,C01_Sco_Mo_O_B_OS,C01_Sco_BP_B_Aus,C01_Sco_Birthplac_ns,C01_Sco_Tot_resp,C01_Ser_BP_B_OS,C01_Ser_Fa_O_B_OS,C01_Ser_Mo_O_B_OS,C01_Ser_BP_B_Aus,C01_Ser_Bplace_NS,C01_Ser_Tot_resp,C01_Sinh_BP_B_OS,C01_Sinh_Fa_O_B_OS,C01_Sinh_Mo_O_B_OS,C01_Sinh_BP_B_Aus,C01_Sinh_Bplace_NS,C01_Sinh_Tot_resp,C01_SAf_BP_B_OS,C01_SAf_Fa_O_B_OS,C01_SAf_Mo_O_B_OS,C01_SAf_BP_B_Aus,C01_SAf_Bplace_NS,C01_SAf_Tot_resp,C01_Span_BP_B_OS,C01_Span_Fa_O_B_OS,C01_Span_Mo_O_B_OS,C01_Span_BP_B_Aus,C01_Span_Bplace_NS,C01_Span_Tot_resp,C01_Turk_BP_B_OS,C01_Turk_Fa_O_B_OS,C01_Turk_Mo_O_B_OS,C01_Turk_BP_B_Aus,C01_Turk_Bplace_NS,C01_Turk_Tot_resp,C01_Viet_BP_B_OS,C01_Viet_Fa_O_B_OS,C01_Viet_Mo_O_B_OS,C01_Viet_BP_B_Aus,C01_Viet_Bplace_NS,C01_Viet_Tot_resp,C01_Wel_BP_B_OS,C01_Wel_Fa_O_B_OS,C01_Wel_Mo_O_B_OS,C01_Wel_BP_B_Aus,C01_Wel_Bplace_NS,C01_Wel_Tot_resp,C01_Oth_BP_B_OS,C01_Oth_Fa_O_B_OS,C01_Oth_Mo_O_B_OS,C01_Oth_BP_B_Aus,C01_Oth_Bplace_NS,C01_Oth_Tot_resp,C01_Anc_ns_BP_B_OS,C01_Anc_ns_Fa_O_B_OS,C01_Anc_ns_Mo_O_B_OS,C01_Anc_ns_BP_B_Aus,C01_Anc_ns_Bplace_NS,C01_Anc_NS_T_resp,C01_Tot_res_Bo_par_bo_os,C01_Tot_res_Fa_onl_bo_os,C01_Tot_res_Mo_onl_bo_os,C01_Tot_res_Bo_pa_bo_Aus,C01_Tot_resp_Bplace_ns,C01_Tot_resp_Tot_resp,C01_T_P_BP_B_OS,C01_T_P_Fa_only_bor_os
LGA41190,3,20,26,898,31,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,5,0,17,50,25,23,603,17,718,3,0,0,0,0,3,0,0,0,3,0,3,9,5,4,204,5,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,80,3,94,5,4,4,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,4,0,18,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,3,0,9,3,23,3,0,0,46,12,61,96,68,61,1877,74,2176,85,47
LGA41330,10,86,45,481,14,636,0,6,3,263,3,275,34,3,0,0,3,40,83,8,0,4,0,95,28,6,3,3,3,43,164,73,45,381,23,686,12,0,0,0,0,12,5,0,0,5,0,10,68,18,3,54,3,146,168,15,4,22,6,215,44,3,0,6,5,58,3,0,0,0,0,3,22,12,6,126,11,177,38,9,0,15,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,4,3,0,3,0,10,15,0,0,0,3,18,19,0,0,4,0,23,3,0,0,0,0,3,20,4,3,22,0,49,91,10,3,0,9,113,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,10,141,17,3,8,9,178,44,5,4,30,380,463,1031,282,122,1430,475,3340,941,187
LGA41560,31,240,194,4368,167,5000,0,3,0,9,0,12,8,3,3,13,0,27,5,0,0,0,3,8,72,19,12,6,3,112,748,303,200,3162,115,4528,8,0,3,3,0,14,10,3,0,7,0,20,70,41,26,499,22,658,31,8,4,21,0,64,5,3,0,4,0,12,3,0,0,3,0,6,68,41,21,539,13,682,38,14,3,21,0,76,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,6,0,0,0,0,6,9,5,4,3,0,21,18,3,3,5,0,29,5,0,0,3,0,8,84,27,13,80,5,209,11,0,0,0,0,11,5,0,0,0,0,5,3,3,0,4,0,10,6,0,0,5,0,11,0,0,0,0,0,0,3,3,0,0,0,6,20,0,3,21,0,44,58,22,8,46,6,140,31,25,11,358,323,748,1363,766,508,9184,657,12478,1223,529
LGA41750,3,16,19,560,10,608,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,3,0,0,0,0,3,36,23,20,410,13,502,0,0,0,0,0,0,4,0,3,0,0,7,4,3,5,76,0,88,3,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,66,0,78,3,4,0,4,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,3,0,3,0,10,0,0,0,0,0,0,7,3,0,20,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,3,0,14,3,0,3,32,11,49,91,60,53,1186,34,1424,74,38
LGA41830,5,35,35,847,29,951,0,0,0,21,0,21,0,0,0,6,0,6,0,0,0,0,0,0,13,7,0,11,0,31,72,31,29,538,14,684,0,0,0,0,0,0,3,0,0,0,0,3,19,4,0,103,4,130,3,0,0,0,0,3,4,0,0,3,0,7,0,0,0,0,0,0,9,12,3,157,4,185,3,3,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,35,0,46,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,4,5,13,3,39,3,0,0,59,39,101,158,96,76,1802,93,2225,140,67
LGA41960,4,27,22,608,12,673,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,4,8,4,0,11,0,23,29,23,17,356,10,435,0,0,0,0,0,0,0,0,0,3,0,3,6,5,0,99,3,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,69,4,85,4,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,5,4,0,7,0,16,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,7,0,15,0,3,0,45,75,123,80,72,45,1217,104,1518,71,45
LGA42030,103,723,487,5546,218,7077,0,3,0,16,3,22,9,9,8,15,3,44,10,3,8,0,0,21,156,46,33,41,4,280,2949,702,614,3708,206,8179,22,0,5,0,0,27,16,3,3,15,5,42,245,86,76,1149,31,1587,53,14,0,36,6,109,23,8,3,0,3,37,7,3,0,0,0,10,332,136,83,831,40,1422,309,58,36,138,40,581,6,0,0,0,0,6,5,3,3,8,0,19,3,0,0,0,0,3,29,9,3,3,0,44,6,0,3,3,0,12,21,14,5,8,0,48,85,15,6,14,3,123,23,6,0,8,3,40,240,50,41,172,9,512,28,0,0,3,0,31,7,0,0,3,0,10,9,0,0,0,0,9,13,3,0,3,0,19,0,0,0,0,0,0,18,0,0,0,7,25,53,13,3,25,3,97,243,44,26,99,14,426,88,48,39,410,272,857,5111,1999,1485,12254,870,21719,4617,1323
LGA42110,14,68,68,1688,47,1885,0,0,0,5,0,5,3,0,0,0,0,3,3,0,0,0,0,3,32,6,3,9,0,50,258,100,104,1051,35,1548,7,0,0,3,0,10,4,0,0,4,0,8,43,24,19,648,16,750,4,0,0,3,0,7,3,0,0,0,0,3,3,0,0,0,0,3,30,21,15,269,12,347,8,4,4,9,0,25,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,3,0,0,12,4,3,0,14,0,21,0,0,0,4,0,4,24,5,5,40,0,74,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,3,0,0,0,3,4,3,0,5,0,12,32,0,6,12,0,50,14,7,6,102,108,237,505,244,236,3872,218,5075,440,167
LGA42250,11,130,113,3052,82,3388,0,0,0,3,0,3,9,0,0,20,4,33,7,4,0,0,3,14,107,26,12,25,3,173,303,128,105,1923,70,2529,15,3,0,0,3,21,3,0,0,12,3,18,53,23,15,368,8,467,10,5,3,8,0,26,9,3,0,0,0,12,8,0,0,0,0,8,32,23,19,464,9,547,62,14,3,43,0,122,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,8,0,21,8,0,0,0,0,8,11,11,0,0,0,22,22,8,0,11,0,41,0,0,0,0,0,0,39,7,8,99,4,157,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,13,0,23,78,20,12,48,8,166,17,14,10,235,212,488,837,419,300,6332,409,8297,720,285
LGA42600,115,965,721,9307,271,11379,0,0,3,8,0,11,212,16,13,24,3,268,127,6,0,22,6,161,320,69,34,68,4,495,3646,1188,823,8126,301,14084,48,0,5,0,3,56,85,12,4,64,0,165,523,184,86,1307,37,2137,273,56,19,105,19,472,47,14,3,8,0,72,52,5,3,0,0,60,605,294,149,2755,92,3895,423,122,32,238,26,841,22,0,0,6,0,28,41,10,4,27,0,82,10,3,3,0,0,16,61,14,7,19,3,104,33,3,4,3,0,43,99,10,10,14,4,137,171,25,7,53,6,262,77,7,3,8,0,95,512,122,65,451,16,1166,77,15,0,6,3,101,17,0,3,3,5,28,82,3,7,4,0,96,39,4,11,18,0,72,8,0,0,0,0,8,21,0,0,0,0,21,96,20,17,69,4,206,1008,125,80,206,37,1456,156,43,45,525,1361,2130,9006,3335,2161,23444,2201,40147,7889,2212
LGA42750,10,102,90,1634,44,1880,0,0,0,3,0,3,6,3,0,3,0,12,4,0,0,4,0,8,35,7,7,8,3,60,361,134,92,1233,40,1860,5,3,0,0,0,8,3,3,0,12,0,18,63,17,17,257,4,358,7,3,3,5,0,18,3,0,0,0,0,3,0,0,0,0,0,0,41,21,13,235,7,317,19,4,3,12,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,11,4,4,0,3,22,14,3,0,0,0,17,8,3,0,5,0,16,3,0,0,0,0,3,19,10,0,68,6,103,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,12,0,22,67,16,10,38,4,135,20,10,4,95,106,235,721,349,243,3627,217,5157,616,236
LGA43080,3,14,21,541,12,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,35,19,28,384,17,483,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,180,8,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,52,4,64,5,0,0,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,3,0,0,0,0,3,3,0,0,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,3,0,7,0,0,0,24,27,51,68,37,58,1222,68,1453,61,30
LGA43220,0,18,34,574,9,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,19,11,25,372,8,435,0,0,0,0,0,0,3,0,0,0,0,3,6,11,4,114,3,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,96,3,107,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,21,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,3,8,0,3,3,59,3,68,42,50,66,1250,29,1437,39,34
LGA43360,0,38,40,1055,42,1175,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,11,0,0,3,0,14,77,35,55,669,22,858,3,0,0,0,0,3,3,0,0,0,0,3,17,3,6,124,3,153,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,3,14,7,13,131,3,168,3,3,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,8,0,3,0,6,0,9,0,0,0,0,0,0,7,7,0,36,0,50,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,6,0,9,0,25,4,0,3,76,30,113,157,105,120,2141,100,2623,136,69
LGA43650,33,311,306,3500,112,4262,0,0,0,0,0,0,4,3,3,6,0,16,12,0,0,0,0,12,95,27,10,18,3,153,1206,340,345,2133,66,4090,6,0,0,3,0,9,12,3,0,13,0,28,132,72,43,1316,22,1585,24,8,0,14,3,49,16,0,0,3,3,22,3,3,0,4,0,10,138,75,53,576,24,866,96,22,20,60,0,198,0,0,0,0,0,0,6,0,0,3,0,9,0,0,0,0,0,0,10,5,0,6,0,21,0,3,0,3,0,6,11,0,6,7,0,24,28,3,4,11,0,46,5,4,3,4,0,16,121,25,13,107,6,272,17,0,3,4,0,24,4,0,0,0,0,4,8,0,3,0,0,11,10,0,0,3,0,13,0,0,0,0,0,0,3,0,0,0,0,3,31,7,3,18,0,59,124,27,22,68,6,247,44,24,10,229,171,478,2199,962,847,8109,416,12533,1951,638
LGA43710,5,89,81,1757,46,1978,0,0,0,14,0,14,0,0,3,4,0,7,4,6,0,13,3,26,29,8,4,17,3,61,182,87,86,1184,30,1569,10,0,3,0,0,13,3,0,3,13,0,19,35,13,10,284,4,346,6,0,0,5,0,11,0,3,0,0,0,3,0,0,0,0,0,0,20,13,11,288,6,338,7,3,0,15,0,25,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,6,0,3,0,0,9,7,3,3,3,0,16,0,0,0,3,0,3,13,6,4,45,3,71,3,3,0,4,0,10,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,3,0,6,0,0,0,3,0,3,0,0,0,0,0,0,7,0,3,5,0,15,32,12,3,33,3,83,7,11,9,134,146,307,388,260,226,3827,244,4945,335,178
LGA43790,39,212,148,4466,97,4962,0,0,0,12,0,12,9,0,0,3,0,12,8,3,0,3,0,14,58,17,7,17,0,99,460,260,179,3235,119,4253,16,0,3,0,0,19,6,0,4,19,0,29,93,72,45,2007,72,2289,159,12,3,33,8,215,27,0,0,0,0,27,112,4,0,3,17,136,49,37,22,622,8,738,132,37,11,115,5,300,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,3,3,0,3,0,9,8,3,3,3,0,17,13,4,3,0,0,20,26,4,3,18,4,55,4,3,0,6,0,13,44,19,10,159,3,235,14,0,0,10,0,24,0,0,0,0,0,0,0,0,0,3,0,3,9,0,0,7,0,16,9,0,0,0,0,9,10,0,0,0,0,10,14,0,0,27,0,41,131,19,7,77,11,245,36,20,16,349,210,631,1492,729,464,11200,554,14439,1353,510
LGA43920,36,238,198,2435,82,2989,0,0,0,4,0,4,5,0,0,5,3,13,8,0,0,3,0,11,86,14,23,23,3,149,893,238,233,1599,71,3034,26,4,6,0,0,36,4,3,3,5,0,15,66,37,18,221,10,352,74,7,8,28,9,126,16,3,0,3,0,22,3,0,3,0,0,6,79,45,40,330,16,510,192,52,30,109,12,395,0,0,0,0,0,0,6,3,0,5,0,14,3,0,0,3,0,6,26,19,6,19,0,70,11,0,0,3,0,14,22,4,3,0,0,29,16,10,5,9,0,40,5,0,0,0,0,5,93,16,18,79,3,209,17,3,3,0,3,26,0,0,0,0,0,0,8,3,0,0,0,11,8,6,3,0,0,17,0,0,0,0,0,0,13,0,0,0,0,13,15,9,6,7,0,37,105,10,11,34,10,170,30,20,13,183,109,355,1866,744,630,5107,331,8678,1655,502
LGA44000,0,3,0,23,0,26,0,0,0,117,6,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,156,6,165,0,3
LGA44060,383,2472,1884,22812,676,28227,3,6,0,39,4,52,1159,31,33,63,57,1343,291,18,3,18,6,336,860,190,120,180,27,1377,7902,2675,1936,16738,718,29969,439,4,49,5,19,516,135,18,17,124,7,301,1226,413,208,3038,88,4973,1233,202,65,386,52,1938,189,38,13,19,0,259,331,27,12,8,7,385,1198,574,361,4793,134,7060,1341,356,134,615,65,2511,40,0,5,3,3,51,176,30,10,44,10,270,48,5,0,4,0,57,181,25,13,60,6,285,67,7,14,9,6,103,199,37,31,9,6,282,881,75,19,141,34,1150,178,12,11,27,0,228,1134,260,168,935,55,2552,314,28,5,42,14,403,61,3,4,3,0,71,159,4,12,3,6,184,154,20,6,29,6,215,30,3,3,0,0,36,173,3,0,5,9,190,245,32,31,160,4,472,2608,318,194,451,94,3665,516,149,111,1410,1369,3555,23854,8035,5472,52173,3482,93016,21370,5326
LGA44210,23,193,146,2871,94,3327,0,0,0,4,0,4,3,0,3,6,0,12,4,0,0,3,0,7,88,15,6,13,3,125,703,193,171,2045,73,3185,15,0,0,0,0,15,14,4,6,11,0,35,116,47,41,1154,23,1381,6,3,4,10,0,23,15,3,0,3,0,21,20,0,0,0,0,20,89,47,22,417,13,588,52,7,6,35,6,106,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,3,0,18,6,3,0,0,0,9,10,3,0,0,0,13,19,0,0,10,0,29,8,0,0,0,0,8,70,15,13,97,3,198,12,3,0,0,0,15,0,0,0,0,0,0,8,0,3,0,0,11,7,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7,19,0,40,81,17,13,64,5,180,33,15,13,262,424,747,1428,571,457,7031,644,10131,1267,391
LGA44340,261,2197,1461,17894,493,22306,4,3,0,18,3,28,858,54,32,47,27,1018,150,21,3,21,7,202,569,147,65,102,25,908,5573,2346,1653,14946,440,24958,136,6,15,7,7,171,114,20,13,92,3,242,975,375,194,2699,77,4320,1540,234,88,437,60,2359,164,40,5,15,0,224,287,15,4,7,5,318,859,553,352,4019,104,5887,1079,295,111,505,50,2040,45,3,3,4,0,55,250,36,16,58,16,376,24,0,0,0,0,24,114,20,21,40,3,198,19,10,5,3,5,42,196,41,34,13,5,289,364,52,25,84,13,538,149,28,8,20,3,208,691,200,157,792,46,1886,143,13,5,20,4,185,73,8,3,3,5,92,114,7,15,3,0,139,64,12,9,20,0,105,13,3,0,0,3,19,43,0,4,3,5,55,146,37,18,129,6,336,2250,273,180,427,85,3215,291,119,72,923,1208,2613,17558,7168,4571,43351,2708,75356,15533,4706
LGA44550,93,757,594,7831,234,9509,3,3,0,3,0,9,45,6,3,17,3,74,16,3,4,3,0,26,333,72,71,91,11,578,2301,976,712,5888,222,10099,34,0,3,0,5,42,39,9,3,39,4,94,424,172,112,1615,43,2366,40,22,10,58,0,130,40,9,3,14,0,66,25,3,3,7,0,38,255,212,113,1289,38,1907,223,75,29,197,14,538,5,0,3,3,0,11,10,3,0,7,0,20,4,0,3,0,0,7,16,9,4,8,3,40,14,12,3,3,0,32,62,35,5,7,3,112,78,12,5,37,0,132,15,3,0,8,0,26,212,58,58,317,13,658,21,5,0,8,0,34,10,0,0,0,0,10,21,0,3,4,0,28,17,0,0,21,0,38,3,0,0,0,0,3,9,0,0,3,0,12,75,14,6,45,3,143,348,87,41,130,22,628,78,49,27,527,487,1168,4869,2606,1818,18180,1105,28578,4212,1693
LGA44620,87,594,379,9402,251,10713,3,3,0,32,0,38,41,4,0,30,3,78,50,5,3,9,3,70,307,89,49,114,8,567,1110,593,443,6121,240,8507,44,0,9,0,3,56,9,0,3,26,0,38,239,107,51,1141,38,1576,111,16,6,42,4,179,25,9,3,8,3,48,13,3,0,0,3,19,120,116,77,1641,42,1996,427,97,16,244,18,802,5,0,0,3,0,8,3,3,3,10,0,19,5,0,3,4,0,12,12,3,0,5,0,20,86,15,4,0,0,105,63,9,6,7,0,85,134,18,6,34,4,196,6,4,3,4,0,17,171,46,43,357,15,632,15,3,0,5,0,23,6,0,0,0,0,6,37,3,3,3,0,46,14,3,0,3,0,20,0,0,0,0,0,0,12,0,0,0,0,12,30,9,6,44,0,89,278,61,29,130,14,512,90,53,31,749,745,1668,3553,1866,1176,20168,1394,28157,3133,1249
LGA44830,3,54,45,1319,32,1453,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,24,3,5,10,0,42,140,56,43,800,28,1067,3,0,0,0,0,3,4,0,0,3,0,7,42,12,12,251,11,328,6,0,0,3,3,12,0,3,0,0,0,3,0,0,0,0,0,0,22,10,0,165,5,202,7,3,0,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,3,3,0,6,0,0,3,0,0,3,3,0,0,3,0,6,0,0,0,0,0,0,28,3,0,28,0,59,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,7,0,16,17,5,3,28,0,53,7,5,0,59,88,159,322,157,117,2706,167,3469,279,107
