region_id,C06_C_Jeh_Wit_0_14,C06_C_Jeh_Wit_15_24,C06_C_Jeh_Wit_25_34,C06_C_Jeh_Wit_35_44,C06_C_Jeh_Wit_45_54,C06_C_Jeh_Wit_55_64,C06_C_Jeh_Wit_65_74,C06_C_Jeh_Wit_75_84,C06_C_Jeh_Wit_85ov,C06_C_Jeh_Wit_Tot,C06_C_Lat_Da_Saint_0_14,C06_C_Lat_Da_Saint_15_24,C06_C_Lat_Da_Saint_25_34,C06_C_Lat_Da_Saint_35_44,C06_C_Lat_Da_Saint_45_54,C06_C_Lat_Da_Saint_55_64,C06_C_Lat_Da_Saint_65_74,C06_C_Lat_Da_Saint_75_84,C06_C_Lat_Da_Saint_85ov,C06_C_Lat_Da_Saint_Tot,C06_C_Luthe_0_14,C06_C_Luthe_15_24,C06_C_Luthe_25_34,C06_C_Luthe_35_44,C06_C_Luthe_45_54,C06_C_Luthe_55_64,C06_C_Luthe_65_74,C06_C_Luthe_75_84,C06_C_Luthe_85ov,C06_C_Luthe_Tot,C06_C_Ori_Orth_0_14,C06_C_Ori_Orth_15_24,C06_C_Ori_Orth_25_34,C06_C_Ori_Orth_35_44,C06_C_Ori_Orth_45_54,C06_C_Ori_Orth_55_64,C06_C_Ori_Orth_65_74,C06_C_Ori_Orth_75_84,C06_C_Ori_Orth_85ov,C06_C_Ori_Orth_To,C06_C_Oth_Prot_0_14,C06_C_Oth_Prot_15_24,C06_C_Oth_Prot_25_34,C06_C_Oth_Prot_35_44,C06_C_Oth_Prot_45_54,C06_C_Oth_Prot_55_64,C06_C_Oth_Prot_65_74,C06_C_Oth_Prot_75_84,C06_C_Oth_Prot_85ov,C06_C_Oth_Prot_Tot,C06_C_Pentec_0_14,C06_C_Pentec_15_24,C06_C_Pentec_25_34,C06_C_Pentec_35_44,C06_C_Pentec_45_54,C06_C_Pentec_55_64,C06_C_Pentec_65_74,C06_C_Pentec_75_84,C06_C_Pentec_85ov,C06_C_Pentec_Tot,C06_C_Pres_Ref_0_14,C06_C_Pres_Ref_15_24,C06_C_Pres_Ref_25_34,C06_C_Pres_Ref_35_44,C06_C_Pres_Ref_45_54,C06_C_Pres_Ref_55_64,C06_C_Pres_Ref_65_74,C06_C_Pres_Ref_75_84,C06_C_Pres_Ref_85ov,C06_C_Pres_Ref_Tot,C06_C_Sal_Army_0_14,C06_C_Sal_Army_15_24,C06_C_Sal_Army_25_34,C06_C_Sal_Army_35_44,C06_C_Sal_Army_45_54,C06_C_Sal_Army_55_64,C06_C_Sal_Army_65_74,C06_C_Sal_Army_75_84,C06_C_Sal_Army_85ov,C06_C_Sal_Army_Tot,C06_C_Sev_day_Adv_0_14,C06_C_Sev_day_Adv_15_24,C06_C_Sev_day_Adv_25_34,C06_C_Sev_day_Adv_35_44,C06_C_Sev_day_Adv_45_54,C06_C_Sev_day_Adv_55_64,C06_C_Sev_day_Adv_65_74,C06_C_Sev_day_Adv_75_84,C06_C_Sev_day_Adv_85oe,C06_C_Sev_day_Adv_Tot,C06_C_Unit_Chur_0_14,C06_C_Unit_Chur_15_24,C06_C_Unit_Chur_25_34,C06_C_Unit_Chur_35_44,C06_C_Unit_Chur_45_54,C06_C_Unit_Chur_55_64,C06_C_Unit_Chur_65_74,C06_C_Unit_Chur_75_84,C06_C_Unit_Chur_85ov,C06_C_Unit_Chur_Tot,C06_C_Christi_nfd_0_14,C06_C_Christi_nfd_15_24,C06_C_Christi_nfd_25_34,C06_C_Christi_nfd_35_44,C06_C_Christi_nfd_45_54,C06_C_Christi_nfd_55_64,C06_C_Christi_nfd_65_74,C06_C_Christi_nfd_75_84,C06_C_Christi_nfd_85ov,C06_C_Christi_nfd_Tot,C06_C_Oth_Chris_0_14,C06_C_Oth_Chris_15_24,C06_C_Oth_Chris_25_34,C06_C_Oth_Chris_35_44,C06_C_Oth_Chris_45_54,C06_C_Oth_Chris_55_64,C06_C_Oth_Chris_65_74,C06_C_Oth_Chris_75_84,C06_C_Oth_Chris_85ov,C06_C_Oth_Chris_Tot,C06_Christia_Tot_0_14,C06_Christia_Tot_15_24,C06_Christia_Tot_25_34,C06_Christia_Tot_35_44,C06_Christia_Tot_45_54,C06_Christia_Tot_55_64,C06_Christia_Tot_65_74,C06_Christia_Tot_75_84,C06_Christia_Tot_85ov,C06_Christ_T_T,C06_Hinduism_0_14,C06_Hinduism_15_24,C06_Hinduism_25_34,C06_Hinduism_35_44,C06_Hinduism_45_54,C06_Hinduism_55_64,C06_Hinduism_65_74,C06_Hinduism_75_84,C06_Hinduism_85ov,C06_Hinduism_Tot,C06_Islam_0_14,C06_Islam_15_24,C06_Islam_25_34,C06_Islam_35_44,C06_Islam_45_54,C06_Islam_55_64,C06_Islam_65_74,C06_Islam_75_84,C06_Islam_85ov,C06_Islam_Tot,C06_Judaism_0_14,C06_Judaism_15_24,C06_Judaism_25_34,C06_Judaism_35_44,C06_Judaism_45_54,C06_Judaism_55_64,C06_Judaism_65_74,C06_Judaism_75_84,C06_Judaism_85ov,C06_Judaism_Tot,C06_OR_AusAborTrad_0_14,C06_OR_AusAborTrad15_24,C06_OR_AusAborTrad25_34,C06_OR_AusAborTrad35_44,C06_OR_AusAborTrad45_54,C06_OR_AusAborTrad55_64,C06_OR_AusAborTrad65_74,C06_OR_AusAborTrad75_84,C06_OR_AusAborTrad85oe,C06_OR_AusAborTrade_Tot,C06_OR_Ot_Re_Gr_0_14,C06_OR_Ot_Re_Gr_15_24,C06_OR_Ot_Re_Gr_25_34,C06_OR_Ot_Re_Gr_35_44,C06_OR_Ot_Re_Gr_45_54,C06_OR_Ot_Re_Gr_55_64,C06_OR_Ot_Re_Gr_65_74,C06_OR_Ot_Re_Gr_75_84,C06_OR_Ot_Re_Gr_85ov,C06_OR_Ot_Re_Gr_Tot,C06_OthRel_T_0_14,C06_OthRel_T_15_24,C06_OthRel_T_25_34,C06_OthRel_T_35_44,C06_OthRel_T_45_54,C06_OthRel_T_55_64,C06_OthRel_T_65_74,C06_OthRel_T_75_84,C06_OthRel_T_85ov,C06_OthRel_T_T,C06_NoRel_0_14,C06_NoRel_15_24,C06_NoRel_25_34,C06_NoRel_35_44,C06_NoRel_45_54,C06_NoRel_55_64,C06_NoRel_65_74,C06_NoRel_75_84,C06_NoRel_85ov,C06_NoRel_Tot
LGA41960,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,34,11,21,26,24,28,5,9,6,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,3,4,0,0,11,0,0,0,3,3,11,6,3,0,26,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,3,0,0,0,3,30,17,17,38,57,64,29,21,11,284,4,3,3,3,3,3,5,0,0,24,0,0,0,0,0,0,0,0,0,0,116,69,74,128,161,208,90,71,31,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,42,51,58,52,42,23,10,0,376
LGA42030,22,20,27,22,19,26,21,4,0,161,6,3,0,5,0,0,3,0,0,17,257,146,143,184,193,147,100,103,28,1301,0,0,0,0,0,0,0,0,0,0,4,0,3,5,6,3,0,3,3,27,85,45,44,50,68,44,30,12,3,381,13,7,16,22,32,38,36,24,7,195,4,3,0,4,10,15,9,9,3,57,0,0,3,0,0,9,3,0,3,18,257,194,117,248,302,306,264,212,96,1996,58,59,42,42,52,30,18,11,0,312,0,3,0,3,4,3,3,3,0,19,1783,1331,971,1565,1787,1433,1256,925,306,11357,0,0,3,4,6,0,0,0,0,13,3,3,9,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,5,16,16,5,9,5,0,76,4,16,5,16,16,5,9,5,0,76,1218,819,711,694,599,286,152,135,25,4639
LGA42110,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,3,0,0,0,3,187,81,76,98,138,95,98,66,32,871,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,10,3,4,5,4,6,0,0,0,0,22,3,0,3,3,5,3,3,0,3,23,3,0,0,0,3,3,3,0,0,12,3,0,0,0,0,0,0,0,0,3,94,57,53,94,131,112,96,76,27,740,7,0,0,5,7,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,452,249,222,356,482,396,346,213,80,2796,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,3,3,3,3,4,0,3,0,0,19,3,3,3,6,7,0,3,0,0,25,230,97,109,134,110,84,40,15,5,824
LGA42250,0,3,0,0,3,3,0,3,0,12,0,0,0,0,0,3,3,3,0,9,55,45,20,46,69,39,24,7,0,305,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,10,19,10,7,9,18,8,5,0,0,76,60,59,40,76,142,104,57,48,14,600,10,3,6,5,6,7,6,0,0,43,5,0,3,6,0,0,3,0,0,17,172,52,50,127,120,103,75,39,9,747,21,17,8,25,16,17,11,4,0,119,0,3,0,0,6,0,0,0,0,9,764,411,339,682,777,630,343,183,54,4183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,5,0,0,0,0,15,4,6,0,0,5,0,0,0,0,15,565,239,256,336,245,117,38,24,4,1824
LGA42600,3,3,10,11,6,11,4,6,3,57,19,11,8,10,9,5,5,4,0,71,130,137,103,126,143,99,75,93,34,940,3,0,3,0,0,3,3,0,0,12,5,8,8,6,3,9,4,7,5,55,25,35,26,18,38,18,15,12,0,187,19,20,28,40,77,88,58,84,39,453,3,3,0,3,14,10,5,12,3,53,0,0,6,5,0,0,0,6,0,17,289,300,212,311,530,549,390,590,331,3502,48,67,66,49,79,47,26,14,13,409,3,6,13,8,11,8,10,6,3,68,2538,2247,1857,2608,3122,2850,2058,2602,1140,21022,16,6,28,12,7,5,0,3,0,77,14,24,36,17,13,7,4,0,0,115,0,10,3,0,9,12,8,8,3,53,0,0,0,0,0,0,0,0,0,0,13,35,17,26,17,20,9,5,0,142,13,35,17,26,17,20,9,5,0,142,1078,1299,1297,1020,1141,828,300,278,114,7355
LGA42750,0,0,0,0,0,4,4,0,0,8,15,3,4,5,0,6,0,0,0,33,22,23,12,27,22,32,16,9,5,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,5,3,12,6,4,0,0,0,38,0,0,0,6,13,5,7,3,0,34,0,0,3,0,0,0,0,0,0,3,0,0,0,4,7,0,0,0,0,11,71,29,23,69,112,104,56,55,19,538,16,7,8,14,15,22,11,5,5,103,0,0,0,0,5,0,0,0,0,5,297,142,140,319,385,392,217,159,65,2116,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,12,0,3,3,0,3,0,3,0,0,12,369,181,192,236,235,144,41,32,6,1436
LGA43080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,21,11,46,40,30,28,4,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,36,17,24,33,56,47,29,32,6,280,4,4,3,6,14,9,4,0,0,44,0,0,0,0,0,0,0,0,0,0,131,58,65,128,152,127,81,59,22,823,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,59,10,26,21,21,11,8,3,0,159
LGA43220,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,7,4,13,3,5,3,4,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,5,0,0,14,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,26,21,45,71,51,49,41,16,377,8,8,3,6,6,0,5,4,0,40,0,0,0,0,0,0,0,0,0,0,108,68,58,90,130,92,87,64,16,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,49,48,51,37,30,13,7,6,326
LGA43360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,4,15,15,13,16,7,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,8,8,4,4,4,10,7,3,5,0,45,10,0,3,5,8,12,11,8,0,57,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,6,56,26,26,47,86,90,72,41,18,462,7,3,0,10,8,3,3,0,0,34,0,0,0,0,0,0,0,0,0,0,209,109,87,171,255,236,187,91,31,1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,9,0,3,0,3,3,0,0,0,0,9,158,75,94,74,51,47,22,20,0,541
LGA43650,14,13,9,7,9,14,10,5,0,81,0,0,0,0,3,0,0,0,0,3,477,258,226,273,293,229,121,101,43,2021,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,0,5,0,0,18,61,25,17,26,28,15,6,4,0,182,4,6,6,12,19,19,16,3,4,89,8,4,0,12,6,4,0,0,0,34,3,3,3,3,3,3,3,3,0,24,192,110,111,188,214,149,87,56,20,1127,40,30,27,24,34,28,12,3,0,198,8,3,0,6,0,0,4,0,0,21,1562,862,761,1210,1229,911,574,324,102,7535,0,0,8,0,0,3,0,3,0,14,0,0,0,6,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,3,4,8,3,3,3,0,33,0,9,3,4,8,3,3,3,0,33,891,421,432,533,424,205,79,33,13,3031
LGA43710,0,5,0,0,0,5,0,0,0,10,0,0,0,0,0,3,0,0,0,3,74,37,34,47,41,35,26,16,8,318,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,12,12,13,0,12,7,3,0,0,0,47,6,0,0,4,6,3,9,7,0,35,3,0,3,3,7,6,0,0,0,22,0,0,0,0,0,0,0,0,0,0,114,64,52,105,107,100,81,44,15,682,15,9,5,7,8,13,0,6,0,63,0,0,3,0,0,3,0,0,0,6,527,255,198,408,411,387,243,147,41,2617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,0,0,4,3,0,0,0,0,7,310,105,134,191,147,120,40,20,0,1067
LGA43790,6,5,13,7,7,7,12,3,4,64,0,0,5,0,0,0,0,0,0,5,597,313,267,357,420,325,202,201,73,2755,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,13,11,4,11,17,4,3,3,0,66,7,7,4,10,14,25,15,18,4,104,4,0,0,6,3,5,0,0,0,18,9,3,12,0,5,11,4,7,4,55,189,121,92,187,261,253,197,144,56,1500,38,31,13,35,33,37,20,5,0,212,48,15,22,24,8,18,4,3,0,142,1420,777,735,1079,1225,1148,770,609,201,7964,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,13,16,24,21,10,3,5,3,126,31,13,16,24,21,10,3,5,3,126,625,333,346,335,287,183,72,58,21,2260
LGA43920,0,0,0,0,0,3,0,0,0,3,4,0,0,0,3,0,0,0,0,7,56,26,40,44,43,36,6,5,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,15,8,8,10,6,4,6,0,0,57,3,3,4,16,22,19,7,0,3,77,11,3,3,6,7,5,3,0,0,38,3,0,0,0,3,3,0,0,0,9,161,89,74,139,171,162,95,59,45,995,25,16,11,12,15,14,3,0,0,96,0,0,0,0,0,4,0,0,0,4,806,458,374,712,734,635,309,151,72,4251,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,16,4,3,0,0,41,0,6,7,5,16,4,3,0,0,41,633,322,293,410,286,137,54,9,3,2147
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,14,9,12,4,3,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,14,9,12,4,3,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,3,5,3,3,0,0,32
LGA44060,26,25,25,25,27,31,18,28,0,205,39,39,21,24,25,17,18,11,3,197,327,298,271,301,359,244,169,227,62,2258,20,20,3,19,27,11,3,0,0,103,28,14,28,26,20,22,13,10,17,178,247,205,172,178,185,102,61,35,8,1193,57,66,70,100,162,194,150,167,45,1011,13,10,16,19,26,32,30,44,12,202,15,14,10,12,12,13,6,8,4,94,774,717,561,793,1191,1061,860,1003,334,7294,289,217,224,224,223,142,46,37,7,1409,17,32,27,18,20,34,21,16,0,185,6812,5390,4946,6261,7205,5864,4542,4489,1324,46833,83,56,106,91,37,13,10,3,0,399,209,115,137,126,66,33,23,5,0,714,10,7,5,3,14,9,8,4,3,63,0,3,0,0,3,0,0,0,0,6,63,112,91,122,108,59,24,11,4,594,63,115,91,122,111,59,24,11,4,600,3931,3423,3470,2763,2609,1387,622,524,122,18851
LGA44210,4,3,3,3,3,0,0,0,0,16,0,0,4,0,0,0,0,0,0,4,354,134,131,253,203,215,139,98,30,1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,4,5,8,13,0,0,4,52,3,4,4,7,19,21,21,14,3,96,0,0,0,4,4,4,3,6,0,21,0,0,0,3,5,3,6,0,0,17,107,64,53,96,161,217,159,90,24,971,9,4,0,10,24,14,5,4,0,70,3,3,3,4,3,0,0,0,0,16,697,391,301,604,773,905,625,337,106,4739,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,10,18,4,3,0,0,52,3,5,9,10,18,4,3,0,0,52,425,249,199,319,286,259,125,46,6,1914
LGA44340,16,23,8,5,21,3,7,3,0,86,15,11,10,13,4,3,7,3,3,69,384,289,173,268,305,201,204,249,77,2150,0,0,3,0,3,0,0,0,0,6,11,12,11,5,29,18,6,17,13,122,148,110,97,108,105,85,35,13,4,705,50,56,43,81,121,149,90,86,47,723,13,18,14,14,20,16,11,26,19,151,4,13,6,13,0,0,8,4,0,48,824,721,382,717,1027,1048,718,756,484,6677,219,220,167,144,163,134,54,48,22,1171,42,41,37,27,36,39,28,27,7,284,6020,4602,3130,4918,5492,4935,3477,3337,1591,37502,69,43,82,59,28,13,7,0,0,301,134,66,123,86,42,18,11,4,0,484,16,9,7,9,10,13,9,10,0,83,0,0,0,0,0,0,0,0,0,0,47,79,76,71,66,38,19,11,7,414,47,79,76,71,66,38,19,11,7,414,2970,2706,2278,2229,2215,1681,608,406,136,15229
LGA44550,45,26,28,29,26,29,15,6,3,207,36,27,7,22,21,12,11,0,0,136,485,271,235,307,263,235,124,87,45,2052,0,0,0,0,0,0,0,0,0,0,4,9,3,3,3,8,5,0,3,38,143,96,48,86,77,40,12,6,3,511,32,13,26,48,52,72,58,31,17,349,13,18,7,15,18,11,4,12,3,101,3,4,5,5,7,3,9,3,3,42,444,258,236,371,461,454,218,188,75,2705,170,109,73,104,102,53,28,17,4,660,39,12,26,28,14,21,8,7,0,155,2895,1632,1489,2227,2233,1922,1004,748,283,14433,0,0,4,3,3,3,0,0,0,13,3,3,5,7,3,3,0,0,3,27,4,4,0,3,4,8,0,0,0,23,6,0,0,0,0,0,0,0,0,6,25,18,27,45,53,13,8,0,0,189,31,18,27,45,53,13,8,0,0,195,1991,1098,1122,1238,986,637,179,119,31,7401
LGA44620,13,23,14,10,25,11,9,6,0,111,33,16,11,18,16,5,7,0,3,109,168,97,98,111,152,70,74,44,16,830,0,0,0,0,0,0,0,3,0,3,0,0,5,6,5,3,0,0,0,19,76,47,37,56,42,43,21,7,3,332,150,139,103,188,280,264,215,205,87,1631,24,15,18,30,29,27,25,14,5,187,0,5,0,3,4,0,0,3,3,18,304,160,177,271,369,310,203,170,72,2036,109,81,51,76,66,29,16,6,6,440,0,0,3,5,7,5,5,3,0,28,2444,1598,1432,2035,2263,1803,1308,1027,355,14265,6,0,3,3,0,0,0,0,0,12,15,3,13,6,9,3,3,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,10,18,7,4,0,3,0,61,4,15,10,18,7,4,0,3,0,61,1859,1202,1187,961,660,329,123,80,36,6437
LGA44830,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,39,26,14,25,39,34,23,17,3,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,4,0,3,10,0,0,32,3,0,0,6,6,12,4,5,3,39,0,0,0,0,0,3,3,0,0,6,3,0,0,3,0,0,0,0,0,6,88,39,37,76,140,117,114,82,22,715,17,0,9,6,13,4,4,6,0,59,0,0,0,0,0,0,0,0,0,0,264,119,110,204,349,320,255,160,42,1823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,0,0,0,0,3,4,0,0,0,7,172,76,72,96,96,66,16,7,5,606
LGA45040,45,21,20,35,20,32,18,12,3,206,7,4,0,7,7,3,4,3,0,35,479,277,209,290,284,268,213,176,63,2259,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,0,3,3,0,21,85,53,31,59,75,29,25,8,4,369,4,17,14,17,46,50,40,14,10,212,7,4,7,20,26,12,17,8,4,105,0,4,0,6,6,6,6,4,7,39,252,168,119,243,349,423,297,268,106,2225,108,61,51,47,43,61,19,15,6,411,3,5,3,4,6,3,4,0,3,31,1703,1060,806,1327,1546,1512,1151,789,294,10188,0,0,3,0,0,3,0,0,0,6,77,28,36,22,11,10,6,0,0,190,0,0,0,0,5,0,0,0,0,5,4,0,4,0,0,0,4,0,0,12,8,4,7,7,6,5,0,3,0,40,12,4,11,7,6,5,4,3,0,52,1215,668,649,771,486,332,168,87,17,4393
LGA45090,12,4,8,4,3,0,0,0,0,31,0,0,0,0,3,0,0,0,0,3,79,55,46,64,64,33,29,21,8,399,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,9,3,11,3,6,14,8,6,3,0,54,52,25,35,59,95,78,61,49,20,474,0,0,0,6,4,0,4,7,0,21,0,0,3,0,0,0,0,0,0,3,193,105,93,175,229,194,122,98,44,1253,30,18,17,24,10,11,6,0,0,116,0,0,3,0,0,0,0,0,0,3,878,462,515,727,860,650,432,346,131,5001,3,12,4,3,3,0,0,0,0,25,5,4,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,5,0,0,0,0,0,19,0,8,6,5,0,0,0,0,0,19,513,354,302,299,232,85,41,24,11,1861
LGA45120,0,0,4,0,0,0,0,0,0,4,10,4,0,3,3,0,0,0,0,20,64,23,21,33,42,35,26,20,10,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,6,5,6,5,0,0,38,9,3,3,4,6,4,9,3,3,44,4,0,0,4,0,4,0,0,0,12,0,0,0,0,0,3,4,0,0,7,121,61,74,109,163,167,121,112,65,993,27,0,4,9,21,11,3,0,3,78,0,0,0,6,0,0,0,0,0,6,571,243,234,390,478,458,322,243,125,3064,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,3,0,0,0,13,4,3,0,0,3,3,0,0,0,13,278,111,134,135,126,75,45,26,0,930
LGA45290,14,12,20,26,21,9,12,5,0,119,11,17,13,3,12,12,4,3,3,78,72,133,122,88,129,75,65,111,111,906,0,4,0,4,0,0,0,0,0,8,5,19,7,6,5,4,8,6,7,67,60,63,56,48,38,28,30,21,10,354,23,24,33,56,51,60,38,56,20,361,3,5,5,6,7,28,14,7,16,91,0,3,0,6,3,5,3,4,4,28,243,255,264,282,313,327,215,324,213,2436,56,76,85,72,68,49,24,17,9,456,3,10,9,11,3,7,5,0,4,52,2852,2342,2520,2989,2591,2264,2036,2038,981,20613,34,51,96,34,21,17,11,3,0,267,53,68,62,38,13,17,5,0,0,256,4,5,13,3,6,10,4,3,3,51,0,0,0,0,0,0,0,0,0,0,20,56,63,49,33,20,5,4,4,254,20,56,63,49,33,20,5,4,4,254,1062,1547,1587,1076,1004,705,227,191,64,7463
LGA45340,145,106,106,112,119,115,86,62,20,871,120,65,46,55,60,69,37,11,7,470,811,576,434,647,744,524,361,230,64,4391,10,9,9,8,10,8,3,4,0,61,32,30,31,39,49,37,31,25,8,282,591,417,286,362,417,295,150,61,22,2601,115,116,86,203,344,383,292,201,62,1802,54,62,43,62,87,74,53,38,11,484,23,39,25,30,34,22,39,18,11,241,1898,1423,993,1653,2450,2399,1166,1026,398,13406,808,540,470,465,487,347,125,62,21,3325,106,88,80,84,85,89,68,45,37,682,13328,9797,7691,11253,13574,12048,6868,4867,1627,81053,61,28,39,46,50,14,9,3,0,250,112,59,69,63,51,21,12,0,0,387,17,4,15,13,10,8,9,4,0,80,0,0,0,0,4,0,0,0,0,4,164,147,163,211,164,64,31,21,5,970,164,147,163,211,168,64,31,21,5,974,11531,7282,7403,6716,5422,3270,1157,683,210,43674
LGA45400,0,0,3,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,15,26,47,32,28,52,15,262,3,3,0,3,3,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,102,52,52,71,107,102,64,85,32,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,37,17,7,24,26,19,10,0,3,143
