region_id,C11_SH_Tot_NPGH_6_mor,C11_SH_T_T,C11_SDRTHT_0b_NPGH_2,C11_SDRTHT_0b_NPGH_3,C11_SDRTHT_0b_NPGH_4,C11_SDRTHT_0b_NPGH_5,C11_SDRTHT_0b_NPGH_6_mor,C11_SDRTHT_0bTotal,C11_SDRTHT_1b_NPGH_2,C11_SDRTHT_1b_NPGH_3,C11_SDRTHT_1b_NPGH_4,C11_SDRTHT_1b_NPGH_5,C11_SDRTHT_1b_NPGH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPGH_2,C11_SDRTHT_2b_NPGH_3,C11_SDRTHT_2b_NPGH_4,C11_SDRTHT_2b_NPGH_5,C11_SDRTHT_2b_NPGH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPGH_2,C11_SDRTHT_3b_NPGH_3,C11_SDRTHT_3b_NPGH_4,C11_SDRTHT_3b_NPGH_5,C11_SDRTHT_3b_NPGH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPGH_2,C11_SDRTHT_4mb_NPGH_3,C11_SDRTHT_4mb_NPGH_4,C11_SDRTHT_4mb_NPGH_5,C11_SDRTHT_4mb_NPGH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPGH_2,C11_SDRTHT_NB_NS_NPGH_3,C11_SDRTHT_NB_NS_NPGH_4,C11_SDRTHT_NB_NS_NPGH_5,C11_SDRTHT_NB_NS_NPGH_6_mor,C11_SDRTHT_NB_NS_T,C11_SDRTHT_Tot_NPGH_2,C11_SDRTHT_Tot_NPGH_3,C11_SDRTHT_Tot_NPGH_4,C11_SDRTHT_Tot_NPGH_5,C11_SDRTHT_Tot_NPGH_6_mor,C11_SDRTHT_T_T,C11_FUA_0b_NPGH_2,C11_FUA_0b_NPGH_3,C11_FUA_0b_NPGH_4,C11_FUA_0b_NPGH_5,C11_FUA_0b_NPGH_6_mor,C11_FUA_0bTotal,C11_FUA_1b_NPGH_2,C11_FUA_1b_NPGH_3,C11_FUA_1b_NPGH_4,C11_FUA_1b_NPGH_5,C11_FUA_1b_NPGH_6_mor,C11_FUA_1b_Tot,C11_FUA_2b_NPGH_2,C11_FUA_2b_NPGH_3,C11_FUA_2b_NPGH_4,C11_FUA_2b_NPGH_5,C11_FUA_2b_NPGH_6_mor,C11_FUA_2b_Tot,C11_FUA_3b_NPGH_2,C11_FUA_3b_NPGH_3,C11_FUA_3b_NPGH_4,C11_FUA_3b_NPGH_5,C11_FUA_3b_NPGH_6_mor,C11_FUA_3b_Tot,C11_FUA_4mb_NPGH_2,C11_FUA_4mb_NPGH_3,C11_FUA_4mb_NPGH_4,C11_FUA_4mb_NPGH_5,C11_FUA_4mb_NPGH_6_mor,C11_FUA_4mb_Tot,C11_FUA_NB_NS_NPGH_2,C11_FUA_NB_NS_NPGH_3,C11_FUA_NB_NS_NPGH_4,C11_FUA_NB_NS_NPGH_5,C11_FUA_NB_NS_NPGH_6_mor,C11_FUA_NB_NS_T,C11_FUA_Tot_NPGH_2,C11_FUA_Tot_NPGH_3,C11_FUA_Tot_NPGH_4,C11_FUA_Tot_NPGH_5,C11_FUA_Tot_NPGH_6_mor,C11_FUA_T_T,C11_OD_0b_NPGH_2,C11_OD_0b_NPGH_3,C11_OD_0b_NPGH_4,C11_OD_0b_NPGH_5,C11_OD_0b_NPGH_6_mor,C11_OD_0bTotal,C11_OD_1b_NPGH_2,C11_OD_1b_NPGH_3,C11_OD_1b_NPGH_4,C11_OD_1b_NPGH_5,C11_OD_1b_NPGH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPGH_2,C11_OD_2b_NPGH_3,C11_OD_2b_NPGH_4,C11_OD_2b_NPGH_5,C11_OD_2b_NPGH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPGH_2,C11_OD_3b_NPGH_3,C11_OD_3b_NPGH_4,C11_OD_3b_NPGH_5,C11_OD_3b_NPGH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPGH_2,C11_OD_4mb_NPGH_3,C11_OD_4mb_NPGH_4,C11_OD_4mb_NPGH_5,C11_OD_4mb_NPGH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPGH_2,C11_OD_NB_NS_NPGH_3,C11_OD_NB_NS_NPGH_4,C11_OD_NB_NS_NPGH_5,C11_OD_NB_NS_NPGH_6_mor,C11_OD_NB_NS_T,C11_OD_Tot_NPGH_2,C11_OD_Tot_NPGH_3,C11_OD_Tot_NPGH_4,C11_OD_Tot_NPGH_5,C11_OD_Tot_NPGH_6_mor,C11_OD_T_T,C11_DS_NS_NPGH_2,C11_DS_NS_NPGH_3,C11_DS_NS_NPGH_4,C11_DS_NS_NPGH_5,C11_DS_NS_NPGH_6_mor,C11_DS_NS_T,C11_Tot_NPGH_2,C11_Tot_NPGH_3,C11_Tot_NPGH_4,C11_Tot_NPGH_5,C11_Tot_NPGH_6_mor,C11_T_T
LGA31000,246,13847,13,7,5,0,0,25,38,3,0,0,0,41,897,59,15,4,0,975,1296,1097,219,40,8,2660,69,83,98,35,15,300,31,24,16,3,0,74,2344,1273,353,82,23,4075,37,11,6,0,0,54,343,23,0,0,0,366,5472,557,170,20,5,6224,889,1148,220,46,18,2321,48,40,70,22,8,188,154,33,28,8,3,226,6943,1812,494,96,34,9379,5,0,0,0,0,5,22,0,0,0,0,22,43,4,0,0,0,47,8,7,0,0,0,15,4,0,3,0,3,10,9,0,3,0,0,12,91,11,6,0,3,111,3,4,0,0,0,7,17190,6589,2536,798,306,27419
LGA31750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA31820,7,857,0,0,0,0,0,0,3,0,0,0,0,3,40,3,0,0,0,43,21,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,64,6,0,0,0,70,3,0,0,0,0,3,3,3,0,0,0,6,63,5,3,0,0,71,30,11,0,0,0,41,0,3,0,0,0,3,6,0,0,0,0,6,105,22,3,0,0,130,7,0,0,0,0,7,5,0,0,0,0,5,11,3,0,0,0,14,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,33,3,0,0,0,36,3,3,0,0,0,6,905,136,42,9,7,1099
LGA31900,0,92,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,3,0,3,0,0,6,3,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,19,0,3,0,0,22,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,9,3,0,0,0,12,0,0,0,0,0,0,115,14,3,0,0,132
LGA31950,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6
LGA32070,4,1669,0,0,0,0,0,0,4,0,0,0,0,4,145,7,3,0,0,155,55,14,0,0,0,69,8,3,4,0,0,15,13,0,0,0,0,13,225,24,7,0,0,256,9,0,0,0,0,9,44,0,0,0,0,44,564,56,9,0,0,629,104,52,7,0,0,163,9,4,4,0,0,17,15,3,0,3,0,21,745,115,20,3,0,883,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,14,0,0,0,3,17,5,0,0,0,0,5,2289,415,97,22,7,2830
LGA32250,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,0,19
LGA32260,3,269,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,34,4,0,0,0,38,10,0,0,0,0,10,0,0,0,3,0,3,0,0,0,0,0,0,44,4,4,3,0,55,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,8,14,4,0,0,0,18,0,0,0,0,0,0,293,33,13,3,3,345
LGA32270,0,275,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,10,7,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,0,37,14,0,0,0,0,14,5,0,0,0,0,5,0,0,0,0,0,0,51,5,0,0,0,56,3,0,0,0,0,3,5,3,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,19,0,0,3,0,0,3,280,70,26,0,0,376
LGA32310,0,107,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,108,14,0,0,0,122
LGA32330,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
LGA32450,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,32,4,6,0,0,42
LGA32500,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,43,6,0,0,0,49
LGA32600,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
LGA32750,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
LGA32770,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
LGA33100,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
LGA33200,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,19
LGA33220,0,966,0,0,0,0,0,0,3,0,0,0,0,3,23,0,0,0,0,23,26,9,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,52,9,0,0,0,61,0,0,0,0,0,0,8,0,0,0,0,8,73,0,0,0,0,73,25,3,0,0,0,28,0,0,0,0,0,0,6,0,0,0,0,6,112,3,0,0,0,115,0,0,0,0,0,0,4,0,0,0,0,4,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,18,0,0,0,0,18,0,0,0,0,0,0,1028,112,20,0,0,1160
LGA33360,0,544,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,10,0,0,0,0,10,3,3,0,3,0,9,3,0,0,0,0,3,34,3,0,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,72,3,0,0,0,75,4,3,3,0,0,10,0,3,0,0,0,3,0,0,0,0,0,0,76,9,3,0,0,88,3,0,0,0,0,3,5,0,0,0,0,5,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,26,0,0,0,0,26,0,0,0,0,0,0,561,103,25,9,0,698
LGA33430,28,4370,0,0,0,0,0,0,15,0,3,0,0,18,723,39,4,0,0,766,1066,454,61,9,3,1593,87,41,57,4,3,192,48,8,5,3,0,64,1939,542,130,16,6,2633,13,5,0,0,0,18,212,17,0,0,0,229,2376,230,53,4,0,2663,351,259,49,4,3,666,40,35,37,14,0,126,80,21,5,3,0,109,3072,567,144,25,3,3811,3,0,0,0,0,3,7,0,0,0,0,7,51,0,0,0,0,51,14,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,78,0,0,0,0,78,14,4,3,0,0,21,8233,1966,554,123,37,10913
LGA33610,0,91,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,13,0,0,0,109
LGA33620,0,441,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,15,4,0,0,0,0,4,0,4,0,0,0,4,3,3,0,0,0,6,25,7,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,0,0,13,0,0,0,0,0,0,419,62,11,3,0,495
LGA33800,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,12,0,0,0,90
LGA33830,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
LGA33960,6,1741,0,0,0,0,0,0,0,0,0,0,0,0,51,3,0,0,0,54,59,7,0,0,0,66,6,4,0,3,0,13,8,0,0,0,0,8,124,14,0,3,0,141,0,0,0,0,0,0,6,0,0,0,0,6,40,3,3,0,0,46,19,6,3,0,0,28,0,0,3,0,0,3,3,0,0,0,0,3,68,9,9,0,0,86,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,4,0,0,0,0,4,1586,285,88,16,6,1981
LGA33980,0,178,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,11,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,179,48,7,0,0,234
LGA34420,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3
LGA34580,7,439,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,9,0,0,0,0,0,0,3,0,0,0,0,3,15,3,0,0,0,18,3,4,0,3,0,10,0,0,0,0,0,0,0,3,0,0,0,3,21,10,0,3,0,34,3,0,0,0,0,3,6,3,0,0,0,9,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,15,6,0,0,0,21,0,0,0,0,0,0,322,99,51,21,10,503
LGA34590,9,2500,0,0,0,0,0,0,0,0,0,0,0,0,195,12,3,0,0,210,163,37,3,0,3,206,14,13,7,0,0,34,13,0,3,3,0,19,385,62,16,3,3,469,4,0,0,0,0,4,5,0,0,0,0,5,73,9,0,0,0,82,34,12,3,0,0,49,0,3,0,0,0,3,6,0,0,0,0,6,122,24,3,0,0,149,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,2520,450,120,26,12,3128
LGA34710,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,4,0,0,46
LGA34770,4,1031,0,0,0,0,0,0,0,0,0,0,0,0,69,3,0,0,0,72,37,14,3,0,0,54,0,3,0,0,0,3,0,0,0,0,0,0,106,20,3,0,0,129,0,0,0,0,0,0,9,0,0,0,0,9,98,8,0,0,0,106,35,18,0,0,0,53,0,3,3,0,0,6,5,3,0,0,0,8,147,32,3,0,0,182,5,0,0,0,0,5,5,0,0,0,0,5,11,0,0,0,0,11,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,30,0,0,0,0,30,4,0,0,0,0,4,1026,252,78,16,4,1376
LGA34800,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,3,0,0,12
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,18,3,5,0,151
LGA35010,13,3106,0,0,0,0,0,0,5,0,0,0,0,5,135,3,0,0,0,138,205,33,8,0,3,249,13,5,0,3,0,21,6,0,0,0,0,6,364,41,8,3,3,419,0,0,0,0,0,0,16,0,0,0,0,16,160,7,0,0,0,167,81,15,0,3,0,99,7,0,3,0,0,10,10,0,0,0,0,10,274,22,3,3,0,302,0,0,0,0,0,0,4,0,0,0,0,4,21,0,0,0,0,21,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,35,0,0,0,0,35,0,0,0,0,0,0,3207,486,129,24,16,3862
LGA35250,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
LGA35300,0,214,0,0,0,0,0,0,3,0,0,0,0,3,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,8,0,0,0,0,8,36,3,0,0,0,39,7,0,0,0,0,7,0,4,0,0,0,4,3,0,0,0,0,3,54,7,0,0,0,61,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,227,59,15,3,0,304
LGA35600,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,34
