region_id,C06_SH_3b_NPFH_4,C06_SH_3b_NPFH_5,C06_SH_3b_NPFH_6_mor,C06_SH_3b_Tot,C06_SH_4mb_NPFH_2,C06_SH_4mb_NPFH_3,C06_SH_4mb_NPFH_4,C06_SH_4mb_NPFH_5,C06_SH_4mb_NPFH_6_mor,C06_SH_4mb_Tot,C06_SH_NB_NS_NPFH_2,C06_SH_NB_NS_NPFH_3,C06_SH_NB_NS_NPFH_4,C06_SH_NB_NS_NPFH_5,C06_SH_NB_NS_NPFH_6_mor,C06_SH_NB_NS_T,C06_SH_Tot_NPFH_2,C06_SH_Tot_NPFH_3,C06_SH_Tot_NPFH_4,C06_SH_Tot_NPFH_5,C06_SH_Tot_NPFH_6_mor,C06_SH_T_T,C06_SDRTHT_0b_NPFH_2,C06_SDRTHT_0b_NPFH_3,C06_SDRTHT_0b_NPFH_4,C06_SDRTHT_0b_NPFH_5,C06_SDRTHT_0b_NPFH_6_mor,C06_SDRTHT_0bTotal,C06_SDRTHT_1b_NPFH_2,C06_SDRTHT_1b_NPFH_3,C06_SDRTHT_1b_NPFH_4,C06_SDRTHT_1b_NPFH_5,C06_SDRTHT_1b_NPFH_6_mor,C06_SDRTHT_1b_Tot,C06_SDRTHT_2b_NPFH_2,C06_SDRTHT_2b_NPFH_3,C06_SDRTHT_2b_NPFH_4,C06_SDRTHT_2b_NPFH_5,C06_SDRTHT_2b_NPFH_6_mor,C06_SDRTHT_2b_Tot,C06_SDRTHT_3b_NPFH_2,C06_SDRTHT_3b_NPFH_3,C06_SDRTHT_3b_NPFH_4,C06_SDRTHT_3b_NPFH_5,C06_SDRTHT_3b_NPFH_6_mor,C06_SDRTHT_3b_Tot,C06_SDRTHT_4mb_NPFH_2,C06_SDRTHT_4mb_NPFH_3,C06_SDRTHT_4mb_NPFH_4,C06_SDRTHT_4mb_NPFH_5,C06_SDRTHT_4mb_NPFH_6_mor,C06_SDRTHT_4mb_Tot,C06_SDRTHT_NB_NS_NPFH_2,C06_SDRTHT_NB_NS_NPFH_3,C06_SDRTHT_NB_NS_NPFH_4,C06_SDRTHT_NB_NS_NPFH_5,C06_SDRTHT_NB_NS_NPFH_6_mor,C06_SDRTHT_NB_NS_T,C06_SDRTHT_Tot_NPFH_2,C06_SDRTHT_Tot_NPFH_3,C06_SDRTHT_Tot_NPFH_4,C06_SDRTHT_Tot_NPFH_5,C06_SDRTHT_Tot_NPFH_6_mor,C06_SDRTHT_T_T,C06_FUA_0b_NPFH_2,C06_FUA_0b_NPFH_3,C06_FUA_0b_NPFH_4,C06_FUA_0b_NPFH_5,C06_FUA_0b_NPFH_6_mor,C06_FUA_0bTotal,C06_FUA_1b_NPFH_2,C06_FUA_1b_NPFH_3,C06_FUA_1b_NPFH_4,C06_FUA_1b_NPFH_5,C06_FUA_1b_NPFH_6_mor,C06_FUA_1b_Tot,C06_FUA_2b_NPFH_2,C06_FUA_2b_NPFH_3,C06_FUA_2b_NPFH_4,C06_FUA_2b_NPFH_5,C06_FUA_2b_NPFH_6_mor,C06_FUA_2b_Tot,C06_FUA_3b_NPFH_2,C06_FUA_3b_NPFH_3,C06_FUA_3b_NPFH_4,C06_FUA_3b_NPFH_5,C06_FUA_3b_NPFH_6_mor,C06_FUA_3b_Tot,C06_FUA_4mb_NPFH_2,C06_FUA_4mb_NPFH_3,C06_FUA_4mb_NPFH_4,C06_FUA_4mb_NPFH_5,C06_FUA_4mb_NPFH_6_mor,C06_FUA_4mb_Tot,C06_FUA_NB_NS_NPFH_2,C06_FUA_NB_NS_NPFH_3,C06_FUA_NB_NS_NPFH_4,C06_FUA_NB_NS_NPFH_5,C06_FUA_NB_NS_NPFH_6_mor,C06_FUA_NB_NS_T,C06_FUA_Tot_NPFH_2,C06_FUA_Tot_NPFH_3,C06_FUA_Tot_NPFH_4,C06_FUA_Tot_NPFH_5,C06_FUA_Tot_NPFH_6_mor,C06_FUA_T_T,C06_OD_0b_NPFH_2,C06_OD_0b_NPFH_3,C06_OD_0b_NPFH_4,C06_OD_0b_NPFH_5,C06_OD_0b_NPFH_6_mor,C06_OD_0bTotal,C06_OD_1b_NPFH_2,C06_OD_1b_NPFH_3,C06_OD_1b_NPFH_4,C06_OD_1b_NPFH_5,C06_OD_1b_NPFH_6_mor,C06_OD_1b_Tot,C06_OD_2b_NPFH_2,C06_OD_2b_NPFH_3,C06_OD_2b_NPFH_4,C06_OD_2b_NPFH_5,C06_OD_2b_NPFH_6_mor,C06_OD_2b_Tot,C06_OD_3b_NPFH_2,C06_OD_3b_NPFH_3,C06_OD_3b_NPFH_4,C06_OD_3b_NPFH_5,C06_OD_3b_NPFH_6_mor,C06_OD_3b_Tot,C06_OD_4mb_NPFH_2,C06_OD_4mb_NPFH_3,C06_OD_4mb_NPFH_4,C06_OD_4mb_NPFH_5,C06_OD_4mb_NPFH_6_mor,C06_OD_4mb_Tot,C06_OD_NB_NS_NPFH_2,C06_OD_NB_NS_NPFH_3,C06_OD_NB_NS_NPFH_4,C06_OD_NB_NS_NPFH_5,C06_OD_NB_NS_NPFH_6_mor,C06_OD_NB_NS_T,C06_OD_Tot_NPFH_2,C06_OD_Tot_NPFH_3,C06_OD_Tot_NPFH_4,C06_OD_Tot_NPFH_5,C06_OD_Tot_NPFH_6_mor,C06_OD_T_T,C06_DS_NS_NPFH_2,C06_DS_NS_NPFH_3,C06_DS_NS_NPFH_4,C06_DS_NS_NPFH_5,C06_DS_NS_NPFH_6_mor,C06_DS_NS_T,C06_Tot_NPFH_2,C06_Tot_NPFH_3,C06_Tot_NPFH_4,C06_Tot_NPFH_5,C06_Tot_NPFH_6_mor,C06_T_T,C11_SH_0b_NPFH_2,C11_SH_0b_NPFH_3,C11_SH_0b_NPFH_4,C11_SH_0b_NPFH_5,C11_SH_0b_NPFH_6_mor,C11_SH_0bTotal,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_T,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5
LGA11400,250,104,38,1426,518,283,325,257,136,1519,25,6,4,3,4,42,1589,601,614,368,181,3353,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,5,9,0,0,0,0,9,9,3,3,0,0,15,3,3,3,3,0,12,0,0,0,0,0,0,26,6,6,3,0,41,0,0,0,0,0,0,1629,607,620,371,181,3408,3,0,0,0,3,6,12,3,3,3,0,21,238,57,21,10,5,331,783,291,236,84,38,1432,611,261,349,272,148,1641,25,4,3,3,3,38,1672,616,612,372
LGA11450,932,270,80,4182,1960,1655,2628,1406,648,8297,55,22,28,6,3,114,3993,2840,3628,1693,738,12892,0,0,0,0,0,0,7,3,0,0,0,10,69,4,0,0,0,73,87,32,12,5,0,136,12,0,3,0,0,15,5,0,0,0,0,5,180,39,15,5,0,239,0,0,0,0,0,0,9,0,0,0,0,9,29,3,0,0,0,32,3,0,0,0,0,3,0,4,5,0,0,9,3,3,0,0,0,6,44,10,5,0,0,59,3,0,0,0,0,3,0,3,0,0,0,3,4,0,0,0,3,7,0,3,0,3,0,6,0,3,3,0,0,6,8,0,0,0,0,8,15,9,3,3,3,33,0,0,0,0,0,0,4232,2898,3651,1701,741,13223,6,0,0,0,0,6,15,11,9,0,3,38,168,47,34,8,0,257,1966,1070,985,262,99,4382,2329,1801,3019,1519,811,9479,37,19,16,13,6,91,4521,2948,4063,1802
LGA11500,4278,1549,637,17363,2623,2523,3647,2399,1568,12760,162,93,82,45,52,434,9525,7425,8102,4016,2273,31341,4,3,0,0,0,7,15,0,6,0,0,21,690,218,93,20,6,1027,1180,942,614,256,150,3142,108,85,136,91,137,557,43,29,20,11,10,113,2040,1277,869,378,303,4867,0,0,0,0,0,0,30,3,0,0,0,33,237,85,28,5,3,358,56,23,18,11,3,111,5,0,0,3,3,11,8,3,0,0,0,11,336,114,46,19,9,524,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,4,7,0,0,21,0,0,0,0,3,3,0,0,0,0,0,0,10,7,7,0,3,27,5,0,7,0,4,16,11916,8823,9031,4413,2592,36775,6,6,18,3,6,39,47,24,9,5,3,88,485,182,71,32,6,776,6267,4407,4086,1501,789,17050,3005,2750,3624,2236,1836,13451,147,77,82,47,47,400,9957,7446,7890,3824
LGA11520,1461,407,87,5159,646,692,1147,690,343,3518,72,26,20,3,3,124,3563,2374,2782,1142,436,10297,0,0,3,0,0,3,15,0,0,0,0,15,423,144,62,0,3,632,427,300,239,46,20,1032,34,39,77,32,13,195,5,3,4,0,0,12,904,486,385,78,36,1889,3,0,0,3,0,6,186,12,3,0,0,201,2089,620,201,28,5,2943,865,467,334,72,20,1758,14,12,19,10,3,58,48,8,3,0,0,59,3205,1119,560,113,28,5025,0,0,0,0,0,0,5,0,0,0,0,5,14,7,9,0,0,30,14,10,11,4,0,39,6,0,0,0,0,6,0,0,0,0,0,0,39,17,20,4,0,80,3,0,3,0,0,6,7714,3996,3750,1337,500,17297,3,0,0,0,3,6,22,3,6,3,0,34,726,294,174,34,7,1235,1757,1254,1458,390,95,4954,819,799,1345,819,365,4147,58,17,12,4,3,94,3385,2367,2995,1250
LGA11550,2715,1131,667,10512,926,1011,1460,1135,977,5509,154,62,71,45,64,396,6132,4342,4747,2446,1762,19429,3,3,0,3,0,9,17,3,0,0,3,23,646,374,246,77,24,1367,394,394,426,175,83,1472,78,114,147,96,97,532,25,24,20,8,7,84,1163,912,839,359,214,3487,12,3,4,3,3,25,245,52,13,3,3,316,3351,2200,1400,474,165,7590,283,298,312,148,84,1125,20,22,40,13,24,119,154,79,52,25,11,321,4065,2654,1821,666,290,9496,3,0,0,0,0,3,6,4,4,0,0,14,42,22,5,7,3,79,16,10,25,10,4,65,5,5,0,7,4,21,0,3,0,0,0,3,72,44,34,24,11,185,0,0,5,0,0,5,11432,7952,7446,3495,2277,32602,14,8,11,3,5,41,51,11,9,3,6,80,1416,687,409,148,68,2728,3380,2523,2769,1190,679,10541,1156,1140,1686,1220,1055,6257,140,47,59,38,48,332,6157,4416,4943,2602
LGA11600,69,21,13,318,114,60,62,49,28,313,6,0,3,0,0,9,299,145,138,73,41,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,6,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,15,0,0,0,0,0,0,308,154,141,73,41,717,0,0,0,0,0,0,4,0,0,0,0,4,41,13,3,0,0,57,160,61,52,21,13,307,104,40,63,43,31,281,3,0,3,0,0,6,312,114,121,64
LGA11700,28,15,16,192,57,36,22,14,28,157,3,0,0,0,5,8,196,76,57,29,49,407,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,200,76,61,29,49,415,3,0,0,0,0,3,12,0,0,0,0,12,33,9,3,3,0,48,76,34,22,17,12,161,53,29,34,16,25,157,10,0,0,0,0,10,187,72,59,36
LGA11720,1461,495,181,6687,913,622,897,635,358,3425,76,36,23,21,8,164,5189,2512,2557,1179,559,11996,0,0,0,0,0,0,8,0,0,0,0,8,57,9,0,0,0,66,27,11,5,3,0,46,3,3,3,3,0,12,3,0,0,0,0,3,98,23,8,6,0,135,0,0,0,0,0,0,8,4,3,0,0,15,60,17,3,3,3,86,22,8,14,3,3,50,0,0,0,3,3,6,3,3,3,0,0,9,93,32,23,9,9,166,6,0,0,0,0,6,4,3,0,0,0,7,14,0,0,3,3,20,5,9,9,3,0,26,0,3,4,0,0,7,0,0,0,0,0,0,29,15,13,6,3,66,13,3,5,3,0,24,5422,2585,2606,1203,571,12387,12,4,0,0,0,16,72,14,4,7,3,100,1005,313,146,37,14,1515,3098,1586,1384,543,214,6825,1204,828,1055,689,388,4164,74,29,28,10,8,149,5465,2774,2617,1286
LGA11730,1126,368,128,6202,1478,696,832,624,369,3999,92,29,12,14,7,154,6035,2212,2108,1040,522,11917,0,0,0,0,0,0,3,0,0,0,0,3,106,12,5,0,3,126,151,50,43,0,4,248,16,13,15,9,4,57,3,3,0,0,0,6,279,78,63,9,11,440,0,0,0,0,0,0,18,6,0,0,0,24,163,33,11,0,0,207,89,37,16,8,0,150,14,4,8,0,3,29,0,0,4,0,0,4,284,80,39,8,3,414,12,0,3,0,0,15,58,3,3,0,0,64,62,15,9,0,0,86,24,6,11,11,0,52,17,0,3,3,3,26,5,0,0,0,0,5,178,24,29,14,3,248,3,0,3,0,0,6,6779,2394,2242,1071,539,13025,17,11,5,0,3,36,127,10,8,3,3,151,935,232,109,28,11,1315,3538,1256,996,347,163,6300,1798,804,955,611,378,4546,71,34,13,8,7,133,6486,2347,2086,997
LGA11750,117,34,17,592,113,89,123,71,44,440,3,3,4,3,3,16,474,238,251,114,67,1144,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,4,0,0,8,0,0,0,0,0,0,6,0,0,0,0,6,16,4,0,0,0,20,5,0,3,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,27,4,3,0,3,37,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,521,242,258,114,70,1205,0,0,0,0,0,0,8,0,0,0,0,8,55,8,10,0,0,73,306,102,81,32,18,539,137,90,121,82,38,468,8,3,0,3,0,14,514,203,212,117
LGA11800,1410,452,135,7436,1831,1100,1525,970,464,5890,83,25,18,16,13,155,6559,2978,3062,1463,618,14680,0,0,0,0,0,0,14,0,0,0,0,14,454,95,30,0,0,579,360,152,110,27,10,659,45,18,18,12,3,96,23,4,3,0,0,30,896,269,161,39,13,1378,0,0,0,0,0,0,28,4,3,0,0,35,512,119,30,7,3,671,156,69,39,14,3,281,18,9,3,3,3,36,13,4,0,0,4,21,727,205,75,24,13,1044,15,3,0,0,0,18,47,5,0,0,0,52,101,26,4,5,0,136,40,11,15,0,0,66,8,4,9,0,0,21,9,0,0,3,0,12,220,49,28,8,0,305,3,0,0,0,0,3,8405,3501,3326,1534,644,17410,7,0,5,0,3,15,77,14,6,0,3,100,813,201,107,19,6,1146,3929,1666,1369,436,139,7539,2319,1203,1606,976,523,6627,58,29,23,14,17,141,7203,3113,3116,1445
LGA11860,28,25,4,192,81,42,41,38,16,218,6,0,0,0,0,6,200,89,75,63,20,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,89,75,63,20,447,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,92,35,28,17,7,179,83,35,48,32,23,221,3,0,0,0,0,3,196,70,76,49
LGA12000,100,40,15,518,126,69,77,84,56,412,4,0,3,0,0,7,495,174,190,127,74,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,3,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,0,13,3,0,0,0,0,3,507,177,190,131,74,1079,0,0,0,0,0,0,4,0,0,0,0,4,65,14,4,11,0,94,296,72,77,40,16,501,138,82,102,74,47,443,6,0,0,3,0,9,509,168,183,128
LGA12050,220,74,16,1233,360,163,223,127,77,950,13,0,0,0,0,13,1253,453,464,204,93,2467,0,0,0,0,0,0,5,0,0,0,0,5,11,4,0,0,0,15,7,0,5,0,0,12,0,4,0,0,0,4,0,0,0,0,0,0,23,8,5,0,0,36,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,4,0,16,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,22,0,0,4,0,26,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,3,3,0,12,3,4,0,0,0,7,0,0,0,0,0,0,9,7,3,3,0,22,0,0,0,3,0,3,1307,468,472,214,93,2554,5,0,0,0,0,5,22,5,0,0,0,27,186,32,18,6,0,242,655,238,199,79,23,1194,421,168,218,131,69,1007,12,0,3,0,0,15,1301,443,438,216
LGA12150,93,45,19,514,149,70,79,54,51,403,6,4,3,0,6,19,502,196,185,103,76,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,3,3,6,0,0,0,0,0,0,12,0,0,3,3,18,0,0,0,0,0,0,524,199,188,106,79,1096,0,0,3,0,0,3,3,0,0,0,0,3,87,17,8,3,3,118,251,90,73,35,19,468,159,78,75,54,45,411,16,3,0,3,0,22,516,188,159,95
LGA12200,159,57,16,1013,274,130,161,112,56,733,19,5,0,0,0,24,1026,363,340,172,75,1976,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4,17,0,3,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,3,0,0,0,3,3,0,0,0,3,6,0,0,0,0,0,0,9,6,0,0,3,18,0,0,0,0,0,0,1065,369,340,172,82,2028,0,0,0,0,0,0,7,0,0,0,0,7,158,16,16,0,0,190,618,189,131,50,17,1005,296,129,157,110,48,740,13,0,0,0,0,13,1092,334,304,160
LGA12300,259,81,27,1559,325,175,206,178,69,953,34,8,0,3,0,45,1479,515,473,269,100,2836,0,0,0,0,0,0,0,0,0,0,0,0,31,7,3,0,0,41,4,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,35,10,6,0,0,51,0,0,0,0,0,0,3,0,0,0,0,3,60,12,3,0,0,75,23,4,3,0,0,30,0,0,0,0,0,0,4,0,0,0,0,4,90,16,6,0,0,112,3,0,0,3,0,6,9,0,0,0,0,9,16,0,0,0,0,16,12,7,0,0,0,19,0,0,3,0,0,3,3,0,0,0,0,3,43,7,3,3,0,56,0,0,0,0,0,0,1647,548,488,272,100,3055,0,0,0,0,0,0,16,0,0,0,0,16,207,34,9,0,5,255,923,257,232,68,19,1499,385,147,238,157,77,1004,23,0,6,0,0,29,1554,438,485,225
LGA12350,295,90,46,1675,446,218,239,202,120,1225,15,5,5,6,3,34,1625,608,554,312,172,3271,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,16,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,23,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,31,0,3,3,0,37,5,12,4,0,0,21,5,0,3,0,0,8,0,0,0,0,0,0,41,12,10,3,0,66,3,0,0,0,0,3,4,0,0,0,0,4,3,7,0,0,0,10,4,0,0,0,0,4,3,0,7,0,0,10,0,0,0,0,0,0,17,7,7,0,0,31,0,0,0,0,0,0,1706,631,571,315,172,3395,7,0,0,0,0,7,16,3,3,3,0,25,204,42,14,7,3,270,831,286,242,81,26,1466,494,217,242,188,103,1244,32,11,9,5,3,60,1584,559,510,284
LGA12500,174,67,21,1049,221,124,156,101,45,647,12,11,0,3,0,26,889,381,340,174,66,1850,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,3,3,0,6,0,3,0,0,0,3,0,0,0,0,0,0,11,3,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,41,6,0,0,0,47,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,54,6,0,0,0,60,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,3,3,0,0,12,3,0,0,0,0,3,6,0,0,0,0,6,18,3,3,0,0,24,0,0,0,0,0,0,972,393,346,177,66,1954,0,0,0,0,0,0,5,0,0,0,0,5,99,21,9,0,0,129,557,205,144,42,9,957,254,115,150,97,51,667,22,4,3,0,6,35,937,345,306,139
LGA12600,762,275,109,4039,1286,716,1121,663,361,4147,54,20,14,9,10,107,3656,1798,1931,959,486,8830,0,0,0,0,0,0,4,0,0,0,3,7,118,30,4,3,0,155,81,33,27,4,3,148,30,27,26,18,4,105,3,0,0,0,0,3,236,90,57,25,10,418,4,0,0,0,0,4,16,4,0,0,0,20,163,36,7,0,0,206,20,9,5,3,0,37,0,0,0,5,0,5,6,0,0,0,0,6,209,49,12,8,0,278,4,0,0,0,0,4,5,0,0,0,0,5,10,0,0,0,0,10,13,6,4,0,3,26,0,3,7,0,0,10,0,0,0,0,0,0,32,9,11,0,3,55,4,0,3,3,0,10,4137,1946,2014,995,499,9591,4,0,0,0,0,4,18,3,3,7,0,31,314,77,31,9,6,437,1950,932,718,273,97,3970,1574,916,1140,700,423,4753,54,20,10,5,10,99,3914,1948,1902,994
LGA12700,222,75,17,1092,263,128,173,129,71,764,23,8,0,4,3,38,1015,413,425,217,91,2161,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,6,3,3,3,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,12,6,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,5,0,0,8,5,0,0,3,0,8,0,0,4,3,0,7,0,0,0,0,0,0,12,0,9,6,0,27,0,0,0,0,0,0,1039,419,437,223,91,2209,7,0,0,0,0,7,26,5,0,0,0,31,167,57,28,6,3,261,599,235,203,61,19,1117,296,153,210,125,71,855,14,3,4,0,3,24,1109,453,445,192
LGA12750,683,214,76,4473,1356,516,612,385,226,3095,76,16,16,3,3,114,4951,1561,1391,629,308,8840,3,0,0,0,0,3,11,0,0,0,0,11,125,27,14,0,0,166,170,33,24,5,3,235,31,9,9,3,3,55,9,0,0,0,0,9,349,69,47,8,6,479,0,0,0,0,0,0,16,3,0,0,0,19,111,23,4,0,0,138,83,17,9,0,3,112,6,6,3,4,3,22,3,3,0,0,0,6,219,52,16,4,6,297,5,0,3,0,0,8,32,0,0,0,0,32,57,8,3,4,0,72,25,3,5,7,3,43,4,10,3,3,0,20,6,0,0,0,0,6,129,21,14,14,3,181,0,0,0,0,0,0,5648,1703,1468,655,323,9797,8,0,0,0,0,8,63,6,8,0,0,77,696,156,58,16,7,933,2704,812,589,218,76,4399,1592,600,578,360,256,3386,77,16,5,6,0,104,5140,1590,1238,600
LGA12850,4575,2197,1291,17867,2316,2689,4086,3044,2644,14779,240,171,188,120,120,839,9102,7802,9200,5511,4110,35725,5,3,0,0,3,11,74,7,3,0,0,84,419,238,144,53,8,862,669,769,759,345,199,2741,89,132,183,151,136,691,35,43,34,21,14,147,1291,1192,1123,570,360,4536,10,3,0,0,0,13,171,21,10,3,0,205,1274,899,580,152,48,2953,163,193,211,106,63,736,10,11,19,16,12,68,51,43,37,11,4,146,1679,1170,857,288,127,4121,0,0,0,0,0,0,8,0,3,0,0,11,18,6,13,0,0,37,4,9,3,3,3,22,5,7,3,3,0,18,0,3,0,0,0,3,35,25,22,6,3,91,6,7,3,0,4,20,12113,10196,11205,6375,4604,44493,21,21,17,15,20,94,83,34,20,5,9,151,926,454,319,125,58,1882,5121,4073,4220,2287,1464,17165,2665,2906,4025,3003,2959,15558,233,117,127,102,87,666,9049,7605,8728,5537
LGA12900,216,101,18,1248,293,162,173,153,82,863,19,8,4,0,4,35,1114,482,411,257,104,2368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,44,7,0,0,0,51,6,0,0,0,0,6,0,0,4,0,0,4,0,0,0,0,0,0,50,7,4,0,0,61,0,3,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,10,0,0,0,0,10,3,4,0,0,0,7,0,0,0,0,0,0,18,7,0,0,0,25,0,0,3,0,0,3,1190,496,418,257,104,2465,3,0,0,0,0,3,9,0,0,0,0,9,140,27,15,7,0,189,634,225,175,68,30,1132,368,141,196,170,72,947,22,7,5,3,0,37,1176,400,391,248
