region_id,C11_SH_Tot_NPFH_6_mor,C11_SH_T_T,C11_SDRTHT_0b_NPFH_2,C11_SDRTHT_0b_NPFH_3,C11_SDRTHT_0b_NPFH_4,C11_SDRTHT_0b_NPFH_5,C11_SDRTHT_0b_NPFH_6_mor,C11_SDRTHT_0bTotal,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_T,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_T_T,C11_FUA_0b_NPFH_2,C11_FUA_0b_NPFH_3,C11_FUA_0b_NPFH_4,C11_FUA_0b_NPFH_5,C11_FUA_0b_NPFH_6_mor,C11_FUA_0bTotal,C11_FUA_1b_NPFH_2,C11_FUA_1b_NPFH_3,C11_FUA_1b_NPFH_4,C11_FUA_1b_NPFH_5,C11_FUA_1b_NPFH_6_mor,C11_FUA_1b_Tot,C11_FUA_2b_NPFH_2,C11_FUA_2b_NPFH_3,C11_FUA_2b_NPFH_4,C11_FUA_2b_NPFH_5,C11_FUA_2b_NPFH_6_mor,C11_FUA_2b_Tot,C11_FUA_3b_NPFH_2,C11_FUA_3b_NPFH_3,C11_FUA_3b_NPFH_4,C11_FUA_3b_NPFH_5,C11_FUA_3b_NPFH_6_mor,C11_FUA_3b_Tot,C11_FUA_4mb_NPFH_2,C11_FUA_4mb_NPFH_3,C11_FUA_4mb_NPFH_4,C11_FUA_4mb_NPFH_5,C11_FUA_4mb_NPFH_6_mor,C11_FUA_4mb_Tot,C11_FUA_NB_NS_NPFH_2,C11_FUA_NB_NS_NPFH_3,C11_FUA_NB_NS_NPFH_4,C11_FUA_NB_NS_NPFH_5,C11_FUA_NB_NS_NPFH_6_mor,C11_FUA_NB_NS_T,C11_FUA_Tot_NPFH_2,C11_FUA_Tot_NPFH_3,C11_FUA_Tot_NPFH_4,C11_FUA_Tot_NPFH_5,C11_FUA_Tot_NPFH_6_mor,C11_FUA_T_T,C11_OD_0b_NPFH_2,C11_OD_0b_NPFH_3,C11_OD_0b_NPFH_4,C11_OD_0b_NPFH_5,C11_OD_0b_NPFH_6_mor,C11_OD_0bTotal,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_T,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_T_T,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_T,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_T_T
LGA17700,18,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,44,45,35,18,307
LGA17750,679,14009,0,0,0,0,0,0,12,0,0,0,0,12,171,36,8,3,0,218,75,25,17,5,0,122,14,12,8,3,0,37,0,0,0,0,0,0,272,73,33,11,0,389,0,0,0,0,0,0,21,4,0,0,0,25,456,94,40,5,3,598,46,20,14,4,0,84,0,3,3,3,0,9,8,5,0,0,0,13,531,126,57,12,3,729,4,0,0,0,0,4,3,0,0,0,0,3,9,5,0,0,0,14,12,6,4,0,0,22,0,0,0,0,0,0,3,0,0,0,0,3,31,11,4,0,0,46,5,5,0,0,0,10,6903,3083,2990,1525,682,15183
LGA17800,29,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,14,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,21,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,4,0,3,0,0,7,11,0,3,0,0,14,3,0,0,0,0,3,612,170,174,92,29,1077
LGA17850,31,839,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,12,0,0,0,0,0,0,480,138,137,71,31,857
LGA17900,103,1335,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,6,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,15,0,0,0,0,0,0,10,3,0,0,0,13,6,0,0,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,19,3,3,0,0,25,5,0,0,0,0,5,17,3,0,3,0,23,13,3,0,0,0,16,11,4,7,3,0,25,4,3,0,0,0,7,5,0,0,0,0,5,55,13,7,6,0,81,4,0,0,3,0,7,708,285,216,151,103,1463
LGA17950,27,712,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,0,0,0,0,0,0,366,140,133,74,27,740
LGA18000,1338,26343,3,0,3,0,0,6,79,5,3,0,0,87,350,92,50,8,0,500,392,277,307,66,14,1056,69,38,73,51,22,253,6,4,4,0,0,14,899,416,440,125,36,1916,19,0,0,0,0,19,1021,90,18,0,0,1129,4022,1696,725,106,31,6580,437,245,221,62,17,982,26,21,24,20,8,99,49,19,11,0,0,79,5574,2071,999,188,56,8888,3,0,0,0,0,3,9,0,0,0,0,9,15,5,8,3,0,31,11,7,3,3,0,24,3,0,3,0,0,6,0,0,0,0,0,0,41,12,14,6,0,73,3,3,6,10,0,22,14698,7828,9472,3814,1430,37242
LGA18020,125,2420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,4,5,0,0,0,9,9,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,4,0,0,22,5,0,0,0,0,5,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,5,6,3,0,0,14,0,0,0,0,0,0,13,9,3,0,0,25,3,0,0,4,0,7,1326,392,410,226,125,2479
LGA18050,184,3984,3,0,3,0,0,6,49,5,3,0,0,57,535,183,117,23,0,858,530,423,433,122,14,1522,150,166,340,165,58,879,22,6,3,0,0,31,1289,783,899,310,72,3353,74,9,0,0,0,83,1084,73,9,3,3,1172,2895,1071,398,51,3,4418,498,323,278,69,16,1184,33,19,46,20,9,127,58,13,5,0,0,76,4642,1508,736,143,31,7060,3,0,0,0,0,3,9,3,0,0,0,12,22,10,8,0,0,40,3,5,8,5,0,21,0,0,0,3,3,6,0,0,0,0,0,0,37,18,16,8,3,82,13,11,3,4,3,34,7189,3140,2828,1063,293,14513
LGA18100,35,1006,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,3,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,9,0,0,0,0,0,0,592,173,143,92,35,1035
LGA18150,111,2041,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,14,5,3,5,0,0,13,0,3,0,0,0,3,0,0,0,0,0,0,16,9,5,0,0,30,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,9,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,6,9,0,0,0,15,0,0,0,0,0,0,1021,413,351,206,111,2102
LGA18200,84,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,3,3,9,0,0,0,0,0,0,5,0,0,0,0,5,15,5,0,0,0,20,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,24,8,0,0,0,32,0,0,0,0,0,0,12,0,0,0,0,12,12,0,3,0,0,15,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,33,0,3,0,0,36,0,3,0,0,0,3,906,331,303,157,87,1784
LGA18250,399,10277,3,0,3,0,0,6,15,0,0,0,0,15,245,129,71,8,3,456,271,196,213,52,9,741,38,37,43,22,9,149,3,3,3,3,0,12,575,365,333,85,21,1379,46,7,0,0,0,53,713,122,26,3,0,864,2125,1079,565,79,20,3868,418,342,312,89,27,1188,9,6,17,8,3,43,24,8,13,3,0,48,3335,1564,933,182,50,6064,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,0,0,20,3,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,11,5,0,0,29,3,3,0,3,0,9,7105,4182,4351,1650,470,17758
LGA18350,491,11351,0,0,0,0,0,0,13,0,0,0,0,13,104,28,3,0,0,135,163,51,35,4,6,259,67,24,34,30,8,163,3,3,0,0,0,6,350,106,72,34,14,576,0,0,0,0,0,0,3,0,0,0,0,3,43,7,3,0,0,53,14,0,3,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,63,7,6,0,0,76,0,0,0,0,0,0,8,0,0,0,0,8,5,3,3,0,0,11,4,3,0,0,0,7,3,0,3,3,0,9,0,0,3,0,0,3,20,6,9,3,0,38,7,0,3,0,0,10,6123,2113,2226,1084,505,12051
LGA18400,769,11120,0,0,0,0,0,0,10,0,0,0,0,10,107,6,3,3,0,119,47,9,5,0,6,67,8,0,4,3,0,15,0,0,0,0,0,0,172,15,12,6,6,211,0,0,0,3,0,3,12,0,0,0,0,12,35,11,7,0,0,53,8,0,0,0,0,8,3,6,0,0,0,9,0,0,4,0,0,4,58,17,11,3,0,89,0,0,0,0,0,0,10,4,0,0,0,14,3,3,3,3,0,12,5,5,3,3,0,16,3,0,3,3,0,9,0,0,0,0,0,0,21,12,9,9,0,51,0,0,0,0,0,0,4086,2317,2800,1493,775,11471
LGA18450,1794,40695,3,3,0,0,3,9,54,4,3,0,3,64,1128,289,106,18,3,1544,1227,691,464,155,41,2578,89,66,87,52,36,330,49,18,4,0,0,71,2550,1071,664,225,86,4596,10,6,0,4,0,20,262,26,8,0,0,296,2008,589,237,40,5,2879,678,271,159,56,18,1182,31,21,24,13,12,101,48,13,7,0,0,68,3037,926,435,113,35,4546,0,0,0,0,0,0,20,3,0,0,0,23,146,16,6,3,0,171,33,21,8,5,4,71,4,4,0,4,3,15,11,4,0,0,0,15,214,48,14,12,7,295,12,9,0,0,0,21,21717,10789,11110,4615,1922,50153
LGA18500,229,4057,3,3,0,0,0,6,48,5,3,0,0,56,496,147,56,6,0,705,734,420,359,53,8,1574,179,159,216,117,19,690,20,3,3,0,0,26,1480,737,637,176,27,3057,38,3,0,0,0,41,563,31,8,3,0,605,2019,602,183,26,0,2830,849,347,255,55,14,1520,60,31,35,22,6,154,38,4,3,0,0,45,3567,1018,484,106,20,5195,0,0,0,0,0,0,6,0,0,0,0,6,10,7,0,0,0,17,0,3,6,0,0,9,0,0,5,0,0,5,0,0,0,0,0,0,16,10,11,0,0,37,15,0,0,0,0,15,6380,2493,2277,935,276,12361
LGA18550,1807,35600,0,3,0,0,0,3,24,4,3,0,0,31,611,110,34,5,4,764,828,383,222,76,18,1527,92,67,81,51,28,319,35,7,7,0,0,49,1590,574,347,132,50,2693,4,0,0,0,0,4,72,0,5,0,0,77,563,121,32,9,3,728,170,80,43,13,4,310,6,12,8,5,3,34,26,0,0,0,3,29,841,213,88,27,13,1182,6,0,0,0,0,6,46,4,8,0,0,58,69,17,6,3,0,95,25,5,9,3,0,42,5,0,4,3,4,16,3,0,5,0,6,14,154,26,32,9,10,231,5,5,3,0,4,17,17815,8284,8018,3722,1884,39723
LGA18710,182,3973,0,0,0,0,0,0,0,0,0,0,0,0,24,6,7,0,0,37,15,5,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,3,42,11,7,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,15,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,4,4,0,0,21,0,0,0,0,0,0,11,0,3,0,0,14,4,4,0,0,0,8,3,0,3,0,0,6,0,0,0,3,3,6,3,0,0,0,0,3,21,4,6,3,3,37,0,0,0,0,0,0,1842,750,878,436,185,4091
LGA18750,170,3060,0,0,0,0,0,0,5,0,0,0,0,5,20,5,0,0,0,25,8,5,5,0,0,18,0,0,0,5,0,5,0,0,0,0,0,0,33,10,5,5,0,53,0,0,0,0,0,0,0,0,0,0,0,0,23,0,3,0,0,26,12,5,4,0,0,21,0,0,3,0,0,3,0,0,0,0,0,0,35,5,10,0,0,50,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,0,0,0,3,10,3,0,3,0,0,6,1490,602,604,310,173,3179
LGA19399,10,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,128,60,46,21,10,265
LGA20110,84,3078,0,0,0,0,0,0,0,0,0,0,0,0,17,8,0,0,0,25,12,0,4,0,0,16,8,0,0,0,0,8,4,0,0,0,0,4,41,8,4,0,0,53,0,0,0,0,0,0,3,0,0,0,0,3,15,6,0,0,0,21,5,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,23,6,3,3,0,35,0,0,0,0,0,0,5,0,0,3,0,8,4,4,0,0,0,8,7,7,0,0,0,14,0,3,0,0,3,6,0,0,0,0,0,0,16,14,0,3,3,36,5,0,0,0,0,5,1786,545,544,245,87,3207
LGA20260,108,2835,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,11,5,3,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,12,6,5,0,0,23,0,0,0,0,0,0,3,4,0,0,0,7,26,0,0,0,0,26,0,4,4,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,29,8,4,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,12,0,0,0,0,0,0,1571,535,479,221,108,2914
LGA20570,830,22108,0,0,0,0,0,0,27,3,0,0,0,30,271,45,16,0,0,332,175,69,52,13,0,309,19,10,14,5,3,51,9,0,0,3,3,15,501,127,82,21,6,737,0,0,0,0,0,0,67,4,0,3,0,74,455,52,21,3,0,531,80,40,13,7,3,143,3,5,5,3,0,16,11,9,3,0,0,23,616,110,42,16,3,787,0,3,0,0,0,3,20,0,0,0,0,20,9,4,0,3,0,16,5,3,0,0,0,8,0,3,6,3,0,12,0,0,0,0,3,3,34,13,6,6,3,62,0,0,0,0,0,0,11099,4909,4663,2181,842,23694
LGA20660,895,27443,0,0,0,0,0,0,31,6,4,0,0,41,649,191,54,9,0,903,602,391,235,40,43,1311,38,24,30,23,11,126,12,6,5,0,5,28,1332,618,328,72,59,2409,0,0,0,0,0,0,82,11,3,0,0,96,736,232,76,13,10,1067,256,146,99,19,3,523,14,12,8,5,11,50,18,4,4,4,3,33,1106,405,190,41,27,1769,0,0,0,0,0,0,3,0,0,0,0,3,7,3,0,0,0,10,6,3,4,3,0,16,3,0,0,0,0,3,0,0,0,0,0,0,19,6,4,3,0,32,4,0,0,0,0,4,13245,7066,7574,2791,981,31657
LGA20740,203,7338,0,3,0,0,0,3,5,3,0,0,0,8,86,6,3,0,0,95,44,15,14,3,0,76,9,5,4,0,0,18,3,0,0,3,0,6,147,32,21,6,0,206,0,0,0,0,0,0,16,0,0,0,0,16,60,17,3,0,0,80,38,14,3,0,0,55,3,3,0,0,0,6,0,0,0,0,0,0,117,34,6,0,0,157,0,0,0,0,0,0,8,0,0,0,0,8,6,0,3,3,0,12,3,3,4,0,0,10,7,0,0,0,0,7,0,0,0,0,0,0,24,3,7,3,0,37,6,0,0,0,0,6,4299,1378,1296,568,203,7744
LGA20830,501,10936,3,0,0,0,0,3,3,0,0,0,0,3,212,15,6,3,0,236,94,22,31,11,0,158,27,14,22,14,8,85,0,3,0,3,0,6,339,54,59,31,8,491,0,0,0,0,0,0,15,0,0,0,0,15,90,15,0,0,0,105,29,9,0,0,0,38,0,0,0,0,0,0,4,0,0,0,0,4,138,24,0,0,0,162,4,0,0,0,0,4,10,0,0,0,0,10,14,7,0,0,0,21,5,3,3,0,0,11,0,3,0,3,0,6,0,0,0,0,0,0,33,13,3,3,0,52,3,0,0,3,0,6,5589,2121,2272,1156,509,11647
LGA20910,536,18686,3,0,0,0,0,3,35,0,0,0,3,38,790,183,42,5,0,1020,1048,468,386,54,9,1965,121,112,169,75,24,501,11,5,5,0,0,21,2008,768,602,134,36,3548,5,3,0,0,0,8,98,3,0,0,0,101,990,215,61,4,0,1270,386,188,111,24,5,714,21,11,23,12,0,67,19,3,0,0,0,22,1519,423,195,40,5,2182,0,0,0,0,0,0,3,0,0,0,0,3,13,10,7,0,0,30,3,9,4,0,3,19,0,0,4,0,0,4,0,0,0,0,0,0,19,19,15,0,3,56,14,0,0,0,0,14,10112,4812,6435,2547,580,24486
LGA21010,118,3543,0,0,0,0,0,0,5,0,0,0,0,5,41,13,0,0,0,54,10,3,5,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,56,16,5,3,0,80,0,0,0,0,0,0,5,0,0,0,0,5,41,10,6,0,0,57,8,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,54,10,9,3,0,76,0,0,3,0,0,3,0,0,0,0,0,0,10,0,5,0,0,15,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,18,0,8,0,0,26,0,0,0,0,0,0,2060,671,599,277,118,3725
LGA21110,1118,29679,0,0,0,0,0,0,77,6,3,0,0,86,1260,381,156,20,3,1820,1192,702,617,129,17,2657,149,115,178,83,39,564,21,0,5,3,0,29,2699,1204,959,235,59,5156,14,8,0,0,0,22,621,54,6,0,0,681,2394,737,262,37,4,3434,506,253,157,40,11,967,44,18,36,11,5,114,34,11,3,3,0,51,3613,1081,464,91,20,5269,0,0,0,0,0,0,13,3,0,0,0,16,28,12,5,3,0,48,14,10,9,3,3,39,3,0,4,3,3,13,4,0,0,0,0,4,62,25,18,9,6,120,10,4,3,0,0,17,15718,8307,10502,4511,1203,40241
LGA21180,3146,41916,3,3,3,3,0,12,18,11,3,0,0,32,215,85,38,13,7,358,448,341,246,99,43,1177,54,73,86,64,33,310,21,7,17,5,3,53,759,520,393,184,86,1942,4,3,0,0,0,7,129,47,10,3,3,192,610,291,158,34,10,1103,367,332,226,113,61,1099,11,11,22,14,12,70,42,23,13,4,5,87,1163,707,429,168,91,2558,0,0,0,0,0,0,3,3,0,0,0,6,7,5,0,0,0,12,5,8,3,0,4,20,0,0,3,0,0,3,0,0,0,3,0,3,15,16,6,3,4,44,0,3,4,3,0,10,15395,10961,11309,5478,3327,46470
LGA21270,84,1638,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,4,3,3,0,0,0,6,3,0,0,0,3,6,0,0,0,0,0,0,10,3,3,0,3,19,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,3,0,0,11,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,3,4,0,3,0,0,7,0,0,0,0,0,0,9,3,3,0,0,15,0,0,0,0,0,0,917,269,260,150,87,1683
LGA21370,398,9168,0,0,0,0,0,0,8,0,0,0,0,8,58,19,3,0,0,80,28,11,4,4,0,47,3,3,3,3,0,12,3,0,0,0,0,3,100,33,10,7,0,150,0,0,0,0,0,0,11,0,0,0,0,11,193,34,6,3,0,236,69,14,5,0,0,88,3,3,0,0,3,9,8,0,3,3,0,14,284,51,14,6,3,358,4,0,0,0,0,4,10,0,3,0,0,13,21,0,4,0,0,25,12,3,3,0,0,18,3,0,3,3,0,9,0,0,0,0,0,0,50,3,13,3,0,69,4,0,3,0,0,7,4952,1772,1704,923,401,9752
LGA21450,985,18820,0,0,0,0,0,0,5,0,0,0,0,5,144,31,11,0,0,186,165,59,38,8,6,276,3,7,15,7,6,38,7,0,0,0,0,7,324,97,64,15,12,512,0,0,0,0,0,0,6,0,3,0,0,9,250,23,6,3,0,282,55,28,9,0,5,97,0,3,3,0,0,6,0,0,0,0,0,0,311,54,21,3,5,394,3,0,0,0,0,3,20,0,0,0,0,20,16,0,0,0,0,16,3,4,0,3,0,10,3,0,0,0,0,3,0,0,0,3,0,3,45,4,0,6,0,55,0,0,4,0,0,4,7595,4172,4746,2270,1002,19785
LGA21610,4499,62042,0,0,0,3,0,3,17,4,0,0,0,21,292,49,30,4,8,383,457,319,267,65,36,1144,162,151,293,152,90,848,15,6,6,0,3,30,943,529,596,224,137,2429,0,0,0,0,0,0,27,5,4,0,0,36,586,149,76,7,4,822,296,168,105,25,12,606,11,3,10,8,6,38,19,6,3,3,0,31,939,331,198,43,22,1533,0,0,0,0,0,0,5,0,0,0,0,5,9,9,0,0,0,18,3,3,7,3,3,19,0,0,0,0,0,0,0,0,0,0,0,0,17,12,7,3,3,42,5,0,0,3,0,8,21052,14996,17615,7730,4661,66054
LGA21670,115,3191,0,0,0,0,0,0,6,0,0,0,0,6,22,3,0,0,0,25,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,0,48,0,0,0,0,0,0,6,0,0,0,0,6,38,3,3,0,0,44,3,3,3,0,0,9,0,0,3,0,0,3,0,0,0,0,0,0,47,6,9,0,0,62,3,0,0,0,0,3,7,0,0,0,0,7,4,0,0,3,0,7,3,3,0,0,3,9,3,3,3,0,0,9,3,3,0,0,0,6,23,9,3,3,3,41,0,0,0,0,0,0,1824,601,540,259,118,3342
LGA21750,213,5036,0,0,0,0,0,0,4,0,0,0,0,4,38,5,0,0,0,43,44,13,4,3,0,64,10,7,7,3,0,27,0,0,0,0,4,4,96,25,11,6,4,142,0,0,0,0,0,0,5,0,0,0,0,5,31,7,0,0,0,38,9,3,3,4,0,19,3,3,0,0,0,6,4,0,0,0,0,4,52,13,3,4,0,72,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,3,6,0,4,0,0,0,4,0,3,5,0,0,8,0,0,0,0,0,0,11,7,5,0,3,26,0,0,0,0,0,0,2651,996,919,490,220,5276
LGA21830,216,4241,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,7,3,3,3,0,0,9,3,0,0,0,0,3,18,3,3,0,0,24,0,0,0,0,0,0,0,3,0,0,0,3,17,0,0,0,0,17,3,3,0,0,0,6,0,3,0,0,0,3,0,0,0,0,0,0,20,9,0,0,0,29,0,3,0,0,0,3,4,0,0,0,0,4,4,0,0,0,3,7,3,0,4,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,14,3,4,0,3,24,0,6,0,0,0,6,2146,722,777,460,219,4324
LGA21890,1037,25220,6,3,0,0,0,9,106,16,4,0,0,126,1249,377,155,34,8,1823,658,524,347,115,57,1701,42,39,60,37,16,194,30,3,5,5,0,43,2091,962,571,191,81,3896,22,11,0,4,0,37,680,75,18,3,3,779,1692,628,246,56,21,2643,234,180,147,56,22,639,13,3,21,5,0,42,32,21,13,0,4,70,2673,918,445,124,50,4210,0,0,0,0,0,0,13,0,0,0,0,13,49,13,11,3,3,79,14,16,17,8,5,60,5,4,8,3,3,23,0,0,3,3,0,6,81,33,39,17,11,181,4,0,0,3,0,7,14529,7652,7362,2792,1179,33514
