region_id,C11_SH_Tot_NPFH_6_mor,C11_SH_T_T,C11_SDRTHT_0b_NPFH_2,C11_SDRTHT_0b_NPFH_3,C11_SDRTHT_0b_NPFH_4,C11_SDRTHT_0b_NPFH_5,C11_SDRTHT_0b_NPFH_6_mor,C11_SDRTHT_0bTotal,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_T,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_T_T,C11_FUA_0b_NPFH_2,C11_FUA_0b_NPFH_3,C11_FUA_0b_NPFH_4,C11_FUA_0b_NPFH_5,C11_FUA_0b_NPFH_6_mor,C11_FUA_0bTotal,C11_FUA_1b_NPFH_2,C11_FUA_1b_NPFH_3,C11_FUA_1b_NPFH_4,C11_FUA_1b_NPFH_5,C11_FUA_1b_NPFH_6_mor,C11_FUA_1b_Tot,C11_FUA_2b_NPFH_2,C11_FUA_2b_NPFH_3,C11_FUA_2b_NPFH_4,C11_FUA_2b_NPFH_5,C11_FUA_2b_NPFH_6_mor,C11_FUA_2b_Tot,C11_FUA_3b_NPFH_2,C11_FUA_3b_NPFH_3,C11_FUA_3b_NPFH_4,C11_FUA_3b_NPFH_5,C11_FUA_3b_NPFH_6_mor,C11_FUA_3b_Tot,C11_FUA_4mb_NPFH_2,C11_FUA_4mb_NPFH_3,C11_FUA_4mb_NPFH_4,C11_FUA_4mb_NPFH_5,C11_FUA_4mb_NPFH_6_mor,C11_FUA_4mb_Tot,C11_FUA_NB_NS_NPFH_2,C11_FUA_NB_NS_NPFH_3,C11_FUA_NB_NS_NPFH_4,C11_FUA_NB_NS_NPFH_5,C11_FUA_NB_NS_NPFH_6_mor,C11_FUA_NB_NS_T,C11_FUA_Tot_NPFH_2,C11_FUA_Tot_NPFH_3,C11_FUA_Tot_NPFH_4,C11_FUA_Tot_NPFH_5,C11_FUA_Tot_NPFH_6_mor,C11_FUA_T_T,C11_OD_0b_NPFH_2,C11_OD_0b_NPFH_3,C11_OD_0b_NPFH_4,C11_OD_0b_NPFH_5,C11_OD_0b_NPFH_6_mor,C11_OD_0bTotal,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_T,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_T_T,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_T,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_T_T
LGA10050,402,10806,0,0,0,0,0,0,5,0,0,0,0,5,192,29,13,0,0,234,91,48,18,5,3,165,5,3,0,0,0,8,0,0,0,0,0,0,293,80,31,5,3,412,5,5,0,0,0,10,42,5,0,0,0,47,476,131,44,7,0,658,102,49,27,10,3,191,4,4,3,0,3,14,14,3,3,0,3,23,643,197,77,17,9,943,0,0,0,0,0,0,7,0,0,0,0,7,6,3,0,0,0,9,6,3,3,4,0,16,3,0,0,0,0,3,0,0,0,0,0,0,22,6,3,4,0,35,0,5,3,0,0,8,5848,2527,2403,1012,414,12204
LGA10110,224,5171,0,0,0,0,3,3,6,0,0,0,0,6,70,16,10,4,0,100,36,8,9,4,0,57,9,9,0,0,0,18,0,0,0,0,0,0,121,33,19,8,3,184,0,0,0,0,0,0,23,4,0,0,0,27,135,39,23,7,0,204,28,23,13,3,0,67,4,0,0,3,0,7,3,0,0,0,0,3,193,66,36,13,0,308,3,0,0,0,0,3,3,0,0,0,0,3,3,3,0,0,0,6,0,3,3,0,0,6,0,0,3,3,0,6,0,0,0,0,0,0,9,6,6,3,0,24,0,0,0,4,0,4,2723,1135,1081,525,227,5691
LGA10150,252,4667,3,0,0,0,0,3,35,5,3,0,0,43,279,143,94,13,5,534,176,143,178,37,15,549,25,27,33,23,7,115,9,3,0,0,0,12,527,321,308,73,27,1256,20,8,3,0,3,34,343,66,19,0,3,431,1613,887,489,108,20,3117,126,131,122,46,20,445,3,11,7,8,3,32,21,16,8,0,3,48,2126,1119,648,162,52,4107,0,0,0,0,0,0,4,0,0,0,0,4,15,3,0,0,0,18,9,4,8,0,0,21,3,0,0,0,3,6,0,0,0,0,0,0,31,7,8,0,3,49,7,3,5,0,0,15,4219,2501,2269,771,334,10094
LGA10200,1286,9157,0,0,0,3,0,3,17,3,3,0,0,23,194,149,86,33,11,473,288,327,356,151,105,1227,66,84,113,60,56,379,9,4,5,5,3,26,574,567,563,252,175,2131,23,7,12,3,3,48,270,52,3,0,0,325,1646,1136,864,299,110,4055,300,310,332,165,126,1233,0,23,27,14,9,73,37,31,27,12,23,130,2276,1559,1265,493,271,5864,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,0,15,0,0,3,0,0,3,0,0,0,5,5,10,0,0,0,0,0,0,6,5,7,5,5,28,6,4,0,0,4,14,5029,4125,4204,2095,1741,17194
LGA10250,334,8631,0,0,3,0,0,3,7,0,3,0,0,10,285,72,24,0,0,381,352,168,86,26,7,639,19,10,18,8,5,60,8,0,0,0,0,8,671,250,134,34,12,1101,0,0,0,0,0,0,21,0,0,0,0,21,343,65,10,6,0,424,209,88,52,13,3,365,5,5,6,4,0,20,4,0,0,0,3,7,582,158,68,23,6,837,3,0,0,0,0,3,34,0,0,0,0,34,80,15,0,0,0,95,41,13,5,0,0,59,3,0,5,0,0,8,4,0,0,0,0,4,165,28,10,0,0,203,3,0,0,0,0,3,5633,2088,1912,790,352,10775
LGA10300,27,574,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,295,116,101,53,27,592
LGA10350,3650,32483,6,0,0,0,3,9,62,8,3,0,0,73,502,206,173,56,16,953,1125,924,934,461,252,3696,373,461,615,404,350,2203,38,32,19,20,8,117,2106,1631,1744,941,629,7051,15,4,4,3,0,26,151,23,6,3,3,186,1444,995,742,242,76,3499,227,267,272,116,77,959,7,25,30,22,22,106,52,22,18,7,8,107,1896,1336,1072,393,186,4883,0,0,0,0,0,0,10,0,3,0,0,13,19,11,14,4,0,48,13,12,8,13,7,53,3,8,8,0,7,26,0,0,0,0,0,0,45,31,33,17,14,140,16,24,13,6,4,63,13813,9754,10566,6004,4483,44620
LGA10470,437,8828,0,0,0,0,0,0,10,3,0,0,0,13,114,36,5,0,0,155,121,51,25,6,3,206,19,5,17,9,3,53,8,0,3,0,3,14,272,95,50,15,9,441,3,0,0,0,0,3,13,0,3,0,0,16,128,20,12,3,0,163,28,17,5,3,0,53,4,0,0,3,0,7,0,0,0,0,0,0,176,37,20,9,0,242,0,3,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,4,0,0,3,0,7,0,0,0,0,0,0,3,3,0,0,0,6,16,6,0,3,0,25,10,3,0,3,0,16,4363,1929,1909,905,446,9552
LGA10550,256,7915,0,0,0,0,0,0,16,4,0,0,0,20,122,23,5,0,0,150,149,17,22,4,0,192,34,10,6,5,3,58,4,0,0,0,0,4,325,54,33,9,3,424,0,0,0,0,0,0,6,3,0,0,0,9,179,34,14,3,0,230,76,30,23,5,0,134,19,3,12,0,3,37,3,0,0,0,0,3,283,70,49,8,3,413,4,0,4,0,3,11,23,0,0,0,0,23,22,9,3,3,0,37,21,7,3,0,3,34,7,0,0,0,0,7,4,0,0,0,0,4,81,16,10,3,6,116,9,0,0,0,0,9,5011,1604,1367,627,268,8877
LGA10600,116,3311,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,20,10,0,0,0,0,10,0,4,0,0,0,4,0,0,0,0,0,0,24,10,0,0,0,34,0,0,0,0,0,0,3,0,0,0,0,3,29,3,0,3,0,35,3,0,0,3,0,6,3,0,0,0,0,3,0,0,0,0,0,0,38,3,0,6,0,47,4,0,0,0,0,4,12,0,0,0,0,12,26,6,0,0,0,32,10,6,0,0,0,16,0,0,5,0,0,5,0,0,0,0,0,0,52,12,5,0,0,69,0,0,0,0,0,0,1816,665,599,265,116,3461
LGA10650,86,2022,0,0,0,0,0,0,3,0,0,0,0,3,20,3,0,0,0,23,9,3,3,0,0,15,0,3,0,0,3,6,0,0,0,0,0,0,32,9,3,0,3,47,0,0,0,0,0,0,4,0,0,0,0,4,22,4,0,0,0,26,11,6,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,37,10,0,3,0,50,3,0,0,0,0,3,5,0,0,0,0,5,13,3,0,0,0,16,6,0,3,0,0,9,3,0,0,3,3,9,0,0,0,0,0,0,30,3,3,3,3,42,3,0,3,0,0,6,1267,330,316,162,92,2167
LGA10750,5860,65335,9,3,3,0,3,18,67,16,3,7,3,96,496,274,130,35,21,956,1617,1540,1304,572,348,5381,271,357,494,280,268,1670,38,24,19,17,10,108,2498,2214,1953,911,653,8229,12,0,5,0,0,17,116,19,7,0,0,142,966,668,391,109,46,2180,58,79,66,31,28,262,8,3,10,7,5,33,34,21,9,0,5,69,1194,790,488,147,84,2703,0,0,0,0,0,0,20,5,0,0,0,25,46,14,12,0,0,72,13,14,10,4,0,41,0,4,3,5,3,15,4,3,0,0,0,7,83,40,25,9,3,160,16,11,11,7,0,45,22578,17964,19732,9598,6600,76472
LGA10800,104,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,3,0,0,0,6,3,0,0,3,0,6,0,0,0,0,0,0,14,3,0,3,0,20,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,3,3,3,0,0,9,0,3,0,0,0,3,0,0,0,0,0,0,6,6,3,3,0,18,0,0,0,0,0,0,815,263,236,154,104,1572
LGA10850,100,1789,0,0,0,0,0,0,5,0,0,0,0,5,7,3,0,0,0,10,8,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,868,339,331,193,100,1831
LGA10900,795,19261,0,0,0,0,0,0,8,0,0,0,0,8,134,16,3,0,0,153,206,62,27,11,3,309,59,28,25,6,5,123,5,4,0,0,0,9,412,110,55,17,8,602,0,0,0,0,0,0,19,3,0,0,0,22,50,11,3,0,0,64,34,16,6,0,4,60,3,0,5,0,0,8,3,0,0,0,0,3,109,30,14,0,4,157,4,0,0,0,0,4,3,0,0,0,0,3,0,3,0,0,0,3,3,3,0,0,0,6,0,0,0,3,0,3,3,0,0,0,0,3,13,6,0,3,0,22,4,3,0,3,0,10,8936,4259,4236,1814,807,20052
LGA10950,40,694,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,320,139,138,78,40,715
LGA11000,23,643,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,364,106,111,49,23,653
LGA11050,28,612,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,3,0,3,0,3,9,0,0,0,0,0,0,335,102,98,64,31,630
LGA11100,295,4500,0,3,3,0,0,6,16,0,0,0,0,16,191,102,51,13,4,361,281,268,277,91,29,946,31,46,81,41,23,222,10,0,0,3,0,13,529,419,412,148,56,1564,5,6,3,0,0,14,207,43,9,3,0,262,1273,778,491,126,31,2699,209,231,224,79,40,783,9,3,13,0,0,25,33,16,14,3,0,66,1736,1077,754,211,71,3849,0,4,0,0,0,4,0,0,0,0,0,0,18,7,5,0,0,30,3,3,3,3,3,15,0,0,0,0,4,4,0,0,0,0,0,0,21,14,8,3,7,53,5,4,0,0,0,9,3701,2505,2414,926,429,9975
LGA11150,53,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,5,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,3,281,106,115,73,53,628
LGA11200,50,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,3,18,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,3,0,6,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,149,87,60,34,57,387
LGA11250,158,4635,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,12,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,0,18,0,0,0,0,0,0,4,0,0,0,0,4,23,0,5,0,0,28,27,18,7,4,0,56,6,0,11,4,3,24,4,0,0,0,0,4,64,18,23,8,3,116,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,3,3,0,0,0,0,0,0,11,0,0,0,3,14,0,0,0,0,0,0,2515,978,786,340,164,4783
LGA11300,382,4544,0,0,3,0,0,3,12,0,3,0,0,15,121,56,53,12,0,242,117,105,120,34,11,387,27,26,48,36,16,153,10,3,3,0,0,16,287,190,230,82,27,816,26,4,3,3,3,39,138,39,6,3,0,186,631,533,311,63,17,1555,104,111,116,47,23,401,5,7,12,3,4,31,18,12,10,7,0,47,922,706,458,126,47,2259,0,0,0,0,0,0,3,0,0,0,0,3,8,3,0,0,0,11,5,3,0,5,0,13,0,3,0,0,3,6,0,0,0,0,0,0,16,9,0,5,3,33,4,0,0,0,0,4,2618,1842,1915,822,459,7656
LGA11350,232,6429,0,0,0,0,0,0,14,0,0,0,0,14,103,29,9,4,0,145,159,100,50,11,4,324,6,6,8,4,3,27,0,0,0,0,0,0,282,135,67,19,7,510,0,0,0,0,0,0,18,5,0,0,0,23,81,18,9,0,0,108,42,27,10,3,0,82,4,0,0,3,0,7,3,0,0,0,0,3,148,50,19,6,0,223,4,0,0,0,0,4,30,3,0,0,0,33,29,10,4,0,0,43,6,0,4,0,0,10,0,0,0,0,0,0,11,0,0,0,0,11,80,13,8,0,0,101,3,3,3,0,0,9,3435,1619,1430,549,239,7272
LGA11400,197,3469,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,3,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,0,17,0,0,0,0,0,0,4,0,3,0,0,7,6,0,0,0,0,6,0,0,7,3,0,10,0,0,0,3,0,3,0,0,0,0,0,0,10,0,10,6,0,26,5,0,0,0,0,5,1707,619,625,378,197,3526
LGA11450,919,14253,0,0,0,0,0,0,12,0,0,0,0,12,95,11,3,0,0,109,120,49,47,6,0,222,59,34,78,33,21,225,4,0,0,0,0,4,290,94,128,39,21,572,0,0,0,0,0,0,8,3,0,0,0,11,48,0,3,0,0,51,3,3,0,0,3,9,0,3,3,0,0,6,0,0,0,0,0,0,59,9,6,0,3,77,0,0,0,0,0,0,10,0,0,0,0,10,20,4,0,0,0,24,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,30,4,3,3,0,40,11,3,4,0,3,21,4911,3058,4204,1844,946,14963
LGA11500,2687,31804,3,3,3,4,3,16,24,4,3,0,3,34,754,310,132,44,7,1247,1036,787,565,246,152,2786,120,111,124,76,105,536,31,15,10,10,9,75,1968,1230,837,380,279,4694,3,0,0,0,0,3,37,7,0,0,0,44,341,92,42,7,3,485,119,43,30,5,4,201,7,5,4,0,0,16,12,3,0,0,0,15,519,150,76,12,7,764,0,0,0,0,0,0,3,3,0,0,0,6,0,3,0,0,0,3,27,12,9,4,4,56,7,6,20,0,8,41,0,0,0,0,0,0,37,24,29,4,12,106,4,0,3,4,0,11,12485,8850,8835,4224,2985,37379
LGA11520,473,10470,3,0,0,0,0,3,14,4,0,0,0,18,488,212,100,11,0,811,498,388,350,71,19,1326,56,61,76,46,14,253,12,3,3,0,0,18,1071,668,529,128,33,2429,9,0,6,0,0,15,374,48,9,0,3,434,2582,1087,430,77,10,4186,1091,560,465,122,21,2259,37,26,27,16,6,112,33,14,6,0,0,53,4126,1735,943,215,40,7059,3,0,0,0,0,3,4,0,0,0,0,4,18,8,8,0,0,34,10,12,8,0,0,30,3,0,0,3,3,9,3,0,0,0,0,3,41,20,16,3,3,83,27,7,0,0,0,34,8650,4797,4483,1596,549,20075
LGA11550,1861,19979,3,0,3,4,3,13,55,7,3,4,3,72,584,405,244,78,30,1341,376,362,390,151,81,1360,106,142,187,115,105,655,20,16,9,7,5,57,1144,932,836,359,227,3498,30,16,11,0,3,60,332,113,18,3,0,466,3488,2585,1766,619,208,8666,287,350,341,170,109,1257,27,22,43,27,29,148,115,81,60,32,11,299,4279,3167,2239,851,360,10896,0,0,0,0,0,0,6,0,0,0,0,6,39,18,18,7,4,86,5,15,15,5,6,46,0,5,3,3,0,11,3,0,6,0,0,9,53,38,42,15,10,158,35,30,15,13,12,105,11668,8583,8075,3840,2470,34636
LGA11600,44,655,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,6,0,3,0,0,0,3,9,6,0,0,0,15,0,0,0,0,0,0,328,120,121,64,44,677
LGA11700,37,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,9,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,15,3,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,15,0,0,0,0,15,6,11,3,0,11,31,223,86,62,36,48,455
LGA11720,627,12769,0,0,0,0,0,0,16,0,0,0,0,16,141,23,10,0,0,174,84,49,36,16,0,185,11,3,8,3,0,25,3,5,0,0,0,8,255,80,54,19,0,408,0,0,0,0,0,0,12,0,0,0,0,12,75,23,4,3,0,105,41,13,7,3,0,64,3,4,0,0,0,7,4,0,0,0,0,4,135,40,11,6,0,192,0,0,0,0,0,0,8,0,0,0,0,8,6,0,0,0,0,6,3,4,4,0,0,11,3,3,3,3,0,12,0,0,0,0,0,0,20,7,7,3,0,37,5,3,0,3,0,11,5880,2904,2689,1317,627,13417
LGA11730,565,12481,0,0,0,0,0,0,0,0,0,0,0,0,105,18,5,0,0,128,109,40,20,3,0,172,10,6,7,3,3,29,5,0,0,0,0,5,229,64,32,6,3,334,3,3,0,0,0,6,23,0,0,0,0,23,157,32,9,3,0,201,82,35,20,5,4,146,7,0,3,3,0,13,3,0,0,0,0,3,275,70,32,11,4,392,10,3,3,0,0,16,46,0,0,0,0,46,53,3,3,3,0,62,16,7,7,0,0,30,9,5,7,0,5,26,5,3,3,0,0,11,139,21,23,3,5,191,10,0,0,0,0,10,7139,2502,2173,1017,577,13408
LGA11750,56,1102,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,15,0,3,0,0,18,3,3,3,0,0,9,0,0,0,0,3,3,3,0,0,0,0,3,24,3,6,0,3,36,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,9,0,0,0,3,12,0,0,0,0,0,0,555,209,218,117,62,1161
LGA11800,691,15568,0,0,0,0,0,0,14,3,3,0,0,20,459,82,28,3,0,572,418,158,88,28,14,706,33,14,29,10,6,92,11,0,3,3,0,17,935,257,151,44,20,1407,5,0,0,0,0,5,36,3,0,0,0,39,423,113,42,11,7,596,133,76,29,11,5,254,15,0,6,3,3,27,14,5,3,0,0,22,626,197,80,25,15,943,14,3,0,0,0,17,65,3,3,0,0,71,125,18,4,0,0,147,39,9,4,4,0,56,8,6,0,0,0,14,4,0,5,0,0,9,255,39,16,4,0,314,0,0,3,3,0,6,9019,3606,3366,1521,726,18238
LGA11860,30,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,70,76,49,30,421
LGA12000,63,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,537,168,183,128,63,1079
LGA12050,92,2490,0,0,0,0,0,0,4,0,0,0,0,4,19,3,4,0,0,26,5,3,5,0,0,13,0,5,0,0,0,5,0,0,0,0,0,0,28,11,9,0,0,48,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,0,3,0,0,0,3,3,0,0,3,0,6,0,0,0,0,0,0,13,3,0,3,0,19,0,0,0,0,0,0,5,0,0,0,0,5,0,3,0,0,0,3,0,3,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,5,6,3,0,0,14,0,0,3,0,0,3,1347,463,453,219,92,2574
LGA12150,67,1025,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,0,6,0,0,0,3,0,3,531,188,162,98,67,1046
