region_id,C11_1PF_Cu15DS_4000ov,C11_1PF_Cu15DS_NS,C11_1PF_Cu15DS_Tot,C11_1PF_CU15_NDS_0_299,C11_1PF_CU15_NDS_300_449,C11_1PF_CU15_NDS_450_599,C11_1PF_CU15_NDS_600_799,C11_1PF_CU15_NDS_800_999,C11_1PF_CU15_NDS_1000_1399,C11_1PF_CU15_NDS_1400_1799,C11_1PF_CU15_NDS_1800_2399,C11_1PF_CU15_NDS_2400_2999,C11_1PF_CU15_NDS_3000_3999,C11_1PF_CU15_NDS_4000ov,C11_1PF_CU15_NDS_NS,C11_1PF_CU15_NDS_Tot,C11_1PF_NCu15DS_0_299,C11_1PF_NCu15DS_300_449,C11_1PF_NCu15DS_450_599,C11_1PF_NCu15DS_600_799,C11_1PF_NCu15DS_800_999,C11_1PF_NCu15DS_1000_1399,C11_1PF_NCu15DS_1400_1799,C11_1PF_NCu15DS_1800_2399,C11_1PF_NCu15DS_2400_2999,C11_1PF_NCu15DS_3000_3999,C11_1PF_NCu15DS_4000ov,C11_1PF_NCu15DS_NS,C11_1PF_NCu15DS_Tot,C11_1PF_NDCO_0_299,C11_1PF_NDCO_300_449,C11_1PF_NDCO_450_599,C11_1PF_NDCO_600_799,C11_1PF_NDCO_800_999,C11_1PF_NDCO_1000_1399,C11_1PF_NDCO_1400_1799,C11_1PF_NDCO_1800_2399,C11_1PF_NDCO_2400_2999,C11_1PF_NDCO_3000_3999,C11_1PF_NDCO_4000ov,C11_1PF_NDCO_NS,C11_1PF_NDCO_Tot,C11_1PF_T_0_299,C11_1PF_T_300_449,C11_1PF_T_450_599,C11_1PF_T_600_799,C11_1PF_T_800_999,C11_1PF_T_1000_1399,C11_1PF_T_1400_1799,C11_1PF_T_1800_2399,C11_1PF_T_2400_2999,C11_1PF_T_3000_3999,C11_1PF_T_4000ov,C11_1PF_T_NS,C11_1_PF_T_T,C11_T_0_299,C11_T_300_449,C11_T_450_599,C11_T_600_799,C11_T_800_999,C11_T_1000_1399,C11_T_1400_1799,C11_T_1800_2399,C11_T_2400_2999,C11_T_3000_3999,C11_T_4000ov,C11_T_NS,C11_T_T
LGA15270,0,0,25,5,4,8,6,19,24,17,16,7,5,0,9,120,0,0,4,0,6,5,0,13,0,0,0,3,31,7,4,3,8,5,11,4,3,0,0,0,0,45,12,13,15,17,34,43,25,35,10,5,0,12,221,103,70,69,94,157,358,332,425,184,151,71,120,2134
LGA15300,0,0,12,7,6,5,7,4,12,3,5,0,0,0,10,59,0,0,0,0,0,7,4,0,0,0,0,3,14,0,3,0,0,7,4,0,0,0,0,4,0,18,7,9,5,11,11,26,12,5,0,0,4,13,103,76,25,38,63,101,201,164,146,51,27,33,73,998
LGA15350,10,3,22,0,0,0,0,0,6,10,9,10,11,31,7,84,4,0,0,0,4,3,5,8,3,6,11,4,48,4,4,3,5,0,3,6,3,0,5,13,4,50,11,4,3,5,4,12,21,23,16,22,65,18,204,105,20,21,26,28,97,106,222,172,275,1019,149,2240
LGA15500,0,0,3,0,3,4,3,3,3,14,0,0,0,3,0,33,3,0,0,3,0,3,0,0,0,0,0,0,9,3,3,0,0,3,3,0,3,0,0,0,0,15,6,6,4,6,6,9,14,6,0,0,3,0,60,47,23,22,42,38,113,128,117,32,24,25,52,663
LGA15550,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,9,0,3,0,0,3,7,3,0,0,0,0,3,19,17,3,3,18,27,55,30,12,6,0,6,15,192
LGA15650,0,0,20,3,0,0,3,4,15,20,13,10,6,4,0,78,0,0,0,3,4,5,8,0,0,0,0,3,23,3,0,5,5,3,9,6,5,0,0,0,3,39,6,0,5,11,14,33,37,25,13,6,4,6,160,40,13,25,72,77,227,337,380,169,113,45,76,1574
LGA15700,0,3,29,5,5,8,16,11,27,20,9,4,0,0,6,111,3,3,3,4,9,10,0,0,0,0,3,3,38,6,3,4,6,6,7,6,3,3,3,0,3,50,17,11,18,29,33,48,29,15,7,3,3,15,228,104,62,80,129,155,299,273,230,72,34,36,84,1558
LGA15750,0,0,6,5,0,0,7,5,15,6,3,3,0,0,6,50,0,0,3,0,7,0,5,0,3,0,0,4,22,3,3,4,0,3,4,0,3,0,0,3,4,27,8,3,7,7,15,25,11,6,6,0,3,14,105,69,36,41,76,107,261,197,172,55,30,35,92,1171
LGA15800,0,0,3,3,5,7,4,12,9,3,0,0,0,0,0,43,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,4,0,3,3,0,0,0,0,3,16,3,5,10,8,12,18,6,0,0,0,0,3,65,37,25,30,53,85,133,58,42,20,6,13,44,546
LGA15850,0,0,7,3,3,4,11,10,8,6,4,0,0,0,7,56,4,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,4,0,0,0,0,0,0,10,10,6,4,11,14,15,6,4,0,0,0,7,77,53,21,22,56,68,143,85,67,18,15,19,38,605
LGA15900,3,4,156,27,11,20,45,52,151,166,171,49,29,19,37,777,18,10,8,35,38,70,63,45,23,18,3,22,353,28,25,30,44,39,110,95,78,27,16,12,40,544,73,49,58,132,154,362,361,322,112,67,37,103,1830,537,266,270,589,767,2055,2491,3754,1832,1263,739,629,15192
LGA15950,5,3,21,8,0,3,3,3,5,8,24,23,24,34,8,143,5,3,3,3,8,14,4,16,5,11,18,5,95,11,0,0,5,4,16,16,13,9,14,19,12,119,24,3,6,14,15,35,28,60,37,52,76,28,378,157,34,39,55,65,218,230,529,498,890,1494,207,4416
LGA16100,0,0,9,0,0,3,0,3,8,4,4,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,9,0,0,3,6,3,11,4,10,3,0,0,3,43,23,13,13,29,29,98,109,91,38,25,17,31,516
LGA16150,0,4,52,8,0,5,14,16,64,38,24,12,6,5,14,206,4,5,0,10,5,10,12,8,3,5,0,0,62,4,7,7,14,16,37,16,20,5,0,0,6,132,16,12,12,43,41,122,77,61,23,16,5,24,452,99,70,63,144,245,674,742,894,364,237,112,164,3808
LGA16180,0,0,18,3,0,3,3,10,15,9,15,8,6,7,5,84,3,0,0,3,3,0,4,3,0,0,4,0,20,0,7,0,3,3,0,6,3,3,0,0,0,25,6,7,3,9,16,21,24,24,15,6,11,5,147,61,30,26,64,86,185,271,372,300,345,217,69,2026
LGA16200,0,0,14,0,0,5,7,13,18,14,7,0,4,0,8,76,3,3,3,3,6,4,3,4,0,0,0,0,29,0,5,3,0,0,6,5,4,5,0,0,4,32,3,8,11,17,19,28,25,19,5,4,0,12,151,71,49,48,102,112,298,238,229,85,51,31,67,1381
LGA16250,9,6,132,19,12,3,19,28,77,91,153,73,55,24,20,574,26,4,12,11,16,50,61,73,38,36,22,16,365,22,13,18,31,19,80,104,138,70,55,24,42,616,70,29,36,64,72,223,277,388,202,163,79,84,1687,537,207,206,325,452,1505,2041,3746,2619,2403,1058,692,15791
LGA16350,7,10,251,30,14,19,41,52,197,215,346,137,80,43,85,1259,19,30,12,26,40,94,87,94,39,20,8,36,505,49,20,35,66,63,178,190,197,57,38,23,66,982,101,72,69,133,168,521,541,695,266,153,81,197,2997,599,330,342,614,900,2688,3442,6648,3661,2124,976,1251,23575
LGA16370,16,3,66,6,3,0,11,6,15,21,31,26,35,42,17,213,8,3,0,4,3,13,18,22,15,15,27,3,131,12,3,10,6,7,23,26,25,20,11,21,25,189,31,16,10,25,16,58,69,86,67,67,106,48,599,253,85,75,125,148,416,458,861,734,1439,1988,419,7001
LGA16380,5,6,83,6,13,5,17,27,86,94,62,34,15,3,12,374,3,6,3,14,12,40,30,37,6,0,3,6,160,15,14,9,11,29,43,26,33,3,7,4,7,201,24,33,17,50,73,189,168,147,46,25,15,31,818,247,191,135,304,423,1043,1211,1552,759,469,229,283,6846
LGA16400,0,3,88,11,3,8,21,23,77,71,73,24,16,4,14,345,9,8,3,16,7,24,27,21,9,8,4,3,139,14,13,3,18,21,47,26,26,10,9,4,6,197,37,27,17,59,62,165,143,138,50,33,12,26,769,258,155,133,297,361,1028,1152,1476,735,532,245,300,6672
LGA16470,3,3,57,3,3,3,5,12,32,42,63,38,11,8,10,230,0,3,3,4,5,16,15,17,12,6,5,3,89,10,3,3,18,7,27,22,28,15,12,6,4,155,16,9,9,32,28,87,90,116,69,33,22,20,531,114,56,57,123,164,481,576,991,724,680,396,198,4560
LGA16550,8,6,72,18,3,7,4,5,23,24,46,49,57,61,23,320,13,9,6,5,4,30,28,50,26,26,28,16,241,32,7,4,18,19,28,33,55,21,28,36,14,295,66,19,17,30,28,89,92,166,106,123,133,59,928,366,115,93,156,197,599,615,1312,1133,1748,2504,518,9356
LGA16610,0,4,47,10,6,4,12,13,28,18,17,4,4,3,6,125,0,0,3,8,7,8,3,4,4,0,0,0,37,3,4,5,10,10,16,6,4,0,0,0,3,61,16,10,12,36,39,62,35,32,8,4,3,13,270,103,80,66,153,202,469,362,345,113,90,42,109,2134
LGA16650,3,5,83,16,3,8,5,12,42,44,92,47,46,34,18,367,12,7,0,0,18,29,34,46,14,27,15,10,212,16,16,8,12,14,50,37,76,27,39,35,37,367,47,26,16,17,54,133,122,229,102,126,87,70,1029,267,116,86,140,266,764,963,1903,1304,1622,1050,493,8974
LGA16700,13,6,77,7,4,5,16,9,45,26,52,31,47,33,19,294,10,8,7,15,8,36,39,35,24,24,16,10,232,28,9,4,12,18,42,29,48,40,38,28,14,310,48,21,16,46,39,130,104,151,101,118,90,49,913,369,132,111,200,281,830,864,1690,1295,1902,1757,462,9893
LGA16900,3,3,93,17,4,9,12,18,76,74,108,35,28,6,19,406,4,3,4,14,14,31,20,20,11,5,3,9,138,13,12,4,17,25,47,46,48,12,4,8,22,258,37,19,20,48,63,172,163,186,70,44,20,53,895,201,130,134,258,382,991,1157,1988,1066,652,254,359,7572
LGA16950,4,4,118,19,20,15,32,68,116,93,78,23,12,8,34,518,12,9,5,15,15,40,36,24,10,5,3,11,185,27,20,10,23,38,79,33,27,19,8,7,23,314,62,58,34,78,137,261,184,143,55,29,22,72,1135,437,247,229,440,621,1545,1587,1724,630,426,289,438,8613
LGA17000,4,0,21,5,0,5,0,3,19,22,33,10,9,3,12,121,4,0,0,3,3,12,5,5,3,0,0,0,35,0,3,0,3,4,6,8,13,7,5,3,4,56,9,3,5,6,13,42,38,57,20,14,10,16,233,75,36,37,58,93,310,438,685,389,324,145,152,2742
LGA17050,0,0,12,0,0,6,3,0,7,3,4,0,3,0,0,26,0,0,0,0,3,3,3,0,0,0,0,0,9,4,4,0,0,0,0,3,0,0,0,3,0,14,4,4,6,3,3,13,12,7,3,3,3,0,61,25,17,17,31,42,83,105,122,70,48,27,48,635
LGA17100,0,4,27,4,0,0,4,6,12,15,30,9,6,18,3,107,5,3,4,4,0,8,6,20,6,8,3,7,74,7,0,4,0,10,10,9,27,12,12,10,11,112,20,3,8,8,16,35,34,83,31,26,31,25,320,151,31,16,43,74,229,323,681,409,443,582,176,3158
LGA17150,16,10,230,29,18,15,22,29,87,115,163,135,152,69,64,898,26,13,6,25,27,78,67,99,55,47,41,21,505,45,20,25,41,43,97,115,114,95,83,48,50,776,110,55,53,96,116,289,330,415,316,310,174,145,2409,810,326,326,568,705,1996,2404,4471,3928,5609,3775,1339,26257
LGA17200,10,0,32,15,5,3,5,12,22,20,51,49,64,53,11,310,8,4,3,0,9,13,17,35,19,21,20,6,155,9,5,7,13,8,18,21,41,34,30,27,21,234,32,14,13,18,29,60,61,131,105,120,110,38,731,296,72,83,112,157,465,617,1614,1524,2133,2381,368,9822
LGA17310,4,4,71,5,6,8,35,47,107,60,46,15,0,4,25,358,3,3,3,16,11,26,14,13,3,3,0,9,104,12,7,12,17,23,37,20,17,3,4,7,14,173,23,19,29,77,91,187,100,82,24,7,15,52,706,215,141,157,317,461,1196,1146,1027,407,255,144,310,5776
LGA17350,0,0,8,4,3,3,7,6,4,0,0,0,0,0,0,27,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,8,4,3,9,7,15,8,0,0,0,0,0,0,46,33,33,30,40,71,108,65,62,21,7,14,21,505
LGA17400,0,0,3,3,3,3,0,3,9,5,0,0,0,0,4,30,0,0,3,0,4,0,0,0,0,0,0,0,7,0,3,3,3,3,3,0,3,3,0,0,3,24,3,6,9,3,10,15,5,3,3,0,0,7,64,34,33,26,53,63,91,90,72,21,17,12,37,549
LGA17420,15,6,185,30,13,9,18,27,49,75,114,101,118,71,30,655,19,13,9,6,17,57,52,66,43,58,49,19,408,42,14,11,19,30,61,57,96,60,66,41,52,549,100,40,29,47,86,193,209,304,228,278,176,107,1797,846,293,249,391,513,1695,1913,3969,3521,5391,3830,1169,23780
LGA17450,0,0,9,0,0,0,3,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,3,6,3,4,7,0,0,0,0,0,23,22,10,7,25,36,58,42,25,21,10,7,21,284
LGA17500,0,0,6,0,0,5,9,8,15,9,0,0,0,0,0,46,3,4,0,0,0,9,3,5,0,0,0,3,27,0,0,0,0,0,8,5,0,0,0,3,0,16,6,4,5,9,8,32,20,5,0,0,3,3,95,41,22,21,67,93,241,197,194,42,47,19,51,1035
LGA17550,3,11,130,20,9,7,22,36,95,69,111,44,32,21,14,480,7,8,5,14,23,42,43,29,15,5,6,16,213,26,16,13,15,25,55,42,46,14,13,4,19,288,56,33,30,56,92,218,177,206,93,56,34,60,1111,342,177,160,326,430,1072,1091,1738,1092,752,420,429,8029
LGA17620,3,0,16,5,0,0,8,3,12,8,13,5,0,0,8,62,0,0,0,3,5,3,6,3,0,0,0,0,20,4,3,0,4,3,5,7,3,0,3,4,0,36,9,3,0,15,14,20,25,22,5,6,7,8,134,63,31,32,69,96,223,215,301,123,92,63,81,1389
LGA17640,0,0,7,0,0,0,3,0,4,4,5,3,0,3,9,31,0,0,0,5,0,4,0,0,0,0,0,0,9,0,0,0,0,3,3,4,7,0,3,0,0,20,0,0,0,8,6,15,8,12,3,3,3,9,67,45,21,14,52,48,125,99,120,67,43,22,37,693
LGA17650,0,0,13,0,3,3,0,4,7,10,3,0,0,0,0,30,0,0,3,4,0,6,0,0,0,0,0,0,13,0,3,0,3,0,3,0,0,0,0,0,4,13,0,9,6,10,4,20,13,3,0,0,0,4,69,26,21,27,53,63,148,99,101,34,17,21,32,642
LGA17700,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,3,12,18,12,10,8,6,12,9,3,0,0,6,12,96
LGA17750,3,3,76,4,6,9,22,33,75,69,49,14,9,3,14,307,6,7,3,7,15,25,13,11,4,5,3,7,106,5,8,9,20,18,52,30,19,6,3,5,9,184,18,24,21,52,74,170,132,94,24,17,14,33,673,209,118,120,236,422,1181,1368,1298,464,329,184,288,6217
LGA17800,0,0,3,3,3,3,3,0,3,0,3,0,0,0,3,21,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,3,6,3,6,3,6,3,3,0,6,0,0,0,6,36,44,15,32,32,39,56,27,28,15,11,0,24,323
LGA17850,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,3,0,6,0,0,0,0,3,9,0,0,0,0,3,3,18,25,11,0,27,25,42,27,16,12,9,12,18,224
LGA17900,0,0,3,3,3,3,3,0,3,3,0,0,0,0,3,21,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,3,3,12,6,6,3,3,3,6,3,0,0,0,3,6,39,37,25,25,27,39,47,19,21,0,3,19,22,284
LGA17950,0,0,0,0,3,0,3,6,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,10,0,3,3,7,6,3,3,0,0,0,0,0,25,23,6,16,30,30,31,20,17,7,6,3,11,200
LGA18000,19,7,147,18,6,10,21,15,47,68,104,70,100,88,36,583,11,8,4,17,17,37,33,51,29,34,25,18,284,36,13,21,14,20,57,56,72,41,43,39,38,450,73,33,35,55,57,157,179,258,154,193,171,99,1464,545,176,155,300,337,997,1197,2496,2185,3443,3975,858,16664
LGA18020,0,0,20,4,6,3,7,6,4,5,0,0,3,0,0,38,0,0,0,4,0,0,0,3,0,0,0,0,7,0,0,8,0,0,3,3,0,0,3,0,3,20,7,10,14,11,10,10,11,3,0,6,0,3,85,76,43,48,80,78,128,70,62,20,25,22,53,705
LGA18050,5,5,36,9,0,0,0,5,17,12,24,17,35,39,14,172,9,0,0,0,8,7,8,5,8,14,18,3,80,8,5,0,0,3,10,14,17,9,8,15,14,103,26,5,0,0,20,34,44,52,34,63,77,36,391,169,45,32,47,83,232,238,494,466,877,1657,326,4666
LGA18100,0,0,6,3,0,3,3,0,3,0,3,0,0,0,0,15,0,0,0,0,0,3,0,3,0,3,0,0,9,3,3,0,0,0,3,0,0,0,0,0,3,12,6,3,3,3,3,12,0,6,0,3,0,3,42,36,20,26,22,40,53,26,25,8,9,11,21,297
LGA18150,0,0,14,0,3,3,8,9,10,4,4,0,0,3,8,52,0,0,3,3,3,0,3,0,0,0,3,0,15,4,3,3,3,3,3,4,0,0,0,0,0,23,4,6,9,19,18,16,11,4,3,0,6,8,104,57,24,30,54,79,137,102,78,30,17,21,46,675
LGA18200,0,0,6,0,0,3,6,7,7,3,3,0,0,0,0,29,0,3,0,0,3,8,0,0,0,0,0,0,14,0,0,0,0,4,3,3,0,3,0,0,3,16,0,3,3,9,17,18,6,3,3,0,0,3,65,40,20,35,65,72,158,89,93,16,30,23,53,694
LGA18250,9,0,36,11,3,0,3,3,7,17,29,17,38,44,5,177,11,3,0,6,3,17,11,32,15,20,26,13,157,14,0,3,4,3,20,18,26,14,19,13,8,142,39,6,3,13,9,47,46,95,52,84,92,26,512,275,65,52,77,98,338,331,799,632,1059,2091,327,6144
LGA18350,4,4,60,15,0,4,10,8,52,45,60,22,12,11,14,253,3,3,3,3,8,16,10,23,4,7,7,8,95,20,6,7,8,5,35,22,20,8,6,5,8,150,38,9,17,25,25,110,88,114,42,29,27,34,558,200,66,77,155,232,637,713,1161,556,495,374,261,4927
LGA18400,0,0,57,7,5,6,4,14,28,52,62,27,32,19,22,278,0,0,0,7,11,3,9,23,7,6,5,7,78,11,7,3,9,11,35,34,37,9,9,19,19,203,26,12,9,26,36,78,105,132,49,52,43,48,616,177,91,78,164,211,628,809,1482,946,940,573,378,6477
LGA18450,6,11,224,34,14,21,38,54,154,158,206,80,55,26,42,882,11,14,9,27,40,73,77,65,39,32,15,20,422,45,32,25,28,52,103,95,105,58,34,5,30,612,98,60,63,109,161,367,368,430,197,132,52,103,2140,584,360,282,592,862,2282,2811,4547,2856,2314,1076,841,19407
LGA18500,8,7,27,12,0,0,6,7,4,8,11,15,21,36,14,134,8,3,0,0,0,4,3,8,3,9,23,8,69,3,0,0,0,0,10,11,19,8,9,20,14,94,23,3,0,6,7,21,22,41,26,45,87,43,324,225,20,20,32,40,143,156,328,266,481,1595,326,3632
LGA18550,6,9,238,24,14,26,46,81,194,212,221,81,44,14,69,1026,14,9,7,26,31,86,72,80,22,9,4,23,383,42,41,31,57,66,153,135,112,22,21,13,55,748,85,67,77,139,198,481,468,468,140,79,37,156,2395,479,303,297,578,785,2306,3147,4501,1948,1050,504,879,16777
LGA18710,0,0,14,4,3,3,0,4,12,15,12,9,3,6,3,74,0,0,3,0,3,7,5,3,3,4,0,3,31,0,3,0,4,0,4,13,3,4,0,3,0,34,4,6,6,4,7,28,33,23,20,7,9,6,153,59,32,36,53,68,237,273,406,307,298,185,86,2040
LGA18750,0,0,12,0,0,4,0,12,25,11,3,5,0,0,4,64,0,0,0,3,3,3,3,0,0,0,0,3,15,8,3,3,4,0,3,0,3,3,0,0,3,30,8,3,7,7,18,35,19,6,8,0,0,10,121,57,44,41,66,107,303,211,138,57,43,20,52,1139
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,6,3,3,3,9,3,3,6,8,63
LGA20110,0,0,12,0,0,5,0,12,11,9,5,0,0,0,0,42,4,0,3,4,4,0,3,0,0,0,0,3,21,0,0,0,0,7,7,5,4,0,0,0,0,23,4,0,11,7,26,21,17,9,0,0,0,3,98,59,38,53,71,110,226,214,142,74,41,26,57,1111
LGA20260,0,0,16,0,5,3,13,19,20,5,6,0,0,3,0,74,0,3,0,3,5,0,0,0,0,0,0,3,14,6,3,4,4,4,7,0,0,0,0,0,3,31,6,15,7,23,28,32,9,6,0,0,3,6,135,47,68,59,104,146,261,126,104,21,22,13,52,1023
LGA20570,0,9,144,14,23,21,55,56,166,103,67,5,13,7,29,559,13,17,13,41,33,69,27,20,4,4,0,8,249,17,27,17,35,29,92,44,23,0,3,0,20,307,53,73,54,149,140,367,188,124,18,20,7,66,1259,337,329,295,641,787,2288,2079,1646,491,313,176,404,9786
LGA20660,3,8,122,25,7,15,15,25,89,70,85,34,34,20,24,443,20,17,13,33,42,68,62,44,22,17,8,14,360,37,23,16,31,49,87,65,71,25,20,18,29,471,88,52,47,84,121,276,212,228,93,71,49,75,1396,513,263,245,462,576,1562,1737,2861,1653,1439,876,602,12789
LGA20740,0,3,26,9,8,8,15,12,38,35,9,0,0,3,11,148,0,3,5,8,14,14,4,8,5,0,3,3,67,10,7,4,8,10,20,4,4,0,0,0,6,73,19,18,17,34,36,83,52,21,5,0,6,23,314,144,89,89,176,218,530,486,439,172,102,63,181,2689
LGA20830,0,5,59,4,4,18,18,33,56,41,28,3,9,0,17,231,7,4,3,9,14,30,24,7,5,3,0,3,109,14,8,3,15,21,38,27,9,6,3,5,10,159,29,21,27,49,76,140,95,52,14,15,5,35,558,204,136,163,283,418,1056,977,881,315,221,137,280,5071
LGA20910,13,12,85,13,9,5,7,12,38,32,44,19,36,46,19,280,13,5,5,9,10,34,33,36,20,20,25,15,225,30,12,7,18,7,33,29,29,22,19,21,16,243,64,26,17,38,29,110,103,136,64,79,105,62,833,437,165,122,204,252,763,754,1482,978,1544,2371,611,9683
LGA21010,0,3,19,3,0,8,5,15,24,19,3,3,3,0,4,87,3,0,7,6,5,3,3,3,3,0,0,0,33,3,3,0,5,8,7,4,6,0,0,3,6,45,9,6,15,19,28,41,26,12,6,6,3,13,184,68,41,62,106,151,336,252,186,59,34,29,76,1400
LGA21110,34,13,137,25,6,8,9,20,39,24,65,30,44,87,13,370,37,16,8,14,32,61,39,70,33,47,70,23,450,35,11,10,14,20,45,28,39,16,22,30,30,300,104,36,26,41,79,156,99,198,91,127,221,79,1257,813,250,190,312,388,1149,1100,2047,1339,2225,3813,913,14539
LGA21180,8,26,366,50,37,38,71,98,293,258,246,87,53,13,94,1338,34,32,37,36,56,150,83,70,25,19,18,51,611,59,42,43,57,83,177,177,162,54,35,16,79,984,150,121,135,189,272,705,581,540,182,119,55,250,3299,794,497,497,829,1089,3284,3376,4101,1637,1103,511,1151,18869
LGA21270,0,0,3,9,6,4,6,3,0,0,3,0,0,0,3,34,0,4,0,3,3,3,0,0,0,0,0,0,13,0,0,3,3,0,0,0,0,0,0,0,4,10,9,10,7,15,6,3,0,3,0,0,0,7,60,45,64,51,78,60,84,32,21,4,7,6,32,484
LGA21370,0,4,47,11,7,5,22,28,46,27,20,8,0,3,15,192,7,4,0,14,11,13,8,3,0,3,0,0,63,4,3,12,12,7,30,12,11,4,0,0,12,107,25,17,20,51,53,100,54,37,15,3,3,31,409,203,100,140,307,371,857,651,580,176,133,91,248,3857
LGA21450,0,8,138,13,9,12,19,35,125,125,84,30,22,14,31,519,8,10,6,12,26,47,36,27,6,7,7,10,202,11,30,10,29,19,63,53,60,11,12,8,27,333,36,52,35,68,92,270,246,193,51,44,29,76,1192,275,211,181,382,472,1645,2069,2971,1167,756,313,586,11028
LGA21610,0,25,501,45,35,48,81,147,398,435,371,126,71,31,117,1905,32,32,28,52,81,154,145,113,47,14,13,46,757,67,83,51,99,138,279,262,197,77,46,26,118,1443,154,165,136,259,420,924,961,772,286,153,70,306,4606,1036,678,674,1309,1850,5689,7474,10308,4474,2444,998,2006,38940
LGA21670,0,0,31,4,3,5,21,13,24,5,3,0,3,0,4,85,3,0,0,8,7,6,0,0,0,0,0,3,27,11,12,0,10,4,6,0,0,0,0,0,3,46,18,21,10,39,36,44,5,3,0,3,0,10,189,77,85,63,166,187,291,123,67,12,18,9,68,1166
LGA21750,0,3,33,5,3,4,13,20,28,11,4,3,0,0,3,94,3,3,5,10,3,4,0,3,0,3,0,3,37,8,4,5,4,12,16,7,4,0,0,0,3,63,20,13,18,27,39,53,22,14,6,3,0,12,227,109,70,89,160,206,478,362,264,106,47,48,114,2053
LGA21830,0,3,27,5,4,5,13,10,22,4,3,0,0,0,3,69,0,4,0,6,10,0,3,0,4,0,3,4,34,5,5,3,9,3,4,0,0,0,0,0,5,34,10,13,13,34,26,33,10,3,4,0,3,15,164,148,66,88,146,166,307,171,146,61,31,69,111,1510
LGA21890,5,3,115,27,15,14,24,23,76,76,84,38,26,21,28,452,13,5,8,17,23,51,27,37,11,15,11,20,238,34,19,20,31,35,74,70,59,16,24,12,38,432,77,44,45,80,88,223,196,204,72,70,49,89,1237,452,223,221,349,519,1380,1555,2345,1410,1433,887,612,11386
LGA22110,0,4,54,10,10,12,28,37,52,38,13,4,3,0,11,218,3,10,10,14,5,18,10,10,0,3,0,6,89,8,5,5,7,22,20,15,7,5,0,0,7,101,24,34,27,52,68,103,67,41,12,6,0,28,462,202,172,157,290,372,855,689,574,190,125,73,208,3907
LGA22170,3,13,218,23,19,27,63,80,199,196,167,47,27,16,53,917,13,20,13,45,45,98,102,57,26,18,3,25,465,40,30,43,81,80,160,130,101,27,11,13,53,769,86,72,87,205,230,511,469,360,114,56,35,144,2369,501,324,335,704,937,2546,3181,3943,1610,925,413,896,16315
LGA22250,0,0,13,5,3,0,7,6,12,3,0,0,0,0,4,40,0,0,0,3,5,6,0,0,0,3,0,0,17,0,5,0,3,3,0,4,0,0,3,0,4,22,5,11,4,16,17,18,7,0,0,6,0,8,92,72,53,49,110,125,208,101,67,27,17,13,48,890
LGA22310,9,4,132,16,14,7,17,30,45,60,88,48,45,34,23,427,23,7,7,12,21,49,52,50,28,22,22,19,312,31,15,13,21,17,35,44,32,30,18,13,28,297,73,39,27,58,77,155,170,194,118,105,78,74,1168,574,225,203,337,451,1233,1249,2232,1513,2082,1866,769,12734
LGA22410,3,0,28,8,6,4,12,20,29,17,10,0,0,3,4,113,5,6,9,6,13,14,5,0,0,0,0,4,62,6,3,4,10,9,5,0,6,0,0,0,3,46,22,18,17,36,46,52,22,19,0,0,6,11,249,107,78,103,200,248,439,340,272,102,51,40,111,2091
LGA22490,0,5,41,0,4,5,11,12,30,32,12,3,4,3,9,125,0,0,0,4,5,4,11,5,4,0,0,5,38,3,0,0,4,5,19,16,10,0,0,0,0,57,3,4,5,19,31,66,62,30,11,8,3,19,261,114,63,71,151,197,561,574,575,208,126,53,184,2877
LGA22620,0,6,155,27,28,26,59,82,176,135,65,18,10,3,40,669,14,21,19,41,33,65,33,24,3,3,3,12,271,29,39,30,52,44,91,46,28,3,10,3,27,402,73,91,82,171,178,381,243,131,27,26,9,85,1497,468,431,382,779,985,2543,2427,1811,486,310,161,493,11276
