region_id,C01_N_inc_R0_74,C01_N_inc_R75_99,C01_Ne_Ni_inc_R100_149,C01_Ne_Ni_inc_R150_199,C01_Ne_Ni_inc_R200_224,C01_Ne_Ni_inc_R225_274,C01_Ne_Ni_inc_R275_349,C01_Ne_Ni_inc_R350_449,C01_Ne_Ni_inc_R450_549,C01_Ne_Ni_inc_R550_649,C01_Ne_Ni_inc_R650m,C01_Ne_Nil_inc_R_NS,C01_N_inc_Re_Tot,C01_1_199_R0_74,C01_1_199_R75_99,C01_1_199_R100_149,C01_1_199_R150_199,C01_1_199_R200_224,C01_1_199_R225_274,C01_1_199_R275_349,C01_1_199_R350_449,C01_1_199_R450_549,C01_1_199_R550_649,C01_1_199_R650m,C01_1_199_R_NS,C01_1_199_R_Tot,C01_200_299_R0_74,C01_200_299_R75_99,C01_200_299_R100_149,C01_200_299_R150_199,C01_200_299_R200_224,C01_200_299_R225_274,C01_200_299_R275_349,C01_200_299_R350_449,C01_200_299_R450_549,C01_200_299_R550_649,C01_200_299_R650m,C01_200_299_R_NS,C01_200_299_R_Tot,C01_300_399_R0_74,C01_300_399_R75_99,C01_300_399_R100_149,C01_300_399_R150_199,C01_300_399_R200_224,C01_300_399_R225_274,C01_300_399_R275_349,C01_300_399_R350_449,C01_300_399_R450_549,C01_300_399_R550_649,C01_300_399_R650m,C01_300_399_R_NS,C01_300_399_R_Tot,C01_400_599_R0_74,C01_400_599_R75_99,C01_400_599_R100_149,C01_400_599_R150_199,C01_400_599_R200_224,C01_400_599_R225_274,C01_400_599_R275_349,C01_400_599_R350_449,C01_400_599_R450_549,C01_400_599_R550_649,C01_400_599_R650m,C01_400_599_R_NS,C01_400_599_R_Tot,C01_600_799_R0_74,C01_600_799_R75_99,C01_600_799_R100_149,C01_600_799_R150_199,C01_600_799_R200_224,C01_600_799_R225_274,C01_600_799_R275_349,C01_600_799_R350_449,C01_600_799_R450_549,C01_600_799_R550_649,C01_600_799_R650m,C01_600_799_R_NS,C01_600_799_R_Tot,C01_800_999_R0_74,C01_800_999_R75_99,C01_800_999_R100_149,C01_800_999_R150_199,C01_800_999_R200_224,C01_800_999_R225_274,C01_800_999_R275_349,C01_800_999_R350_449,C01_800_999_R450_549,C01_800_999_R550_649,C01_800_999_R650m,C01_800_999_R_NS,C01_800_999_R_Tot,C01_1000_1249_R0_74,C01_1000_1249_R75_99,C01_1000_1249_R_100_149,C01_1000_1249_R_150_199,C01_1000_1249_R_200_224,C01_1000_1249_R_225_274,C01_1000_1249_R_275_349,C01_1000_1249_R_350_449,C01_1000_1249_R_450_549,C01_1000_1249_R_550_649,C01_1000_1249_R650m,C01_1000_1249_R_NS,C01_1000_1249_R_Tot,C01_1250_1499_R0_74,C01_1250_1499_R75_99,C01_1250_1499_R_100_149,C01_1250_1499_R_150_199,C01_1250_1499_R_200_224,C01_1250_1499_R_225_274,C01_1250_1499_R_275_349,C01_1250_1499_R_350_449,C01_1250_1499_R_450_549,C01_1250_1499_R_550_649,C01_1250_1499_R650m,C01_1250_1499_R_NS,C01_1250_1499_R_Tot,C01_1500_1999_R0_74,C01_1500_1999_R75_99,C01_1500_1999_R_100_149,C01_1500_1999_R_150_199,C01_1500_1999_R_200_224,C01_1500_1999_R_225_274,C01_1500_1999_R_275_349,C01_1500_1999_R_350_449,C01_1500_1999_R_450_549,C01_1500_1999_R_550_649,C01_1500_1999_R650m,C01_1500_1999_R_NS,C01_1500_1999_R_Tot,C01_2000_2499_R0_74,C01_2000_2499_R75_99,C01_2000_2499_R100_149,C01_2000_2499_R150_199,C01_2000_2499_R200_224,C01_2000_2499_R225_274,C01_2000_2499_R275_349,C01_2000_2499_R350_449,C01_2000_2499_R450_549,C01_2000_2499_R550_649,C01_2000_2499_R650m,C01_2000_2499_R_NS,C01_2000_2499_R_Tot,C01_2500_2999_R0_74,C01_2500_2999_R75_99,C01_2500_2999_R_100_149,C01_2500_2999_R_150_199,C01_2500_2999_R_200_224,C01_2500_2999_R_225_274,C01_2500_2999_R_275_349,C01_2500_2999_R_350_449,C01_2500_2999_R_450_549,C01_2500_2999_R_550_649,C01_2500_2999_Re_650mo,C01_2500_2999_R_NS,C01_2500_2999_Re_Tot,C01_3000m_R0_74,C01_3000m_R75_99,C01_3000m_R100_149,C01_3000m_R150_199,C01_3000m_R200_224,C01_3000m_R225_274,C01_3000m_R275_349,C01_3000m_R350_449,C01_3000m_R450_549,C01_3000m_R550_649,C01_3000m_R650m,C01_3000m_R_NS,C01_3000m_R_Tot,C01_PI_S_R0_74,C01_PI_S_R75_99,C01_PI_S_R100_149,C01_PI_S_R150_199,C01_PI_S_R200_224,C01_PI_S_R225_274,C01_PI_S_R275_349,C01_PI_S_R350_449,C01_PI_S_R450_549,C01_PI_S_R550_649,C01_PI_S_Re_650mo,C01_PI_S_R_NS,C01_PI_S_Re_Tot,C01_AI_NS_R0_74,C01_AI_NS_R75_99,C01_AI_NS_R100_149,C01_AI_NS_R150_199,C01_AI_NS_R200_224,C01_AI_NS_R225_274,C01_AI_NS_R275_349,C01_AI_NS_R350_449,C01_AI_NS_R450_549,C01_AI_NS_R550_649,C01_AI_NS_R650m,C01_AI_NS_R_NS,C01_AI_NS_R_Tot,C01_Tot_R0_74,C01_Tot_R75_99,C01_Tot_R100_149,C01_Tot_R150_199,C01_Tot_R200_224
LGA55180,0,3,3,0,0,0,0,0,0,0,0,0,6,45,14,11,0,0,0,0,0,0,0,3,0,73,62,22,25,0,0,0,0,0,0,0,0,8,117,38,34,54,4,0,0,0,0,0,0,0,4,134,62,44,91,6,3,0,0,0,0,3,3,4,216,59,36,65,7,3,0,0,0,0,3,0,4,177,40,26,50,7,0,0,0,0,3,0,0,3,129,37,10,26,4,3,0,0,0,0,0,3,6,89,15,8,18,0,0,0,3,0,0,0,0,0,44,12,16,14,4,0,0,0,0,0,3,3,0,52,5,3,3,3,0,0,0,0,0,0,0,3,17,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,23,5,3,0,0,0,0,0,3,4,70,17,9,11,0,0,0,0,0,0,3,3,11,54,416,236,397,40,12
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,3,16,7,3,3,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,3,8,18,5,3,0,0,0,0,0,0,0,3,3,32,14,6,6,0,0,0,0,0,0,0,0,0,26,20,0,3,0,0,0,0,0,0,0,0,0,23,31,0,3,3,0,0,0,0,0,0,0,0,37,12,3,3,0,0,0,0,0,0,0,0,0,18,25,0,3,3,0,0,0,0,0,0,0,0,31,8,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,5,4,0,0,0,0,0,0,0,3,28,6,0,0,0,0,0,0,0,0,0,3,3,12,170,25,29,10,0
LGA55320,15,3,12,27,15,22,10,3,0,0,0,3,110,194,33,68,58,13,14,7,3,3,0,5,23,421,223,55,169,102,14,12,3,3,0,0,0,28,609,131,65,156,185,36,22,8,4,0,0,7,23,637,125,71,334,379,72,40,17,4,0,0,0,41,1083,87,38,199,358,79,48,20,3,0,0,0,8,840,47,8,136,302,88,58,20,7,3,0,5,10,684,31,9,119,298,91,78,33,10,0,3,4,9,685,13,5,46,140,75,40,11,4,0,0,0,6,340,39,3,42,179,99,104,73,25,21,11,12,10,618,7,0,14,58,34,60,29,14,6,3,4,5,234,9,3,0,19,16,12,17,10,4,0,0,0,90,3,0,3,4,6,4,5,4,3,3,4,0,39,49,14,58,154,77,84,42,14,3,6,4,22,527,72,18,37,39,15,13,7,3,0,0,3,41,248,1045,325,1393,2302,730
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,7,3,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,3,40,9,0,0,0
LGA55460,5,0,0,0,0,0,0,0,0,0,0,0,5,27,6,5,0,0,0,0,0,0,0,0,0,38,29,10,6,0,0,0,0,0,0,0,0,0,45,12,11,7,0,0,0,0,0,0,0,0,3,33,24,18,23,0,0,0,0,0,0,0,0,3,68,16,15,18,0,0,0,0,0,0,0,3,3,55,22,9,15,3,0,0,0,0,0,0,0,0,49,23,5,13,0,3,0,0,0,0,3,0,3,50,14,6,7,3,0,0,0,0,0,0,0,0,30,12,4,5,0,0,0,0,0,0,0,0,0,21,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,4,3,0,0,0,0,0,0,0,0,24,9,0,4,0,0,0,0,0,0,0,0,3,16,202,92,110,12,3
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,4,0,3,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,4,7,5,0,0,0,0,0,0,0,0,0,0,12,8,3,3,0,0,0,0,0,0,0,0,3,17,9,3,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,3,44,11,12,0,0
LGA55600,3,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,11,17,5,3,3,0,0,0,0,0,0,0,3,31,15,3,6,0,0,0,0,0,0,0,0,0,24,21,7,17,0,0,0,0,0,0,0,0,3,48,24,7,17,0,0,0,0,0,0,0,0,3,51,14,4,13,0,0,0,0,0,0,0,0,0,31,19,10,4,0,3,0,0,0,0,0,0,0,36,4,3,8,0,3,0,0,0,0,0,0,3,21,7,0,4,0,0,0,0,0,0,0,0,0,11,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,0,0,0,0,0,0,0,0,5,29,9,0,3,0,0,0,0,0,0,0,0,3,15,151,47,87,6,6
LGA55670,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,11,15,3,3,0,0,0,0,0,0,0,0,0,21,17,3,0,0,0,0,0,0,0,0,0,0,20,7,4,0,0,0,0,0,0,0,0,0,0,11,7,6,5,0,0,0,0,0,0,0,0,3,21,3,0,3,0,0,0,0,0,0,0,0,0,6,4,3,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,6,66,28,20,0,0
LGA55740,4,0,7,0,0,0,3,0,0,0,0,0,14,54,44,39,7,0,0,0,3,0,0,3,6,156,58,96,69,6,3,3,3,0,0,0,0,5,243,23,33,42,13,4,7,3,0,0,0,0,3,128,21,39,69,21,10,12,3,0,0,0,0,7,182,8,28,43,23,10,11,3,3,0,0,0,0,129,4,7,28,16,11,15,5,0,3,0,0,3,92,4,6,15,11,11,8,5,0,0,0,0,3,63,3,3,5,5,5,5,7,0,0,0,0,0,33,3,0,5,8,6,12,8,10,9,5,3,0,69,3,0,0,3,5,8,5,3,3,0,0,0,30,0,3,0,3,0,3,3,3,3,0,4,0,22,3,0,3,0,0,3,0,4,4,0,3,0,20,6,6,11,15,5,8,8,10,3,3,5,3,83,8,9,20,3,0,0,3,0,3,0,3,12,61,202,274,356,134,70
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,0,0,0,3,9,3,3,4,0,0,0,0,0,0,0,0,0,10,9,0,6,0,0,0,0,0,0,0,0,3,18,8,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,6,12,0,7,3,0,0,0,0,0,0,3,3,28,6,0,3,0,0,0,0,0,0,0,0,0,9,21,3,6,0,0,0,0,0,0,0,0,0,30,8,0,3,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,3,93,6,41,3,0
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,6,7,3,3,0,0,0,0,0,0,0,0,0,13,9,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,3,55,3,3,0,0
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,8,4,0,3,0,0,0,0,0,0,0,0,0,7,9,3,3,0,0,0,0,0,0,0,0,0,15,12,4,0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,10,6,0,0
LGA56020,0,0,3,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,5,9,5,3,0,0,0,0,0,0,0,0,0,17,18,0,3,0,0,0,0,0,0,0,0,3,24,11,0,4,0,0,0,0,0,0,0,0,3,18,11,3,3,0,0,0,0,0,0,0,0,3,20,9,0,3,0,0,0,0,0,0,0,0,0,12,7,3,3,0,0,0,0,0,0,0,0,3,16,3,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,0,0,0,0,3,16,3,0,0,0,0,0,0,0,0,0,0,0,3,86,16,30,0,0
LGA56090,0,0,0,5,0,0,0,0,0,0,0,0,5,34,10,30,10,0,3,0,0,0,0,0,4,91,66,12,60,24,0,3,0,0,0,0,0,6,171,31,13,76,36,0,3,0,0,0,0,0,12,171,37,17,138,92,8,0,0,0,0,0,3,8,303,27,11,89,60,12,5,3,0,0,0,0,5,212,14,3,43,54,9,0,3,0,0,0,0,5,131,15,0,37,39,9,4,3,0,0,0,0,0,107,6,0,13,24,9,0,0,0,0,0,0,0,52,12,0,15,27,6,4,0,0,0,0,0,0,64,5,0,4,7,3,0,0,0,0,0,0,0,19,3,0,0,0,3,0,3,3,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,3,15,3,28,40,8,3,0,0,0,0,0,3,100,14,3,9,9,0,0,0,0,0,0,0,0,35,282,72,542,427,67
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,0,0
LGA56230,0,3,0,3,0,0,0,0,0,0,0,3,9,28,14,17,0,4,0,0,0,0,0,3,3,69,26,35,45,7,0,0,0,0,0,0,3,3,119,31,27,61,7,0,0,0,0,0,0,0,3,129,20,25,75,18,3,0,0,3,0,0,3,3,150,24,15,47,11,3,0,0,0,0,0,0,3,103,14,3,24,5,0,0,0,0,0,0,0,0,46,11,3,25,7,0,0,0,0,0,0,3,3,52,7,0,11,7,3,0,0,3,0,0,0,0,31,7,0,14,5,0,3,0,0,0,0,0,3,32,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,5,23,11,0,0,0,0,0,0,0,3,50,11,4,8,0,0,0,0,0,0,0,0,4,27,190,134,356,81,13
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,0,0,0,0,0,0,0,0,17,12,0,5,0,0,0,0,0,0,0,0,0,17,4,7,12,0,0,0,0,0,0,0,0,0,23,6,5,5,3,0,0,0,0,0,0,0,3,22,7,5,5,0,0,0,0,0,0,0,0,0,17,5,4,3,0,0,0,0,3,0,0,0,0,15,6,3,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,0,0,0,0,6,57,36,36,6,0
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,11,3,0,0,0,0,0,0,0,0,0,0,14,4,3,3,0,0,0,0,0,0,0,0,0,10,9,3,3,0,0,0,0,0,0,0,0,3,18,9,4,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,3,0,0,0,0,0,3,0,13,5,3,3,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,63,16,9,0,3
LGA56450,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,0,0,0,0,0,0,6,4,3,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,34,6,12,0,0
LGA56520,3,0,0,0,0,0,0,0,0,0,0,0,3,16,0,3,0,0,0,0,0,0,0,0,3,22,53,11,10,0,0,0,0,0,0,0,0,0,74,17,22,14,0,0,0,0,0,0,0,0,0,53,26,14,43,0,0,0,0,0,0,0,3,0,86,17,17,31,3,0,0,0,0,0,0,3,0,71,8,11,15,3,0,0,0,0,0,0,0,3,40,7,18,12,3,0,0,0,0,0,0,3,0,43,4,3,5,0,0,0,0,0,0,0,0,0,12,8,10,10,3,0,0,0,0,0,0,0,3,34,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,17,3,0,0,0,0,0,0,0,4,40,7,0,5,0,0,0,0,0,0,0,0,3,15,172,116,173,15,0
LGA56580,0,0,4,3,5,0,4,6,0,3,3,3,31,29,7,7,8,3,4,4,0,0,0,3,7,72,40,7,20,13,3,5,3,0,0,0,3,10,104,26,7,15,25,11,6,0,0,0,3,0,10,103,29,14,23,46,15,12,11,3,3,0,0,8,164,17,3,19,29,22,33,7,3,0,0,3,4,140,6,4,23,25,26,17,9,3,0,0,0,3,116,7,3,26,23,14,25,8,9,3,0,0,0,118,4,4,25,8,11,15,9,3,0,3,3,0,85,8,3,20,15,21,35,32,22,22,8,33,7,226,0,0,12,8,3,12,13,20,3,0,3,3,77,0,0,0,4,0,6,11,7,4,0,6,4,42,0,0,0,3,0,0,4,7,4,3,4,0,25,3,7,28,14,12,25,26,14,8,0,10,6,153,10,3,4,0,3,0,3,3,0,3,3,9,41,179,62,226,224,149
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,15,7,0,0,0,0,0,0,0,0,0,0,0,7,28,0,0,0,0,0,0,0,0,0,0,3,31,58,0,0,0,0,0,0,0,0,0,0,4,62,46,3,0,0,0,0,0,0,0,0,0,0,49,44,5,0,3,0,0,0,0,0,0,0,0,52,29,0,0,0,0,0,0,0,0,0,0,3,32,12,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,0,0,0,0,0,3,17,5,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,3,271,11,0,3,0
LGA56730,3,3,0,3,0,0,0,0,0,0,0,3,12,50,11,11,0,0,0,0,0,0,0,0,6,78,67,17,32,0,0,0,3,0,0,0,0,3,122,43,25,52,6,0,0,0,0,0,0,0,6,132,35,27,61,10,3,0,0,0,0,0,0,6,142,28,25,39,12,3,0,0,0,0,0,0,6,113,21,16,43,8,0,0,3,0,0,0,0,3,94,16,7,28,4,0,0,0,3,0,0,0,5,63,11,5,6,0,0,0,0,0,0,0,0,3,25,11,5,20,4,0,0,0,0,0,0,0,3,43,3,3,7,3,0,3,0,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,23,6,0,3,3,0,0,0,0,3,61,23,4,9,3,0,0,0,0,0,0,0,13,52,320,162,331,59,6
LGA56790,0,0,3,0,0,0,0,0,0,0,0,0,3,15,0,11,3,0,0,0,0,0,0,0,3,32,20,4,8,0,0,0,0,0,0,0,0,3,35,18,3,32,4,0,0,0,0,0,0,0,3,60,18,6,21,5,0,0,0,0,3,0,0,3,56,17,3,17,5,3,3,0,3,3,0,0,0,54,9,6,10,3,3,0,0,0,0,0,0,3,34,3,3,10,3,0,0,0,3,3,3,0,0,28,8,3,4,0,0,3,0,0,0,0,0,3,21,5,3,3,0,0,3,0,3,3,0,3,0,23,3,0,0,0,0,0,0,3,0,0,3,0,9,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,16,5,0,0,0,0,0,0,0,3,38,5,0,3,0,0,3,0,0,0,0,0,4,15,132,34,138,31,6
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,21,9,3,0,0
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,3,0,4,3,0,0,0,0,0,0,0,0,10,0,0,3,3,0,0,0,0,0,0,0,0,6,3,0,0,3,0,3,0,0,0,0,0,3,12,3,0,4,3,0,0,3,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,0,0,3,3,0,0,0,0,0,0,12,3,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,7,0,11,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,17,15,6
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,6,8,0,3,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,6,0,0
