region_id,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_CF_T,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_CF_T,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_CF_T,C11_650ov_CF_NC,C11_650ov_CF_Cu15DS_,C11_650ov_CF_CU15_NDS,C11_650ov_CF_NCU15_DS,C11_650ov_CF_NDCO,C11_650ov_CF_T,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_CF_T,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_CF_Tot
LGA45040,3,0,0,7,3,0,3,0,0,6,0,0,0,0,0,0,0,3,3,0,0,6,10,0,18,0,0,28,407,69,401,33,52,962
LGA45090,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,3,21,161,15,161,8,15,360
LGA45120,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,4,0,0,10,75,6,48,0,3,132
LGA45290,122,17,10,363,61,3,48,5,6,123,12,3,26,3,3,47,14,4,31,0,3,52,26,3,12,0,0,41,1095,54,555,62,37,1803
LGA45340,341,36,40,670,16,17,38,5,3,79,4,3,10,0,4,21,14,3,9,5,3,34,72,6,41,5,8,132,2134,342,2054,207,283,5020
LGA45400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,3,10,0,0,20
LGA45540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,17,0,11,3,3,34
LGA45680,50,6,8,101,0,4,4,0,4,12,0,0,0,0,0,0,0,0,4,0,0,4,43,0,34,4,10,91,1496,223,1424,128,238,3509
LGA45890,323,31,27,774,25,6,33,5,7,76,10,8,9,4,0,31,11,7,10,0,4,32,70,9,48,5,10,142,2732,299,2114,198,296,5639
LGA46090,4,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,19,281,21,229,19,30,580
LGA46300,31,0,0,49,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,4,17,312,38,279,16,50,695
LGA46450,6,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,4,3,0,0,21,326,27,222,17,20,612
LGA46510,56,10,3,148,12,4,26,8,3,53,4,0,10,3,0,17,0,0,3,0,0,3,16,0,4,0,3,23,495,23,333,33,22,906
LGA46670,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,5,5,0,13,182,22,129,17,18,368
LGA46860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,44,4,26,0,3,77
LGA46970,36,5,6,101,30,0,36,0,5,71,8,5,16,0,0,29,6,0,7,0,0,13,10,3,8,0,3,24,250,25,302,16,20,613
LGA47140,177,10,26,380,25,14,47,4,7,97,9,5,4,0,0,18,6,0,12,4,3,25,64,7,48,9,11,139,2061,330,1956,205,326,4878
LGA47290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,37,6,40,3,0,86
LGA47490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,40,3,0,85
LGA47630,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,0,16,117,15,129,13,12,286
LGA47700,181,26,23,348,9,6,14,0,3,32,0,4,3,0,3,10,3,6,4,0,0,13,37,0,19,0,3,59,1065,162,992,110,155,2484
LGA47800,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,4,3,6,3,0,16,85,14,102,9,15,225
LGA47910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,11,58,6,42,0,6,112
LGA47980,92,17,6,295,56,12,82,7,6,163,28,5,37,3,5,78,19,5,45,6,4,79,21,0,7,3,0,31,929,58,518,60,44,1609
LGA48050,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,4,4,0,0,16,285,35,169,18,20,527
LGA48130,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,3,9,98,14,87,8,9,216
LGA48260,5,0,0,32,4,4,20,0,3,31,3,0,6,3,3,15,3,0,16,4,3,26,5,0,0,0,0,5,119,7,82,10,13,231
LGA48340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,8,0,3,0,0,11,182,18,137,11,11,359
LGA48410,161,19,23,472,40,3,36,5,0,84,14,3,6,3,0,26,9,3,7,3,0,22,37,3,21,3,5,69,1603,111,956,89,105,2864
LGA48540,29,5,3,64,3,0,3,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,21,0,7,3,3,34,555,52,334,34,46,1021
LGA48640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,39,0,0,62
LGA48750,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,74,12,54,6,6,152
LGA48830,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,6,18,0,5,0,3,26,185,19,144,12,12,372
LGA49399,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,12,3,7,0,0,22,180,19,131,10,12,352
LGA50080,118,7,15,225,0,3,10,3,0,16,3,0,3,0,0,6,3,3,3,0,0,9,31,3,14,4,3,55,701,108,724,63,68,1664
LGA50210,201,19,25,395,47,18,85,10,9,169,6,9,11,3,0,29,8,0,0,4,0,12,23,0,22,3,5,53,830,129,975,73,124,2131
LGA50250,4,0,0,4,0,3,3,0,0,6,3,0,0,0,3,6,7,0,3,0,0,10,28,0,29,0,0,57,395,48,630,20,39,1132
LGA50280,66,0,0,108,0,0,3,3,0,6,0,0,0,0,0,0,0,0,3,0,0,3,14,0,8,0,0,22,294,34,323,22,9,682
LGA50350,87,9,12,203,10,4,18,3,0,35,3,0,0,0,0,3,3,0,0,0,0,3,6,0,3,0,7,16,299,37,215,21,37,609
LGA50420,372,39,48,993,108,16,85,15,11,235,26,6,23,0,3,58,15,8,14,6,5,48,37,6,22,6,0,71,1739,123,1089,105,138,3194
LGA50490,268,30,39,705,101,3,77,10,16,207,37,0,12,0,3,52,15,3,12,0,0,30,28,6,13,0,3,50,1069,103,805,65,127,2169
LGA50560,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,23,3,26,0,0,52
LGA50630,16,0,0,25,4,4,6,0,0,14,0,0,4,0,0,4,0,0,0,0,0,0,3,0,4,0,0,7,43,4,59,3,6,115
LGA50770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,25,3,24,0,3,55
LGA50840,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,74,7,71,0,3,155
LGA50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,22,0,3,49
LGA50980,33,4,4,114,48,3,36,0,4,91,51,3,37,3,3,97,88,12,83,4,6,193,34,0,31,0,6,71,608,66,591,40,65,1370
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,8,27,5,25,3,6,66
LGA51120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,0,0,3,20,4,28,0,0,52
LGA51190,94,11,12,209,20,3,28,3,3,57,12,0,14,0,0,26,9,3,8,8,0,28,26,0,5,0,0,31,821,66,634,50,75,1646
LGA51260,190,9,18,374,12,8,21,3,0,44,3,0,3,0,0,6,6,3,0,0,0,9,16,3,19,0,3,41,764,105,742,61,66,1738
LGA51310,51,5,5,163,83,4,68,11,6,172,34,8,51,9,0,102,40,34,176,25,6,281,3,0,3,5,0,11,459,64,421,58,23,1025
LGA51330,691,85,45,1623,110,38,189,42,29,408,24,12,38,7,3,84,16,12,29,8,3,68,54,6,31,3,4,98,1683,335,1668,202,147,4035
LGA51400,160,8,9,269,8,4,19,0,0,31,0,3,3,0,0,6,0,0,3,0,3,6,4,0,7,0,4,15,201,46,337,15,34,633
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,13,0,19,0,0,32
LGA51540,12,0,0,17,5,0,4,0,0,9,0,0,0,0,0,0,3,0,3,0,0,6,14,0,9,0,0,23,173,12,193,4,17,399
LGA51610,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,25,0,13,3,0,41
LGA51680,6,3,3,17,3,0,8,0,0,11,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,39,4,36,6,9,94
LGA51750,25,4,0,89,36,5,22,0,0,63,27,3,14,3,0,47,34,16,71,7,5,133,3,0,4,4,0,11,223,35,161,22,8,449
LGA51820,621,57,81,1441,103,44,234,33,22,436,22,8,33,5,3,71,26,3,29,7,7,72,39,6,35,0,14,94,1470,218,1458,141,200,3487
LGA51890,11,3,0,24,0,0,5,0,0,5,0,0,0,0,0,0,0,0,3,0,3,6,3,0,3,3,0,9,128,16,109,12,11,276
LGA51960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,4,95,15,129,6,15,260
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,30,0,22,0,3,55
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,18,6,0,51
LGA52170,10,0,0,52,48,3,7,0,0,58,23,0,11,0,6,40,44,7,92,13,5,161,3,6,0,3,0,12,217,22,120,19,11,389
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,9,19,3,32,3,3,60
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,6,9,0,0,29
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,0,6,0,0,17
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,8,31,3,29,0,0,63
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,37,4,26,0,3,70
LGA52590,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,10,86,0,95,3,6,190
LGA52660,86,7,5,149,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,5,0,5,0,0,10,215,32,241,15,24,527
LGA52730,4,0,5,14,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,102,15,108,10,5,240
LGA52800,7,0,0,10,4,3,7,0,0,14,3,3,6,0,0,12,3,3,5,0,0,11,12,3,18,3,5,41,238,22,365,12,27,664
LGA52870,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,43,4,74,6,9,136
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,21,0,22,0,0,43
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,9,0,3,29
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,34,0,33,3,3,73
LGA53150,17,3,3,73,23,3,17,3,0,46,7,3,8,3,3,24,14,3,25,3,5,50,3,0,5,0,0,8,135,15,102,12,11,275
LGA53220,3,0,0,6,0,0,5,0,0,5,0,0,3,0,0,3,15,0,10,0,0,25,34,5,64,6,4,113,324,47,473,11,53,908
LGA53290,43,6,7,82,3,0,7,0,3,13,3,0,0,0,3,6,0,0,0,0,0,0,7,0,21,4,3,35,295,48,353,22,42,760
LGA53360,23,0,3,44,11,0,13,0,0,24,3,0,4,0,0,7,3,0,3,3,0,9,0,0,5,0,3,8,115,3,88,6,12,224
LGA53430,91,6,9,308,137,8,51,4,6,206,58,0,30,4,3,95,43,10,35,8,3,99,23,0,7,0,0,30,798,40,355,31,49,1273
LGA53520,217,18,25,435,27,3,46,6,0,82,3,3,6,0,0,12,4,0,6,0,0,10,26,5,23,4,0,58,757,102,805,63,87,1814
LGA53570,13,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,10,83,14,80,4,9,190
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,27,3,28,0,3,61
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,18,4,17,0,3,42
LGA53780,648,57,87,1319,92,43,191,28,32,386,7,5,19,9,3,43,16,6,16,0,4,42,36,8,44,5,8,101,1407,284,1852,173,255,3971
LGA53920,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,0,0,21,112,23,200,6,19,360
LGA53990,141,7,15,249,3,4,13,0,0,20,0,0,3,0,0,3,4,0,4,0,0,8,9,4,8,0,0,21,379,74,468,21,70,1012
LGA54060,14,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,9,73,12,99,12,15,211
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,10,26,0,34,3,6,69
LGA54170,942,93,133,2087,195,108,412,63,56,834,67,42,199,30,14,352,77,47,181,42,18,365,41,7,29,3,9,89,1933,357,2170,273,286,5019
LGA54200,267,25,36,549,40,16,76,11,17,160,10,3,15,0,0,28,5,3,9,3,3,23,17,4,10,4,3,38,567,94,608,69,93,1431
LGA54280,226,8,22,432,58,15,88,3,4,168,18,6,40,3,7,74,5,0,13,3,3,24,26,5,29,3,3,66,836,98,880,55,96,1965
LGA54340,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,8,88,16,123,6,9,242
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,24,0,6,56
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,15,0,11,0,0,26
LGA54550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,53,0,46,3,13,115
LGA54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,31,0,22,0,0,53
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,18,0,0,30
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,21,0,0,41
LGA54830,146,3,14,298,10,4,10,0,0,24,0,0,3,3,0,6,5,0,0,0,0,5,14,0,7,0,5,26,518,81,523,19,72,1213
LGA54900,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,12,31,9,44,3,3,90
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,36,0,3,80
LGA55040,0,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,21,73,4,105,10,6,198
LGA55110,415,34,59,840,31,14,49,12,15,121,11,0,15,5,3,34,20,5,12,3,3,43,29,5,19,0,0,53,1627,230,1539,122,196,3714
LGA55180,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,3,0,20,149,16,158,9,13,345
LGA55250,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15,52,3,32,0,7,94
LGA55320,473,70,42,1192,188,61,288,62,27,626,70,29,112,31,14,256,84,51,188,49,24,396,32,4,31,10,7,84,1622,243,1450,249,170,3734
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,3,6,30
LGA55460,5,3,0,11,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,8,69,3,69,12,5,158
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,9,0,23,0,0,32
LGA55600,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,0,6,48,3,56,6,6,119
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,19,4,29,3,0,55
LGA55740,21,0,0,103,18,0,25,3,0,46,9,0,11,7,0,27,15,13,54,12,4,98,5,0,3,0,0,8,254,19,166,22,4,465
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,28,4,17,0,6,55
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,13,3,11,0,0,27
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,22,0,12,3,0,37
LGA56020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,18,0,15,3,0,36
LGA56090,107,20,9,222,21,8,54,8,6,97,10,0,12,0,0,22,9,0,5,0,0,14,9,0,12,0,0,21,313,52,316,32,46,759
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,3,17
LGA56230,60,3,12,114,3,3,7,0,6,19,0,4,0,0,0,4,0,0,4,0,0,4,12,0,8,0,0,20,239,19,226,16,40,540
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,25,0,18,6,3,52
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,25,3,20,0,0,48
LGA56450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,7,0,21,0,0,28
LGA56520,3,0,0,8,3,3,0,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,4,0,6,0,3,13,81,16,101,3,7,208
LGA56580,39,6,6,101,38,8,42,7,3,98,19,8,38,8,3,76,49,52,221,44,8,374,10,0,17,0,0,27,269,79,474,68,26,916
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,9,66,3,109,3,13,194
LGA56730,8,0,3,25,0,0,7,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,3,0,5,0,0,8,159,27,161,8,21,376
LGA56790,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,85,6,66,0,5,162
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,10
LGA56930,0,0,0,0,3,0,0,0,3,6,0,0,0,0,0,0,3,4,16,5,0,28,0,0,5,0,0,5,17,4,25,5,3,54
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,18,0,0,34
LGA57080,52,0,0,380,382,3,42,3,8,438,180,0,38,3,4,225,196,4,61,3,8,272,27,0,5,3,3,38,1408,11,257,21,30,1727
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,17,3,28,0,3,51
LGA57210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,9,78,14,92,8,3,195
LGA57280,7,0,5,16,10,0,3,0,0,13,6,0,3,6,0,15,158,15,122,9,28,332,77,6,81,10,4,178,701,61,736,50,107,1655
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,14,3,19,0,6,42
LGA57420,15,0,0,23,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,10,0,3,16,74,3,110,0,6,193
LGA57490,877,68,83,1621,39,23,124,4,19,209,9,5,23,4,0,41,9,3,21,0,0,33,50,4,33,3,6,96,1883,349,2427,159,251,5069
LGA57560,24,3,3,61,20,3,29,0,4,56,8,7,14,0,0,29,203,17,171,10,27,428,118,17,166,10,27,338,1043,151,1240,84,188,2706
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
LGA57700,90,9,3,162,10,4,18,5,3,40,6,3,4,0,0,13,3,0,8,0,0,11,5,0,9,0,0,14,174,29,217,18,27,465
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,5,0,9,0,0,14,46,0,42,0,0,88
LGA57840,169,16,30,687,193,13,116,16,9,347,66,10,64,7,10,157,102,9,128,22,12,273,20,0,14,6,0,40,1525,74,728,90,91,2508
LGA57910,1145,76,87,3142,448,60,367,37,37,949,139,35,183,27,26,410,134,52,248,37,25,496,114,8,99,5,15,241,5510,486,3803,326,346,10471
LGA57980,61,5,0,241,122,5,67,7,7,208,88,5,55,5,0,153,97,6,111,18,7,239,17,0,10,0,0,27,791,23,436,47,21,1318
LGA58050,726,65,88,1491,74,48,145,26,29,322,20,4,38,5,9,76,13,0,31,3,3,50,34,18,39,3,6,100,1475,282,1729,161,240,3887
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,13,0,0,16
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,20,0,21,0,0,41
LGA58330,9,0,4,19,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,41,9,52,3,10,115
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,13
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,0,14,0,0,22
LGA58510,239,15,24,785,107,4,68,6,7,192,54,0,22,4,8,88,47,3,25,5,4,84,29,7,8,0,0,44,1435,61,716,59,66,2337
LGA58540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,20,3,30,0,4,57
LGA58570,121,8,14,624,300,3,81,3,8,395,71,0,39,5,4,119,69,5,42,10,3,129,28,4,9,0,3,44,1423,43,440,38,45,1989
LGA58610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,33,6,31,6,3,79
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,3,0,24
LGA58760,1405,119,155,2732,133,94,417,60,53,757,25,27,99,7,15,173,24,19,56,11,11,121,44,12,50,4,12,122,1953,509,2873,263,353,5951
LGA58820,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,67,5,65,0,3,140
LGA58890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,17,0,29,3,0,49
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,0,3,0,0,15
LGA59100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,16,0,11,4,0,31
LGA59170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,31,0,23,0,0,54
LGA59250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,18,0,24,0,3,45
LGA59310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,34,9,29,0,6,78
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,0,17
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,0,8,3,0,23
LGA59340,16,0,0,27,19,4,13,3,3,42,16,0,12,0,5,33,32,0,17,0,0,49,27,0,32,0,0,59,340,19,351,10,18,738
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,0,15
LGA59360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,28,0,46,3,3,80
LGA59370,11,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,0,0,7,44,5,53,6,6,114
LGA59399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,90,17,75,8,7,197
LGA60410,20,0,3,36,3,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,15,199,48,271,22,48,588
LGA60610,5,3,0,12,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,7,0,3,0,0,10,333,33,331,28,46,771
LGA60810,5,3,3,15,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,4,6,3,8,3,5,25,262,30,267,22,49,630
LGA61010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,3,17,46,7,47,0,9,109
LGA61210,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,13,0,0,23,130,22,160,3,7,322
