region_id,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_CF_T,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_CF_T,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_CF_T,C11_650ov_CF_NC,C11_650ov_CF_Cu15DS_,C11_650ov_CF_CU15_NDS,C11_650ov_CF_NCU15_DS,C11_650ov_CF_NDCO,C11_650ov_CF_T,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_CF_T,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_CF_Tot
LGA21670,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,7,0,0,16,175,17,113,6,15,326
LGA21750,7,0,0,16,0,0,0,0,0,0,0,4,0,0,0,4,3,3,0,0,0,6,30,0,11,4,0,45,273,33,263,17,26,612
LGA21830,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,15,0,24,3,3,45,237,40,264,23,24,588
LGA21890,552,40,39,1626,306,14,177,15,15,527,73,8,90,3,3,177,96,12,76,3,4,191,91,12,64,7,17,191,4137,228,2360,215,250,7190
LGA22110,35,0,4,58,3,0,0,3,3,9,3,0,0,0,0,3,11,0,3,0,0,14,30,4,15,3,3,55,668,100,565,60,72,1465
LGA22170,339,50,58,733,53,11,70,20,16,170,11,0,18,6,3,38,15,7,25,3,3,53,62,5,40,5,11,123,2027,269,1972,201,317,4786
LGA22250,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,10,0,10,0,4,24,157,24,125,14,20,340
LGA22310,716,79,58,2017,354,56,475,49,43,977,131,38,238,24,15,446,108,56,314,55,19,552,90,7,63,8,8,176,3806,259,2574,308,219,7166
LGA22410,5,0,0,12,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,6,9,0,12,0,3,24,262,38,247,20,29,596
LGA22490,13,3,0,24,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,12,119,21,115,7,18,280
LGA22620,123,16,15,250,6,3,22,3,0,34,0,0,7,0,0,7,10,0,8,0,0,18,45,6,29,5,5,90,1489,211,1383,133,170,3386
LGA22670,278,50,29,661,30,9,35,3,6,83,13,5,7,3,0,28,54,8,45,3,4,114,106,23,100,23,35,287,3094,481,3393,398,407,7773
LGA22750,496,74,66,1042,72,22,110,11,21,236,5,5,24,5,4,43,30,11,21,0,0,62,86,13,64,16,24,203,3352,433,2853,324,435,7397
LGA22830,57,9,6,118,6,0,10,3,0,19,0,0,3,0,0,3,3,3,3,3,3,15,42,7,35,3,7,94,928,176,963,84,124,2275
LGA22910,6,0,0,9,3,0,3,0,0,6,0,0,3,0,0,3,3,0,0,0,0,3,6,0,3,0,0,9,168,19,140,12,4,343
LGA22980,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,76,3,59,3,0,141
LGA23110,271,19,21,690,145,14,122,16,15,312,34,9,54,8,6,111,50,4,54,8,5,121,44,10,49,4,5,112,1921,158,1453,139,159,3830
LGA23190,10,0,3,28,3,0,4,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,9,0,12,0,0,21,302,34,244,12,34,626
LGA23270,418,55,61,834,19,21,35,9,15,99,5,0,18,0,5,28,28,5,24,0,5,62,49,20,70,17,22,178,1642,508,2459,286,405,5300
LGA23350,6,0,3,17,3,0,0,0,0,3,3,0,0,0,0,3,3,0,3,0,0,6,8,0,6,0,0,14,174,26,162,14,18,394
LGA23430,596,48,76,1403,187,49,278,38,32,584,49,16,117,13,15,210,44,7,85,14,3,153,73,9,37,10,19,148,2623,247,2098,226,288,5482
LGA23670,553,87,86,1222,42,25,107,29,22,225,11,13,25,3,6,58,12,3,25,4,0,44,56,11,39,9,5,120,1621,244,1583,235,268,3951
LGA23810,52,6,3,95,3,3,3,3,0,12,3,0,4,0,0,7,9,0,5,0,0,14,25,6,29,4,6,70,997,119,897,69,115,2197
LGA23940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,15,100,15,74,11,3,203
LGA24130,86,16,6,167,12,6,30,6,3,57,0,0,8,0,0,8,7,3,6,0,3,19,4,3,13,3,3,26,363,62,425,51,54,955
LGA24210,500,104,91,1212,148,62,265,72,45,592,43,27,97,22,20,209,33,21,60,20,18,152,39,8,39,8,14,108,1233,256,1322,278,270,3359
LGA24250,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,8,3,8,0,0,19,95,14,107,6,12,234
LGA24330,295,23,9,998,176,3,104,8,10,301,29,3,29,3,3,67,36,3,27,3,3,72,43,8,30,10,6,97,2462,141,1449,138,136,4326
LGA24410,354,38,57,848,36,29,62,16,13,156,8,4,23,3,3,41,23,3,17,0,3,46,40,3,18,10,8,79,1618,211,1319,158,182,3488
LGA24600,324,16,6,2412,1302,11,259,23,11,1606,540,7,123,13,15,698,542,31,196,61,49,879,105,4,26,13,4,152,5990,121,1290,160,146,7707
LGA24650,293,38,34,543,13,8,20,9,3,53,3,3,10,3,0,19,10,3,8,3,3,27,43,7,39,3,6,98,1164,195,1475,136,201,3171
LGA24780,32,5,4,63,0,0,3,0,0,3,0,0,0,0,0,0,4,4,3,0,0,11,30,6,9,3,6,54,877,148,831,88,98,2042
LGA24850,54,10,10,105,0,3,9,0,0,12,3,0,3,0,0,6,0,0,4,0,0,4,13,0,18,0,7,38,411,61,527,43,69,1111
LGA24900,14,3,0,24,3,0,3,0,0,6,3,0,0,0,0,3,4,0,0,0,0,4,20,7,15,3,3,48,471,52,398,33,43,997
LGA24970,1163,188,126,2715,288,109,423,83,40,943,69,22,129,29,9,258,71,17,84,22,12,206,108,15,76,11,11,221,3301,474,3014,471,366,7626
LGA25060,404,39,35,1324,152,13,186,21,19,391,56,15,80,9,13,173,35,15,53,8,6,117,58,7,44,3,9,121,2611,163,1572,162,172,4680
LGA25150,18,6,0,49,0,0,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,18,0,8,0,0,26,280,43,275,27,25,650
LGA25250,658,50,57,2213,396,17,175,23,15,626,76,7,46,8,5,142,74,4,50,4,6,138,87,11,61,4,9,172,4509,226,2569,219,267,7790
LGA25340,414,43,57,821,56,20,131,24,18,249,24,5,42,15,6,92,36,19,54,9,10,128,83,12,52,3,9,159,1880,236,1931,178,274,4499
LGA25430,9,0,3,23,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,0,5,3,0,11,171,18,178,6,17,390
LGA25490,10,0,0,19,0,0,0,3,0,3,4,0,0,0,0,4,0,0,7,0,0,7,17,3,13,0,0,33,219,32,260,29,17,557
LGA25620,5,0,0,11,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,0,19,151,12,121,10,20,314
LGA25710,143,13,14,260,24,19,56,16,11,126,5,3,17,4,5,34,6,4,13,6,4,33,12,4,5,3,5,29,309,65,355,56,61,846
LGA25810,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,6,0,0,6,176,18,138,0,17,349
LGA25900,289,14,19,2280,1061,9,239,17,10,1336,548,0,195,10,9,762,577,28,455,37,34,1131,111,3,29,7,7,157,6119,68,1567,111,114,7979
LGA25990,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,10,60,6,60,0,12,138
LGA26080,4,3,0,19,0,0,3,0,0,3,0,0,4,0,0,4,3,0,3,0,0,6,0,0,0,0,0,0,58,9,52,7,3,129
LGA26170,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,11,21,4,27,4,0,56,335,54,346,29,28,792
LGA26260,12,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,9,5,8,3,0,25,243,30,216,18,30,537
LGA26350,270,24,24,1731,632,13,185,13,18,861,333,12,129,19,16,509,295,57,414,66,26,858,87,3,40,8,5,143,4384,111,1373,160,132,6160
LGA26430,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0,0,23,139,15,111,9,17,291
LGA26490,152,13,11,262,21,11,69,3,3,107,4,4,21,0,0,29,0,0,6,3,3,12,9,0,13,0,0,22,381,50,453,34,31,949
LGA26610,5,0,0,13,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,13,3,18,0,0,34,381,64,354,25,36,860
LGA26670,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,8,92,7,78,7,3,187
LGA26700,7,4,0,20,0,3,0,0,0,3,3,0,0,0,0,3,3,0,3,0,0,6,17,4,13,3,0,37,360,49,311,40,41,801
LGA26730,100,14,8,193,7,8,15,3,0,33,0,0,0,0,0,0,5,4,9,0,0,18,22,0,6,0,3,31,555,75,560,44,57,1291
LGA26810,28,0,3,50,3,0,8,0,0,11,4,0,0,0,0,4,12,0,0,0,0,12,26,8,12,0,7,53,612,90,581,42,65,1390
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,7,0,0,17,64,17,54,6,3,144
LGA26980,793,112,81,1977,219,47,290,47,34,637,41,21,79,20,14,175,44,15,74,14,6,153,97,4,45,12,9,167,3030,290,2169,331,275,6095
LGA27070,628,71,86,1248,30,15,70,6,14,135,0,3,10,3,5,21,20,4,41,4,4,73,72,14,78,9,17,190,1786,373,2404,276,376,5215
LGA27170,78,12,4,147,6,5,13,3,0,27,3,0,4,0,0,7,3,0,4,3,0,10,15,0,23,5,7,50,720,110,825,86,76,1817
LGA27260,590,43,50,1072,38,14,99,11,9,171,15,4,33,6,3,61,23,0,42,5,6,76,86,18,59,8,10,181,2547,445,3452,269,326,7039
LGA27350,162,7,12,1318,983,3,183,9,10,1188,409,5,116,12,3,545,267,7,140,22,16,452,71,4,36,8,8,127,4084,82,1074,122,148,5510
LGA27450,300,45,31,601,21,18,41,9,8,97,8,10,9,4,3,34,4,0,9,3,3,19,33,5,32,10,10,90,1132,217,1270,163,149,2931
LGA27630,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,8,0,0,11,85,10,68,4,4,171
LGA29399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,9,0,3,0,0,12
LGA30250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,12,42,9,102,3,16,172
LGA30300,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,13,0,0,18,111,15,141,16,17,300
LGA30370,56,3,0,91,16,0,23,0,0,39,3,0,3,0,0,6,3,0,4,0,0,7,27,0,15,3,5,50,377,47,434,29,29,916
LGA30410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,3,11,0,3,28,75,12,94,4,8,193
LGA30450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,14,6,7,3,0,30
LGA30760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,6,0,0,9,69,6,46,4,6,131
LGA30900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,21,0,20,0,0,41
LGA31000,7832,795,874,22380,3702,418,2540,364,330,7354,1296,177,1125,180,125,2903,1012,277,1429,263,126,3107,577,52,360,65,71,1125,30480,2746,19528,2245,2387,57386
LGA31750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,0,21,0,3,38
LGA31820,97,14,9,210,16,0,15,3,0,34,0,3,0,0,0,3,5,5,3,0,3,16,49,4,36,4,3,96,1698,233,1623,141,213,3908
LGA31900,11,4,3,21,3,0,7,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,16,0,13,0,4,33,331,51,323,33,47,785
LGA31950,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,13,0,3,40
LGA32070,814,85,81,1893,138,37,173,15,17,380,40,10,47,6,10,113,42,9,28,3,3,85,82,10,64,10,4,170,4276,550,3593,303,392,9114
LGA32250,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,0,3,0,3,12,86,3,86,0,9,184
LGA32260,56,6,7,113,4,0,12,0,0,16,3,0,0,0,0,3,3,0,0,0,0,3,28,9,14,0,6,57,582,74,569,45,93,1363
LGA32270,108,8,18,247,88,8,125,10,11,242,40,12,71,3,3,129,39,4,62,8,7,120,56,5,99,10,12,182,938,153,1247,89,112,2539
LGA32310,10,0,3,16,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,3,3,27,214,33,254,13,25,539
LGA32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,42,4,89,0,8,143
LGA32450,4,0,3,19,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,16,0,0,26,123,15,108,4,11,261
LGA32500,10,0,0,18,3,0,3,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,3,0,8,0,0,11,108,7,115,3,15,248
LGA32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,13,3,0,24
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,11,0,19,0,6,36
LGA32770,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,33,6,112,0,11,162
LGA33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,22,0,25,0,0,47
LGA33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,9,52,3,48,3,3,109
LGA33220,104,12,10,232,7,0,19,4,3,33,3,0,5,0,3,11,11,0,4,3,0,18,55,5,39,0,10,109,1901,304,1872,152,226,4455
LGA33360,491,30,54,945,92,37,236,14,19,398,43,11,66,3,3,126,19,9,36,3,0,67,68,9,68,0,7,152,1160,182,1492,88,160,3082
LGA33430,5356,480,706,12562,1521,412,1807,295,351,4386,509,158,603,125,126,1521,425,149,543,148,107,1372,290,26,187,31,50,584,13843,1639,11040,1295,1767,29584
LGA33610,14,3,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,22,3,5,48,256,33,301,15,28,633
LGA33620,33,3,0,68,0,4,3,0,0,7,0,3,0,3,0,6,0,0,3,3,0,6,35,3,19,3,3,63,739,121,808,62,81,1811
LGA33800,4,0,4,8,0,0,5,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,9,4,10,0,0,23,214,46,208,27,30,525
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,84,3,9,132
LGA33960,887,65,98,1706,56,23,108,19,7,213,14,9,23,0,0,46,19,8,25,7,0,59,92,17,89,7,22,227,3541,673,4734,328,550,9826
LGA33980,30,0,6,68,10,4,28,3,0,45,10,0,4,0,3,17,86,5,140,7,13,251,63,9,95,7,9,183,1007,166,1540,86,122,2921
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,45,9,78,4,9,145
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,25,3,27,0,3,58
LGA34580,58,0,4,119,3,0,8,0,0,11,3,0,3,0,0,6,0,0,3,0,0,3,22,3,18,3,0,46,543,93,604,43,51,1334
LGA34590,2302,210,301,4438,194,93,310,53,73,723,30,16,64,8,15,133,20,12,35,11,5,83,116,21,121,21,31,310,4663,1074,6365,596,929,13627
LGA34710,7,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,0,8,0,0,20,121,11,138,6,11,287
LGA34770,889,52,100,1897,326,78,548,36,42,1030,51,17,89,13,18,188,39,4,56,5,4,108,64,3,62,14,3,146,2453,271,2576,177,327,5804
LGA34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,15,0,27,0,0,42
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,14,0,3,33
LGA34860,31,4,3,73,13,5,12,0,0,30,3,3,3,0,5,14,0,0,9,0,0,9,16,0,28,0,0,44,304,31,358,14,36,743
LGA35010,2864,257,390,5736,261,142,459,68,69,999,71,40,142,26,29,308,55,18,80,10,21,184,170,24,145,21,34,394,7160,1271,8057,699,1181,18368
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,5,91,0,5,158
LGA35300,122,6,3,274,101,16,89,7,11,224,34,0,33,3,3,73,6,3,10,0,0,19,30,0,22,0,5,57,646,66,592,29,52,1385
LGA35600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,3,20,113,20,148,0,6,287
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,57,4,11,113
LGA35760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,19,0,0,28,197,19,201,9,20,446
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,73,28,173,4,23,301
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,46,16,146,3,25,236
LGA35800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,33,4,54,3,9,103
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,51,0,6,106
LGA36150,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,3,0,0,8,30,0,29,0,3,62
LGA36250,1150,121,137,2385,267,124,497,82,89,1059,50,36,108,20,24,238,34,39,95,19,11,198,49,8,44,12,13,126,2146,475,2518,306,391,5836
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,26,4,27,0,0,57
LGA36360,512,32,53,986,50,15,88,10,13,176,8,0,17,4,0,29,9,6,12,0,4,31,69,11,57,6,13,156,2145,254,2295,143,303,5140
LGA36510,135,9,11,285,27,0,39,6,5,77,5,0,8,0,0,13,13,0,12,0,0,25,16,5,19,3,4,47,597,127,602,64,68,1458
LGA36580,35,0,5,67,6,0,0,0,0,6,0,0,0,0,3,3,7,0,0,0,0,7,17,0,10,0,0,27,378,54,372,27,40,871
LGA36630,35,5,4,68,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,6,15,0,17,0,3,35,562,66,584,36,72,1320
LGA36660,12,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,25,3,17,4,0,49,622,75,645,48,69,1459
LGA36710,2891,257,343,6082,518,194,924,113,120,1869,142,61,246,44,31,524,120,41,183,24,19,387,152,24,93,13,27,309,6748,926,6190,628,834,15326
LGA36810,84,3,3,133,3,0,5,0,0,8,0,0,0,0,0,0,3,3,0,3,0,9,37,3,28,0,11,79,767,110,798,47,76,1798
LGA36910,443,39,33,817,32,16,49,8,4,109,6,0,10,0,0,16,18,0,17,0,3,38,82,16,69,11,15,193,2904,424,3168,244,376,7116
LGA36950,3,0,3,12,0,0,3,0,6,9,0,0,0,0,0,0,0,0,4,0,0,4,15,5,9,3,0,32,116,45,187,15,24,387
LGA36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,3,21,100,18,337,5,46,506
LGA37010,1314,138,126,3006,207,46,234,28,25,540,32,13,76,13,7,141,34,3,36,5,4,82,104,17,105,11,10,247,4618,573,4304,356,439,10290
LGA37300,17,0,5,38,28,0,17,5,3,53,6,3,24,0,4,37,8,0,15,0,0,23,8,3,13,0,0,24,169,15,179,13,15,391
LGA37310,118,5,5,198,19,0,26,0,0,45,0,0,0,3,0,3,3,0,3,0,0,6,38,8,45,0,7,98,653,97,799,32,61,1642
LGA37340,182,8,22,402,50,4,81,3,9,147,13,0,16,0,3,32,13,0,17,0,3,33,35,4,17,0,4,60,874,63,714,40,88,1779
LGA37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,9,35,4,31,0,0,70
LGA37550,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,53,0,7,89
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,29,0,9,48
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,21,137,4,22,235
LGA39399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,75,3,3,423,119,0,35,5,6,165,40,0,13,3,0,56,38,4,17,4,3,66,19,0,3,3,0,25,976,7,258,25,18,1284
LGA40120,77,7,9,151,13,7,28,5,3,56,3,3,11,0,0,17,3,3,5,4,0,15,15,0,3,5,0,23,327,44,307,46,35,759
LGA40220,20,3,5,43,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,6,10,0,9,0,4,23,406,49,304,26,30,815
LGA40250,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,14,119,22,160,9,15,325
LGA40310,29,4,0,40,3,0,3,0,0,6,3,0,3,0,0,6,3,0,0,0,0,3,5,0,9,0,3,17,324,24,284,27,40,699
LGA40430,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,47,3,22,0,0,72
LGA40520,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,13,207,15,164,13,25,424
LGA40700,109,30,11,271,52,17,80,16,6,171,17,8,46,10,0,81,14,20,54,8,5,101,14,5,3,3,4,29,665,110,500,90,41,1406
LGA40910,174,33,27,376,20,11,30,9,3,73,0,0,10,0,0,10,4,0,7,0,0,11,35,4,10,0,3,52,863,110,819,110,83,1985
LGA41010,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,8,98,12,104,0,12,226
LGA41060,296,43,44,757,50,15,73,9,11,158,24,13,28,8,0,73,23,6,21,4,7,61,47,3,28,8,11,97,2174,240,1577,192,278,4461
LGA41140,3,0,0,8,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,11,3,8,0,0,22,161,18,135,12,13,339
LGA41190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,52,0,23,0,3,78
LGA41330,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,53,9,42,4,6,114
LGA41560,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,8,227,21,201,16,18,483
LGA41750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,5,21,0,20,0,3,44
LGA41830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,0,6,30,0,14,0,4,48
LGA41960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,20,0,3,54
LGA42030,21,3,3,47,3,0,3,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,11,3,8,0,0,22,365,44,296,32,44,781
LGA42110,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,69,6,54,0,9,138
LGA42250,3,0,0,3,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,3,0,17,69,10,82,9,8,178
LGA42600,120,18,17,324,62,7,52,13,6,140,24,7,25,4,11,71,23,9,29,5,5,71,17,0,7,0,0,24,915,55,462,66,67,1565
LGA42750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,99,6,72,4,7,188
LGA43080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,14,6,19,0,0,39
LGA43220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,16,0,3,41
LGA43360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,10,52,9,43,4,3,111
LGA43650,20,6,3,44,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,14,136,30,145,15,19,345
LGA43710,3,0,0,6,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,9,58,16,78,6,3,161
LGA43790,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,5,0,3,15,208,23,148,19,20,418
LGA43920,10,0,0,13,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,56,12,66,3,15,152
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,5,0,0,13
LGA44060,315,44,36,697,24,10,35,12,0,81,6,4,12,0,4,26,6,3,15,0,4,28,42,3,25,7,3,80,1637,157,1195,165,169,3323
LGA44210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,6,0,3,13,121,11,76,6,21,235
LGA44340,140,19,13,328,22,18,48,15,9,112,9,4,22,4,6,45,9,3,19,4,3,38,29,3,12,0,0,44,786,100,634,86,71,1677
LGA44550,110,6,7,200,10,4,15,0,4,33,3,0,3,3,0,9,3,0,9,0,0,12,9,3,8,0,3,23,459,71,431,54,48,1063
LGA44620,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,3,6,0,0,18,517,66,400,30,57,1070
LGA44830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,39,9,23,4,0,75
