region_id,C01_0_74_REA,C01_0_74_ST_HA,C01_0_74_Per_no_sa_ho,C01_0_74_Ho_co_op_c_c_g,C01_0_74_Oth_land_typ,C01_0_74_LLT_NS,C01_0_74_Tot,C01_75_99_REA,C01_75_99_ST_HA,C01_75_99_Pe_no_sa_ho,C01_75_99_H_c_op_c_c_gr,C01_75_99_Oth_lan_typ,C01_75_99_Lan_type_ns,C01_75_99_Tot,C01_100_149_REA,C01_100_149_ST_HA,C01_100_149_Pe_no_sa_ho,C01_100_149_H_c_o_c_c_g,C01_100_149_Ot_lan_ty,C01_100_149_Lan_typ_ns,C01_100_149_Tot,C01_150_199_REA,C01_150_199_ST_HA,C01_150_199_Pe_no_sa_ho,C01_150_199_H_c_o_c_c_g,C01_150_199_Ot_lan_ty,C01_150_199_Lan_ty_ns,C01_150_199_Tot,C01_200_224_REA,C01_200_224_ST_HA,C01_200_224_Pe_no_sa_ho,C01_200_224_H_c_o_c_c_g,C01_200_224_Ot_lan_ty,C01_200_224_Lan_ty_ns,C01_200_224_Tot,C01_225_274_REA,C01_225_274_ST_HA,C01_225_274_Pe_no_sa_ho,C01_225_274_H_c_o_c_c_g,C01_225_274_Ot_la_typ,C01_225_274_Lan_ty_ns,C01_225_274_Tot,C01_275_349_REA,C01_275_349_ST_HA,C01_275_349_Pe_no_sa_ho,C01_275_349_H_c_o_c_c_g,C01_275_349_Ot_lan_ty,C01_275_349_Lan_ty_ns,C01_275_349_Tot,C01_350_449_REA,C01_350_449_ST_HA,C01_350_449_Pe_no_sa_ho,C01_350_449_H_c_o_c_c_g,C01_350_449_Ot_lan_ty,C01_350_449_Lan_ty_ns,C01_350_449_Tot,C01_450_549_REA,C01_450_549_ST_HA,C01_450_549_Pe_no_sa_ho,C01_450_549_H_c_o_c_c_g,C01_450_549_Oth_lan_typ,C01_450_549_Lan_ty_ns,C01_450_549_Tot,C01_550_649_REA,C01_550_649_ST_HA,C01_550_649_Pe_no_sa_ho,C01_550_649_H_c_o_c_c_g,C01_550_649_Ot_lan_ty,C01_550_649_Lan_ty_ns,C01_550_649_Tot,C01_650_over_REA,C01_650over_ST_HA,C01_650over_Pe_no_sa_ho,C01_650ov_H_co_op_c_ch_gr,C01_650over_Oth_lan_typ,C01_650over_LLT_NS,C01_650_over_Tot,C01_R_NS_REA,C01_R_NS_ST_HA,C01_R_NS_Pe_no_sa_ho,C01_R_NS_H_co_op_c_ch_gr,C01_R_NS_Oth_lan_typ,C01_R_NS_Land_typ_ns,C01_Rent_not_statd_Tot,C01_Tot_REA,C01_Tot_ST_HA,C01_T_Pe_no_sa_ho,C01_Tot_Ho_co_op_co_ch_gr,C01_Tot_Oth_lan_typ,C01_Tot_LLT_NS,C01_T_T,C06_0_74_REA,C06_0_74_ST_HA,C06_0_74_Per_no_sa_ho,C06_0_74_Ho_co_op_c_c_g,C06_0_74_Oth_land_typ,C06_0_74_LLT_NS,C06_0_74_Tot,C06_75_99_REA,C06_75_99_ST_HA,C06_75_99_Pe_no_sa_ho,C06_75_99_H_c_op_c_c_gr,C06_75_99_Oth_lan_typ,C06_75_99_Lan_type_ns,C06_75_99_Tot,C06_100_149_REA,C06_100_149_ST_HA,C06_100_149_Pe_no_sa_ho,C06_100_149_H_c_o_c_c_g,C06_100_149_Ot_lan_ty,C06_100_149_Lan_typ_ns,C06_100_149_Tot,C06_150_199_REA,C06_150_199_ST_HA,C06_150_199_Pe_no_sa_ho,C06_150_199_H_c_o_c_c_g,C06_150_199_Ot_lan_ty,C06_150_199_Lan_ty_ns,C06_150_199_Tot,C06_200_224_REA,C06_200_224_ST_HA,C06_200_224_Pe_no_sa_ho,C06_200_224_H_c_o_c_c_g,C06_200_224_Ot_lan_ty,C06_200_224_Lan_ty_ns,C06_200_224_Tot,C06_225_274_REA,C06_225_274_ST_HA,C06_225_274_Pe_no_sa_ho,C06_225_274_H_c_o_c_c_g,C06_225_274_Ot_la_typ,C06_225_274_Lan_ty_ns,C06_225_274_Tot,C06_275_349_REA,C06_275_349_ST_HA,C06_275_349_Pe_no_sa_ho,C06_275_349_H_c_o_c_c_g,C06_275_349_Ot_lan_ty,C06_275_349_Lan_ty_ns,C06_275_349_Tot,C06_350_449_REA,C06_350_449_ST_HA,C06_350_449_Pe_no_sa_ho,C06_350_449_H_c_o_c_c_g,C06_350_449_Ot_lan_ty,C06_350_449_Lan_ty_ns,C06_350_449_Tot,C06_450_549_REA,C06_450_549_ST_HA,C06_450_549_Pe_no_sa_ho,C06_450_549_H_c_o_c_c_g,C06_450_549_Oth_lan_typ,C06_450_549_Lan_ty_ns,C06_450_549_Tot,C06_550_649_REA,C06_550_649_ST_HA,C06_550_649_Pe_no_sa_ho,C06_550_649_H_c_o_c_c_g,C06_550_649_Ot_lan_ty,C06_550_649_Lan_ty_ns,C06_550_649_Tot,C06_650_over_REA,C06_650over_ST_HA,C06_650over_Pe_no_sa_ho,C06_650ov_H_co_op_c_ch_gr,C06_650over_Oth_lan_typ,C06_650over_LLT_NS,C06_650_over_Tot,C06_R_NS_REA,C06_R_NS_ST_HA,C06_R_NS_Pe_no_sa_ho,C06_R_NS_H_co_op_c_ch_gr,C06_R_NS_Oth_lan_typ,C06_R_NS_Land_typ_ns,C06_Rent_not_statd_Tot,C06_Tot_REA,C06_Tot_ST_HA,C06_T_Pe_no_sa_ho,C06_Tot_Ho_co_op_co_ch_gr,C06_Tot_Oth_lan_typ,C06_Tot_LLT_NS,C06_T_T,C11_0_74_REA,C11_0_74_ST_HA,C11_0_74_Per_no_sa_ho,C11_0_74_Ho_co_op_c_c_g,C11_0_74_Oth_land_typ,C11_0_74_LLT_NS,C11_0_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Pe_no_sa_ho,C11_75_99_H_c_op_c_c_gr,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Pe_no_sa_ho,C11_100_149_H_c_o_c_c_g
LGA30760,0,9,18,22,109,22,180,3,5,24,6,5,0,43,0,3,37,4,5,0,49,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,3,0,7,3,17,86,32,125,22,285,0,12,14,5,46,44,121,0,6,9,0,0,0,15,18,13,29,20,5,6,91,0,0,3,0,0,0,3,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,11,0,14,18,31,61,34,62,50,256,0,15,8,0,48,38,109,0,7,3,3,0,0,13,10,10,24,17
LGA30900,0,5,6,12,40,11,74,0,6,0,6,0,0,12,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,14,6,24,40,11,95,0,12,3,6,19,12,52,0,0,3,5,5,0,13,0,4,0,4,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,16,6,15,35,12,84,0,5,5,6,21,17,54,0,3,0,3,3,0,9,0,8,3,3
LGA31000,315,8252,1483,380,1814,761,13005,1118,2145,2010,358,368,61,6060,8136,1918,9212,302,1400,164,21132,20464,626,14480,310,943,257,37080,7734,35,4764,149,349,96,13127,6859,51,3660,64,272,74,10980,2938,22,1842,40,181,42,5065,896,37,855,21,88,31,1928,222,22,310,4,47,3,608,85,26,124,3,21,0,259,312,32,331,3,61,12,751,786,721,954,81,325,341,3208,49865,13887,40025,1715,5869,1842,113203,217,4951,1470,250,261,1356,8505,160,1919,383,197,111,59,2829,2695,3169,3158,498,787,114,10421,8285,1533,5818,235,1139,126,17136,7366,565,4534,119,394,95,13073,20579,351,7618,179,711,224,29662,16786,66,5126,118,417,149,22662,6994,23,2197,59,158,76,9507,1827,16,720,21,80,29,2693,693,27,312,5,41,14,1092,672,226,469,16,98,37,1518,903,703,1000,135,303,239,3283,67177,13549,32805,1832,4500,2518,122381,191,3356,1537,153,228,1040,6505,47,3479,146,148,41,34,3895,469,3380,1176,435
LGA31750,0,0,3,0,24,11,38,0,3,4,3,15,0,25,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,10,3,45,11,72,0,3,0,0,11,14,28,0,11,0,0,4,0,15,0,3,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,8,0,8,0,17,6,0,33,14,70,0,0,3,0,16,6,25,0,4,0,0,4,0,8,0,11,5,0
LGA31820,37,488,300,52,408,135,1420,240,166,442,25,70,9,952,1834,116,1953,41,99,29,4072,713,6,407,6,32,6,1170,40,0,49,7,10,3,109,30,0,23,0,4,0,57,7,0,28,0,3,0,38,7,5,12,0,5,0,29,4,0,6,0,0,0,10,0,3,5,0,0,0,8,18,3,37,0,6,0,64,45,47,119,7,31,25,274,2975,834,3381,138,668,207,8203,14,317,214,28,116,223,912,20,167,87,24,52,9,359,630,259,812,54,207,27,1989,1507,94,914,8,134,20,2677,701,10,272,3,39,9,1034,655,0,150,3,17,3,828,175,3,50,0,8,3,239,39,3,16,0,9,3,70,14,0,8,0,8,0,30,6,0,3,0,4,0,13,18,7,25,0,10,3,63,55,39,86,11,41,22,254,3834,899,2637,131,645,322,8468,12,200,202,12,98,185,709,12,235,36,13,34,8,338,97,331,273,38
LGA31900,14,75,108,4,299,65,565,93,33,133,5,21,5,290,418,28,284,29,36,3,798,70,0,41,0,9,0,120,9,0,8,0,0,3,20,6,0,4,0,0,0,10,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,10,22,8,28,3,23,7,91,636,144,612,41,391,83,1907,11,53,94,3,132,92,385,41,30,49,12,19,5,156,418,53,191,31,44,9,746,354,10,71,0,7,0,442,32,0,8,0,0,0,40,19,3,5,0,3,0,30,3,0,0,0,3,0,6,0,0,3,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,8,14,8,16,3,25,5,71,895,157,442,49,236,114,1893,0,25,77,0,117,81,300,8,28,20,0,27,0,83,42,51,80,23
LGA31950,0,5,3,6,20,7,41,0,5,0,3,3,0,11,0,3,0,4,0,0,7,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,9,0,16,6,13,26,10,71,0,0,3,0,21,17,41,0,0,0,3,3,0,6,0,0,0,3,11,0,14,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,3,0,0,6,0,9,0,3,6,6,47,17,79,0,3,5,3,12,10,33,0,0,0,6,0,0,6,0,11,0,3
LGA32070,58,1166,356,113,600,193,2486,269,418,344,82,126,18,1257,2840,308,2163,124,374,63,5872,3150,105,2012,23,160,44,5494,950,15,548,3,54,9,1579,822,6,386,4,49,5,1272,329,5,209,0,35,0,578,95,4,143,3,54,3,302,25,3,73,3,39,5,148,17,3,39,0,18,0,77,84,7,339,5,174,23,632,164,138,288,19,154,83,846,8803,2178,6900,379,1837,446,20543,62,670,272,45,169,329,1547,25,344,96,42,55,11,573,932,558,774,139,289,36,2728,2722,216,1275,63,246,36,4558,1253,72,605,10,83,17,2040,2336,61,767,9,86,21,3280,1870,6,530,4,53,13,2476,697,0,180,3,39,0,919,115,0,79,0,42,0,236,24,4,45,0,50,7,130,206,29,552,4,238,32,1061,185,148,307,24,182,83,929,10427,2108,5482,343,1532,585,20477,30,505,243,31,139,261,1209,16,510,52,32,48,14,672,294,715,321,88
LGA32250,0,24,12,6,115,26,183,0,40,5,12,7,0,64,0,7,35,22,11,0,75,0,3,16,3,0,0,22,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,0,0,7,0,0,5,0,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,7,5,6,8,3,29,0,81,91,49,147,29,397,0,25,9,3,66,37,140,0,17,7,3,8,0,35,0,24,12,7,20,0,63,0,18,13,18,6,0,55,3,0,7,0,0,0,10,0,0,3,0,3,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,7,0,3,18,3,34,6,91,51,34,134,40,356,0,19,9,6,70,29,133,0,12,3,5,3,3,26,0,16,11,5
LGA32260,29,114,227,40,298,97,805,128,71,299,24,38,6,566,671,60,753,74,86,11,1655,226,5,146,0,19,3,399,20,0,28,0,6,0,54,6,0,4,0,3,0,13,0,0,9,0,6,0,15,5,3,20,0,7,0,35,4,3,8,0,10,0,25,0,3,9,0,0,0,12,18,0,33,0,12,3,66,20,17,61,4,32,19,153,1127,276,1597,142,517,139,3798,14,69,133,5,88,160,469,34,38,62,5,34,4,177,458,111,418,68,111,20,1186,491,23,249,10,58,3,834,125,0,62,0,13,0,200,93,0,32,0,7,3,135,26,0,17,0,7,0,50,13,0,7,3,7,0,30,4,0,0,0,9,0,13,3,0,0,0,4,3,10,19,5,18,0,8,0,50,28,15,42,3,41,7,136,1308,261,1040,94,387,200,3290,8,35,110,7,85,107,352,7,57,22,4,19,0,109,65,106,136,37
LGA32270,18,132,153,23,1484,130,1940,67,73,90,15,124,5,374,267,40,285,15,145,8,760,410,6,144,12,81,6,659,52,0,23,0,10,0,85,31,0,9,0,6,0,46,10,0,8,3,4,0,25,0,0,6,0,3,0,9,3,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,5,0,7,3,18,23,9,27,5,85,19,168,884,260,753,73,1949,171,4090,28,112,126,20,1210,289,1785,6,64,33,5,90,5,203,57,91,102,20,158,3,431,85,56,91,3,63,3,301,77,13,51,0,24,3,168,145,3,51,0,20,0,219,208,3,66,0,20,3,300,162,0,37,0,30,0,229,25,0,16,0,23,0,64,8,0,3,0,11,0,22,11,4,3,0,7,3,28,36,19,47,3,179,9,293,848,365,626,51,1835,318,4043,35,79,105,8,1198,216,1641,6,56,14,0,113,0,189,23,90,46,11
LGA32310,18,50,67,8,204,43,390,23,20,42,9,20,3,117,181,20,161,24,9,3,398,132,3,64,3,6,0,208,34,0,8,0,0,0,42,10,0,3,0,3,0,16,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,8,9,3,12,4,18,3,49,411,96,367,48,263,52,1237,6,31,60,3,123,104,327,13,30,16,3,15,0,77,124,32,130,28,25,5,344,191,11,48,5,7,4,266,59,3,15,0,4,0,81,44,0,7,0,3,0,54,7,0,0,0,0,0,7,3,0,0,0,3,0,6,0,0,0,0,3,0,3,0,0,0,0,5,0,5,4,0,0,0,0,0,4,5,5,10,3,26,0,49,456,112,286,42,214,113,1223,3,24,53,0,88,85,253,0,21,12,3,25,0,61,33,44,54,16
LGA32330,0,3,0,158,4,4,169,0,0,0,26,0,0,26,0,0,0,8,0,0,8,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,7,0,3,0,205,4,4,216,0,15,0,107,6,0,128,0,3,0,82,3,3,91,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,18,0,212,9,3,242,0,0,0,116,0,0,116,0,0,0,108,0,0,108,0,0,0,24
LGA32450,0,27,17,28,184,21,277,0,15,8,32,30,3,88,11,10,34,4,15,0,74,32,3,25,0,5,0,65,4,0,9,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,9,7,4,14,0,34,47,64,103,68,254,24,560,0,30,11,14,133,40,228,0,23,0,26,18,0,67,7,29,13,21,15,0,85,7,0,26,0,6,4,43,0,0,17,0,4,0,21,3,0,9,0,5,0,17,0,0,18,0,0,0,18,5,0,7,0,0,0,12,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,6,3,3,3,3,23,3,38,25,88,107,64,207,47,538,0,26,9,4,123,37,199,0,11,0,9,13,0,33,3,22,5,23
LGA32500,3,6,39,23,93,32,196,3,24,18,12,4,0,61,19,3,52,12,8,3,97,36,0,30,0,4,0,70,4,0,3,0,0,0,7,3,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,4,11,4,8,5,35,71,37,166,51,117,40,482,0,23,19,27,67,54,190,0,7,4,5,5,0,21,14,17,34,8,10,5,88,42,4,30,3,7,0,86,23,0,10,0,0,0,33,12,0,4,0,3,0,19,4,0,7,0,4,0,15,4,0,3,0,6,0,13,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,3,0,0,8,0,11,5,4,17,3,34,6,69,107,58,128,46,147,65,551,5,26,23,10,90,56,210,0,13,3,4,3,0,23,9,23,18,13
LGA32600,0,6,0,0,13,5,24,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,12,3,0,16,5,36,0,0,0,0,5,4,9,0,5,0,0,3,0,8,0,8,3,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,0,13,7,0,11,7,38,0,0,3,0,12,0,15,0,0,0,0,4,0,4,0,0,0,0
LGA32750,0,3,0,11,32,0,46,0,0,0,4,6,0,10,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,0,18,38,0,62,0,3,3,0,14,5,25,0,12,0,4,3,0,19,0,6,0,3,14,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,5,4,0,12,0,24,3,12,38,8,85,0,4,0,5,17,9,35,0,0,0,0,4,0,4,0,10,3,3
LGA32770,0,3,0,89,23,3,118,0,0,0,10,0,0,10,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,3,0,134,23,3,163,0,0,0,71,20,4,95,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,18,0,0,18,0,0,0,101,20,4,125,0,25,0,7,25,8,65,0,18,0,3,0,0,21,0,37,0,10
LGA33100,0,3,15,0,57,18,93,0,0,11,0,6,0,17,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,6,0,3,40,0,66,18,127,0,3,6,0,30,23,62,0,0,4,0,4,0,8,0,0,4,0,5,0,9,0,0,0,4,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23,0,26,0,3,20,4,68,23,118,0,3,10,0,26,22,61,0,3,3,0,0,0,6,0,0,6,0
LGA33200,3,13,29,3,96,16,160,6,11,12,3,9,0,41,6,0,18,3,3,0,30,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,16,15,24,68,12,118,19,256,6,15,22,0,53,36,132,0,4,8,0,7,0,19,12,6,20,13,15,0,66,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,4,16,18,28,59,17,85,40,247,0,10,18,0,38,32,98,0,5,8,0,3,3,19,7,11,24,5
LGA33220,39,490,226,50,315,126,1246,246,151,400,49,73,15,934,1980,101,1556,47,121,38,3843,911,4,309,5,17,8,1254,83,3,45,3,3,0,137,40,0,44,0,9,3,96,18,0,27,0,6,0,51,8,0,19,0,13,0,40,3,0,9,0,10,0,22,5,3,16,0,3,0,27,21,3,58,3,19,0,104,63,41,95,10,54,34,297,3417,796,2804,167,643,224,8051,19,313,182,31,77,221,843,22,159,65,24,55,13,338,517,241,602,73,213,19,1665,1553,92,795,32,121,23,2616,941,10,350,11,34,4,1350,998,4,205,5,36,4,1252,223,0,70,0,28,0,321,52,0,31,0,16,0,99,22,0,14,0,21,0,57,10,0,7,0,12,0,29,22,11,69,3,40,4,149,62,42,93,11,82,19,309,4441,872,2483,190,735,307,9028,13,216,179,17,70,196,691,3,234,42,23,26,7,335,117,322,215,52
LGA33360,29,378,147,30,305,93,982,127,145,162,20,35,7,496,868,108,577,52,60,17,1682,1034,20,349,7,29,8,1447,117,0,45,0,6,0,168,56,0,31,0,6,0,93,9,0,12,0,3,0,24,7,0,8,0,3,0,18,0,3,6,0,0,0,9,0,3,3,0,0,0,6,7,3,10,0,3,0,23,51,30,48,3,22,19,173,2305,690,1398,112,472,144,5121,6,188,112,21,109,156,592,17,132,42,6,60,5,262,259,205,232,60,92,5,853,705,155,333,14,52,3,1262,495,7,187,0,21,3,713,647,4,157,0,15,4,827,316,0,33,0,12,5,366,68,0,13,0,12,0,93,16,0,7,0,8,0,31,6,0,0,0,3,0,9,5,12,17,0,9,0,43,61,28,60,4,39,7,199,2601,731,1193,105,432,188,5250,32,128,106,3,176,135,580,9,142,18,5,50,3,227,16,228,83,47
LGA33430,88,1959,545,67,890,431,3980,187,576,427,37,102,22,1351,4142,445,3505,160,463,115,8830,9208,203,8785,316,769,204,19485,4033,25,2667,67,279,71,7142,3783,35,2557,94,278,63,6810,1423,14,1207,34,165,32,2875,593,9,768,13,183,20,1586,184,7,385,11,142,6,735,51,3,251,10,71,9,395,208,9,481,18,199,16,931,488,197,663,44,402,311,2105,24388,3482,22241,871,3943,1300,56225,76,1209,691,68,176,730,2950,19,436,115,35,53,11,669,368,854,859,99,328,40,2548,2138,321,1693,69,377,49,4647,2803,90,1884,39,220,47,5083,7278,170,4121,132,587,147,12435,10740,48,3960,132,527,168,15575,5016,11,1705,40,180,92,7044,1291,6,706,13,100,25,2141,454,14,347,7,99,25,946,596,70,966,24,208,50,1914,612,203,774,57,274,261,2181,31391,3432,17821,715,3129,1645,58133,82,785,715,48,164,612,2406,12,840,43,31,20,7,953,106,856,413,93
LGA33610,5,72,106,4,282,60,529,46,23,77,3,25,0,174,77,18,168,0,23,3,289,107,3,112,0,15,0,237,13,0,18,0,3,0,34,8,0,11,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,4,16,0,27,0,47,259,120,511,7,375,63,1335,5,52,52,0,178,125,412,17,25,24,0,23,0,89,115,40,106,10,19,3,293,111,8,78,3,12,3,215,61,0,26,0,11,0,98,28,0,16,0,5,0,49,19,0,9,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,12,7,3,16,0,30,0,56,367,128,335,13,278,131,1252,3,33,59,0,141,90,326,3,21,3,0,14,4,45,66,47,70,0
LGA33620,12,172,195,23,243,76,721,117,46,227,9,36,3,438,819,36,922,19,57,23,1876,198,0,131,0,15,5,349,18,0,17,0,4,3,42,7,0,7,0,0,0,14,4,0,6,0,3,3,16,0,3,3,0,3,0,9,0,0,0,0,3,0,3,0,3,3,0,0,0,6,6,0,22,0,6,3,37,27,11,52,0,21,15,126,1208,271,1585,51,391,131,3637,10,125,146,6,65,134,486,11,59,62,3,42,0,177,277,78,444,29,84,9,921,696,22,472,13,58,6,1267,226,0,157,8,14,4,409,184,0,62,0,10,0,256,50,0,19,0,6,0,75,9,0,4,0,8,0,21,8,0,4,0,3,0,15,0,0,0,0,4,0,4,3,6,14,3,10,0,36,25,12,63,5,32,3,140,1499,302,1447,67,336,156,3807,23,74,122,3,57,128,407,4,115,22,5,18,3,167,56,87,191,24
LGA33800,17,29,161,34,148,46,435,58,29,141,23,15,0,266,217,11,178,15,14,8,443,19,3,27,0,5,0,54,0,3,3,0,3,0,9,0,0,4,0,0,0,4,0,0,3,0,0,0,3,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,9,8,3,24,3,12,6,56,322,78,547,75,203,60,1285,3,24,117,12,61,100,317,48,20,53,17,16,4,158,228,44,186,33,30,3,524,113,3,32,0,3,0,151,10,0,7,0,4,0,21,3,0,3,0,3,0,9,7,3,3,0,0,0,13,3,0,3,0,3,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,7,22,5,15,0,57,429,101,426,67,135,107,1265,0,14,82,3,48,56,203,7,16,14,3,10,0,50,78,38,82,24
