region_id,C06_CF_1P1NW_200_399,C06_CF_1P1NW_400_599,C06_CF_1P1NW_600_799,C06_CF_1P1NW_800_999,C06_CF_1P1NW_1000_1499,C06_CF_1P1NW_1500_1999,C06_CF_1P1NW_2000_2499,C06_CF_1P1NW_2500_2999,C06_CF_1P1NW_3000_mr,C06_CF_1P1NW_Ns,C06_CF_1P1NW_Tot,C06_CF_1A1NW_N,C06_CF_1A1NW__1_199,C06_CF_1A1NW_200_399,C06_CF_1A1NW_400_599,C06_CF_1A1NW_600_799,C06_CF_1A1NW_800_999,C06_CF_1A1NW_1000_1499,C06_CF_1A1NW_1500_1999,C06_CF_1A1NW_2000_2499,C06_CF_1A1NW_2500_2999,C06_CF_1A1NW_3000m,C06_CF_1A1NW_Ns,C06_CF_1A1NW_Tot,C06_CF_BA_N,C06_CF_BA_1_199,C06_CF_BA_200_399,C06_CF_BA_400_599,C06_CF_BA_600_799,C06_CF_BA_800_999,C06_CF_BA_1000_1499,C06_CF_BA_1500_1999,C06_CF_BA_2000_2499,C06_CF_BA_2500_2999,C06_CF_BA_3000_more,C06_CF_BA_Ns,C06_CF_BA_Tot,C06_CF_BNW_N,C06_CF_BNW_1_199,C06_CF_BNW_200_399,C06_CF_BNW_400_599,C06_CF_BNW_600_799,C06_CF_BNW_800_999,C06_CF_BNW_1000_1499,C06_CF_BNW_1500_1999,C06_CF_BNW_2000_2499,C06_CF_BNW_2500_2999,C06_CF_BNW_3000_more,C06_CF_BNW_Ns,C06_CF_BNW_Tot,C06_CF_LFns_N,C06_CF_LFns_1_199,C06_CF_LFns_200_399,C06_CF_LFns_400_599,C06_CF_LFns_600_799,C06_CF_LFns_800_999,C06_CF_LFns_1000_1499,C06_CF_LFns_1500_1999,C06_CF_LFns_2000_2499,C06_CF_LFns_2500_2999,C06_CF_LFns_3000_more,C06_CF_LFns_Ns,C06_CF_LFns_Tot,C06_C_f_c_T_Fi_N,C06_C_f_c_T_Fi_1_199,C06_C_f_c_T_Fi_200_399,C06_C_f_c_T_Fi_400_599,C06_C_f_c_T_Fi_600_799,C06_C_f_c_T_Fi_800_999,C06_CF_c_T_Fi_1000_1499,C06_CF_c_T_Fi_1500_1999,C06_CF_c_T_Fi_2000_2499,C06_CF_c_T_Fi_2500_2999,C06_CF_c_T_Fi_3000_more,C06_C_f_with_c_TFI_Ns,C06_C_f_with_c_T_T,C06_1PF_F_N,C06_1PF_F_1_199,C06_1PF_F_200_399,C06_1PF_F_400_599,C06_1PF_F_600_799,C06_1PF_F_800_999,C06_1PF_F_1000_1499,C06_1PF_F_1500_1999,C06_1PF_F_2000_2499,C06_1PF_F_2500_2999,C06_1PF_F_3000_more,C06_1PF_F_Ns,C06_1PF_F_Tot,C06_1PF_P_N,C06_1PF_P_1_199,C06_1PF_P_200_399,C06_1PF_P_400_599,C06_1PF_P_600_799,C06_1PF_P_800_999,C06_1PF_P_1000_1499,C06_1PF_P_1500_1999,C06_1PF_P_2000_2499,C06_1PF_P_2500_2999,C06_1PF_P_3000_more,C06_1PF_P_Ns,C06_1PF_P_Tot,C06_1PF_A_N,C06_1PF_A_1_199,C06_1PF_A_200_399,C06_1PF_A_400_599,C06_1PF_A_600_799,C06_1PF_A_800_999,C06_1PF_A_1000_1499,C06_1PF_A_1500_1999,C06_1PF_A_2000_2499,C06_1PF_A_2500_2999,C06_1PF_A_3000_more,C06_1PF_A_Ns,C06_1PF_A_Tot,C06_1PF_U_N,C06_1PF_U_1_199,C06_1PF_U_200_399,C06_1PF_U_400_599,C06_1PF_U_600_799,C06_1PF_U_800_999,C06_1PF_U_1000_1499,C06_1PF_U_1500_1999,C06_1PF_U_2000_2499,C06_1PF_U_2500_2999,C06_1PF_U_3000_more,C06_1PF_U_Ns,C06_1PF_U_To,C06_1PF_N_lf_Fi_N,C06_1PF_N_lf_Fi_1_199,C06_1PF_N_lf_Fi_200_399,C06_1PF_N_lf_Fi_400_599,C06_1PF_N_lf_Fi_600_799,C06_1PF_N_lf_Fi_800_999,C06_1PF_N_lf_Fi_1000_1499,C06_1PF_N_lf_Fi_1500_1999,C06_1PF_N_lf_Fi_2000_2499,C06_1PF_N_lf_Fi_2500_2999,C06_1PF_N_lf_Fi_3000_more,C06_1PF_N_lf_Fi_Ns,C06_1PF_N_the_lf_Tot,C06_1PF_LFns_N,C06_1PF_LFns_1_199,C06_1PF_LFns_200_399,C06_1PF_LFns_400_599,C06_1PF_LFns_600_799,C06_1PF_LFns_800_999,C06_1PF_lf_ns_Fi_1000_1499,C06_1PF_LFns_1500_1999,C06_1PF_LFns_2000_2499,C06_1PF_lf_ns_Fi_2500_2999,C06_1PF_LFns_3000mo,C06_1PF_LFns_Ns,C06_1PF_LF_NS_T,C06_1PF_TFI_N,C06_1PF_TFI_1_199,C06_1PF_TFI_200_399,C06_1PF_TFI_400_599,C06_1PF_TFI_600_799,C06_1PF_TFI_800_999,C06_1PF_T_Fi_1000_1499,C06_1PF_T_Fi_1500_1999,C06_1PF_T_Fi_2000_2499,C06_1PF_T_Fi_2500_2999,C06_1PF_TFI_3000_mr,C06_One_par_f_TFI_Ns,C06_One_parent_f_T_T,C06_TFI_N,C06_TFI_1_199,C06_TFI_200_399,C06_TFI_400_599,C06_TFI_600_799,C06_TFI_800_999,C06_TFI_1000_1499,C06_TFI_1500_1999,C06_TFI_2000_2499,C06_TFI_2500_2999,C06_TFI_3000_more,C06_TFI_Ns,C06_T_T,C11_CFNC_BF_N,C11_CFNC_BF_1_199,C11_CFNC_BF_200_399,C11_CFNC_BF_400_599,C11_CFNC_BF_600_799,C11_CFNC_BF_800_999,C11_CFNC_BF_1000_1499,C11_CFNC_BF_1500_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_mr,C11_CFNC_BF_Ns,C11_CFNC_BF_Tot,C11_CFNC_BPT_N,C11_CFNC_BPT_1_199,C11_CFNC_BPT_200_399,C11_CFNC_BPT_400_599,C11_CFNC_BPT_600_799,C11_CFNC_BPT_800_999,C11_CFNC_BPT_1000_1499
LGA34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,11,11,3,3,3,6,0,12,23,12,3,3,0,23,91,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,0,0,0,0,0,0,18,6,6,6,15,15,18,45,15,9,9,7,42,193,4,0,0,0,3,0,6,9,3,0,10,0,35,0,0,0,0,0,0,0
LGA34830,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,6,3,6,3,0,0,0,6,27,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,3,0,0,0,0,0,13,0,9,7,7,12,3,9,3,0,0,0,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,3,4,10,5,6,0,0,0,0,7,35,0,0,0,0,4,4,9,3,3,0,0,0,23,0,0,0,0,3,0,7,3,3,0,3,4,23,0,7,6,15,12,7,8,5,3,4,0,14,81,0,0,0,0,0,0,4,0,0,0,0,176,180,18,16,23,64,96,96,367,224,114,70,68,337,1493,3,0,7,21,13,22,24,8,5,0,5,17,125,0,7,26,37,14,10,5,0,0,0,0,4,103,0,0,3,0,0,0,3,0,0,0,0,6,12,3,0,3,10,3,0,0,0,0,0,0,0,19,3,3,26,50,7,11,13,0,0,0,0,27,140,0,0,0,0,3,0,0,0,0,0,0,12,15,9,10,65,118,40,43,45,8,5,0,5,66,414,58,54,115,365,262,200,745,365,215,108,132,601,3220,23,7,3,12,18,32,60,106,102,42,92,14,511,0,4,0,4,4,9,7
LGA35010,48,257,258,220,480,143,40,39,28,140,1668,4,5,11,37,94,117,267,108,33,46,17,131,870,3,3,3,5,16,14,115,90,59,40,33,92,473,40,40,130,473,565,331,585,300,85,32,23,341,2945,3,0,3,14,26,29,48,22,17,12,4,2270,2448,109,129,317,1251,2300,2871,11503,7882,4440,2960,2215,5632,41609,9,12,82,379,651,547,1118,407,124,95,37,430,3891,0,21,494,1045,605,302,450,101,19,11,7,253,3308,3,13,53,95,65,42,74,25,6,3,0,73,452,6,18,407,310,78,40,45,8,3,3,0,69,987,72,70,1357,1430,746,432,563,127,39,28,12,533,5409,5,0,13,21,15,5,8,5,3,0,4,166,245,95,134,2406,3280,2160,1368,2258,673,194,140,60,1524,14292,455,685,3301,11320,8530,6323,22098,12475,6914,4195,3130,9904,89330,24,14,3,42,75,199,1140,1890,2645,1093,1694,155,8974,11,15,12,82,156,243,353
LGA35250,3,10,8,0,3,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,3,16,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,14,39,19,8,17,3,0,0,0,3,103,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,3,4,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,30,5,4,3,3,0,0,0,0,0,45,0,0,3,0,0,0,0,0,0,0,0,3,6,0,3,42,8,8,3,6,3,0,0,0,3,76,0,6,64,58,34,17,29,15,3,0,0,9,235,0,0,0,4,0,0,0,3,8,0,3,0,18,0,0,0,0,0,0,0
LGA35300,0,3,3,8,14,11,3,0,3,6,54,0,3,3,0,3,3,14,8,0,5,0,7,46,3,0,0,0,0,3,3,3,7,4,3,7,33,0,0,4,14,14,7,14,7,4,4,9,23,100,0,0,0,0,3,0,0,0,0,4,3,181,191,6,6,7,38,48,60,360,413,331,257,231,383,2140,0,0,3,18,35,29,92,34,16,15,8,21,271,4,0,13,31,17,11,12,5,4,3,0,13,113,0,4,0,0,6,0,10,0,0,0,0,4,24,0,0,9,9,0,3,0,3,0,0,0,8,32,6,3,78,54,24,14,29,6,3,3,5,38,263,0,0,0,0,0,0,0,0,0,0,0,29,29,10,7,103,112,82,57,143,48,23,21,13,113,732,25,24,122,272,202,152,810,739,592,439,363,672,4412,3,0,0,5,3,6,31,79,168,111,381,21,808,0,0,0,0,4,5,9
LGA35600,3,5,4,3,7,0,0,0,0,0,22,0,0,0,0,0,0,5,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,4,3,13,3,0,0,12,4,4,4,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,78,78,9,3,9,41,33,35,148,70,19,13,13,132,525,0,3,0,7,4,3,12,4,0,0,0,9,42,0,0,10,14,6,3,0,0,0,0,0,4,37,0,3,3,0,0,0,0,0,0,0,0,0,6,0,0,3,3,3,0,0,0,0,0,0,0,9,0,0,8,16,7,9,10,0,0,0,0,6,56,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6,24,40,20,15,22,4,0,0,0,24,155,18,12,42,174,93,68,286,125,41,20,21,228,1128,8,0,0,0,3,9,25,51,36,15,10,3,160,0,0,0,7,4,3,0
LGA35670,5,6,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,8,14,9,13,9,6,3,0,3,3,71,0,0,0,4,0,5,3,0,0,0,0,0,12,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,9,0,0,30,6,10,3,3,3,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,16,10,8,9,3,0,0,0,0,82,3,3,45,44,22,24,24,9,6,0,3,6,189,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0
LGA35760,3,11,9,7,6,0,0,0,0,10,46,0,3,0,5,3,0,4,0,0,0,0,3,18,0,3,0,0,0,3,3,3,3,0,0,3,18,0,3,3,23,21,15,10,3,0,0,0,9,87,0,0,3,3,3,0,0,0,0,0,0,81,90,10,16,18,94,114,99,275,132,53,20,24,195,1050,4,0,10,11,18,10,19,4,0,0,0,11,87,0,0,29,32,11,6,4,0,0,3,3,4,92,0,0,5,5,0,0,0,0,0,0,0,4,14,0,0,11,6,0,0,3,0,0,0,0,3,23,3,0,47,41,14,8,8,3,0,0,0,18,142,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,102,95,43,24,34,7,0,3,3,47,365,48,60,160,489,337,211,640,210,84,47,63,387,2736,15,6,3,12,18,22,68,46,41,14,34,21,300,0,5,0,5,8,16,10
LGA35780,3,3,0,3,0,0,0,0,0,3,15,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,3,0,3,0,0,0,0,0,12,0,0,0,3,0,0,0,3,0,0,0,4,10,0,3,12,23,29,24,52,20,6,0,3,20,192,0,0,9,9,20,3,8,4,0,0,0,0,53,3,3,6,3,3,3,0,0,0,0,0,3,24,0,0,10,10,0,0,0,0,0,0,0,0,20,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,18,13,0,0,0,0,0,0,0,0,31,0,0,4,0,0,5,0,0,0,0,0,4,13,3,3,50,38,23,11,8,4,0,0,0,7,147,6,9,68,74,61,41,70,27,6,3,3,27,395,0,5,0,0,0,0,7,3,6,3,6,0,30,0,0,0,0,0,0,0
LGA35790,3,7,3,3,11,3,0,0,0,3,33,0,0,0,3,3,0,0,3,0,0,0,3,12,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,7,11,7,4,7,0,0,0,0,5,41,0,0,0,3,0,3,3,0,0,0,0,4,13,0,0,13,29,22,25,45,12,3,0,0,18,167,0,0,0,4,3,3,0,0,0,0,0,0,10,0,0,6,0,3,3,3,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,4,3,3,0,0,0,0,0,0,0,10,0,0,44,17,10,7,5,0,3,3,0,16,105,0,0,6,0,0,3,3,0,0,0,0,4,16,0,0,60,24,22,16,11,0,3,3,0,20,159,0,0,79,62,56,47,62,12,12,3,0,41,374,0,0,0,0,6,0,3,0,0,3,0,0,12,0,0,0,6,0,0,0
LGA35800,0,7,3,0,0,0,0,0,0,0,10,0,0,0,0,3,3,0,0,0,0,0,3,9,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,3,5,3,3,3,3,0,0,0,3,23,0,0,0,0,0,0,0,3,0,0,0,12,15,0,0,3,16,19,23,36,24,9,0,4,41,175,0,0,0,4,3,0,0,0,0,0,0,6,13,0,0,4,3,0,5,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,17,9,3,0,6,3,0,0,0,7,45,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,21,19,6,5,6,6,0,0,0,16,79,4,12,29,87,50,40,79,50,13,0,10,77,451,3,3,0,0,3,8,12,11,12,6,7,5,70,0,0,0,0,0,3,0
LGA36070,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,10,13,10,0,0,0,0,51,0,0,3,0,3,0,3,0,0,0,0,0,9,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,3,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,6,7,3,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,7,12,0,6,0,0,0,0,0,43,0,3,19,25,26,13,25,13,3,0,0,0,127,0,0,0,0,0,0,0,0,4,3,3,0,10,0,0,0,0,4,0,0
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,8,6,6,21,9,11,3,0,40,104,0,0,0,0,3,3,5,3,0,0,0,0,14,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,5,3,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,8,3,5,3,0,0,0,0,37,3,3,15,25,27,21,55,20,14,3,3,55,244,0,0,0,3,4,5,12,0,7,3,3,4,41,3,0,0,0,0,4,0
LGA36250,22,86,78,66,173,57,25,18,8,57,593,0,3,5,11,27,37,100,35,7,19,6,42,292,0,0,4,4,4,3,49,37,31,19,15,31,197,21,7,33,136,173,113,210,75,41,15,17,119,960,0,0,0,4,6,6,16,15,6,4,0,946,1003,42,39,103,392,701,918,4273,3206,2076,1462,1238,2419,16869,7,4,36,139,249,247,506,207,77,35,19,173,1699,0,10,161,416,249,114,180,43,14,3,0,106,1296,0,3,27,36,20,14,28,13,4,3,3,30,181,3,3,88,84,24,11,11,4,3,3,0,22,256,31,34,368,415,219,127,211,35,10,14,3,165,1632,0,0,0,3,5,3,3,0,0,3,0,48,65,41,54,680,1093,766,516,939,302,108,61,25,544,5129,194,253,985,3936,3054,2269,8415,5152,3213,2043,1751,4100,35365,10,8,3,11,19,53,364,675,993,414,746,49,3345,3,13,3,27,65,98,138
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,3,0,10,9,33,14,4,3,0,26,102,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,7,3,3,0,0,0,0,0,3,20,9,0,7,18,23,21,52,23,7,3,3,36,202,5,3,0,0,3,5,7,8,7,0,5,0,43,0,0,0,0,0,3,0
LGA36360,13,75,81,63,106,30,7,7,0,36,421,0,0,3,9,16,31,65,35,5,11,3,29,207,0,0,0,0,8,4,26,13,25,11,7,31,125,13,12,25,181,163,107,144,60,9,9,7,119,849,0,3,3,7,7,3,8,10,3,3,0,1126,1173,31,25,67,426,649,761,2823,1864,1020,668,552,2049,10935,4,7,34,141,208,166,292,90,35,19,8,118,1122,0,4,172,310,161,99,104,25,8,4,0,94,981,0,0,23,32,23,8,30,4,0,0,0,13,133,5,10,116,101,21,13,3,5,0,3,0,40,317,24,30,508,491,235,117,158,34,15,12,0,213,1837,0,4,6,8,4,7,7,0,0,0,0,67,103,33,55,859,1083,652,410,594,158,58,38,8,545,4493,151,237,1097,3768,2467,1737,5834,3005,1680,1019,873,3846,25714,19,6,0,12,36,93,318,546,686,290,575,53,2634,5,0,4,9,37,71,72
LGA36510,5,37,32,31,43,13,3,4,0,17,185,0,0,0,3,5,9,27,8,5,6,0,7,70,0,0,0,0,3,3,14,3,3,0,0,7,33,4,11,8,51,56,36,69,20,9,0,0,51,315,0,0,3,0,3,7,4,5,3,0,0,227,252,16,24,38,186,288,371,1149,618,276,163,109,576,3814,3,6,9,42,46,35,74,33,4,4,6,34,296,3,0,63,92,45,23,30,6,0,0,0,24,286,0,0,3,10,0,3,7,5,0,0,0,11,39,0,3,34,20,7,8,3,0,0,0,0,7,82,9,8,138,150,60,41,35,7,3,0,0,46,497,0,0,3,0,3,0,3,0,0,0,0,13,22,15,17,250,314,161,110,152,51,7,4,6,135,1222,89,116,388,1377,953,743,2350,1068,480,272,212,1082,9130,12,10,7,16,31,49,146,186,211,63,110,15,856,3,3,4,8,29,47,54
LGA36580,5,20,26,18,34,6,0,0,0,12,121,3,0,3,6,3,10,22,9,3,0,0,8,67,0,0,0,3,0,0,8,0,0,0,4,7,22,4,4,14,62,47,19,46,19,0,6,0,31,252,0,0,0,0,3,0,3,0,0,0,0,126,132,16,12,28,146,174,211,626,318,108,63,49,358,2109,3,0,7,17,22,17,35,9,3,4,0,14,131,0,0,19,53,30,7,3,0,0,0,0,15,127,0,0,4,3,3,4,3,0,0,0,0,6,23,0,0,28,13,3,0,5,0,0,0,0,8,57,0,8,106,132,45,34,29,5,0,0,0,40,399,0,0,0,3,3,3,0,0,0,0,0,17,26,3,8,164,221,106,65,75,14,3,4,0,100,763,72,85,258,1007,570,440,1183,506,193,110,80,693,5197,4,3,0,13,7,30,75,96,93,38,59,10,428,6,3,0,3,24,22,34
LGA36630,6,41,42,34,41,12,9,4,3,13,208,0,0,0,3,6,9,12,3,0,0,0,9,42,3,0,0,3,3,0,6,3,5,5,4,9,41,4,13,20,102,97,50,53,12,0,4,0,43,398,0,0,3,3,4,3,3,0,0,0,0,201,217,17,27,48,237,350,316,823,418,210,125,87,456,3114,5,3,5,35,47,27,42,15,5,4,0,26,214,0,4,54,76,31,14,21,0,0,0,3,18,221,0,0,0,5,0,5,5,0,0,0,0,14,29,0,0,29,30,4,4,3,0,0,0,0,6,76,6,9,161,181,69,34,41,0,0,3,0,59,563,0,0,5,0,3,0,0,0,0,0,0,14,22,11,16,254,327,154,84,112,15,5,7,3,137,1125,73,125,403,1706,996,567,1685,672,344,193,158,948,7870,3,6,5,26,26,62,105,109,107,40,92,21,602,0,3,3,17,36,28,24
LGA36660,8,36,33,28,44,8,3,0,0,17,180,0,0,5,5,10,11,16,7,0,0,0,7,61,0,0,0,0,3,3,10,3,3,5,0,11,38,0,9,20,101,78,33,44,6,4,0,0,40,335,0,0,0,5,3,4,7,3,4,0,0,221,247,8,23,66,267,365,348,1072,458,189,84,69,526,3475,0,0,13,38,49,33,71,11,3,4,4,26,252,0,3,49,105,44,24,15,0,0,0,0,25,265,0,0,6,16,10,4,5,0,0,0,0,4,45,4,4,44,31,3,0,0,0,0,0,0,11,97,8,8,142,169,86,24,44,8,0,0,0,59,548,0,4,0,3,0,4,0,0,0,0,0,18,29,12,19,254,362,192,89,135,19,3,4,4,143,1236,70,131,413,1669,1086,657,2139,752,318,142,118,1032,8527,16,6,4,20,25,79,176,170,127,49,59,18,749,0,8,3,21,31,48,47
LGA36710,92,252,294,282,409,129,33,36,27,189,1754,4,3,9,43,71,72,149,59,8,45,7,87,557,0,3,3,8,13,17,80,54,32,20,30,73,333,40,48,128,391,460,270,455,164,67,36,31,304,2394,0,0,0,15,20,16,38,14,6,0,0,1948,2057,123,141,365,1265,2137,2490,8469,4679,2417,1572,1292,4689,29639,18,12,100,367,512,399,732,190,68,50,15,372,2835,10,34,605,1182,589,314,369,68,17,9,5,345,3547,0,3,73,79,54,30,66,19,3,7,3,73,410,16,23,358,276,76,37,44,3,3,3,0,82,921,63,73,1189,1253,550,293,354,65,13,25,6,424,4308,4,3,21,13,6,0,9,0,3,0,0,136,195,111,148,2346,3170,1787,1073,1574,345,107,94,29,1432,12216,617,833,3375,11508,8784,5893,18751,8206,4351,2634,2325,9024,76301,42,33,10,67,88,280,931,1282,1560,546,981,112,5932,13,25,21,129,228,391,516
LGA36810,17,50,42,33,49,10,3,0,0,38,245,0,0,0,9,16,15,30,10,4,0,0,15,99,3,3,3,5,3,5,10,11,5,0,0,11,59,3,9,19,74,88,56,59,16,5,7,0,66,402,0,0,0,0,6,4,3,4,3,0,0,421,441,26,22,67,268,396,388,1092,534,265,141,113,848,4160,0,6,17,60,69,34,86,17,3,3,0,48,343,6,3,93,124,63,26,32,7,3,0,3,42,402,0,0,7,5,5,9,3,3,0,0,0,13,45,0,3,51,38,8,5,4,0,0,0,0,5,114,13,15,216,181,91,47,36,14,4,4,6,111,738,0,0,0,3,5,0,3,0,0,0,0,47,58,19,27,384,411,241,121,164,41,10,7,9,266,1700,134,142,563,1915,1265,801,2391,931,453,247,225,1745,10812,27,13,6,22,33,61,164,186,192,72,124,25,925,0,5,8,23,27,49,69
LGA36910,24,78,114,98,156,42,15,18,0,43,600,0,0,10,20,32,43,85,20,7,15,0,30,262,0,0,0,0,5,11,41,41,19,9,6,37,169,24,17,48,216,224,134,211,63,18,9,11,126,1101,0,3,5,5,12,14,27,7,0,7,0,1211,1291,57,60,161,617,1121,1363,4711,2778,1451,895,655,2464,16333,4,9,45,175,255,213,426,116,27,24,6,149,1449,0,10,191,416,245,113,134,39,9,10,3,105,1275,0,3,18,37,25,12,28,4,3,0,0,26,156,6,5,158,119,24,7,10,0,0,3,0,32,364,21,36,571,618,282,168,246,60,10,8,6,197,2223,0,0,10,13,5,5,7,0,0,0,0,60,100,31,63,993,1378,836,518,851,219,49,45,15,569,5567,249,365,1396,5095,3825,2789,9328,4582,2338,1308,1089,4468,36832,33,29,13,40,74,159,575,871,873,347,549,73,3636,8,11,15,53,85,130,134
LGA36950,0,3,5,6,3,3,0,0,0,0,20,0,0,0,3,3,0,6,0,0,0,0,0,12,0,0,0,0,3,3,0,3,3,0,0,3,15,0,0,0,8,5,0,3,4,0,0,0,3,23,0,0,0,0,6,0,10,0,0,0,3,11,30,0,3,3,17,34,27,98,57,25,15,15,30,324,0,0,3,4,11,6,16,3,3,0,0,0,46,0,0,6,6,3,0,0,0,0,0,0,3,18,0,0,6,0,0,0,0,0,0,0,0,5,11,0,0,6,3,0,0,0,0,0,0,0,0,9,4,0,15,14,9,0,8,5,0,0,0,3,58,0,0,3,3,3,0,3,0,0,0,0,4,16,4,0,39,30,26,6,27,8,3,0,0,15,158,7,6,42,67,68,47,158,89,51,18,15,54,622,0,0,0,0,0,0,4,7,15,12,12,0,50,0,0,0,0,0,3,0
LGA36960,3,45,18,21,17,5,0,0,0,3,112,0,3,0,3,3,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,3,9,10,0,6,0,0,0,0,3,34,0,0,0,3,3,0,3,0,0,0,0,3,12,0,6,6,110,96,78,139,33,9,9,3,21,510,0,0,13,15,9,6,14,4,0,0,0,0,61,0,0,44,22,14,8,4,0,0,0,0,3,95,0,0,9,8,0,0,4,0,0,0,0,0,21,0,0,4,3,0,0,3,0,0,0,0,0,10,3,3,49,34,12,12,8,0,0,0,0,3,124,0,0,0,0,3,0,0,0,0,0,0,3,6,3,3,119,82,38,26,33,4,0,0,0,9,317,6,9,131,239,151,117,190,46,18,12,6,33,958,0,0,0,0,0,3,3,6,3,3,3,0,21,0,0,3,3,0,0,3
