region_id,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650m,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R0_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650m,C11_Tot_R_NS,C11_Tot_R_Tot
LGA56790,3,0,4,0,4,0,0,0,0,4,15,50,18,60,76,45,47,41,13,12,3,9,22,396
LGA56860,0,0,0,0,0,0,0,0,0,0,0,19,5,4,4,0,0,0,0,0,0,0,0,32
LGA56930,0,0,0,0,0,0,0,0,0,0,3,15,0,3,0,12,18,10,4,12,0,34,3,111
LGA57000,0,0,0,0,0,0,0,0,0,0,3,27,3,12,18,3,0,0,0,0,0,0,4,67
LGA57080,3,0,3,10,24,29,52,33,58,39,277,230,141,119,102,63,253,436,981,1127,624,659,211,4946
LGA57140,0,5,0,0,0,0,0,0,0,0,5,34,6,31,29,15,3,0,0,0,0,0,4,122
LGA57210,0,3,0,0,0,0,0,0,0,3,6,96,18,70,108,66,41,10,0,0,0,3,21,433
LGA57280,6,3,3,3,3,0,0,0,5,26,64,735,129,550,154,58,62,56,31,28,25,534,348,2710
LGA57350,0,0,0,0,0,0,0,0,0,5,5,43,14,19,23,0,0,0,0,0,0,0,8,107
LGA57420,0,3,0,4,0,0,0,0,0,3,14,49,3,39,39,20,93,34,25,6,0,3,24,335
LGA57490,17,21,22,30,44,25,0,3,7,67,273,389,284,469,683,744,1496,3186,2342,286,66,90,282,10317
LGA57560,0,0,0,0,5,5,0,0,11,26,71,1490,121,362,323,112,103,112,111,93,41,713,615,4196
LGA57630,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,6,24
LGA57700,0,0,0,0,3,4,0,0,0,3,10,95,13,37,48,43,83,136,257,56,17,9,42,836
LGA57770,0,3,0,3,0,0,4,0,0,4,18,59,5,42,45,26,15,5,0,10,3,19,41,270
LGA57840,14,4,0,5,21,34,10,4,28,31,176,407,241,353,289,218,398,1462,1627,702,298,455,193,6643
LGA57910,50,42,15,52,105,77,29,11,20,155,671,1392,1262,1416,1309,1129,2649,6644,6329,1782,700,800,822,26234
LGA57980,3,3,4,0,16,18,13,6,13,28,124,191,164,128,144,162,317,520,648,514,307,388,113,3596
LGA58050,22,20,11,6,33,26,3,0,6,58,230,532,411,541,504,368,607,2142,2502,452,100,87,327,8573
LGA58190,0,0,0,0,0,0,0,0,0,3,6,21,9,9,6,0,0,0,0,0,0,0,3,48
LGA58260,4,0,0,0,0,0,0,0,0,0,7,41,6,14,13,3,0,0,0,0,0,0,12,89
LGA58330,0,0,0,0,0,0,0,0,0,5,5,28,9,25,31,23,44,44,24,6,0,6,15,255
LGA58400,0,0,0,0,0,0,0,0,0,0,0,16,10,7,5,0,0,0,0,0,0,0,4,42
LGA58470,0,0,0,0,0,0,0,0,0,0,4,46,0,0,0,0,0,0,0,0,3,0,9,58
LGA58510,18,8,0,9,28,18,5,6,3,35,164,292,321,386,286,271,574,1354,1530,448,175,190,192,6019
LGA58540,0,0,0,0,0,0,0,0,0,0,4,58,6,26,13,6,9,3,0,0,0,0,6,127
LGA58570,5,6,3,7,7,22,18,4,6,13,113,243,189,183,243,226,473,832,1472,918,304,250,150,5483
LGA58610,4,3,0,0,0,0,0,0,0,0,7,42,15,46,57,12,0,0,0,0,0,0,7,179
LGA58680,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,3,9,3,0,0,0,3,39
LGA58760,21,16,3,7,28,40,6,5,3,53,220,464,337,559,448,327,626,2511,4247,960,206,183,340,11208
LGA58820,0,3,0,0,0,0,0,0,0,0,6,26,10,29,57,50,57,38,16,0,3,3,6,295
LGA58890,0,0,0,0,0,0,0,0,0,0,0,43,3,22,20,3,0,0,0,0,0,0,3,94
LGA59030,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,6,0,3,3,0,0,0,3,30
LGA59100,0,0,0,0,0,0,0,0,0,0,5,28,3,14,12,0,0,0,0,0,0,0,11,68
LGA59170,0,0,0,0,0,0,0,0,0,0,3,51,3,20,13,12,8,3,0,0,0,0,3,113
LGA59250,0,0,0,0,0,0,0,0,0,0,0,51,3,21,9,0,6,0,0,0,0,0,6,96
LGA59310,0,0,0,0,0,0,0,0,0,0,5,50,20,43,32,13,4,0,4,0,0,0,15,181
LGA59320,0,0,0,0,0,0,0,0,0,0,0,14,3,7,3,0,0,0,0,0,0,0,0,27
LGA59330,0,0,0,0,0,0,0,0,0,0,0,18,9,26,12,0,3,0,0,0,0,0,3,71
LGA59340,9,0,3,3,3,3,0,0,7,18,59,461,116,245,110,62,65,80,55,67,68,123,186,1638
LGA59350,0,0,0,0,0,0,0,0,0,0,0,18,0,4,5,3,0,0,0,0,0,0,3,33
LGA59360,0,0,0,0,0,0,0,0,0,3,6,61,7,35,32,6,9,6,4,0,0,0,10,170
LGA59370,0,0,0,0,0,0,0,0,0,3,3,46,16,26,25,30,38,48,20,3,0,0,19,271
LGA59399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,4,0,4,0,0,0,0,0,0,0,14,102,46,95,176,88,68,8,3,0,0,0,22,608
LGA60410,3,13,8,6,0,3,0,0,3,16,78,109,256,264,320,213,278,168,51,15,0,6,68,1748
LGA60610,13,16,3,6,5,3,0,0,3,6,87,170,242,422,686,308,352,136,24,4,0,12,60,2416
LGA60810,6,6,7,6,0,0,0,0,3,17,62,151,185,289,396,247,315,148,22,6,0,12,72,1843
LGA61010,0,0,0,3,0,0,0,0,0,3,9,85,15,39,37,7,7,3,0,0,0,3,22,218
LGA61210,3,3,3,0,0,0,0,0,0,7,26,216,55,149,194,66,36,6,0,0,0,0,46,768
LGA61410,9,12,4,9,13,4,4,0,3,33,130,262,401,454,456,363,815,880,423,93,27,26,141,4341
LGA61510,0,4,5,5,0,0,0,0,0,6,28,91,76,108,162,128,186,57,10,0,0,6,26,850
LGA61610,9,19,4,8,4,0,0,0,0,17,85,214,329,434,608,409,638,247,41,4,3,9,103,3039
LGA61810,3,3,0,0,0,0,0,0,0,3,16,146,59,101,154,63,40,15,6,4,0,0,33,621
LGA62010,0,0,0,0,0,0,0,0,0,0,3,45,35,23,11,0,4,0,0,0,0,0,6,124
LGA62210,4,4,6,3,0,0,0,0,0,3,30,70,88,127,271,120,62,29,3,0,0,12,26,808
LGA62410,5,3,0,0,0,0,0,0,0,4,18,82,12,64,120,62,49,12,9,0,3,3,21,437
LGA62610,33,24,16,14,14,6,0,0,0,41,203,279,707,685,785,540,1121,1210,251,20,9,34,180,5821
LGA62810,20,18,9,7,18,10,5,4,3,19,142,344,343,537,875,519,951,1386,1183,408,137,105,169,6957
LGA63010,0,3,4,4,5,0,0,0,0,16,32,132,41,127,202,165,189,136,17,0,3,3,46,1061
LGA63210,0,3,4,3,0,0,0,0,0,0,13,65,27,39,82,58,50,28,3,0,0,3,13,368
LGA63410,0,3,0,0,0,0,0,0,0,4,7,85,12,42,54,10,6,3,3,0,0,0,21,236
LGA63610,6,5,0,4,12,5,0,0,3,7,49,155,146,203,215,159,377,762,416,74,9,20,61,2597
LGA63810,11,5,0,4,0,0,0,0,0,4,24,81,64,115,181,140,181,93,13,0,3,6,21,898
LGA64010,49,32,22,25,8,4,0,0,0,59,265,511,812,1116,1593,1031,1598,1184,320,68,19,49,231,8532
LGA64210,3,3,3,6,3,0,0,0,3,16,44,169,85,194,273,186,273,167,46,12,3,12,52,1472
LGA64610,8,5,3,3,4,0,0,0,0,16,44,201,87,193,185,92,153,94,19,0,0,4,71,1099
LGA64810,5,3,5,3,0,3,0,0,0,0,26,71,32,94,155,108,228,211,50,0,0,9,29,987
LGA65010,4,3,0,0,0,0,0,0,0,10,23,91,36,64,59,25,34,22,0,0,0,0,35,366
LGA65210,0,3,0,0,0,0,0,0,0,4,7,32,3,29,65,27,21,0,3,0,0,0,4,184
LGA65410,8,9,0,0,0,0,0,0,0,15,45,119,158,221,306,175,189,68,21,0,3,6,49,1315
LGA65610,3,0,0,0,0,0,0,0,0,8,18,191,29,197,120,29,13,17,3,3,0,3,48,653
LGA65810,0,6,7,4,3,0,0,0,0,7,36,105,81,143,295,150,306,296,73,20,4,7,46,1526
LGA69399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,21,3,4,5,12,5,4,0,4,39,136,637,145,246,177,133,256,440,611,483,155,128,318,3729
LGA70420,12,3,3,3,0,0,3,0,0,37,103,585,54,102,51,45,30,33,28,15,3,6,200,1152
LGA70540,0,0,0,0,0,0,0,0,0,0,0,17,10,0,0,3,0,0,0,0,0,0,6,36
LGA70620,0,0,0,0,0,0,0,3,0,6,28,501,12,17,4,0,0,0,0,0,6,0,71,611
LGA70700,0,0,0,0,0,0,0,0,3,3,9,65,9,10,22,3,6,10,6,0,6,15,21,173
LGA71000,15,20,4,7,23,25,29,8,20,58,269,919,268,448,652,548,753,1431,2265,1791,932,982,460,11449
LGA71300,0,0,0,0,0,0,0,0,0,7,13,702,96,160,36,12,5,4,6,0,0,0,125,1146
LGA72200,0,3,3,3,3,0,0,0,0,17,39,262,54,199,184,178,187,163,131,32,6,18,107,1521
LGA72300,3,3,3,3,3,6,3,0,3,4,45,193,20,58,71,71,87,114,153,152,76,74,68,1137
LGA72330,0,4,0,0,0,0,0,3,6,22,62,666,55,22,11,3,6,0,5,5,3,18,142,936
LGA72800,9,5,0,3,6,10,5,0,0,21,75,404,147,212,212,340,194,333,861,805,349,127,199,4183
LGA73600,0,0,0,3,0,0,0,0,6,19,70,559,61,105,63,10,17,8,0,4,0,12,72,911
LGA74050,0,0,0,0,0,0,0,0,0,0,6,444,22,6,3,0,3,0,3,0,0,0,40,521
LGA74500,0,3,0,0,0,0,0,0,0,9,28,669,82,84,36,9,25,8,6,6,0,9,116,1050
LGA74560,0,3,0,0,0,0,0,0,0,0,3,11,0,3,3,6,3,0,0,0,0,0,0,26
LGA74660,4,0,0,0,0,3,0,3,7,12,41,576,101,134,69,20,13,14,9,0,3,10,129,1078
LGA79399,5,3,0,3,3,0,3,0,11,15,64,1050,191,122,143,34,25,26,29,23,32,75,222,1972
LGA89399,51,37,15,21,33,95,59,23,42,166,686,2134,2345,2335,1813,1225,1906,3898,12242,7241,2466,1651,1299,40555
LGA99399,0,0,0,0,0,0,0,0,0,4,9,151,34,48,44,20,28,24,9,11,0,15,54,438
