region_id,C01_SH_FH_CF_no_ch,C01_SH_FH_CF_w_ch,C01_SH_FH_One_PFam,C01_SH_FH_oth_fa,C01_SH_FH_Tot,C01_SH_LP_H,C01_SH_GH,C01_SH_OH,C01_SH_Tot,C01_SDRTHT1S_FH_CF_no_ch,C01_SDRTHT1S_FH_CF_w_ch,C01_SDRTHT1S_FH_One_PFam,C01_SDRTHT1S_FH_oth_fa,C01_SDRTHT1S_FH_Tot,C01_SDRTHT1S_LP_H,C01_SDRTHT1S_GH,C01_SDRTHT1S_OH,C01_SDRTHT1S_Tot,C01_SDRTHT2S_FH_CF_no_ch,C01_SDRTHT2S_FH_CF_w_ch,C01_SDRTHT2S_FH_One_PFam,C01_SDRTHT2S_FH_oth_fa,C01_SDRTHT2S_FH_Tot,C01_SDRTHT2S_LP_H,C01_SDRTHT2S_GH,C01_SDRTHT2S_OH,C01_SDRTHT2S_Tot,C01_SDRTHT_FH_CF_no_ch,C01_SDRTHT_FH_CF_w_ch,C01_SDRTHT_FH_One_PFam,C01_SDRTHT_FH_oth_fa,C01_SDRTHT_FH_Tot,C01_SDRTHT_LP_H,C01_SDRTHT_GH,C01_SDRTHT_OH,C01_SDRTHT_Tot,C01_F_u_a_1_2_FH_CF_no_ch,C01_F_u_a_1_2_FH_CF_w_ch,C01_F_u_a_1_2_FH_One_PFam,C01_F_u_a_1_2_FH_oth_fa,C01_F_u_a_1_2_FH_Tot,C01_F_u_a_1_2_LP_H,C01_F_u_a_1_2_GH,C01_F_u_a_1_2_OH,C01_F_u_a_1_2_Tot,C01_F_u_a_3_FH_CF_no_ch,C01_F_u_a_3_FH_CF_w_ch,C01_F_u_a_3_FH_One_PFam,C01_F_u_a_3_FH_oth_fa,C01_F_u_a_3_FH_Tot,C01_F_u_a_3_LP_H,C01_F_u_a_3_GH,C01_F_u_a_3_OH,C01_F_u_a_3_Tot,C01_F_u_a_4m_FH_CF_no_ch,C01_F_u_a_4m_FH_CF_w_ch,C01_F_u_a_4m_FH_One_PFam,C01_F_u_a_4m_FH_oth_fa,C01_F_u_a_4m_FH_Tot,C01_F_u_a_4m_LP_H,C01_F_u_a_4m_GH,C01_F_u_a_4m_OH,C01_F_u_a_4m_Tot,C01_F_u_a_a_h_FH_CF_no_ch,C01_F_u_a_a_h_FH_CF_w_ch,C01_F_u_a_a_h_FH_One_PFam,C01_F_u_a_a_h_FH_oth_fa,C01_F_u_a_a_h_FH_Tot,C01_F_u_a_a_h_LP_H,C01_F_u_a_a_h_GH,C01_F_u_a_a_h_OH,C01_F_u_a_a_h_Tot,C01_F_u_a_T_FH_CF_no_ch,C01_F_u_a_T_FH_CF_w_ch,C01_F_u_a_T_FH_One_PFam,C01_F_u_a_T_FH_oth_fa,C01_F_u_a_T_FH_Tot,C01_F_u_a_T_LP_H,C01_F_u_a_T_GH,C01_F_u_a_T_OH,C01_F_u_a_T_Tot,C01_OD_C_c_hb_FH_CF_no_ch,C01_OD_C_c_hb_FH_CF_w_ch,C01_OD_C_c_hb_FH_One_PFam,C01_OD_C_c_hb_FH_oth_fa,C01_OD_C_c_hb_FH_Tot,C01_OD_C_c_hb_LP_H,C01_OD_C_c_hb_GH,C01_OD_C_c_hb_OH,C01_OD_C_c_hb_Tot,C01_OD_Ih_t_s_FH_CF_no_ch,C01_OD_Ih_t_s_FH_CF_w_ch,C01_OD_Ih_t_s_FH_One_PFam,C01_OD_Ih_t_s_FH_oth_fa,C01_OD_Ih_t_s_FH_Tot,C01_OD_Ih_t_s_LP_H,C01_OD_Ih_t_s_GH,C01_OD_Ih_t_s_OH,C01_OD_Ih_t_s_Tot,C01_OD_H_f_so_FH_CF_no_ch,C01_OD_H_f_so_FH_CF_w_ch,C01_OD_H_f_so_FH_One_PFam,C01_OD_H_f_so_FH_oth_fa,C01_OD_H_f_so_FH_Tot,C01_OD_H_f_so_LP_H,C01_OD_H_f_so_GH,C01_OD_H_f_so_OH,C01_OD_H_f_so_Tot,C01_OD_T_FH_CF_no_ch,C01_OD_T_FH_CF_w_ch,C01_OD_T_FH_One_PFam,C01_OD_T_FH_oth_fa,C01_OD_T_FH_Tot,C01_OD_Tot_LP_H,C01_OD_Tot_GH,C01_OD_Tot_OH,C01_OD_T_T,C01_DS_ns_FH_CF_no_ch,C01_DS_ns_FH_CF_w_ch,C01_DS_ns_FH_One_PFam,C01_DS_ns_FH_oth_fa,C01_DS_ns_FH_Tot,C01_DS_ns_LP_H,C01_DS_ns_GH,C01_DS_ns_OH,C01_DS_NS_T,C01_T_FH_CF_no_ch,C01_T_FH_CF_w_ch,C01_T_FH_One_PFam,C01_T_FH_oth_fa,C01_T_FH_Tot,C01_Tot_LP_H,C01_Tot_GH,C01_Tot_OH,C01_T_T,C06_SH_FH_CF_no_ch,C06_SH_FH_CF_w_ch,C06_SH_FH_One_PFam,C06_SH_FH_oth_fa,C06_SH_FH_Tot,C06_SH_LP_H,C06_SH_GH,C06_SH_OH,C06_SH_Tot,C06_Sd_r_t_1_FH_CF_no_ch,C06_Sd_r_t_1_FH_CF_w_ch,C06_Sd_r_t_1_FH_One_PFam,C06_Sd_r_t_1_FH_oth_fa,C06_Sd_r_t_1_FH_Tot,C06_Sd_r_t_1_LP_H,C06_Sd_r_t_1_GH,C06_Sd_r_t_1_OH,C06_Sd_r_t_1_Tot,C06_Sd_r_t_2m_FH_CF_no_ch,C06_Sd_r_t_2m_FH_CF_w_ch,C06_Sd_r_t_2m_FH_One_PFam,C06_Sd_r_t_2m_FH_oth_fa,C06_Sd_r_t_2m_FH_Tot,C06_Sd_r_t_2m_LP_H,C06_Sd_r_t_2m_GH,C06_Sd_r_t_2m_OH,C06_Sd_r_t_2m_Tot,C06_Sd_r_t_T_FH_CF_no_ch,C06_Sd_r_t_T_FH_CF_w_ch,C06_Sd_r_t_T_FH_One_PFam,C06_Sd_r_t_T_FH_oth_fa,C06_Sd_r_t_T_FH_Tot,C06_Sd_r_t_T_LP_H,C06_Sd_r_t_T_GH,C06_Sd_r_t_T_OH,C06_Sd_r_t_T_Tot,C06_F_u_a_1_2_FH_CF_no_ch,C06_F_u_a_1_2_FH_CF_w_ch,C06_F_u_a_1_2_FH_One_PFam,C06_F_u_a_1_2_FH_oth_fa,C06_F_u_a_1_2_FH_Tot,C06_F_u_a_1_2_LP_H,C06_F_u_a_1_2_GH,C06_F_u_a_1_2_OH,C06_F_u_a_1_2_Tot,C06_F_u_a_3_FH_CF_no_ch,C06_F_u_a_3_FH_CF_w_ch,C06_F_u_a_3_FH_One_PFam,C06_F_u_a_3_FH_oth_fa,C06_F_u_a_3_FH_Tot,C06_F_u_a_3_LP_H,C06_F_u_a_3_GH,C06_F_u_a_3_OH,C06_F_u_a_3_Tot,C06_F_u_a_4m_FH_CF_no_ch,C06_F_u_a_4m_FH_CF_w_ch,C06_F_u_a_4m_FH_One_PFam,C06_F_u_a_4m_FH_oth_fa,C06_F_u_a_4m_FH_Tot,C06_F_u_a_4m_LP_H,C06_F_u_a_4m_GH,C06_F_u_a_4m_OH,C06_F_u_a_4m_Tot,C06_F_u_a_a_h_FH_CF_no_ch,C06_F_u_a_a_h_FH_CF_w_ch
LGA21890,8177,12017,4072,645,24911,6795,1492,810,34008,781,631,480,90,1982,1287,299,143,3711,207,192,155,43,597,186,114,45,942,988,823,635,133,2579,1473,413,188,4653,1298,834,791,186,3109,4523,559,519,8710,69,41,45,19,174,374,102,56,706,17,14,12,0,43,190,5,12,250,7,12,17,0,36,52,8,5,101,1391,901,865,205,3362,5139,674,592,9767,0,0,0,0,0,3,0,0,3,0,0,0,0,0,22,0,0,22,55,100,29,7,191,113,35,36,375,55,100,29,7,191,138,35,36,400,67,76,34,4,181,90,19,30,320,10678,13917,5635,994,31224,13635,2633,1656,49148,7796,11752,3872,574,23994,6485,1727,1393,33599,1277,954,593,99,2923,1937,406,294,5560,367,309,151,42,869,350,181,132,1532,1644,1263,744,141,3792,2287,587,426,7092,1393,738,758,204,3093,4446,726,808,9073,111,37,44,21,213,377,79,118,787,60,30,24,8,122,279,18,88,507,29,19
LGA22110,4493,3783,1331,87,9694,2993,303,382,13372,58,15,21,0,94,160,6,14,274,21,9,4,0,34,9,0,4,47,79,24,25,0,128,169,6,18,321,148,36,64,6,254,632,33,87,1006,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,0,0,4,15,0,3,22,152,36,67,6,261,647,33,90,1031,60,13,16,0,89,185,10,156,440,9,8,3,0,20,16,0,3,39,27,26,5,3,61,18,7,5,91,96,47,24,3,170,219,17,164,570,33,20,6,3,62,38,0,67,167,4853,3910,1453,99,10315,4066,359,721,15461,5117,3736,1363,90,10306,3366,316,498,14486,94,32,27,5,158,196,12,18,384,14,8,4,0,26,8,0,0,34,108,40,31,5,184,204,12,18,418,147,34,68,5,254,574,22,87,937,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0
LGA22170,8418,13495,4832,367,27112,6236,975,748,35071,467,137,321,28,953,1375,104,60,2492,97,60,69,5,231,163,33,28,455,564,197,390,33,1184,1538,137,88,2947,499,129,305,31,964,1631,168,128,2891,17,4,8,0,29,68,8,10,115,0,0,0,0,0,0,0,0,0,10,4,8,4,26,61,4,5,96,526,137,321,35,1019,1760,180,143,3102,57,16,51,3,127,233,22,39,421,0,0,0,0,0,67,0,0,67,4,22,3,0,29,6,3,3,41,61,38,54,3,156,306,25,42,529,53,71,37,7,168,80,7,19,274,9622,13938,5634,445,29639,9920,1324,1040,41923,9058,13186,5381,354,27979,7040,1059,1477,37555,610,210,334,30,1184,1749,97,157,3187,122,65,65,11,263,160,38,54,515,732,275,399,41,1447,1909,135,211,3702,543,212,412,40,1207,1975,174,256,3612,14,7,12,0,33,54,9,31,127,5,0,0,0,5,10,0,0,15,7,4
LGA22250,1358,1382,302,34,3076,1007,72,67,4222,7,3,0,3,13,38,0,0,51,3,0,0,0,3,0,0,0,3,10,3,0,3,16,38,0,0,54,17,0,6,0,23,98,0,7,128,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,6,0,23,103,0,7,133,5,0,4,0,9,39,0,17,65,0,0,0,0,0,0,0,0,0,9,11,0,3,23,6,0,0,29,14,11,4,3,32,45,0,17,94,0,0,0,0,0,6,3,3,12,1399,1396,312,40,3147,1199,75,94,4515,1393,1223,335,41,2992,1014,83,72,4161,8,4,3,0,15,30,0,5,50,0,0,0,0,0,3,0,0,3,8,4,3,0,15,33,0,5,53,12,4,4,0,20,130,3,3,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA22310,7012,11756,2548,422,21738,5252,994,824,28808,1528,929,491,107,3055,2238,366,214,5873,431,441,157,46,1075,338,87,69,1569,1959,1370,648,153,4130,2576,453,283,7442,1910,862,654,243,3669,5761,847,786,11063,109,30,16,12,167,259,60,44,530,10,0,0,0,10,9,0,3,22,39,19,10,0,68,58,7,12,145,2068,911,680,255,3914,6087,914,845,11760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,52,86,33,3,174,92,26,24,316,52,86,33,3,174,96,26,24,320,112,140,42,8,302,140,27,64,533,11203,14263,3951,841,30258,14151,2414,2040,48863,6691,12268,2620,358,21937,5355,900,1124,29316,1289,993,440,95,2817,1827,274,291,5209,479,571,176,20,1246,365,93,100,1804,1768,1564,616,115,4063,2192,367,391,7013,2532,1123,721,280,4656,5932,944,1086,12618,174,43,36,18,271,433,82,75,861,39,15,9,3,66,97,15,18,196,15,18
LGA22410,1901,2390,656,54,5001,1647,134,168,6950,13,3,3,0,19,69,3,4,95,0,3,3,0,6,3,0,0,9,13,6,6,0,25,72,3,4,104,46,12,25,5,88,238,14,29,369,3,3,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,7,52,15,25,5,97,242,14,29,382,4,0,3,0,7,46,3,33,89,3,0,0,0,3,0,0,3,6,9,9,3,3,24,13,3,3,43,16,9,6,3,34,59,6,39,138,13,15,6,0,34,23,3,10,70,1995,2435,699,62,5191,2043,160,250,7644,2084,2246,691,47,5068,1711,169,228,7176,15,7,9,0,31,69,9,3,112,6,0,0,0,6,5,0,0,11,21,7,9,0,37,74,9,3,123,38,13,31,4,86,248,12,32,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA22490,1396,2111,343,39,3889,677,63,168,4797,3,3,0,0,6,5,0,0,11,3,3,0,0,6,0,0,0,6,6,6,0,0,12,5,0,0,17,6,3,3,0,12,10,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,7,9,3,3,0,15,14,0,0,29,3,8,3,0,14,8,0,6,28,3,7,3,0,13,9,0,3,25,7,7,3,0,17,3,0,3,23,13,22,9,0,44,20,0,12,76,11,13,4,0,28,3,3,0,34,1435,2155,359,39,3988,719,66,180,4953,1641,2348,434,38,4461,852,85,160,5558,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,9,0,0,0,9,7,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
LGA22620,7527,9896,3637,340,21400,5915,1052,504,28871,204,63,143,24,434,844,86,50,1414,30,25,14,0,69,34,21,4,128,234,88,157,24,503,878,107,54,1542,246,55,172,26,499,1029,163,86,1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,16,32,0,5,53,251,59,176,29,515,1061,163,91,1830,18,18,15,0,51,125,10,52,238,4,14,3,0,21,30,3,5,59,42,44,11,3,100,45,6,3,154,64,76,29,3,172,200,19,60,451,55,44,21,0,120,171,11,33,335,8131,10163,4020,396,22710,8225,1352,742,33029,8529,10039,3939,323,22830,6621,1181,780,31412,310,155,157,22,644,950,126,89,1809,27,22,16,3,68,33,20,10,131,337,177,173,25,712,983,146,99,1940,275,87,199,21,582,1322,155,139,2198,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,7,3,5
LGA22670,6472,14345,4408,498,25723,4550,707,823,31803,543,627,505,57,1732,1279,152,97,3260,65,151,49,9,274,59,11,14,358,608,778,554,66,2006,1338,163,111,3618,1041,1181,821,120,3163,2545,361,423,6492,16,11,15,3,45,56,5,13,119,8,12,5,3,28,22,5,3,58,14,8,7,0,29,27,3,12,71,1079,1212,848,126,3265,2650,374,451,6740,120,17,20,7,164,393,11,27,595,0,0,0,0,0,50,0,3,53,9,26,7,3,45,23,6,3,77,129,43,27,10,209,466,17,33,725,95,104,52,5,256,182,10,42,490,8383,16482,5889,705,31459,9186,1271,1460,43376,6744,12942,4654,514,24854,5143,751,1170,31918,541,550,323,52,1466,1147,97,158,2868,94,203,72,7,376,104,18,26,524,635,753,395,59,1842,1251,115,184,3392,1469,1578,1262,171,4480,3425,399,703,9007,20,5,9,0,34,71,0,9,114,11,17,7,0,35,16,0,0,51,7,11
LGA22750,16827,22058,7047,612,46544,12204,1711,1087,61546,547,142,222,25,936,1728,102,72,2838,133,62,77,8,280,168,41,19,508,680,204,299,33,1216,1896,143,91,3346,777,189,476,56,1498,3352,271,253,5374,13,3,5,0,21,64,3,24,112,10,3,4,0,17,27,3,7,54,22,3,8,3,36,79,8,7,130,822,198,493,59,1572,3522,285,291,5670,78,13,24,3,118,296,12,91,517,4,3,3,0,10,33,0,3,46,54,60,14,4,132,47,25,10,214,136,76,41,7,260,376,37,104,777,74,121,36,7,238,90,14,32,374,18539,22657,7916,718,49830,18088,2190,1605,71713,18192,22019,7871,639,48721,13307,1873,1675,65576,605,244,299,32,1180,1722,151,119,3172,203,121,86,6,416,221,50,42,729,808,365,385,38,1596,1943,201,161,3901,1031,239,528,59,1857,4143,230,327,6557,17,6,0,0,23,37,5,6,71,23,4,8,0,35,48,3,42,128,7,6
LGA22830,4603,6767,1948,142,13460,2864,460,423,17207,163,57,80,9,309,548,36,43,936,4,6,8,0,18,11,0,0,29,167,63,88,9,327,559,36,43,965,177,107,131,18,433,776,88,78,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,11,0,0,18,181,110,131,18,440,787,88,78,1393,100,17,32,5,154,227,13,75,469,3,0,0,0,3,11,0,7,21,21,30,5,0,56,20,3,3,82,124,47,37,5,213,258,16,85,572,38,52,12,3,105,51,3,21,180,5113,7039,2216,177,14545,4519,603,650,20317,4873,6535,2159,154,13721,3180,461,511,17873,157,47,56,12,272,494,50,50,866,8,12,3,0,23,11,3,3,40,165,59,59,12,295,505,53,53,906,304,127,183,18,632,998,77,114,1821,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,4
LGA22910,1488,1507,573,45,3613,1236,134,223,5206,12,4,5,0,21,92,0,3,116,3,0,0,0,3,0,0,0,3,15,4,5,0,24,92,0,3,119,5,0,0,3,8,36,0,4,48,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,3,0,7,4,0,0,11,5,4,3,3,15,40,0,7,62,10,5,3,3,21,24,0,12,57,3,0,0,0,3,4,0,0,7,11,8,6,0,25,14,5,0,44,24,13,9,3,49,42,5,12,108,3,5,3,0,11,6,0,5,22,1535,1533,593,51,3712,1416,139,250,5517,1560,1386,547,38,3531,1393,150,243,5317,20,13,18,0,51,38,3,12,104,0,0,0,0,0,0,0,3,3,20,13,18,0,51,38,3,15,107,19,0,5,0,24,99,0,5,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA22980,724,705,169,32,1630,686,44,40,2400,9,0,0,0,9,39,0,3,51,0,0,0,0,0,3,0,0,3,9,0,0,0,9,42,0,3,54,3,0,0,0,3,34,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,37,0,3,43,3,0,0,0,3,11,0,10,24,0,0,0,0,0,0,0,3,3,5,8,0,0,13,4,3,3,23,8,8,0,0,16,15,3,16,50,3,3,0,0,6,3,0,0,9,747,716,169,32,1664,783,47,62,2556,752,644,185,23,1604,723,46,34,2407,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,3,7,12,0,0,0,12,61,3,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA23110,5821,9687,2664,300,18472,4397,637,686,24192,355,192,199,28,774,736,78,73,1661,218,316,105,4,643,153,34,31,861,573,508,304,32,1417,889,112,104,2522,538,243,269,43,1093,1495,111,190,2889,17,10,22,4,53,63,13,11,140,7,5,33,0,45,145,3,16,209,6,7,6,0,19,40,0,3,62,568,265,330,47,1210,1743,127,220,3300,12,7,6,0,25,64,3,26,118,0,0,0,0,0,6,0,0,6,33,42,10,3,88,39,7,8,142,45,49,16,3,113,109,10,34,266,36,57,20,0,113,56,9,34,212,7043,10566,3334,382,21325,7194,895,1078,30492,5714,9073,2939,302,18028,4551,672,925,24176,498,316,209,26,1049,1004,98,101,2252,419,486,215,20,1140,317,69,80,1606,917,802,424,46,2189,1321,167,181,3858,469,228,271,44,1012,1529,132,241,2914,24,7,7,0,38,46,8,20,112,4,5,43,6,58,131,7,18,214,21,13
LGA23190,1855,2072,554,57,4538,1206,166,91,6001,28,5,5,3,41,64,0,3,108,7,4,3,0,14,0,0,0,14,35,9,8,3,55,64,0,3,122,86,21,37,11,155,507,34,20,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,86,21,37,11,155,510,34,20,719,6,0,3,0,9,15,0,16,40,0,0,0,0,0,0,0,3,3,10,9,3,0,22,7,0,0,29,16,9,6,0,31,22,0,19,72,7,5,3,0,15,0,0,0,15,1999,2116,608,71,4794,1802,200,133,6929,2007,2024,615,40,4686,1365,188,107,6346,53,16,14,0,83,178,9,9,279,11,0,0,0,11,4,0,3,18,64,16,14,0,94,182,9,12,297,71,18,34,7,130,397,34,17,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
LGA23270,7039,19574,4926,379,31918,3962,546,880,37306,149,138,129,12,428,298,28,33,787,99,175,66,8,348,99,19,24,490,248,313,195,20,776,397,47,57,1277,228,277,312,19,836,689,42,105,1672,0,0,3,0,3,0,0,0,3,0,3,0,0,3,0,0,0,3,13,5,10,0,28,23,0,3,54,241,285,325,19,870,712,42,108,1732,37,10,22,0,69,182,7,76,334,0,0,0,0,0,6,0,3,9,4,21,5,3,33,6,3,3,45,41,31,27,3,102,194,10,82,388,52,115,51,3,221,56,4,23,304,7621,20318,5524,424,33887,5321,649,1150,41007,8190,19634,5749,463,34036,5216,679,1610,41541,485,974,391,26,1876,656,60,162,2754,187,440,158,11,796,137,16,75,1024,672,1414,549,37,2672,793,76,237,3778,284,289,314,27,914,825,51,153,1943,0,5,0,0,5,3,0,0,8,0,5,8,0,13,6,3,4,26,15,15
LGA23350,1391,1775,465,39,3670,847,89,103,4709,18,8,16,0,42,99,0,3,144,0,0,0,0,0,0,0,0,0,18,8,16,0,42,99,0,3,144,19,6,14,3,42,84,3,6,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,19,6,14,3,42,87,3,6,138,6,3,3,0,12,21,4,11,48,4,3,0,0,7,0,0,0,7,15,14,4,0,33,14,6,3,56,25,20,7,0,52,35,10,14,111,0,4,0,0,4,3,3,0,10,1453,1813,502,42,3810,1071,105,126,5112,1527,1820,435,30,3812,1023,107,154,5096,19,3,12,0,34,67,0,0,101,0,0,0,0,0,0,0,0,0,19,3,12,0,34,67,0,0,101,23,9,18,3,53,125,4,10,192,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3
LGA23430,8947,15020,3600,412,27979,5843,886,725,35433,1259,547,589,96,2491,2722,250,179,5642,455,392,154,29,1030,470,83,68,1651,1714,939,743,125,3521,3192,333,247,7293,1151,611,646,91,2499,3328,355,248,6430,8,3,0,0,11,41,3,3,58,6,3,0,3,12,11,3,11,37,12,9,12,3,36,60,4,4,104,1177,626,658,97,2558,3440,365,266,6629,58,14,15,0,87,251,11,45,394,3,0,0,0,3,4,0,3,10,31,57,22,0,110,70,13,14,207,92,71,37,0,200,325,24,62,611,60,65,15,4,144,57,9,18,228,11990,16721,5053,638,34402,12857,1617,1318,50194,8886,15081,3741,369,28077,5979,810,1171,36037,1424,687,568,81,2760,2760,221,253,5994,621,529,199,17,1366,519,100,127,2112,2045,1216,767,98,4126,3279,321,380,8106,1482,770,729,103,3084,3920,349,431,7784,30,8,10,10,58,79,6,32,175,31,9,16,0,56,65,7,16,144,12,3
LGA23670,9535,21275,4700,406,35916,5417,903,807,43043,449,175,303,37,964,1071,92,72,2199,76,49,37,3,165,72,13,8,258,525,224,340,40,1129,1143,105,80,2457,495,95,159,18,767,1141,62,49,2019,3,0,0,0,3,6,3,0,12,0,0,0,0,0,0,0,0,0,11,4,5,0,20,36,0,0,56,509,99,164,18,790,1183,65,49,2087,28,9,14,0,51,143,6,30,230,0,0,0,0,0,3,0,0,3,3,21,3,3,30,12,3,0,45,31,30,17,3,81,158,9,30,278,70,110,24,4,208,158,7,23,396,10670,21738,5245,471,38124,8059,1089,989,48261,10324,20649,5084,397,36454,6133,989,937,44513,826,240,325,47,1438,1732,134,124,3428,150,107,80,13,350,171,44,27,592,976,347,405,60,1788,1903,178,151,4020,427,239,317,35,1018,1185,77,87,2367,0,0,3,0,3,4,3,0,10,0,8,0,0,8,3,0,3,14,11,4
LGA23810,5824,8082,2998,199,17103,4727,595,461,22886,124,29,62,6,221,695,29,34,979,16,13,11,0,40,39,4,4,87,140,42,73,6,261,734,33,38,1066,178,29,113,19,339,1116,65,80,1600,3,0,0,0,3,6,0,0,9,3,0,0,0,3,7,0,0,10,3,0,0,3,6,17,0,0,23,187,29,113,22,351,1146,65,80,1642,41,6,12,4,63,116,4,30,213,0,0,0,0,0,8,0,0,8,18,14,4,0,36,7,0,3,46,59,20,16,4,99,131,4,33,267,27,48,21,3,99,46,5,10,160,6237,8221,3221,234,17913,6784,702,622,26021,6406,7568,3199,214,17387,5146,608,757,23898,103,43,53,3,202,499,25,38,764,6,7,8,0,21,21,3,6,51,109,50,61,3,223,520,28,44,815,330,74,152,27,583,1525,79,151,2338,0,0,0,0,0,10,0,3,13,0,0,3,0,3,0,0,3,6,6,0
LGA23940,977,931,228,37,2173,776,67,73,3089,3,0,0,0,3,7,0,0,10,0,3,0,0,3,3,0,3,9,3,3,0,0,6,10,0,3,19,3,0,0,0,3,64,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,64,0,0,67,11,5,3,0,19,42,0,22,83,0,0,0,0,0,3,0,0,3,7,16,5,0,28,7,0,0,35,18,21,8,0,47,52,0,22,121,6,5,3,0,14,3,0,3,20,1007,960,239,37,2243,905,67,101,3316,943,800,265,35,2043,841,71,82,3037,3,3,0,0,6,10,0,0,16,3,0,0,0,3,0,0,0,3,6,3,0,0,9,10,0,0,19,6,3,3,0,12,56,0,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA24130,3024,5123,1072,77,9296,1827,197,440,11760,33,13,15,3,64,116,6,3,189,7,19,0,0,26,0,0,3,29,40,32,15,3,90,116,6,6,218,30,13,25,0,68,160,8,11,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,20,3,3,33,34,16,25,0,75,180,11,14,280,5,4,0,0,9,47,0,12,68,3,3,0,0,6,8,0,0,14,14,7,3,0,24,14,0,0,38,22,14,3,0,39,69,0,12,120,23,37,8,4,72,30,3,9,114,3143,5222,1123,84,9572,2222,217,481,12492,3563,5281,1189,75,10108,2099,206,457,12870,43,28,21,3,95,87,7,6,195,7,8,0,0,15,3,0,0,18,50,36,21,3,110,90,7,6,213,54,13,34,9,110,243,12,25,390,0,3,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0
LGA24210,8449,16050,2630,409,27538,3834,494,673,32539,475,252,189,28,944,845,54,51,1894,298,304,118,19,739,173,24,45,981,773,556,307,47,1683,1018,78,96,2875,266,151,125,21,563,533,58,43,1197,4,0,0,0,4,0,0,0,4,24,7,3,3,37,19,0,7,63,12,7,3,0,22,34,4,4,64,306,165,131,24,626,586,62,54,1328,3,0,0,0,3,15,0,11,29,0,0,0,0,0,0,0,0,0,5,10,3,0,18,11,3,0,32,8,10,3,0,21,26,3,11,61,64,138,34,4,240,38,3,25,306,9600,16919,3105,484,30108,5502,640,859,37109,8755,15092,2849,374,27070,4135,467,764,32436,589,401,278,25,1293,926,75,78,2372,403,457,181,32,1073,312,51,52,1488,992,858,459,57,2366,1238,126,130,3860,387,284,175,34,880,774,52,103,1809,30,5,12,5,52,59,3,19,133,42,4,12,0,58,69,3,21,151,4,0
