region_id,C06_Oth_rel_affi_0_14,C06_Oth_rel_aff_15_24,C06_Oth_rel_aff_25_34,C06_Oth_rel_aff_35_44,C06_Oth_rel_aff_45_54,C06_Oth_rel_aff_55_64,C06_Oth_rel_aff_65_74,C06_Oth_rel_aff_75_84,C06_Oth_rel_affil_85ov,C06_Oth_rel_affil_Tot,C06_Rel_NS_0_14,C06_Rel_NS_15_24,C06_Rel_NS_25_34,C06_Rel_NS_35_44,C06_Rel_NS_45_54,C06_Rel_NS_55_64,C06_Rel_NS_65_74,C06_Rel_NS_75_84,C06_Rel_NS_85ov,C06_Rel_NS_T,C06_OS_vis_0_14,C06_OS_vis_15_24,C06_OS_vis_25_34,C06_OS_vis_35_44,C06_OS_vis_45_54,C06_OS_vis_55_64,C06_OS_vis_65_74,C06_OS_vis_75_84,C06_OS_vis_85ov,C06_OS_vis_Tot,C06_Tot_0_14_yrs,C06_Tot_15_24_yrs,C06_Tot_25_34_yrs,C06_Tot_35_44_yrs,C06_Tot_45_54_yrs,C06_Tot_55_64_yrs,C06_Tot_65_74_yrs,C06_Tot_75_84_yrs,C06_Tot_85o,C06_T_T,C11_Buddhism_0_14_yrs,C11_Buddhism_15_24,C11_Buddhism_25_34,C11_Buddhism_35_44,C11_Buddhism_45_54,C11_Buddhism_55_64,C11_Buddhism_65_74,C11_Buddhism_75_84,C11_Buddhism_85oe,C11_Buddhism_Tot,C11_Christ_Angli_0_14,C11_Christ_Angl_15_24,C11_Christ_Angl_25_34,C11_Christ_Angl_35_44,C11_Christ_Angl_45_54,C11_Christ_Angl_55_64,C11_Christ_Angl_65_74,C11_Christ_Angl_75_84,C11_Christ_Anglic_85oe,C11_Christ_Anglic_Tot,C11_Chr_Ass_Apo_0_14,C11_Chr_Ass_Apo_15_24,C11_Chr_Ass_Apo_25_34,C11_Chr_Ass_Apo_35_44,C11_Chr_Ass_Apo_45_54,C11_Chr_Ass_Apo_55_64,C11_Chr_Ass_Apo_65_74,C11_Chr_Ass_Apo_75_84,C11_Chr_Ass_Apo_85ov,C11_Chr_Ass_Apo_Tot,C11_Christ_Bapt_0_14,C11_Christ_Bapt_15_24,C11_Christ_Bapt_25_34,C11_Christ_Bapt_35_44,C11_Christ_Bapt_45_54,C11_Christ_Bapt_55_64,C11_Christ_Bapt_65_74,C11_Christ_Bapt_75_84,C11_Christ_Bapt_85ov,C11_Christ_Bapt_Tot,C11_Christ_Breth_0_14,C11_Christ_Bret_15_24,C11_Christ_Bret_25_34,C11_Christ_Bret_35_44,C11_Christ_Bret_45_54,C11_Christ_Bret_55_64,C11_Christ_Bret_65_74,C11_Christ_Bret_75_84,C11_Christ_Breth_85ov,C11_Christ_Bret_To,C11_Christ_Cath_0_14,C11_Christ_Cath_15_24,C11_Christ_Cath_25_34,C11_Christ_Cath_35_44,C11_Christ_Cath_45_54,C11_Christ_Cath_55_64,C11_Christ_Cath_65_74,C11_Christ_Cath_75_84,C11_Christ_Catho_85ov,C11_Christ_Catho_Tot,C11_C_Chur_Christ_0_14,C11_C_Chur_Christ_15_24,C11_C_Chur_Christ_25_34,C11_C_Chur_Christ_35_44,C11_C_Chur_Christ_45_54,C11_C_Chur_Christ_55_64,C11_C_Chur_Christ_65_74,C11_C_Chur_Christ_75_84,C11_C_Chur_Christ_85ov,C11_C_Chur_Christ_Tot,C11_C_East_Ortho_0_14,C11_C_East_Ortho_15_24,C11_C_East_Ortho_25_34,C11_C_East_Ortho_35_44,C11_C_East_Ortho_45_54,C11_C_East_Ortho_55_64,C11_C_East_Ortho_65_74,C11_C_East_Ortho_75_84,C11_C_East_Ortho_85ov,C11_C_East_Ortho_To,C11_Chr_Jeh_Wit_0_14,C11_Chr_Jeh_Wit_15_24,C11_Chr_Jeh_Wit_25_34,C11_Chr_Jeh_Wit_35_44,C11_Chr_Jeh_Wit_45_54,C11_Chr_Jeh_Wit_55_64,C11_Chr_Jeh_Wit_65_74,C11_Chr_Jeh_Wit_75_84,C11_Chr_Jeh_Wit_85ov,C11_Chr_Jeh_Wit_Tot,C11_Ch_La_Da_Sai_0_14,C11_Ch_La_Da_Sa_15_24,C11_Ch_La_Da_Sa_25_34,C11_Ch_La_Da_Sa_35_44,C11_Ch_La_Da_Sa_45_54,C11_Ch_La_Da_Sa_55_64,C11_Ch_La_Da_Sa_65_74,C11_Ch_La_Da_Sa_75_84,C11_Chr_Lat_Da_Sa_85ov,C11_Chr_Lat_Da_Sa_Tot,C11_C_Luthe_0_14,C11_C_Luthe_15_24,C11_C_Luthe_25_34,C11_C_Luthe_35_44,C11_C_Luthe_45_54,C11_C_Luthe_55_64,C11_C_Luthe_65_74,C11_C_Luthe_75_84,C11_C_Luthe_85ov,C11_C_Luthe_Tot,C11_ch_Ori_Orth_0_14,C11_ch_Ori_Orth_15_24,C11_ch_Ori_Orth_25_34,C11_ch_Ori_Orth_35_44,C11_ch_Ori_Orth_45_54,C11_ch_Ori_Orth_55_64,C11_ch_Ori_Orth_65_74,C11_ch_Ori_Orth_75_84,C11_ch_Ori_Orth_85ov,C11_ch_Ori_Ort_To,C11_C_Oth_Pro_0_14,C11_C_Oth_Pro_15_24,C11_C_Oth_Pro_25_34,C11_C_Oth_Pro_35_44,C11_C_Oth_Pro_45_54,C11_C_Oth_Pro_55_64,C11_C_Oth_Pro_65_74,C11_C_Oth_Pro_75_84,C11_C_Oth_Pro_85ov,C11_C_Oth_Pro_Tot,C11_C_Pent_0_14,C11_C_Pent_15_24,C11_C_Pent_25_34,C11_C_Pent_35_44,C11_C_Pent_45_54,C11_C_Pent_55_64,C11_C_Pent_65_74,C11_C_Pent_75_84,C11_C_Pent_85ov,C11_C_Pent_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot
LGA17420,118,160,129,112,84,46,10,7,0,666,2400,1534,1304,1409,1460,1226,536,303,102,10274,142,189,135,129,127,168,134,34,7,1065,34493,23346,18782,24285,24054,19264,8729,4440,1345,158738,840,551,579,892,991,700,289,99,31,4972,5643,3558,2541,4691,4460,4772,3428,1499,569,31161,13,0,4,6,8,3,0,0,0,34,639,561,382,514,640,547,349,129,76,3837,128,87,81,50,49,47,36,15,9,502,12890,7602,5204,7861,7520,6142,3699,1545,457,52920,39,33,30,26,48,43,19,15,0,253,856,469,367,700,591,347,285,108,29,3752,57,40,54,57,48,66,28,22,0,372,190,114,82,94,83,59,44,7,8,681,94,67,43,104,120,108,140,56,21,753,215,128,121,123,150,80,57,21,6,901,105,139,61,60,152,92,11,17,7,644,874,824,537,617,515,359,133,24,8,3891,836,546,383,870,852,827,597,226,110,5247,58,28,15,49,39,33,37,20,6,285
LGA17450,3,4,3,7,3,0,0,0,0,20,77,59,104,81,75,41,15,8,10,470,3,0,3,0,3,0,0,0,0,9,705,321,420,483,540,463,308,182,66,3488,0,3,3,3,3,0,3,0,0,15,117,82,72,119,168,171,119,81,35,964,0,0,0,0,0,0,0,0,0,0,9,4,3,0,6,5,3,0,0,30,0,0,0,0,0,0,0,0,0,0,196,71,81,97,102,99,71,35,13,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,5,3,0,3,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,6,3,0,20,7,0,0,0,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,5,3,0,4,7,3,5,0,0,27,16,14,10,23,38,47,40,27,10,225,3,3,0,6,0,0,3,0,0,15
LGA17500,6,6,11,8,6,3,3,0,3,46,192,85,86,120,115,101,68,55,16,838,4,0,8,6,0,0,0,0,0,18,2280,1127,1223,1496,1533,1321,878,643,213,10714,3,0,6,15,7,3,3,0,0,37,580,385,365,497,579,605,436,294,113,3854,0,0,0,0,0,0,0,0,0,0,40,12,14,22,14,12,15,4,0,133,0,0,0,0,0,0,0,0,0,0,848,378,357,434,456,319,257,161,65,3275,0,0,0,0,0,0,0,0,3,3,0,4,0,4,5,0,0,0,0,13,3,3,5,0,3,13,3,0,3,33,4,0,0,0,3,0,0,0,0,7,4,6,8,9,11,13,14,11,3,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,9,11,14,3,12,6,10,10,5,3,74,31,25,19,36,82,83,74,43,11,404,0,0,3,3,3,3,0,0,0,12
LGA17550,77,100,114,112,94,61,20,8,3,589,1904,973,868,1080,1228,1062,874,685,199,8873,76,80,64,63,58,83,91,44,9,568,14759,8532,7238,10207,11499,10625,9678,7371,2046,81955,172,90,146,208,239,188,55,8,0,1106,2515,1647,1301,2277,2989,3249,3151,2639,1161,20929,0,0,0,0,0,0,0,0,0,0,127,78,81,79,135,165,148,94,34,941,12,4,0,3,7,7,0,3,0,36,4002,2511,1770,2588,3027,2678,2440,1722,536,21274,32,12,11,11,29,30,27,25,3,180,43,17,33,48,51,47,30,19,4,292,156,64,128,82,113,103,71,32,10,759,25,13,17,15,20,20,21,9,3,143,31,26,26,53,66,70,90,62,24,448,0,0,4,0,0,5,0,5,0,14,24,10,10,17,17,20,5,12,3,118,145,112,89,81,107,116,51,20,3,724,322,210,193,386,649,802,801,661,271,4295,24,24,8,23,32,33,47,27,10,228
LGA17620,13,8,6,5,4,0,0,0,0,36,188,137,103,111,119,126,75,47,24,930,0,19,12,0,0,3,6,3,0,43,2596,1615,1456,1704,1899,1623,1066,694,243,12896,14,3,26,4,7,11,3,0,0,68,1025,518,567,700,765,730,540,375,155,5375,0,0,0,0,0,0,0,0,0,0,16,12,8,13,19,18,7,3,0,96,0,0,0,0,0,0,0,0,0,0,766,511,426,522,559,404,299,142,48,3677,0,0,0,0,0,3,0,0,0,3,5,0,3,3,3,3,0,0,3,20,10,7,0,6,7,7,4,0,3,44,3,3,0,0,3,3,0,0,0,12,4,3,5,7,5,3,5,4,0,36,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,6,7,3,3,3,0,3,3,0,0,22,27,17,41,50,81,101,68,53,17,455,11,3,3,3,5,5,3,3,0,36
LGA17640,3,0,0,4,4,5,0,0,0,16,129,62,34,89,104,78,52,23,4,575,6,0,0,0,0,0,4,4,0,14,1409,604,571,969,1028,1029,739,385,102,6836,0,5,3,3,12,3,0,0,0,26,352,190,134,270,361,355,341,185,54,2242,0,0,0,0,0,0,0,0,0,0,4,5,4,3,5,8,6,0,0,35,0,0,0,0,0,0,0,0,0,0,521,266,195,271,357,320,223,142,43,2338,0,3,0,0,3,0,0,0,0,6,6,0,4,9,5,6,4,3,0,37,0,0,0,0,0,0,5,0,0,5,3,3,3,0,3,3,0,0,0,15,0,0,3,3,3,9,10,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,3,3,3,3,4,5,0,0,0,21,16,10,9,24,41,47,35,17,11,210,4,3,3,3,0,3,0,3,0,19
LGA17650,5,9,5,9,13,0,3,0,0,44,115,48,47,73,54,70,25,16,4,452,6,6,4,4,0,0,0,0,0,20,1229,639,519,819,901,792,457,232,80,5668,3,7,9,3,6,6,3,3,0,40,366,166,148,232,292,332,218,126,27,1907,0,0,0,0,0,0,0,0,0,0,12,14,0,8,13,5,5,0,0,57,0,0,0,0,0,0,0,0,0,0,289,178,111,155,220,188,111,55,16,1323,0,5,0,6,5,0,0,0,0,16,3,0,0,4,0,0,0,0,0,7,15,9,12,6,10,9,0,6,0,67,4,0,0,0,0,0,0,0,0,4,3,3,4,3,9,3,3,0,0,28,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,0,0,0,12,5,4,0,5,7,4,3,0,0,28,26,22,16,45,43,72,31,16,7,278,10,9,9,7,10,6,3,4,0,58
LGA17700,0,0,0,0,0,0,0,0,0,0,25,9,8,8,21,12,10,4,0,97,0,4,0,0,0,0,0,0,0,4,281,88,120,174,200,164,132,58,18,1235,0,0,0,0,0,0,0,0,0,0,19,13,17,18,41,45,32,25,3,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,28,22,48,51,53,40,14,12,365,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,5,0,3,6,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,21,15,13,9,3,76,3,0,0,0,0,0,0,3,3,9
LGA17750,44,103,72,42,30,6,0,3,0,300,912,698,501,404,476,298,251,203,106,3849,7,63,38,22,9,18,4,0,0,161,12517,10527,7305,7494,7504,5356,3567,2459,871,57600,55,81,64,71,57,23,7,0,0,358,2500,1933,1622,1900,1980,1894,1198,827,366,14220,0,0,0,0,0,0,0,0,0,0,124,116,120,109,83,86,53,21,9,721,63,45,29,15,15,16,8,10,5,206,4820,3653,2360,2427,2431,1918,1265,771,313,19958,9,14,8,8,16,20,13,8,4,100,24,21,30,24,34,21,15,9,4,182,23,17,17,14,26,17,12,3,3,132,21,11,13,10,7,0,3,0,3,68,229,129,107,113,126,100,72,48,17,941,49,39,12,20,21,14,3,0,0,158,52,26,36,29,14,7,4,0,3,171,131,105,84,64,72,54,22,9,3,544,437,341,333,486,532,594,400,343,151,3617,30,9,23,31,32,18,8,11,3,165
LGA17800,0,0,3,3,4,3,0,0,0,13,103,62,42,63,76,75,52,45,14,532,0,0,4,3,0,0,0,0,0,7,867,422,350,598,702,575,441,309,74,4338,3,6,3,4,0,0,0,4,0,20,112,66,46,92,190,189,126,127,39,987,0,0,0,0,0,0,0,0,0,0,18,9,6,11,9,15,13,8,10,99,0,0,0,0,0,0,0,0,0,0,170,102,68,102,151,104,87,81,12,877,0,0,0,0,3,3,3,3,0,12,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,3,5,5,3,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,8,0,4,0,4,5,3,0,0,24,12,6,10,18,24,49,43,17,8,187,0,3,3,0,3,0,0,0,0,9
LGA17850,0,3,0,4,0,0,0,0,0,7,66,20,26,28,31,36,22,9,6,244,0,4,0,0,0,8,0,0,0,12,671,302,311,453,478,475,277,172,69,3208,0,0,4,0,4,0,0,0,0,8,218,113,117,149,164,213,169,92,47,1282,0,0,0,0,0,0,0,0,0,0,5,4,0,7,7,0,0,0,0,23,0,0,0,3,0,0,0,0,0,3,118,86,52,83,92,87,60,31,8,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,7,5,11,9,6,4,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,7,39,17,14,39,66,59,60,41,12,347,0,0,0,0,4,0,0,0,0,4
LGA17900,6,10,3,10,10,4,4,3,0,50,160,76,88,106,135,122,74,32,6,799,3,6,8,3,10,3,0,0,3,36,1497,654,864,957,1161,1105,724,292,55,7309,0,0,3,4,8,5,3,0,0,23,371,204,213,251,354,392,301,113,29,2228,0,0,0,0,0,0,0,0,0,0,4,3,4,11,9,10,4,5,0,50,0,0,0,0,0,0,0,0,0,0,391,178,201,210,221,228,206,82,12,1729,0,0,0,0,0,0,5,0,0,5,6,3,0,12,10,23,23,14,0,91,12,0,4,8,11,10,0,0,0,45,4,3,0,0,0,0,0,7,0,14,3,3,3,6,10,17,15,5,0,62,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,0,5,0,0,22,0,0,0,4,4,0,0,0,0,8,30,12,24,38,63,74,43,23,10,317,5,0,0,8,5,4,0,0,0,22
LGA17950,3,0,0,0,0,0,0,0,0,3,31,20,20,12,20,9,6,5,0,123,0,6,0,0,0,0,0,3,0,9,592,224,301,383,396,343,263,125,45,2672,0,0,3,3,3,0,0,0,0,9,158,103,105,99,166,150,125,73,17,996,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,268,110,102,129,154,120,90,35,18,1026,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,9,15,16,21,25,49,44,34,28,11,243,0,0,0,0,0,0,0,0,0,0
LGA18000,112,172,263,159,87,47,20,12,6,878,2449,1406,1895,1847,1454,1114,727,830,650,12372,188,394,254,129,99,81,85,27,11,1268,25793,15481,19235,21738,17276,14022,9301,7444,3201,133491,298,248,414,551,461,272,103,45,14,2406,5340,2579,2990,5106,4535,3804,3245,2298,1472,31369,0,0,5,0,3,0,0,0,0,8,219,162,196,206,212,165,134,98,45,1437,0,4,6,0,3,8,6,3,0,30,9138,4389,4789,6327,5212,3734,2836,1856,840,39121,18,10,8,15,11,10,18,6,4,100,471,285,366,466,395,279,200,101,48,2611,64,39,61,64,53,46,28,12,8,375,75,69,42,30,27,30,5,7,0,285,133,54,76,148,154,90,105,80,39,879,157,110,103,109,133,141,120,60,16,949,54,55,45,64,46,35,9,16,11,335,396,297,235,265,288,156,65,23,3,1728,367,241,287,563,670,663,540,414,260,4005,31,20,10,27,40,23,34,23,17,225
LGA18020,18,4,10,0,6,3,3,0,0,44,186,94,72,100,118,103,78,52,17,820,5,0,4,7,0,3,0,0,0,19,2155,955,849,1244,1417,1386,1038,602,212,9858,3,3,3,4,10,3,3,0,0,29,601,260,236,374,484,552,469,311,120,3407,0,0,0,0,0,0,0,0,0,0,7,5,9,5,0,14,9,0,0,49,0,0,0,0,0,0,3,0,0,3,495,233,166,251,323,314,256,152,48,2238,0,0,3,0,0,0,0,0,0,3,4,0,0,3,6,4,7,0,0,24,12,0,0,3,7,12,3,3,0,40,3,0,3,3,0,3,3,0,0,15,3,0,0,3,5,6,10,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,3,3,3,14,9,3,3,0,47,52,29,44,65,74,124,94,60,32,574,3,3,0,3,4,3,5,0,0,21
LGA18050,68,86,240,125,54,39,10,5,9,636,1709,1508,3335,2006,1450,1093,617,556,226,12500,109,734,599,126,113,104,49,18,3,1855,8555,7164,14828,10280,7185,5724,3558,3039,1355,61688,88,74,274,287,190,128,40,16,5,1102,913,529,1517,1324,879,704,493,333,204,6896,0,0,4,0,0,0,0,4,0,8,10,28,53,26,19,10,9,6,5,166,0,0,0,4,0,0,0,0,0,4,2083,1335,3688,2382,1460,1076,829,665,302,13820,0,0,0,6,0,6,6,0,0,18,286,156,247,310,258,196,150,138,52,1793,4,0,24,11,9,8,7,0,4,67,0,4,9,5,0,3,0,0,0,21,21,26,79,47,35,28,29,21,13,299,0,0,10,5,0,0,0,0,0,15,4,12,38,10,14,10,8,5,0,101,32,37,63,41,18,18,0,4,0,213,96,52,187,161,141,114,99,77,34,961,0,3,8,3,3,3,0,0,0,20
LGA18100,0,3,0,3,0,0,0,0,0,6,69,19,19,32,26,38,32,12,12,259,0,7,3,0,0,0,0,0,0,10,698,324,330,448,531,522,386,248,87,3574,4,0,5,0,0,6,0,0,0,15,150,75,74,122,140,197,165,101,44,1068,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,7,0,0,0,16,0,0,0,0,3,0,0,0,0,3,224,79,71,107,150,137,114,71,15,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,5,3,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,11,11,4,0,8,5,6,3,0,48,24,17,18,20,55,66,40,42,12,294,3,5,3,10,7,7,13,0,3,51
LGA18150,0,3,4,8,6,3,0,3,0,27,177,71,60,67,91,91,66,63,11,697,3,7,0,3,3,3,0,0,0,19,1984,863,751,952,1104,1021,834,530,135,8174,5,3,0,3,3,5,3,0,0,22,496,226,207,326,398,399,329,223,59,2663,0,0,0,0,0,0,0,0,0,0,44,18,22,27,39,40,29,18,3,240,0,0,0,0,0,0,0,0,0,0,504,260,188,238,282,280,233,143,35,2163,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,10,0,0,0,0,0,5,5,0,3,13,3,0,4,0,0,3,0,0,0,10,3,4,4,3,4,5,3,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,16,8,4,7,6,4,9,0,0,54,31,13,22,33,43,58,50,29,9,288,9,9,4,3,10,8,8,6,3,60
LGA18200,5,0,5,3,8,0,3,0,0,24,173,105,80,95,124,96,65,37,6,781,4,9,7,7,4,0,0,0,0,31,1440,783,799,942,1090,979,602,339,103,7077,0,3,12,5,6,0,0,0,0,26,162,105,85,163,227,294,213,97,35,1381,0,0,0,0,0,0,0,0,0,0,15,3,4,7,5,21,3,3,0,61,0,0,0,0,0,0,0,0,0,0,389,229,190,226,287,219,164,73,21,1798,0,0,0,0,3,3,5,3,4,18,10,0,3,7,4,3,0,3,0,30,4,0,6,0,4,0,4,4,0,22,4,0,0,0,0,0,0,0,0,4,17,17,9,19,23,19,18,5,7,134,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,8,3,8,10,3,6,3,0,53,9,9,6,25,42,59,51,25,5,231,4,0,0,3,3,8,3,3,0,24
LGA18250,49,84,109,60,41,25,3,6,0,377,1170,995,1322,1112,855,662,351,292,151,6910,150,206,213,141,151,152,86,25,10,1134,11617,8341,10744,10781,8735,6548,3752,3019,1323,64860,297,351,723,631,455,340,151,78,33,3059,2102,858,1066,1785,1578,1269,815,616,460,10549,0,0,0,0,0,4,0,0,0,4,93,87,147,130,117,83,42,39,15,753,4,0,5,4,3,0,5,6,0,27,3987,1794,2144,2679,2257,1666,1113,867,379,16886,8,11,9,10,13,9,6,0,6,72,252,100,145,223,176,112,121,103,26,1258,5,10,16,4,10,17,9,3,3,77,6,3,8,3,3,3,3,0,0,29,49,19,41,54,49,45,25,34,13,329,115,67,83,104,86,96,117,93,25,786,37,34,34,39,28,15,13,10,5,215,62,69,97,74,65,53,19,6,0,445,323,194,253,378,337,271,159,124,97,2136,8,3,6,6,5,3,3,3,3,40
LGA18350,48,66,31,38,30,28,8,3,0,252,871,448,346,511,575,545,376,256,115,4043,30,81,21,20,17,17,9,4,0,199,8806,4665,3691,5766,5815,5721,4091,2473,843,41871,34,36,36,77,78,68,32,12,0,373,2280,1149,853,1631,1855,1938,1938,1125,465,13234,0,0,0,0,3,0,0,0,0,3,101,47,47,85,78,90,93,38,13,592,31,46,12,10,20,7,8,7,8,149,2424,1268,824,1339,1632,1312,1115,605,187,10706,7,19,8,6,21,17,11,3,4,96,71,43,20,59,60,52,41,25,3,374,34,20,39,28,18,43,22,8,0,212,12,13,7,15,3,11,8,3,3,75,23,21,8,18,45,38,23,36,3,215,4,0,0,4,5,0,0,0,0,13,4,0,3,9,5,9,10,3,0,43,73,36,35,37,49,51,30,4,0,315,134,100,57,158,243,290,298,197,100,1577,11,4,3,8,13,10,10,5,6,70
LGA18400,45,36,41,33,14,11,3,4,5,192,862,516,391,420,563,306,167,94,25,3344,59,28,22,14,15,11,0,0,0,149,9822,5503,4851,6194,5961,4180,2055,1120,358,40044,36,29,33,45,36,17,0,5,0,201,2952,1657,1364,2226,2058,1854,1057,518,163,13849,0,4,0,0,0,0,0,0,0,4,89,59,58,63,75,85,50,34,10,523,28,38,13,11,20,0,9,7,0,126,3358,1831,1432,2028,1979,1375,783,322,90,13198,7,3,0,4,12,4,3,0,0,33,119,74,60,96,68,73,39,19,5,553,25,23,20,18,16,21,18,10,3,154,13,8,3,11,6,6,3,0,0,50,24,16,16,35,41,57,42,40,49,320,4,5,0,0,4,3,0,0,0,16,16,3,4,8,10,8,0,7,4,60,55,36,38,38,51,35,14,5,0,272,83,75,66,152,201,233,135,66,25,1036,14,7,11,14,12,15,11,3,0,87
LGA18450,203,331,273,167,126,55,28,12,3,1198,3582,2590,2042,2270,2109,1490,1135,819,292,16329,79,531,228,94,94,85,55,19,5,1190,35375,26530,23591,25722,24669,19366,14579,10671,3129,183632,335,448,517,457,399,313,106,48,6,2629,6303,4183,4095,5471,5747,5330,4162,3090,1425,39806,0,0,3,0,3,0,0,0,0,6,309,279,245,239,269,187,171,111,40,1850,86,42,36,37,21,13,20,9,6,270,10273,7400,6062,6996,7717,6031,4551,3632,1149,53811,79,37,24,58,55,55,54,26,5,393,1931,1185,1306,1736,1418,1457,1208,755,176,11172,131,59,100,109,106,98,68,56,27,754,100,32,45,47,37,21,20,16,3,321,110,87,82,110,207,209,164,174,87,1230,42,22,31,22,18,15,5,0,0,155,57,62,47,37,49,52,37,27,17,385,422,329,324,252,237,168,88,32,7,1859,498,496,364,597,972,1024,894,621,278,5744,118,121,80,73,109,106,97,71,52,827
LGA18500,44,61,96,76,43,27,9,11,4,371,1268,955,1506,1296,1068,1063,545,480,221,8402,94,233,181,106,102,91,53,12,5,877,7256,5746,9042,7606,6329,6462,3570,3030,1383,50424,52,80,124,138,131,110,49,18,4,706,1430,952,1345,1273,1220,1137,970,589,391,9307,0,0,0,3,0,0,0,0,0,3,4,14,44,25,27,20,10,3,3,150,0,0,0,0,0,0,0,0,3,3,1784,1083,2108,1659,1262,1025,793,494,266,10474,0,5,0,3,6,4,3,0,0,21,320,166,190,279,253,170,146,114,38,1676,4,0,20,7,3,10,3,5,0,52,4,3,9,3,5,0,0,0,0,24,30,16,54,40,31,29,23,14,9,246,0,4,4,3,7,4,0,0,0,22,4,9,25,9,5,6,3,0,0,61,24,27,43,21,21,18,5,0,0,159,93,83,129,143,168,155,134,93,48,1046,4,0,0,5,0,4,4,0,0,17
LGA18550,134,133,122,114,74,41,21,10,6,655,3008,1550,1321,1473,1477,1222,995,995,514,12555,36,53,46,30,24,34,30,17,6,276,29687,16390,15216,18651,17793,14969,12450,9539,3057,137752,151,114,164,206,194,142,31,10,7,1019,7309,4645,4139,6045,6198,6050,5307,3786,1540,45019,0,0,0,0,0,4,0,0,0,4,486,301,230,319,353,338,320,202,73,2622,3,3,3,3,3,3,3,0,0,21,8843,5229,4052,5293,5550,4606,3856,2450,876,40755,3,3,6,11,11,23,22,20,5,104,197,95,76,143,134,119,112,71,17,964,144,88,70,116,111,95,69,43,21,757,119,74,66,47,51,49,26,18,8,458,38,30,37,50,51,57,104,71,17,455,5,8,6,3,14,7,3,3,0,49,161,51,86,75,60,43,43,26,10,555,280,222,183,182,174,181,90,21,8,1341,336,251,250,537,761,862,795,601,249,4642,73,53,40,56,72,82,78,44,11,509
