region_id,C06_Oth_rel_affi_0_14,C06_Oth_rel_aff_15_24,C06_Oth_rel_aff_25_34,C06_Oth_rel_aff_35_44,C06_Oth_rel_aff_45_54,C06_Oth_rel_aff_55_64,C06_Oth_rel_aff_65_74,C06_Oth_rel_aff_75_84,C06_Oth_rel_affil_85ov,C06_Oth_rel_affil_Tot,C06_Rel_NS_0_14,C06_Rel_NS_15_24,C06_Rel_NS_25_34,C06_Rel_NS_35_44,C06_Rel_NS_45_54,C06_Rel_NS_55_64,C06_Rel_NS_65_74,C06_Rel_NS_75_84,C06_Rel_NS_85ov,C06_Rel_NS_T,C06_OS_vis_0_14,C06_OS_vis_15_24,C06_OS_vis_25_34,C06_OS_vis_35_44,C06_OS_vis_45_54,C06_OS_vis_55_64,C06_OS_vis_65_74,C06_OS_vis_75_84,C06_OS_vis_85ov,C06_OS_vis_Tot,C06_Tot_0_14_yrs,C06_Tot_15_24_yrs,C06_Tot_25_34_yrs,C06_Tot_35_44_yrs,C06_Tot_45_54_yrs,C06_Tot_55_64_yrs,C06_Tot_65_74_yrs,C06_Tot_75_84_yrs,C06_Tot_85o,C06_T_T,C11_Buddhism_0_14_yrs,C11_Buddhism_15_24,C11_Buddhism_25_34,C11_Buddhism_35_44,C11_Buddhism_45_54,C11_Buddhism_55_64,C11_Buddhism_65_74,C11_Buddhism_75_84,C11_Buddhism_85oe,C11_Buddhism_Tot,C11_Christ_Angli_0_14,C11_Christ_Angl_15_24,C11_Christ_Angl_25_34,C11_Christ_Angl_35_44,C11_Christ_Angl_45_54,C11_Christ_Angl_55_64,C11_Christ_Angl_65_74,C11_Christ_Angl_75_84,C11_Christ_Anglic_85oe,C11_Christ_Anglic_Tot,C11_Chr_Ass_Apo_0_14,C11_Chr_Ass_Apo_15_24,C11_Chr_Ass_Apo_25_34,C11_Chr_Ass_Apo_35_44,C11_Chr_Ass_Apo_45_54,C11_Chr_Ass_Apo_55_64,C11_Chr_Ass_Apo_65_74,C11_Chr_Ass_Apo_75_84,C11_Chr_Ass_Apo_85ov,C11_Chr_Ass_Apo_Tot,C11_Christ_Bapt_0_14,C11_Christ_Bapt_15_24,C11_Christ_Bapt_25_34,C11_Christ_Bapt_35_44,C11_Christ_Bapt_45_54,C11_Christ_Bapt_55_64,C11_Christ_Bapt_65_74,C11_Christ_Bapt_75_84,C11_Christ_Bapt_85ov,C11_Christ_Bapt_Tot,C11_Christ_Breth_0_14,C11_Christ_Bret_15_24,C11_Christ_Bret_25_34,C11_Christ_Bret_35_44,C11_Christ_Bret_45_54,C11_Christ_Bret_55_64,C11_Christ_Bret_65_74,C11_Christ_Bret_75_84,C11_Christ_Breth_85ov,C11_Christ_Bret_To,C11_Christ_Cath_0_14,C11_Christ_Cath_15_24,C11_Christ_Cath_25_34,C11_Christ_Cath_35_44,C11_Christ_Cath_45_54,C11_Christ_Cath_55_64,C11_Christ_Cath_65_74,C11_Christ_Cath_75_84,C11_Christ_Catho_85ov,C11_Christ_Catho_Tot,C11_C_Chur_Christ_0_14,C11_C_Chur_Christ_15_24,C11_C_Chur_Christ_25_34,C11_C_Chur_Christ_35_44,C11_C_Chur_Christ_45_54,C11_C_Chur_Christ_55_64,C11_C_Chur_Christ_65_74,C11_C_Chur_Christ_75_84,C11_C_Chur_Christ_85ov,C11_C_Chur_Christ_Tot,C11_C_East_Ortho_0_14,C11_C_East_Ortho_15_24,C11_C_East_Ortho_25_34,C11_C_East_Ortho_35_44,C11_C_East_Ortho_45_54,C11_C_East_Ortho_55_64,C11_C_East_Ortho_65_74,C11_C_East_Ortho_75_84,C11_C_East_Ortho_85ov,C11_C_East_Ortho_To,C11_Chr_Jeh_Wit_0_14,C11_Chr_Jeh_Wit_15_24,C11_Chr_Jeh_Wit_25_34,C11_Chr_Jeh_Wit_35_44,C11_Chr_Jeh_Wit_45_54,C11_Chr_Jeh_Wit_55_64,C11_Chr_Jeh_Wit_65_74,C11_Chr_Jeh_Wit_75_84,C11_Chr_Jeh_Wit_85ov,C11_Chr_Jeh_Wit_Tot,C11_Ch_La_Da_Sai_0_14,C11_Ch_La_Da_Sa_15_24,C11_Ch_La_Da_Sa_25_34,C11_Ch_La_Da_Sa_35_44,C11_Ch_La_Da_Sa_45_54,C11_Ch_La_Da_Sa_55_64,C11_Ch_La_Da_Sa_65_74,C11_Ch_La_Da_Sa_75_84,C11_Chr_Lat_Da_Sa_85ov,C11_Chr_Lat_Da_Sa_Tot,C11_C_Luthe_0_14,C11_C_Luthe_15_24,C11_C_Luthe_25_34,C11_C_Luthe_35_44,C11_C_Luthe_45_54,C11_C_Luthe_55_64,C11_C_Luthe_65_74,C11_C_Luthe_75_84,C11_C_Luthe_85ov,C11_C_Luthe_Tot,C11_ch_Ori_Orth_0_14,C11_ch_Ori_Orth_15_24,C11_ch_Ori_Orth_25_34,C11_ch_Ori_Orth_35_44,C11_ch_Ori_Orth_45_54,C11_ch_Ori_Orth_55_64,C11_ch_Ori_Orth_65_74,C11_ch_Ori_Orth_75_84,C11_ch_Ori_Orth_85ov,C11_ch_Ori_Ort_To,C11_C_Oth_Pro_0_14,C11_C_Oth_Pro_15_24,C11_C_Oth_Pro_25_34,C11_C_Oth_Pro_35_44,C11_C_Oth_Pro_45_54,C11_C_Oth_Pro_55_64,C11_C_Oth_Pro_65_74,C11_C_Oth_Pro_75_84,C11_C_Oth_Pro_85ov,C11_C_Oth_Pro_Tot,C11_C_Pent_0_14,C11_C_Pent_15_24,C11_C_Pent_25_34,C11_C_Pent_35_44,C11_C_Pent_45_54,C11_C_Pent_55_64,C11_C_Pent_65_74,C11_C_Pent_75_84,C11_C_Pent_85ov,C11_C_Pent_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot
LGA54830,32,40,54,33,21,14,4,0,0,198,1023,626,791,703,451,311,139,90,19,4153,5,12,12,4,3,5,7,3,4,55,5325,3196,3653,3543,2754,2149,1401,719,195,22935,58,43,78,69,48,32,11,4,0,343,880,487,610,816,846,736,516,316,92,5299,0,0,0,0,0,0,0,0,0,0,84,63,50,64,64,56,35,22,0,438,0,0,0,0,0,0,0,0,0,0,1353,827,982,890,654,537,329,165,36,5773,15,9,7,13,11,10,4,4,0,73,49,12,48,35,25,35,17,3,0,224,69,39,47,41,39,43,35,16,3,332,27,16,16,14,15,12,3,0,0,103,25,11,31,23,20,16,15,11,7,159,4,0,3,3,3,0,0,0,0,13,17,9,20,25,16,6,5,0,3,101,106,41,72,52,43,38,29,5,0,386,44,37,61,68,92,94,94,33,20,543,15,3,20,15,17,15,14,10,3,112
LGA54900,5,3,4,4,0,0,0,0,0,16,31,15,25,19,20,10,3,0,0,123,0,13,3,0,0,0,3,0,0,19,323,129,206,240,250,146,85,48,10,1437,0,0,0,0,0,0,0,0,0,0,49,23,38,63,84,63,34,18,6,378,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,59,18,36,42,61,27,10,5,3,261,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,3,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,3,0,0,0,0,0,6,7,0,0,3,9,3,4,3,0,29,0,0,0,0,3,0,0,0,0,3
LGA54970,4,8,11,9,0,3,4,0,0,39,25,38,78,59,54,23,5,3,0,285,0,0,4,0,5,0,0,0,0,9,108,202,416,416,359,164,62,9,3,1739,0,0,3,3,4,3,0,0,0,13,3,16,46,53,75,60,13,3,0,269,0,0,0,0,0,0,0,0,0,0,5,4,5,6,3,7,4,0,0,34,0,0,0,0,0,0,0,0,0,0,17,45,85,85,58,42,19,5,0,356,70,44,38,36,33,10,3,0,0,234,0,0,3,3,0,3,0,0,0,9,0,0,0,5,3,0,0,0,0,8,0,0,0,0,3,3,0,0,0,6,0,0,0,6,3,4,4,0,0,17,0,0,0,0,0,0,0,0,0,0,4,5,3,3,3,0,0,0,0,18,0,0,0,3,0,0,0,0,0,3,0,3,4,5,20,17,7,0,0,56,0,0,0,0,3,3,3,0,0,9
LGA55040,0,3,10,8,6,0,0,0,0,27,51,30,53,50,33,31,5,0,0,253,0,3,3,0,6,3,3,0,0,18,330,248,603,511,361,217,60,14,4,2348,3,7,7,9,11,3,0,0,0,40,57,36,114,112,155,76,31,4,3,588,0,0,0,0,0,0,0,0,0,0,5,12,12,8,15,4,0,0,0,56,0,0,0,0,4,0,0,0,0,4,49,77,174,141,125,75,15,4,0,660,5,6,3,6,7,3,0,0,0,30,0,4,0,4,9,0,0,0,0,17,0,0,0,0,0,0,5,0,0,5,0,0,5,4,4,0,0,0,0,13,10,0,6,4,6,5,7,0,0,38,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,4,0,14,0,0,3,3,0,3,0,0,0,9,3,0,16,19,17,21,0,0,0,76,0,0,0,0,4,4,0,0,0,8
LGA55110,66,70,68,54,38,18,13,6,0,333,1680,878,672,915,885,808,633,462,138,7071,22,56,23,28,36,27,23,10,0,225,10503,6251,5030,6898,7173,7027,5931,3914,1052,53779,82,78,111,141,124,72,26,5,6,645,2134,1398,1089,1992,2532,3020,2968,1941,654,17728,0,0,0,0,0,0,0,0,0,0,363,178,135,201,188,196,167,98,24,1550,0,0,0,0,0,3,3,3,0,9,2912,1767,1343,1672,1850,1599,1315,773,224,13455,31,27,9,19,30,27,30,25,10,208,32,18,27,37,24,24,17,15,3,197,65,62,64,57,77,101,52,35,14,527,64,52,30,22,30,27,21,5,3,254,100,34,42,60,66,72,47,34,19,474,0,0,4,3,0,0,0,0,0,7,20,17,22,19,20,19,17,5,3,142,128,105,52,90,75,61,61,35,3,610,115,71,72,145,222,382,350,263,78,1698,19,14,9,16,26,40,43,29,15,211
LGA55180,17,3,8,4,5,0,0,0,0,37,327,160,125,177,176,128,68,33,16,1210,10,53,43,21,10,7,10,4,0,158,2191,1108,961,1400,1429,1109,671,387,131,9387,16,3,9,16,13,14,0,0,0,71,218,105,100,235,327,364,262,137,65,1813,0,0,0,0,0,0,0,0,0,0,39,21,8,20,26,28,17,12,0,171,0,0,0,0,0,0,0,0,0,0,448,186,156,264,316,271,157,106,32,1936,5,0,0,0,6,0,5,0,0,16,15,6,6,6,18,10,13,17,4,95,3,4,9,4,13,14,3,3,3,56,0,4,0,0,3,3,0,0,3,13,8,3,3,4,3,17,7,3,0,48,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,4,0,14,6,3,3,5,7,0,9,0,0,33,5,3,4,8,20,24,39,21,6,130,0,0,0,3,0,4,5,0,0,12
LGA55250,3,3,7,3,3,0,0,0,0,19,108,52,78,78,70,42,30,6,5,469,0,10,6,3,3,0,0,0,0,22,337,235,300,291,296,173,74,21,8,1735,0,3,3,3,5,0,3,0,0,17,5,10,36,42,64,64,32,11,4,268,0,0,0,0,0,0,0,0,0,0,3,0,3,4,5,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,12,37,66,60,63,39,21,3,0,301,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,3,0,0,3,0,0,0,6,0,0,8,0,0,7,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,3,3,0,0,3,0,0,9,0,0,0,0,16,10,3,0,0,29,0,0,0,0,0,0,0,3,0,3
LGA55320,85,175,122,82,64,25,18,3,3,577,1760,1489,963,1151,1395,855,530,473,191,8807,104,393,121,102,117,109,61,34,3,1044,16330,14953,9365,12401,14564,10676,6548,5578,1990,92405,293,540,425,433,449,502,186,67,17,2912,2003,1561,1105,2090,2731,2895,2113,1825,952,17275,0,0,0,0,0,0,0,0,0,0,403,371,180,258,315,258,155,108,49,2097,42,23,26,11,18,11,5,10,5,151,5353,4074,2631,3373,3764,3069,1836,1307,484,25891,32,25,18,30,37,54,49,30,20,295,121,112,89,133,164,114,76,44,21,874,37,22,41,25,36,42,13,17,6,239,20,13,12,10,21,10,0,8,3,97,77,53,58,73,72,67,55,39,18,512,11,10,5,13,6,0,5,0,0,50,27,55,38,34,58,30,12,10,3,267,144,153,102,99,115,100,53,27,5,798,282,276,203,314,485,517,378,330,193,2978,11,15,3,9,14,24,19,17,8,120
LGA55390,0,0,0,0,0,0,0,0,0,0,11,7,7,11,9,3,0,0,0,48,0,0,0,0,0,0,0,0,0,0,53,27,40,37,58,30,22,0,0,267,0,0,0,0,0,0,0,0,0,0,6,5,6,5,7,11,8,3,0,51,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,13,4,15,10,10,0,0,59,13,5,0,4,5,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,9,0,0,0,0,0,0,0,0,0,0
LGA55460,6,0,6,3,0,0,0,4,0,19,111,55,48,58,55,45,22,18,5,417,0,127,0,0,0,0,0,3,0,130,722,535,405,477,450,362,237,150,56,3394,3,5,0,4,3,3,3,0,0,21,109,51,60,96,128,133,73,51,14,715,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,3,3,17,0,0,0,0,0,0,0,0,0,0,153,66,81,101,85,66,51,40,4,647,19,0,9,12,3,9,6,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,9,0,4,0,6,5,19,13,4,0,51,0,0,0,0,4,8,0,3,0,15
LGA55530,0,0,0,0,0,0,0,0,0,0,9,7,14,0,5,9,4,4,0,52,0,0,0,3,0,0,0,0,0,3,113,34,66,77,71,48,34,15,6,464,0,0,0,0,0,0,0,0,0,0,18,7,8,21,23,30,13,12,3,135,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,33,15,14,21,18,13,11,4,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,5,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA55600,3,0,3,4,3,3,0,0,0,16,78,36,58,38,53,18,13,8,4,306,0,7,6,0,4,5,0,0,0,22,550,267,335,369,373,281,138,86,33,2432,0,4,0,0,3,0,0,0,0,7,87,36,65,97,123,108,54,38,27,635,0,0,0,0,0,0,0,0,0,0,17,9,9,9,7,12,4,3,0,70,0,0,0,0,0,0,0,0,0,0,178,86,82,85,100,62,47,12,5,657,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,3,0,0,0,9,4,0,0,0,0,0,0,0,0,4,0,0,3,4,3,0,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,13,5,3,3,3,40,0,0,0,0,3,3,0,0,3,9
LGA55670,0,0,0,0,0,0,0,0,0,0,19,12,8,15,12,9,4,5,3,87,0,0,0,0,0,0,0,0,0,0,203,120,69,120,110,82,65,31,18,818,3,0,3,3,3,0,0,0,0,12,51,25,13,39,46,29,21,22,6,252,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,48,22,24,32,35,22,16,9,0,208,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,3,3,0,3,0,0,0,12,0,0,0,0,3,4,4,3,3,17,0,0,0,0,0,3,0,0,0,3
LGA55740,9,22,14,10,5,0,5,0,0,65,185,159,121,128,151,103,80,67,56,1050,27,48,23,17,10,15,4,0,0,144,1451,1395,930,1126,1206,930,552,376,249,8215,13,21,31,30,24,15,8,6,0,148,342,254,148,237,310,312,271,152,96,2122,0,0,0,0,0,0,0,0,0,0,14,11,12,4,19,15,3,5,5,88,0,0,0,0,0,0,0,0,0,0,427,280,247,247,254,209,138,88,35,1925,3,7,0,3,0,0,0,0,0,13,19,16,7,24,21,8,7,3,0,105,0,0,0,0,0,5,0,0,0,5,0,3,0,0,0,0,0,0,0,3,3,3,8,8,3,5,3,4,3,40,0,3,0,0,0,4,0,0,0,7,11,9,7,3,5,0,0,0,0,35,4,3,7,9,8,7,6,0,0,44,28,18,16,25,40,36,29,23,20,235,0,0,0,0,4,0,0,0,0,4
LGA55810,0,0,4,0,0,0,0,0,0,4,33,5,17,32,14,12,8,3,0,124,0,5,0,0,0,0,0,0,0,5,97,59,95,117,101,68,34,12,0,583,0,0,0,0,0,0,0,0,0,0,4,8,6,18,36,25,24,5,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,33,27,33,50,49,29,22,4,0,247,3,0,3,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,0,0,0,0,0,6,3,0,3,3,3,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,8,0,0,23,0,0,0,0,0,0,0,0,0,0
LGA55880,4,3,0,0,0,0,0,0,0,7,10,5,10,7,5,0,0,3,0,40,0,0,4,0,0,0,0,0,0,4,152,53,85,94,78,68,37,13,5,585,0,0,0,0,0,0,0,0,0,0,33,3,23,35,23,20,12,14,3,166,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,5,12,19,20,11,5,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,13,0,0,0,0,0,0,3,0,0,3
LGA55950,0,3,3,0,0,0,0,0,0,6,7,5,6,4,11,0,5,5,0,43,0,0,0,0,0,0,0,0,0,0,128,53,65,94,86,57,52,26,3,564,0,0,0,0,0,0,3,0,0,3,10,4,10,9,23,23,9,12,0,100,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,3,15,0,0,0,0,0,0,0,0,0,0,26,8,10,18,12,15,13,11,0,113,8,4,3,6,4,3,6,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,3,3,0,5,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0
LGA56020,0,0,4,0,0,0,0,0,0,4,25,24,26,32,20,15,7,3,0,152,0,3,0,0,0,0,0,0,0,3,260,122,149,177,145,91,67,19,0,1030,0,0,0,0,3,0,0,0,0,3,12,7,20,12,31,25,20,7,0,134,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,84,22,48,62,41,38,26,11,3,335,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,0,0,3,0,0,0,3,0,6,0,0,3,0,4,7,0,3,0,17,0,0,0,0,0,0,0,0,0,0
LGA56090,70,69,57,59,42,20,7,5,0,329,992,710,731,792,638,492,263,155,47,4820,12,36,15,12,22,20,18,3,0,138,7339,4544,3277,5487,5379,4442,2223,1225,367,34283,29,23,36,51,63,42,20,3,0,267,1030,708,352,984,1402,1321,943,489,184,7413,0,0,0,0,0,0,0,0,0,0,167,97,56,104,99,85,53,37,10,708,33,35,18,15,12,10,8,0,0,131,1323,1003,539,915,1132,951,533,269,95,6760,46,35,15,28,36,28,15,10,3,216,31,15,9,31,20,36,3,8,3,156,47,24,24,41,41,47,26,19,3,272,36,17,15,12,16,10,14,4,0,124,21,12,6,22,41,39,41,11,3,196,0,0,0,0,0,0,3,0,0,3,13,14,5,12,20,3,3,4,0,74,61,40,23,32,37,28,26,8,3,258,49,44,18,62,114,171,118,60,19,655,7,4,4,14,11,31,19,3,3,96
LGA56160,0,0,0,3,0,0,0,0,0,3,0,0,5,5,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,20,14,24,44,29,40,12,0,0,183,0,0,0,0,0,0,0,0,0,0,3,3,8,0,6,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,8,0,5,0,9,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA56230,12,10,20,11,3,5,3,0,3,67,403,195,167,225,236,227,155,65,21,1694,13,3,4,7,4,9,3,0,0,43,2365,1140,1074,1553,1649,1728,1234,598,112,11453,15,8,20,20,27,17,4,3,0,114,504,275,218,427,544,659,637,349,79,3692,0,0,0,0,0,0,0,0,0,0,78,21,22,37,34,33,20,16,3,264,0,0,0,0,0,0,7,0,0,7,578,268,270,357,365,336,284,128,20,2606,0,0,0,4,7,10,4,5,0,30,4,0,0,3,8,4,0,0,0,19,58,14,30,28,20,20,9,5,3,187,0,7,3,3,3,4,3,0,0,23,0,6,0,3,14,13,13,3,3,55,0,0,0,0,0,0,0,0,0,0,13,5,3,9,8,6,6,3,3,56,33,10,13,11,11,11,11,3,0,103,32,14,17,34,43,71,68,31,3,313,3,4,0,3,7,5,4,8,3,37
LGA56300,0,0,0,3,0,0,0,0,0,3,34,14,14,22,34,28,18,4,3,171,5,0,4,5,0,0,0,0,0,14,246,79,113,177,192,228,104,45,12,1196,0,0,0,0,4,12,0,0,0,16,41,24,14,30,47,80,60,23,6,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,35,20,10,30,27,35,30,4,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,3,3,5,3,0,0,17,0,0,0,0,0,3,0,0,0,3
LGA56370,0,3,3,3,0,0,0,0,0,9,32,11,14,8,13,7,3,4,0,92,0,0,0,0,0,0,0,0,0,0,192,75,93,120,153,92,70,40,15,850,0,0,0,0,0,0,0,0,0,0,24,6,15,28,53,39,37,25,13,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,26,22,13,23,23,14,13,14,0,148,8,6,3,5,9,3,3,0,0,37,0,0,0,4,0,0,0,0,0,4,4,3,5,0,0,3,0,0,0,15,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,12,0,0,0,0,0,0,0,0,0,0
LGA56450,0,0,3,0,0,0,0,0,0,3,15,18,4,11,5,11,7,0,0,71,0,0,0,0,0,0,0,0,0,0,165,181,71,101,147,121,56,13,3,858,0,3,0,0,3,0,0,0,0,6,34,28,14,37,41,32,27,4,0,217,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,44,31,13,29,23,12,20,4,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,10,0,0,0,0,0,0,0,0,0,0
LGA56520,4,11,5,6,0,0,0,0,0,26,130,65,48,45,39,35,31,21,10,424,8,7,0,3,0,0,0,0,0,18,969,683,475,527,547,429,264,206,112,4212,3,3,3,8,0,5,0,3,0,25,153,59,60,125,137,142,83,61,29,849,0,0,0,0,0,0,0,0,0,0,71,31,26,37,18,15,7,7,4,216,0,0,0,0,0,3,0,0,0,3,215,114,91,110,109,115,53,43,27,877,0,0,0,0,3,0,0,0,0,3,0,5,0,0,3,0,4,0,0,12,7,8,15,15,10,9,6,3,0,73,9,4,0,4,4,10,3,0,0,34,6,3,5,6,3,8,4,6,3,44,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,12,13,9,7,13,3,0,3,0,0,48,11,0,0,7,16,14,12,13,3,76,7,7,6,3,8,8,7,0,0,46
LGA56580,13,66,24,10,15,11,0,3,0,142,454,424,185,253,335,290,170,228,244,2583,38,102,33,32,38,16,11,7,0,277,4007,3408,1632,2588,3247,2523,1479,1384,914,21182,44,75,43,70,73,66,45,18,3,437,859,535,262,551,734,809,581,392,286,5009,0,0,0,0,0,0,0,0,0,0,29,37,23,18,33,49,19,12,6,226,0,0,0,0,0,4,0,0,0,4,1101,739,335,559,741,511,369,183,125,4663,9,10,4,5,9,10,12,15,0,74,57,31,18,31,37,41,22,20,10,267,5,0,0,4,5,5,8,0,0,27,6,3,0,13,3,0,0,0,0,25,17,10,4,13,25,22,10,6,0,107,4,0,0,3,0,0,0,0,0,7,3,17,5,5,8,11,10,0,3,62,10,22,13,10,18,24,7,5,0,109,57,36,30,51,75,82,59,47,42,479,0,0,0,0,4,3,0,21,13,41
