region_id,C01_0_74_CF_NC,C01_0_74_CF_Cu15DS_,C01_0_74_CF_CU15_NDS,C01_0_74_CF_NCU15_DS,C01_0_74_CF_NDCO,C01_0_74_CF_T,C01_75_99_CF_NC,C01_75_99_CF_Cu15DS_,C01_75_99_CF_CU15_NDS,C01_75_99_CF_NCU15_DS,C01_75_99_CF_NDCO,C01_75_99_CF_T,C01_100_149_CF_NC,C01_100_149_CF_Cu15DS_,C01_100_149_CF_CU15_NDS,C01_100_149_CF_NCU15_DS,C01_100_149_CF_NDCO,C01_100_149_Co_fam_To,C01_150_199_CF_NC,C01_150_199_CF_Cu15DS_,C01_150_199_CF_CU15_NDS,C01_150_199_CF_NCU15_DS,C01_150_199_CF_NDCO,C01_150_199_CF_T,C01_200_224_CF_NC,C01_200_224_CF_Cu15DS_,C01_200_224_CF_CU15_NDS,C01_200_224_CF_NCU15_DS,C01_200_224_CF_NDCO,C01_200_224_CF_T,C01_225_274_CF_NC,C01_225_274_CF_Cu15DS_,C01_225_274_CF_CU15_NDS,C01_225_274_CF_NCU15_DS,C01_225_274_CF_NDCO,C01_225_274_CF_T,C01_275_349_CF_NC,C01_275_349_CF_Cu15DS_,C01_275_349_CF_CU15_NDS,C01_275_349_CF_NCU15_DS,C01_275_349_CF_NDCO,C01_275_349_CF_T,C01_350_449_CF_NC,C01_350_449_CF_Cu15DS_,C01_350_449_CF_CU15_NDS,C01_350_449_CF_NCU15_DS,C01_350_449_CF_NDCO,C01_350_449_CF_T,C01_450_549_CF_NC,C01_450_549_CF_Cu15DS_,C01_450_549_CF_CU15_NDS,C01_450_549_CF_NCU15_DS,C01_450_549_CF_NDCO,C01_450_549_CF_T,C01_550_649_CF_NC,C01_550_649_CF_Cu15DS_,C01_550_649_CF_CU15_NDS,C01_550_649_CF_NCU15_DS,C01_550_649_CF_NDCO,C01_550_649_CF_T,C01_650over_CF_NC,C01_650ov_CF_Cu15DS_,C01_650ov_CF_CU15_NDS,C01_650ov_CF_NCU15_DS,C01_650ov_CF_NDCO,C01_650ov_CF_T,C01_Rns_CF_NC,C01_Rns_CF_Cu15DS_,C01_Rns_CF_CU15_NDS,C01_Rns_CF_NCU15_DS,C01_Rns_CF_NDCO,C01_Rns_CF_T,C01_Tot_CF_NC,C01_Tot_CF_Cu15DS_,C01_Tot_CF_CU15_NDS,C01_Tot_CF_NCU15_DS,C01_Tot_CF_NDCO,C01_Tota_Coup_fam_Tota,C06_0_74_CF_NC,C06_0_74_CF_Cu15DS_,C06_0_74_CF_CU15_NDS,C06_0_74_CF_NCU15_DS,C06_0_74_CF_NDCO,C06_0_74_Coup_fam_Tot,C06_75_99_CF_NC,C06_75_99_CF_Cu15DS_,C06_75_99_CF_CU15_NDS,C06_75_99_CF_NCU15_DS,C06_75_99_CF_NDCO,C06_75_99_CF_T,C06_100_149_CF_NC,C06_100_149_CF_Cu15DS_,C06_100_149_CF_CU15_NDS,C06_100_149_CF_NCU15_DS,C06_100_149_CF_NDCO,C06_100_149_Co_fam_To,C06_150_199_CF_NC,C06_150_199_CF_Cu15DS_,C06_150_199_CF_CU15_NDS,C06_150_199_CF_NCU15_DS,C06_150_199_CF_NDCO,C06_150_199_CF_T,C06_200_224_CF_NC,C06_200_224_CF_Cu15DS_,C06_200_224_CF_CU15_NDS,C06_200_224_CF_NCU15_DS,C06_200_224_CF_NDCO,C06_200_224_CF_T,C06_225_274_CF_NC,C06_225_274_CF_Cu15DS_,C06_225_274_CF_CU15_NDS,C06_225_274_CF_NCU15_DS,C06_225_274_CF_NDCO,C06_225_274_CF_T,C06_275_349_CF_NC,C06_275_349_CF_Cu15DS_,C06_275_349_CF_CU15_NDS,C06_275_349_CF_NCU15_DS,C06_275_349_CF_NDCO,C06_275_349_CF_T,C06_350_449_CF_NC,C06_350_449_CF_Cu15DS_,C06_350_449_CF_CU15_NDS,C06_350_449_CF_NCU15_DS,C06_350_449_CF_NDCO,C06_350_449_CF_T,C06_450_549_CF_NC,C06_450_549_CF_Cu15DS_,C06_450_549_CF_CU15_NDS,C06_450_549_CF_NCU15_DS,C06_450_549_CF_NDCO,C06_450_549_CF_T,C06_550_649_CF_NC,C06_550_649_CF_Cu15DS_,C06_550_649_CF_CU15_NDS,C06_550_649_CF_NCU15_DS,C06_550_649_CF_NDCO,C06_550_649_CF_T,C06_650over_CF_NC,C06_650ov_CF_Cu15DS_,C06_650ov_CF_CU15_NDS,C06_650ov_CF_NCU15_DS,C06_650ov_CF_NDCO,C06_650ov_CF_T,C06_Rns_CF_NC,C06_Rns_CF_Cu15DS_,C06_Rns_CF_CU15_NDS,C06_Rns_CF_NCU15_DS,C06_Rns_CF_NDCO,C06_Rns_CF_T,C06_Tot_CF_NC,C06_Tot_CF_Cu15DS_,C06_Tot_CF_CU15_NDS,C06_Tot_CF_NCU15_DS,C06_Tot_CF_NDCO,C06_Tot_CF_T,C11_0_74_CF_NC,C11_0_74_CF_Cu15DS_,C11_0_74_CF_CU15_NDS,C11_0_74_CF_NCU15_DS,C11_0_74_CF_NDCO,C11_0_74_CF_T,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_CF_T,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_CF_T,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_CF_T,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_CF_T,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_CF_T,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_CF_T,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_
LGA11500,334,17,185,29,46,611,142,61,256,45,51,555,189,85,414,49,76,813,769,214,1348,110,269,2710,202,69,427,28,53,779,79,41,165,17,21,323,16,5,20,6,9,56,7,3,17,3,3,33,3,3,10,3,0,19,0,0,3,0,0,3,5,3,12,3,0,23,46,22,104,11,23,206,1792,523,2961,304,551,6131,95,13,64,7,7,186,67,4,61,3,18,153,336,66,252,33,64,751,494,134,628,62,200,1518,442,80,612,60,117,1311,373,118,656,38,103,1288,73,49,152,18,39,331,21,14,44,9,10,98,3,0,8,0,3,14,5,0,0,0,0,5,17,8,10,4,4,43,42,19,59,12,16,148,1968,505,2546,246,581,5846,70,3,48,5,7,133,15,3,15,0,6,39,277,20,77,20,43,437,145,71,190,31,77,514,122,30,142,18,56,368,311,75,364,46,140,936,635,137,875,76,171,1894,325,120
LGA11520,75,8,49,4,8,144,12,0,12,3,4,31,42,3,13,3,7,68,53,6,28,3,5,95,65,10,47,7,4,133,228,15,100,13,21,377,569,19,241,37,46,912,431,20,256,32,33,772,112,12,71,12,15,222,26,5,27,0,0,58,35,0,29,3,5,72,28,0,25,4,7,64,1676,98,898,121,155,2948,62,3,57,8,5,135,9,3,4,0,3,19,70,3,22,3,3,101,64,7,43,5,4,123,48,4,14,7,7,80,138,7,62,12,9,228,635,17,264,34,44,994,759,33,407,36,49,1284,224,25,174,17,26,466,79,6,73,4,6,168,71,18,86,10,6,191,37,3,22,4,4,70,2196,129,1228,140,166,3859,55,7,55,11,7,135,9,0,0,0,0,9,49,0,5,0,3,57,41,3,11,7,8,70,51,0,27,3,3,84,44,0,25,0,3,72,119,5,63,6,8,201,477,17
LGA11550,313,30,139,15,43,540,94,25,87,21,17,244,244,56,286,35,49,670,999,125,1703,116,145,3088,308,68,453,57,46,932,336,107,571,73,106,1193,217,70,339,64,66,756,61,21,98,20,20,220,11,3,10,7,3,34,4,3,6,0,0,13,26,8,24,0,0,58,93,21,94,21,22,251,2706,537,3810,429,517,7999,105,15,98,14,16,248,69,0,14,7,4,94,341,27,152,25,35,580,939,94,1102,69,102,2306,397,49,507,46,57,1056,418,109,647,65,83,1322,382,119,613,78,122,1314,133,39,231,25,52,480,13,5,32,12,10,72,5,3,11,0,0,19,24,5,29,0,3,61,85,16,70,11,22,204,2911,481,3506,352,506,7756,98,13,89,20,15,235,21,0,3,0,0,24,218,12,35,6,17,288,180,13,73,21,29,316,130,14,90,11,14,259,411,53,476,41,48,1029,1166,153,1563,114,127,3123,689,168
LGA11600,48,6,40,3,4,101,7,0,16,0,0,23,17,0,34,0,4,55,6,3,7,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,3,3,0,0,11,86,12,100,6,8,212,31,3,35,3,7,79,4,0,7,0,0,11,7,3,9,0,0,19,10,3,10,0,0,23,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,56,12,67,3,7,145,28,4,28,0,3,63,3,0,0,0,0,3,5,3,9,3,0,20,17,3,5,0,0,25,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0
LGA11700,31,3,35,3,3,75,6,3,9,0,0,18,4,0,9,3,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,0,0,8,44,6,58,6,9,123,42,0,28,3,3,76,3,0,3,0,0,6,10,0,27,3,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,8,59,0,62,6,6,133,41,0,32,0,0,73,0,0,6,0,0,6,15,9,25,0,3,52,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11720,78,5,65,8,8,164,47,8,48,0,8,111,164,28,290,10,33,525,82,24,163,11,16,296,11,3,10,3,3,30,3,3,13,3,3,25,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,3,12,11,0,17,0,0,28,399,71,612,38,77,1197,33,4,38,4,5,84,22,0,11,3,0,36,112,9,81,3,19,224,186,22,273,15,38,534,60,13,127,3,12,215,41,10,72,7,3,133,22,8,34,0,4,68,3,3,3,0,0,9,0,3,3,0,0,6,0,0,0,0,0,0,3,0,3,3,0,9,27,0,14,0,9,50,509,72,659,38,90,1368,41,13,30,6,0,90,7,0,4,0,0,11,60,5,20,3,6,94,96,6,78,10,24,214,71,10,72,0,17,170,149,20,201,13,23,406,156,26,218,14,31,445,87,12
LGA11730,144,13,115,13,15,300,60,11,69,7,9,156,257,50,318,32,40,697,133,34,296,10,20,493,7,3,13,3,0,26,4,3,8,0,3,18,3,0,3,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,12,25,3,17,3,0,48,644,117,843,68,87,1759,69,9,79,10,8,175,32,6,20,3,8,69,165,19,101,11,31,327,239,29,247,23,33,571,86,14,107,6,17,230,58,22,102,7,9,198,9,7,10,0,0,26,0,0,6,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,10,0,4,0,0,14,11,3,20,3,6,43,679,109,699,63,112,1662,52,11,59,3,4,129,6,3,3,0,3,15,64,6,31,4,10,115,139,3,66,6,19,233,94,5,75,6,11,191,155,22,179,8,27,391,148,39,210,21,15,433,37,12
LGA11750,51,11,64,7,4,137,14,0,16,0,0,30,49,5,58,3,3,118,11,0,24,0,3,38,0,0,7,0,0,7,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,16,131,16,182,10,10,349,29,6,27,0,4,66,10,3,3,0,3,19,43,5,38,6,6,98,28,6,36,0,4,74,3,3,8,0,0,14,4,0,7,0,0,11,0,3,5,0,0,8,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,3,15,120,29,133,6,20,308,24,3,22,3,3,55,5,0,6,0,0,11,27,4,26,5,3,65,28,3,31,4,0,66,18,0,6,0,0,24,12,3,18,0,9,42,6,3,17,0,0,26,0,0
LGA11800,156,12,90,13,18,289,84,14,72,6,7,183,356,31,249,23,35,694,375,72,588,43,45,1123,67,28,111,14,15,235,27,16,73,12,7,135,16,5,25,3,0,49,3,0,10,0,0,13,0,3,6,0,0,9,0,0,0,0,0,0,10,0,7,0,0,17,24,5,20,0,4,53,1118,186,1251,114,131,2800,74,6,43,5,7,135,40,0,3,0,3,46,190,21,75,5,24,315,293,34,195,12,42,576,175,14,189,12,24,414,232,55,343,43,23,696,114,38,216,10,15,393,26,10,55,10,6,107,4,0,5,0,0,9,0,0,0,0,0,0,8,0,8,3,0,19,32,4,14,3,4,57,1188,182,1146,103,148,2767,62,3,41,8,8,122,3,0,4,0,0,7,112,4,25,0,6,147,126,10,55,8,18,217,115,5,70,3,14,207,246,25,174,20,32,497,370,57,421,21,32,901,191,83
LGA11860,28,3,39,3,3,76,3,0,3,0,0,6,4,0,7,0,0,11,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,38,6,52,3,3,102,26,4,30,0,0,60,0,0,0,0,0,0,7,3,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,10,36,7,40,0,3,86,14,0,22,4,4,44,3,0,0,0,0,3,6,3,4,0,0,13,0,0,3,0,0,3,0,0,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA12000,28,3,21,0,3,55,5,3,7,0,3,18,12,0,13,3,0,28,3,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,51,9,47,3,6,116,18,3,24,0,0,45,3,0,3,0,3,9,13,0,9,0,0,22,8,3,7,3,0,21,0,0,3,3,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,42,6,52,6,3,109,15,0,10,3,0,28,4,0,4,0,0,8,12,0,9,0,0,21,11,0,11,0,0,22,0,0,4,0,3,7,3,0,4,0,3,10,3,3,0,0,0,6,3,0
LGA12050,34,0,23,3,4,64,15,0,17,0,0,32,56,5,62,5,7,135,17,7,30,3,0,57,3,3,5,0,0,11,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,4,0,4,0,0,8,135,15,147,11,11,319,20,3,14,0,0,37,3,0,6,3,0,12,41,3,22,3,4,73,40,6,42,0,8,96,10,3,16,0,0,29,7,3,14,3,0,27,4,0,4,0,0,8,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,3,0,6,0,0,3,0,0,3,4,0,3,0,0,7,129,18,130,12,12,301,11,0,14,3,0,28,5,0,0,0,0,5,17,0,0,0,0,17,41,3,17,0,5,66,28,0,21,3,3,55,21,6,38,0,5,70,8,5,27,3,0,43,3,6
LGA12150,40,7,55,3,9,114,12,0,16,0,4,32,17,3,37,3,0,60,0,0,3,0,0,3,0,0,3,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,4,0,3,0,0,7,76,13,120,6,13,228,33,6,32,0,3,74,11,0,3,0,0,14,14,7,27,0,0,48,7,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,3,3,3,14,73,13,72,3,6,167,34,7,23,0,6,70,4,0,0,0,0,4,20,0,13,0,6,39,10,0,16,0,0,26,0,3,3,0,0,6,4,0,0,4,0,8,0,0,3,0,0,3,0,0
LGA12200,36,5,30,5,0,76,14,3,20,0,3,40,43,9,56,5,3,116,12,0,14,3,3,32,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,12,114,17,129,13,9,282,24,4,17,4,4,53,14,0,0,0,0,14,42,6,19,5,7,79,23,4,30,0,7,64,8,0,7,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,0,0,6,117,14,79,9,18,237,27,4,14,0,0,45,3,0,0,0,0,3,23,0,10,0,3,36,32,3,27,3,3,68,9,0,9,0,3,21,15,0,7,3,3,28,6,3,7,0,0,16,0,0
LGA12300,40,5,26,0,6,77,13,3,9,0,0,25,82,10,54,3,6,155,17,6,31,4,3,61,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,11,155,24,128,10,15,332,18,6,18,4,0,46,4,0,0,0,0,4,56,3,19,0,0,78,63,3,50,7,6,129,15,6,32,0,6,59,11,0,11,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,3,6,0,0,9,7,3,3,0,0,13,183,24,139,11,12,369,25,3,21,3,0,52,11,0,0,0,0,11,37,0,9,0,0,46,42,3,22,0,0,67,22,0,29,5,0,56,40,6,48,3,0,97,12,0,24,3,3,42,3,0
LGA12350,65,6,58,5,5,139,29,0,26,0,4,59,53,10,124,5,12,204,19,6,31,0,0,56,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,6,0,0,13,173,25,245,13,21,477,32,3,37,4,0,76,17,0,11,0,0,28,50,5,20,3,7,85,65,13,83,4,12,177,15,7,20,0,0,42,4,0,9,0,3,16,4,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,0,7,0,0,15,195,28,195,11,22,451,23,0,26,0,3,52,9,0,4,0,0,13,34,3,22,0,3,62,90,14,54,8,8,174,28,0,30,0,5,63,14,3,19,5,3,44,9,3,5,3,0,20,0,0
LGA12500,25,3,16,0,4,48,22,3,6,0,4,35,70,8,71,3,6,158,16,3,30,3,7,59,3,0,4,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,12,144,23,134,6,21,328,11,0,7,0,0,18,12,0,3,0,3,18,39,5,20,3,6,73,36,7,36,3,0,82,3,0,9,0,0,12,0,0,3,0,0,3,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,3,0,3,0,0,6,107,12,87,9,9,224,7,4,4,0,0,15,0,0,3,0,0,3,29,0,16,3,0,48,44,0,27,0,8,79,15,3,6,3,0,27,12,4,12,3,0,31,0,0,12,0,0,12,3,0
LGA12600,102,10,64,8,11,195,59,10,65,5,6,145,170,15,151,9,20,365,244,43,316,25,26,654,25,10,48,3,5,91,13,6,37,5,0,61,4,0,6,0,0,10,3,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,29,636,94,705,55,68,1558,43,6,36,3,9,97,26,5,20,0,4,55,132,12,78,4,16,242,226,29,201,13,11,480,84,17,117,10,7,235,51,11,96,3,9,170,21,15,40,5,5,86,6,0,13,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,17,0,10,3,3,33,606,95,614,41,64,1420,46,6,26,7,4,89,6,0,5,0,0,11,90,7,46,5,5,153,120,12,69,10,11,222,80,6,76,7,9,178,152,12,161,6,19,350,91,24,145,15,12,287,40,23
LGA12700,25,5,34,3,4,71,0,0,12,0,0,12,49,10,51,0,13,123,4,0,20,0,3,27,3,0,3,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,3,3,0,0,11,89,18,126,3,20,256,19,3,19,3,3,47,0,3,3,0,0,6,26,3,17,0,4,50,19,3,35,0,8,65,8,3,12,0,3,26,3,3,0,0,3,9,0,0,5,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,7,0,4,0,0,11,85,18,98,3,25,229,27,0,18,0,5,50,5,0,0,3,0,8,14,0,8,0,4,26,16,7,16,0,3,42,12,0,14,0,7,33,11,0,21,0,3,35,4,3,11,6,3,27,6,0
LGA12750,108,5,73,6,13,205,51,4,33,3,8,99,234,17,154,10,25,440,120,43,218,20,23,424,15,4,22,3,0,44,13,3,18,3,0,37,3,3,3,0,0,9,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,18,3,11,0,4,36,562,85,535,45,73,1300,63,5,57,0,3,128,17,0,16,3,3,39,111,7,54,8,14,194,188,20,122,15,12,357,103,13,109,11,9,245,90,20,140,12,16,278,21,6,44,3,7,81,0,0,6,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,3,6,23,6,10,0,6,45,616,77,564,52,73,1382,52,3,40,3,0,98,4,0,4,0,3,11,58,3,34,3,9,107,98,3,35,3,10,149,82,8,60,3,16,169,180,26,137,12,28,383,121,17,162,13,17,330,48,18
LGA12850,427,33,195,38,85,778,153,100,194,56,44,547,525,119,651,92,152,1539,702,207,1217,180,226,2532,276,173,673,110,160,1392,204,128,460,81,130,1003,33,16,80,19,25,173,11,3,20,7,6,47,5,3,6,4,3,21,3,3,4,0,0,10,26,9,25,6,0,66,81,38,108,21,29,277,2446,832,3633,614,860,8385,135,22,105,15,23,300,101,4,26,5,9,145,566,86,381,88,109,1230,622,107,740,104,231,1804,318,117,507,90,166,1198,457,223,956,162,221,2019,129,101,291,67,118,706,32,13,52,15,19,131,3,3,12,3,0,21,0,3,3,0,0,6,17,8,24,4,8,61,111,24,81,20,33,269,2491,711,3178,573,937,7890,115,21,114,21,25,296,13,3,10,6,3,35,351,15,61,45,52,524,231,60,145,58,59,553,162,36,153,42,64,457,417,79,459,62,126,1143,588,161,888,152,252,2041,536,390
LGA12900,65,10,57,4,9,145,8,0,14,0,3,25,50,3,59,3,11,126,17,7,33,5,3,65,3,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,3,4,3,3,0,13,149,27,173,15,26,390,40,4,30,6,4,84,10,0,3,0,0,13,42,4,17,0,3,66,41,8,46,6,3,104,3,0,7,0,3,13,4,0,4,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,8,3,12,0,3,26,151,19,125,12,16,323,30,4,21,3,3,61,3,0,3,0,0,6,37,0,9,3,0,49,60,5,41,3,3,112,13,0,17,3,0,33,5,0,14,0,0,19,3,0,9,3,0,15,0,0
LGA12950,25,6,32,4,5,72,10,3,7,0,3,23,24,5,25,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,59,14,67,7,11,158,26,0,27,3,0,56,12,0,9,0,0,21,27,3,20,4,4,58,0,0,6,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,3,3,0,3,0,0,6,68,3,69,10,7,157,20,0,14,0,0,34,6,0,10,0,0,16,22,0,13,0,0,35,21,4,18,0,8,51,7,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA13010,43,3,50,3,0,99,18,0,15,0,0,33,47,5,62,3,3,120,4,0,6,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,3,0,3,11,117,8,139,9,6,279,36,0,27,3,0,66,12,0,13,3,0,28,43,0,50,3,6,102,28,4,37,0,0,69,3,3,3,0,0,9,4,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,13,130,13,133,9,9,294,19,7,14,3,0,43,5,0,0,0,0,5,27,0,13,3,0,43,44,0,29,6,10,89,27,0,24,0,0,51,10,0,23,0,0,33,6,0,5,0,0,11,0,0
LGA13050,19,3,22,0,3,47,4,0,9,3,0,16,37,4,44,3,3,91,4,0,9,0,0,13,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,3,0,0,0,8,72,10,87,6,6,181,16,3,17,3,0,39,0,0,3,3,0,6,30,3,14,0,3,50,26,6,27,4,3,66,3,3,3,0,0,9,3,0,3,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,13,85,18,70,13,6,192,16,0,15,3,0,34,0,0,0,0,0,0,16,0,5,0,0,21,11,6,8,0,3,28,9,3,9,5,0,26,13,5,15,0,0,33,9,3,17,0,0,29,0,0
LGA13100,260,7,117,7,28,419,95,14,64,8,14,195,202,16,130,13,31,392,733,53,671,31,99,1587,443,54,516,32,55,1100,346,81,450,48,68,993,109,41,183,28,37,398,31,16,68,6,13,134,6,4,14,3,3,30,0,0,4,0,0,4,11,0,11,3,0,25,55,9,51,8,8,131,2291,295,2279,187,356,5408,130,13,72,9,18,242,50,3,12,3,3,71,229,13,77,11,27,357,354,19,192,8,42,615,408,28,334,26,59,855,718,67,789,57,108,1739,355,74,476,38,63,1006,123,47,207,29,22,428,21,13,51,6,5,96,19,3,4,3,3,32,12,3,17,3,7,42,63,4,26,4,7,104,2482,287,2257,197,364,5587,86,13,81,7,15,202,28,0,4,3,3,38,173,3,33,11,5,225,161,20,55,5,15,256,160,11,91,12,20,294,407,31,275,21,32,766,885,87,796,56,99,1923,509,136
