region_id,C01_CFNC_BF_N,C01_CFNC_BF_1_199,C01_CFNC_BF_200_399,C01_CFNC_BF_400_599,C01_CFNC_BF_600_799,C01_CFNC_BF_800_999,C01_CFNC_BF_1000_1499,C01_CFNC_BF_1500_1999,C01_CFNC_BF_2000_2499,C01_CFNC_BF_2500_2999,C01_CFNC_BF_3000m,C01_CFNC_BF_Ns,C01_CFNC_BF_T,C01_CFNC_BPT_N,C01_CFNC_BPT_1_199,C01_CFNC_BPT_200_399,C01_CFNC_BPT_400_599,C01_CFNC_BPT_600_799,C01_CFNC_BPT_800_999,C01_CFNC_BPT_1000_1499,C01_CFNC_BPT_1500_1999,C01_CFNC_BPT_2000_2499,C01_CFNC_BPT_2500_2999,C01_CFNC_BPT_3000M,C01_CFNC_BPT_Ns,C01_CFNC_BPT_T,C01_CFNC_1F1P_Ne_Ni,C01_CFNC_1F1P_1_199,C01_CFNC_1F1P_200_399,C01_CFNC_1F1P_400_599,C01_CFNC_1F1P_600_799,C01_CFNC_1F1P_800_999,C01_CFNC_1F1P_1000_1499,C01_CFNC_1F1P_1500_1999,C01_CFNC_1F1P_2000_2499,C01_CFNC_1F1P_2500_2999,C01_CFNC_1F1P_3000m,C01_CFNC_1F1P_Ns,C01_CFNC_1F1P_T,C01_CFNC_1E1A_Ni,C01_CFNC_1E1A_1_199,C01_CFNC_1E1A_200_399,C01_CFNC_1E1A_400_599,C01_CFNC_1E1A_600_799,C01_CFNC_1E1A_800_999,C01_CFNC_1E1A_1000_1499,C01_CFNC_1E1A_1500_1999,C01_CFNC_1E1A_2000_2499,C01_CFNC_1E1A_2500_2999,C01_CFNC_1E1A_3000m,C01_CFNC_1E1A_Ns,C01_CFNC_1E1A_T,C01_CFNC_1F1NW_N,C01_CFNC_1F1NW_1_199,C01_CFNC_1F1NW_200_399,C01_CFNC_1F1NW_400_599,C01_CFNC_1F1NW_600_799,C01_CFNC_1F1NW_800_999,C01_CFNC_1F1NW_1000_1499,C01_CFNC_1F1NW_1500_1999,C01_CFNC_1F1NW_2000_2499,C01_CFNC_1F1NW_2500_2999,C01_CFNC_1F1NW_3000m,C01_CFNC_1F1NW_Ns,C01_CFNC_1F1NW_T,C01_CFNC_1P1NW_N,C01_CFNC_1P1NW_1_199,C01_CFNC_1P1NW_200_399,C01_CFNC_1P1NW_400_599,C01_CFNC_1P1NW_600_799,C01_CFNC_1P1NW_800_999,C01_CFNC_1P1NW_1000_1499,C01_CFNC_1P1NW_1500_1999,C01_CFNC_1P1NW_2000_2499,C01_CFNC_1P1NW_2500_2999,C01_CFNC_1P1NW_3000M,C01_CFNC_1P1NW_Ns,C01_CFNC_1P1NW_T,C01_CFNC_1A1NW_N,C01_CFNC_1A1NW_1_199,C01_CFNC_1A1NW_200_399,C01_CFNC_1A1NW_400_599,C01_CFNC_1A1NW_600_799,C01_CFNC_1A1NW_800_999,C01_CFNC_1A1NW_1000_1499,C01_CFNC_1A1NW_1500_1999,C01_CFNC_1A1NW_2000_2499,C01_CFNC_1A1NW_2500_2999,C01_CFNC_1A1NW_3000_mr,C01_CFNC_1A1NW_Ns,C01_CFNC_1A1NW_T,C01_CFNC_BA_N,C01_CFNC_BA_1_199,C01_CFNC_BA_200_399,C01_CFNC_BA_400_599,C01_CFNC_BA_600_799,C01_CFNC_BA_800_999,C01_CFNC_BA_1000_1499,C01_CFNC_BA_1500_1999,C01_CFNC_BA_2000_2499,C01_CFNC_BA_2500_2999,C01_CFNC_BA_3000_mr,C01_CFNC_BA_Ns,C01_CFNC_BA_T,C01_CFNC_BNW_N,C01_CFNC_BNW_1_199,C01_CFNC_BNW_200_399,C01_CFNC_BNW_400_599,C01_CFNC_BNW_600_799,C01_CFNC_BNW_800_999,C01_CFNC_BNW_1000_1499,C01_CFNC_BNW_1500_1999,C01_CFNC_BNW_2000_2499,C01_CFNC_BNW_2500_2999,C01_CFNC_BNW_3000m,C01_CFNC_BNW_Ns,C01_CFNC_BNW_T,C01_CFNC_LFns_N,C01_CFNC_LFns_1_199,C01_CFNC_LFns_200_399,C01_CFNC_LFns_400_599,C01_CFNC_LFns_600_799,C01_CFNC_LFns_800_999,C01_CFNC_LFns_1000_1499,C01_CFNC_LFns_1500_1999,C01_CFNC_LFns_2000_2499,C01_CFNC_LFns_2500_2999,C01_CFNC_LFns_3000m,C01_CFNC_LFns_Ns,C01_CFNC_LFns_T,C01_CFNC_T_N,C01_CFNC_T_1_199,C01_CFNC_T_200_399,C01_CFNC_T_400_599,C01_CFNC_T_600_799,C01_CFNC_T_800_999,C01_CFNC_T_1000_1499,C01_CFNC_T_1500_1999,C01_CFNC_T_2000_2499,C01_CFNC_T_2500_2999,C01_CFNC_T_3000_m,C01_CFNC_T_Ns,C01_CFNC_T_T,C01_CF_BFT_N,C01_CF_BFT_1_199,C01_CF_BFT_200_399,C01_CF_BFT_400_599,C01_CF_BFT_600_799,C01_CF_BFT_800_999,C01_CF_BFT_1000_1499,C01_CF_BFT_1500_1999,C01_CF_BFT_2000_2499,C01_CF_BFT_2500_2999,C01_CF_BFT_3000m,C01_CF_BFT_Ns,C01_CF_BFT_Tot,C01_CF_BPT_N,C01_CF_BPT_1_199,C01_CF_BPT_200_399,C01_CF_BPT_400_599,C01_CF_BPT_600_799,C01_CF_BPT_800_999,C01_CF_BPT_1000_1499,C01_CF_BPT_1500_1999,C01_CF_BPT_2000_2499,C01_CF_BPT_2500_2999,C01_CF_BPT_3000m,C01_CF_BPT_Ns,C01_CF_BPT_T,C01_CF_1F1P_N,C01_CF_1F1P_1_199,C01_CF_1F1P_200_399,C01_CF_1F1P_400_599,C01_CF_1F1P_600_799,C01_CF_1F1P_800_999,C01_CF_1F1P_1000_1499,C01_CF_1F1P_1500_1999,C01_CF_1F1P_2000_2499,C01_CF_1F1P_2500_2999,C01_CF_1F1P_3000m,C01_CF_1F1P_Ns,C01_CF_1F1P_T,C01_CF_1E1A_N,C01_CF_1E1A_1_199,C01_CF_1E1A_200_399,C01_CF_1E1A_400_599,C01_CF_1E1A_600_799,C01_CF_1E1A_800_999,C01_CF_1E1A_1000_1499,C01_CF_1E1A_1500_1999,C01_CF_1E1A_2000_2499,C01_CF_1E1A_2500_2999,C01_CF_1E1A_3000_mr,C01_CF_1E1A_Ns,C01_CF_1E1A_T,C01_CF_1F1NW_N,C01_CF_1F1NW_1_199,C01_CF_1F1NW_200_399,C01_CF_1F1NW_400_599,C01_CF_1F1NW_600_799
LGA17750,6,3,9,36,92,120,457,317,130,34,16,18,1238,0,0,9,31,27,18,23,18,6,0,0,4,136,0,3,9,43,104,125,227,89,41,11,4,14,670,0,0,3,7,22,18,39,18,10,4,0,9,130,0,3,25,96,120,85,91,34,7,4,3,47,515,0,8,60,75,50,13,19,9,3,0,3,11,251,0,0,9,14,15,11,12,9,0,0,0,3,73,0,0,4,5,4,10,14,11,3,0,0,3,54,13,19,643,330,204,79,65,19,8,3,6,77,1466,0,0,19,11,5,0,0,0,0,0,0,291,326,19,36,790,648,643,479,947,524,208,56,32,477,4859,6,7,11,30,47,90,388,385,226,72,40,175,1477,0,3,0,15,26,21,47,23,13,0,3,15,166,3,4,12,40,151,253,764,355,141,46,18,154,1941,0,0,3,11,26,29,97,48,25,3,5,28,275,0,3,16,106,238
LGA17800,6,3,8,12,15,17,42,12,8,3,5,4,135,0,3,3,4,6,0,6,3,0,0,0,0,25,0,0,0,14,16,9,14,6,0,0,0,0,59,0,0,0,0,3,0,0,3,0,0,0,0,6,3,3,4,12,16,7,5,3,3,0,0,7,63,0,0,3,6,4,0,0,0,0,0,0,3,16,0,0,0,0,3,0,3,0,0,0,3,0,9,0,0,0,0,3,3,0,0,0,0,0,0,6,4,0,82,49,23,7,4,3,0,0,0,13,185,0,0,5,0,4,0,0,3,0,0,0,27,39,13,9,105,97,93,43,74,33,11,3,8,54,543,3,3,7,9,18,17,34,23,9,0,5,32,160,0,0,3,3,0,4,3,0,0,3,3,0,19,3,3,3,15,40,31,37,14,7,0,3,14,170,0,0,0,3,4,4,6,0,0,0,0,9,26,0,0,5,22,38
LGA17850,6,3,7,13,10,12,24,19,11,0,9,6,120,0,0,0,3,3,0,0,0,3,0,0,0,9,0,0,4,4,8,15,16,6,3,0,3,3,62,0,0,0,0,0,3,3,0,0,0,0,0,6,0,3,3,10,9,6,3,0,0,3,0,11,48,0,0,3,7,5,3,3,0,0,0,0,0,21,0,3,0,3,0,0,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,43,17,5,0,3,3,0,0,0,4,78,0,0,3,0,0,0,0,0,0,0,0,19,22,6,12,63,57,43,39,55,28,17,3,12,43,378,4,3,7,5,3,12,28,13,9,3,0,23,110,0,0,0,3,0,0,3,3,0,0,0,3,12,0,0,0,7,18,14,17,8,4,3,0,8,79,0,0,3,3,3,3,3,0,0,0,0,3,18,0,0,4,16,19
LGA17900,5,0,10,20,19,25,41,30,18,0,4,11,183,0,0,4,9,7,4,4,0,0,3,3,3,37,3,0,3,5,15,17,24,4,0,0,3,0,74,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,4,15,13,9,8,3,0,0,0,3,55,0,5,15,15,5,3,0,0,0,0,0,3,46,0,0,3,3,3,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,4,7,5,5,130,36,18,6,0,0,0,0,0,16,216,0,0,3,0,0,0,0,3,0,0,0,56,62,13,10,172,106,80,64,80,40,18,3,10,99,695,3,0,3,9,16,17,25,29,10,3,5,31,151,0,0,9,4,5,0,4,0,0,0,0,4,26,0,0,0,9,23,17,38,17,6,3,0,21,134,0,0,3,3,6,3,5,7,6,0,0,3,36,0,0,6,23,31
LGA17950,0,0,3,7,5,16,19,11,5,0,0,6,72,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,6,7,17,22,6,0,0,0,3,67,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,5,11,0,5,0,3,0,0,3,27,0,0,7,5,4,3,0,0,0,0,0,0,19,0,0,0,3,3,0,0,3,0,0,0,0,9,0,0,0,3,0,0,0,3,3,0,0,0,9,3,0,40,15,7,3,3,0,0,0,0,5,76,0,0,4,0,0,0,0,0,0,0,0,19,23,3,3,57,44,40,39,52,26,11,0,0,36,311,0,0,0,13,7,11,32,15,10,0,5,20,113,0,0,3,0,0,0,3,0,0,0,0,3,9,0,0,3,3,13,19,33,7,4,0,0,11,93,0,0,3,0,0,5,3,3,0,0,0,0,14,3,3,3,16,19
LGA18000,0,0,8,15,62,150,747,1075,806,539,265,69,3736,0,0,8,54,69,77,96,51,33,13,10,12,423,3,0,9,40,112,181,524,335,222,94,31,28,1579,0,0,5,16,18,24,88,75,45,30,10,15,326,0,0,21,87,136,144,271,227,67,18,14,82,1067,0,9,60,136,123,94,94,48,30,5,8,36,643,0,0,6,26,14,21,17,21,7,4,0,10,126,0,0,0,8,7,12,30,36,24,16,10,8,151,58,37,1032,1093,651,329,340,131,61,22,28,181,3963,0,3,21,21,15,10,8,3,0,0,3,616,700,61,49,1170,1496,1207,1042,2215,2002,1295,741,379,1057,12714,3,0,8,22,53,123,517,715,644,426,438,479,3428,0,0,11,32,48,59,132,130,74,49,26,62,623,6,3,11,48,175,326,1272,1218,1197,482,256,541,5535,0,0,3,11,22,47,139,163,132,92,44,91,744,0,5,23,143,272
LGA18020,12,12,18,25,36,32,58,35,12,4,9,9,262,0,3,3,8,11,5,9,0,0,0,0,3,42,0,3,7,18,25,22,34,11,4,0,3,6,133,0,0,0,3,4,3,8,3,0,0,0,3,24,0,3,9,30,28,9,9,5,0,0,0,11,104,0,3,11,14,7,0,4,0,0,0,3,3,45,0,0,4,3,3,0,0,0,0,0,0,4,14,0,0,3,3,3,3,0,0,3,0,0,5,20,5,8,235,99,55,17,15,3,3,0,0,21,461,0,0,9,3,3,0,0,0,0,0,0,69,84,17,32,299,206,175,91,137,57,22,4,15,134,1189,5,3,8,20,26,32,67,37,10,4,9,37,258,0,0,3,6,3,9,10,3,3,0,3,3,43,0,4,9,23,45,39,71,28,6,3,4,31,263,0,0,0,5,5,7,8,3,3,0,0,0,31,3,0,11,31,67
LGA18050,3,0,3,7,28,81,343,541,417,457,246,51,2177,0,0,4,26,35,29,59,53,26,10,7,13,262,3,3,0,11,48,66,221,166,137,81,34,17,787,0,0,3,4,14,11,42,38,36,33,12,12,205,3,4,4,54,75,71,131,123,51,25,9,35,585,0,7,25,53,48,32,46,22,13,7,3,10,266,0,0,4,7,11,7,9,10,3,3,3,5,62,0,0,0,0,3,4,12,14,13,12,13,11,82,29,19,396,262,159,91,120,57,41,14,14,80,1282,0,0,19,12,11,3,4,0,3,3,3,393,451,38,33,458,436,432,395,987,1024,740,645,344,627,6159,3,0,4,10,16,36,142,220,210,180,189,156,1166,0,0,4,10,16,15,52,40,23,12,10,27,209,0,0,0,13,52,71,252,287,359,186,114,159,1493,0,0,0,5,0,10,33,37,54,32,22,39,232,3,4,9,41,67
LGA18100,3,3,7,12,8,10,27,11,7,3,5,0,96,3,3,3,4,7,5,0,0,0,0,0,0,25,0,0,0,7,10,7,14,3,4,0,0,0,45,0,3,0,3,0,0,0,0,3,0,0,0,9,0,0,5,9,10,6,0,0,0,0,0,5,35,0,0,6,6,0,0,0,3,0,0,0,0,15,0,0,3,3,3,0,3,0,0,0,0,0,12,0,0,0,3,0,0,3,0,0,0,0,0,6,5,0,93,40,24,4,3,0,0,0,0,11,180,0,0,3,0,0,0,0,0,0,0,0,26,29,11,9,120,87,62,32,50,17,14,3,5,42,452,0,0,3,16,10,16,23,16,14,4,0,13,115,0,0,3,3,3,3,3,3,0,0,0,0,18,3,0,0,9,12,16,18,15,5,0,0,4,82,0,0,0,6,3,0,12,3,0,0,0,0,24,0,0,7,13,22
LGA18150,8,3,15,16,13,20,37,30,11,3,3,9,168,0,0,0,9,5,3,3,0,0,0,0,0,20,0,0,3,16,20,18,27,3,5,0,0,0,92,0,0,3,4,3,4,7,0,0,0,0,3,24,3,0,5,15,11,12,8,3,0,0,0,6,63,0,3,9,17,11,0,5,0,0,0,0,3,48,0,0,0,0,3,3,3,0,0,0,0,0,9,0,0,3,0,4,0,0,0,0,0,0,3,10,3,7,197,70,46,11,9,3,0,0,0,19,365,0,0,3,3,3,0,0,0,0,0,0,43,52,14,13,238,150,119,71,99,39,16,3,3,86,851,3,4,5,15,18,23,50,33,18,3,3,26,201,0,0,0,5,4,0,6,0,0,0,0,4,19,3,0,0,14,27,39,64,18,7,3,4,14,193,0,0,0,3,4,3,5,6,3,0,3,6,33,0,3,4,25,45
LGA18200,7,3,7,21,20,33,45,31,13,3,8,3,194,0,0,5,4,3,0,0,3,0,0,3,6,24,0,0,5,14,19,21,27,5,10,3,3,6,113,0,0,0,3,4,0,3,5,0,0,0,0,15,3,0,5,19,10,11,5,4,0,0,0,6,63,0,0,9,14,6,0,3,0,0,0,0,0,32,0,0,0,0,3,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,3,0,0,0,3,6,3,0,116,54,28,8,9,3,0,0,0,22,243,3,0,6,3,3,0,0,0,0,0,0,34,49,16,3,153,132,96,73,92,54,23,6,14,83,745,0,3,5,16,14,20,48,32,18,6,7,15,184,0,0,0,3,5,3,4,4,0,0,3,0,22,0,0,3,16,28,30,60,24,13,3,3,18,198,0,0,0,3,5,8,12,6,0,0,0,4,38,3,0,8,24,46
LGA18250,3,0,0,9,32,32,206,459,418,498,326,35,2018,0,0,5,22,27,20,44,27,28,6,5,4,188,0,0,3,12,25,47,130,121,137,68,34,15,592,0,0,3,3,8,9,21,19,27,27,10,11,138,0,0,9,34,54,52,132,175,69,29,15,25,594,0,4,20,23,30,21,55,23,24,5,8,8,221,3,0,6,5,8,5,12,8,3,3,0,5,58,0,0,0,4,3,4,7,11,11,17,12,4,73,53,26,300,295,192,121,154,103,63,20,32,65,1424,3,0,9,9,4,0,3,5,3,0,0,327,363,62,30,355,416,383,311,764,951,783,673,442,499,5669,3,0,4,12,27,35,153,224,221,261,360,169,1469,0,0,3,17,21,27,45,19,43,14,15,18,222,3,0,4,13,36,81,244,330,524,289,172,159,1855,0,0,3,4,11,15,26,44,68,44,35,32,282,3,3,16,54,89
LGA18350,4,3,14,19,50,82,220,171,85,36,16,18,718,0,3,10,27,24,27,40,33,15,5,0,5,189,3,0,6,24,63,87,159,82,56,18,3,9,510,0,3,3,5,14,11,42,12,10,3,0,6,109,3,0,13,54,78,61,69,52,12,5,0,39,386,3,3,36,77,54,34,37,27,9,4,3,12,299,0,0,7,10,11,4,12,0,3,0,0,10,57,3,0,0,9,7,7,3,4,5,3,5,5,51,19,17,586,410,289,136,128,51,37,14,22,80,1789,0,0,16,8,5,3,3,3,3,0,0,260,301,35,29,691,643,595,452,713,435,235,88,49,444,4409,0,3,8,16,32,68,211,192,158,49,33,137,907,0,0,3,17,38,28,48,22,18,3,5,17,199,0,0,9,33,111,196,462,311,144,37,18,124,1445,0,0,3,9,24,16,65,34,32,6,3,20,212,3,0,5,70,174
LGA18400,5,0,6,11,25,48,261,275,125,33,12,24,825,0,3,7,16,15,15,24,11,6,3,0,3,103,0,0,6,21,53,63,160,80,32,13,4,5,437,0,0,0,4,8,8,23,24,7,5,0,4,83,0,0,4,34,73,64,106,27,12,0,0,35,355,0,3,21,36,26,13,15,3,0,0,0,10,127,0,0,3,8,4,10,5,3,3,0,0,5,41,0,0,0,4,5,4,10,10,4,0,0,3,40,16,13,434,236,130,42,26,5,4,0,3,52,961,0,0,13,9,4,0,0,0,0,0,0,118,144,21,19,494,379,343,267,630,438,193,54,19,259,3116,0,0,3,19,31,41,238,251,213,99,53,142,1090,0,0,0,12,17,31,42,28,17,7,4,20,178,0,0,9,35,92,171,556,387,190,52,29,162,1683,0,0,3,7,16,34,88,47,34,14,0,43,286,0,0,6,68,196
LGA18450,0,4,7,31,92,215,971,942,528,193,47,55,3085,0,0,26,70,66,55,66,37,26,3,5,8,362,0,0,13,59,190,263,607,325,150,53,12,37,1709,0,3,4,15,34,34,109,88,48,16,3,17,371,5,3,46,219,323,274,453,195,37,11,3,131,1700,3,18,145,228,125,69,81,26,15,3,3,40,756,0,3,27,37,49,34,46,20,7,3,0,32,258,0,0,11,7,18,16,35,36,23,3,3,24,176,88,93,3658,2074,958,265,195,60,16,3,4,435,7849,0,0,122,43,26,12,5,3,0,0,0,788,999,96,124,4059,2783,1881,1237,2568,1732,850,288,80,1567,17265,3,3,12,49,87,173,760,949,712,315,183,427,3673,0,4,12,58,74,78,182,107,55,14,15,65,664,0,4,13,83,289,595,1981,1469,749,251,108,513,6055,0,3,6,28,73,84,281,210,135,46,22,136,1024,7,6,37,268,644
LGA18500,0,0,0,3,14,38,181,281,383,464,350,35,1749,0,0,4,19,23,21,58,42,33,25,28,9,262,0,3,0,8,24,31,121,143,176,101,66,16,689,0,0,0,3,3,6,21,27,25,29,20,9,143,0,0,3,24,31,39,83,179,93,54,60,23,589,0,0,12,20,24,26,43,58,46,22,30,13,294,0,0,3,3,3,4,10,19,10,3,4,8,67,0,0,3,3,3,6,9,17,13,10,12,7,83,19,13,115,114,106,74,165,138,110,56,81,69,1060,3,0,3,3,3,0,7,6,4,3,3,355,390,22,16,143,200,234,245,698,910,893,767,654,544,5326,0,0,3,4,6,23,64,94,153,171,295,149,962,0,0,3,8,5,12,19,27,28,18,21,32,173,3,0,0,8,14,26,107,167,269,235,217,167,1213,0,0,3,3,0,0,10,29,38,30,37,25,175,0,0,5,15,22
LGA18550,5,0,12,28,86,187,749,549,215,65,17,32,1945,3,0,22,62,60,62,68,28,10,0,3,6,324,0,0,12,54,159,257,433,179,80,7,9,28,1218,0,0,5,11,23,37,72,48,15,5,3,22,241,0,3,32,174,269,205,229,98,21,3,3,88,1125,0,5,105,196,128,58,53,13,5,0,3,26,592,0,0,13,38,29,13,17,8,0,0,0,17,135,0,0,10,7,13,9,25,28,6,3,4,12,117,44,63,3260,1954,949,273,165,49,20,0,8,380,7165,3,3,117,61,39,10,6,0,3,0,0,612,854,55,74,3588,2585,1755,1111,1817,1000,375,83,50,1223,13716,3,4,3,51,90,139,611,607,345,114,72,323,2362,0,3,13,62,93,81,158,53,25,5,5,54,552,3,3,16,77,335,574,1526,759,314,70,33,317,4027,0,0,0,12,46,75,219,128,57,19,3,75,634,3,4,19,226,680
LGA18710,4,0,5,11,24,35,85,67,62,31,17,7,348,3,0,4,10,17,8,8,6,3,3,0,0,62,0,0,3,8,35,34,55,35,24,7,0,0,201,0,3,3,3,5,0,11,4,6,6,0,3,44,0,0,5,19,23,22,34,22,5,3,3,12,148,0,0,10,15,11,9,7,8,0,0,0,0,60,0,0,3,3,4,0,3,0,0,0,0,3,16,0,0,0,3,0,3,3,3,0,0,0,0,12,6,9,105,88,44,20,17,3,0,0,0,17,309,0,0,6,3,3,0,0,0,0,0,0,63,75,13,12,144,163,166,131,223,148,100,50,20,105,1275,0,3,0,6,14,17,64,78,67,35,27,45,356,0,0,4,7,12,8,14,10,4,0,4,7,70,0,0,3,7,40,52,161,90,47,26,13,43,482,0,0,0,3,7,4,21,18,11,4,0,10,78,0,3,8,27,43
LGA18750,0,0,8,15,37,41,90,32,14,0,4,5,246,0,0,4,9,6,8,4,3,3,0,3,0,40,0,0,7,16,26,26,30,14,8,0,0,3,130,0,0,0,3,5,4,9,3,5,0,0,3,32,3,3,7,29,27,18,8,4,3,3,3,12,120,0,0,13,30,5,5,3,0,0,0,0,0,56,0,0,5,6,4,0,0,0,0,0,0,3,18,0,0,3,3,0,0,3,0,0,0,0,5,14,0,9,230,94,30,9,3,3,0,0,3,27,408,0,0,5,3,3,0,0,0,0,0,0,74,85,3,12,282,208,143,111,150,59,33,3,13,132,1149,0,4,3,11,19,24,79,53,29,10,11,37,280,0,0,3,5,12,7,9,4,3,0,0,3,46,0,0,6,16,40,67,132,40,19,8,6,21,355,0,0,0,5,9,7,12,8,3,0,3,9,56,0,0,3,37,87
LGA19399,7,0,4,6,10,4,8,4,0,3,3,0,49,0,0,3,0,3,0,5,0,0,0,0,0,11,0,0,0,3,4,3,12,0,0,0,0,0,22,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,3,3,3,3,0,0,0,0,3,15,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,3,3,0,0,0,0,6,3,0,10,3,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,17,21,24,13,37,10,0,3,3,13,151,3,0,3,6,5,0,5,5,3,3,3,11,47,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,3,4,3,4,0,3,3,0,0,20,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,7
LGA20110,4,3,10,16,21,31,77,48,21,3,0,11,245,0,3,7,22,17,5,10,0,0,3,3,3,73,0,0,3,13,30,31,57,10,6,3,0,4,157,0,0,3,3,4,4,9,4,0,0,0,0,27,3,0,8,20,18,13,17,3,0,0,0,6,88,0,3,17,20,16,6,5,3,0,0,0,3,73,3,0,5,0,0,3,4,0,0,0,0,0,15,0,0,0,4,5,3,3,5,0,0,0,0,20,0,10,228,138,68,16,21,3,0,0,3,26,513,0,0,8,4,3,0,3,0,0,0,0,100,118,10,19,289,240,182,112,206,76,27,9,6,153,1329,0,3,6,17,26,32,83,38,31,5,3,35,279,0,0,0,11,11,8,16,3,0,0,0,4,53,0,0,7,33,41,77,115,42,14,3,4,37,373,0,0,3,0,9,5,16,6,5,0,3,14,61,0,0,0,28,75
LGA20260,9,4,11,14,27,41,79,38,12,6,3,8,252,0,0,7,6,5,5,10,3,0,0,0,0,36,0,0,4,11,28,26,51,24,3,0,0,5,152,3,0,0,4,4,5,9,3,0,3,0,3,34,0,0,6,33,21,21,15,3,4,0,0,16,119,3,3,13,23,13,5,3,0,3,0,0,3,69,0,0,3,4,3,4,0,3,0,0,0,0,17,0,0,3,3,0,4,4,3,3,0,0,0,20,3,3,199,144,79,24,8,6,4,0,3,29,502,0,0,8,4,3,3,0,0,0,0,0,58,76,18,10,254,246,183,138,179,83,29,9,6,122,1277,0,0,6,16,11,32,70,43,19,0,4,41,242,0,0,3,6,9,6,11,5,0,0,0,4,44,0,3,4,18,37,74,136,48,17,3,4,32,376,0,0,0,6,7,8,12,7,0,0,0,5,45,0,3,6,38,78
LGA20570,5,3,18,38,72,176,612,375,133,56,15,31,1534,0,0,18,36,36,26,32,9,3,3,0,6,169,0,3,7,72,150,161,292,108,50,13,9,23,888,0,0,4,19,24,33,52,26,16,4,0,12,190,0,3,23,137,166,93,105,39,11,4,3,55,639,3,3,91,114,61,25,23,8,3,0,0,16,347,0,0,10,20,13,8,13,6,3,0,0,8,81,0,0,5,3,5,10,16,13,11,0,0,5,68,15,10,1146,765,398,134,68,20,3,0,5,164,2728,0,0,55,21,17,5,4,0,3,0,3,358,466,23,22,1377,1225,942,671,1217,604,236,80,35,678,7110,0,3,8,32,54,106,372,378,232,75,41,181,1482,0,0,8,35,37,44,50,28,6,3,3,29,243,3,0,12,80,286,400,975,536,192,58,27,253,2822,0,3,3,12,28,56,122,67,29,6,4,53,383,0,6,21,191,446
LGA20660,3,0,4,22,42,152,677,860,434,217,76,44,2531,0,0,20,43,51,44,47,31,20,3,3,6,268,0,0,3,34,122,204,424,231,122,43,12,39,1234,0,0,3,16,23,26,62,66,31,14,4,18,263,3,4,16,128,187,174,229,160,52,11,9,85,1058,3,8,65,126,104,58,63,22,9,5,0,27,490,0,3,9,17,11,12,20,11,3,0,0,11,97,0,0,3,4,8,3,23,23,10,7,3,11,95,43,26,1323,1049,586,203,176,59,30,10,13,192,3710,3,0,63,25,28,8,6,3,0,0,3,477,616,55,41,1509,1464,1162,884,1727,1466,711,310,123,910,10362,3,0,5,19,57,119,461,709,570,322,278,411,2954,0,3,8,28,56,57,111,69,46,9,10,47,444,0,0,13,69,204,361,1341,1007,728,262,149,466,4600,0,3,0,20,38,50,150,138,85,40,27,96,647,3,3,24,174,401
LGA20740,4,0,16,26,35,71,120,64,28,6,10,13,393,0,0,10,38,36,13,15,8,0,0,3,7,130,3,0,6,20,49,63,76,22,12,3,0,8,262,0,3,5,8,7,15,18,13,7,0,0,3,79,3,0,4,37,49,28,28,18,3,0,0,18,188,0,7,38,61,41,14,6,3,0,0,0,5,175,0,0,5,8,7,4,0,0,0,0,0,3,27,0,0,5,6,5,4,4,5,4,0,0,3,36,14,8,728,446,254,69,44,16,8,0,3,96,1686,0,3,28,9,9,3,3,0,0,0,0,154,209,24,21,845,659,492,284,314,149,62,9,16,310,3185,0,3,9,26,19,32,89,72,36,8,8,68,370,0,3,4,25,21,13,14,5,0,0,0,14,99,0,0,10,32,82,103,179,82,32,9,4,60,593,0,0,5,10,13,9,25,10,4,0,0,12,88,0,3,9,58,138
LGA20830,13,3,22,38,51,92,225,136,73,15,17,23,708,3,0,14,34,24,23,15,8,6,3,0,4,134,0,3,11,31,86,95,144,77,28,7,5,22,509,0,0,3,11,14,5,19,14,4,0,0,7,77,3,3,12,69,72,62,57,20,5,0,0,50,353,0,3,48,52,35,18,17,3,0,0,0,14,190,4,0,5,16,10,4,6,3,0,0,0,7,55,3,3,11,4,10,3,15,3,3,0,0,6,61,20,13,538,346,173,49,38,16,3,0,0,75,1271,0,0,26,11,8,0,3,3,0,0,0,148,199,46,28,690,612,483,351,539,283,122,25,22,356,3557,13,4,17,38,48,75,226,184,104,30,28,136,903,0,3,5,22,23,14,44,17,4,0,0,20,152,0,0,13,58,125,202,450,227,95,14,8,157,1349,0,0,0,10,13,20,50,25,17,3,3,26,167,3,6,15,76,185
