region_id,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Pe_no_sa_ho,C11_150_199_H_c_o_c_c_g,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Pe_no_sa_ho,C11_200_224_H_c_o_c_c_g,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Pe_no_sa_ho,C11_225_274_H_c_o_c_c_g,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Pe_no_sa_ho,C11_275_349_H_c_o_c_c_g,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Pe_no_sa_ho,C11_350_449_H_c_o_c_c_g,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Pe_no_sa_ho,C11_450_549_H_c_o_c_c_g,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Pe_no_sa_ho,C11_550_649_H_c_o_c_c_g,C11_550_649_Ot_lan_ty,C11_550_649_Lan_ty_ns,C11_550_649_Tot,C11_650_over_REA,C11_650over_ST_HA,C11_650ove_Pe_no_sa_ho,C11_650ov_H_co_op_c_ch_gr,C11_650over_Oth_lan_typ,C11_650over_LLT_NS,C11_650_over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Pe_no_sa_ho,C11_R_NS_H_co_op_c_ch_gr,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_T_Pe_no_sa_ho,C11_Tot_Ho_co_op_co_ch_gr,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_T_T
LGA32310,26,3,176,121,5,68,26,19,0,239,98,7,27,3,11,3,149,136,3,40,0,5,3,187,81,6,27,0,0,0,114,11,3,6,0,0,0,20,7,0,0,0,3,0,10,0,0,0,0,3,0,3,3,0,4,0,3,0,10,9,10,17,3,30,3,72,502,123,308,51,213,97,1294
LGA32330,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,248
LGA32450,11,0,64,10,10,4,14,4,0,42,3,4,6,3,0,0,16,13,0,8,0,3,0,24,28,4,16,0,5,0,53,26,0,11,0,3,0,40,0,0,5,0,4,0,9,0,0,3,3,0,0,6,0,0,5,0,3,0,8,4,6,17,0,28,3,58,87,83,89,56,197,40,552
LGA32500,6,0,69,17,21,28,8,12,0,86,12,4,13,5,4,0,38,24,3,21,3,3,0,54,36,3,12,0,4,0,55,20,0,5,4,0,0,29,5,0,5,0,5,0,15,3,3,0,0,0,0,6,0,0,6,0,3,0,9,0,3,13,3,28,5,52,131,99,147,50,158,61,646
LGA32600,8,0,8,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,10,0,3,6,3,28,3,43
LGA32750,12,3,31,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,0,18,0,17,6,8,50,12,93
LGA32770,0,0,47,0,24,0,7,0,0,31,0,4,0,4,0,0,8,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,3,0,0,5,0,8,0,120,3,34,30,8,195
LGA33100,9,0,15,0,0,3,0,9,0,12,0,0,5,0,0,0,5,0,0,0,0,3,0,3,3,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,3,9,3,12,0,27,3,9,36,3,71,22,144
LGA33200,10,3,60,12,0,12,0,4,0,28,0,0,0,0,4,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,8,3,19,26,29,67,5,67,41,235
LGA33220,87,8,801,632,149,522,36,173,21,1533,805,51,448,14,60,15,1393,2276,29,687,14,56,16,3078,1969,3,371,7,43,9,2402,268,3,56,0,21,3,351,58,3,27,0,3,0,91,14,0,8,0,8,0,30,34,3,53,3,16,0,109,92,78,112,13,60,29,384,6281,1091,2720,179,623,304,11198
LGA33360,50,3,427,70,117,117,37,64,7,412,110,34,116,6,35,0,301,340,44,175,14,47,7,627,753,9,222,8,42,6,1040,1177,0,218,3,33,3,1434,481,0,52,0,22,4,559,159,0,33,0,9,0,201,85,3,39,0,23,0,150,141,52,67,6,148,19,433,3373,757,1246,129,699,187,6391
LGA33430,137,16,1621,478,514,787,121,237,26,2163,719,142,780,49,151,21,1862,2969,169,1609,54,297,44,5142,9806,113,4428,108,580,144,15179,17373,61,4987,122,544,163,23250,5736,10,1516,27,119,46,7454,1813,3,520,6,29,18,2389,1573,13,539,4,105,19,2253,615,241,589,69,141,149,1804,41282,3747,16926,732,2524,1265,66476
LGA33610,38,0,221,114,16,100,0,22,0,252,44,8,53,0,17,0,122,102,0,51,0,8,0,161,78,0,47,3,0,0,128,19,3,7,3,0,0,32,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,7,0,3,0,13,8,7,20,0,46,3,84,440,135,417,6,292,97,1387
LGA33620,53,6,417,321,51,315,15,55,10,767,311,14,254,4,30,3,616,812,4,352,5,41,14,1228,591,3,155,3,27,7,786,86,3,25,0,3,0,117,11,0,11,0,3,0,25,3,0,4,0,7,0,14,10,0,9,0,6,4,29,49,17,68,0,30,14,178,2277,368,1528,59,330,189,4751
LGA33800,19,10,251,144,29,91,3,22,3,292,74,12,31,3,4,0,124,128,3,25,3,3,0,162,57,0,12,0,0,0,69,9,0,6,0,0,0,15,3,0,0,0,3,0,6,0,0,0,0,3,0,3,0,3,3,0,0,0,6,13,3,16,3,18,3,56,513,118,362,42,130,72,1237
LGA33830,0,0,61,0,33,0,0,0,0,33,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,192,0,14,13,0,219
LGA33960,109,12,1147,317,318,356,72,266,14,1343,454,127,480,43,351,7,1462,2803,144,903,40,196,21,4107,6662,39,1021,31,163,47,7963,2171,17,289,3,41,13,2534,214,3,54,5,3,0,279,45,3,15,3,0,0,66,71,10,23,3,13,0,120,198,149,154,19,67,37,624,13024,2310,3685,377,1269,306,20971
LGA33980,178,3,262,17,21,24,3,67,4,136,14,10,24,3,14,0,65,31,13,21,4,17,0,86,37,6,20,0,18,0,81,40,7,40,3,31,0,121,44,0,12,0,13,0,69,13,0,7,0,9,0,29,271,0,70,0,60,0,401,76,6,43,0,257,18,400,645,180,371,31,3055,186,4468
LGA34420,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,16,0,180,47,3,246
LGA34570,0,0,42,0,4,0,12,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,7,3,75,21,3,109
LGA34580,27,3,207,126,17,134,11,54,4,346,128,6,118,3,27,4,286,502,5,148,0,43,5,703,684,0,134,6,10,0,834,166,0,43,0,4,0,213,20,0,5,0,0,0,25,12,0,5,0,0,0,17,7,0,12,0,0,0,19,32,16,49,8,17,11,133,1720,146,838,57,235,95,3091
LGA34590,113,10,1602,241,604,371,43,125,12,1396,449,215,434,30,75,10,1213,2167,226,888,29,96,21,3427,7062,112,2235,68,281,79,9837,5627,25,1112,11,110,28,6913,758,6,189,3,25,5,986,148,9,36,0,7,0,200,110,12,39,0,12,4,177,299,264,245,29,65,59,961,16986,4166,6010,295,961,431,28849
LGA34710,14,0,87,33,18,28,7,3,0,89,15,3,7,3,12,0,40,41,3,20,3,3,0,70,33,0,12,0,4,0,49,14,0,4,0,4,0,22,0,0,3,0,3,0,6,0,0,3,0,3,0,6,0,0,7,0,12,0,19,4,6,6,3,43,4,66,171,99,128,22,218,46,684
LGA34770,58,3,701,130,214,276,45,97,9,771,178,58,246,14,64,7,567,541,62,376,19,61,3,1062,1209,43,641,43,101,16,2053,1958,8,787,40,103,12,2908,1114,0,254,0,53,9,1430,211,3,59,0,21,3,297,118,4,70,3,16,0,211,86,117,145,17,113,37,515,5596,1402,3344,252,835,331,11760
LGA34800,6,0,19,0,3,6,0,3,0,12,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,5,0,8,0,16,3,14,24,0,53,20,114
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,53,8,7,71
LGA34860,32,3,229,42,28,58,6,16,7,157,28,17,33,0,8,0,86,64,4,42,0,9,0,119,119,0,34,0,9,0,162,85,0,22,0,8,3,118,36,0,3,0,6,0,45,13,3,3,0,3,3,25,13,0,5,0,3,0,21,14,12,35,3,68,6,138,450,219,383,24,358,139,1573
LGA35010,177,25,1888,560,612,671,95,247,47,2232,805,149,724,39,401,26,2144,3085,184,1307,34,186,27,4823,10476,93,2422,84,244,86,13405,7573,15,1222,17,95,25,8947,1052,0,259,0,16,4,1331,314,3,79,3,3,3,405,230,16,73,0,19,0,338,376,296,274,49,87,94,1176,24609,4164,7785,488,1574,652,39272
LGA35250,0,0,46,0,14,0,3,0,0,17,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,12,3,177,0,15,47,5,247
LGA35300,38,3,242,29,64,46,3,34,0,176,50,17,62,5,36,3,173,134,33,54,3,24,3,251,141,18,122,3,33,0,317,247,3,145,3,30,0,428,202,3,102,0,17,3,327,83,0,31,0,12,0,126,22,5,15,0,18,0,60,23,51,35,3,92,12,216,951,577,676,29,687,97,3017
LGA35600,6,4,92,70,13,41,0,7,0,131,33,0,14,0,4,0,51,28,0,8,0,3,0,39,5,0,4,0,0,0,9,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,8,0,23,0,41,171,80,126,13,159,36,585
LGA35670,0,0,53,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,3,6,5,3,183
LGA35760,38,4,264,111,8,97,5,29,6,256,35,4,15,0,11,0,65,22,0,20,0,0,0,42,3,0,3,0,3,0,9,0,0,3,0,3,0,6,0,0,4,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,3,0,10,9,9,26,0,33,0,77,241,109,392,38,275,95,1150
LGA35780,3,0,83,0,0,5,4,3,0,12,0,0,0,4,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,0,5,13,0,21,0,168,8,275,105,10,566
LGA35790,0,0,140,0,39,0,13,0,0,52,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,6,0,15,0,238,6,96,24,6,370
LGA35800,13,3,69,0,3,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,3,4,4,15,0,10,0,33,15,71,83,7,78,22,276
LGA36070,0,0,47,0,19,0,7,0,0,26,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,47,19,0,163
LGA36150,12,4,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,6,3,15,6,24,40,9,50,32,161
LGA36250,24,4,557,199,217,217,125,26,9,793,198,52,205,40,36,12,543,312,61,280,21,24,5,703,1316,34,651,7,60,12,2080,3112,10,868,12,63,16,4081,1167,3,238,9,9,3,1429,227,0,61,3,4,0,295,199,0,56,3,12,3,273,98,107,98,19,30,24,376,6871,1473,2945,331,321,215,12156
LGA36300,7,3,23,0,3,7,0,0,0,10,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,18,0,13,35,0,48,24,120
LGA36360,93,19,1068,541,166,461,59,82,8,1317,682,54,395,21,62,11,1225,1467,70,515,14,66,14,2146,2016,28,617,21,57,22,2761,1166,8,247,3,32,3,1459,196,3,33,0,17,0,249,40,3,14,3,13,0,73,37,8,16,0,26,4,91,121,87,141,39,97,34,519,6462,1435,2992,376,658,358,12281
LGA36510,36,8,204,113,22,156,3,25,3,322,120,7,144,8,18,0,297,259,3,177,17,28,8,492,507,3,175,0,15,6,706,351,0,102,3,14,0,470,79,0,26,0,0,0,105,13,0,7,0,0,3,23,22,0,19,0,3,0,44,30,5,46,3,31,13,128,1538,137,1067,48,264,200,3254
LGA36580,20,3,111,65,3,133,7,39,0,247,80,3,93,0,25,3,204,228,0,111,0,16,3,358,380,0,80,0,14,3,477,70,0,33,0,8,3,114,6,0,0,0,3,0,9,3,0,3,0,0,0,6,4,0,9,0,3,0,16,18,0,34,0,20,3,75,867,24,633,15,217,82,1838
LGA36630,36,6,357,532,26,206,5,21,4,794,337,3,132,0,15,0,487,491,7,88,0,5,3,594,277,4,39,0,6,0,326,79,0,12,0,0,0,91,5,0,5,0,3,0,13,0,0,0,0,3,0,3,8,6,5,3,0,0,22,31,23,28,0,30,16,128,1862,250,786,49,233,142,3322
LGA36660,50,9,524,476,25,292,11,38,5,847,311,3,157,0,21,5,497,586,3,180,0,26,3,798,318,0,64,0,10,0,392,28,0,12,0,3,0,43,0,0,3,0,3,0,6,3,0,0,0,0,0,3,3,0,11,3,5,0,22,39,9,36,3,19,12,118,1914,199,1087,63,258,152,3673
LGA36710,181,11,1418,385,293,745,35,183,14,1655,567,73,648,20,148,19,1475,1988,68,1180,18,161,26,3441,6115,49,2258,22,217,49,8710,8303,11,2154,19,162,38,10687,2196,3,554,5,44,3,2805,593,3,160,0,17,3,776,528,11,181,4,30,5,759,313,177,333,48,118,68,1057,21138,2606,9219,370,1446,731,35510
LGA36810,95,9,636,221,70,354,28,88,14,775,203,18,231,16,40,0,508,434,17,265,4,38,4,762,375,6,204,5,26,6,622,131,0,49,0,8,0,188,10,0,7,0,3,3,23,3,0,0,0,5,0,8,3,0,12,0,8,0,23,38,33,63,14,69,20,237,1496,548,1655,135,561,339,4734
LGA36910,113,25,1461,1650,183,854,67,130,17,2901,1140,50,626,14,127,16,1973,2758,49,833,9,125,15,3789,2585,23,515,35,64,18,3240,970,3,182,9,19,6,1189,116,0,35,0,8,0,159,27,0,15,0,0,0,42,36,9,36,0,7,0,88,164,104,152,36,99,42,597,9787,1443,4149,326,936,420,17061
LGA36950,24,0,100,0,40,5,5,20,3,73,0,17,0,0,10,0,27,4,36,3,21,8,0,72,0,28,5,0,5,0,38,0,6,5,0,6,3,20,0,4,5,0,0,0,9,3,0,0,0,3,0,6,0,0,5,0,0,0,5,0,18,14,0,35,4,71,7,277,55,38,268,32,677
LGA36960,0,0,102,0,9,0,4,0,3,16,0,5,0,0,3,0,8,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,17,7,0,48,0,550,6,238,71,14,879
LGA37010,91,6,1349,541,438,457,36,358,7,1837,739,184,461,15,674,11,2084,1972,134,741,27,291,16,3181,4128,93,1194,57,170,27,5669,4239,16,774,12,130,24,5195,764,0,156,3,26,3,952,165,7,45,3,9,0,229,167,14,95,3,29,0,308,199,207,175,27,131,33,772,13065,2927,4676,285,2033,360,23346
LGA37300,15,0,24,0,0,3,0,18,0,21,0,0,0,0,18,0,18,4,0,8,0,20,0,32,20,0,5,0,14,3,42,17,3,5,3,14,0,42,41,0,11,0,29,0,81,36,0,4,0,8,0,48,15,0,7,0,18,0,40,20,3,3,0,44,0,70,161,19,49,3,403,25,660
LGA37310,78,11,419,127,34,168,30,40,6,405,116,6,129,4,27,5,287,289,12,131,0,24,7,463,416,0,93,3,14,0,526,262,0,27,0,18,3,310,52,0,12,0,5,0,69,11,0,4,0,10,0,25,11,0,7,3,4,0,25,51,16,71,6,94,12,250,1406,232,998,95,590,295,3616
LGA37340,48,4,324,127,41,106,43,63,7,387,175,16,111,13,44,0,359,316,12,135,12,29,7,511,584,9,211,5,53,5,867,508,3,141,0,39,3,694,183,0,41,0,18,0,242,38,3,11,0,15,0,67,53,0,49,0,42,3,147,63,25,58,10,115,11,282,2094,346,1058,134,650,163,4445
LGA37400,3,3,35,3,0,14,0,7,0,24,3,0,3,0,3,0,9,3,0,0,0,3,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,13,0,21,9,40,57,6,51,27,190
LGA37550,0,3,96,0,18,0,3,0,0,21,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,7,3,158,6,23,24,3,217
LGA37570,0,0,18,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,5,0,70
LGA37600,0,0,155,0,77,0,18,0,3,98,0,4,0,5,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,285,4,52,12,14,370
LGA39399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,5,6,247,133,49,61,71,31,3,348,92,23,84,30,21,3,253,257,32,160,24,33,7,513,554,22,295,25,38,0,934,957,13,331,7,40,4,1352,401,0,117,0,14,3,535,110,8,40,0,7,0,165,133,4,47,4,16,3,207,44,25,63,7,16,13,168,2721,515,1306,325,230,76,5173
LGA40120,18,0,132,27,13,90,6,13,0,149,32,5,83,0,7,0,127,110,8,116,3,17,0,254,221,3,129,0,10,4,367,158,0,65,0,4,0,227,57,0,21,0,0,0,78,17,0,6,0,0,0,23,9,0,12,3,0,0,24,3,3,30,13,7,7,63,649,60,713,59,89,76,1646
LGA40220,15,3,172,139,17,170,24,16,3,369,161,7,123,7,12,0,310,312,3,144,4,7,5,475,218,3,89,0,3,0,313,43,3,15,3,3,0,67,4,0,3,0,0,0,7,3,0,0,0,4,0,7,3,0,10,0,0,0,13,14,12,19,3,14,0,62,922,165,721,83,109,64,2064
LGA40250,0,0,41,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,22,0,3,21,0,46,0,190,3,157,114,16,480
LGA40310,29,4,171,111,33,109,17,18,3,291,116,8,80,0,5,3,212,274,6,105,6,14,4,409,178,0,76,0,9,0,263,45,0,12,0,0,0,57,4,0,4,0,0,0,8,0,0,5,0,0,0,5,3,0,12,0,3,3,21,8,3,16,12,14,4,57,751,126,530,116,121,60,1704
LGA40430,3,0,59,27,0,25,0,3,0,55,10,0,4,0,3,0,17,12,0,0,0,0,0,12,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,3,16,72,6,94,3,18,16,209
LGA40520,40,3,361,266,45,100,9,24,5,449,45,4,25,0,9,0,83,52,5,7,0,5,0,69,32,0,3,0,3,0,38,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,0,0,3,12,11,22,11,3,10,0,57,523,316,315,34,124,43,1355
LGA40700,0,0,128,80,12,129,4,8,3,236,118,7,123,0,4,0,252,356,3,231,3,6,4,603,553,4,293,4,4,0,858,400,0,172,4,7,3,586,225,3,73,0,4,0,305,103,0,32,0,4,0,139,88,0,43,0,0,0,131,26,20,44,8,12,4,114,1985,158,1290,72,58,92,3655
LGA40910,13,3,382,98,74,161,23,14,5,375,121,19,156,5,28,3,332,435,34,344,8,28,4,853,760,28,457,12,44,11,1312,424,0,177,5,12,3,621,69,3,30,0,4,0,106,11,8,7,0,0,0,26,13,0,14,0,3,0,30,31,54,52,27,5,14,183,1998,802,1581,224,157,108,4870
LGA41010,12,3,107,14,21,24,3,18,0,80,7,3,18,0,7,0,35,34,8,18,0,0,0,60,16,7,7,0,0,0,30,9,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,7,6,5,17,0,38,98,140,129,53,90,23,533
LGA41060,20,13,1360,274,430,490,55,69,22,1340,340,166,447,18,38,7,1016,940,216,810,25,94,12,2097,1480,119,994,21,104,16,2734,964,21,456,3,38,9,1491,184,0,86,0,9,4,283,82,4,33,6,3,0,128,69,12,35,3,16,0,135,62,256,115,40,33,24,530,4496,3843,3902,467,452,255,13415
LGA41140,19,0,114,61,18,81,5,20,0,185,54,3,32,3,3,0,95,84,0,33,3,3,0,123,54,0,14,0,3,0,71,10,0,0,0,4,0,14,0,0,3,0,3,0,6,3,0,3,0,3,0,9,4,3,4,0,0,0,11,5,11,18,0,14,0,48,293,112,267,36,98,40,846
LGA41190,5,0,24,8,0,22,0,0,0,30,0,0,9,0,0,0,9,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,12,8,23,82,3,34,16,166
LGA41330,14,0,86,21,10,19,0,4,0,54,3,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,6,0,20,74,43,72,6,58,17,270
LGA41560,21,4,204,117,40,93,8,23,3,284,100,4,69,3,5,3,184,223,4,53,8,6,0,294,81,0,14,3,6,0,104,12,0,8,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,5,3,0,0,0,11,19,22,15,0,11,0,67,579,252,393,62,89,35,1410
LGA41750,3,0,19,3,0,8,0,3,0,14,0,0,4,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,14,6,14,62,0,26,18,126
LGA41830,13,0,45,10,8,8,0,7,0,33,9,0,4,0,0,0,13,3,3,0,0,0,0,6,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,0,3,3,3,5,0,14,27,36,42,6,38,10,159
LGA41960,3,0,9,4,4,12,3,3,0,26,5,0,6,0,3,0,14,9,0,4,0,3,0,16,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,6,22,7,53,6,18,8,114
LGA42030,19,0,197,84,61,102,11,27,3,288,123,16,103,3,35,3,283,333,15,171,0,15,3,537,347,0,103,0,5,4,459,43,0,16,0,3,0,62,0,0,4,0,0,0,4,0,4,0,0,0,0,4,6,3,3,0,0,0,12,8,33,27,5,13,3,89,961,449,595,77,124,43,2249
LGA42110,12,3,74,23,3,34,7,3,0,70,9,0,17,0,0,0,26,10,0,9,0,0,3,22,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,3,0,8,0,7,3,21,59,21,167,23,37,42,349
LGA42250,14,0,79,33,0,31,0,7,0,71,26,0,6,0,5,3,40,14,0,16,0,0,0,30,8,0,5,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,8,4,0,18,0,9,0,31,114,0,167,0,68,41,390
LGA42600,10,3,282,185,32,168,19,17,5,426,205,19,154,8,4,4,394,527,9,267,0,8,8,819,679,7,356,9,13,4,1068,443,0,201,6,14,0,664,207,0,42,0,0,0,249,80,0,22,0,3,0,105,83,5,42,0,4,0,134,36,19,28,20,5,10,118,2491,297,1451,230,96,107,4672
LGA42750,14,0,80,52,7,47,0,12,0,118,33,0,33,0,3,3,72,27,0,17,0,3,3,50,7,0,4,0,0,0,11,0,0,4,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,4,0,12,9,4,11,3,6,0,33,149,35,207,15,61,30,497
LGA43080,6,0,24,3,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,6,41,0,20,17,87
