region_id,C01_T_P_Mo_O_B_OS,C01_T_P_BP_B_Aus,C01_T_P_Bplace_NS,C01_T_P_Tot_resp,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_Bo_par_brn_os,C06_Pol_Fa_only_brn_os,C06_Pol_Mo_only_brn_os,C06_Pol_Bo_par_brn_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_Bo_par_brn_os,C06_Rus_Fa_only_brn_os,C06_Rus_Mo_only_brn_os,C06_Rus_Bo_par_brn_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinh_Fa_O_B_OS,C06_Sinh_Mo_O_B_OS,C06_Sinh_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_S_Afr_Bo_par_brn_os,C06_S_Af_Fa_only_brn_os,C06_S_Af_Mo_only_brn_os,C06_S_Af_Bo_par_brn_Aus,C06_S_Af_Bplace_NS,C06_S_Af_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Welsh_BP_B_OS,C06_Wels_Fa_O_B_OS,C06_Wels_Mo_O_B_OS,C06_Wels_BP_B_Aus,C06_Welsh_Bplace_NS,C06_Welsh_Tot_resp,C06_Other_BP_B_OS,C06_Othr_Fa_O_B_OS,C06_Othr_Mo_O_B_OS,C06_Othr_BP_B_Aus,C06_Other_Bplace_NS,C06_Other_Tot_resp,C06_Anc_ns_Bo_pa_born_os,C06_Anc_ns_Fa_on_born_os,C06_Anc_ns_Mo_on_born_os,C06_Anc_ns_Bo_pa_bor_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_Tot_res_Bo_par_bo_os,C06_Tot_res_Fa_onl_bo_os,C06_Tot_res_Mo_onl_bo_os,C06_Tot_res_Bo_pa_bo_Aus
LGA35760,352,8368,540,10713,29,264,183,4519,110,5108,0,3,0,51,0,52,13,4,8,28,0,53,0,3,0,0,0,3,64,22,11,43,3,147,379,249,174,2794,100,3699,29,0,10,0,0,39,12,3,0,14,0,29,104,67,36,986,33,1228,3,3,0,4,0,9,10,0,0,0,0,10,10,0,3,6,0,22,75,44,28,726,27,897,18,10,4,44,0,79,20,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,12,0,15,12,8,9,9,3,36,38,9,12,3,0,62,9,3,3,12,0,26,4,3,0,3,0,6,108,60,65,702,13,950,3,0,0,0,0,0,0,3,0,0,0,5,12,0,3,3,0,15,10,0,0,0,0,15,3,0,0,0,0,6,3,0,0,0,0,3,11,4,10,22,0,44,106,27,26,104,8,265,21,16,9,292,459,793,1116,805,594,10377
LGA35780,19,1827,116,2073,0,4,0,40,0,49,0,0,0,881,9,896,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,21,9,3,49,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,0,23,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,5,33,10,8,1403,11,1460,3,0,0,58,33,98,72,29,14,2502
LGA35790,5,1995,45,2097,0,0,0,8,0,16,3,10,0,1705,77,1791,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,3,3,22,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,0,15,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,158,9,186,0,0,0,37,45,89,21,33,3,1954
LGA35800,45,1925,124,2295,0,45,24,1010,51,1127,0,3,0,36,0,35,0,0,0,3,0,3,0,0,0,0,0,0,11,3,3,4,0,21,35,25,22,619,25,731,3,0,0,0,0,3,0,0,0,6,0,5,17,0,0,99,0,123,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,3,5,7,182,14,209,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,3,4,0,0,3,9,5,3,4,3,0,10,5,4,0,0,0,9,0,0,0,0,0,3,10,12,3,125,5,161,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,9,17,3,4,15,3,41,0,3,3,59,105,169,126,113,70,2174
LGA36070,5,597,23,649,0,0,4,8,0,15,0,0,0,500,12,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,7,0,9,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,37,0,55,0,0,0,3,3,3,12,10,13,591
LGA36150,36,968,51,1185,3,16,26,543,11,604,0,0,0,21,0,21,3,0,0,3,0,3,3,0,0,0,0,3,3,4,0,6,0,14,45,21,20,318,8,417,0,0,0,0,0,0,0,0,0,3,0,3,11,8,0,65,0,82,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,4,14,9,3,146,5,171,3,3,3,4,0,11,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,7,0,6,0,0,9,4,3,0,0,0,3,0,0,0,0,0,0,17,3,4,74,0,99,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,4,3,11,0,32,3,0,0,29,49,79,142,71,65,1232
LGA36250,6058,66445,4831,113811,869,5461,3946,40880,1178,52328,8,22,6,232,19,286,773,68,58,237,21,1162,266,49,36,53,6,413,1488,398,261,504,67,2714,15374,4523,3435,26592,1067,50980,428,12,80,6,14,548,346,61,38,269,11,723,1480,501,295,4698,120,7099,330,127,56,310,25,840,198,44,15,58,10,321,487,46,43,41,10,622,2330,819,583,8922,236,12893,941,394,157,1111,53,2657,40,5,4,4,0,57,141,26,11,55,12,236,43,8,0,4,0,49,219,91,35,124,3,475,958,120,103,40,42,1264,1497,308,271,80,44,2209,545,78,65,176,10,869,232,51,24,100,9,415,3370,1109,767,6880,223,12343,197,39,11,37,10,289,103,11,8,0,8,127,751,35,37,21,7,851,224,25,18,123,20,412,136,22,12,6,0,172,124,3,7,0,0,126,451,81,60,331,13,934,3730,744,516,1100,151,6240,673,265,203,1966,4348,7463,38752,15546,11161,94960
LGA36300,28,803,83,1018,0,23,17,420,24,476,0,0,0,3,0,3,0,0,0,7,0,8,0,0,0,0,0,0,6,0,4,0,3,9,27,14,8,250,4,299,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,38,0,38,0,0,0,3,0,3,3,0,0,0,0,3,0,0,0,5,0,5,4,7,4,73,0,84,0,3,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,3,0,3,0,8,0,0,0,0,0,3,0,0,0,0,0,0,11,4,0,43,0,62,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,13,5,3,0,0,0,10,7,0,3,46,76,122,75,60,42,901
LGA36360,3296,74069,5698,96750,273,2858,2062,43691,1227,50110,3,13,3,696,39,747,316,47,33,397,29,821,37,13,3,9,0,56,549,207,108,395,22,1278,4023,2335,1715,26529,803,35414,311,0,118,10,15,462,97,20,34,166,5,312,619,344,221,4952,116,6247,44,32,10,146,3,240,57,11,6,19,3,102,322,18,5,42,7,394,704,528,308,8928,213,10682,212,130,41,763,31,1175,25,0,0,0,4,28,15,7,3,34,0,55,3,0,0,3,0,6,60,30,19,94,5,210,185,42,37,26,15,312,325,160,87,60,3,632,103,40,11,126,8,298,59,21,10,76,3,176,975,617,398,6189,121,8291,38,24,0,26,0,95,38,4,5,9,0,48,164,13,12,16,0,207,85,17,14,113,7,234,10,0,0,3,0,10,66,0,0,3,0,72,175,70,44,308,3,599,1396,371,243,1737,120,3865,211,138,116,2650,6435,9556,11500,8110,5666,98216
LGA36510,1332,20149,1644,29635,164,1138,931,11778,315,14333,0,0,3,46,0,53,78,12,13,55,0,156,23,7,0,3,3,28,369,93,42,119,12,642,2855,1035,794,7845,313,12837,63,3,17,0,0,88,72,13,8,87,3,184,417,170,109,2779,54,3528,24,19,11,43,0,98,47,5,6,5,0,65,45,11,0,3,0,54,407,210,160,2819,62,3662,124,50,14,218,6,417,29,0,0,0,0,30,4,0,0,3,0,8,4,0,0,0,0,7,31,11,3,15,0,60,83,16,5,9,3,116,227,85,43,22,16,393,64,9,5,42,0,129,46,11,3,13,3,85,602,255,200,1988,52,3098,42,6,3,0,0,54,11,7,3,0,3,20,46,12,6,7,0,63,32,7,3,32,3,72,4,0,0,0,0,4,13,0,0,0,0,13,85,20,22,99,3,228,672,144,117,348,31,1306,86,48,48,687,1381,2258,6769,3397,2569,29065
LGA36580,732,12179,1012,17208,80,610,466,6973,205,8329,0,0,0,38,5,43,31,0,3,32,0,66,13,7,0,0,0,19,173,41,25,74,9,322,1315,537,441,4499,136,6934,72,0,17,0,6,93,29,3,3,46,0,78,179,72,73,1797,48,2164,13,7,0,26,0,51,11,6,0,3,0,21,16,7,0,5,3,32,178,102,77,1366,38,1757,51,15,9,108,0,184,0,0,0,0,0,0,0,3,0,3,0,4,3,0,0,3,0,3,31,5,5,19,0,55,40,24,3,4,6,85,82,34,32,8,0,153,30,11,4,30,3,73,14,3,0,7,0,28,284,131,96,1112,34,1651,12,5,5,3,0,20,4,0,0,0,0,4,19,3,3,0,0,19,15,3,3,18,4,36,0,0,0,0,0,0,37,0,0,0,3,42,44,8,10,58,0,111,238,62,29,177,27,523,54,23,16,430,837,1370,3068,1722,1320,16839
LGA36630,1003,20006,1511,27018,111,812,667,11634,359,13587,0,4,0,108,5,115,51,3,13,54,4,130,11,0,0,13,0,26,183,44,38,95,5,364,1542,749,548,7622,240,10710,121,0,27,0,7,158,52,8,5,75,0,140,269,120,88,2798,54,3334,8,10,0,30,0,50,20,10,3,9,0,43,31,14,3,16,0,57,210,158,86,2415,53,2918,67,37,6,162,3,283,0,0,0,0,0,0,8,0,3,10,0,20,0,0,0,3,0,3,15,6,0,21,0,41,60,5,10,5,0,88,115,42,46,16,3,218,36,16,4,49,3,102,7,7,0,8,3,29,335,175,131,1827,40,2510,22,9,4,0,0,34,3,0,0,0,0,3,16,3,3,8,0,26,22,7,3,35,3,67,0,0,0,0,0,0,3,0,0,0,0,3,32,18,4,62,0,119,264,87,56,394,25,831,76,42,43,782,1436,2377,3690,2386,1791,28251
LGA36660,1089,22601,1599,30427,99,885,629,12710,345,14668,0,0,0,88,3,96,69,0,3,80,6,159,59,0,7,5,3,73,209,61,26,118,7,420,1390,791,616,8423,288,11511,80,0,26,0,5,118,30,8,10,54,3,95,227,81,65,1683,35,2093,10,21,5,41,3,77,39,6,0,0,0,45,33,3,3,10,3,54,222,157,100,3165,61,3702,673,152,36,513,18,1405,3,0,0,3,0,5,4,3,4,8,6,24,12,0,0,0,3,14,20,3,3,14,0,41,37,15,9,10,9,68,103,46,32,26,4,214,60,4,3,20,3,91,18,7,3,23,0,48,310,195,156,2064,55,2773,30,0,0,4,3,30,9,3,0,0,0,12,33,4,5,0,0,41,37,11,8,20,0,78,3,0,0,0,0,4,3,0,3,0,0,3,49,19,13,70,0,150,395,114,56,300,22,885,72,49,27,802,1201,2152,4338,2638,1848,30254
LGA36710,12502,152726,13100,246589,1546,11461,8449,94753,3065,119269,5,19,12,327,20,378,843,124,112,488,34,1601,362,73,30,73,13,555,3052,773,460,1037,104,5423,31533,10066,7368,65953,2775,117698,680,20,193,29,38,953,975,188,126,699,26,2008,3883,1162,732,11623,340,17742,478,168,63,351,25,1087,439,110,20,83,15,659,437,69,38,73,13,633,4793,1977,1248,22627,571,31215,1860,784,278,2515,143,5582,72,0,12,9,7,96,74,44,17,140,7,284,46,32,6,18,3,97,375,122,65,219,32,812,1027,190,125,88,42,1464,2984,661,497,161,75,4375,802,136,93,383,21,1430,282,73,39,154,9,556,6803,2452,1770,17420,523,28970,279,60,16,64,8,424,129,23,21,18,3,197,872,89,53,50,11,1081,361,61,52,292,21,779,43,11,0,9,3,63,78,0,9,0,3,90,849,248,152,779,35,2061,6754,1576,1042,2743,280,12400,1175,413,435,4915,14025,20957,73891,33185,23533,228093
LGA36810,1742,24386,2866,39627,230,1388,1075,14231,490,17407,0,10,3,478,14,505,73,15,15,177,3,284,136,18,0,56,4,225,374,98,44,113,12,640,2713,1045,816,8583,357,13513,154,0,31,3,8,199,110,17,15,68,11,222,641,135,105,1281,46,2202,55,21,4,46,8,138,68,7,3,3,5,76,54,4,9,18,4,85,500,240,160,3270,97,4269,1687,379,133,1317,62,3571,3,0,0,0,0,3,7,3,3,18,0,30,4,0,0,0,0,3,45,26,14,51,5,140,82,22,17,14,6,143,209,63,42,14,4,338,83,18,13,27,3,144,28,9,10,21,0,68,581,300,188,2119,58,3253,57,11,0,13,0,88,10,3,4,4,0,16,54,12,7,13,0,84,89,15,11,70,3,181,18,0,0,4,0,25,11,7,0,0,0,15,70,11,8,82,4,189,1169,230,188,600,57,2242,192,68,49,945,3143,4400,9507,4175,2967,33639
LGA36910,4833,101000,6574,132125,420,4009,3032,57732,1386,66581,3,10,6,302,18,347,905,38,45,281,16,1286,70,23,0,22,3,113,833,282,181,477,24,1791,6007,3418,2535,36450,1025,49434,374,9,117,8,18,530,118,33,22,285,6,464,892,585,424,13352,252,15505,75,71,13,146,3,300,93,27,9,26,0,155,434,15,20,34,15,508,1066,738,577,14244,327,16956,371,214,74,1046,29,1731,95,3,0,5,0,103,62,30,24,155,3,281,6,0,0,6,3,14,40,27,11,71,0,151,250,64,54,56,10,427,482,197,163,81,20,940,180,45,27,205,9,473,62,19,12,73,4,168,1513,1001,597,9661,212,12983,61,24,3,14,9,111,70,6,0,9,0,93,324,17,27,13,3,377,86,21,9,121,13,257,15,4,0,0,0,21,61,3,3,3,4,74,175,68,53,408,6,710,2970,538,393,1373,135,5409,292,158,119,3436,5391,9398,18405,11697,8550,140095
LGA36950,78,2604,575,3739,0,30,18,246,12,314,3,21,0,471,24,513,7,9,4,44,3,62,0,0,0,0,0,0,10,8,0,4,0,19,56,30,23,291,7,406,0,0,0,14,0,13,0,3,0,7,0,10,4,8,3,49,0,62,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,5,12,9,3,134,3,164,3,3,0,8,0,11,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,17,0,5,3,0,28,9,7,0,5,4,19,3,0,3,0,0,8,3,0,3,0,0,0,12,14,5,111,7,143,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,3,0,9,3,0,0,0,0,3,3,0,0,0,0,0,3,0,3,8,3,16,108,123,43,1913,94,2285,3,8,4,126,140,284,271,276,117,3437
LGA36960,86,3396,89,4013,3,8,3,54,0,63,0,8,7,476,3,491,3,0,0,3,0,3,0,0,0,0,0,0,4,4,0,0,0,5,9,4,5,64,0,86,0,3,0,17,0,28,0,0,4,11,0,10,5,3,0,17,0,27,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,0,18,3,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,12,5,3,0,3,0,9,0,0,0,0,0,3,3,0,0,0,0,3,0,4,0,43,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,295,140,92,3406,25,3955,0,5,0,31,18,56,341,185,120,4150
LGA37010,6584,97577,8811,143665,678,5617,4150,59868,1788,72102,3,44,11,1011,60,1131,738,99,97,677,54,1661,125,31,15,61,3,235,900,335,198,539,28,2007,9219,4499,3308,36409,1205,54641,724,22,209,30,37,1032,308,75,51,349,11,795,1415,637,363,5771,175,8363,345,156,59,463,21,1039,125,45,6,36,4,215,453,36,28,69,7,597,1607,1076,660,14014,303,17662,1389,870,267,3799,119,6442,107,0,5,3,4,126,18,7,4,41,3,74,17,5,0,6,3,35,156,99,47,241,14,554,443,82,56,63,23,666,884,302,230,105,24,1552,336,67,50,203,7,665,143,47,18,101,4,312,2226,1144,821,9428,256,13874,113,46,11,66,0,234,135,13,13,22,0,183,345,34,39,21,5,437,268,62,26,270,20,647,12,3,3,3,0,17,136,0,3,4,3,146,268,106,57,453,9,895,4000,876,670,2648,434,8622,516,235,170,3271,9260,13465,28152,16670,11645,140045
LGA37300,101,1795,203,2593,14,88,83,1282,39,1506,0,0,0,29,0,29,12,3,0,18,3,32,3,0,3,0,0,4,3,3,4,14,0,28,159,63,55,647,22,946,30,0,11,0,0,43,3,0,0,7,4,6,30,9,10,132,4,181,3,3,3,0,0,11,0,0,3,4,0,4,5,0,0,3,0,4,40,8,12,230,3,297,16,7,3,50,4,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,19,0,4,0,0,22,18,3,0,3,0,24,5,0,0,3,0,3,3,0,0,0,0,9,36,13,16,153,3,226,3,0,3,0,0,7,0,0,0,0,0,0,10,0,3,0,0,10,5,0,0,3,0,9,0,0,0,0,0,0,0,3,0,0,0,5,5,0,0,4,0,11,67,16,14,98,9,198,8,15,3,87,236,348,500,234,230,2767
LGA37310,896,22953,1417,28078,51,629,502,13289,296,14773,0,3,0,87,3,96,34,0,11,51,3,101,14,0,0,0,0,17,122,44,29,64,3,263,775,536,435,7765,230,9735,64,0,23,3,0,88,10,3,3,60,0,76,139,83,67,2366,43,2703,8,6,3,25,3,42,29,3,0,0,0,34,21,3,3,3,0,28,122,114,63,2485,42,2827,40,24,11,131,5,213,6,0,0,0,0,6,9,0,0,11,0,22,0,0,0,0,0,0,17,4,0,0,0,24,57,11,21,7,6,104,66,42,22,13,10,151,17,5,4,43,0,74,9,3,0,11,0,26,227,132,122,1855,44,2381,6,3,3,7,0,22,0,0,3,3,0,12,31,3,3,8,0,43,9,3,0,16,3,37,0,0,0,0,0,0,6,0,0,0,0,9,16,8,6,71,0,100,251,76,29,244,13,606,45,28,28,839,1600,2549,2201,1766,1391,29457
LGA37340,1351,20365,2669,31759,151,1111,794,11744,349,14147,0,4,7,116,7,126,125,3,3,67,3,209,46,5,3,6,0,62,282,71,39,122,9,524,2595,943,686,7779,320,12321,132,3,24,3,4,163,123,8,16,71,5,222,392,114,75,1367,48,1997,89,18,9,53,11,174,43,10,4,6,5,70,27,4,3,11,0,45,453,181,114,2623,54,3427,309,108,51,504,23,1003,75,0,0,0,3,74,11,0,0,16,0,29,7,4,0,0,0,12,48,30,19,44,4,143,146,14,14,8,4,195,228,71,39,27,9,364,76,15,11,52,0,152,31,3,7,22,4,64,607,255,148,2007,70,3081,24,11,3,8,0,47,18,0,0,0,0,19,93,9,3,5,0,113,67,16,5,45,0,127,64,0,0,0,3,65,37,0,3,0,3,39,97,27,16,96,7,245,748,159,103,571,50,1627,149,48,43,692,4282,5213,7293,3245,2242,28065
LGA37400,56,1566,114,1937,3,34,28,726,16,806,0,0,0,7,0,7,0,0,0,7,3,9,0,3,0,0,0,3,12,3,0,3,0,19,47,29,17,485,13,591,0,0,0,0,0,0,0,0,0,3,0,4,16,0,0,70,4,93,0,4,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,150,3,166,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,3,6,5,4,3,0,0,12,4,0,0,3,0,4,0,0,0,0,0,0,3,3,7,112,0,129,5,0,0,0,0,5,0,0,0,0,0,0,5,0,4,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,11,0,3,23,0,42,3,0,3,43,163,208,129,83,68,1655
LGA37550,4,984,26,1037,0,0,0,6,0,12,0,0,0,725,28,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,45,0,49,0,0,0,45,7,54,11,6,0,840
LGA37570,0,273,30,331,0,0,0,3,0,3,0,0,0,293,3,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,20,0,29,0,0,0,0,0,0,4,0,0,375
