region_id,C11_CFNC_BPT_1500_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000mo,C11_CFNC_BPT_Ns,C11_CFNC_BPT_T,C11_CFNC_1F1P_N,C11_CFNC_1F1P_1_199,C11_CFNC_1F1P_200_399,C11_CFNC_1F1P_400_599,C11_CFNC_1F1P_600_799,C11_CFNC_1F1P_800_999,C11_CFNC_1F1P_1000_1499,C11_CFNC_1F1P_1500_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000m,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_T,C11_CFNC_1E1A_N,C11_CFNC_1E1A_1_199,C11_CFNC_1E1A_200_399,C11_CFNC_1E1A_400_599,C11_CFNC_1E1A_600_799,C11_CFNC_1E1A_800_999,C11_CFNC_1E1A_1000_1499,C11_CFNC_1E1A_1500_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000m,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_T,C11_CFNC_1F1NW_N,C11_CFNC_1F1NW_1_199,C11_CFNC_1F1NW_200_399,C11_CFNC_1F1NW_400_599,C11_CFNC_1F1NW_600_799,C11_CFNC_1F1NW_800_999,C11_CFNC_1F1NW_1000_1499,C11_CFNC_1F1NW_1500_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000m,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_Tot,C11_CFNC_1P1NW_N,C11_CFNC_1P1NW_1_199,C11_CFNC_1P1NW_200_399,C11_CFNC_1P1NW_400_599,C11_CFNC_1P1NW_600_799,C11_CFNC_1P1NW_800_999,C11_CFNC_1P1NW_1000_1499,C11_CFNC_1P1NW_1500_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_mr,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_Tot,C11_CFNC_1A1NW_N,C11_CFNC_1A1NW_1_199,C11_CFNC_1A1NW_200_399,C11_CFNC_1A1NW_400_599,C11_CFNC_1A1NW_600_799,C11_CFNC_1A1NW_800_999,C11_CFNC_1A1NW_1000_1499,C11_CFNC_1A1NW_1500_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000m,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_T,C11_CFNC_BA_N,C11_CFNC_BA_1_199,C11_CFNC_BA_200_399,C11_CFNC_BA_400_599,C11_CFNC_BA_600_799,C11_CFNC_BA_800_999,C11_CFNC_BA_1000_1499,C11_CFNC_BA_1500_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000m,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_N,C11_CFNC_BNW_1_199,C11_CFNC_BNW_200_399,C11_CFNC_BNW_400_599,C11_CFNC_BNW_600_799,C11_CFNC_BNW_800_999,C11_CFNC_BNW_1000_1499,C11_CFNC_BNW_1500_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000m,C11_CFNC_BNW_Ns,C11_CFNC_BNW_T,C11_CFNC_LFns_N,C11_CFNC_LFns_1_199,C11_CFNC_LFns_200_399,C11_CFNC_LFns_400_599,C11_CFNC_LFns_600_799,C11_CFNC_LFns_800_999,C11_CFNC_LFns_1000_1499,C11_CFNC_LFns_1500_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000mo,C11_CFNC_LFns_Ns,C11_CFNC_LFns_T,C11_CFNC_T_N,C11_CFNC_T_1_199,C11_CFNC_T_200_399,C11_CFNC_T_400_599,C11_CFNC_T_600_799,C11_CFNC_T_800_999,C11_CFNC_T_1000_1499,C11_CFNC_T_1500_1999,C11_CFNC_T_2000_2499,C11_CFNC_T_2500_2999,C11_CFNC_T_3000M,C11_CFNC_T_Ns,C11_CFNC_T_T,C11_CF_BFT_N,C11_CF_BFT_1_199,C11_CF_BFT_200_399,C11_CF_BFT_400_599,C11_CF_BFT_600_799,C11_CF_BFT_800_999,C11_CF_BFT_1000_1499,C11_CF_BFT_1500_1999,C11_CF_BFT_2000_2499,C11_CF_BFT_2500_2999,C11_CF_BFT_3000_mr,C11_CF_BFT_Ns,C11_CF_BFT_Tot,C11_CF_BPT_N,C11_CF_BPT_1_199,C11_CF_BPT_200_399,C11_CF_BPT_400_599,C11_CF_BPT_600_799,C11_CF_BPT_800_999,C11_CF_BPT_1000_1499,C11_CF_BPT_1500_1999,C11_CF_BPT_2000_2499,C11_CF_BPT_2500_2999,C11_CF_BPT_3000_mr,C11_CF_BPT_Ns,C11_CF_BPT_Tot,C11_CF_1F1P_N,C11_CF_1F1P_1_199,C11_CF_1F1P_200_399,C11_CF_1F1P_400_599,C11_CF_1F1P_600_799,C11_CF_1F1P_800_999,C11_CF_1F1P_1000_1499,C11_CF_1F1P_1500_1999,C11_CF_1F1P_2000_2499,C11_CF_1F1P_2500_2999,C11_CF_1F1P_3000mo,C11_CF_1F1P_Ns,C11_CF_1F1P_T,C11_CF_1E1A_N,C11_CF_1E1A_1_199,C11_CF_1E1A_200_399,C11_CF_1E1A_400_599,C11_CF_1E1A_600_799,C11_CF_1E1A_800_999,C11_CF_1E1A_1000_1499,C11_CF_1E1A_1500_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_mr,C11_CF_1E1A_Ns,C11_CF_1E1A_Tot,C11_CF_1F1NW_N,C11_CF_1F1NW_1_199,C11_CF_1F1NW_200_399,C11_CF_1F1NW_400_599,C11_CF_1F1NW_600_799,C11_CF_1F1NW_800_999,C11_CF_1F1NW_1000_1499,C11_CF_1F1NW_1500_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000mo,C11_CF_1F1NW_Ns,C11_CF_1F1NW_T,C11_CF_1P1NW_N,C11_CF_1P1NW_1_199,C11_CF_1P1NW_200_399,C11_CF_1P1NW_400_599,C11_CF_1P1NW_600_799,C11_CF_1P1NW_800_999,C11_CF_1P1NW_1000_1499,C11_CF_1P1NW_1500_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_mr,C11_CF_1P1NW_Ns
LGA17750,24,20,3,14,7,200,6,4,3,8,37,85,258,210,166,55,105,10,947,0,0,5,5,6,12,40,26,19,7,22,9,151,0,3,3,29,79,79,170,91,35,46,26,17,578,0,4,6,67,88,48,55,22,7,13,14,10,334,3,0,7,11,5,6,14,3,4,7,0,6,66,0,0,3,3,3,3,15,3,6,3,8,10,57,26,56,33,558,329,287,191,54,19,18,21,84,1676,3,3,0,17,3,9,5,3,3,0,0,387,433,43,80,71,718,596,640,1030,791,676,310,429,557,5941,4,4,0,6,11,25,140,261,353,222,396,141,1563,3,3,0,3,9,19,32,45,26,17,19,9,185,3,3,4,3,35,57,397,483,462,221,287,143,2098,0,0,0,0,9,8,49,104,85,38,60,31,384,3,3,4,20,64,95,378,268,82,106,45,72,1140,3,3,8,22,25,31,40,42,8,10,14,9
LGA17800,3,0,0,0,4,23,3,3,3,3,11,12,18,20,11,3,4,4,95,0,0,0,4,0,0,5,4,0,0,0,0,13,0,3,3,6,15,9,12,3,0,6,4,0,61,0,3,3,7,8,6,3,3,3,0,0,0,36,0,3,0,3,3,3,3,0,0,0,0,3,18,0,0,0,3,0,4,0,0,0,0,3,0,10,9,6,5,71,29,26,18,0,0,0,0,10,174,3,0,0,0,0,0,0,0,0,0,0,35,38,23,21,17,103,73,73,84,60,26,12,16,59,567,0,0,5,0,3,8,17,14,13,11,14,14,99,0,0,0,0,3,0,3,0,0,0,0,3,9,0,0,0,5,5,13,30,27,17,5,7,12,121,0,0,0,0,0,0,4,10,4,3,0,4,25,3,0,0,3,5,10,19,12,0,0,0,9,61,0,0,0,3,4,0,4,0,0,0,0,0
LGA17850,7,0,0,0,3,24,0,3,3,0,11,4,19,15,5,6,8,3,77,0,0,0,0,6,0,0,4,0,0,0,0,10,0,3,0,5,6,6,4,5,3,0,0,4,36,0,0,3,5,9,4,4,0,0,0,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,9,4,6,3,51,17,13,7,0,4,0,3,3,111,0,0,0,0,0,0,5,0,0,0,0,28,33,14,16,9,65,55,43,64,48,28,14,24,49,429,0,0,0,0,4,3,12,11,14,7,13,15,79,0,0,0,0,0,3,4,3,3,0,0,0,13,0,3,0,7,4,6,25,26,12,7,8,7,105,0,0,0,0,0,0,4,3,0,0,0,3,10,0,0,0,0,9,4,19,3,3,5,0,12,55,0,0,0,0,3,0,3,0,0,0,0,3
LGA17900,3,0,0,3,3,20,0,0,0,5,5,13,32,13,13,3,6,6,96,0,0,0,0,4,0,0,4,0,3,0,5,16,5,0,0,3,4,4,13,4,4,3,3,0,43,0,0,3,16,4,0,0,4,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,4,4,10,92,29,20,9,0,0,0,0,8,176,0,3,0,0,0,0,0,0,0,0,0,40,43,16,10,13,123,57,55,87,50,47,24,45,69,596,3,3,0,0,8,3,16,10,12,15,16,20,106,0,0,0,0,0,0,4,0,0,5,0,0,9,3,0,3,0,5,10,31,24,18,3,7,7,111,0,3,0,0,0,0,3,3,0,4,3,0,16,0,0,5,4,0,15,25,17,5,4,4,4,83,0,0,0,4,11,5,7,3,0,0,3,8
LGA17950,3,0,0,0,0,11,0,0,0,0,6,8,23,9,9,3,0,3,61,0,0,0,0,0,4,0,0,0,0,0,0,4,3,3,0,0,8,5,5,7,0,0,0,3,34,0,0,0,5,5,3,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,3,0,3,0,0,0,0,6,3,6,0,28,23,8,3,0,0,0,0,3,74,0,0,0,0,0,0,3,0,0,0,0,15,18,10,9,0,38,42,43,55,41,32,13,8,31,322,0,0,0,0,0,3,16,9,8,5,12,17,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,31,18,18,6,7,9,96,0,0,0,0,0,0,5,5,5,0,3,0,18,0,0,0,0,5,10,13,10,0,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0
LGA18000,83,65,25,58,12,569,8,0,0,6,35,75,334,345,312,170,371,20,1676,3,0,3,3,0,11,39,45,57,37,70,18,286,9,3,5,21,79,102,277,150,80,225,121,31,1103,4,15,33,93,149,145,214,93,53,53,38,18,908,3,3,10,9,10,6,32,15,6,7,13,14,128,0,0,0,3,3,8,20,9,20,8,32,12,115,112,140,63,906,670,804,649,285,153,72,106,170,4130,3,3,3,24,10,9,13,0,3,3,8,711,790,153,172,122,1094,1008,1315,1962,1565,1678,1052,2377,1068,13566,6,3,3,5,12,46,159,312,508,426,2006,348,3834,0,8,3,8,29,48,138,125,102,65,170,90,786,17,14,6,11,43,115,576,887,1032,1098,2628,487,6914,3,3,3,4,12,12,65,95,151,128,385,76,937,8,16,15,36,100,153,504,502,192,1425,533,241,3725,4,3,15,36,58,59,130,109,80,83,114,83
LGA18020,3,0,3,3,0,41,0,0,3,8,12,23,50,33,12,3,8,7,159,0,0,0,0,0,4,7,5,3,3,7,0,29,8,3,0,9,21,15,19,11,3,3,0,11,103,0,0,5,17,20,9,17,4,3,0,0,3,78,0,0,0,5,0,0,3,0,0,0,0,3,11,0,0,0,0,3,3,3,0,3,3,3,3,21,9,18,10,231,65,46,18,7,0,0,3,21,428,0,0,0,7,3,3,0,0,0,0,0,78,91,24,37,22,292,150,139,155,96,56,31,46,130,1178,5,3,4,5,14,9,37,25,28,10,15,48,203,0,0,0,0,3,3,4,3,3,0,0,13,29,0,0,4,8,13,18,71,47,27,11,15,20,234,0,0,0,3,0,3,4,4,8,4,3,7,36,3,0,0,7,18,25,38,19,5,11,0,13,139,0,0,0,5,14,12,4,3,0,0,3,3
LGA18050,46,45,17,42,0,298,5,3,3,3,3,32,115,150,168,104,257,12,855,0,0,0,0,4,6,16,36,31,14,68,10,185,0,3,3,8,32,60,108,86,47,135,108,18,608,0,4,11,43,52,26,55,34,21,22,34,10,312,0,3,0,6,3,3,14,5,0,5,7,6,52,0,0,0,0,0,5,0,3,7,9,41,9,74,53,35,25,211,136,155,133,82,51,54,63,65,1063,0,0,0,11,3,0,8,3,0,0,3,461,489,71,51,42,296,259,350,601,656,825,658,2053,617,6479,3,5,0,3,6,9,44,65,113,121,741,88,1198,0,0,0,3,4,16,29,42,38,27,71,25,255,5,5,5,0,17,23,102,173,222,258,957,143,1910,0,0,0,0,0,4,18,29,39,54,181,27,352,7,7,5,16,26,40,114,131,64,552,269,103,1334,0,0,3,10,22,20,40,32,18,23,38,27
LGA18100,3,0,0,3,0,25,0,4,0,5,7,7,10,7,11,0,7,3,61,0,0,0,3,0,6,0,3,0,0,0,0,12,3,0,0,10,11,4,7,3,0,3,0,6,47,0,0,3,3,8,7,3,0,0,0,0,0,24,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,7,10,7,4,3,96,45,34,10,3,0,0,0,13,215,0,0,0,0,4,0,0,0,0,0,0,35,39,13,11,9,128,81,75,58,31,26,10,16,64,522,0,0,0,0,4,5,13,14,15,5,4,11,71,0,4,0,0,3,0,4,3,3,0,0,0,17,0,0,3,6,0,14,35,16,15,6,12,10,117,0,0,0,0,0,0,0,3,3,0,0,5,11,0,0,3,4,11,3,17,10,5,0,0,7,60,0,0,0,5,0,3,6,3,0,0,0,0
LGA18150,5,0,0,0,0,36,0,3,0,7,9,18,28,13,10,5,6,3,102,3,0,0,0,4,7,5,4,0,0,4,0,27,0,0,0,11,12,12,19,5,7,4,0,0,70,0,0,3,18,10,3,3,3,3,0,0,3,46,0,0,4,4,3,0,3,3,0,0,0,0,17,0,0,0,3,3,3,3,3,0,3,0,3,21,4,22,7,136,53,54,27,0,3,0,0,15,321,0,0,0,4,0,0,0,0,0,0,0,61,65,10,31,14,187,106,120,127,58,60,23,42,93,871,0,0,0,0,4,14,23,30,36,20,38,31,196,0,0,0,0,3,9,6,0,3,0,0,3,24,0,0,0,6,3,3,44,37,33,14,12,29,181,0,0,0,0,0,0,6,10,10,0,4,7,37,0,0,0,4,13,16,38,16,7,6,3,8,111,0,0,0,5,8,6,10,0,3,0,3,10
LGA18200,0,0,0,0,0,11,5,0,4,4,4,16,31,20,7,9,13,4,117,0,0,0,0,3,0,6,4,4,0,5,0,22,0,0,0,8,7,6,24,10,4,3,4,3,69,3,0,4,12,15,8,9,0,0,3,0,3,57,0,0,0,0,3,4,4,0,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,3,9,6,20,7,115,53,39,18,6,6,0,3,15,288,0,0,0,3,3,3,3,0,3,0,0,56,71,25,20,15,150,98,91,145,79,51,28,41,87,830,0,3,0,4,7,12,20,23,38,5,29,21,162,0,0,0,0,0,3,10,3,0,0,3,3,22,0,5,0,6,4,13,44,54,29,12,20,15,202,0,0,0,0,0,0,4,3,5,3,4,5,24,0,0,0,3,13,16,28,24,3,14,0,12,113,0,0,3,0,4,3,8,3,0,3,3,0
LGA18250,32,19,23,52,0,261,0,0,0,0,11,29,117,120,117,80,247,8,729,0,3,5,0,3,8,16,16,18,10,51,6,136,3,3,3,20,41,57,146,121,50,208,129,14,795,5,7,22,42,40,39,71,42,29,31,41,16,385,0,3,0,3,3,8,13,4,3,9,11,0,57,0,0,0,0,3,3,6,3,6,3,16,6,46,121,89,38,288,167,222,239,114,85,49,121,49,1582,4,3,3,5,0,7,3,3,0,0,4,383,415,140,114,78,378,297,423,725,616,659,641,1796,492,6359,3,3,0,4,8,21,65,85,166,169,1205,139,1868,0,0,0,6,16,30,35,36,25,35,89,23,295,0,4,0,5,14,39,164,174,227,335,1354,139,2455,3,3,0,0,3,0,16,28,47,64,220,27,411,8,8,6,22,56,88,215,271,86,964,383,124,2231,6,7,8,31,43,21,65,40,34,44,71,39
LGA18350,35,28,16,21,4,263,0,3,4,9,13,54,187,140,107,55,79,11,662,0,0,0,4,4,8,25,15,19,13,24,0,112,4,3,7,20,54,45,122,66,22,56,19,21,439,0,3,11,44,81,86,100,40,21,28,22,10,446,0,0,0,4,7,7,19,8,7,9,5,3,69,3,0,3,4,3,3,7,4,6,6,10,7,56,40,66,40,563,421,413,329,147,77,35,68,89,2288,3,4,0,9,7,4,7,3,0,0,0,360,397,53,90,68,680,631,709,973,622,451,300,437,525,5539,5,3,0,3,7,27,94,148,168,122,283,130,990,0,3,3,4,3,19,46,29,32,10,19,25,193,0,3,0,5,22,57,279,318,287,182,245,141,1539,3,0,3,3,3,10,28,48,35,20,37,23,213,0,0,0,6,32,87,261,182,79,156,64,74,941,0,3,5,13,16,29,56,38,13,25,4,21
LGA18400,20,21,0,13,3,135,5,3,0,4,19,36,116,129,94,46,76,13,541,0,0,0,4,6,8,26,18,18,6,16,4,106,5,3,3,13,43,44,161,87,28,78,12,17,494,0,0,6,34,59,30,50,13,5,9,3,7,216,0,3,0,5,7,6,11,7,0,0,0,4,43,0,3,0,6,0,3,7,6,0,0,6,7,38,29,44,37,424,253,211,112,31,10,3,18,52,1224,0,3,0,4,3,5,0,0,0,4,3,196,218,47,62,46,507,411,387,602,486,403,255,371,330,3907,3,3,4,6,10,14,81,181,257,215,491,186,1451,0,0,0,3,3,14,38,31,25,13,34,25,186,4,0,0,8,24,56,293,404,419,253,430,164,2055,3,0,4,0,6,9,40,65,54,42,87,31,341,3,4,4,6,49,85,288,253,91,193,90,128,1194,0,4,3,9,24,23,49,20,8,15,13,17
LGA18450,67,65,27,52,12,551,11,3,0,11,41,128,480,455,421,202,306,23,2081,0,0,3,4,6,31,60,74,78,51,93,14,414,4,5,17,70,161,177,473,320,82,260,78,80,1727,10,32,50,189,243,159,204,83,45,21,29,19,1084,0,0,3,20,30,35,51,36,11,25,14,25,250,0,0,3,4,3,9,23,22,26,15,30,14,149,226,324,148,3149,1627,1303,625,189,81,50,66,282,8070,10,17,8,72,23,18,13,3,4,0,0,1037,1205,268,391,244,3553,2223,2018,2354,1784,1703,1082,1627,1538,18785,12,13,0,11,14,49,213,417,739,548,1537,383,3936,0,3,5,21,34,64,164,151,120,56,103,64,785,7,6,8,23,45,143,915,1374,1539,962,1652,506,7180,3,3,3,3,16,28,147,210,233,161,290,111,1208,10,14,10,49,150,306,1032,942,359,842,376,323,4413,5,6,25,97,147,141,212,148,83,60,61,105
LGA18500,40,46,28,112,5,308,0,3,0,3,3,15,62,84,76,92,359,9,706,0,0,0,0,0,3,11,11,12,15,63,6,121,5,4,0,5,11,22,68,68,35,156,190,17,581,5,4,6,14,32,19,55,36,37,52,119,20,399,0,0,0,5,3,3,4,5,7,0,22,6,55,0,0,0,0,3,3,3,3,7,3,30,8,60,45,26,18,80,83,111,134,102,102,84,280,49,1114,0,0,3,3,3,3,3,3,3,0,12,422,455,63,43,27,120,154,215,428,439,569,610,2411,568,5647,3,0,0,3,0,6,17,41,79,60,647,111,967,0,0,5,0,8,13,18,16,15,18,88,19,200,0,3,0,3,7,16,43,85,133,180,757,145,1372,3,0,0,0,0,3,11,17,16,25,186,16,277,5,3,5,10,19,22,77,83,49,550,402,115,1340,0,3,5,3,8,13,28,17,15,31,66,23
LGA18550,66,28,14,18,11,454,4,0,6,21,48,112,483,393,272,96,126,24,1585,0,0,4,10,12,19,73,64,47,18,33,19,299,3,3,13,49,147,216,397,205,52,116,44,63,1308,0,15,39,180,214,130,135,49,28,11,13,21,835,0,3,3,18,32,32,33,18,5,12,0,11,167,3,3,0,4,3,10,28,25,15,6,14,12,123,115,266,148,2799,1483,1173,543,169,59,25,46,241,7067,0,6,0,79,25,24,15,4,4,4,0,824,985,138,308,221,3208,2040,1878,2207,1532,1213,549,689,1251,15234,6,3,8,9,16,37,282,458,750,421,747,321,3058,0,0,4,8,33,59,167,115,69,18,31,62,566,4,17,0,17,54,144,1032,1156,985,467,606,367,4849,3,0,3,5,12,37,138,175,189,85,113,72,832,7,13,10,39,176,316,1038,700,224,389,125,249,3286,4,6,10,71,128,117,196,87,43,28,23,102
LGA18710,7,13,3,16,4,96,0,0,0,0,7,13,46,35,24,23,48,4,200,0,0,0,0,3,3,5,11,11,6,17,3,59,3,3,3,3,5,15,30,39,19,26,17,8,171,0,3,6,11,17,20,26,16,5,7,4,6,121,0,3,0,3,3,4,4,0,3,3,3,0,26,0,0,3,0,0,0,3,0,6,0,6,0,18,10,17,8,96,71,77,73,28,9,3,10,12,414,0,3,0,7,0,0,0,0,0,0,0,122,132,19,35,20,127,128,154,234,197,186,147,308,163,1718,0,0,6,3,3,6,21,40,89,58,248,55,529,0,0,0,0,3,6,18,10,12,3,16,4,72,0,0,0,3,8,24,96,99,130,89,152,45,646,0,0,0,3,3,3,14,19,22,20,41,5,130,0,0,0,0,7,12,72,65,22,67,23,18,286,0,0,0,3,7,4,16,12,7,7,7,3
LGA18750,0,0,0,4,0,48,3,0,0,6,13,24,49,27,14,7,14,3,160,0,0,0,0,0,5,7,9,3,0,3,3,30,3,0,5,12,18,28,25,14,3,4,3,6,121,0,3,7,14,29,13,16,4,5,0,0,0,91,3,0,0,5,3,3,0,0,0,0,0,0,14,0,0,0,0,0,3,3,0,3,3,0,0,12,5,23,14,209,98,58,38,12,4,5,3,22,491,0,0,0,9,3,0,0,0,0,0,0,93,105,20,29,26,267,179,165,192,121,69,31,59,135,1293,3,3,0,3,3,8,38,48,48,37,41,39,271,0,0,0,3,7,5,8,7,0,0,5,12,47,0,0,0,4,15,29,101,96,56,29,29,50,409,0,0,0,3,3,5,15,11,9,5,5,6,62,3,3,0,3,24,35,77,36,3,25,4,19,232,0,3,4,10,12,7,8,4,4,0,0,4
LGA19399,0,0,0,0,0,10,0,4,0,0,0,0,4,0,0,0,3,0,11,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,3,3,0,15,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,14,14,8,4,0,17,8,19,20,13,7,3,9,14,122,0,3,0,0,4,3,8,6,5,3,0,12,44,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,7,7,3,5,0,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,3,3,3,0,3,26,0,0,0,0,0,3,0,0,0,0,0,0
LGA20110,9,13,3,0,0,81,0,4,3,3,11,20,70,47,24,10,13,4,209,0,0,0,0,3,4,13,3,5,0,5,0,33,3,5,0,6,17,16,37,15,10,3,8,0,120,0,0,3,22,30,31,31,6,6,0,0,0,129,0,0,3,3,6,0,4,3,0,3,0,0,22,3,0,0,4,0,0,9,0,0,0,0,0,16,8,25,13,239,138,87,53,17,3,3,6,19,611,0,0,0,13,0,5,0,0,0,0,0,110,128,17,39,25,299,225,204,283,162,124,36,56,141,1611,0,3,0,4,10,9,34,47,46,25,36,31,245,0,0,0,3,10,8,26,8,4,4,3,7,73,0,0,3,7,21,19,102,85,80,26,18,40,401,0,0,0,0,0,6,7,6,12,4,5,8,48,0,5,0,7,11,23,65,24,6,16,4,14,175,0,0,4,10,10,13,17,5,0,4,0,5
LGA20260,10,7,3,0,0,62,0,0,0,10,8,23,61,37,36,10,13,8,206,3,3,0,0,5,0,6,7,4,5,0,0,33,0,0,0,16,26,15,27,13,0,10,3,4,114,0,0,0,15,26,20,16,3,0,0,0,0,80,0,0,0,0,3,3,5,0,0,0,3,0,14,0,3,0,0,0,0,4,0,3,3,0,4,17,13,17,8,187,109,100,35,3,3,7,5,25,512,0,0,3,4,3,4,0,0,0,0,0,78,92,19,29,11,252,193,203,218,130,108,53,39,131,1386,3,3,0,0,3,7,34,44,49,22,28,24,217,0,0,0,7,0,4,19,6,4,0,4,0,44,3,0,4,5,13,15,76,73,66,27,15,33,330,0,0,0,0,3,3,12,14,8,3,6,8,57,0,3,0,8,21,28,62,33,13,8,8,15,199,0,0,3,6,12,12,19,3,3,0,0,8
LGA20570,41,27,6,19,3,344,6,3,6,19,51,120,404,321,207,80,104,21,1342,3,0,0,4,4,15,57,48,44,10,27,9,221,4,5,9,35,142,131,228,127,46,75,31,32,865,4,11,26,127,168,111,103,35,13,12,9,16,635,0,3,8,21,17,11,21,14,4,11,3,3,116,0,0,3,6,3,6,21,9,20,7,6,3,84,39,99,55,1136,710,498,303,78,38,13,35,130,3134,0,0,3,35,17,10,4,3,0,0,0,501,573,61,133,113,1426,1179,1043,1518,1143,943,383,553,755,9250,3,3,0,3,13,27,162,264,368,241,452,187,1723,0,3,3,5,27,35,78,65,47,22,20,24,329,3,6,7,7,52,134,738,817,656,338,435,230,3423,0,0,0,3,7,29,106,111,106,50,67,41,520,3,4,4,21,106,243,635,363,117,245,79,133,1953,4,3,6,34,69,79,104,36,25,14,12,32
LGA20660,66,50,20,35,7,425,4,0,0,14,34,74,269,309,280,125,240,25,1374,0,0,3,5,12,12,39,48,41,22,61,8,251,3,0,14,20,102,120,301,173,71,142,74,46,1066,7,7,36,94,143,127,160,95,43,29,19,19,779,3,3,5,9,8,15,36,11,4,14,10,11,129,3,3,0,0,0,6,7,14,23,19,21,7,103,112,162,83,1084,695,685,466,150,96,39,47,143,3762,6,5,0,32,17,17,7,8,4,0,0,555,651,144,191,146,1284,1066,1165,1591,1281,1380,811,1384,865,11308,3,3,3,5,8,26,107,225,467,374,1181,292,2694,3,3,3,13,27,45,120,89,80,47,93,60,583,6,8,3,19,38,103,550,857,1009,733,1485,359,5170,0,3,0,0,11,14,77,128,151,129,252,75,840,5,4,11,33,111,165,649,612,213,720,328,197,3048,4,5,16,47,68,68,147,89,53,62,59,64
LGA20740,26,19,0,4,4,187,0,3,0,13,9,49,140,115,67,25,30,11,462,0,0,0,0,4,17,24,12,9,4,6,4,80,5,0,4,11,27,26,53,36,10,37,10,18,237,4,3,16,47,57,72,47,23,0,4,9,5,287,0,3,4,3,11,5,9,3,0,4,3,10,55,0,0,3,0,0,5,3,4,4,3,3,4,29,27,48,32,593,345,326,172,40,19,7,18,82,1709,0,3,3,11,8,5,5,0,0,0,0,226,261,39,71,65,702,509,569,582,377,249,126,178,378,3845,3,3,3,3,8,19,50,78,90,47,76,57,437,3,3,0,4,17,27,42,24,12,5,4,10,151,0,3,4,3,18,44,207,198,133,76,75,78,839,0,0,0,0,3,13,41,33,11,10,11,12,134,3,3,8,14,42,49,170,96,33,115,32,35,600,0,0,5,14,29,23,26,11,13,3,3,15
LGA20830,22,19,9,5,8,246,5,3,0,17,48,57,219,157,124,39,67,21,757,0,0,0,0,10,9,20,18,23,13,14,10,117,3,0,7,22,62,69,134,68,29,47,11,26,478,4,9,9,53,77,55,66,26,11,6,5,10,331,3,4,0,16,7,12,17,6,0,0,0,5,70,0,0,0,0,3,9,7,4,6,3,5,9,46,31,73,36,610,338,302,126,44,20,5,16,63,1664,0,0,3,19,10,6,8,0,0,0,0,252,298,55,102,67,773,621,602,806,530,442,191,276,424,4889,4,3,3,7,10,21,100,136,156,93,211,133,877,4,3,0,3,18,21,44,36,30,13,14,22,208,9,3,3,7,32,63,315,409,308,167,218,154,1688,0,0,0,0,0,14,56,40,49,21,32,31,243,0,3,4,21,56,102,310,203,58,122,39,94,1012,0,3,5,21,44,28,52,32,12,5,7,25
