region_id,Ot_ty_Ed_Ins_Pt_st_C01_P,Ot_ty_Ed_Ins_Pt_st_C06_M,Ot_ty_Ed_Ins_Pt_st_C06_F,Ot_ty_Ed_Ins_Pt_st_C06_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,O_t_E_I_F_P_s_s_ns_C01_M,O_t_E_I_F_P_s_s_ns_C01_F,O_t_E_I_F_P_s_s_ns_C01_P,O_t_E_I_F_P_s_s_ns_C06_M,O_t_E_I_F_P_s_s_ns_C06_F,O_t_E_I_F_P_s_s_ns_C06_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,Oth_ty_Edu_Ins_Tot_C01_M,Oth_ty_Edu_Ins_Tot_C01_F,Oth_ty_Edu_Ins_Tot_C01_P,Oth_ty_Edu_Ins_Tot_C06_M,Oth_ty_Edu_Ins_Tot_C06_F,Oth_ty_Edu_Ins_Tot_C06_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Type_Educ_Insti_ns_C01_M,Type_Educ_Insti_ns_C01_F,Type_Educ_Insti_ns_C01_P,Type_Educ_Insti_ns_C06_M,Type_Educ_Insti_ns_C06_F,Type_Educ_Insti_ns_C06_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,OS_vis_C01_M,OS_vis_C01_F,OS_vis_C01_P,OS_vis_C06_M,OS_vis_C06_F,OS_vis_C06_P,OS_vis_C11_M,OS_vis_C11_F,OS_vis_C11_P,Tot_C01_M,Tot_C01_F,Tot_C01_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P
LGA58260,0,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,24,13,37,19,14,33,29,32,61,3,0,3,0,6,6,5,8,13,93,80,173,74,67,141,79,85,164
LGA58330,19,3,9,12,8,11,19,0,0,0,0,0,0,0,0,0,7,15,22,3,13,16,13,17,30,106,107,213,166,129,295,218,180,398,0,6,6,4,5,9,6,17,23,536,564,1100,576,553,1129,586,624,1210
LGA58400,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,5,10,13,9,22,15,8,23,0,0,0,0,0,0,4,0,4,48,38,86,58,47,105,49,26,75
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,19,19,38,70,47,117,25,15,40,11,3,14,7,0,7,3,0,3,67,56,123,98,73,171,51,42,93
LGA58510,209,53,75,128,62,110,172,0,0,0,0,3,3,0,5,5,158,205,363,86,127,213,115,194,309,806,1218,2024,1758,1611,3369,1744,1518,3262,313,342,655,288,271,559,348,363,711,4336,4915,9251,5069,5079,10148,5728,5700,11428
LGA58540,0,3,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,4,17,8,25,28,28,56,39,26,65,4,6,10,7,4,11,13,9,22,102,96,198,121,119,240,116,105,221
LGA58570,185,54,73,127,78,125,203,0,0,0,3,3,6,0,0,0,124,153,277,106,136,242,169,216,385,864,784,1648,1685,1368,3053,1457,1170,2627,421,496,917,447,422,869,461,452,913,4013,4223,8236,4723,4685,9408,5051,5036,10087
LGA58610,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,3,6,17,22,39,76,91,167,51,57,108,0,0,0,3,4,7,9,11,20,183,204,387,236,256,492,213,240,453
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,23,14,37,12,9,21,0,0,0,0,0,0,0,0,0,28,44,72,51,43,94,48,46,94
LGA58760,296,123,270,393,225,415,640,9,8,17,5,7,12,10,0,10,176,262,438,205,378,583,368,560,928,1582,1516,3098,4370,4275,8645,4936,5004,9940,132,217,349,263,347,610,369,505,874,12380,12364,24744,17627,18077,35704,23660,24827,48487
LGA58820,12,5,4,9,0,6,6,0,0,0,0,0,0,3,0,3,3,12,15,8,4,12,3,9,12,46,49,95,107,134,241,117,104,221,5,13,18,6,4,10,5,8,13,454,526,980,464,489,953,511,483,994
LGA58890,3,3,4,7,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,4,7,0,3,3,12,12,24,36,25,61,20,30,50,0,3,3,4,3,7,0,7,7,85,92,177,123,107,230,91,103,194
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,8,5,13,11,6,17,0,0,0,0,0,0,0,0,0,33,25,58,26,34,60,33,21,54
LGA59100,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,6,5,11,8,12,20,20,17,37,0,0,0,0,3,3,0,6,6,88,89,177,73,91,164,77,91,168
LGA59170,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,4,7,11,5,16,25,32,57,17,25,42,9,22,31,4,3,7,3,9,12,115,132,247,96,111,207,84,100,184
LGA59250,9,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,7,0,7,192,64,256,116,31,147,211,68,279,4,0,4,18,3,21,14,8,22,278,109,387,214,70,284,323,123,446
LGA59310,7,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,5,5,0,3,3,29,19,48,30,24,54,53,43,96,5,5,10,6,0,6,3,9,12,217,175,392,166,156,322,167,163,330
LGA59320,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,10,18,10,28,4,3,7,3,0,3,0,0,0,0,0,0,57,50,107,60,47,107,44,48,92
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,15,18,33,26,25,51,8,0,8,0,0,0,0,0,0,73,79,152,70,77,147,58,69,127
LGA59340,30,3,15,18,7,20,27,3,0,3,0,0,0,3,0,3,20,22,42,8,20,28,25,26,51,784,583,1367,791,692,1483,876,577,1453,204,223,427,178,184,362,212,187,399,1710,1483,3193,1676,1571,3247,1866,1652,3518
LGA59350,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,4,0,4,35,14,49,11,15,26,97,31,128,3,6,9,4,6,10,3,7,10,63,35,98,44,39,83,134,55,189
LGA59360,6,3,7,10,6,0,6,0,0,0,0,0,0,0,0,0,6,3,9,3,7,10,6,0,6,36,24,60,129,47,176,245,86,331,11,7,18,8,9,17,11,3,14,226,224,450,270,189,459,387,225,612
LGA59370,11,0,4,4,0,4,4,0,0,0,3,0,3,0,3,3,6,8,14,3,4,7,0,7,7,111,109,220,112,108,220,136,110,246,4,5,9,10,9,19,12,7,19,438,391,829,431,376,807,414,416,830
LGA59399,8,9,3,12,6,5,11,3,0,3,0,0,0,0,0,0,11,3,14,12,3,15,6,5,11,546,42,588,466,106,572,509,37,546,61,50,111,262,116,378,435,25,460,680,119,799,824,244,1068,1022,89,1111
LGA60210,28,4,10,14,4,20,24,0,0,0,0,0,0,0,3,3,10,30,40,8,10,18,11,26,37,121,134,255,286,259,545,224,193,417,3,0,3,11,8,19,13,6,19,643,650,1293,809,810,1619,685,730,1415
LGA60410,41,11,21,32,14,38,52,0,0,0,0,5,5,0,0,0,21,43,64,23,39,62,28,63,91,268,268,536,793,793,1586,623,709,1332,0,0,0,7,4,11,0,8,8,1780,1835,3615,2357,2445,4802,2334,2494,4828
LGA60610,61,5,37,42,22,48,70,0,0,0,0,0,0,3,0,3,37,48,85,14,52,66,34,66,100,389,413,802,618,677,1295,633,733,1366,13,24,37,11,13,24,37,35,72,2485,2633,5118,2650,2870,5520,2640,3029,5669
LGA60810,73,15,42,57,19,49,68,0,0,0,0,3,3,0,0,0,25,63,88,27,54,81,27,64,91,441,548,989,692,733,1425,625,721,1346,9,25,34,16,27,43,22,21,43,2706,2911,5617,2768,2982,5750,2703,2880,5583
LGA61010,6,0,3,3,3,3,6,0,0,0,0,0,0,0,0,0,3,10,13,0,7,7,3,6,9,80,51,131,106,86,192,104,66,170,0,0,0,0,0,0,3,3,6,289,269,558,293,303,596,268,256,524
LGA61210,27,4,10,14,8,17,25,0,0,0,0,4,4,0,0,0,15,26,41,4,18,22,16,28,44,140,148,288,241,203,444,289,236,525,7,3,10,15,5,20,16,30,46,998,999,1997,1116,1052,2168,1116,1125,2241
LGA61410,228,54,122,176,52,149,201,6,6,12,4,0,4,3,3,6,138,197,335,92,159,251,74,187,261,1060,929,1989,1853,1679,3532,1722,1418,3140,50,76,126,55,79,134,51,93,144,6922,6812,13734,7279,7186,14465,7141,7060,14201
LGA61510,33,4,26,30,10,19,29,0,0,0,0,0,0,3,0,3,14,29,43,9,33,42,17,24,41,222,180,402,520,413,933,355,274,629,6,3,9,22,10,32,3,0,3,1209,1206,2415,1436,1410,2846,1332,1217,2549
LGA61610,79,28,50,78,26,42,68,3,0,3,0,4,4,0,0,0,56,64,120,49,82,131,38,60,98,477,515,992,752,890,1642,771,887,1658,21,31,52,20,31,51,27,28,55,2991,3139,6130,3170,3417,6587,3100,3431,6531
LGA61810,23,8,19,27,6,16,22,0,0,0,3,0,3,0,0,0,13,32,45,14,29,43,13,21,34,173,175,348,254,255,509,180,195,375,5,5,10,9,6,15,4,9,13,902,916,1818,981,955,1936,788,871,1659
LGA62010,5,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,3,8,11,0,3,3,3,0,3,21,12,33,34,20,54,29,17,46,0,0,0,3,3,6,4,0,4,104,87,191,100,83,183,81,49,130
LGA62210,26,0,18,18,4,11,15,0,0,0,0,0,0,0,0,0,12,26,38,3,28,31,8,20,28,188,193,381,284,238,522,223,224,447,10,4,14,9,16,25,10,22,32,905,925,1830,933,975,1908,847,931,1778
LGA62410,12,0,11,11,5,7,12,0,0,0,0,0,0,0,0,0,3,15,18,4,11,15,5,10,15,122,115,237,179,166,345,129,132,261,20,24,44,9,35,44,25,30,55,478,465,943,521,537,1058,451,456,907
LGA62610,197,47,108,155,66,147,213,3,4,7,4,4,8,10,4,14,102,174,276,66,150,216,116,207,323,866,959,1825,1719,2052,3771,1464,1609,3073,37,36,73,25,22,47,36,51,87,5589,5577,11166,6076,6581,12657,5979,6396,12375
LGA62810,297,77,132,209,107,143,250,3,5,8,8,12,20,0,3,3,158,215,373,96,176,272,157,197,354,1009,1005,2014,1879,1778,3657,1696,1520,3216,312,385,697,290,340,630,338,380,718,7901,8329,16230,8587,8843,17430,8561,8680,17241
LGA63010,69,9,40,49,21,52,73,0,3,3,3,0,3,3,0,3,34,74,108,17,58,75,42,76,118,355,356,711,522,495,1017,411,372,783,7,12,19,9,16,25,13,19,32,1893,1941,3834,2033,2025,4058,1894,1962,3856
LGA63210,16,0,17,17,11,17,28,0,0,0,0,0,0,0,0,0,7,21,28,9,30,39,22,33,55,171,157,328,192,183,375,166,162,328,17,16,33,14,17,31,22,31,53,786,815,1601,809,892,1701,835,806,1641
LGA63410,3,3,6,9,0,6,6,0,0,0,0,0,0,0,0,0,3,0,3,3,6,9,0,6,6,26,25,51,62,45,107,44,43,87,0,4,4,3,4,7,10,5,15,188,186,374,209,194,403,155,174,329
LGA63610,157,42,94,136,49,97,146,3,0,3,3,3,6,0,0,0,86,131,217,71,131,202,67,134,201,372,416,788,714,814,1528,686,738,1424,48,69,117,38,51,89,57,77,134,4348,4444,8792,4502,4798,9300,4705,5057,9762
LGA63810,23,0,20,20,15,22,37,0,0,0,0,0,0,3,0,3,13,20,33,3,23,26,18,26,44,148,153,301,263,258,521,247,235,482,0,3,3,18,16,34,5,5,10,1018,969,1987,1147,1118,2265,1181,1221,2402
LGA64010,244,71,129,200,99,159,258,3,6,9,7,9,16,0,5,5,163,258,421,106,184,290,157,227,384,1268,1480,2748,2401,2542,4943,2026,2109,4135,200,145,345,139,166,305,196,175,371,9104,9457,18561,9848,10393,20241,9860,10223,20083
LGA64210,75,25,44,69,21,49,70,0,4,4,0,0,0,0,5,5,30,76,106,30,58,88,40,72,112,380,465,845,585,720,1305,409,438,847,11,13,24,20,20,40,17,29,46,2375,2590,4965,2575,2767,5342,2391,2573,4964
LGA64610,48,4,21,25,17,33,50,0,3,3,0,0,0,0,0,0,36,60,96,15,43,58,29,44,73,222,224,446,409,385,794,361,308,669,7,6,13,10,10,20,24,15,39,1529,1566,3095,1678,1680,3358,1599,1637,3236
LGA64810,35,11,31,42,12,53,65,0,3,3,0,0,0,0,3,3,18,31,49,16,39,55,18,62,80,200,189,389,354,386,740,402,388,790,5,4,9,6,13,19,0,7,7,1411,1408,2819,1627,1672,3299,1650,1764,3414
LGA65010,20,4,6,10,5,11,16,0,0,0,0,0,0,0,0,0,8,19,27,7,11,18,9,21,30,121,110,231,238,226,464,225,207,432,3,0,3,4,0,4,14,22,36,758,758,1516,788,778,1566,806,832,1638
LGA65210,6,3,3,6,4,3,7,0,0,0,0,0,0,0,0,0,6,6,12,3,11,14,7,6,13,49,44,93,73,66,139,78,99,177,7,11,18,10,0,10,3,10,13,303,307,610,231,281,512,243,271,514
LGA65410,50,14,21,35,12,27,39,0,0,0,3,0,3,0,3,3,30,33,63,24,26,50,25,48,73,241,267,508,383,366,749,410,359,769,7,8,15,17,15,32,18,11,29,1838,1861,3699,1887,1938,3825,1777,1762,3539
LGA65610,15,7,6,13,4,6,10,0,3,3,0,0,0,0,3,3,4,17,21,7,10,17,4,13,17,113,84,197,217,163,380,240,182,422,20,11,31,5,9,14,12,9,21,677,660,1337,728,651,1379,670,585,1255
LGA65810,96,24,43,67,22,65,87,3,0,3,0,3,3,0,0,0,43,80,123,36,54,90,39,82,121,292,345,637,633,656,1289,556,542,1098,31,25,56,23,15,38,17,35,52,2941,2919,5860,3109,3108,6217,2953,3141,6094
LGA69399,8,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,3,0,3,154,54,208,61,13,74,48,18,66,4,5,9,33,0,33,19,8,27,204,89,293,112,28,140,89,44,133
LGA70200,160,44,102,146,52,103,155,7,0,7,3,0,3,3,4,7,100,126,226,67,137,204,78,142,220,1456,1046,2502,1536,1508,3044,1739,1597,3336,605,794,1399,413,507,920,427,512,939,5142,5214,10356,4613,4868,9481,4914,5118,10032
LGA70420,31,7,5,12,11,17,28,0,0,0,3,3,6,0,0,0,13,32,45,13,11,24,14,21,35,347,353,700,819,713,1532,570,504,1074,110,112,222,65,68,133,65,82,147,1161,1250,2411,1376,1339,2715,1321,1291,2612
LGA70540,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,8,3,11,11,13,24,4,3,7,0,0,0,0,0,0,0,0,0,27,25,52,33,31,64,22,25,47
LGA70620,15,6,7,13,9,7,16,0,0,0,0,3,3,0,0,0,11,13,24,6,15,21,14,16,30,202,202,404,258,246,504,375,222,597,20,16,36,20,15,35,19,23,42,707,647,1354,671,644,1315,777,610,1387
LGA70700,7,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,3,11,14,3,0,3,101,103,204,194,150,344,143,100,243,14,11,25,50,38,88,24,28,52,271,295,566,382,357,739,284,264,548
LGA71000,483,104,225,329,164,301,465,4,4,8,4,14,18,3,7,10,242,356,598,143,293,436,242,382,624,3116,2474,5590,4937,4008,8945,6054,4318,10372,1412,1275,2687,1176,1205,2381,1077,1108,2185,12874,12439,25313,13461,13113,26574,14753,13885,28638
LGA71300,16,9,11,20,34,25,59,3,3,6,6,4,10,3,0,3,12,16,28,15,22,37,50,48,98,337,324,661,702,672,1374,292,263,555,5,5,10,6,7,13,4,3,7,1100,1088,2188,1493,1537,3030,1552,1471,3023
LGA72200,40,7,19,26,21,35,56,0,0,0,0,3,3,3,0,3,21,32,53,10,25,35,40,40,80,380,317,697,903,832,1735,697,594,1291,362,244,606,250,167,417,80,80,160,1932,1854,3786,2052,2082,4134,1716,1712,3428
LGA72300,58,5,39,44,22,72,94,0,0,0,3,0,3,3,0,3,25,39,64,28,47,75,33,83,116,554,463,1017,1180,942,2122,1509,1249,2758,86,105,191,77,84,161,73,91,164,2472,2421,4893,3009,2774,5783,3526,3421,6947
LGA72330,20,3,12,15,6,13,19,0,3,3,0,0,0,0,0,0,17,22,39,6,16,22,23,31,54,291,245,536,730,311,1041,898,384,1282,255,250,505,156,178,334,205,248,453,1145,1122,2267,1424,1030,2454,1616,1191,2807
LGA72800,121,22,89,111,43,109,152,3,0,3,0,0,0,0,0,0,54,94,148,33,104,137,58,128,186,716,673,1389,1623,1491,3114,1391,1360,2751,25,40,65,47,50,97,51,77,128,3587,3803,7390,4431,4578,9009,4499,4972,9471
LGA73600,16,3,8,11,15,28,43,0,0,0,0,0,0,0,0,0,11,8,19,7,13,20,23,33,56,586,390,976,590,518,1108,416,373,789,33,29,62,58,56,114,58,58,116,1132,867,1999,1233,1099,2332,1195,1188,2383
LGA74050,0,0,6,6,3,7,10,0,0,0,0,0,0,0,0,0,5,3,8,4,6,10,6,14,20,33,46,79,108,106,214,68,46,114,3,0,3,18,0,18,0,0,0,308,291,599,317,308,625,406,381,787
LGA74500,11,12,7,19,3,15,18,0,0,0,0,0,0,7,0,7,10,8,18,17,11,28,21,30,51,426,332,758,579,458,1037,279,189,468,73,46,119,51,40,91,55,64,119,987,879,1866,1155,1022,2177,1061,972,2033
LGA74560,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,7,5,12,18,17,35,18,6,24,3,5,8,3,3,6,0,0,0,36,34,70,42,45,87,43,36,79
LGA74660,12,3,8,11,14,7,21,0,0,0,0,0,0,0,0,0,3,12,15,6,11,17,17,11,28,403,368,771,781,553,1334,361,244,605,440,496,936,236,251,487,212,231,443,1525,1515,3040,1588,1348,2936,1467,1309,2776
LGA79399,55,19,19,38,17,27,44,0,0,0,0,3,3,3,0,3,31,37,68,45,27,72,23,30,53,1146,415,1561,1413,608,2021,1626,625,2251,548,513,1061,651,716,1367,612,593,1205,2529,1739,4268,2876,2109,4985,3129,2114,5243
LGA89399,2143,678,1117,1795,759,1216,1975,23,19,42,34,26,60,23,23,46,1352,1592,2944,1223,1421,2644,1282,1531,2813,6124,5975,12099,10841,9749,20590,10304,8750,19054,1322,1441,2763,1399,1517,2916,1746,1910,3656,54131,54352,108483,56239,56355,112594,60034,59570,119604
LGA99399,18,0,5,5,3,4,7,0,0,0,0,4,4,0,3,3,35,17,52,15,16,31,10,7,17,74,68,142,280,88,368,871,97,968,54,15,69,51,19,70,18,23,41,493,407,900,578,366,944,1115,355,1470
