region_id,No_Int_con_HHs_with_Ind_p,No_Internet_connect_Other_hhd,No_Internet_connect_Tot_hhd,Ty_Int_con_Bba_HHs_with_Ind_p,Type_Int_conn_Bband_Other_hhd,Type_Int_conn_Bband_Tot_hhd,Typ_Int_con_Diup_HHs_w_Ind_p,Type_Int_conn_Di_up_Other_hhd,Type_Int_conn_Di_up_Tot_hhd,Type_Int_con_Oth_HHs_w_Ind_p,Type_Int_conn_Other_Other_hhd,Type_Int_conn_Other_Tot_hhd,Type_Int_con_Tot_HHs_w_Ind_p,Type_Int_conn_Tot_Oth_hhd,Type_Int_conn_Tot_Tot_hhd,Internet_con_ns_HHs_w_Ind_p,Internet_connect_ns_Oth_hhd,Internet_connect_ns_Tot_hhd,Tot_Hholds_w_Indig_per,Tot_Oth_households,Tot_Tot_households
ILOC10400503,255,4264,4519,518,13023,13541,22,646,668,50,659,709,590,14328,14918,36,704,740,881,19296,20177
ILOC10400504,29,365,394,26,585,611,6,39,45,4,33,37,36,657,693,7,39,46,72,1061,1133
ILOC10400505,32,703,735,83,2184,2267,9,153,162,8,69,77,100,2406,2506,6,122,128,138,3231,3369
ILOC10400506,86,928,1014,91,1268,1359,12,93,105,6,60,66,109,1421,1530,14,133,147,209,2482,2691
ILOC10400507,91,1349,1440,183,3670,3853,3,184,187,18,180,198,204,4034,4238,15,203,218,310,5586,5896
ILOC10400601,39,791,830,74,1901,1975,0,119,119,9,76,85,83,2096,2179,7,101,108,129,2988,3117
ILOC10400602,37,586,623,64,1114,1178,0,61,61,4,63,67,68,1238,1306,8,60,68,113,1884,1997
ILOC10400701,75,4487,4562,388,17319,17707,16,774,790,30,735,765,434,18828,19262,17,795,812,526,24110,24636
ILOC10400702,260,8127,8387,796,23546,24342,33,1146,1179,73,1323,1396,902,26015,26917,51,1303,1354,1213,35445,36658
ILOC10400801,83,1547,1630,163,3820,3983,8,213,221,16,178,194,187,4211,4398,9,204,213,279,5962,6241
ILOC10400802,95,1613,1708,117,2943,3060,6,163,169,12,191,203,135,3297,3432,14,183,197,244,5093,5337
ILOC10400803,38,1052,1090,55,1257,1312,3,99,102,8,52,60,66,1408,1474,10,129,139,114,2589,2703
ILOC10400901,237,956,1193,125,1094,1219,10,61,71,41,88,129,176,1243,1419,29,94,123,442,2293,2735
ILOC10400902,85,1225,1310,156,2653,2809,8,220,228,18,129,147,182,3002,3184,9,146,155,276,4373,4649
ILOC10400903,30,77,107,15,175,190,0,13,13,0,9,9,15,197,212,5,11,16,50,285,335
ILOC10400904,90,191,281,59,431,490,4,42,46,13,25,38,76,498,574,3,23,26,169,712,881
ILOC10400905,27,598,625,60,1152,1212,0,60,60,9,51,60,69,1263,1332,5,70,75,101,1931,2032
ILOC10401001,56,981,1037,67,1870,1937,8,154,162,4,84,88,79,2108,2187,4,114,118,139,3203,3342
ILOC10401002,26,58,84,12,92,104,0,10,10,13,9,22,25,111,136,3,6,9,54,175,229
ILOC10401101,220,5538,5758,482,14732,15214,24,677,701,49,572,621,555,15981,16536,41,819,860,816,22338,23154
ILOC10401102,190,5692,5882,626,18799,19425,29,809,838,59,789,848,714,20397,21111,41,808,849,945,26897,27842
ILOC10401103,192,4214,4406,497,12722,13219,29,600,629,44,558,602,570,13880,14450,42,696,738,804,18790,19594
ILOC10401201,91,1083,1174,159,3091,3250,12,146,158,23,144,167,194,3381,3575,8,128,136,293,4592,4885
ILOC10401202,57,877,934,84,2273,2357,5,123,128,18,128,146,107,2524,2631,10,136,146,174,3537,3711
ILOC10401203,53,822,875,87,1968,2055,3,103,106,13,120,133,103,2191,2294,13,140,153,169,3153,3322
ILOC10401204,32,837,869,98,2999,3097,6,211,217,8,129,137,112,3339,3451,4,118,122,148,4294,4442
ILOC10401301,241,4896,5137,679,15918,16597,27,690,717,59,730,789,765,17338,18103,50,756,806,1056,22990,24046
ILOC10401401,166,4329,4495,410,13579,13989,19,510,529,50,971,1021,479,15060,15539,29,710,739,674,20099,20773
ILOC10401402,156,3896,4052,417,10206,10623,23,405,428,42,482,524,482,11093,11575,31,600,631,669,15589,16258
ILOC10401403,152,4968,5120,405,13725,14130,14,500,514,36,676,712,455,14901,15356,52,851,903,659,20720,21379
ILOC10401501,81,2390,2471,223,5859,6082,8,402,410,18,242,260,249,6503,6752,9,333,342,339,9226,9565
ILOC10401502,169,4075,4244,356,10805,11161,17,539,556,36,506,542,409,11850,12259,24,584,608,602,16509,17111
ILOC10401503,61,732,793,98,1263,1361,0,73,73,7,73,80,105,1409,1514,12,71,83,178,2212,2390
ILOC10401601,25,158,183,30,192,222,0,11,11,7,10,17,37,213,250,3,17,20,65,388,453
ILOC10401602,3,301,304,90,2234,2324,3,80,83,3,71,74,96,2385,2481,10,83,93,109,2769,2878
ILOC10401603,34,1533,1567,118,4606,4724,9,281,290,12,238,250,139,5125,5264,7,227,234,180,6885,7065
ILOC10401604,57,1943,2000,205,5671,5876,11,302,313,21,216,237,237,6189,6426,19,290,309,313,8422,8735
ILOC10401605,109,1202,1311,182,2840,3022,6,120,126,26,194,220,214,3154,3368,21,190,211,344,4546,4890
ILOC10401701,155,1381,1536,127,2001,2128,12,117,129,24,125,149,163,2243,2406,21,145,166,339,3769,4108
ILOC10401702,20,113,133,27,209,236,0,7,7,5,9,14,32,225,257,6,15,21,58,353,411
ILOC10401703,38,1135,1173,86,2245,2331,8,174,182,11,128,139,105,2547,2652,12,132,144,155,3814,3969
ILOC10401801,67,1477,1544,239,5177,5416,18,232,250,29,282,311,286,5691,5977,19,210,229,372,7378,7750
ILOC10401901,33,22,55,4,70,74,3,7,10,0,6,6,7,83,90,0,4,4,40,109,149
ILOC10401902,226,2221,2447,269,3553,3822,15,211,226,30,208,238,314,3972,4286,35,296,331,575,6489,7064
ILOC10401903,59,2142,2201,215,5862,6077,15,345,360,12,233,245,242,6440,6682,12,253,265,313,8835,9148
ILOC10401904,22,622,644,48,900,948,4,54,58,3,56,59,55,1010,1065,0,66,66,77,1698,1775
ILOC10402001,52,1693,1745,153,4833,4986,8,348,356,6,237,243,167,5418,5585,19,287,306,238,7398,7636
ILOC10402002,32,761,793,132,2921,3053,5,152,157,16,161,177,153,3234,3387,3,91,94,188,4086,4274
ILOC10402003,235,5625,5860,562,12804,13366,30,757,787,38,741,779,630,14302,14932,61,895,956,926,20822,21748
ILOC10402101,308,7208,7516,930,17621,18551,33,847,880,80,868,948,1043,19336,20379,61,1160,1221,1412,27704,29116
ILOC10402102,250,6176,6426,705,16872,17577,34,734,768,78,921,999,817,18527,19344,52,971,1023,1119,25674,26793
ILOC10500101,13,771,784,58,3466,3524,0,126,126,6,183,189,64,3775,3839,6,150,156,83,4696,4779
ILOC10500102,144,3564,3708,182,8448,8630,15,414,429,37,583,620,234,9445,9679,38,534,572,416,13543,13959
ILOC10500201,24,144,168,16,205,221,0,14,14,3,12,15,19,231,250,3,21,24,46,396,442
ILOC10500202,50,467,517,50,1329,1379,0,79,79,7,74,81,57,1482,1539,9,81,90,116,2030,2146
ILOC10500203,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31
ILOC10500204,47,70,117,4,69,73,0,3,3,0,3,3,4,75,79,3,4,7,54,149,203
ILOC10500205,24,175,199,22,204,226,0,16,16,3,11,14,25,231,256,3,43,46,52,449,501
ILOC10500301,159,2940,3099,336,8634,8970,20,468,488,55,561,616,411,9663,10074,40,417,457,610,13020,13630
ILOC10500401,60,1792,1852,145,4224,4369,10,298,308,18,207,225,173,4729,4902,9,215,224,242,6736,6978
ILOC10500501,25,274,299,22,636,658,0,27,27,4,50,54,26,713,739,0,46,46,51,1033,1084
ILOC10500502,48,92,140,31,145,176,0,11,11,8,12,20,39,168,207,0,12,12,87,272,359
ILOC10500503,26,142,168,24,174,198,0,11,11,0,17,17,24,202,226,0,21,21,50,365,415
ILOC10500601,68,2094,2162,126,3913,4039,8,289,297,12,198,210,146,4400,4546,14,267,281,228,6761,6989
ILOC10500701,65,2370,2435,129,4173,4302,12,278,290,15,216,231,156,4667,4823,12,256,268,233,7293,7526
ILOC10500801,46,960,1006,78,1575,1653,4,106,110,5,103,108,87,1784,1871,7,100,107,140,2844,2984
ILOC10500901,139,1518,1657,166,2445,2611,5,168,173,14,141,155,185,2754,2939,46,184,230,370,4456,4826
ILOC10501001,51,920,971,44,1566,1610,0,95,95,10,87,97,54,1748,1802,11,130,141,116,2798,2914
ILOC10501002,50,748,798,45,1563,1608,0,107,107,5,92,97,50,1762,1812,3,95,98,103,2605,2708
ILOC10501101,128,1057,1185,176,1731,1907,10,117,127,29,101,130,215,1949,2164,28,140,168,371,3146,3517
ILOC10501201,198,2276,2474,192,4793,4985,15,267,282,24,290,314,231,5350,5581,34,348,382,463,7974,8437
ILOC10501202,94,1056,1150,125,2118,2243,8,132,140,21,145,166,154,2395,2549,11,124,135,259,3575,3834
ILOC10501301,62,1505,1567,105,2521,2626,3,168,171,14,162,176,122,2851,2973,15,164,179,199,4520,4719
ILOC10501401,141,305,446,82,417,499,3,27,30,18,20,38,103,464,567,8,27,35,252,796,1048
ILOC10501402,20,344,364,30,636,666,3,44,47,4,32,36,37,712,749,0,35,35,57,1091,1148
ILOC10501403,49,135,184,21,182,203,3,13,16,4,12,16,28,207,235,9,23,32,86,365,451
ILOC10501501,111,2259,2370,220,4327,4547,9,271,280,28,237,265,257,4835,5092,16,305,321,384,7399,7783
ILOC10501502,18,514,532,39,1116,1155,0,73,73,4,64,68,43,1253,1296,5,68,73,66,1835,1901
ILOC10501601,109,2324,2433,257,5303,5560,17,289,306,33,259,292,307,5851,6158,15,296,311,431,8471,8902
