region_id,Indigenous_Aboriginal_M,Indigenous_Aboriginal_F,Indigenous_Aboriginal_P,Indigenous_Torres_Strait_Is_M,Indigenous_Torres_Strait_Is_F,Indigenous_Torres_Strait_Is_P,Indig_Bth_Abor_Torr_Strt_Is_M,Indig_Bth_Abor_Torr_Strt_Is_F,Indig_Bth_Abor_Torr_Strt_Is_P,Indigenous_TotM,Indigenous_TotF,Indigenous_TotP,Non_Indig_M,Non_Indig_F,Non_Indig_P,Indigenous_status_nsM,Indigenous_status_nsF,Indigenous_status_nsP,Tot_M,Tot_F,Tot_P
ILOC10201101,1749,1835,3584,31,43,74,22,32,54,1802,1910,3712,15991,17061,33052,976,996,1972,18769,19967,38736
ILOC10201102,459,479,938,18,15,33,23,8,31,500,502,1002,7839,7918,15757,303,281,584,8642,8701,17343
ILOC10201201,64,73,137,0,0,0,0,0,0,64,73,137,0,0,0,0,0,0,64,73,137
ILOC10201202,147,159,306,3,5,8,4,7,11,154,171,325,2961,3015,5976,214,160,374,3329,3346,6675
ILOC10201301,261,241,502,7,10,17,8,9,17,276,260,536,6305,6331,12636,286,298,584,6867,6889,13756
ILOC10201401,158,170,328,0,0,0,5,4,9,163,174,337,2442,2530,4972,130,103,233,2735,2807,5542
ILOC10201402,113,115,228,0,0,0,0,0,0,113,115,228,1430,1444,2874,52,37,89,1595,1596,3191
ILOC10300101,345,398,743,0,7,7,6,6,12,351,411,762,502,513,1015,148,121,269,1001,1045,2046
ILOC10300102,59,46,105,0,0,0,0,0,0,59,46,105,340,280,620,60,39,99,459,365,824
ILOC10300201,292,314,606,3,0,3,0,0,0,295,314,609,141,125,266,25,23,48,461,462,923
ILOC10300202,131,119,250,0,0,0,0,6,6,131,125,256,162,144,306,28,21,49,321,290,611
ILOC10300203,75,101,176,0,0,0,0,0,0,75,101,176,21,18,39,0,0,0,96,119,215
ILOC10300301,261,233,494,4,6,10,3,5,8,268,244,512,1945,1819,3764,196,148,344,2409,2211,4620
ILOC10300302,55,43,98,0,0,0,0,0,0,55,43,98,0,0,0,0,0,0,55,43,98
ILOC10300401,426,479,905,0,0,0,0,0,0,426,479,905,665,699,1364,95,82,177,1186,1260,2446
ILOC10300402,56,45,101,0,0,0,0,0,0,56,45,101,558,474,1032,28,28,56,642,547,1189
ILOC10300403,80,85,165,0,0,0,0,0,0,80,85,165,96,91,187,8,7,15,184,183,367
ILOC10300501,638,717,1355,11,8,19,13,8,21,662,733,1395,7824,8200,16024,531,567,1098,9017,9500,18517
ILOC10300502,90,61,151,0,0,0,0,0,0,90,61,151,784,633,1417,43,20,63,917,714,1631
ILOC10300503,89,91,180,0,0,0,0,0,0,89,91,180,128,108,236,26,7,33,243,206,449
ILOC10300504,203,263,466,0,0,0,0,0,0,203,263,466,70,66,136,3,0,3,276,329,605
ILOC10300601,82,100,182,0,0,0,0,3,3,82,103,185,105,87,192,4,4,8,191,194,385
ILOC10300602,26,37,63,0,0,0,0,3,3,26,40,66,0,0,0,0,0,0,26,40,66
ILOC10300603,201,221,422,0,3,3,3,0,3,204,224,428,510,438,948,69,53,122,783,715,1498
ILOC10300604,51,41,92,0,0,0,0,0,0,51,41,92,0,0,0,0,0,0,51,41,92
ILOC10300605,379,438,817,3,0,3,3,0,3,385,438,823,363,292,655,77,71,148,825,801,1626
ILOC10300606,109,97,206,0,0,0,4,6,10,113,103,216,1374,1017,2391,133,74,207,1620,1194,2814
ILOC10400101,94,109,203,0,0,0,0,0,0,94,109,203,628,588,1216,15,15,30,737,712,1449
ILOC10400102,239,331,570,10,6,16,13,8,21,262,345,607,6985,7852,14837,333,328,661,7580,8525,16105
ILOC10400103,190,205,395,3,7,10,4,3,7,197,215,412,9937,10605,20542,357,337,694,10491,11157,21648
ILOC10400201,207,228,435,24,18,42,16,22,38,247,268,515,13148,13913,27061,903,757,1660,14298,14938,29236
ILOC10400301,371,443,814,16,26,42,21,19,40,408,488,896,8078,8742,16820,601,533,1134,9087,9763,18850
ILOC10400302,449,328,777,18,7,25,5,9,14,472,344,816,8981,8561,17542,391,340,731,9844,9245,19089
ILOC10400303,357,365,722,0,8,8,6,9,15,363,382,745,5809,6035,11844,228,241,469,6400,6658,13058
ILOC10400401,46,60,106,0,0,0,0,0,0,46,60,106,163,131,294,13,20,33,222,211,433
ILOC10400402,127,138,265,6,12,18,4,0,4,137,150,287,2407,2210,4617,144,104,248,2688,2464,5152
ILOC10400403,750,761,1511,23,13,36,8,16,24,781,790,1571,10125,10781,20906,455,452,907,11361,12023,23384
ILOC10400404,123,149,272,7,6,13,0,3,3,130,158,288,2655,2843,5498,115,131,246,2900,3132,6032
ILOC10400405,294,273,567,5,8,13,9,5,14,308,286,594,6788,6802,13590,245,236,481,7341,7324,14665
ILOC10400501,178,183,361,7,4,11,7,0,7,192,187,379,5687,6100,11787,194,161,355,6073,6448,12521
ILOC10400502,133,128,261,0,0,0,0,0,0,133,128,261,390,387,777,27,26,53,550,541,1091
ILOC10400503,923,1017,1940,31,31,62,28,30,58,982,1078,2060,23886,25071,48957,1206,1184,2390,26074,27333,53407
ILOC10400504,97,120,217,0,0,0,0,3,3,97,123,220,1195,1412,2607,69,69,138,1361,1604,2965
ILOC10400505,141,148,289,4,3,7,3,0,3,148,151,299,4047,4029,8076,169,124,293,4364,4304,8668
ILOC10400506,275,282,557,3,12,15,3,4,7,281,298,579,2424,2681,5105,108,124,232,2813,3103,5916
ILOC10400507,341,392,733,7,7,14,6,5,11,354,404,758,6504,7238,13742,269,241,510,7127,7883,15010
ILOC10400601,124,127,251,5,3,8,3,3,6,132,133,265,3885,3841,7726,172,156,328,4189,4130,8319
ILOC10400602,113,114,227,0,0,0,0,0,0,113,114,227,2230,2256,4486,81,75,156,2424,2445,4869
ILOC10400701,510,502,1012,29,19,48,10,18,28,549,539,1088,30212,32776,62988,1418,1368,2786,32179,34683,66862
ILOC10400702,1178,1193,2371,34,32,66,21,16,37,1233,1241,2474,42364,45807,88171,2546,2387,4933,46143,49435,95578
ILOC10400801,287,257,544,5,8,13,4,8,12,296,273,569,7298,7195,14493,403,354,757,7997,7822,15819
ILOC10400802,249,288,537,7,5,12,0,7,7,256,300,556,5445,5933,11378,365,434,799,6066,6667,12733
ILOC10400803,104,83,187,4,3,7,0,0,0,108,86,194,2516,2839,5355,129,120,249,2753,3045,5798
ILOC10400901,563,659,1222,3,4,7,12,5,17,578,668,1246,2523,2931,5454,142,168,310,3243,3767,7010
ILOC10400902,491,349,840,8,5,13,17,6,23,516,360,876,5936,5453,11389,306,265,571,6758,6078,12836
ILOC10400903,71,82,153,0,0,0,0,0,0,71,82,153,384,319,703,36,33,69,491,434,925
ILOC10400904,271,300,571,0,3,3,4,7,11,275,310,585,946,952,1898,57,58,115,1278,1320,2598
ILOC10400905,123,134,257,0,0,0,6,0,6,129,134,263,2138,2210,4348,101,104,205,2368,2448,4816
ILOC10401001,141,122,263,6,9,15,0,0,0,147,131,278,3902,3889,7791,225,194,419,4274,4214,8488
ILOC10401002,100,100,200,0,0,0,0,3,3,100,103,203,214,209,423,9,15,24,323,327,650
ILOC10401101,814,887,1701,22,31,53,10,13,23,846,931,1777,27963,29410,57373,1134,1140,2274,29943,31481,61424
ILOC10401102,955,1054,2009,14,19,33,10,7,17,979,1080,2059,34597,36354,70951,1192,1073,2265,36768,38507,75275
ILOC10401103,828,850,1678,26,18,44,24,14,38,878,882,1760,23904,25098,49002,869,767,1636,25651,26747,52398
ILOC10401201,350,401,751,12,10,22,18,17,35,380,428,808,5397,6143,11540,177,192,369,5954,6763,12717
ILOC10401202,187,185,372,7,8,15,9,6,15,203,199,402,4367,4471,8838,259,237,496,4829,4907,9736
ILOC10401203,183,179,362,3,3,6,7,3,10,193,185,378,3721,3987,7708,119,131,250,4033,4303,8336
ILOC10401204,148,159,307,0,5,5,10,3,13,158,167,325,5632,5552,11184,325,226,551,6115,5945,12060
ILOC10401301,1068,1170,2238,36,26,62,26,31,57,1130,1227,2357,30479,31960,62439,1346,1222,2568,32955,34409,67364
