region_id,Med_ag_pe_In_pe_h_I_p,Me_ag_ps_N_In_ps_ot_hh,Med_age_psns_Tot,Me_p_in_wk_In_ps_hh_In_p,Me_ps_in_wk_No_In_ps_ot_hh,Med_psnl_inc_wk_Tot,Me_hh_in_wk_In_ps_hh_In_ps,Me_hh_in_wk_No_In_ps_ot_hh,Med_hhd_inc_wk_Tot,Me_mo_re_mt_In_ps_hh_In_ps,Me_mo_re_mt_No_In_ps_ot_hh,Med_mort_repay_mth_Tot,Me_re_wk_In_ps_hh_Ind_psns,Me_re_wk_No_In_psns_oth_hh,Med_rent_wk_Tot,Av_N_p_pe_be_In_ps_hh_wi_In_p,Av_Nu_ps_pe_be_No_In_ps_ot_hh,Avg_Nu_psns_per_bed_Tot,Av_hh_si_In_ps_hh_wi_Ind_psns,Avg_hh_si_No_Ind_psn_othr_hhd,Avg_household_size_Tot,P_d_n_x_b_In_ps_hh_w_In_p,P_d_n_x_b_No_In_p_oth_hh,P_d_n_x_b_Tot
ILOC10400802,21,54,53,334,413,408,773,729,731,1733,1517,1517,210,230,230,1.2,1.1,1.1,2.9,2.1,2.2,10.2,1.4,1.8
ILOC10400803,30,60,59,327,379,377,564,624,622,800,1365,1343,195,200,200,1.1,1.1,1.1,2.6,1.9,1.9,5.4,1.7,1.9
ILOC10400901,19,45,39,337,384,378,641,656,653,823,1210,1200,165,180,180,1.3,1.1,1.1,3.2,2.1,2.3,14.9,3.4,5.2
ILOC10400902,24,46,45,327,401,396,814,823,822,1322,1300,1300,200,200,200,1.2,1.1,1.1,3.4,2.4,2.5,13.8,3.4,4.0
ILOC10400903,31,49,47,312,338,333,687,622,632,765,900,867,100,40,100,1.2,1.1,1.1,3.4,2.2,2.4,14.0,2.8,4.5
ILOC10400904,21,45,40,331,413,384,729,868,844,1798,1094,1122,150,180,165,1.2,1.1,1.1,3.4,2.5,2.7,13.1,2.4,4.4
ILOC10400905,16,54,53,369,388,387,749,707,709,2037,1387,1408,220,226,223,1.2,1.0,1.1,3.3,2.1,2.2,5.0,1.1,1.3
ILOC10401001,25,47,46,372,379,379,753,712,715,1300,1127,1148,163,175,175,1.4,1.1,1.1,2.8,2.3,2.3,9.9,3.3,3.6
ILOC10401002,22,47,39,282,378,347,650,733,716,0,997,997,110,150,120,1.4,1.1,1.2,3.6,2.3,2.6,15.1,4.6,7.0
ILOC10401101,20,43,42,383,505,502,917,1058,1051,1733,1807,1800,200,240,235,1.2,1.1,1.1,3.1,2.5,2.5,9.8,2.3,2.6
ILOC10401102,20,39,38,454,573,571,1205,1264,1262,1918,1777,1777,278,285,283,1.2,1.1,1.1,3.3,2.6,2.6,8.3,2.2,2.4
ILOC10401103,19,45,44,391,481,479,965,983,982,1733,1720,1724,240,250,250,1.2,1.1,1.1,3.2,2.5,2.5,8.6,2.4,2.7
ILOC10401201,16,41,39,356,508,500,870,968,961,1733,1517,1517,210,250,240,1.2,1.1,1.1,3.3,2.4,2.5,11.0,1.4,1.9
ILOC10401202,20,39,38,351,457,452,756,854,849,1247,1415,1400,220,220,220,1.3,1.1,1.1,3.1,2.3,2.4,16.7,2.7,3.4
ILOC10401203,21,40,39,293,451,443,743,842,836,1300,1517,1517,225,220,220,1.2,1.1,1.1,3.0,2.3,2.4,9.5,2.7,3.1
ILOC10401204,19,43,43,392,475,473,1006,937,938,1170,1387,1387,240,200,200,1.2,1.1,1.1,3.2,2.5,2.5,11.4,3.7,3.9
ILOC10401301,19,36,36,395,567,562,1130,1301,1291,1733,1733,1733,225,260,257,1.2,1.1,1.1,3.3,2.6,2.7,9.1,2.0,2.4
ILOC10401401,26,37,37,441,637,632,1037,1246,1239,1942,1842,1842,240,285,285,1.2,1.1,1.1,2.6,2.2,2.2,7.0,2.6,2.7
ILOC10401402,20,37,36,385,485,481,1052,1100,1097,1603,1700,1700,250,270,268,1.2,1.1,1.1,3.2,2.5,2.6,8.4,2.7,2.9
ILOC10401403,23,38,38,423,573,569,1076,1151,1149,1980,1803,1820,260,270,270,1.2,1.1,1.1,2.9,2.3,2.4,9.4,2.4,2.6
ILOC10401501,20,49,49,376,417,416,797,823,822,1408,1560,1546,250,235,240,1.2,1.1,1.1,3.0,2.4,2.4,7.0,1.9,2.1
ILOC10401502,19,47,46,373,475,472,853,858,858,1733,1733,1733,245,260,255,1.2,1.1,1.1,3.1,2.2,2.3,8.8,1.3,1.6
ILOC10401503,17,42,40,339,406,399,713,749,746,1300,1517,1517,225,240,231,1.2,1.1,1.1,3.3,2.3,2.4,9.0,2.1,2.6
ILOC10401601,23,54,49,323,357,353,618,629,626,1105,1430,1408,120,205,160,1.4,1.1,1.1,2.8,2.0,2.1,23.4,1.3,4.4
ILOC10401602,17,35,34,557,648,645,1489,1502,1502,1733,1749,1749,250,270,270,1.2,1.0,1.0,3.8,2.9,2.9,13.9,1.3,1.7
ILOC10401603,24,49,49,445,488,487,962,904,905,1517,1733,1733,270,275,275,1.2,1.0,1.0,3.0,2.3,2.3,3.9,1.4,1.5
ILOC10401604,19,44,44,396,486,483,1107,976,979,1820,1733,1733,250,260,255,1.2,1.1,1.1,3.4,2.5,2.5,8.0,1.8,2.0
ILOC10401605,17,37,35,358,495,486,963,993,991,1700,1517,1517,190,220,220,1.2,1.1,1.1,3.4,2.5,2.6,11.0,3.1,3.6
ILOC10401701,19,43,40,343,414,406,764,755,756,1385,1300,1300,200,200,200,1.2,1.1,1.1,3.3,2.3,2.4,11.2,2.1,2.8
ILOC10401702,21,41,38,303,438,407,683,803,775,2384,1113,1222,200,238,220,1.3,1.1,1.1,3.6,2.4,2.6,20.0,2.0,4.6
ILOC10401703,20,45,45,327,414,410,933,834,836,1387,1300,1300,250,200,200,1.2,1.1,1.1,3.2,2.5,2.5,11.6,2.6,3.0
ILOC10401801,20,35,35,464,647,641,1560,1701,1694,2167,2000,2000,245,260,260,1.2,1.1,1.1,3.3,2.7,2.7,7.8,2.4,2.6
ILOC10401901,24,47,41,258,340,291,724,672,700,0,1517,1517,135,140,135,1.3,1.1,1.2,3.6,2.5,2.8,23.1,0,6.0
ILOC10401902,19,46,44,311,395,390,601,728,719,1517,1300,1300,175,190,190,1.2,1.1,1.1,3.1,2.2,2.3,8.9,1.8,2.4
ILOC10401903,18,49,48,343,407,404,966,818,823,1387,1394,1387,250,220,220,1.1,1.1,1.1,3.4,2.4,2.4,7.1,2.0,2.2
ILOC10401904,16,45,44,292,396,393,715,747,745,962,1300,1300,230,190,200,1.2,1.1,1.1,3.6,2.3,2.3,3.8,2.2,2.3
ILOC10402001,16,44,44,353,432,430,853,845,845,1790,1517,1517,260,240,245,1.2,1.1,1.1,3.3,2.5,2.5,10.0,3.0,3.2
ILOC10402002,17,40,40,453,491,489,1098,991,995,1930,2000,2000,335,330,330,1.2,1.1,1.1,3.3,2.5,2.6,9.0,2.0,2.3
ILOC10402003,21,48,47,376,440,438,1033,810,818,1733,1800,1800,288,300,300,1.2,1.1,1.1,3.2,2.2,2.3,8.5,2.0,2.2
ILOC10402101,18,41,40,417,448,447,1027,889,895,1650,1733,1733,260,260,260,1.2,1.1,1.1,3.3,2.5,2.5,8.6,2.2,2.5
ILOC10402102,21,40,40,383,496,493,988,977,977,1925,1800,1800,250,270,270,1.2,1.1,1.1,3.1,2.5,2.5,8.4,2.7,3.0
ILOC10500101,23,35,35,484,647,646,1152,1338,1334,1348,1600,1600,220,230,230,1.2,1.0,1.0,3.1,2.6,2.6,6.0,0.9,1.0
ILOC10500102,18,39,39,375,534,531,709,947,938,1300,1365,1365,150,185,185,1.2,1.1,1.1,3.0,2.3,2.3,8.4,1.9,2.1
ILOC10500201,26,45,44,340,460,449,683,842,821,0,867,867,110,140,135,1.2,1.1,1.1,2.8,2.2,2.3,6.4,0,0.7
ILOC10500202,22,40,39,367,543,534,857,1014,999,910,1237,1221,150,138,140,1.2,1.1,1.1,3.0,2.6,2.6,11.2,2.4,2.8
ILOC10500203,17,0,17,326,0,326,558,0,558,0,0,0,155,0,155,1.3,0,1.3,3.8,0,3.8,18.2,0,18.2
ILOC10500204,21,56,44,329,381,363,756,782,775,0,800,800,150,60,128,1.4,1.0,1.1,3.5,2.1,2.4,17.5,0,4.9
ILOC10500205,23,55,52,272,382,372,833,612,630,1300,1138,1192,140,145,145,1.3,1.1,1.1,3.2,2.0,2.2,18.5,2.2,4.0
ILOC10500301,20,37,36,340,552,544,936,1152,1141,1517,1640,1629,210,220,220,1.2,1.1,1.1,3.2,2.5,2.5,10.7,1.7,2.1
ILOC10500401,18,42,41,329,536,532,962,1076,1073,1517,1452,1452,185,150,150,1.2,1.1,1.1,3.4,2.5,2.6,9.1,1.9,2.1
ILOC10500501,19,40,39,325,543,537,724,943,937,759,867,867,65,68,65,1.1,1.1,1.1,3.3,2.6,2.6,5.9,1.5,1.7
ILOC10500502,26,38,37,393,512,484,768,906,871,1300,1083,1083,150,160,150,1.2,1.1,1.1,2.6,2.5,2.5,4.6,4.4,4.5
ILOC10500503,31,44,42,357,523,502,885,927,919,368,999,997,150,150,150,1.1,1.0,1.0,2.5,2.1,2.1,0,1.9,1.7
ILOC10500601,19,47,46,341,437,433,807,803,803,1018,1008,1012,150,125,125,1.2,1.1,1.1,3.2,2.3,2.3,5.7,1.3,1.4
ILOC10500701,21,44,44,366,428,427,990,801,806,1083,1083,1083,150,120,126,1.2,1.1,1.1,3.3,2.4,2.4,9.0,1.6,1.8
ILOC10500801,25,47,46,335,431,426,763,773,772,910,1083,1083,142,150,150,1.1,1.1,1.1,2.9,2.3,2.3,3.6,1.0,1.1
ILOC10500901,22,46,45,322,420,412,734,789,784,1213,1083,1096,160,154,155,1.2,1.1,1.1,2.9,2.3,2.3,8.1,1.8,2.2
ILOC10501001,18,45,44,333,487,479,566,867,856,975,1083,1083,135,150,150,1.1,1.0,1.0,2.9,2.2,2.3,7.8,0.8,1.1
ILOC10501002,28,47,47,337,469,463,685,853,846,1854,1430,1456,100,200,200,1.1,1.1,1.1,2.7,2.3,2.3,2.9,1.0,1.1
ILOC10501101,18,43,41,358,469,459,757,839,829,1100,1200,1148,150,150,150,1.1,1.1,1.1,3.1,2.3,2.4,5.7,1.7,2.2
ILOC10501201,21,37,36,363,539,531,792,1085,1067,1387,1517,1517,165,180,180,1.2,1.1,1.1,2.8,2.6,2.7,7.1,3.3,3.6
ILOC10501202,16,38,36,367,487,481,784,985,969,975,1300,1300,165,160,160,1.2,1.1,1.1,3.3,2.5,2.6,5.8,1.8,2.1
ILOC10501301,26,42,41,343,459,455,749,868,861,975,1160,1127,160,145,148,1.1,1.1,1.1,3.1,2.4,2.5,8.0,1.9,2.1
ILOC10501401,21,45,39,365,480,446,751,847,817,1018,903,938,120,150,130,1.2,1.0,1.1,3.1,2.2,2.4,8.7,1.3,3.1
ILOC10501402,20,45,44,308,463,455,924,863,868,949,542,597,60,25,26,1.3,1.1,1.1,3.2,2.5,2.5,8.6,1.2,1.6
ILOC10501403,23,43,38,335,458,422,638,816,770,1000,853,906,120,100,113,1.3,1.1,1.1,3.1,2.2,2.4,8.1,1.1,2.4
ILOC10501501,21,43,42,368,454,450,947,892,894,1560,1430,1443,180,170,170,1.3,1.1,1.1,3.2,2.3,2.3,9.4,2.0,2.3
ILOC10501502,24,42,41,377,531,527,1068,1012,1015,1495,1517,1517,125,170,170,1.2,1.1,1.1,3.1,2.4,2.5,4.3,2.1,2.2
ILOC10501601,20,42,41,356,447,443,975,905,909,1616,1517,1517,185,200,200,1.2,1.1,1.1,3.2,2.4,2.4,9.1,1.9,2.3
ILOC10501701,19,45,42,389,454,449,748,802,792,1153,1000,1018,140,140,140,1.2,1.1,1.1,3.2,2.3,2.4,6.8,1.5,2.1
ILOC10501801,18,34,33,412,660,649,1014,1361,1348,1950,1733,1733,230,270,260,1.2,1.1,1.1,3.2,2.5,2.6,7.4,0.8,1.1
ILOC10501802,17,35,33,351,513,497,755,901,888,1279,1517,1491,190,210,200,1.3,1.1,1.1,3.2,2.3,2.4,12.4,2.8,3.6
ILOC10501803,19,37,37,376,654,643,949,1416,1400,3033,1842,1853,235,265,260,1.1,1.0,1.1,3.3,2.6,2.7,10.5,0.9,1.2
ILOC10501804,16,34,31,326,440,418,685,760,752,1170,1300,1235,180,180,180,1.3,1.1,1.1,3.1,2.3,2.4,14.0,3.4,4.9
ILOC10501805,18,45,44,413,541,537,1042,956,958,1300,1517,1517,235,220,220,1.1,1.1,1.1,2.8,2.1,2.1,0,1.8,1.7
ILOC10501806,16,37,37,620,710,708,1187,1801,1783,2167,1950,1950,105,335,330,1.1,1.0,1.0,3.7,2.9,2.9,8.2,1.4,1.6
ILOC10501807,26,40,39,590,575,576,1187,1264,1257,1539,1517,1517,255,270,260,1.2,1.1,1.1,3.7,2.5,2.6,7.8,2.4,2.7
ILOC10501901,20,42,41,351,488,481,740,949,938,1250,1300,1300,150,165,160,1.2,1.1,1.1,3.0,2.4,2.4,7.5,1.5,1.8
ILOC10502001,19,45,45,350,467,465,815,885,883,997,1200,1200,180,150,155,1.2,1.1,1.1,3.1,2.4,2.4,7.8,1.3,1.4
ILOC10502101,19,37,36,391,577,570,924,1064,1056,1430,1473,1473,188,210,202,1.1,1.1,1.1,2.9,2.4,2.4,5.9,1.7,2.0
ILOC10502102,24,36,36,418,581,577,972,948,950,1733,1426,1450,250,240,240,1.2,1.1,1.1,2.6,2.0,2.0,6.9,2.0,2.1
ILOC10502103,21,36,36,606,706,704,1750,1623,1625,1950,1800,1800,250,300,300,1.2,1.0,1.0,3.8,2.9,2.9,3.1,0.8,0.8
ILOC10502104,20,33,32,480,602,598,1260,1327,1324,1625,1560,1560,240,205,205,1.2,1.1,1.1,3.2,2.8,2.8,4.7,1.8,1.9
ILOC10502105,17,33,31,363,534,518,726,1018,974,1343,1473,1473,175,220,210,1.2,1.1,1.1,3.1,2.4,2.5,7.1,1.9,2.4
ILOC10502201,19,41,40,308,445,439,641,819,811,1300,1257,1257,185,180,180,1.2,1.1,1.1,3.2,2.4,2.5,6.9,1.7,1.9
ILOC10600101,19,43,41,320,447,439,914,793,797,1083,1300,1300,190,190,190,1.4,1.1,1.1,3.1,2.3,2.3,8.3,1.7,2.1
ILOC10600102,18,49,49,365,462,460,929,860,861,1257,1300,1300,220,200,200,1.2,1.1,1.1,3.3,2.3,2.3,8.9,2.0,2.1
ILOC10600103,19,48,46,287,427,413,554,808,787,1587,1500,1500,160,185,177,1.2,1.1,1.1,3.0,2.2,2.3,8.7,1.4,2.0
ILOC10600201,18,50,49,323,436,431,757,791,789,1300,1517,1517,207,240,240,1.2,1.1,1.1,3.3,2.2,2.3,9.0,1.5,1.8
ILOC10600202,38,48,46,262,392,370,824,726,741,1733,683,683,115,130,120,1.2,1.1,1.1,3.0,2.1,2.3,16.1,3.4,6.7
ILOC10600203,24,52,51,341,445,441,822,829,829,1387,1400,1387,210,210,210,1.2,1.1,1.1,3.1,2.2,2.3,9.2,1.9,2.1
ILOC10600204,20,49,46,334,384,380,641,667,664,1695,1369,1369,138,190,185,1.2,1.1,1.1,3.1,2.2,2.3,3.6,2.6,2.7
ILOC10600205,28,55,55,330,392,392,500,695,687,1713,1300,1300,178,185,185,1.3,1.1,1.1,2.7,2.0,2.0,5.6,1.2,1.4
ILOC10600206,22,55,30,263,311,273,433,741,433,0,0,0,100,195,100,1.3,1.5,1.3,3.8,3.0,3.8,21.4,0,19.4
ILOC10600301,24,52,51,319,424,410,958,741,757,1200,1517,1509,215,220,220,1.2,1.0,1.1,3.3,2.2,2.2,14.6,1.2,2.1
ILOC10600302,20,40,39,335,448,439,746,853,842,1538,1441,1452,180,203,200,1.2,1.1,1.1,3.1,2.3,2.4,7.9,1.7,2.3
ILOC10600303,20,49,49,364,424,422,888,816,818,1700,1517,1517,235,230,230,1.2,1.1,1.1,3.2,2.3,2.3,7.2,1.5,1.7
ILOC10600401,22,36,35,604,849,842,1401,1670,1659,1950,2000,2000,250,290,285,1.1,1.1,1.1,3.0,2.5,2.5,7.1,2.6,2.8
ILOC10600402,24,41,41,505,651,649,1159,1253,1251,1600,1733,1733,220,200,200,1.2,1.1,1.1,3.1,2.5,2.5,8.0,2.0,2.1
ILOC10600501,25,41,41,386,517,514,964,978,977,1500,1517,1517,200,185,185,1.1,1.1,1.1,3.0,2.4,2.4,6.6,1.9,2.1
ILOC10600502,21,42,42,402,625,620,1062,1261,1255,1517,1733,1733,185,185,185,1.2,1.1,1.1,3.2,2.5,2.6,8.4,2.0,2.2
ILOC10600503,19,45,45,401,550,548,1042,1094,1093,1950,1863,1868,270,260,260,1.2,1.1,1.1,3.4,2.4,2.5,7.4,1.5,1.6
ILOC10700101,30,31,31,452,420,420,1264,1159,1160,1733,2000,2000,325,350,350,1.2,1.3,1.3,2.7,3.1,3.1,10.0,14.5,14.4
ILOC10700201,23,38,38,562,720,720,1825,2046,2044,2817,2560,2561,420,450,450,1.1,1.1,1.1,3.4,3.1,3.1,6.2,1.8,1.8
ILOC10700301,15,28,26,311,356,351,654,740,723,750,1651,1649,160,155,155,1.2,1.2,1.2,3.5,3.0,3.1,16.3,11.0,11.8
ILOC10700302,18,31,30,293,388,380,686,879,854,1449,1433,1433,200,200,200,1.2,1.2,1.2,3.7,3.0,3.1,15.5,9.3,9.9
ILOC10700303,21,32,32,493,746,741,1146,1871,1851,2167,2700,2700,268,365,355,1.2,1.1,1.1,3.3,3.1,3.1,8.3,2.7,2.9
ILOC10700304,21,34,34,381,550,547,943,1305,1298,2000,2000,2000,240,320,315,1.2,1.2,1.2,3.2,2.9,2.9,8.0,7.1,7.1
ILOC10700305,23,34,33,322,448,433,1149,1170,1167,1950,1600,1625,220,230,220,1.3,1.2,1.2,3.6,3.2,3.2,19.0,8.9,9.7
ILOC10700306,19,34,33,358,534,527,870,1341,1320,1733,2063,2061,195,285,275,1.2,1.1,1.1,3.4,3.1,3.1,12.6,6.8,7.1
ILOC10700307,16,32,30,268,370,364,919,824,831,2167,1500,1500,175,230,220,1.3,1.2,1.2,3.5,3.0,3.1,22.8,12.3,13.1
ILOC10700308,16,30,30,415,654,649,1086,1624,1607,2212,2123,2128,213,350,350,1.2,1.2,1.2,3.7,3.5,3.5,13.8,7.2,7.4
ILOC10700309,20,30,30,518,610,609,1620,1555,1557,1907,2000,2000,350,350,350,1.1,1.2,1.2,3.7,3.5,3.5,7.4,7.5,7.5
ILOC10700310,16,32,31,397,412,411,1125,1064,1069,1438,1668,1666,205,220,215,1.3,1.2,1.2,3.7,3.2,3.2,13.3,8.7,9.1
ILOC10700311,19,37,37,390,665,663,1292,1691,1683,2167,2167,2167,300,350,340,1.1,1.1,1.1,3.4,3.0,3.0,4.7,2.9,2.9
ILOC10700312,24,35,35,345,482,476,752,1071,1063,1733,1900,1898,188,270,265,1.1,1.1,1.1,2.6,2.6,2.6,8.2,6.5,6.6
ILOC10700313,17,34,32,267,373,366,692,760,756,1517,1517,1517,151,195,195,1.3,1.1,1.1,3.5,2.8,2.9,14.3,6.9,7.6
ILOC10700314,17,36,35,373,523,518,843,1254,1237,2383,1980,1987,224,280,280,1.2,1.1,1.1,3.5,2.8,2.9,14.6,6.2,6.5
ILOC10700315,18,31,31,377,413,411,923,1010,1005,1500,1729,1700,220,270,270,1.3,1.3,1.3,3.4,3.1,3.1,15.5,11.5,11.6
ILOC10700316,26,32,32,638,753,752,1980,2045,2044,2200,2500,2500,380,450,450,1.1,1.1,1.1,3.5,3.3,3.3,8.2,2.6,2.7
ILOC10700317,18,31,31,388,700,696,1353,1738,1730,2253,2167,2167,300,360,360,1.2,1.1,1.1,3.6,3.1,3.1,12.2,4.0,4.2
ILOC10700318,23,35,34,355,513,508,1042,1394,1380,1517,2000,2000,320,320,320,1.2,1.2,1.2,3.4,3.2,3.3,11.6,7.3,7.5
ILOC10700319,18,30,29,337,380,376,710,845,829,1820,1542,1560,195,182,185,1.2,1.2,1.2,3.5,3.1,3.1,9.7,9.0,9.1
ILOC10700320,16,30,29,319,469,452,743,1050,1017,2500,2167,2167,210,220,215,1.2,1.1,1.2,3.8,2.9,3.0,15.3,6.4,7.2
ILOC10700401,22,39,39,546,691,689,1666,1682,1682,2100,2000,2000,340,320,320,1.1,1.1,1.1,3.2,2.8,2.8,0,1.5,1.4
ILOC10700402,22,41,41,510,620,619,1368,1395,1394,1950,1907,1907,290,290,290,1.1,1.1,1.1,3.3,2.6,2.6,4.0,1.4,1.4
ILOC10700403,22,47,46,391,507,505,882,916,915,1948,1651,1666,260,250,250,1.2,1.1,1.1,2.8,2.2,2.2,5.3,1.7,1.8
ILOC10700404,21,40,40,472,579,577,1543,1246,1253,2080,1733,1733,250,270,270,1.1,1.1,1.1,3.4,2.5,2.6,3.1,2.0,2.1
ILOC10700405,27,41,41,493,647,643,1600,1395,1400,1546,1950,1950,325,295,300,1.2,1.1,1.1,3.4,2.6,2.6,4.0,1.8,1.9
ILOC10700501,25,37,37,503,576,575,1131,1246,1244,2687,2500,2500,300,340,330,1.2,1.2,1.2,2.8,2.6,2.6,12.9,9.0,9.1
ILOC10700601,19,34,34,591,697,695,1799,1740,1742,2500,2186,2200,360,360,360,1.1,1.1,1.1,3.5,3.0,3.0,5.8,1.8,1.9
ILOC10700701,17,29,26,294,311,309,586,534,545,0,1213,1213,162,137,140,1.3,1.2,1.2,3.3,2.9,2.9,13.2,10.3,10.8
ILOC10700702,17,34,33,392,592,586,883,1510,1483,1600,1900,1891,260,270,270,1.1,1.1,1.1,3.5,3.1,3.1,8.3,3.9,4.1
ILOC10700703,23,35,35,504,547,546,1239,1208,1210,1950,1733,1733,295,270,275,1.1,1.1,1.1,3.4,2.7,2.8,5.1,4.5,4.5
ILOC10700704,29,47,46,524,505,505,1583,1425,1429,2600,2440,2440,285,230,240,1.2,1.1,1.1,4.0,2.9,3.0,11.5,4.1,4.4
ILOC10700705,20,35,34,419,555,552,1075,1168,1164,1733,1842,1825,270,275,275,1.2,1.1,1.1,3.1,2.6,2.7,8.5,4.2,4.4
ILOC10700706,13,29,28,383,513,509,841,1221,1199,1733,1733,1733,178,189,185,1.2,1.1,1.2,3.5,3.2,3.3,9.8,7.9,8.0
ILOC10700707,23,37,36,409,565,563,1170,1294,1291,1733,1800,1800,300,290,290,1.2,1.1,1.1,3.3,2.8,2.8,7.5,4.9,5.0
ILOC10700708,18,35,34,313,493,487,796,1131,1119,1733,1733,1733,199,250,240,1.2,1.1,1.1,3.3,2.8,2.9,13.5,6.0,6.3
ILOC10700709,19,33,33,376,522,516,1010,1213,1207,1799,1800,1800,220,260,260,1.2,1.2,1.2,3.4,3.1,3.1,14.3,6.8,7.1
ILOC10700710,18,33,33,622,647,646,1437,1608,1602,1950,1888,1900,300,320,320,1.2,1.1,1.1,3.7,3.1,3.1,4.7,3.7,3.8
ILOC10700711,15,32,31,377,559,551,1125,1296,1283,1733,1733,1733,191,270,270,1.2,1.1,1.1,3.7,3.1,3.1,13.1,6.2,6.5
ILOC10700712,23,37,36,397,657,650,1325,1478,1469,1647,1892,1861,290,320,320,1.1,1.1,1.1,3.3,2.8,2.9,8.6,3.4,3.6
ILOC10700713,19,30,29,633,621,621,1263,1384,1378,1986,1820,1842,320,320,320,1.2,1.1,1.1,3.6,3.1,3.1,6.7,3.9,4.1
ILOC10700801,25,32,32,378,367,367,1042,966,967,2492,1863,1866,260,320,320,1.2,1.3,1.3,2.9,3.2,3.2,12.2,14.3,14.3
ILOC10700802,23,36,36,373,395,395,1082,1011,1012,1960,2000,2000,245,290,286,1.2,1.2,1.2,3.1,3.1,3.1,13.9,9.1,9.2
ILOC10700803,23,39,38,459,569,568,1389,1360,1360,1950,2200,2200,340,330,330,1.2,1.1,1.1,3.2,2.8,2.8,6.8,3.8,3.8
ILOC10700804,27,36,35,485,430,430,1022,1030,1030,2000,2000,2000,300,300,300,1.2,1.3,1.3,2.8,2.8,2.8,10.6,11.6,11.5
ILOC10700901,21,35,35,369,348,348,872,883,882,1517,1733,1733,268,270,270,1.2,1.3,1.3,3.1,3.1,3.1,14.1,13.9,13.9
ILOC10700902,19,36,36,376,428,427,1171,1353,1352,1833,2000,2000,225,330,330,1.2,1.1,1.1,3.6,3.4,3.4,11.3,7.5,7.6
ILOC10701001,22,39,39,462,641,638,1560,1579,1578,2174,2106,2123,250,265,265,1.3,1.1,1.1,3.6,2.9,3.0,11.9,2.8,3.0
ILOC10701002,23,36,36,480,596,593,1093,1127,1126,2167,1950,1950,265,290,285,1.2,1.1,1.1,3.0,2.4,2.4,8.8,2.9,3.1
ILOC10701003,18,34,33,397,628,622,1077,1390,1376,1800,2037,2000,280,280,280,1.3,1.1,1.1,3.4,2.8,2.8,9.7,2.9,3.2
ILOC10701101,24,34,34,437,517,516,1045,1210,1208,2304,2058,2058,300,330,330,1.2,1.2,1.2,3.1,2.8,2.8,13.3,8.6,8.7
ILOC10701201,25,40,40,569,729,729,1894,2025,2025,2600,2600,2600,400,445,445,1.1,1.1,1.1,3.2,2.9,2.9,5.2,2.6,2.6
ILOC10701301,25,37,37,556,650,650,1673,1511,1512,2700,2400,2400,285,370,370,1.2,1.2,1.2,2.8,2.6,2.6,6.8,4.9,4.9
ILOC10701401,24,38,37,439,540,539,1244,1284,1284,1950,2167,2167,300,350,350,1.3,1.2,1.2,3.1,2.8,2.8,12.8,7.0,7.1
