region_id,Negative_Nil_income_M,Negative_Nil_income_F,Negative_Nil_income_P,PI1_199_M,PI1_199_F,PI1_199_P,PI200_299_M,PI200_299_F,PI200_299_P,PI300_399_M,PI300_399_F,PI300_399_P,PI400_599_M,PI400_599_F,PI400_599_P,PI600_799_M,PI600_799_F,PI600_799_P,PI800_999_M,PI800_999_F,PI800_999_P,PI1000_more_M,PI1000_more_F,PI1000_more_P,Personal_income_nsM,Personal_income_nsF,Personal_income_nsP,Tot_M,Tot_F,Tot_P
ILOC10700307,6,3,9,4,7,11,14,9,23,3,6,9,3,3,6,4,3,7,3,4,7,0,3,3,7,9,16,44,47,91
ILOC10700308,0,11,11,3,3,6,10,13,23,8,4,12,6,13,19,3,7,10,9,0,9,13,4,17,9,3,12,61,58,119
ILOC10700309,12,11,23,14,15,29,6,10,16,3,13,16,14,8,22,13,8,21,8,10,18,23,16,39,3,3,6,96,94,190
ILOC10700310,8,5,13,13,9,22,9,11,20,11,13,24,8,16,24,4,7,11,10,4,14,10,13,23,10,8,18,83,86,169
ILOC10700311,6,6,12,5,6,11,3,7,10,4,6,10,3,5,8,0,6,6,0,3,3,11,7,18,3,3,6,35,49,84
ILOC10700312,9,12,21,9,15,24,23,16,39,18,17,35,13,18,31,5,9,14,14,3,17,8,10,18,19,6,25,118,106,224
ILOC10700313,14,9,23,18,26,44,18,19,37,9,17,26,8,15,23,8,6,14,6,4,10,10,6,16,14,13,27,105,115,220
ILOC10700314,10,10,20,14,4,18,14,10,24,12,18,30,5,15,20,6,9,15,7,4,11,10,9,19,7,7,14,85,86,171
ILOC10700315,24,14,38,24,30,54,24,40,64,27,35,62,18,45,63,20,33,53,26,11,37,17,21,38,17,21,38,197,250,447
ILOC10700316,8,10,18,3,9,12,4,7,11,6,5,11,0,10,10,4,8,12,4,4,8,25,22,47,152,3,155,206,78,284
ILOC10700317,19,11,30,14,17,31,9,18,27,7,15,22,14,15,29,10,14,24,6,11,17,20,15,35,8,0,8,107,116,223
ILOC10700318,12,12,24,8,14,22,13,17,30,6,14,20,9,16,25,4,10,14,9,6,15,9,8,17,12,0,12,82,97,179
ILOC10700319,22,23,45,17,16,33,31,23,54,17,34,51,15,19,34,16,23,39,13,11,24,10,14,24,12,14,26,153,177,330
ILOC10700320,17,19,36,12,11,23,16,21,37,14,17,31,12,29,41,9,8,17,3,5,8,5,7,12,13,17,30,101,134,235
ILOC10700401,6,4,10,3,6,9,3,7,10,3,9,12,11,7,18,5,5,10,0,6,6,14,15,29,3,0,3,48,59,107
ILOC10700402,3,21,24,17,17,34,13,17,30,8,14,22,12,16,28,11,13,24,12,8,20,45,20,65,3,7,10,124,133,257
ILOC10700403,12,12,24,13,9,22,21,15,36,8,24,32,11,28,39,9,15,24,11,5,16,16,5,21,7,10,17,108,123,231
ILOC10700404,13,10,23,8,5,13,11,8,19,9,17,26,5,19,24,8,7,15,14,7,21,17,17,34,4,3,7,89,93,182
ILOC10700405,5,5,10,5,8,13,3,9,12,3,4,7,3,11,14,6,4,10,7,3,10,12,5,17,4,4,8,48,53,101
ILOC10700501,13,21,34,15,22,37,19,26,45,25,28,53,24,36,60,25,27,52,16,17,33,46,42,88,10,14,24,193,233,426
ILOC10700601,46,33,79,24,41,65,23,41,64,21,28,49,19,45,64,35,44,79,37,25,62,115,67,182,16,23,39,336,347,683
ILOC10700701,19,11,30,22,25,47,22,38,60,22,30,52,6,30,36,6,17,23,8,0,8,3,8,11,12,17,29,120,176,296
ILOC10700702,8,11,19,5,21,26,13,20,33,4,12,16,7,15,22,9,16,25,15,8,23,10,10,20,17,6,23,88,119,207
ILOC10700703,5,5,10,9,13,22,4,10,14,7,9,16,6,14,20,8,10,18,9,11,20,16,13,29,5,3,8,69,88,157
ILOC10700704,0,0,0,0,5,5,0,0,0,0,5,5,4,0,4,5,0,5,0,0,0,6,0,6,3,0,3,18,10,28
ILOC10700705,22,25,47,14,31,45,24,29,53,24,45,69,12,46,58,24,28,52,20,12,32,49,35,84,11,13,24,200,264,464
ILOC10700706,9,13,22,11,20,31,7,20,27,8,23,31,8,14,22,14,9,23,12,9,21,14,18,32,5,11,16,88,137,225
ILOC10700707,12,17,29,9,16,25,13,12,25,7,11,18,3,17,20,13,6,19,14,6,20,16,15,31,6,4,10,93,104,197
ILOC10700708,22,20,42,27,32,59,30,42,72,16,21,37,13,33,46,21,22,43,6,11,17,20,18,38,13,20,33,168,219,387
ILOC10700709,11,9,20,16,22,38,11,19,30,6,22,28,12,19,31,12,19,31,13,5,18,7,12,19,3,11,14,91,138,229
ILOC10700710,9,21,30,8,8,16,7,12,19,8,14,22,10,16,26,13,17,30,10,19,29,31,22,53,11,5,16,107,134,241
ILOC10700711,8,6,14,3,12,15,7,10,17,11,15,26,7,18,25,3,14,17,6,3,9,10,9,19,3,8,11,58,95,153
ILOC10700712,0,6,6,4,8,12,0,12,12,7,11,18,8,4,12,12,5,17,5,3,8,15,4,19,7,0,7,58,53,111
ILOC10700713,8,0,8,3,11,14,3,3,6,4,9,13,6,13,19,12,15,27,5,4,9,14,9,23,0,0,0,55,64,119
ILOC10700801,8,9,17,10,5,15,8,16,24,10,15,25,5,15,20,3,9,12,10,5,15,12,5,17,6,4,10,72,83,155
ILOC10700802,17,18,35,19,19,38,22,42,64,11,31,42,20,34,54,21,27,48,10,12,22,19,18,37,14,11,25,153,212,365
ILOC10700803,29,26,55,17,27,44,15,26,41,18,39,57,25,30,55,15,29,44,16,16,32,53,34,87,13,10,23,201,237,438
ILOC10700804,34,21,55,29,23,52,24,29,53,27,47,74,17,43,60,27,33,60,22,25,47,62,56,118,28,30,58,270,307,577
ILOC10700901,26,31,57,30,30,60,53,48,101,30,47,77,23,46,69,36,30,66,30,18,48,35,28,63,28,26,54,291,304,595
ILOC10700902,18,16,34,8,16,24,19,18,37,21,22,43,6,21,27,11,16,27,13,13,26,24,14,38,19,9,28,139,145,284
ILOC10701001,24,14,38,5,17,22,19,17,36,18,16,34,14,14,28,19,15,34,12,15,27,27,20,47,6,11,17,144,139,283
ILOC10701002,16,9,25,6,11,17,17,13,30,9,18,27,8,22,30,8,15,23,13,11,24,27,16,43,5,12,17,109,127,236
ILOC10701003,29,28,57,19,43,62,29,29,58,20,23,43,20,41,61,30,21,51,25,16,41,38,25,63,10,19,29,220,245,465
ILOC10701101,23,29,52,15,25,40,39,31,70,32,48,80,18,50,68,28,32,60,25,25,50,55,35,90,25,24,49,260,299,559
ILOC10701201,20,38,58,24,32,56,13,34,47,6,21,27,18,28,46,18,28,46,16,20,36,83,53,136,17,22,39,215,276,491
ILOC10701301,22,10,32,8,7,15,9,12,21,13,21,34,15,24,39,18,18,36,12,11,23,45,32,77,4,14,18,146,149,295
ILOC10701401,22,15,37,8,18,26,12,20,32,12,29,41,20,30,50,20,11,31,12,12,24,35,23,58,14,10,24,155,168,323
ILOC10701402,5,5,10,4,10,14,5,10,15,0,12,12,12,5,17,9,13,22,6,8,14,25,12,37,0,7,7,66,82,148
ILOC10701501,13,6,19,8,17,25,9,10,19,6,9,15,5,20,25,8,4,12,4,5,9,31,15,46,6,14,20,90,100,190
ILOC10701502,55,80,135,63,64,127,79,79,158,55,78,133,57,96,153,52,55,107,44,37,81,104,51,155,53,54,107,562,594,1156
ILOC10701601,10,12,22,15,19,34,29,22,51,17,54,71,12,27,39,16,23,39,18,11,29,41,48,89,12,9,21,170,225,395
ILOC10701701,67,59,126,63,94,157,67,96,163,59,107,166,53,102,155,57,62,119,51,40,91,86,57,143,58,48,106,561,665,1226
ILOC10701702,19,26,45,20,32,52,23,21,44,11,25,36,18,40,58,21,30,51,22,28,50,48,41,89,19,18,37,201,261,462
ILOC10701801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
ILOC10701901,34,33,67,28,40,68,48,54,102,39,51,90,25,63,88,43,55,98,37,30,67,88,120,208,26,31,57,368,477,845
ILOC10702001,26,35,61,12,18,30,18,30,48,9,22,31,25,35,60,27,25,52,28,23,51,94,56,150,13,21,34,252,265,517
ILOC10702002,7,9,16,7,16,23,6,9,15,8,5,13,8,3,11,8,6,14,6,0,6,30,28,58,8,0,8,88,76,164
ILOC10702101,6,7,13,7,6,13,10,19,29,13,17,30,11,10,21,18,14,32,11,11,22,34,22,56,78,12,90,188,118,306
ILOC10702102,17,8,25,6,12,18,18,20,38,20,14,34,14,22,36,17,7,24,0,15,15,14,14,28,9,10,19,115,122,237
ILOC10702103,11,11,22,9,3,12,8,12,20,14,18,32,16,22,38,9,10,19,13,14,27,27,22,49,15,10,25,122,122,244
ILOC10702104,9,4,13,13,23,36,24,20,44,23,17,40,8,13,21,10,13,23,5,3,8,8,17,25,18,11,29,118,121,239
ILOC10702201,29,19,48,23,31,54,24,25,49,13,28,41,21,44,65,32,28,60,23,21,44,61,32,93,99,48,147,325,276,601
ILOC10702202,13,15,28,5,16,21,7,0,7,7,5,12,0,15,15,14,17,31,10,9,19,31,31,62,4,0,4,91,108,199
ILOC10702203,25,31,56,18,41,59,24,36,60,25,37,62,30,42,72,27,36,63,26,30,56,70,41,111,19,18,37,264,312,576
ILOC10702204,30,31,61,35,32,67,36,45,81,26,51,77,35,51,86,41,51,92,33,26,59,75,53,128,26,20,46,337,360,697
ILOC10702205,24,28,52,30,40,70,33,52,85,34,55,89,26,58,84,36,41,77,31,28,59,57,50,107,35,28,63,306,380,686
ILOC10702206,24,26,50,25,22,47,17,26,43,9,25,34,16,32,48,18,34,52,32,15,47,59,32,91,20,17,37,220,229,449
ILOC10702207,14,15,29,8,6,14,7,17,24,8,17,25,10,19,29,11,10,21,9,10,19,26,17,43,4,49,53,97,160,257
ILOC10702301,14,8,22,10,11,21,19,33,52,13,30,43,11,19,30,14,18,32,11,10,21,18,22,40,10,15,25,120,166,286
ILOC10702302,35,27,62,33,47,80,42,64,106,39,70,109,34,66,100,42,48,90,32,27,59,96,93,189,213,44,257,566,486,1052
ILOC10702401,17,23,40,17,13,30,19,18,37,6,19,25,15,27,42,27,20,47,18,20,38,62,48,110,15,11,26,196,199,395
ILOC10702501,37,22,59,21,28,49,23,36,59,27,37,64,35,34,69,29,38,67,20,25,45,110,57,167,17,14,31,319,291,610
ILOC10702502,21,28,49,31,49,80,37,34,71,15,15,30,24,43,67,33,36,69,28,27,55,104,51,155,16,24,40,309,307,616
ILOC10702601,20,16,36,36,39,75,61,51,112,33,57,90,32,44,76,29,37,66,31,16,47,74,63,137,34,27,61,350,350,700
ILOC10702602,12,9,21,20,10,30,28,24,52,24,18,42,17,14,31,16,14,30,16,9,25,71,36,107,20,11,31,224,145,369
ILOC10702603,15,17,32,25,39,64,34,45,79,24,40,64,11,24,35,7,13,20,12,12,24,41,38,79,16,16,32,185,244,429
ILOC10702604,3,3,6,10,12,22,30,20,50,19,17,36,11,13,24,4,11,15,6,9,15,13,21,34,12,12,24,108,118,226
ILOC10702701,3,3,6,13,5,18,12,12,24,3,13,16,9,8,17,11,8,19,7,14,21,23,24,47,3,3,6,84,90,174
ILOC10702702,3,6,9,5,6,11,7,3,10,5,5,10,5,8,13,8,5,13,0,5,5,7,11,18,4,7,11,44,56,100
ILOC10702703,9,11,20,9,5,14,9,15,24,6,11,17,8,11,19,12,8,20,6,12,18,29,40,69,4,4,8,92,117,209
ILOC10702704,8,4,12,5,3,8,0,3,3,4,5,9,3,3,6,6,0,6,4,6,10,10,8,18,3,0,3,43,32,75
ILOC10702801,15,8,23,0,4,4,5,8,13,0,8,8,7,10,17,11,6,17,12,12,24,18,28,46,8,5,13,76,89,165
ILOC10702802,0,3,3,0,4,4,3,3,6,8,5,13,3,4,7,6,9,15,6,7,13,39,25,64,8,5,13,73,65,138
ILOC10702901,27,36,63,21,47,68,24,32,56,28,38,66,34,49,83,31,35,66,33,23,56,72,46,118,24,16,40,294,322,616
ILOC10703001,126,131,257,144,173,317,211,233,444,131,211,342,126,237,363,135,147,282,84,69,153,251,142,393,93,88,181,1301,1431,2732
ILOC10703101,7,3,10,7,12,19,5,4,9,3,12,15,12,10,22,6,5,11,8,7,15,41,39,80,6,0,6,95,92,187
ILOC10703102,10,6,16,3,3,6,3,3,6,3,3,6,3,3,6,3,8,11,3,3,6,15,14,29,3,4,7,46,47,93
ILOC19499494,27,25,52,65,42,107,117,71,188,87,61,148,23,46,69,21,12,33,13,4,17,17,5,22,68,38,106,438,304,742
ILOC19799797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
