region_id,M_15_19_Pvded_upaid_assist,M_15_19_No_upaid_assist_Pvded,M_15_19_upaid_assist_ns,M_15_19_Tot,M_20_24_Pvded_upaid_assist,M_20_24_No_upaid_assist_Pvded,M_20_24_upaid_assist_ns,M_20_24_Tot,M_25_34_Pvded_upaid_assist,M_25_34_No_upaid_assist_Pvded,M_25_34_upaid_assist_ns,M_25_34_Tot,M_35_44_Pvded_upaid_assist,M_35_44_No_upaid_assist_Pvded,M_35_44_upaid_assist_ns,M_35_44_Tot,M_45_54_Pvded_upaid_assist,M_45_54_No_upaid_assist_Pvded,M_45_54_upaid_assist_ns,M_45_54_Tot,M_55_64_Pvded_upaid_assist,M_55_64_No_upaid_assist_Pvded,M_55_64_upaid_assist_ns,M_55_64_Tot,M_65over_Pvded_upaid_assist,M_65ove_No_upaid_assist_Pvde,M_65over_upaid_assist_ns,M_65_and_over_Tot,M_TotPvded_upaid_assist,M_Tot_No_upaid_assist_Pvded,M_Tot_upaid_assist_ns,M_Tot_Tot,F_15_19_Pvded_upaid_assist,F_15_19_No_upaid_assist_Pvded,F_15_19_upaid_assist_ns,F_15_19_Tot,F_20_24_Pvded_upaid_assist,F_20_24_No_upaid_assist_Pvded,F_20_24_upaid_assist_ns,F_20_24_Tot,F_25_34_Pvded_upaid_assist,F_25_34_No_upaid_assist_Pvded,F_25_34_upaid_assist_ns,F_25_34_Tot,F_35_44_Pvded_upaid_assist,F_35_44_No_upaid_assist_Pvded,F_35_44_upaid_assist_ns,F_35_44_Tot,F_45_54_Pvded_upaid_assist,F_45_54_No_upaid_assist_Pvded,F_45_54_upaid_assist_ns,F_45_54_Tot,F_55_64_Pvded_upaid_assist,F_55_64_No_upaid_assist_Pvded,F_55_64_upaid_assist_ns,F_55_64_Tot,F_65over_Pvded_upaid_assist,F_65ove_No_upaid_assist_Pvd,F_65over_upaid_assist_ns,F_65_and_over_Tot,F_TotPvded_upaid_assist,F_Tot_No_upaid_assist_Pvded,F_Tot_upaid_assist_ns,F_Tot_Tot,P_15_19_Pvded_upaid_assist,P_15_19_No_upaid_assist_Pvded,P_15_19_upaid_assist_ns,P_15_19_Tot,P_20_24_Pvded_upaid_assist,P_20_24_No_upaid_assist_Pvded,P_20_24_upaid_assist_ns,P_20_24_Tot,P_25_34_Pvded_upaid_assist,P_25_34_No_upaid_assist_Pvded,P_25_34_upaid_assist_ns,P_25_34_Tot,P_35_44_Pvded_upaid_assist,P_35_44_No_upaid_assist_Pvded,P_35_44_upaid_assist_ns,P_35_44_Tot,P_45_54_Pvded_upaid_assist,P_45_54_No_upaid_assist_Pvded,P_45_54_upaid_assist_ns,P_45_54_Tot,P_55_64_Pvded_upaid_assist,P_55_64_No_upaid_assist_Pvded,P_55_64_upaid_assist_ns,P_55_64_Tot,P_65over_Pvded_upaid_assist,P_65ove_No_upaid_assist_Pvd,P_65over_upaid_assist_ns,P_65_and_over_Tot,P_TotPvded_upaid_assist,P_Tot_No_upaid_assist_Pvded,P_Tot_upaid_assist_ns,P_Tot_Tot
LGA10050,0,56,13,69,4,39,3,46,8,47,6,61,4,35,6,45,11,29,4,44,4,24,3,31,0,9,3,12,31,239,38,308,9,49,0,58,5,45,7,57,10,60,10,80,14,40,7,61,13,29,4,46,7,20,3,30,0,10,11,21,58,253,42,353,9,105,13,127,9,84,10,103,18,107,16,141,18,75,13,106,24,58,8,90,11,44,6,61,0,19,14,33,89,492,80,661
LGA10110,5,71,7,83,8,51,0,59,6,57,6,69,9,46,12,67,16,52,5,73,3,33,5,41,5,18,5,28,52,328,40,420,15,81,12,108,8,72,5,85,23,71,9,103,24,64,11,99,14,44,3,61,13,38,4,55,3,16,7,26,100,386,51,537,20,152,19,191,16,123,5,144,29,128,15,172,33,110,23,166,30,96,8,134,16,71,9,96,8,34,12,54,152,714,91,957
LGA10150,0,10,0,10,6,12,0,18,0,16,3,19,0,8,0,8,0,15,0,15,0,8,0,8,0,7,0,7,6,76,3,85,0,6,6,12,0,12,0,12,0,20,0,20,4,16,0,20,7,9,0,16,0,5,0,5,0,4,0,4,11,72,6,89,0,16,6,22,6,24,0,30,0,36,3,39,4,24,0,28,7,24,0,31,0,13,0,13,0,11,0,11,17,148,9,174
LGA10200,0,10,7,17,0,10,31,41,0,14,56,70,0,8,46,54,0,11,17,28,0,4,8,12,0,7,0,7,0,64,165,229,3,3,0,6,3,9,10,22,3,16,28,47,0,8,19,27,3,12,5,20,4,10,0,14,3,3,6,12,19,61,68,148,3,13,7,23,3,19,41,63,3,30,84,117,0,16,65,81,3,23,22,48,4,14,8,26,3,10,6,19,19,125,233,377
LGA10250,3,56,13,72,3,34,4,41,6,49,3,58,11,53,3,67,13,39,3,55,3,30,3,36,4,16,3,23,43,277,32,352,4,50,11,65,11,36,5,52,14,44,4,62,18,85,7,110,18,52,5,75,10,32,0,42,0,29,6,35,75,328,38,441,7,106,24,137,14,70,9,93,20,93,7,120,29,138,10,177,31,91,8,130,13,62,3,78,4,45,9,58,118,605,70,793
LGA10300,0,5,0,5,0,4,0,4,0,7,0,7,0,6,0,6,0,6,0,6,4,9,0,13,0,3,0,3,4,40,0,44,0,6,0,6,0,6,0,6,3,8,0,11,7,6,0,13,0,10,0,10,0,4,0,4,0,5,0,5,10,45,0,55,0,11,0,11,0,10,0,10,3,15,0,18,7,12,0,19,0,16,0,16,4,13,0,17,0,8,0,8,14,85,0,99
LGA10350,5,70,12,87,3,45,5,53,3,56,0,59,6,66,4,76,12,45,3,60,8,41,5,54,4,27,8,39,41,350,37,428,7,73,0,80,7,45,0,52,13,67,10,90,27,70,6,103,15,65,11,91,14,47,3,64,5,31,12,48,88,398,42,528,12,143,12,167,10,90,5,105,16,123,10,149,33,136,10,179,27,110,14,151,22,88,8,118,9,58,20,87,129,748,79,956
LGA10470,7,83,21,111,15,53,38,106,6,61,74,141,13,56,35,104,8,27,8,43,3,25,0,28,0,20,6,26,52,325,182,559,9,73,5,87,16,64,5,85,19,67,6,92,24,72,3,99,13,36,3,52,12,28,4,44,0,14,8,22,93,354,34,481,16,156,26,198,31,117,43,191,25,128,80,233,37,128,38,203,21,63,11,95,15,53,4,72,0,34,14,48,145,679,216,1040
LGA10550,3,44,13,60,5,16,0,21,11,32,3,46,5,38,6,49,10,28,0,38,3,24,3,30,3,14,5,22,40,196,30,266,3,42,5,50,0,18,5,23,8,40,3,51,5,39,3,47,15,35,3,53,7,16,7,30,3,15,5,23,41,205,31,277,6,86,18,110,5,34,5,44,19,72,6,97,10,77,9,96,25,63,3,91,10,40,10,60,6,29,10,45,81,401,61,543
LGA10600,3,20,0,23,4,9,3,16,3,12,3,18,5,16,0,21,0,20,3,23,3,15,0,18,4,6,0,10,22,98,9,129,3,11,5,19,0,14,0,14,3,9,0,12,8,8,0,16,3,21,4,28,0,13,0,13,0,9,0,9,17,85,9,111,6,31,5,42,4,23,3,30,6,21,3,30,13,24,0,37,3,41,7,51,3,28,0,31,4,15,0,19,39,183,18,240
