region_id,VfDif_SA2_NT_IndSt_nsP,VfDif_SA2_NT_TotM,VfDif_SA2_NT_TotF,VfDif_SA2_NT_TotP,VfDif_SA2_ACT_Indig_M,VfDif_SA2_ACT_Indig_F,VfDif_SA2_ACT_Indig_P,VfDif_SA2_ACT_NonInd_M,VfDif_SA2_ACT_NonInd_F,VfDif_SA2_ACT_NonInd_P,VfDif_SA2_ACT_IndSt_nsM,VfDif_SA2_ACT_IndSt_nsF,VfDif_SA2_ACT_IndSt_nsP,VfDif_SA2_ACT_TotM,VfDif_SA2_ACT_TotF,VfDif_SA2_ACT_TotP,VfDif_SA2_OT_Indig_M,VfDif_SA2_OT_Indig_F,VfDif_SA2_OT_Indig_P,VfDif_SA2_OT_NonInd_M,VfDif_SA2_OT_NonInd_F,VfDif_SA2_OT_NonInd_P,VfDif_SA2_OT_IndSt_nsM,VfDif_SA2_OT_IndSt_nsF,VfDif_SA2_OT_IndSt_nsP,VfDif_SA2_OT_TotM,VfDif_SA2_OT_TotF,VfDif_SA2_OT_TotP,VfDif_SA2_T_Indig_M,VfDif_SA2_T_Indig_F,VfDif_SA2_T_Indig_P,VfDif_SA2_T_NonInd_M,VfDif_SA2_T_NonInd_F,VfDif_SA2_T_NonInd_P,VfDif_SA2_T_IndSt_nsM,VfDif_SA2_T_IndSt_nsF,VfDif_SA2_T_IndSt_nsP,VfDif_SA2_T_TotM,VfDif_SA2_T_TotF,VfDif_SA2_T_TotP,Vis_Tot_vis_Indig_M,Vis_Tot_vis_Indig_F,Vis_Tot_vis_Indig_P,Vis_Tot_vis_NonInd_M,Vis_Tot_vis_NonInd_F,Vis_Tot_vis_NonInd_P,Vis_Tot_vis_IndigStat_nsM,Vis_Tot_vis_IndigStat_nsF,Vis_Tot_vis_IndigStat_nsP,Vis_Tot_visitors_TotM,Vis_Tot_visitors_TotF,Vis_Tot_visitors_TotP,LSaH_Eng_onl_Indig_M,LSaH_Eng_onl_Indig_F,LSaH_Eng_onl_Indig_P,LSaH_Eng_onl_NonInd_M,LSaH_Eng_onl_NonInd_F,LSaH_Eng_onl_NonInd_P,LSaH_Eng_on_Ind_sta_nsM,LSaH_Eng_on_Ind_sta_nsF,LSaH_Eng_on_Ind_sta_nsP,LSaH_Eng_only_TotM,LSaH_Eng_only_TotF,LSaH_Eng_only_TotP,LSaH_Aus_Ind_Lang_Ind_M,LSaH_Aus_Ind_Lang_Ind_F,LSaH_Aus_Ind_Lang_Ind_P,LSaH_Aus_Ind_Lan_No_Ind_M,LSaH_Aus_Ind_Lan_No_Ind_F,LSaH_Aus_Ind_Lan_No_Ind_P,Lsh_Aus_Ind_Lan_IndSt_nsM,Lsh_Aus_Ind_Lan_IndSt_nsF,Lsh_Aus_Ind_Lan_IndSt_nsP,Lsh_Austn_Indig_Lang_TotM,Lsh_Austn_Indig_Lang_TotF,Lsh_Austn_Indig_Lang_TotP,SAIndL_SE_Nw_Na_In_M,SAIndL_SE_Nw_Na_In_F,SAIndL_SE_Nw_Na_In_P,SAIndL_SE_Nw_Na_No_In_M,SAIndL_SE_Nw_Na_No_In_F,SAIndL_SE_Nw_Na_No_In_P,SAIndL_SE_Nw_Na_In_st_nsM,SAIndL_SE_Nw_Na_In_st_nsF,SAIndL_SE_Nw_Na_In_st_nsP,SAIndL_SE_Nw_Na_TotM,SAIndL_SE_Nw_Na_TotF,SAIndL_SE_Nw_Na_TotP,SAIndL_SE_Vw_wel_In_M,SAIndL_SE_Vw_wel_In_F,SAIndL_SE_Vw_wel_In_P,SAIndL_SE_Vw_we_No_In_M,SAIndL_SE_Vw_we_No_In_F,SAIndL_SE_Vw_we_No_In_P,SAIndL_SE_Vw_we_I_st_nsM,SAIndL_SE_Vw_we_I_st_nsF,SAIndL_SE_Vw_we_I_st_nsP,SAIndL_SE_Vw_we_TotM,SAIndL_SE_Vw_we_TotF,SAIndL_SE_Vw_we_TotP,AuAbrigTrRl_Indig_M,AuAbrigTrRl_Indig_F,AuAbrigTrRl_Indig_P,AuAbrigTrRl_No_Ind_M,AuAbrigTrRl_No_Ind_F,AuAbrigTrRl_No_Ind_P,AuAbrigTrRl_IndSt_nsM,AuAbrigTrRl_IndSt_nsF,AuAbrigTrRl_IndSt_nsP,AuAbrigTrRl_TotM,AuAbrigTrRl_TotF,AuAbrigTrRl_TotP,APAEI_0_4_Ind_M,APAEI_0_4_Ind_F,APAEI_0_4_Ind_P,APAEI_0_4_No_Ind_M,APAEI_0_4_No_Ind_F,APAEI_0_4_No_Ind_P,APAEI_0_4_In_st_nsM,APAEI_0_4_In_st_nsF,APAEI_0_4_In_st_nsP,APAEI_0_4_TotM,APAEI_0_4_TotF,APAEI_0_4_TotP,APAEI_5_14_Ind_M,APAEI_5_14_Ind_F,APAEI_5_14_Ind_P,APAEI_5_14_No_In_M,APAEI_5_14_No_In_F,APAEI_5_14_No_In_P,APAEI_5_14_In_st_nsM,APAEI_5_14_In_st_nsF,APAEI_5_14_In_st_nsP,APAEI_5_14_TotM,APAEI_5_14_TotF,APAEI_5_14_TotP,APAEI_15_19_Ind_M,APAEI_15_19_Ind_F,APAEI_15_19_Ind_P,APAEI_15_19_No_In_M,APAEI_15_19_No_In_F,APAEI_15_19_No_In_P,APAEI_15_19_i_st_nsM,APAEI_15_19_i_st_nsF,APAEI_15_19_i_st_nsP,APAEI_15_19_TotM,APAEI_15_19_TotF,APAEI_15_19_TotP,APAEI_20_24_Ind_M,APAEI_20_24_Ind_F,APAEI_20_24_Ind_P,APAEI_20_24_No_Ind_M,APAEI_20_24_No_Ind_F,APAEI_20_24_No_Ind_P,APAEI_20_24_In_st_nsM,APAEI_20_24_In_st_nsF,APAEI_20_24_In_st_nsP,APAEI_20_24_TotM,APAEI_20_24_TotF,APAEI_20_24_TotP,APAEI_25ov_Ind_M,APAEI_25ov_Ind_F,APAEI_25ov_Ind_P,APAEI_25ov_No_Ind_M,APAEI_25ov_No_Ind_F,APAEI_25ov_No_Ind_P,APAEI_25ov_In_st_nsM,APAEI_25ov_In_st_nsF,APAEI_25ov_In_st_nsP,APAEI_25ov_TotM,APAEI_25ov_TotF,APAEI_25ov_TotP,HYSC_Y12_e_Ind_M,HYSC_Y12_e_Ind_F,HYSC_Y12_e_Ind_P,HYSC_Y12_e_No_In_M,HYSC_Y12_e_No_In_F,HYSC_Y12_e_No_In_P,HYSC_Y12_e_In_st_nsM,HYSC_Y12_e_In_st_nsF,HYSC_Y12_e_In_st_nsP,HYSC_Y12_e_TotM,HYSC_Y12_e_TotF,HYSC_Y12_e_TotP,HYSC_Y11_e_Ind_M,HYSC_Y11_e_Ind_F,HYSC_Y11_e_Ind_P,HYSC_Y11_e_No_In_M,HYSC_Y11_e_No_In_F,HYSC_Y11_e_No_In_P,HYSC_Y11_e_In_s_nsM,HYSC_Y11_e_In_s_nsF,HYSC_Y11_e_In_s_nsP,HYSC_Y11_e_TotM,HYSC_Y11_e_TotF,HYSC_Y11_e_TotP,HYSC_Y10_e_Ind_M,HYSC_Y10_e_Ind_F,HYSC_Y10_e_Ind_P,HYSC_Y10_e_No_In_M
LGA14350,0,0,0,0,0,0,0,14,11,25,3,3,6,17,14,31,0,0,0,0,0,0,0,0,0,0,0,0,108,96,204,892,763,1655,65,52,117,1065,911,1976,119,109,228,919,785,1704,68,52,120,1106,946,2052,1343,1470,2813,11281,11411,22692,173,175,348,12797,13056,25853,11,8,19,0,3,3,0,3,3,11,14,25,3,0,3,0,0,0,0,0,0,3,0,3,9,4,13,0,0,0,0,4,4,9,8,17,13,6,19,3,0,3,0,3,3,16,9,25,53,49,102,175,173,348,0,3,3,228,225,453,308,323,631,1336,1218,2554,29,28,57,1673,1569,3242,84,97,181,476,497,973,14,12,26,574,606,1180,6,8,14,73,102,175,0,5,5,79,115,194,32,46,78,151,392,543,3,4,7,186,442,628,114,148,262,2353,2786,5139,22,27,49,2489,2961,5450,63,92,155,642,635,1277,4,8,12,709,735,1444,263,305,568,3574
LGA14400,0,3,0,3,0,0,0,10,10,20,0,0,0,10,10,20,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,328,352,680,40,19,59,375,375,750,7,4,11,349,362,711,40,19,59,396,385,781,133,144,277,8916,9283,18199,93,95,188,9142,9522,18664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,164,135,299,3,3,6,170,138,308,28,29,57,1158,1090,2248,18,14,32,1204,1133,2337,18,12,30,555,506,1061,5,9,14,578,527,1105,3,4,7,199,180,379,5,0,5,207,184,391,3,9,12,203,397,600,0,3,3,206,409,615,32,34,66,3482,3688,7170,23,16,39,3537,3738,7275,6,11,17,541,504,1045,3,0,3,550,515,1065,30,35,65,2363
LGA14450,0,4,0,4,0,0,0,5,12,17,0,0,0,5,12,17,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17,782,900,1682,29,47,76,819,956,1775,8,9,17,829,936,1765,33,47,80,870,992,1862,98,114,212,12535,12828,25363,137,129,266,12770,13071,25841,0,3,3,6,0,6,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,0,3,3,0,0,0,0,0,0,0,3,3,3,0,3,368,400,768,3,6,9,374,406,780,30,22,52,2983,2784,5767,47,38,85,3060,2844,5904,4,6,10,1487,1374,2861,15,11,26,1506,1391,2897,3,6,9,1036,1064,2100,14,10,24,1053,1080,2133,4,13,17,1020,1359,2379,14,9,23,1038,1381,2419,31,29,60,13878,14353,28231,118,101,219,14027,14483,28510,11,9,20,1071,1007,2078,15,13,28,1097,1029,2126,19,23,42,3387
LGA14500,0,4,4,8,0,0,0,9,17,26,3,0,3,12,17,29,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13,1173,1390,2563,107,69,176,1289,1463,2752,9,4,13,1212,1430,2642,111,69,180,1332,1503,2835,57,71,128,39626,42295,81921,244,312,556,39927,42678,82605,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981,895,1876,8,9,17,989,904,1893,10,23,33,7971,7686,15657,66,65,131,8047,7774,15821,6,16,22,3819,3959,7778,27,23,50,3852,3998,7850,4,0,4,1952,1980,3932,8,19,27,1964,1999,3963,7,9,16,1377,2114,3491,10,16,26,1394,2139,3533,35,38,73,31037,32342,63379,156,181,337,31228,32561,63789,0,5,5,1911,2543,4454,10,22,32,1921,2570,4491,6,12,18,3658
LGA14550,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,34,147,136,283,13,4,17,178,156,334,18,16,34,170,150,320,13,4,17,201,170,371,239,231,470,4012,3966,7978,59,68,127,4310,4265,8575,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,3,3,0,0,0,0,3,3,3,4,7,56,54,110,3,0,3,62,58,120,49,50,99,477,490,967,10,6,16,536,546,1082,17,18,35,195,192,387,0,3,3,212,213,425,0,4,4,22,35,57,3,0,3,25,39,64,3,4,7,76,173,249,0,4,4,79,181,260,36,29,65,946,1141,2087,14,13,27,996,1183,2179,14,28,42,266,261,527,3,6,9,283,295,578,53,52,105,1232
LGA14600,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,35,56,169,108,277,18,9,27,208,152,360,32,35,67,174,117,291,18,9,27,224,161,385,483,545,1028,2536,2476,5012,40,37,77,3059,3058,6117,4,4,8,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,0,0,0,4,5,9,3,3,6,0,0,0,0,0,0,3,3,6,19,17,36,40,47,87,0,3,3,59,67,126,99,123,222,277,286,563,3,3,6,379,412,791,30,19,49,84,84,168,3,0,3,117,103,220,3,6,9,8,25,33,3,0,3,14,31,45,3,15,18,32,51,83,0,0,0,35,66,101,53,62,115,567,804,1371,13,7,20,633,873,1506,18,44,62,150,155,305,4,3,7,172,202,374,108,106,214,757
LGA14650,3,8,15,23,0,6,6,23,15,38,0,0,0,23,21,44,0,0,0,0,0,0,0,0,0,0,0,0,166,132,298,2558,2455,5013,151,104,255,2875,2691,5566,180,136,316,2673,2573,5246,151,109,260,3004,2818,5822,2618,2822,5440,82363,86120,168483,888,905,1793,85869,89847,175716,7,5,12,0,0,0,0,0,0,7,5,12,3,3,6,0,0,0,0,0,0,3,3,6,5,4,9,0,0,0,0,0,0,5,4,9,3,8,11,3,0,3,0,0,0,6,8,14,58,80,138,1443,1342,2785,19,16,35,1520,1438,2958,620,640,1260,10422,9889,20311,169,121,290,11211,10650,21861,179,205,384,4390,4280,8670,59,37,96,4628,4522,9150,36,34,70,1593,1752,3345,12,9,21,1641,1795,3436,46,104,150,1989,3228,5217,8,22,30,2043,3354,5397,345,397,742,24346,27139,51485,142,156,298,24833,27692,52525,156,173,329,5209,4598,9807,54,35,89,5419,4806,10225,637,704,1341,25011
LGA14700,0,8,0,8,0,0,0,6,14,20,5,3,8,11,17,28,0,0,0,0,0,0,0,0,0,0,0,0,24,5,29,611,535,1146,68,50,118,703,590,1293,24,5,29,632,555,1187,68,50,118,724,610,1334,27,40,67,11494,11840,23334,68,93,161,11589,11973,23562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,288,556,3,3,6,271,291,562,0,6,6,1862,1689,3551,19,17,36,1881,1712,3593,11,0,11,842,668,1510,7,4,11,860,672,1532,0,0,0,481,470,951,6,0,6,487,470,957,0,15,15,617,898,1515,5,6,11,622,919,1541,11,25,36,9205,9757,18962,56,61,117,9272,9843,19115,5,0,5,528,587,1115,3,4,7,536,591,1127,7,8,15,1126
LGA14750,0,0,0,0,0,0,0,0,9,9,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,20,7,27,193,151,344,15,19,34,228,177,405,23,11,34,209,161,370,18,19,37,250,191,441,282,335,617,4484,4551,9035,54,64,118,4820,4950,9770,5,4,9,0,0,0,0,0,0,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,12,12,24,58,60,118,3,0,3,73,72,145,72,87,159,800,682,1482,8,13,21,880,782,1662,26,27,53,322,380,702,5,3,8,353,410,763,0,3,3,36,47,83,0,0,0,36,50,86,4,7,11,82,154,236,0,0,0,86,161,247,29,26,55,889,1124,2013,5,10,15,923,1160,2083,13,23,36,271,314,585,3,3,6,287,340,627,57,84,141,1448
LGA14800,0,0,0,0,0,0,0,11,19,30,0,3,3,11,22,33,0,0,0,0,0,0,0,0,0,0,0,0,15,13,28,698,805,1503,58,42,100,771,860,1631,15,13,28,722,833,1555,58,42,100,795,888,1683,222,266,488,19348,21382,40730,117,123,240,19687,21771,41458,3,4,7,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,4,3,7,5,4,9,0,0,0,0,0,0,5,4,9,7,6,13,418,423,841,0,0,0,425,429,854,30,27,57,2012,2013,4025,19,16,35,2061,2056,4117,13,15,28,629,637,1266,4,3,7,646,655,1301,6,9,15,546,634,1180,7,0,7,559,643,1202,10,22,32,1160,1759,2919,3,13,16,1173,1794,2967,61,97,158,14046,16374,30420,54,65,119,14161,16536,30697,22,17,39,859,881,1740,11,10,21,892,908,1800,45,54,99,2178
LGA14850,0,4,3,7,3,0,3,3,11,14,0,3,3,6,14,20,0,0,0,0,3,3,0,0,0,0,3,3,75,76,151,882,866,1748,85,63,148,1042,1005,2047,78,81,159,926,906,1832,94,67,161,1098,1054,2152,884,915,1799,18119,19059,37178,176,201,377,19179,20175,39354,14,17,31,0,3,3,6,3,9,20,23,43,0,0,0,0,0,0,3,0,3,3,0,3,17,13,30,0,4,4,0,3,3,17,20,37,15,17,32,3,0,3,4,0,4,22,17,39,43,34,77,277,287,564,4,0,4,324,321,645,222,195,417,2451,2312,4763,31,37,68,2704,2544,5248,63,78,141,974,1043,2017,10,13,23,1047,1134,2181,14,23,37,443,527,970,0,5,5,457,555,1012,33,54,87,688,1195,1883,10,14,24,731,1263,1994,123,175,298,6148,6853,13001,50,45,95,6321,7073,13394,45,72,117,1070,1151,2221,7,8,15,1122,1231,2353,165,189,354,4994
LGA14870,0,0,0,0,0,0,0,3,5,8,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,32,13,45,362,275,637,30,20,50,424,308,732,32,13,45,386,288,674,30,20,50,448,321,769,417,397,814,8647,8583,17230,113,134,247,9177,9114,18291,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,3,3,6,0,0,0,0,0,0,3,3,6,12,15,27,134,134,268,4,0,4,150,149,299,104,77,181,1032,926,1958,18,15,33,1154,1018,2172,19,27,46,382,385,767,6,10,16,407,422,829,4,5,9,78,112,190,0,4,4,82,121,203,7,13,20,193,294,487,0,3,3,200,310,510,46,48,94,1844,2264,4108,10,13,23,1900,2325,4225,20,30,50,529,543,1072,7,8,15,556,581,1137,92,94,186,3023
LGA14900,3,20,6,26,0,0,0,19,8,27,4,0,4,23,8,31,0,0,0,0,0,0,0,0,0,0,0,0,65,58,123,1785,1478,3263,178,166,344,2028,1702,3730,70,63,133,1917,1592,3509,191,180,371,2178,1835,4013,1213,1300,2513,38608,37864,76472,561,500,1061,40382,39664,80046,10,8,18,0,0,0,0,0,0,10,8,18,0,3,3,0,0,0,0,0,0,0,3,3,9,7,16,0,0,0,0,0,0,9,7,16,0,3,3,3,0,3,0,0,0,3,3,6,35,30,65,1375,1320,2695,28,24,52,1438,1374,2812,315,267,582,11921,11337,23258,226,178,404,12462,11782,24244,91,97,188,4892,4900,9792,66,63,129,5049,5060,10109,12,17,29,1871,2208,4079,23,24,47,1906,2249,4155,14,43,57,2215,3238,5453,29,40,69,2258,3321,5579,152,258,410,30980,32934,63914,298,338,636,31430,33530,64960,77,84,161,4340,3834,8174,60,40,100,4477,3958,8435,247,286,533,15154
LGA14920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,38,119,86,205,12,0,12,155,100,255,29,20,49,130,89,219,12,0,12,171,109,280,389,403,792,3119,3074,6193,50,35,85,3558,3512,7070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,22,56,52,108,4,0,4,69,65,134,76,85,161,356,329,685,8,9,17,440,423,863,23,19,42,127,117,244,3,3,6,153,139,292,5,6,11,20,32,52,0,0,0,25,38,63,3,6,9,39,118,157,0,0,0,42,124,166,45,46,91,688,841,1529,5,6,11,738,893,1631,27,29,56,167,205,372,0,3,3,194,237,431,82,90,172,998
LGA14950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,31,28,59,0,0,0,34,28,62,3,0,3,37,38,75,3,0,3,43,38,81,47,28,75,1389,1361,2750,20,13,33,1456,1402,2858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,21,20,41,0,3,3,26,23,49,5,4,9,194,179,373,0,5,5,199,188,387,0,5,5,57,65,122,3,0,3,60,70,130,0,0,0,13,16,29,0,0,0,13,16,29,0,3,3,12,63,75,0,0,0,12,66,78,4,4,8,293,387,680,3,3,6,300,394,694,5,0,5,69,92,161,3,0,3,77,92,169,7,7,14,455
LGA15050,3,0,6,6,0,0,0,7,3,10,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,67,54,121,1053,903,1956,120,49,169,1240,1006,2246,67,57,124,1081,944,2025,123,52,175,1271,1053,2324,1091,1177,2268,29365,30659,60024,307,320,627,30763,32156,62919,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,3,4,7,5,0,5,0,0,0,0,0,0,5,0,5,36,27,63,541,590,1131,5,9,14,582,626,1208,275,273,548,4211,4007,8218,57,49,106,4543,4329,8872,63,86,149,1563,1604,3167,22,14,36,1648,1704,3352,19,17,36,536,598,1134,5,8,13,560,623,1183,18,41,59,703,1171,1874,7,4,11,728,1216,1944,119,180,299,7971,9198,17169,60,66,126,8150,9444,17594,67,74,141,1796,1799,3595,12,12,24,1875,1885,3760,223,277,500,9062
LGA15150,0,0,0,0,0,0,0,10,15,25,3,0,3,13,15,28,0,0,0,0,0,0,0,0,0,0,0,0,13,16,29,602,680,1282,114,85,199,729,781,1510,16,16,32,624,708,1332,117,88,205,757,812,1569,57,43,100,15760,16448,32208,123,136,259,15940,16627,32567,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,0,3,3,375,376,751,3,4,7,378,383,761,9,3,12,2082,2081,4163,24,25,49,2115,2109,4224,4,3,7,788,733,1521,7,8,15,799,744,1543,6,6,12,454,465,919,0,3,3,460,474,934,0,5,5,701,973,1674,8,5,13,709,983,1692,23,15,38,11159,11241,22400,56,64,120,11238,11320,22558,3,4,7,663,846,1509,3,4,7,669,854,1523,7,13,20,1651
LGA15200,0,3,3,6,0,0,0,15,11,26,0,0,0,15,11,26,0,0,0,0,0,0,0,0,0,0,0,0,26,28,54,902,909,1811,83,61,144,1011,998,2009,26,34,60,957,957,1914,94,65,159,1077,1056,2133,465,555,1020,22824,23512,46336,178,167,345,23467,24234,47701,13,20,33,0,0,0,0,0,0,13,20,33,0,0,0,0,0,0,0,0,0,0,0,0,13,17,30,0,0,0,0,0,0,13,17,30,5,16,21,0,3,3,0,0,0,5,19,24,12,9,21,459,424,883,5,4,9,476,437,913,78,63,141,2689,2543,5232,42,39,81,2809,2645,5454,25,37,62,1053,1039,2092,9,5,14,1087,1081,2168,10,19,29,1089,1329,2418,8,0,8,1107,1348,2455,29,31,60,2269,3014,5283,10,31,41,2308,3076,5384,117,181,298,19926,21427,41353,128,126,254,20171,21734,41905,28,42,70,1450,1190,2640,11,12,23,1489,1244,2733,122,117,239,3678
LGA15270,0,4,6,10,0,0,0,13,10,23,0,0,0,13,10,23,0,0,0,0,0,0,0,0,0,0,0,0,30,15,45,642,409,1051,152,42,194,824,466,1290,33,15,48,682,440,1122,152,42,194,867,497,1364,444,412,856,9745,9684,19429,145,147,292,10334,10243,20577,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23,134,153,287,3,3,6,148,168,316,83,100,183,1268,1123,2391,25,24,49,1376,1247,2623,34,26,60,451,447,898,5,6,11,490,479,969,6,4,10,72,101,173,0,0,0,78,105,183,9,17,26,169,403,572,3,3,6,181,423,604,48,61,109,2375,2962,5337,18,22,40,2441,3045,5486,30,34,64,596,567,1163,5,10,15,631,611,1242,125,78,203,2984
LGA15300,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,98,197,482,381,863,56,44,100,637,523,1160,120,118,238,505,398,903,60,44,104,685,560,1245,1253,1414,2667,4762,4452,9214,64,58,122,6079,5924,12003,10,12,22,0,0,0,0,0,0,10,12,22,3,3,6,0,0,0,0,0,0,3,3,6,6,11,17,0,0,0,0,0,0,6,11,17,6,3,9,0,0,0,0,0,0,6,3,9,39,31,70,92,81,173,3,4,7,134,116,250,249,285,534,600,529,1129,17,5,22,866,819,1685,82,66,148,151,146,297,3,3,6,236,215,451,9,4,13,32,54,86,0,0,0,41,58,99,18,46,64,80,167,247,0,3,3,98,216,314,105,137,242,1271,1590,2861,12,12,24,1388,1739,3127,64,92,156,274,276,550,0,6,6,338,374,712,269,309,578,1399
LGA15350,0,0,3,3,0,0,0,3,8,11,3,0,3,6,8,14,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,341,385,726,23,26,49,367,414,781,3,3,6,362,412,774,26,26,52,391,441,832,12,15,27,10228,11684,21912,79,79,158,10319,11778,22097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,212,441,5,0,5,234,212,446,3,0,3,1572,1489,3061,19,10,29,1594,1499,3093,0,3,3,573,577,1150,6,5,11,579,585,1164,0,0,0,321,359,680,4,3,7,325,362,687,3,0,3,389,665,1054,3,4,7,395,669,1064,11,11,22,7827,8692,16519,39,49,88,7877,8752,16629,0,0,0,388,573,961,4,6,10,392,579,971,0,3,3,742
LGA15500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,212,215,427,41,32,73,261,250,511,8,3,11,222,223,445,41,32,73,271,258,529,96,116,212,3146,3119,6265,32,33,65,3274,3268,6542,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,41,25,66,0,0,0,41,25,66,14,17,31,366,342,708,12,4,16,392,363,755,6,10,16,134,124,258,0,0,0,140,134,274,0,0,0,26,27,53,0,0,0,26,27,53,3,3,6,19,84,103,3,0,3,25,87,112,9,16,25,736,891,1627,7,3,10,752,910,1662,8,15,23,440,501,941,0,3,3,448,519,967,20,20,40,695
LGA15550,0,3,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,14,3,17,20,19,39,0,0,0,34,22,56,14,3,17,31,23,54,0,0,0,45,26,71,120,104,224,958,862,1820,19,17,36,1097,983,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,27,16,43,0,0,0,32,16,48,18,16,34,138,103,241,4,0,4,160,119,279,11,10,21,33,21,54,3,0,3,47,31,78,0,0,0,6,8,14,0,0,0,6,8,14,0,0,0,8,24,32,0,0,0,8,24,32,8,10,18,190,250,440,3,4,7,201,264,465,9,7,16,66,65,131,3,0,3,78,72,150,28,29,57,282
