region_id,M_Ind_15_19_PD_GD_GCL,M_Ind_15_19_BDL,M_Ind_15_19_ADip_DipL,M_Ind_15_19_CL_nfd,M_Ind_15_19_Ct_III_IV,M_Ind_15_19_Ct_I_II,M_Ind_15_19_LoE_NS,M_Ind_15_19_Tot,M_Ind_20_24_PD_GD_GCL,M_Ind_20_24_BDL,M_Ind_20_24_ADip_DipL,M_Ind_20_24_CL_nfd,M_Ind_20_24_Ct_III_IV,M_Ind_20_24_Ct_I_II,M_Ind_20_24_LoE_NS,M_Ind_20_24_Tot,M_Ind_25_34_PD_GD_GCL,M_Ind_25_34_BDL,M_Ind_25_34_ADip_DipL,M_Ind_25_34_CL_nfd,M_Ind_25_34_Ct_III_IV,M_Ind_25_34_Ct_I_II,M_Ind_25_34_LoE_NS,M_Ind_25_34_Tot,M_Ind_35_44_PD_GD_GCL,M_Ind_35_44_BDL,M_Ind_35_44_ADip_DipL,M_Ind_35_44_CL_nfd,M_Ind_35_44_Ct_III_IV,M_Ind_35_44_Ct_I_II,M_Ind_35_44_LoE_NS,M_Ind_35_44_Tot,M_Ind_45_54_PD_GD_GCL,M_Ind_45_54_BDL,M_Ind_45_54_ADip_DipL,M_Ind_45_54_CL_nfd,M_Ind_45_54_Ct_III_IV,M_Ind_45_54_Ct_I_II,M_Ind_45_54_LoE_NS,M_Ind_45_54_Tot,M_Ind_55_64_PD_GD_GCL,M_Ind_55_64_BDL,M_Ind_55_64_ADip_DipL,M_Ind_55_64_CL_nfd,M_Ind_55_64_Ct_III_IV,M_Ind_55_64_Ct_I_II,M_Ind_55_64_LoE_NS,M_Ind_55_64_Tot,M_Ind_65ov_PtgdDe_GdDp_GdCt,M_Ind_65ov_BDL,M_Ind_65ov_ADip_DipL,M_Ind_65ov_CL_nfd,M_Ind_65ov_Ct_III_IV,M_Ind_65ov_Ct_I_II,M_Ind_65ov_LoE_NS,M_Ind_65ov_Tot,M_Ind_Tot_PD_GD_GCL,M_Ind_Tot_BDL,M_Ind_Tot_ADip_DipL,M_Ind_Tot_CL_nfd,M_Ind_Tot_Ct_III_IV,M_Ind_Tot_Ct_I_II,M_Ind_Tot_LoE_NS,M_Ind_Tot_Tot,M_NonI_15_19_PD_GD_GCL,M_NonI_15_19_BDL,M_NonI_15_19_ADip_DipL,M_NonI_15_19_CL_nfd,M_NonI_15_19_Ct_III_IV,M_NonI_15_19_Ct_I_II,M_NonI_15_19_LoE_NS,M_NonI_15_19_Tot,M_NonI_20_24_PD_GD_GCL,M_NonI_20_24_BDL,M_NonI_20_24_ADip_DipL,M_NonI_20_24_CL_nfd,M_NonI_20_24_Ct_III_IV,M_NonI_20_24_Ct_I_II,M_NonI_20_24_LoE_NS,M_NonI_20_24_Tot,M_NonI_25_34_PD_GD_GCL,M_NonI_25_34_BDL,M_NonI_25_34_ADip_DipL,M_NonI_25_34_CL_nfd,M_NonI_25_34_Ct_III_IV,M_NonI_25_34_Ct_I_II,M_NonI_25_34_LoE_NS,M_NonI_25_34_Tot,M_NonI_35_44_PD_GD_GCL,M_NonI_35_44_BDL,M_NonI_35_44_ADip_DipL,M_NonI_35_44_CL_nfd,M_NonI_35_44_Ct_III_IV,M_NonI_35_44_Ct_I_II,M_NonI_35_44_LoE_NS,M_NonI_35_44_Tot,M_NonI_45_54_PD_GD_GCL,M_NonI_45_54_BDL,M_NonI_45_54_ADip_DipL,M_NonI_45_54_CL_nfd,M_NonI_45_54_Ct_III_IV,M_NonI_45_54_Ct_I_II,M_NonI_45_54_LoE_NS,M_NonI_45_54_Tot,M_NonI_55_64_PD_GD_GCL,M_NonI_55_64_BDL,M_NonI_55_64_ADip_DipL,M_NonI_55_64_CL_nfd,M_NonI_55_64_Ct_III_IV,M_NonI_55_64_Ct_I_II,M_NonI_55_64_LoE_NS,M_NonI_55_64_Tot,M_NonI_65ov_PtgdDe_GdDp_GdCt,M_NonI_65ov_BDL,M_NonI_65ov_ADip_DipL,M_NonI_65ov_CL_nfd,M_NonI_65ov_Ct_III_IV,M_NonI_65ov_Ct_I_II,M_NonI_65ov_LoE_NS,M_NonI_65ov_Tot,M_NonI_TotPdDe_GdDp_GdCt,M_NonI_Tot_BDL,M_NonI_Tot_ADip_DipL,M_NonI_Tot_CL_nfd,M_NonI_Tot_Ct_III_IV,M_NonI_Tot_Ct_I_II,M_NonI_Tot_LoE_NS,M_NonI_Tot_Tot,M_IS_NS_15_19_PD_GD_GCLL,M_IS_NS_15_19_BDL,M_IS_NS_15_19_ADip_DipL,M_IS_NS_15_19_CL_nfd,M_IS_NS_15_19_Ct_III_IV_L,M_IS_NS_15_19_Ct_I_II,M_IS_NS_15_19_LoE_NS,M_IS_NS_15_19_Tot,M_IS_NS_20_24_PD_GD_GCLL,M_IS_NS_20_24_BDL,M_IS_NS_20_24_AdDip_and_DipL,M_IS_NS_20_24_CL_nfd,M_IS_NS_20_24_Ct_III_IV_L,M_IS_NS_20_24_Ct_I_II,M_IS_NS_20_24_LoE_NS,M_IS_NS_20_24_Tot,M_IS_NS_25_34_PD_GD_GCLL,M_IS_NS_25_34_BDL,M_IS_NS_25_34_AdDip_and_DipL,M_IS_NS_25_34_CL_nfd,M_IS_NS_25_34_Ct_III_IV_L,M_IS_NS_25_34_Ct_I_II_L,M_IS_NS_25_34_LoE_NS,M_IS_NS_25_34_Tot,M_IS_NS_35_44_PD_GD_GCLL,M_IS_NS_35_44_BDL,M_IS_NS_35_44_ADip_DipL,M_IS_NS_35_44_CL_nfd,M_IS_NS_35_44_Ct_III_IV_L,M_IS_NS_35_44_Ct_I_II_L,M_IS_NS_35_44_LoE_NS,M_IS_NS_35_44_Tot,M_IS_NS_45_54_PdDe_GdDp_GdC,M_IS_NS_45_54_BDL,M_IS_NS_45_54_ADip_DipL,M_IS_NS_45_54_CL_nfd,M_IS_NS_45_54_Ct_III_IV_L,M_IS_NS_45_54_Ct_I_II_L,M_IS_NS_45_54_LoE_NS,M_IS_NS_45_54_Tot,M_IS_NS_55_64_PD_GD_GCL,M_IS_NS_55_64_BDL,M_IS_NS_55_64_ADip_DipL,M_IS_NS_55_64_CL_nfd,M_IS_NS_55_64_Ct_III_IV_L,M_IS_NS_55_64_Ct_I_II_L,M_IS_NS_55_64_LoE_NS,M_IS_NS_55_64_Tot,M_IS_NS_65ov_PD_GD_GCL,M_IS_NS_65ov_BDL,M_IS_NS_65ov_ADip_DipL,M_IS_NS_65ov_CL_nfd,M_IS_NS_65ov_Ct_III_IV_L,M_IS_NS_65ov_Ct_I_II,M_IS_NS_65ov_LoE_NS,M_IS_NS_65ov_Tot,M_IS_NS_TotPdDe_GdDp_GdCt,M_IS_NS_Tot_BDL,M_IS_NS_Tot_ADip_DipL,M_IS_NS_Tot_CL_nfd,M_IS_NS_Tot_Ct_III_IV_L,M_IS_NS_Tot_Ct_I_II,M_IS_NS_Tot_LoE_NS,M_IS_NS_Tot_Tot,M_T_15_19_PD_GD_GCL,M_T_15_19_BDL,M_T_15_19_ADip_DipL,M_T_15_19_CL_nfd,M_T_15_19_Ct_III_IV,M_T_15_19_Ct_I_II,M_T_15_19_LoE_NS,M_T_15_19_Tot
LGA12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,6,0,5,0,0,0,0,0,5,0,0,0,0,0,0,8,8,0,0,0,0,4,0,6,10,0,0,0,0,0,0,0,0,0,5,0,0,10,0,17,32,0,0,0,0,11,5,21,37,0,3,4,0,48,9,6,70,5,34,15,0,94,5,13,166,13,32,21,4,106,0,29,205,13,24,24,5,146,0,22,234,6,20,34,11,137,0,37,245,0,16,29,6,110,3,100,264,37,129,127,26,652,22,228,1221,0,0,0,0,0,0,16,16,0,0,3,0,0,0,9,12,0,0,0,0,0,0,20,20,0,0,0,0,0,0,19,19,0,0,0,0,0,0,13,13,0,0,0,0,0,0,23,23,0,0,0,0,3,0,34,37,0,0,3,0,3,0,134,140,0,0,0,0,11,5,37,53
LGA12600,0,0,0,0,13,6,31,50,0,3,0,4,47,5,17,76,3,5,7,4,79,4,19,121,3,5,10,0,50,0,24,92,0,11,6,3,47,0,21,88,3,3,3,0,23,0,9,41,0,0,3,0,8,0,10,21,9,27,29,11,267,15,131,489,0,0,0,6,57,14,80,157,0,31,22,16,303,26,45,443,51,218,78,26,710,46,81,1210,80,243,137,30,743,34,72,1339,88,196,152,21,760,24,117,1358,62,186,125,22,582,12,96,1085,32,74,99,24,465,6,278,978,313,948,613,145,3620,162,769,6570,0,0,0,0,0,0,56,56,0,0,0,3,3,0,49,55,0,3,0,0,3,0,87,93,0,0,3,0,7,0,97,107,0,0,0,3,4,0,106,113,0,0,0,0,6,0,74,80,0,0,0,0,6,0,84,90,0,3,3,6,29,0,553,594,0,0,0,6,70,20,167,263
LGA12700,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,9,0,0,0,0,6,0,0,6,0,0,3,0,3,0,0,6,0,0,3,0,3,0,0,6,3,0,0,0,0,0,0,3,3,0,6,0,16,0,8,33,0,0,0,0,11,0,14,25,0,0,4,4,51,4,6,69,4,21,15,3,140,7,12,202,7,26,23,6,197,5,25,289,23,58,45,4,225,4,35,394,30,57,50,7,182,3,28,357,9,42,47,16,160,0,73,347,73,204,184,40,966,23,193,1683,0,0,0,0,0,0,7,7,0,0,0,0,0,0,9,9,0,0,0,0,0,0,13,13,0,0,0,0,3,0,16,19,0,0,0,0,0,0,16,16,0,0,0,0,0,0,27,27,0,0,3,0,0,0,25,28,0,0,3,0,3,0,113,119,0,0,0,0,11,0,24,35
LGA12750,0,0,0,0,6,3,16,25,0,0,0,0,5,3,11,19,0,0,0,0,23,4,12,39,3,0,0,0,21,4,18,46,3,5,4,0,24,0,9,45,0,3,4,0,9,0,6,22,3,0,0,0,3,0,7,13,9,8,8,0,91,14,79,209,0,0,0,4,35,11,63,113,3,12,6,5,131,20,28,205,9,78,47,19,385,26,57,621,51,135,99,20,643,15,89,1052,68,168,140,30,843,16,109,1374,155,290,228,57,912,25,158,1825,143,350,264,51,1184,11,483,2486,429,1033,784,186,4133,124,987,7676,0,0,0,0,0,0,53,53,0,0,0,0,0,0,27,27,0,0,0,0,4,0,56,60,0,0,0,0,4,0,98,102,3,0,0,0,3,0,112,118,0,0,3,0,5,0,126,134,3,5,0,0,13,0,208,229,6,5,3,0,29,0,680,723,0,0,0,4,41,14,132,191
LGA12850,0,0,3,3,4,3,5,18,0,0,0,3,18,0,6,27,0,4,0,0,18,0,6,28,0,3,0,0,11,4,9,27,3,3,0,0,10,0,12,28,0,0,0,0,14,0,8,22,0,0,0,0,0,0,6,6,3,10,3,6,75,7,52,156,0,10,39,20,217,42,567,895,44,648,522,65,908,107,393,2687,296,1715,1135,143,1874,170,743,6076,245,1223,960,156,1988,91,821,5484,218,795,784,149,2291,84,974,5295,176,651,442,104,1882,53,746,4054,73,310,265,63,1596,22,1254,3583,1052,5352,4147,700,10756,569,5498,28074,0,0,3,0,4,0,226,233,0,8,4,0,10,0,194,216,0,13,3,4,18,4,366,408,5,9,0,0,20,0,405,439,0,6,5,6,28,0,445,490,0,4,4,0,20,0,346,374,0,5,3,4,44,3,402,461,5,45,22,14,144,7,2384,2621,0,10,45,23,225,45,798,1146
LGA12900,0,0,0,0,4,0,4,8,0,0,0,0,8,3,0,11,0,0,0,0,16,4,4,24,0,0,3,0,9,0,5,17,0,3,0,0,10,0,3,16,0,3,0,0,0,0,5,8,0,0,0,0,0,0,3,3,0,6,3,0,47,7,24,87,0,0,0,6,22,5,23,56,0,5,4,3,64,3,9,88,8,37,20,4,139,3,8,219,7,41,22,4,145,0,34,253,9,34,31,5,168,11,30,288,6,21,35,11,155,10,25,263,7,26,24,7,129,3,108,304,37,164,136,40,822,35,237,1471,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,6,0,0,0,0,0,0,14,14,0,0,0,0,0,0,12,12,0,0,0,0,0,0,14,14,0,0,0,0,0,0,19,19,0,0,0,0,3,0,35,38,0,0,0,0,3,0,104,107,0,0,0,6,26,5,31,68
LGA12950,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,4,0,4,8,0,0,0,0,7,0,3,10,0,3,0,0,4,0,0,7,0,0,0,0,0,0,5,5,0,0,0,0,3,0,4,7,0,3,0,0,24,0,16,43,0,0,0,0,5,3,11,19,0,3,0,0,32,0,7,42,0,13,10,0,59,4,5,91,3,10,9,3,65,3,10,103,6,12,15,6,77,3,21,140,3,9,8,4,59,0,18,101,0,6,8,7,62,0,43,126,12,53,50,20,359,13,115,622,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,13,13,0,0,3,0,0,0,15,18,0,0,0,0,0,0,14,14,0,0,0,0,0,0,20,20,0,0,3,0,0,0,73,76,0,0,0,0,8,3,16,27
LGA13010,0,0,0,0,0,0,3,3,0,0,0,0,3,0,13,16,3,0,0,0,0,3,20,26,0,0,0,0,4,0,8,12,0,3,0,0,3,3,7,16,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,3,3,0,0,10,6,58,80,5,0,0,0,17,3,18,43,0,4,0,0,37,4,17,62,3,16,16,13,107,7,33,195,5,37,22,9,120,3,37,233,3,28,29,11,180,5,43,299,16,49,44,6,144,3,43,305,19,21,39,10,154,5,101,349,51,155,150,49,759,30,292,1486,0,0,0,0,0,0,7,7,0,0,0,0,0,0,6,6,0,0,0,0,0,0,15,15,0,0,0,0,0,0,21,21,0,0,0,0,0,0,25,25,0,0,0,0,6,0,25,31,0,0,0,0,0,0,34,34,0,0,0,0,6,0,133,139,5,0,0,0,17,3,28,53
LGA13050,0,0,0,0,0,0,6,6,0,0,0,0,3,0,0,3,0,0,0,0,5,0,3,8,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,11,0,9,23,0,0,0,0,6,0,9,15,0,0,0,3,20,3,3,29,0,13,6,3,51,0,4,77,5,26,14,9,107,0,11,172,7,23,23,6,90,5,23,177,15,34,29,5,108,0,19,210,16,36,32,10,127,0,48,269,43,132,104,36,509,8,117,949,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,5,0,0,0,0,3,0,6,9,0,0,0,0,0,0,19,19,0,0,0,0,3,0,17,20,0,0,0,0,6,0,57,63,0,0,0,0,6,0,19,25
LGA13100,0,0,0,0,16,0,25,41,0,4,5,4,31,8,9,61,0,8,10,4,56,6,11,95,5,4,15,0,59,0,11,94,5,11,14,5,49,0,21,105,4,10,12,0,22,0,15,63,0,5,3,0,14,0,18,40,14,42,59,13,247,14,110,499,0,0,18,27,166,58,344,613,15,252,162,64,1046,91,177,1807,216,1074,633,92,2431,135,318,4899,483,1366,1062,125,3064,94,429,6623,588,1161,1042,158,3535,72,562,7118,597,1115,821,198,2823,67,626,6247,418,976,944,239,3469,74,1772,7892,2317,5944,4682,903,16534,591,4228,35199,0,0,0,0,0,0,214,214,0,0,0,0,8,0,203,211,0,5,0,0,11,0,389,405,3,5,6,0,24,3,428,469,6,5,9,0,25,0,510,555,5,9,4,0,26,3,390,437,7,6,6,0,49,0,622,690,21,30,25,0,143,6,2756,2981,0,0,18,27,182,58,583,868
LGA13310,0,0,0,0,3,3,4,10,0,0,0,0,4,0,17,21,0,0,5,0,8,0,39,52,0,0,3,0,10,0,34,47,0,0,0,0,13,0,11,24,3,0,3,0,4,0,6,16,0,0,0,0,3,0,6,9,3,0,11,0,45,3,117,179,0,0,3,0,33,10,81,127,3,18,20,12,195,20,74,342,17,101,79,21,428,30,206,882,42,126,108,18,568,18,188,1068,69,124,139,25,574,29,181,1141,71,154,131,37,494,14,163,1064,44,133,105,27,502,7,278,1096,246,656,585,140,2794,128,1171,5720,0,0,0,0,0,0,27,27,0,0,0,0,3,0,20,23,0,0,0,0,3,0,55,58,0,3,0,0,4,0,58,65,0,0,0,0,7,0,75,82,0,3,0,0,0,0,74,77,3,0,0,0,6,0,87,96,3,6,0,0,23,0,396,428,0,0,3,0,36,13,112,164
LGA13320,0,0,0,0,3,0,10,13,0,0,0,0,5,3,5,13,0,0,4,0,22,0,8,34,3,0,3,4,24,3,3,40,5,0,4,0,16,0,6,31,5,3,0,0,15,0,5,28,0,0,0,0,13,0,8,21,13,3,11,4,98,6,45,180,0,0,0,6,30,14,64,114,3,14,11,0,139,28,21,216,7,70,46,22,339,29,33,546,39,110,100,13,570,16,77,925,47,124,136,28,763,16,127,1241,104,186,212,47,813,16,160,1538,94,268,290,85,1437,27,572,2773,294,772,795,201,4091,146,1054,7353,0,0,0,0,3,0,29,32,0,0,3,0,3,0,23,29,0,0,0,0,3,0,54,57,0,3,0,0,3,3,66,75,0,0,0,0,6,0,87,93,0,3,0,0,7,0,116,126,0,0,3,0,15,0,239,257,0,6,6,0,40,3,614,669,0,0,0,6,36,14,103,159
LGA13340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,0,0,0,4,3,0,0,7,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,6,0,0,0,0,0,0,3,3,0,3,0,4,13,0,6,26,0,0,0,0,14,4,30,48,0,4,8,0,62,9,4,87,7,39,23,3,140,9,9,230,9,53,29,5,207,5,26,334,17,36,42,16,245,7,27,390,14,52,58,11,190,3,44,372,16,23,32,9,156,3,101,340,63,207,192,44,1014,40,241,1801,0,0,0,0,0,0,14,14,0,0,0,0,0,0,8,8,0,0,0,0,0,0,19,19,3,0,0,0,0,0,20,23,0,0,0,0,4,0,22,26,0,0,0,0,0,0,38,38,0,0,0,0,7,0,35,42,3,0,0,0,11,0,156,170,0,0,0,0,14,4,44,62
LGA13380,0,0,0,0,4,4,16,24,0,3,0,0,9,5,9,26,0,4,0,3,25,4,11,47,0,4,6,0,27,0,6,43,0,4,3,0,18,0,14,39,0,0,3,0,11,0,10,24,0,0,3,0,3,0,5,11,0,15,15,3,97,13,71,214,0,0,4,4,53,20,94,175,0,17,16,9,229,27,38,336,26,83,52,23,535,54,93,866,37,154,140,31,793,29,119,1303,59,204,188,35,1047,23,154,1710,133,258,241,54,1036,22,224,1968,74,225,235,65,1220,20,639,2478,329,941,876,221,4913,195,1361,8836,0,0,0,0,0,0,58,58,0,0,0,0,3,0,56,59,0,0,3,0,3,0,72,78,0,0,0,0,5,0,96,101,0,4,3,0,7,0,120,134,0,0,0,0,9,0,137,146,0,0,3,0,17,0,203,223,0,4,9,0,44,0,742,799,0,0,4,4,57,24,168,257
LGA13450,0,0,0,0,3,3,5,11,0,0,3,3,5,3,3,17,0,0,0,3,17,3,6,29,0,0,0,0,15,0,12,27,0,4,3,0,4,3,7,21,0,0,0,0,3,0,12,15,0,0,0,0,0,0,6,6,0,4,6,6,47,12,51,126,0,0,0,0,30,4,68,102,0,29,11,5,197,7,42,291,30,139,73,18,488,16,86,850,37,137,85,16,460,8,85,828,47,106,81,18,478,14,79,823,28,79,45,9,305,4,84,554,13,39,34,10,210,3,179,488,155,529,329,76,2168,56,623,3936,0,0,0,0,0,0,38,38,0,0,3,0,0,0,50,53,4,3,0,0,0,0,107,114,0,3,0,0,0,0,94,97,0,0,0,0,6,0,89,95,0,0,0,0,0,0,67,67,0,0,0,0,3,0,82,85,4,6,3,0,9,0,527,549,0,0,0,0,33,7,111,151
LGA13500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,8,4,10,22,0,4,0,0,35,0,3,42,3,8,3,5,52,6,6,83,3,13,14,4,77,0,8,119,7,9,13,0,88,0,21,138,4,19,13,3,56,0,19,114,3,6,17,0,38,0,41,105,20,59,60,12,354,10,108,623,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,9,9,0,0,0,0,0,0,45,45,0,0,0,0,8,4,14,26
LGA13550,0,0,0,0,4,0,15,19,0,0,0,0,9,3,5,17,0,0,0,0,22,0,6,28,0,0,0,0,12,0,5,17,0,0,3,0,15,0,5,23,0,0,0,0,6,0,7,13,0,0,0,0,0,0,4,4,0,0,3,0,68,3,47,121,0,0,0,3,15,9,19,46,0,11,0,0,82,7,11,111,8,65,35,6,198,8,18,338,12,48,31,3,182,11,32,319,8,42,41,9,232,8,37,377,9,47,42,11,176,4,48,337,8,26,26,6,164,6,125,361,45,239,175,38,1049,53,290,1889,0,0,0,0,0,0,15,15,0,0,0,0,3,0,18,21,0,0,0,0,0,0,39,39,0,0,0,0,0,0,26,26,0,0,0,0,3,0,28,31,3,0,0,0,3,0,32,38,0,0,0,0,0,0,59,59,3,0,0,0,9,0,217,229,0,0,0,3,19,9,49,80
LGA13650,0,0,0,0,0,0,7,7,0,0,0,0,3,0,3,6,0,0,0,0,4,0,0,4,0,0,0,0,6,0,6,12,0,0,0,0,5,0,0,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,19,37,0,0,0,0,11,0,13,24,0,0,0,3,32,3,5,43,3,9,13,0,53,0,9,87,3,16,16,5,51,7,11,109,6,16,14,3,67,0,11,117,7,12,11,6,67,5,24,132,6,14,12,5,46,0,38,121,25,67,66,22,327,15,111,633,0,0,0,0,0,0,9,9,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,8,0,0,0,0,0,0,11,11,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,10,0,0,0,0,3,0,7,10,0,0,0,0,3,0,58,61,0,0,0,0,11,0,29,40
LGA13660,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,3,0,0,9,0,7,19,0,0,0,0,6,0,7,13,0,3,3,0,31,0,5,42,0,26,11,4,62,0,11,114,3,18,21,5,63,5,19,134,5,11,10,4,73,5,19,127,3,9,10,6,52,4,22,106,3,10,13,0,87,0,77,190,14,77,68,19,374,14,160,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,5,5,0,0,0,0,3,0,5,8,0,0,0,0,3,0,9,12,0,0,3,0,0,0,8,11,0,0,3,0,6,0,33,42,0,0,0,0,9,0,7,16
LGA13700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,14,0,0,0,0,6,3,3,12,0,3,3,0,19,3,3,31,0,8,12,4,50,4,5,83,6,18,5,5,62,3,5,104,0,13,11,5,66,0,6,101,13,12,16,5,61,4,19,130,10,13,15,3,59,0,37,137,29,67,62,22,323,17,78,598,0,0,0,0,0,0,3,3,0,0,0,0,3,0,3,6,0,0,0,0,0,0,5,5,0,0,0,0,0,0,8,8,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0,11,11,0,0,0,0,3,0,39,42,0,0,0,0,6,3,6,15
LGA13800,0,0,0,0,7,3,8,18,0,4,0,0,16,3,8,31,0,0,0,0,27,0,9,36,0,0,14,4,17,3,3,41,0,3,6,0,19,3,7,38,5,3,0,3,5,0,4,20,0,0,0,0,4,0,3,7,5,10,20,7,95,12,42,191,0,0,8,6,114,23,133,284,10,117,88,28,717,38,74,1072,75,270,258,31,1413,54,136,2237,112,317,358,43,1698,38,166,2732,171,342,389,68,1644,30,215,2859,143,274,289,58,1067,26,224,2081,92,202,177,48,825,16,373,1733,603,1522,1567,282,7478,225,1321,12998,0,0,0,0,0,0,90,90,0,0,0,0,8,0,92,100,0,5,0,0,7,0,144,156,0,0,0,0,11,0,181,192,0,0,3,0,15,0,187,205,4,0,3,0,7,0,166,180,0,0,0,0,4,0,187,191,4,5,6,0,52,0,1047,1114,0,0,8,6,121,26,231,392
LGA13850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,0,0,0,0,7,0,11,18,0,3,0,0,14,0,3,20,0,8,7,0,33,4,9,61,3,11,10,0,38,0,10,72,5,6,14,0,64,0,15,104,3,7,7,5,38,0,7,67,0,9,8,0,30,0,48,95,11,44,46,5,224,4,103,437,0,0,0,0,0,0,5,5,0,0,0,0,0,0,6,6,0,3,0,0,0,0,4,7,0,0,0,0,0,0,7,7,0,0,0,0,3,0,5,8,0,0,0,0,3,0,5,8,0,0,0,0,4,0,10,14,0,3,0,0,10,0,42,55,0,0,0,0,7,0,16,23
LGA13950,0,0,0,0,0,0,8,8,0,0,3,0,11,0,3,17,0,0,5,0,8,0,6,19,0,3,3,0,8,0,7,21,3,4,3,0,11,0,3,24,0,0,3,0,9,0,4,16,0,0,0,3,4,0,4,11,3,7,17,3,51,0,35,116,0,6,17,14,90,19,230,376,37,347,326,47,514,35,189,1495,1122,1672,900,86,1346,70,420,5616,729,1223,752,64,1357,62,367,4554,424,792,485,85,1251,48,352,3437,204,408,290,56,1063,34,339,2394,80,225,180,56,1117,15,600,2273,2596,4673,2950,408,6738,283,2497,20145,0,0,0,0,6,0,153,159,0,6,5,0,7,0,193,211,6,16,11,0,13,0,506,552,4,10,3,0,5,0,326,348,3,4,0,0,19,0,293,319,3,6,3,6,13,0,185,216,3,0,3,0,13,0,268,287,19,42,25,6,76,0,1924,2092,0,6,17,14,96,19,391,543
LGA14000,0,0,0,0,3,0,3,6,0,3,0,0,4,0,4,11,0,0,5,0,13,0,0,18,6,6,4,0,9,0,4,29,3,3,3,0,5,0,3,17,0,3,0,3,6,0,0,12,0,6,0,0,5,0,0,11,9,21,12,3,45,0,14,104,0,11,23,12,96,35,260,437,48,907,352,54,645,54,125,2185,1108,2623,837,80,1293,61,245,6247,1919,3287,1254,105,1711,72,317,8665,2127,3085,1295,178,2054,84,399,9222,1523,2207,968,190,1527,75,387,6877,849,1702,1035,247,1939,70,952,6794,7574,13822,5764,866,9265,451,2685,40427,0,0,0,0,3,0,105,108,0,4,4,0,6,0,129,143,3,8,3,0,6,0,255,275,5,12,4,6,9,0,223,259,4,15,8,0,14,0,292,333,3,10,7,0,13,0,209,242,9,17,7,3,25,0,283,344,24,66,33,9,76,0,1496,1704,0,11,23,12,102,35,368,551
LGA14100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,3,6,0,0,3,3,3,0,30,39,0,76,24,7,28,0,16,151,58,183,50,3,51,3,21,369,181,278,96,3,98,6,25,687,172,269,87,12,103,7,25,675,139,265,65,10,101,6,39,625,120,215,87,13,129,9,121,694,670,1286,412,51,513,31,277,3240,0,0,0,0,3,0,14,17,0,0,0,0,0,0,16,16,0,0,0,0,0,0,22,22,0,3,0,0,0,0,27,30,3,0,0,3,0,0,25,31,0,0,0,0,0,0,26,26,0,3,0,0,0,0,40,43,3,6,0,3,3,0,170,185,0,0,3,3,6,0,44,56
