region_id,Neg_Nil_inc_hh_with_Ind_psns,Neg_Nil_inc_Other_households,Neg_Nil_income_Tot_hhlds,HI1_199_Hhd_with_Indig_psns,HI1_199_Other_households,HI1_199_Tot_hhlds,HI200_299_Hhd_with_Indig_psns,HI200_299_Other_households,HI200_299_Tot_hhlds,HI300_399_Hhd_with_Indig_psns,HI300_399_Other_households,HI300_399_Tot_hhlds,HI400_599_Hhd_with_Indig_psns,HI400_599_Other_households,HI400_599_Tot_hhlds,HI600_799_Hhd_with_Indig_psns,HI600_799_Other_households,HI600_799_Tot_hhlds,HI800_999_Hhd_with_Indig_psns,HI800_999_Other_households,HI800_999_Tot_hhlds,HI1000_1249_Hh_with_Indig_psn,HI1000_1249_Other_households,HI1000_1249_Tot_hhlds,HI1250_1499_Hh_with_Indig_psn,HI1250_1499_Other_households,HI1250_1499_Tot_hhlds,HI1500_1999_Hh_with_Indig_psn,HI1500_1999_Other_households,HI1500_1999_Tot_hhlds,HI2000_2499_Hh_with_Indig_psn,HI2000_2499_Other_households,HI2000_2499_Tot_hhlds,HI2500_2999_Hh_with_Indig_psn,HI2500_2999_Other_households,HI2500_2999_Tot_hhlds,HI3000_more_Hh_with_Indig_psn,HI3000_more_Other_households,HI3000_more_Tot_hhlds,Part_inc_st_Hh_with_Indig_psn,Partial_inc_stated_Other_hhds,Partial_inc_stated_Tot_hhlds,All_inc_ns_Hh_with_Ind_psns,All_income_ns_Other_household,All_inc_NS_Tot_hhlds,Tot_Household_with_Indig_psns,Tot_Other_households,Tot_Tot_hhlds
LGA17200,18,2540,2558,59,1176,1235,117,2597,2714,109,3486,3595,118,3669,3787,95,3846,3941,74,3887,3961,64,4714,4778,45,4617,4662,84,7830,7914,66,4845,4911,56,10089,10145,111,12548,12659,107,4866,4973,75,1264,1339,1198,71974,73172
LGA17310,18,202,220,48,267,315,99,593,692,119,1612,1731,232,2399,2631,260,2058,2318,186,1716,1902,179,1650,1829,167,1456,1623,179,1998,2177,101,1379,1480,46,843,889,42,979,1021,169,1414,1583,77,654,731,1922,19220,21142
LGA17350,0,49,49,0,29,29,3,91,94,5,257,262,9,343,352,7,259,266,4,249,253,5,157,162,4,152,156,4,199,203,0,105,105,0,70,70,0,61,61,11,146,157,0,73,73,52,2240,2292
LGA17400,0,48,48,7,86,93,19,121,140,19,308,327,28,403,431,30,305,335,17,233,250,16,192,208,6,152,158,8,185,193,3,87,90,4,57,61,0,48,48,10,191,201,7,95,102,174,2511,2685
LGA17420,5,552,557,4,537,541,4,588,592,6,1312,1318,19,2486,2505,17,2601,2618,13,2907,2920,16,3012,3028,28,3207,3235,41,6056,6097,24,5104,5128,30,6876,6906,70,12199,12269,27,4785,4812,8,762,770,312,52984,53296
LGA17450,0,25,25,3,32,35,0,49,49,0,110,110,0,150,150,6,141,147,0,124,124,5,99,104,4,98,102,3,115,118,0,73,73,0,50,50,0,41,41,4,99,103,0,58,58,25,1264,1289
LGA17500,3,45,48,7,88,95,10,142,152,14,377,391,31,482,513,32,402,434,16,353,369,23,316,339,11,336,347,10,436,446,12,255,267,7,196,203,3,174,177,22,259,281,11,128,139,212,3989,4201
LGA17550,11,398,409,26,572,598,40,1159,1199,78,2985,3063,148,4865,5013,158,3848,4006,114,3179,3293,142,2602,2744,113,2249,2362,138,2943,3081,94,1788,1882,38,1167,1205,55,1150,1205,138,2319,2457,64,1077,1141,1357,32301,33658
LGA17620,0,64,64,3,78,81,4,131,135,10,416,426,28,537,565,27,522,549,14,379,393,20,364,384,14,331,345,31,565,596,16,322,338,14,367,381,16,377,393,25,395,420,7,166,173,229,5014,5243
LGA17640,0,38,38,0,90,90,4,74,78,4,244,248,5,323,328,0,275,275,5,244,249,6,250,256,8,185,193,6,269,275,4,201,205,0,132,132,4,108,112,4,223,227,3,90,93,53,2746,2799
LGA17650,0,25,25,0,34,34,8,62,70,12,159,171,23,274,297,23,213,236,13,205,218,20,178,198,13,162,175,7,222,229,5,132,137,3,72,75,3,92,95,18,167,185,10,50,60,158,2047,2205
LGA17700,3,8,11,0,13,13,3,14,17,3,50,53,3,63,66,3,45,48,3,43,46,0,35,35,0,31,31,0,32,32,0,15,15,0,12,12,0,5,5,0,41,41,0,22,22,18,429,447
LGA17750,13,189,202,37,285,322,73,590,663,68,1392,1460,155,1951,2106,126,1909,2035,122,1683,1805,97,1779,1876,71,1663,1734,124,2601,2725,74,1802,1876,44,1173,1217,26,1376,1402,101,1610,1711,52,529,581,1183,20532,21715
LGA17800,0,44,44,3,42,45,0,56,56,4,126,130,8,207,215,0,164,164,5,148,153,10,101,111,0,102,102,0,136,136,3,62,65,0,42,42,0,40,40,5,136,141,5,63,68,43,1469,1512
LGA17850,0,22,22,4,26,30,7,35,42,13,103,116,11,144,155,11,130,141,0,94,94,8,106,114,5,70,75,5,109,114,0,65,65,0,39,39,0,44,44,14,92,106,8,54,62,86,1133,1219
LGA17900,6,57,63,30,38,68,44,109,153,61,300,361,66,235,301,65,183,248,45,141,186,52,131,183,31,112,143,42,125,167,24,79,103,9,68,77,17,74,91,63,125,188,55,102,157,610,1879,2489
LGA17950,0,18,18,5,20,25,8,28,36,18,102,120,23,87,110,28,94,122,8,95,103,14,84,98,12,67,79,7,101,108,7,60,67,3,34,37,0,33,33,17,78,95,9,42,51,159,943,1102
LGA18000,7,474,481,3,568,571,6,844,850,8,2092,2100,18,3261,3279,13,2967,2980,23,3289,3312,20,3255,3275,27,3292,3319,50,5636,5686,41,4403,4444,31,5837,5868,52,9158,9210,21,4059,4080,13,1167,1180,333,50302,50635
LGA18020,0,66,66,8,89,97,15,146,161,24,431,455,62,538,600,50,407,457,27,284,311,25,230,255,23,176,199,26,230,256,9,124,133,3,81,84,5,89,94,32,290,322,14,160,174,323,3341,3664
LGA18050,4,412,416,6,252,258,4,484,488,5,1047,1052,8,1285,1293,7,1243,1250,9,1374,1383,9,1415,1424,11,1407,1418,12,2466,2478,11,1756,1767,14,3422,3436,26,5363,5389,16,2187,2203,4,612,616,146,24725,24871
LGA18100,0,25,25,0,30,30,3,69,72,3,179,182,0,233,233,8,198,206,3,149,152,3,107,110,3,84,87,4,92,96,0,68,68,0,27,27,0,40,40,4,108,112,4,59,63,35,1468,1503
LGA18150,5,28,33,14,41,55,24,108,132,53,344,397,79,342,421,62,289,351,55,231,286,50,191,241,34,150,184,31,185,216,24,145,169,6,82,88,13,88,101,72,197,269,21,97,118,543,2518,3061
LGA18200,6,41,47,4,50,54,14,62,76,23,193,216,33,284,317,32,235,267,25,206,231,32,177,209,11,177,188,13,213,226,5,132,137,3,79,82,3,106,109,17,195,212,14,78,92,235,2228,2463
LGA18250,0,635,635,0,391,391,0,417,417,3,754,757,6,1231,1237,7,1131,1138,13,1298,1311,3,1401,1404,7,1438,1445,9,2444,2453,3,1634,1637,4,3684,3688,16,5827,5843,5,1938,1943,6,397,403,82,24620,24702
LGA18350,4,183,187,7,243,250,9,424,433,21,1109,1130,35,1727,1762,36,1539,1575,34,1524,1558,29,1391,1420,27,1245,1272,43,1792,1835,24,1156,1180,16,1059,1075,22,1167,1189,47,1306,1353,9,465,474,363,16330,16693
LGA18400,4,131,135,9,151,160,4,265,269,21,574,595,35,991,1026,42,941,983,37,973,1010,28,988,1016,39,1005,1044,56,1733,1789,52,1358,1410,34,1119,1153,39,1671,1710,50,1186,1236,15,402,417,465,13488,13953
LGA18450,16,1052,1068,58,1256,1314,114,2520,2634,147,5666,5813,265,7538,7803,208,5991,6199,149,5225,5374,144,4943,5087,137,4486,4623,218,7455,7673,150,5449,5599,84,4877,4961,123,6261,6384,180,5035,5215,75,1943,2018,2068,69697,71765
