region_id,PreSch_Indig_M,PreSch_Indig_F,PreSch_Indig_P,PreSch_NonInd_M,PreSch_NonInd_F,PreSch_NonInd_P,PreSch_Indig_st_nsM,PreSch_Indig_st_nsF,PreSch_Indig_st_nsP,PreSch_TotM,PreSch_TotF,PreSch_TotP,InfPrim_Indig_M,InfPrim_Indig_F,InfPrim_Indig_P,InfPrim_NonInd_M,InfPrim_NonInd_F,InfPrim_NonInd_P,InfPrim_Indig_st_nsM,InfPrim_Indig_st_nsF,InfPrim_Indig_st_nsP,InfPrim_TotM,InfPrim_TotF,InfPrim_TotP,Sec_Indig_M,Sec_Indig_F,Sec_Indig_P,Sec_NonInd_M,Sec_NonInd_F,Sec_NonInd_P,Sec_Indig_st_nsM,Sec_Indig_st_nsF,Sec_Indig_st_nsP,Sec_TotM,Sec_TotF,Sec_TotP,TFEI_FT_St_15_24_In_M,TFEI_FT_St_15_24_Id_F,TFEI_FT_St_15_24_Id_P,TFEI_FT_St_15_24_No_Id_M,TFEI_FT_St_15_24_No_Id_F,TFEI_FT_St_15_24_No_I_P,TFEI_FT_St_15_24_I_s_n_s_M,TFEI_FT_St_15_24_I_s_n_s_F,TFEI_FT_St_15_24_I_s_n_s_P,TFEI_FT_St_15_24_TotM,TFEI_FT_St_15_24_TotF,TFEI_FT_St_15_24_TotP,TFEI_FT_St_25over_Id_M,TFEI_FT_St_25over_Id_F,TFEI_FT_St_25over_Id_P,TFEI_FT_St_25ov_Non_Id_M,TFEI_FT_St_25ov_Non_Id_F,TFEI_FT_St_25ov_Non_Id_P,TFEI_FT_St_25ov_I_s_n_st_M,TFEI_FT_St_25ov_I_s_n_st_F,TFEI_FT_St_25ov_I_s_n_st_P,TFEI_FT_St_25ov_TotM,TFEI_FT_St_25ov_TotF,TFEI_FT_St_25ov_TotP,TFEI_PT_St_15_24_Id_M,TFEI_PT_St_15_24_Id_F,TFEI_PT_St_15_24_Id_P,TFEI_PT_St_15_24_Non_Id_M,TFEI_PT_St_15_24_No_Id_F,TFEI_PT_St_15_24_No_Id_P,TFEI_PT_St_15_24_I_s_n_s_M,TFEI_PT_St_15_24_I_s_n_s_F,TFEI_PT_St_15_24_I_s_n_s_P,TFEI_PT_St_15_24_TotM,TFEI_PT_St_15_24_TotF,TFEI_PT_St_15_24_TotP,TFEI_PT_St_25ov_Id_M,TFEI_PT_St_25ov_Id_F,TFEI_PT_St_25ov_Id_P,TFEI_PT_St_25ov_Non_Id_M,TFEI_PT_St_25ov_Non_Id_F,TFEI_PT_St_25ov_Non_Id_P,TFEI_PT_St_25ov_I_s_n_s_M,TFEI_PT_St_25ov_I_s_n_s_F,TFEI_PT_St_25ov_Id_s_n_s_P,TFEI_PT_St_25ov_TotM,TFEI_PT_St_25ov_TotF,TFEI_PT_St_25ov_TotP,TFEI_FT_PT_s_s_nt_st_Id_M,TFEI_FT_PT_s_s_nt_st_Id_F,TFEI_FT_PT_s_s_nt_st_Id_P,TFEI_FT_PT_s_s_nt_s_N_I_M,TFEI_FT_PT_s_s_n_st_N_I_F,TFEI_FT_PT_s_s_n_s_No_Id_P,TFEI_F_P_s_s_n_s_I_s_n_s_M,TFEI_F_P_s_s_n_s_I_s_n_s_F,TFEI_F_P_s_s_n_s_I_s_n_s_P,TFEI_FT_PT_s_s_nt_st_To_M,TFEI_FT_PT_s_s_nt_st_To_F,TFEI_FT_PT_s_s_nt_st_To_P,TFEI_Tot_Indig_M,TFEI_Tot_Indig_F,TFEI_Tot_Indig_P,TFEI_Tot_NonInd_M,TFEI_Tot_NonInd_F,TFEI_Tot_NonInd_P,TFEI_Tot_IndSt_nsM,TFEI_Tot_IndSt_nsF,TFEI_Tot_IndSt_nsP,TFEI_Tot_TotM,TFEI_Tot_TotF,TFEI_Tot_TotP,UT_FT_S_15_24_Ind_M,UT_FT_S_15_24_Ind_F,UT_FT_S_15_24_Ind_P,UT_FT_S_15_24_NonInd_M,UT_FT_S_15_24_NonInd_F,UT_FT_S_15_24_NonInd_P,UT_FT_S_15_24_In_st_nsM,UT_FT_S_15_24_In_st_nsF,UT_FT_S_15_24_In_st_nsP,UT_FT_S_15_24_TotM,UT_FT_S_15_24_TotF,UT_FT_S_15_24_TotP,UT_FT_S_25_over_Ind_M,UT_FT_S_25_over_Ind_F,UT_FT_S_25_over_Ind_P,UT_FT_S_25ov_NonInd_M,UT_FT_S_25ov_NonInd_F,UT_FT_S_25ov_NonInd_P,UT_FT_S_25ov_IndSt_nsM,UT_FT_S_25ov_IndSt_nsF,UT_FT_S_25ov_IndSt_nsP,UT_FT_S_25ov_TotM,UT_FT_S_25ov_TotF,UT_FT_S_25ov_TotP,UT_PT_S_15_24_Ind_M,UT_PT_S_15_24_Ind_F,UT_PT_S_15_24_Ind_P,UT_PT_S_15_24_No_Ind_M,UT_PT_S_15_24_NonInd_F,UT_PT_S_15_24_NonInd_P,UT_PT_S_15_24_In_st_nsM,UT_PT_S_15_24_In_st_nsF,UT_PT_S_15_24_In_st_nsP,UT_PT_S_15_24_TotM,UT_PT_S_15_24_TotF,UT_PT_S_15_24_TotP,UT_PT_S_25over_In_M,UT_PT_S_25over_In_F,UT_PT_S_25over_In_P,UT_PT_S_25over_Non_In_M,UT_PT_S_25over_Non_In_F,UT_PT_S_25over_Non_In_P,UT_PT_S_25ov_In_s_nsM,UT_PT_S_25ov_In_s_nsF,UT_PT_S_25ov_In_s_nsP,UT_PT_S_25over_TotM,UT_PT_S_25over_TotF,UT_PT_S_25over_TotP,UT_FT_PT_stud_st_ns_Ind_M,UT_FT_PT_stud_st_ns_Ind_F,UT_FT_PT_stud_st_ns_Ind_P,UT_FT_PT_stu_st_ns_NonInd_M,UT_FT_PT_stu_st_ns_NonInd_F,UT_FT_PT_stu_st_ns_NonInd_P,UT_FT_PT_st_st_ns_In_st_nsM,UT_FT_PT_st_st_ns_In_st_nsF,UT_FT_PT_st_st_ns_In_st_nsP,UT_FT_PT_stu_st_ns_TotM,UT_FT_PT_stu_st_ns_TotF,UT_FT_PT_stu_st_ns_TotP,UT_Tot_Indig_M,UT_Tot_Indig_F,UT_Tot_Indig_P,UT_Tot_NonInd_M,UT_Tot_NonInd_F,UT_Tot_NonInd_P,UT_Tot_IndigStat_nsM,UT_Tot_IndigStat_nsF,UT_Tot_IndigStat_nsP,UT_Tot_TotM,UT_Tot_TotF,UT_Tot_TotP,OEI_Ind_M,OEI_Ind_F,OEI_Ind_P,OEI_NonInd_M,OEI_NonInd_F,OEI_NonInd_P,OEI_IndSt_nsM,OEI_IndSt_nsF,OEI_IndSt_nsP,OEI_TotM,OEI_TotF,OEI_TotP,T_EI_ns_Ind_M,T_EI_ns_Ind_F,T_EI_ns_Ind_P,T_EI_ns_NonInd_M,T_EI_ns_NonInd_F,T_EI_ns_NonInd_P,T_EI_ns_IndSt_nsM,T_EI_ns_IndSt_nsF
IARE107010,31,22,53,645,581,1226,8,12,20,684,615,1299,136,106,242,2690,2580,5270,48,46,94,2874,2732,5606,92,85,177,2226,2163,4389,26,27,53,2344,2275,4619,5,6,11,112,159,271,5,0,5,122,165,287,0,5,5,44,99,143,0,0,0,44,104,148,15,21,36,447,212,659,0,0,0,462,233,695,10,12,22,220,368,588,0,4,4,230,384,614,0,0,0,16,6,22,0,0,0,16,6,22,30,44,74,839,844,1683,5,4,9,874,892,1766,12,12,24,303,518,821,3,5,8,318,535,853,0,7,7,68,156,224,0,0,0,68,163,231,0,4,4,53,90,143,0,0,0,53,94,147,0,3,3,158,308,466,4,3,7,162,314,476,0,0,0,12,3,15,0,0,0,12,3,15,12,26,38,594,1075,1669,7,8,15,613,1109,1722,0,4,4,106,220,326,0,3,3,106,227,333,53,39,92,760,795,1555,1242,1095
IARE107011,11,12,23,839,819,1658,12,12,24,862,843,1705,36,42,78,3814,3677,7491,70,70,140,3920,3789,7709,33,50,83,2986,2870,5856,47,54,101,3066,2974,6040,0,6,6,322,242,564,6,3,9,328,251,579,0,0,0,179,313,492,9,0,9,188,313,501,5,5,10,396,175,571,0,7,7,401,187,588,3,6,9,399,494,893,5,3,8,407,503,910,0,3,3,23,21,44,4,3,7,27,27,54,8,20,28,1319,1245,2564,24,16,40,1351,1281,2632,5,6,11,982,1176,2158,15,9,24,1002,1191,2193,0,3,3,292,336,628,4,7,11,296,346,642,3,0,3,142,165,307,0,3,3,145,168,313,0,7,7,437,455,892,3,0,3,440,462,902,0,0,0,21,29,50,3,0,3,24,29,53,8,16,24,1874,2161,4035,25,19,44,1907,2196,4103,3,6,9,386,488,874,8,7,15,397,501,898,34,30,64,1719,1897,3616,2239,1933
IARE107012,11,14,25,2816,2540,5356,22,19,41,2849,2573,5422,44,39,83,12336,11787,24123,145,114,259,12525,11940,24465,29,60,89,11530,11364,22894,97,98,195,11656,11522,23178,4,3,7,427,397,824,0,3,3,431,403,834,3,3,6,237,447,684,0,3,3,240,453,693,0,5,5,834,421,1255,3,6,9,837,432,1269,3,9,12,712,1340,2052,3,3,6,718,1352,2070,0,0,0,24,21,45,0,4,4,24,25,49,10,20,30,2234,2626,4860,6,19,25,2250,2665,4915,9,11,20,4958,5513,10471,24,38,62,4991,5562,10553,3,4,7,883,992,1875,6,4,10,892,1000,1892,0,0,0,562,574,1136,3,0,3,565,574,1139,8,9,17,1617,2094,3711,11,14,25,1636,2117,3753,0,3,3,43,49,92,3,3,6,46,55,101,20,27,47,8063,9222,17285,47,59,106,8130,9308,17438,3,4,7,651,1077,1728,8,13,21,662,1094,1756,16,13,29,2053,2468,4521,3143,2989
IARE107013,6,5,11,1073,900,1973,3,10,13,1082,915,1997,24,13,37,4144,3895,8039,51,33,84,4219,3941,8160,41,15,56,3785,2992,6777,34,26,60,3860,3033,6893,0,5,5,233,193,426,0,3,3,233,201,434,0,3,3,199,317,516,0,0,0,199,320,519,0,4,4,313,158,471,6,0,6,319,162,481,5,0,5,438,635,1073,0,3,3,443,638,1081,0,0,0,16,12,28,3,0,3,19,12,31,5,12,17,1199,1315,2514,9,6,15,1213,1333,2546,9,5,14,2711,3310,6021,26,26,52,2746,3341,6087,0,0,0,838,854,1692,3,3,6,841,857,1698,0,4,4,232,264,496,3,0,3,235,268,503,0,4,4,744,931,1675,3,7,10,747,942,1689,0,0,0,31,36,67,0,0,0,31,36,67,9,13,22,4556,5395,9951,35,36,71,4600,5444,10044,0,5,5,377,544,921,3,3,6,380,552,932,13,12,25,1241,1393,2634,1963,1796
IARE107014,8,10,18,1054,1010,2064,12,16,28,1074,1036,2110,55,57,112,4965,4550,9515,64,65,129,5084,4672,9756,34,33,67,4381,4186,8567,48,37,85,4463,4256,8719,3,7,10,392,343,735,7,3,10,402,353,755,6,0,6,208,377,585,0,6,6,214,383,597,6,0,6,474,195,669,3,4,7,483,199,682,0,10,10,427,694,1121,0,3,3,427,707,1134,0,0,0,28,12,40,0,4,4,28,16,44,15,17,32,1529,1621,3150,10,20,30,1554,1658,3212,4,6,10,2287,2570,4857,17,11,28,2308,2587,4895,0,5,5,679,686,1365,9,7,16,688,698,1386,0,0,0,232,235,467,3,0,3,235,235,470,7,6,13,639,737,1376,3,5,8,649,748,1397,0,0,0,35,33,68,3,0,3,38,33,71,11,17,28,3872,4261,8133,35,23,58,3918,4301,8219,3,7,10,468,699,1167,4,9,13,475,715,1190,20,16,36,1684,1973,3657,1977,1823
IARE107015,50,40,90,906,827,1733,20,14,34,976,881,1857,174,167,341,3561,3433,6994,42,48,90,3777,3648,7425,145,158,303,3024,2925,5949,34,34,68,3203,3117,6320,3,11,14,163,171,334,0,4,4,166,186,352,4,4,8,42,149,191,3,0,3,49,153,202,22,16,38,508,265,773,4,3,7,534,284,818,8,7,15,289,441,730,0,6,6,297,454,751,0,0,0,15,13,28,0,0,0,15,13,28,37,38,75,1017,1039,2056,7,13,20,1061,1090,2151,8,5,13,445,633,1078,8,5,13,461,643,1104,3,10,13,89,209,298,0,0,0,92,219,311,3,3,6,82,103,185,0,0,0,85,106,191,3,8,11,190,404,594,3,3,6,196,415,611,0,0,0,3,3,6,0,0,0,3,3,6,17,26,43,809,1352,2161,11,8,19,837,1386,2223,4,5,9,121,290,411,0,3,3,125,298,423,88,87,175,1149,1239,2388,980,863
IARE107016,8,6,14,476,460,936,4,0,4,488,466,954,27,20,47,1576,1573,3149,14,9,23,1617,1602,3219,9,18,27,808,837,1645,7,6,13,824,861,1685,3,3,6,56,68,124,3,0,3,62,71,133,3,3,6,70,100,170,0,3,3,73,106,179,3,3,6,85,44,129,0,0,0,88,47,135,3,3,6,207,275,482,0,3,3,210,281,491,0,0,0,0,4,4,0,3,3,0,7,7,12,12,24,418,491,909,3,9,12,433,512,945,0,9,9,488,603,1091,4,0,4,492,612,1104,3,6,9,257,384,641,0,0,0,260,390,650,3,0,3,92,84,176,3,0,3,98,84,182,4,8,12,495,777,1272,0,4,4,499,789,1288,0,0,0,4,3,7,0,0,0,4,3,7,10,23,33,1336,1851,3187,7,4,11,1353,1878,3231,0,4,4,149,253,402,0,3,3,149,260,409,14,14,28,402,424,826,1271,1171
IARE107017,38,33,71,1563,1441,3004,34,30,64,1635,1504,3139,224,195,419,8304,7873,16177,162,130,292,8690,8198,16888,144,137,281,6845,6665,13510,111,92,203,7100,6894,13994,8,16,24,527,528,1055,4,7,11,539,551,1090,4,10,14,250,525,775,5,6,11,259,541,800,13,8,21,713,311,1024,5,10,15,731,329,1060,8,8,16,738,869,1607,3,8,11,749,885,1634,0,0,0,33,35,68,3,4,7,36,39,75,33,42,75,2261,2268,4529,20,35,55,2314,2345,4659,7,14,21,1585,2253,3838,20,24,44,1612,2291,3903,3,7,10,294,434,728,4,7,11,301,448,749,0,6,6,225,329,554,3,3,6,228,338,566,5,10,15,522,733,1255,4,5,9,531,748,1279,0,0,0,26,33,59,3,0,3,29,33,62,15,37,52,2652,3782,6434,34,39,73,2701,3858,6559,4,5,9,432,748,1180,6,3,9,442,756,1198,106,95,201,3307,3496,6803,4067,3908
IARE107018,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,10,8,18,0,0,0,10,8,18,0,0,0,6,6,12,0,0,0,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,0,3,4,5
IARE107019,14,11,25,529,467,996,4,7,11,547,485,1032,56,41,97,2006,1877,3883,26,27,53,2088,1945,4033,46,47,93,1320,1267,2587,20,17,37,1386,1331,2717,7,6,13,162,182,344,0,0,0,169,188,357,7,3,10,178,229,407,0,4,4,185,236,421,3,7,10,150,129,279,4,0,4,157,136,293,6,7,13,384,495,879,3,5,8,393,507,900,0,0,0,12,14,26,0,0,0,12,14,26,23,23,46,886,1049,1935,7,9,16,916,1081,1997,3,10,13,950,1167,2117,3,0,3,956,1177,2133,4,8,12,645,705,1350,4,7,11,653,720,1373,0,5,5,108,176,284,0,0,0,108,181,289,7,10,17,771,1216,1987,0,9,9,778,1235,2013,0,0,0,15,11,26,0,0,0,15,11,26,14,33,47,2489,3275,5764,7,16,23,2510,3324,5834,4,3,7,330,417,747,4,4,8,338,424,762,31,39,70,811,821,1632,2518,2042
IARE107020,21,9,30,2743,2597,5340,22,20,42,2786,2626,5412,71,65,136,10279,9681,19960,116,93,209,10466,9839,20305,41,41,82,7579,7190,14769,89,79,168,7709,7310,15019,3,0,3,377,342,719,6,0,6,386,342,728,0,3,3,217,344,561,5,3,8,222,350,572,7,5,12,923,436,1359,6,4,10,936,445,1381,3,6,9,927,1333,2260,8,3,11,938,1342,2280,0,0,0,27,19,46,0,0,0,27,19,46,13,14,27,2471,2474,4945,25,10,35,2509,2498,5007,8,12,20,2126,2542,4668,15,17,32,2149,2571,4720,3,3,6,505,657,1162,0,5,5,508,665,1173,0,7,7,297,336,633,3,4,7,300,347,647,0,3,3,1105,1651,2756,14,8,22,1119,1662,2781,0,0,0,21,28,49,0,0,0,21,28,49,11,25,36,4054,5214,9268,32,34,66,4097,5273,9370,5,8,13,639,1137,1776,8,6,14,652,1151,1803,19,20,39,2366,2864,5230,4166,3583
IARE107021,14,24,38,1380,1261,2641,17,16,33,1411,1301,2712,83,53,136,5977,5532,11509,81,90,171,6141,5675,11816,68,53,121,4747,4619,9366,88,71,159,4903,4743,9646,8,3,11,412,388,800,8,6,14,428,397,825,5,3,8,315,587,902,4,5,9,324,595,919,11,6,17,535,293,828,9,0,9,555,299,854,10,6,16,719,993,1712,8,12,20,737,1011,1748,0,0,0,26,26,52,3,4,7,29,30,59,34,18,52,2007,2287,4294,32,27,59,2073,2332,4405,8,7,15,2327,2490,4817,30,32,62,2365,2529,4894,0,7,7,926,904,1830,10,12,22,936,923,1859,0,3,3,303,294,597,0,0,0,303,297,600,5,9,14,962,1011,1973,3,5,8,970,1025,1995,0,0,0,41,35,76,3,0,3,44,35,79,13,26,39,4559,4734,9293,46,49,95,4618,4809,9427,3,10,13,777,1053,1830,9,17,26,789,1080,1869,132,48,180,2761,2835,5596,4060,3370
IARE107022,89,79,168,1830,1652,3482,15,24,39,1934,1755,3689,432,381,813,7655,7271,14926,98,93,191,8185,7745,15930,318,326,644,5952,6041,11993,87,72,159,6357,6439,12796,22,31,53,333,410,743,6,4,10,361,445,806,4,26,30,159,347,506,5,11,16,168,384,552,42,29,71,1039,539,1578,7,9,16,1088,577,1665,27,42,69,679,984,1663,4,3,7,710,1029,1739,0,8,8,27,24,51,0,0,0,27,32,59,95,136,231,2237,2304,4541,22,27,49,2354,2467,4821,18,41,59,1073,1545,2618,11,18,29,1102,1604,2706,10,19,29,312,448,760,3,5,8,325,472,797,3,7,10,191,306,497,0,0,0,194,313,507,10,19,29,487,846,1333,0,6,6,497,871,1368,0,0,0,10,13,23,3,0,3,13,13,26,41,86,127,2073,3158,5231,17,29,46,2131,3273,5404,14,20,34,327,688,1015,3,4,7,344,712,1056,237,238,475,2779,2944,5723,2901,2532
IARE107023,26,13,39,1009,941,1950,12,10,22,1047,964,2011,117,110,227,3771,3570,7341,54,40,94,3942,3720,7662,72,78,150,2718,2680,5398,38,49,87,2828,2807,5635,3,4,7,238,218,456,0,0,0,241,222,463,0,4,4,196,253,449,3,5,8,199,262,461,11,13,24,275,145,420,4,0,4,290,158,448,11,8,19,437,628,1065,6,3,9,454,639,1093,0,0,0,18,14,32,0,4,4,18,18,36,25,29,54,1164,1258,2422,13,12,25,1202,1299,2501,32,34,66,4368,4417,8785,33,20,53,4433,4471,8904,6,6,12,1364,1162,2526,9,8,17,1379,1176,2555,0,3,3,224,260,484,3,0,3,227,263,490,5,12,17,914,1166,2080,3,4,7,922,1182,2104,0,0,0,29,34,63,0,4,4,29,38,67,43,55,98,6899,7039,13938,48,36,84,6990,7130,14120,3,8,11,445,694,1139,4,3,7,452,705,1157,233,60,293,2404,1481,3885,4094,3646
IARE107024,3,5,8,724,656,1380,7,14,21,734,675,1409,46,33,79,3253,3045,6298,45,59,104,3344,3137,6481,33,26,59,2530,2481,5011,43,33,76,2606,2540,5146,0,8,8,251,209,460,7,3,10,258,220,478,0,0,0,244,299,543,0,4,4,244,303,547,5,0,5,298,155,453,3,3,6,306,158,464,0,5,5,410,510,920,0,3,3,410,518,928,0,0,0,16,12,28,3,3,6,19,15,34,5,13,18,1219,1185,2404,13,16,29,1237,1214,2451,0,7,7,1229,1342,2571,18,7,25,1247,1356,2603,0,0,0,587,468,1055,10,7,17,597,475,1072,0,0,0,129,138,267,0,0,0,129,138,267,6,0,6,455,508,963,3,3,6,464,511,975,0,0,0,28,24,52,3,3,6,31,27,58,6,7,13,2428,2480,4908,34,20,54,2468,2507,4975,6,3,9,481,544,1025,7,5,12,494,552,1046,17,21,38,1496,1642,3138,2464,2077
IARE107025,33,23,56,2247,2097,4344,24,23,47,2304,2143,4447,117,103,220,8716,8323,17039,101,93,194,8934,8519,17453,103,60,163,6961,6817,13778,66,85,151,7130,6962,14092,3,11,14,338,350,688,3,3,6,344,364,708,6,7,13,122,239,361,0,3,3,128,249,377,24,4,28,1290,517,1807,10,3,13,1324,524,1848,8,30,38,720,1072,1792,7,4,11,735,1106,1841,0,0,0,23,27,50,4,0,4,27,27,54,41,52,93,2493,2205,4698,24,13,37,2558,2270,4828,14,24,38,2085,2716,4801,21,14,35,2120,2754,4874,3,6,9,337,545,882,3,5,8,343,556,899,5,5,10,369,403,772,3,0,3,377,408,785,8,7,15,899,1313,2212,5,9,14,912,1329,2241,0,0,0,20,17,37,3,3,6,23,20,43,30,42,72,3710,4994,8704,35,31,66,3775,5067,8842,6,7,13,453,771,1224,5,8,13,464,786,1250,45,52,97,2091,2622,4713,2945,2452
IARE107026,12,16,28,526,483,1009,3,3,6,541,502,1043,92,82,174,1666,1671,3337,20,19,39,1778,1772,3550,58,85,143,1253,1367,2620,14,22,36,1325,1474,2799,5,11,16,582,566,1148,6,5,11,593,582,1175,12,18,30,660,864,1524,9,12,21,681,894,1575,11,6,17,230,211,441,3,4,7,244,221,465,11,19,30,820,943,1763,6,11,17,837,973,1810,4,0,4,15,24,39,5,0,5,24,24,48,43,54,97,2307,2608,4915,29,32,61,2379,2694,5073,16,33,49,4208,5302,9510,13,27,40,4237,5362,9599,16,11,27,2331,2154,4485,16,7,23,2363,2172,4535,3,4,7,369,421,790,3,5,8,375,430,805,12,19,31,2136,2220,4356,7,12,19,2155,2251,4406,0,0,0,47,44,91,3,0,3,50,44,94,47,67,114,9091,10141,19232,42,51,93,9180,10259,19439,8,11,19,1614,2024,3638,22,26,48,1644,2061,3705,79,95,174,1520,1620,3140,11386,8765
IARE107027,9,8,17,1367,1197,2564,17,19,36,1393,1224,2617,39,48,87,5765,5474,11239,76,71,147,5880,5593,11473,33,30,63,5088,5080,10168,72,67,139,5193,5177,10370,0,7,7,436,380,816,8,5,13,444,392,836,0,3,3,390,576,966,5,5,10,395,584,979,7,3,10,433,222,655,3,0,3,443,225,668,4,6,10,620,920,1540,7,7,14,631,933,1564,0,0,0,19,21,40,0,0,0,19,21,40,11,19,30,1898,2119,4017,23,17,40,1932,2155,4087,15,6,21,3667,3926,7593,29,32,61,3711,3964,7675,11,5,16,1339,1224,2563,17,7,24,1367,1236,2603,3,0,3,384,397,781,3,0,3,390,397,787,0,15,15,1253,1572,2825,7,0,7,1260,1587,2847,0,0,0,44,53,97,3,3,6,47,56,103,29,26,55,6687,7172,13859,59,42,101,6775,7240,14015,7,3,10,829,1210,2039,20,11,31,856,1224,2080,19,16,35,2139,2366,4505,4988,4245
IARE107028,5,3,8,1746,1659,3405,19,7,26,1770,1669,3439,10,16,26,6419,5950,12369,70,47,117,6499,6013,12512,22,11,33,4825,4585,9410,45,38,83,4892,4634,9526,0,3,3,226,247,473,3,3,6,229,253,482,3,0,3,215,387,602,0,3,3,218,390,608,3,0,3,263,199,462,3,4,7,269,203,472,3,3,6,542,1017,1559,4,6,10,549,1026,1575,0,0,0,14,13,27,0,0,0,14,13,27,9,6,15,1260,1863,3123,10,16,26,1279,1885,3164,7,8,15,2552,2981,5533,18,10,28,2577,2999,5576,3,6,9,813,1080,1893,3,3,6,819,1089,1908,3,0,3,355,368,723,3,4,7,361,372,733,3,7,10,1760,2137,3897,5,6,11,1768,2150,3918,0,0,0,24,46,70,0,0,0,24,46,70,16,21,37,5504,6612,12116,29,23,52,5549,6656,12205,3,0,3,690,1111,1801,9,4,13,702,1115,1817,12,13,25,1225,1559,2784,5086,4799
IARE107029,21,13,34,517,433,950,9,6,15,547,452,999,93,85,178,2066,1897,3963,21,30,51,2180,2012,4192,61,65,126,1476,1455,2931,11,23,34,1548,1543,3091,4,3,7,54,79,133,0,0,0,58,82,140,0,3,3,16,47,63,3,0,3,19,50,69,11,3,14,322,151,473,3,3,6,336,157,493,9,7,16,111,196,307,0,0,0,120,203,323,0,3,3,10,4,14,0,0,0,10,7,17,24,19,43,513,477,990,6,3,9,543,499,1042,3,9,12,197,294,491,6,0,6,206,303,509,0,5,5,33,85,118,0,0,0,33,90,123,0,3,3,29,63,92,0,0,0,29,66,95,3,5,8,103,187,290,0,0,0,106,192,298,0,0,0,0,8,8,3,0,3,3,8,11,6,22,28,362,637,999,9,0,9,377,659,1036,3,4,7,81,153,234,0,0,0,84,157,241,26,22,48,561,589,1150,610,561
IARE107030,71,72,143,1930,1873,3803,24,21,45,2025,1966,3991,326,272,598,7370,6917,14287,107,109,216,7803,7298,15101,248,216,464,5926,5821,11747,68,72,140,6242,6109,12351,12,12,24,400,408,808,0,4,4,412,424,836,9,15,24,232,395,627,4,6,10,245,416,661,28,24,52,943,475,1418,9,0,9,980,499,1479,13,31,44,699,1035,1734,8,8,16,720,1074,1794,5,0,5,28,19,47,0,4,4,33,23,56,67,82,149,2302,2332,4634,21,22,43,2390,2436,4826,39,52,91,3210,3369,6579,11,12,23,3260,3433,6693,12,16,28,1238,986,2224,19,6,25,1269,1008,2277,4,9,13,316,330,646,0,0,0,320,339,659,6,27,33,776,1194,1970,7,0,7,789,1221,2010,3,0,3,21,28,49,0,0,0,24,28,52,64,104,168,5561,5907,11468,37,18,55,5662,6029,11691,10,20,30,376,651,1027,10,7,17,396,678,1074,126,144,270,2610,2993,5603,3181,2636
IARE107031,0,3,3,958,980,1938,14,12,26,972,995,1967,11,15,26,3280,3131,6411,51,32,83,3342,3178,6520,26,28,54,2617,2654,5271,33,26,59,2676,2708,5384,3,3,6,109,121,230,3,0,3,115,124,239,0,0,0,149,211,360,4,0,4,153,211,364,0,0,0,165,111,276,0,0,0,165,111,276,3,3,6,363,447,810,4,3,7,370,453,823,0,0,0,9,5,14,0,0,0,9,5,14,6,6,12,795,895,1690,11,3,14,812,904,1716,9,7,16,1248,1467,2715,12,9,21,1269,1483,2752,3,3,6,461,615,1076,0,3,3,464,621,1085,3,0,3,174,229,403,3,3,6,180,232,412,0,8,8,880,1172,2052,0,7,7,880,1187,2067,0,0,0,20,23,43,0,3,3,20,26,46,15,18,33,2783,3506,6289,15,25,40,2813,3549,6362,0,0,0,405,669,1074,5,3,8,410,672,1082,8,8,16,1128,1362,2490,5713,5200
IARE194994,5,7,12,31,32,63,0,0,0,36,39,75,24,24,48,170,146,316,3,4,7,197,174,371,17,14,31,130,131,261,5,3,8,152,148,300,6,4,10,35,31,66,0,0,0,41,35,76,0,0,0,24,28,52,0,4,4,24,32,56,3,3,6,29,27,56,0,0,0,32,30,62,0,6,6,33,68,101,0,0,0,33,74,107,0,0,0,3,3,6,0,0,0,3,3,6,9,13,22,124,157,281,0,4,4,133,174,307,0,0,0,93,135,228,0,0,0,93,135,228,0,3,3,55,61,116,0,0,0,55,64,119,0,0,0,13,12,25,0,0,0,13,12,25,0,0,0,45,59,104,0,3,3,45,62,107,0,0,0,0,5,5,0,3,3,0,8,8,0,3,3,206,272,478,0,6,6,206,281,487,3,3,6,52,65,117,0,0,0,55,68,123,192,108,300,1014,350,1364,752,403
