region_id,Indigenous_Aboriginal_M,Indigenous_Aboriginal_F,Indigenous_Aboriginal_P,Indigenous_Torres_Strait_Is_M,Indigenous_Torres_Strait_Is_F,Indigenous_Torres_Strait_Is_P,Indig_Bth_Abor_Torr_Strt_Is_M,Indig_Bth_Abor_Torr_Strt_Is_F,Indig_Bth_Abor_Torr_Strt_Is_P,Indigenous_TotM,Indigenous_TotF,Indigenous_TotP,Non_Indig_M,Non_Indig_F,Non_Indig_P,Indigenous_status_nsM,Indigenous_status_nsF,Indigenous_status_nsP,Tot_M,Tot_F,Tot_P
IARE105008,133,151,284,0,4,4,7,0,7,140,155,295,3282,3527,6809,193,148,341,3615,3830,7445
IARE105009,400,366,766,11,8,19,3,8,11,414,382,796,5394,5495,10889,355,327,682,6163,6204,12367
IARE105010,241,231,472,6,6,12,4,0,4,251,237,488,6341,6612,12953,351,287,638,6943,7136,14079
IARE105011,410,436,846,13,11,24,9,4,13,432,451,883,3901,3965,7866,157,160,317,4490,4576,9066
IARE105012,777,841,1618,15,14,29,3,3,6,795,858,1653,15796,15904,31700,1122,1022,2144,17713,17784,35497
IARE105013,382,221,603,13,5,18,10,3,13,405,229,634,6252,5653,11905,308,242,550,6965,6124,13089
IARE105014,498,565,1063,5,3,8,5,3,8,508,571,1079,2804,2740,5544,152,118,270,3464,3429,6893
IARE105015,544,447,991,35,22,57,7,5,12,586,474,1060,11752,11217,22969,633,588,1221,12971,12279,25250
IARE105016,470,452,922,19,9,28,0,7,7,489,468,957,10725,10710,21435,803,582,1385,12017,11760,23777
IARE105017,280,302,582,3,0,3,3,0,3,286,302,588,2340,2393,4733,184,189,373,2810,2884,5694
IARE105018,969,1002,1971,24,20,44,17,18,35,1010,1040,2050,16545,17582,34127,1025,855,1880,18580,19477,38057
IARE105019,195,268,463,3,11,14,9,6,15,207,285,492,5103,4917,10020,217,207,424,5527,5409,10936
IARE105020,255,235,490,14,10,24,11,9,20,280,254,534,13248,12995,26243,639,544,1183,14167,13793,27960
IARE105021,1294,1359,2653,27,21,48,12,20,32,1333,1400,2733,26692,28137,54829,992,969,1961,29017,30506,59523
IARE105022,173,199,372,3,3,6,0,0,0,176,202,378,5433,5719,11152,297,296,593,5906,6217,12123
IARE106001,428,446,874,10,7,17,6,8,14,444,461,905,14622,15181,29803,673,674,1347,15739,16316,32055
IARE106002,873,892,1765,18,18,36,7,11,18,898,921,1819,15737,16342,32079,993,930,1923,17628,18193,35821
IARE106003,2063,2107,4170,49,49,98,26,20,46,2138,2176,4314,40997,42511,83508,2474,2325,4799,45609,47012,92621
IARE106004,846,834,1680,21,26,47,21,18,39,888,878,1766,33535,33312,66847,2228,1762,3990,36651,35952,72603
IARE106005,955,954,1909,34,34,68,25,24,49,1014,1012,2026,44025,45869,89894,2088,1913,4001,47127,48794,95921
IARE107001,240,181,421,10,5,15,7,5,12,257,191,448,35179,33122,68301,2790,2200,4990,38226,35513,73739
IARE107002,282,312,594,10,12,22,10,7,17,302,331,633,81275,83309,164584,2492,2326,4818,84069,85966,170035
IARE107003,3904,3910,7814,130,117,247,72,66,138,4106,4093,8199,139013,141526,280539,6428,5932,12360,149547,151551,301098
IARE107004,643,634,1277,13,9,22,4,12,16,660,655,1315,34034,36684,70718,1878,1786,3664,36572,39125,75697
IARE107005,283,310,593,7,8,15,4,3,7,294,321,615,18012,18414,36426,1180,1132,2312,19486,19867,39353
IARE107006,564,546,1110,7,9,16,6,6,12,577,561,1138,27148,28310,55458,1075,978,2053,28800,29849,58649
IARE107007,2088,2447,4535,68,78,146,35,34,69,2191,2559,4750,66176,69015,135191,3618,3608,7226,71985,75182,147167
IARE107008,928,1069,1997,70,73,143,14,30,44,1012,1172,2184,147840,151094,298934,9772,8916,18688,158624,161182,319806
IARE107009,609,603,1212,53,47,100,10,13,23,672,663,1335,88339,91254,179593,4428,4220,8648,93439,96137,189576
IARE107010,766,758,1524,24,10,34,6,17,23,796,785,1581,28363,28720,57083,1526,1452,2978,30685,30957,61642
IARE107011,351,387,738,24,28,52,10,13,23,385,428,813,45468,46725,92193,2935,2620,5555,48788,49773,98561
IARE107012,294,341,635,25,35,60,6,9,15,325,385,710,124302,132933,257235,4139,4152,8291,128766,137470,266236
IARE107013,195,172,367,9,13,22,11,6,17,215,191,406,53915,57097,111012,2471,2367,4838,56601,59655,116256
IARE107014,304,349,653,19,16,35,12,14,26,335,379,714,62518,66282,128800,2639,2505,5144,65492,69166,134658
IARE107015,1049,1052,2101,39,39,78,18,21,39,1106,1112,2218,38389,40195,78584,1425,1305,2730,40920,42612,83532
IARE107016,215,265,480,9,11,20,8,7,15,232,283,515,23010,25809,48819,1485,1379,2864,24727,27471,52198
IARE107017,1194,1278,2472,57,52,109,31,24,55,1282,1354,2636,81596,83278,164874,5328,5150,10478,88206,89782,177988
IARE107018,0,0,0,0,0,0,0,0,0,0,0,0,171,179,350,3,6,9,174,185,359
IARE107019,476,560,1036,17,23,40,20,16,36,513,599,1112,34419,35672,70091,2911,2405,5316,37843,38676,76519
IARE107020,454,417,871,32,32,64,14,17,31,500,466,966,110724,116073,226797,5203,4674,9877,116427,121213,237640
IARE107021,698,614,1312,38,34,72,10,17,27,746,665,1411,77874,78362,156236,5097,4405,9502,83717,83432,167149
IARE107022,2556,2669,5225,60,61,121,31,47,78,2647,2777,5424,81665,84144,165809,3817,3473,7290,88129,90394,178523
IARE107023,879,848,1727,37,36,73,27,16,43,943,900,1843,57696,60384,118080,4728,4337,9065,63367,65621,128988
IARE107024,277,264,541,18,9,27,4,3,7,299,276,575,44748,46245,90993,3066,2710,5776,48113,49231,97344
IARE107025,857,786,1643,44,31,75,8,13,21,909,830,1739,98427,103480,201907,3831,3386,7217,103167,107696,210863
IARE107026,1018,1026,2044,40,30,70,32,32,64,1090,1088,2178,76235,69354,145589,12227,9487,21714,89552,79929,169481
IARE107027,332,354,686,24,19,43,6,9,15,362,382,744,83977,88527,172504,6064,5279,11343,90403,94188,184591
IARE107028,171,156,327,12,15,27,7,12,19,190,183,373,84193,92670,176863,5824,5553,11377,90207,98406,188613
IARE107029,478,509,987,12,6,18,3,6,9,493,521,1014,19453,19395,38848,819,789,1608,20765,20705,41470
IARE107030,1985,2058,4043,61,65,126,27,31,58,2073,2154,4227,89041,91304,180345,4142,3725,7867,95256,97183,192439
IARE107031,174,162,336,5,8,13,4,3,7,183,173,356,49269,53783,103052,6369,5871,12240,55821,59827,115648
IARE194994,481,373,854,21,11,32,18,8,26,520,392,912,6225,4450,10675,847,484,1331,7592,5326,12918
IARE197997,0,0,0,0,0,0,0,0,0,0,0,0,52,53,105,4,3,7,56,56,112
