region_id,VfDif_SA2_NT_IndSt_nsP,VfDif_SA2_NT_TotM,VfDif_SA2_NT_TotF,VfDif_SA2_NT_TotP,VfDif_SA2_ACT_Indig_M,VfDif_SA2_ACT_Indig_F,VfDif_SA2_ACT_Indig_P,VfDif_SA2_ACT_NonInd_M,VfDif_SA2_ACT_NonInd_F,VfDif_SA2_ACT_NonInd_P,VfDif_SA2_ACT_IndSt_nsM,VfDif_SA2_ACT_IndSt_nsF,VfDif_SA2_ACT_IndSt_nsP,VfDif_SA2_ACT_TotM,VfDif_SA2_ACT_TotF,VfDif_SA2_ACT_TotP,VfDif_SA2_OT_Indig_M,VfDif_SA2_OT_Indig_F,VfDif_SA2_OT_Indig_P,VfDif_SA2_OT_NonInd_M,VfDif_SA2_OT_NonInd_F,VfDif_SA2_OT_NonInd_P,VfDif_SA2_OT_IndSt_nsM,VfDif_SA2_OT_IndSt_nsF,VfDif_SA2_OT_IndSt_nsP,VfDif_SA2_OT_TotM,VfDif_SA2_OT_TotF,VfDif_SA2_OT_TotP,VfDif_SA2_T_Indig_M,VfDif_SA2_T_Indig_F,VfDif_SA2_T_Indig_P,VfDif_SA2_T_NonInd_M,VfDif_SA2_T_NonInd_F,VfDif_SA2_T_NonInd_P,VfDif_SA2_T_IndSt_nsM,VfDif_SA2_T_IndSt_nsF,VfDif_SA2_T_IndSt_nsP,VfDif_SA2_T_TotM,VfDif_SA2_T_TotF,VfDif_SA2_T_TotP,Vis_Tot_vis_Indig_M,Vis_Tot_vis_Indig_F,Vis_Tot_vis_Indig_P,Vis_Tot_vis_NonInd_M,Vis_Tot_vis_NonInd_F,Vis_Tot_vis_NonInd_P,Vis_Tot_vis_IndigStat_nsM,Vis_Tot_vis_IndigStat_nsF,Vis_Tot_vis_IndigStat_nsP,Vis_Tot_visitors_TotM,Vis_Tot_visitors_TotF,Vis_Tot_visitors_TotP,LSaH_Eng_onl_Indig_M,LSaH_Eng_onl_Indig_F,LSaH_Eng_onl_Indig_P,LSaH_Eng_onl_NonInd_M,LSaH_Eng_onl_NonInd_F,LSaH_Eng_onl_NonInd_P,LSaH_Eng_on_Ind_sta_nsM,LSaH_Eng_on_Ind_sta_nsF,LSaH_Eng_on_Ind_sta_nsP,LSaH_Eng_only_TotM,LSaH_Eng_only_TotF,LSaH_Eng_only_TotP,LSaH_Aus_Ind_Lang_Ind_M,LSaH_Aus_Ind_Lang_Ind_F,LSaH_Aus_Ind_Lang_Ind_P,LSaH_Aus_Ind_Lan_No_Ind_M,LSaH_Aus_Ind_Lan_No_Ind_F,LSaH_Aus_Ind_Lan_No_Ind_P,Lsh_Aus_Ind_Lan_IndSt_nsM,Lsh_Aus_Ind_Lan_IndSt_nsF,Lsh_Aus_Ind_Lan_IndSt_nsP,Lsh_Austn_Indig_Lang_TotM,Lsh_Austn_Indig_Lang_TotF,Lsh_Austn_Indig_Lang_TotP,SAIndL_SE_Nw_Na_In_M,SAIndL_SE_Nw_Na_In_F,SAIndL_SE_Nw_Na_In_P,SAIndL_SE_Nw_Na_No_In_M,SAIndL_SE_Nw_Na_No_In_F,SAIndL_SE_Nw_Na_No_In_P,SAIndL_SE_Nw_Na_In_st_nsM,SAIndL_SE_Nw_Na_In_st_nsF,SAIndL_SE_Nw_Na_In_st_nsP,SAIndL_SE_Nw_Na_TotM,SAIndL_SE_Nw_Na_TotF,SAIndL_SE_Nw_Na_TotP,SAIndL_SE_Vw_wel_In_M,SAIndL_SE_Vw_wel_In_F,SAIndL_SE_Vw_wel_In_P,SAIndL_SE_Vw_we_No_In_M,SAIndL_SE_Vw_we_No_In_F,SAIndL_SE_Vw_we_No_In_P,SAIndL_SE_Vw_we_I_st_nsM,SAIndL_SE_Vw_we_I_st_nsF,SAIndL_SE_Vw_we_I_st_nsP,SAIndL_SE_Vw_we_TotM,SAIndL_SE_Vw_we_TotF,SAIndL_SE_Vw_we_TotP,AuAbrigTrRl_Indig_M,AuAbrigTrRl_Indig_F,AuAbrigTrRl_Indig_P,AuAbrigTrRl_No_Ind_M,AuAbrigTrRl_No_Ind_F,AuAbrigTrRl_No_Ind_P,AuAbrigTrRl_IndSt_nsM,AuAbrigTrRl_IndSt_nsF,AuAbrigTrRl_IndSt_nsP,AuAbrigTrRl_TotM,AuAbrigTrRl_TotF,AuAbrigTrRl_TotP,APAEI_0_4_Ind_M,APAEI_0_4_Ind_F,APAEI_0_4_Ind_P,APAEI_0_4_No_Ind_M,APAEI_0_4_No_Ind_F,APAEI_0_4_No_Ind_P,APAEI_0_4_In_st_nsM,APAEI_0_4_In_st_nsF,APAEI_0_4_In_st_nsP,APAEI_0_4_TotM,APAEI_0_4_TotF,APAEI_0_4_TotP,APAEI_5_14_Ind_M,APAEI_5_14_Ind_F,APAEI_5_14_Ind_P,APAEI_5_14_No_In_M,APAEI_5_14_No_In_F,APAEI_5_14_No_In_P,APAEI_5_14_In_st_nsM,APAEI_5_14_In_st_nsF,APAEI_5_14_In_st_nsP,APAEI_5_14_TotM,APAEI_5_14_TotF,APAEI_5_14_TotP,APAEI_15_19_Ind_M,APAEI_15_19_Ind_F,APAEI_15_19_Ind_P,APAEI_15_19_No_In_M,APAEI_15_19_No_In_F,APAEI_15_19_No_In_P,APAEI_15_19_i_st_nsM,APAEI_15_19_i_st_nsF,APAEI_15_19_i_st_nsP,APAEI_15_19_TotM,APAEI_15_19_TotF,APAEI_15_19_TotP,APAEI_20_24_Ind_M,APAEI_20_24_Ind_F,APAEI_20_24_Ind_P,APAEI_20_24_No_Ind_M,APAEI_20_24_No_Ind_F,APAEI_20_24_No_Ind_P,APAEI_20_24_In_st_nsM,APAEI_20_24_In_st_nsF,APAEI_20_24_In_st_nsP,APAEI_20_24_TotM,APAEI_20_24_TotF,APAEI_20_24_TotP,APAEI_25ov_Ind_M,APAEI_25ov_Ind_F,APAEI_25ov_Ind_P,APAEI_25ov_No_Ind_M,APAEI_25ov_No_Ind_F,APAEI_25ov_No_Ind_P,APAEI_25ov_In_st_nsM,APAEI_25ov_In_st_nsF,APAEI_25ov_In_st_nsP,APAEI_25ov_TotM,APAEI_25ov_TotF,APAEI_25ov_TotP,HYSC_Y12_e_Ind_M,HYSC_Y12_e_Ind_F,HYSC_Y12_e_Ind_P,HYSC_Y12_e_No_In_M,HYSC_Y12_e_No_In_F,HYSC_Y12_e_No_In_P,HYSC_Y12_e_In_st_nsM,HYSC_Y12_e_In_st_nsF,HYSC_Y12_e_In_st_nsP,HYSC_Y12_e_TotM,HYSC_Y12_e_TotF,HYSC_Y12_e_TotP,HYSC_Y11_e_Ind_M,HYSC_Y11_e_Ind_F,HYSC_Y11_e_Ind_P,HYSC_Y11_e_No_In_M,HYSC_Y11_e_No_In_F,HYSC_Y11_e_No_In_P,HYSC_Y11_e_In_s_nsM,HYSC_Y11_e_In_s_nsF,HYSC_Y11_e_In_s_nsP,HYSC_Y11_e_TotM,HYSC_Y11_e_TotF,HYSC_Y11_e_TotP,HYSC_Y10_e_Ind_M,HYSC_Y10_e_Ind_F,HYSC_Y10_e_Ind_P,HYSC_Y10_e_No_In_M
IARE104010,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,34,146,136,282,13,4,17,177,156,333,18,16,34,168,150,318,13,4,17,199,170,369,237,231,468,3979,3925,7904,59,67,126,4275,4223,8498,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6,0,0,0,0,3,3,0,0,0,0,3,3,3,5,8,53,53,106,3,0,3,59,58,117,49,50,99,471,482,953,10,7,17,530,539,1069,18,18,36,194,188,382,0,3,3,212,209,421,0,4,4,21,36,57,3,0,3,24,40,64,3,3,6,75,172,247,0,3,3,78,178,256,36,29,65,939,1122,2061,13,14,27,988,1165,2153,12,30,42,262,258,520,3,4,7,277,292,569,54,51,105,1216
IARE104011,3,8,14,22,0,6,6,25,14,39,0,0,0,25,20,45,0,0,0,0,0,0,0,0,0,0,0,0,167,131,298,2561,2454,5015,151,104,255,2879,2689,5568,180,135,315,2676,2572,5248,151,109,260,3007,2816,5823,2616,2823,5439,82408,86159,168567,888,906,1794,85912,89888,175800,7,5,12,3,0,3,0,0,0,10,5,15,3,3,6,0,0,0,0,0,0,3,3,6,6,3,9,0,0,0,0,0,0,6,3,9,5,8,13,0,0,0,0,0,0,5,8,13,57,80,137,1444,1342,2786,20,16,36,1521,1438,2959,621,639,1260,10438,9890,20328,167,121,288,11226,10650,21876,181,206,387,4389,4285,8674,60,37,97,4630,4528,9158,36,34,70,1597,1752,3349,12,8,20,1645,1794,3439,45,104,149,1993,3231,5224,7,22,29,2045,3357,5402,344,397,741,24363,27162,51525,142,156,298,24849,27715,52564,156,173,329,5206,4600,9806,54,35,89,5416,4808,10224,637,704,1341,25023
IARE104012,0,3,4,7,3,0,3,3,10,13,0,3,3,6,13,19,0,0,0,0,3,3,0,0,0,0,3,3,76,76,152,884,869,1753,85,63,148,1045,1008,2053,79,80,159,929,909,1838,93,68,161,1101,1057,2158,883,916,1799,18151,19103,37254,173,203,376,19207,20222,39429,14,17,31,0,3,3,5,3,8,19,23,42,0,0,0,0,0,0,3,0,3,3,0,3,16,13,29,0,3,3,0,3,3,16,19,35,15,19,34,3,0,3,4,0,4,22,19,41,43,35,78,281,284,565,3,0,3,327,319,646,221,198,419,2464,2322,4786,31,37,68,2716,2557,5273,61,80,141,977,1044,2021,10,13,23,1048,1137,2185,14,23,37,443,527,970,0,5,5,457,555,1012,34,52,86,684,1201,1885,11,14,25,729,1267,1996,123,177,300,6167,6875,13042,50,46,96,6340,7098,13438,45,71,116,1075,1155,2230,7,9,16,1127,1235,2362,166,189,355,4999
IARE104013,3,0,6,6,0,0,0,7,3,10,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,67,55,122,1051,901,1952,119,48,167,1237,1004,2241,67,58,125,1080,944,2024,122,51,173,1269,1053,2322,1091,1177,2268,29309,30594,59903,306,321,627,30706,32092,62798,3,4,7,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,4,3,7,5,0,5,0,0,0,0,0,0,5,0,5,35,28,63,542,590,1132,5,8,13,582,626,1208,277,274,551,4199,4003,8202,58,48,106,4534,4325,8859,63,88,151,1560,1596,3156,22,16,38,1645,1700,3345,18,17,35,535,601,1136,4,8,12,557,626,1183,18,39,57,705,1171,1876,7,3,10,730,1213,1943,119,180,299,7958,9184,17142,60,67,127,8137,9431,17568,65,74,139,1791,1797,3588,13,11,24,1869,1882,3751,223,275,498,9042
IARE104014,0,7,9,16,0,0,0,19,27,46,4,0,4,23,27,50,0,0,0,0,0,0,0,0,0,0,0,0,141,103,244,3162,2714,5876,333,197,530,3636,3014,6650,144,107,251,3262,2800,6062,336,200,536,3742,3107,6849,1879,1879,3758,61075,63439,124514,597,628,1225,63551,65946,129497,11,12,23,0,0,0,0,0,0,11,12,23,3,0,3,0,0,0,0,0,0,3,0,3,9,12,21,0,0,0,0,0,0,9,12,21,10,6,16,3,0,3,0,0,0,13,6,19,39,49,88,1022,949,1971,14,16,30,1075,1014,2089,337,305,642,7165,6701,13866,157,130,287,7659,7136,14795,127,118,245,3114,3109,6223,38,23,61,3279,3250,6529,59,67,126,2723,3121,5844,14,8,22,2796,3196,5992,76,105,181,2976,3847,6823,28,31,59,3080,3983,7063,380,429,809,26421,27857,54278,160,156,316,26961,28442,55403,113,105,218,3576,3130,6706,36,26,62,3725,3261,6986,408,447,855,15590
IARE104015,0,5,4,9,0,0,0,37,45,82,0,6,6,37,51,88,0,0,0,0,0,0,0,0,0,0,0,0,68,54,122,1950,1922,3872,202,121,323,2220,2097,4317,68,58,126,2016,1975,3991,202,124,326,2286,2157,4443,1170,1171,2341,31161,33919,65080,359,377,736,32690,35467,68157,11,9,20,0,0,0,0,0,0,11,9,20,0,0,0,0,0,0,0,0,0,0,0,0,11,10,21,0,0,0,0,0,0,11,10,21,10,5,15,0,0,0,0,0,0,10,5,15,35,34,69,493,479,972,10,5,15,538,518,1056,288,251,539,3778,3719,7497,67,49,116,4133,4019,8152,81,78,159,1481,1472,2953,16,19,35,1578,1569,3147,13,19,32,276,352,628,0,4,4,289,375,664,25,67,92,659,1283,1942,6,15,21,690,1365,2055,153,186,339,8771,10043,18814,72,62,134,8996,10291,19287,63,68,131,2140,2101,4241,24,16,40,2227,2185,4412,262,285,547,9059
IARE104016,0,9,3,12,3,0,3,30,17,47,3,3,6,36,20,56,0,0,0,0,0,0,0,0,0,0,0,0,51,44,95,1313,1182,2495,105,72,177,1469,1298,2767,61,48,109,1353,1237,2590,137,122,259,1551,1407,2958,1088,1177,2265,28007,28867,56874,356,382,738,29451,30426,59877,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,17,7,24,0,0,0,0,0,0,17,7,24,31,40,71,515,511,1026,5,0,5,551,551,1102,256,275,531,3683,3452,7135,56,43,99,3995,3770,7765,80,76,156,1298,1329,2627,11,19,30,1389,1424,2813,14,17,31,360,421,781,3,3,6,377,441,818,34,41,75,516,1076,1592,6,10,16,556,1127,1683,121,167,288,7648,8450,16098,61,63,124,7830,8680,16510,64,78,142,1906,1803,3709,18,20,38,1988,1901,3889,261,246,507,8650
IARE104017,0,0,0,0,0,0,0,8,5,13,0,0,0,8,5,13,0,0,0,0,0,0,0,0,0,0,0,0,34,30,64,616,530,1146,43,24,67,693,584,1277,37,34,71,644,555,1199,46,27,73,727,616,1343,644,707,1351,9475,9637,19112,134,121,255,10253,10465,20718,10,17,27,0,0,0,0,0,0,10,17,27,0,0,0,0,0,0,0,0,0,0,0,0,11,17,28,0,0,0,0,0,0,11,17,28,3,0,3,0,0,0,0,0,0,3,0,3,22,20,42,146,140,286,0,4,4,168,164,332,162,151,313,1201,1179,2380,23,18,41,1386,1348,2734,41,57,98,427,432,859,9,3,12,477,492,969,0,8,8,67,112,179,0,0,0,67,120,187,9,25,34,165,355,520,3,4,7,177,384,561,57,75,132,1832,2198,4030,17,11,28,1906,2284,4190,35,49,84,515,551,1066,9,7,16,559,607,1166,133,161,294,3020
IARE104018,0,5,6,11,0,0,0,4,0,4,3,0,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,27,21,48,774,318,1092,104,34,138,905,373,1278,31,21,52,790,335,1125,104,34,138,925,390,1315,403,427,830,10319,9838,20157,102,103,205,10824,10368,21192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,27,202,170,372,4,7,11,218,192,410,89,109,198,1442,1383,2825,23,24,47,1554,1516,3070,27,29,56,542,551,1093,4,3,7,573,583,1156,0,8,8,157,136,293,0,0,0,157,144,301,10,12,22,200,381,581,0,4,4,210,397,607,38,61,99,2594,2903,5497,9,12,21,2641,2976,5617,32,22,54,813,645,1458,14,3,17,859,670,1529,97,91,188,3316
IARE104019,0,5,0,5,0,0,0,11,10,21,0,0,0,11,10,21,0,0,0,0,0,0,0,0,0,0,0,0,60,73,133,859,833,1692,102,58,160,1021,964,1985,64,76,140,914,881,1795,105,58,163,1083,1015,2098,1192,1234,2426,19677,20798,40475,246,236,482,21115,22268,43383,8,13,21,3,0,3,0,0,0,11,13,24,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21,0,0,0,0,0,0,9,12,21,12,11,23,0,5,5,0,0,0,12,16,28,50,36,86,324,288,612,3,7,10,377,331,708,324,282,606,2378,2298,4676,45,44,89,2747,2624,5371,85,79,164,910,922,1832,12,5,17,1007,1006,2013,10,22,32,143,185,328,0,0,0,153,207,360,15,49,64,331,747,1078,8,0,8,354,796,1150,107,138,245,4445,5291,9736,36,36,72,4588,5465,10053,64,70,134,1139,1182,2321,5,12,17,1208,1264,2472,209,260,469,6250
IARE104020,0,5,7,12,0,0,0,30,29,59,0,0,0,30,29,59,0,0,0,0,0,0,0,0,0,0,0,0,77,66,143,2358,2559,4917,190,174,364,2625,2799,5424,88,70,158,2449,2623,5072,199,180,379,2736,2873,5609,1407,1393,2800,35733,38521,74254,432,506,938,37572,40420,77992,13,16,29,0,0,0,0,0,0,13,16,29,3,3,6,0,0,0,0,0,0,3,3,6,11,13,24,0,0,0,0,0,0,11,13,24,8,7,15,0,0,0,0,0,0,8,7,15,41,33,74,495,466,961,8,7,15,544,506,1050,328,330,658,4288,4212,8500,63,75,138,4679,4617,9296,111,118,229,1708,1657,3365,25,24,49,1844,1799,3643,26,18,44,427,541,968,8,4,12,461,563,1024,29,67,96,758,1692,2450,7,14,21,794,1773,2567,218,253,471,11002,12354,23356,93,85,178,11313,12692,24005,102,96,198,2613,2689,5302,25,30,55,2740,2815,5555,284,313,597,10204
IARE104021,0,7,4,11,3,0,3,7,19,26,0,0,0,10,19,29,0,0,0,0,0,0,0,0,0,0,0,0,129,128,257,2056,1975,4031,168,140,308,2353,2243,4596,136,128,264,2136,2057,4193,175,146,321,2447,2331,4778,2558,2731,5289,63187,67469,130656,787,785,1572,66532,70985,137517,16,9,25,0,0,0,0,0,0,16,9,25,3,3,6,0,0,0,0,0,0,3,3,6,10,10,20,4,0,4,0,0,0,14,10,24,15,3,18,0,0,0,0,0,0,15,3,18,81,80,161,1254,1251,2505,20,14,34,1355,1345,2700,646,642,1288,8511,8210,16721,122,95,217,9279,8947,18226,196,189,385,3236,3212,6448,49,30,79,3481,3431,6912,42,43,85,918,1058,1976,5,3,8,965,1104,2069,52,107,159,1219,2666,3885,12,11,23,1283,2784,4067,319,434,753,16299,18644,34943,108,127,235,16726,19205,35931,160,180,340,3987,3955,7942,46,37,83,4193,4172,8365,558,631,1189,19754
IARE105001,5,4,13,17,3,0,3,14,27,41,3,3,6,20,30,50,0,0,0,0,0,0,0,0,0,0,0,0,43,34,77,1114,1069,2183,149,90,239,1306,1193,2499,47,42,89,1144,1118,2262,152,93,245,1343,1253,2596,510,533,1043,20170,21819,41989,236,273,509,20916,22625,43541,6,5,11,0,0,0,0,0,0,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,0,0,0,0,0,0,5,4,9,0,5,5,0,0,0,0,0,0,0,5,5,13,13,26,290,299,589,5,7,12,308,319,627,123,101,224,2682,2606,5288,45,42,87,2850,2749,5599,33,25,58,1132,1258,2390,14,10,24,1179,1293,2472,8,13,21,414,736,1150,0,0,0,422,749,1171,6,29,35,667,1136,1803,4,3,7,677,1168,1845,53,70,123,6644,8142,14786,32,42,74,6729,8254,14983,33,31,64,2050,2176,4226,18,26,44,2101,2233,4334,100,106,206,5099
IARE105002,0,0,3,3,3,0,3,3,3,6,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,41,20,61,550,352,902,49,20,69,640,392,1032,47,26,73,576,369,945,49,20,69,672,415,1087,374,430,804,3766,3486,7252,56,50,106,4196,3966,8162,3,10,13,0,0,0,0,0,0,3,10,13,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,0,0,0,0,0,0,4,7,11,3,0,3,3,0,3,0,0,0,6,0,6,8,7,15,76,63,139,0,0,0,84,70,154,65,63,128,484,406,890,11,10,21,560,479,1039,17,26,43,166,160,326,4,3,7,187,189,376,3,5,8,28,32,60,0,0,0,31,37,68,3,16,19,54,119,173,0,0,0,57,135,192,16,43,59,814,1060,1874,8,6,14,838,1109,1947,15,40,55,513,466,979,4,6,10,532,512,1044,76,70,146,866
IARE105003,0,0,0,0,0,0,0,5,17,22,0,0,0,5,17,22,0,0,0,0,0,0,0,0,0,0,0,0,43,55,98,941,867,1808,88,47,135,1072,969,2041,47,58,105,975,884,1859,94,47,141,1116,989,2105,675,753,1428,16270,16793,33063,171,145,316,17116,17691,34807,6,3,9,3,0,3,0,0,0,9,3,12,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,4,0,4,0,0,0,9,4,13,6,6,12,0,0,0,0,0,0,6,6,12,24,25,49,274,242,516,4,0,4,302,267,569,174,164,338,2300,2096,4396,38,21,59,2512,2281,4793,76,56,132,1031,1050,2081,17,5,22,1124,1111,2235,17,23,40,576,713,1289,4,5,9,597,741,1338,13,34,47,471,788,1259,5,5,10,489,827,1316,104,125,229,5505,6529,12034,32,34,66,5641,6688,12329,44,44,88,946,899,1845,5,5,10,995,948,1943,117,141,258,4366
IARE105004,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,21,9,30,341,231,572,10,3,13,372,243,615,24,12,36,368,262,630,10,3,13,402,277,679,266,273,539,8725,8661,17386,80,91,171,9071,9025,18096,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,157,160,317,0,0,0,163,165,328,77,79,156,1254,1189,2443,9,21,30,1340,1289,2629,23,28,51,401,413,814,3,0,3,427,441,868,3,4,7,68,103,171,0,0,0,71,107,178,0,11,11,131,320,451,0,6,6,131,337,468,22,33,55,2137,2770,4907,15,12,27,2174,2815,4989,12,14,26,456,515,971,0,5,5,468,534,1002,66,74,140,2668
IARE105005,0,3,0,3,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,3,0,3,3,0,3,22,3,25,101,71,172,11,3,14,134,77,211,25,6,31,117,81,198,11,3,14,153,90,243,203,198,401,2168,1915,4083,43,39,82,2414,2152,4566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13,44,29,73,0,0,0,52,34,86,33,37,70,291,250,541,12,6,18,336,293,629,15,12,27,76,51,127,4,4,8,95,67,162,0,0,0,17,24,41,0,3,3,17,27,44,0,7,7,18,56,74,0,0,0,18,63,81,9,24,33,458,608,1066,8,6,14,475,638,1113,13,10,23,141,125,266,3,3,6,157,138,295,50,39,89,663
IARE105006,0,5,0,5,0,0,0,7,6,13,0,0,0,7,6,13,0,0,0,0,0,0,0,0,0,0,0,0,14,3,17,534,446,980,51,29,80,599,478,1077,14,7,21,581,487,1068,55,32,87,650,526,1176,246,239,485,8034,7911,15945,122,123,245,8402,8273,16675,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,3,0,3,0,0,0,6,0,6,8,4,12,120,115,235,0,3,3,128,122,250,63,53,116,959,945,1904,16,18,34,1038,1016,2054,25,18,43,373,372,745,6,5,11,404,395,799,0,3,3,64,82,146,0,0,0,64,85,149,5,13,18,88,229,317,3,5,8,96,247,343,23,38,61,1819,2344,4163,20,19,39,1862,2401,4263,17,14,31,901,938,1839,12,9,21,930,961,1891,42,52,94,1993
IARE105007,0,3,0,3,0,0,0,14,14,28,3,0,3,17,14,31,0,0,0,0,0,0,0,0,0,0,0,0,14,10,24,406,327,733,41,22,63,461,359,820,17,10,27,431,361,792,41,22,63,489,393,882,258,241,499,8780,8940,17720,100,103,203,9138,9284,18422,3,4,7,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,3,5,8,7,0,7,0,0,0,0,0,0,7,0,7,9,11,20,159,152,311,0,0,0,168,163,331,58,68,126,1176,1180,2356,10,12,22,1244,1260,2504,20,12,32,399,409,808,5,5,10,424,426,850,0,3,3,59,92,151,0,0,0,59,95,154,9,5,14,131,317,448,0,3,3,140,325,465,17,31,48,1728,2319,4047,14,8,22,1759,2358,4117,20,10,30,470,502,972,4,7,11,494,519,1013,56,62,118,2825
IARE105008,0,0,0,0,0,0,0,3,8,11,0,0,0,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,124,111,235,16,9,25,147,125,272,7,8,15,137,123,260,16,9,25,160,140,300,137,154,291,3214,3420,6634,34,36,70,3385,3610,6995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,7,0,7,54,67,121,3,0,3,64,67,131,38,26,64,379,388,767,10,4,14,427,418,845,6,15,21,146,147,293,3,0,3,155,162,317,0,0,0,24,28,52,0,0,0,24,28,52,0,10,10,38,99,137,0,0,0,38,109,147,15,21,36,687,878,1565,3,6,9,705,905,1610,4,8,12,179,177,356,3,0,3,186,185,371,21,31,52,1011
IARE105009,0,6,0,6,0,0,0,5,8,13,0,0,0,5,8,13,0,0,0,0,0,0,0,0,0,0,0,0,42,31,73,251,220,471,18,23,41,311,274,585,42,31,73,262,229,491,18,23,41,322,283,605,366,364,730,5203,5303,10506,62,57,119,5631,5724,11355,3,3,6,0,3,3,0,0,0,3,6,9,3,0,3,0,0,0,0,0,0,3,0,3,3,3,6,0,3,3,0,0,0,3,6,9,3,5,8,0,3,3,0,0,0,3,8,11,9,16,25,74,90,164,0,0,0,83,106,189,90,71,161,656,625,1281,12,6,18,758,702,1460,32,32,64,236,254,490,3,3,6,271,289,560,0,4,4,48,38,86,0,0,0,48,42,90,5,17,22,85,203,288,3,3,6,93,223,316,33,45,78,1117,1351,2468,5,5,10,1155,1401,2556,20,19,39,256,321,577,4,6,10,280,346,626,71,81,152,1673
IARE105010,0,4,0,4,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,9,22,400,349,749,57,37,94,470,395,865,13,9,22,424,365,789,57,37,94,494,411,905,225,223,448,6143,6366,12509,73,74,147,6441,6663,13104,6,0,6,0,0,0,0,0,0,6,0,6,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,6,3,9,0,0,0,0,0,0,6,3,9,4,3,7,86,62,148,0,0,0,90,65,155,52,31,83,709,701,1410,14,15,29,775,747,1522,16,14,30,286,285,571,0,0,0,302,299,601,0,4,4,42,63,105,3,0,3,45,67,112,4,8,12,69,225,294,3,0,3,76,233,309,25,27,52,1443,1769,3212,12,11,23,1480,1807,3287,14,21,35,727,804,1531,5,5,10,746,830,1576,42,53,95,1474
IARE105011,0,0,0,0,0,0,0,6,8,14,0,0,0,6,8,14,0,0,0,0,0,0,0,0,0,0,0,0,15,17,32,200,168,368,16,11,27,231,196,427,20,20,40,211,178,389,16,14,30,247,212,459,423,440,863,3800,3851,7651,48,62,110,4271,4353,8624,4,3,7,0,3,3,0,0,0,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,3,3,0,0,0,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,12,11,23,61,65,126,0,0,0,73,76,149,90,107,197,502,426,928,5,18,23,597,551,1148,37,36,73,193,150,343,0,0,0,230,186,416,3,3,6,29,35,64,0,0,0,32,38,70,9,8,17,52,148,200,3,0,3,64,156,220,51,46,97,853,1111,1964,7,3,10,911,1160,2071,21,24,45,217,224,441,4,0,4,242,248,490,73,96,169,1146
