region_id,Tot_p_Indig_M,Tot_p_Indig_F,Tot_p_Indig_P,Tot_p_NonInd_M,Tot_p_NonInd_F,Tot_p_NonInd_P,Tot_p_IndigStat_nsM,Tot_p_IndigStat_nsF,Tot_p_IndigStat_nsP,Tot_p_TotM,Tot_p_TotF,Tot_p_TotP,A_0_4_Indig_M,A_0_4_Indig_F,A_0_4_Indig_P,A_0_4_NonInd_M,A_0_4_NonInd_F,A_0_4_NonInd_P,A_0_4_IndigStat_nsM,A_0_4_IndigStat_nsF,A_0_4_IndigStat_nsP,A_0_4_TotM,A_0_4_TotF,A_0_4_TotP,A_5_14_Indig_M,A_5_14_Indig_F,A_5_14_Indig_P,A_5_14_NonInd_M,A_5_14_NonInd_F,A_5_14_NonInd_P,A_5_14_IndigStat_nsM,A_5_14_IndigStat_nsF,A_5_14_IndigStat_nsP,A_5_14_TotM,A_5_14_TotF,A_5_14_TotP,A_15_24_Indig_M,A_15_24_Indig_F,A_15_24_Indig_P,A_15_24_NonInd_M,A_15_24_NonInd_F,A_15_24_NonInd_P,A_15_24_IndigStat_nsM,A_15_24_IndigStat_nsF,A_15_24_IndigStat_nsP,A_15_24_TotM,A_15_24_TotF,A_15_24_TotP,A_25_44_Indig_M,A_25_44_Indig_F,A_25_44_Indig_P,A_25_44_NonInd_M,A_25_44_NonInd_F,A_25_44_NonInd_P,A_25_44_IndigStat_nsM,A_25_44_IndigStat_nsF,A_25_44_IndigStat_nsP,A_25_44_TotM,A_25_44_TotF,A_25_44_TotP,A_45_64_Indig_M,A_45_64_Indig_F,A_45_64_Indig_P,A_45_64_NonInd_M,A_45_64_NonInd_F,A_45_64_NonInd_P,A_45_64_IndigStat_nsM,A_45_64_IndigStat_nsF,A_45_64_IndigStat_nsP,A_45_64_TotM,A_45_64_TotF,A_45_64_TotP,A_65_over_Indig_M,A_65_over_Indig_F,A_65_over_Indig_P,A_65_ovr_NonInd_M,A_65_ovr_NonInd_F,A_65_ovr_NonInd_P,A_65ove_IndigStat_nsM,A_65ove_IndigStat_nsF,A_65ove_IndigStat_nsP,A_65_ovr_TotM,A_65_ovr_TotF,A_65_ovr_TotP,Cntd_CN_home_Indig_M,Cntd_CN_home_Indig_F,Cntd_CN_home_Indig_P,Cntd_CN_hme_NonInd_M,Cntd_CN_hme_NonInd_F,Cntd_CN_hme_NonInd_P,ctd_CN_hme_Indig_st_nsM,ctd_CN_hme_Indig_st_nsF,ctd_CN_hme_Indig_st_nsP,Cntd_CN_home_TotM,Cntd_CN_home_TotF,Cntd_CN_home_TotP,Cntd_CN_Ewre_Aus_Indig_M,Cntd_CN_Ewre_Aus_Indig_F,Cntd_CN_Ewre_Aus_Indig_P,Ctd_CN_Ewh_Aus_No_Indi_M,Ctd_CN_Ewh_Aus_No_Indi_F,Ctd_CN_Ewh_Aus_No_Indi_P,Ct_CN_Ew_Au_IndSt_nsM,Ct_CN_Ew_Au_IndSt_nsF,Ct_CN_Ew_Au_IndSt_nsP,Ctd_CN_Ewh_Aus_TotM,Ctd_CN_Ewh_Aus_TotF,Ctd_CN_Ewh_Aus_TotP,VfSme_SA2_Indig_M,VfSme_SA2_Indig_F,VfSme_SA2_Indig_P,VfSme_SA2_NonInd_M,VfSme_SA2_NonInd_F,VfSme_SA2_NonInd_P,VfSme_SA2_Indi_stat_nsM,VfSme_SA2_Indi_stat_nsF,VfSme_SA2_Indi_stat_nsP,VfSme_SA2_TotM,VfSme_SA2_TotF,VfSme_SA2_TotP,VfDif_SA2_NSW_Indig_M,VfDif_SA2_NSW_Indig_F,VfDif_SA2_NSW_Indig_P,VfDif_SA2_NSW_NonInd_M,VfDif_SA2_NSW_NonInd_F,VfDif_SA2_NSW_NonInd_P,VfDif_SA2_NSW_IndSt_nsM,VfDif_SA2_NSW_IndSt_nsF,VfDif_SA2_NSW_IndSt_nsP,VfDif_SA2_NSW_TotM,VfDif_SA2_NSW_TotF,VfDif_SA2_NSW_TotP,VfDif_SA2_Vic_Indig_M,VfDif_SA2_Vic_Indig_F,VfDif_SA2_Vic_Indig_P,VfDif_SA2_Vic_NonInd_M,VfDif_SA2_Vic_NonInd_F,VfDif_SA2_Vic_NonInd_P,VfDif_SA2_Vic_Ind_sta_nsM,VfDif_SA2_Vic_Ind_sta_nsF,VfDif_SA2_Vic_Ind_sta_nsP,VfDif_SA2_Vic_TotM,VfDif_SA2_Vic_TotF,VfDif_SA2_Vic_TotP,VfDif_SA2_Qld_Indig_M,VfDif_SA2_Qld_Indig_F,VfDif_SA2_Qld_Indig_P,VfDif_SA2_Qld_NonInd_M,VfDif_SA2_Qld_NonInd_F,VfDif_SA2_Qld_NonInd_P,VfDif_SA2_Qld_IndSt_nsM,VfDif_SA2_Qld_IndSt_nsF,VfDif_SA2_Qld_IndSt_nsP,VfDif_SA2_Qld_TotM,VfDif_SA2_Qld_TotF,VfDif_SA2_Qld_TotP,VfDif_SA2_SA_Indig_M,VfDif_SA2_SA_Indig_F,VfDif_SA2_SA_Indig_P,VfDif_SA2_SA_NonInd_M,VfDif_SA2_SA_NonInd_F,VfDif_SA2_SA_NonInd_P,VfDif_SA2_SA_IndSt_nsM,VfDif_SA2_SA_IndSt_nsF,VfDif_SA2_SA_IndSt_nsP,VfDif_SA2_SA_TotM,VfDif_SA2_SA_TotF,VfDif_SA2_SA_TotP,VfDif_SA2_WA_Indig_M,VfDif_SA2_WA_Indig_F,VfDif_SA2_WA_Indig_P,VfDif_SA2_WA_NonInd_M,VfDif_SA2_WA_NonInd_F,VfDif_SA2_WA_NonInd_P,VfDif_SA2_WA_IndSt_nsM,VfDif_SA2_WA_IndSt_nsF,VfDif_SA2_WA_IndSt_nsP,VfDif_SA2_WA_TotM,VfDif_SA2_WA_TotF,VfDif_SA2_WA_TotP,VfDif_SA2_Tas_Indig_M,VfDif_SA2_Tas_Indig_F,VfDif_SA2_Tas_Indig_P,VfDif_SA2_Tas_NonInd_M,VfDif_SA2_Tas_NonInd_F,VfDif_SA2_Tas_NonInd_P,VfDif_SA2_Tas_IndSt_nsM,VfDif_SA2_Tas_IndSt_nsF,VfDif_SA2_Tas_IndSt_nsP,VfDif_SA2_Tas_TotM,VfDif_SA2_Tas_TotF,VfDif_SA2_Tas_TotP,VfDif_SA2_NT_Indig_M,VfDif_SA2_NT_Indig_F,VfDif_SA2_NT_Indig_P,VfDif_SA2_NT_NonInd_M,VfDif_SA2_NT_NonInd_F,VfDif_SA2_NT_NonInd_P,VfDif_SA2_NT_IndSt_nsM,VfDif_SA2_NT_IndSt_nsF
IARE105006,252,247,499,8362,8215,16577,458,385,843,9072,8847,17919,38,28,66,453,474,927,20,17,37,511,519,1030,69,63,132,1049,1008,2057,46,52,98,1164,1123,2287,48,28,76,908,752,1660,67,37,104,1023,817,1840,38,51,89,1575,1618,3193,84,53,137,1697,1722,3419,46,65,111,2578,2483,5061,123,99,222,2747,2647,5394,14,12,26,1800,1878,3678,118,128,246,1932,2018,3950,236,234,470,7710,7575,15285,388,341,729,8334,8150,16484,17,13,30,653,638,1291,69,47,116,739,698,1437,0,4,4,47,41,88,4,3,7,51,48,99,11,3,14,206,154,360,26,10,36,243,167,410,3,0,3,230,202,432,20,19,39,253,221,474,0,0,0,25,27,52,0,0,0,25,27,52,0,0,0,38,29,67,0,0,0,38,29,67,0,0,0,15,15,30,5,0,5,20,15,35,0,0,0,8,13,21,0,0,0,8,13,21,0,0,0,5,0,5,0,0
IARE105007,264,248,512,9001,9158,18159,355,317,672,9620,9723,19343,31,34,65,616,580,1196,12,21,33,659,635,1294,70,69,139,1263,1270,2533,44,38,82,1377,1377,2754,50,37,87,914,881,1795,30,28,58,994,946,1940,50,55,105,1759,1883,3642,74,41,115,1883,1979,3862,51,41,92,2628,2499,5127,115,85,200,2794,2625,5419,13,12,25,1821,2045,3866,80,104,184,1914,2161,4075,242,237,479,8467,8624,17091,290,271,561,8999,9132,18131,23,11,34,531,537,1068,66,43,109,620,591,1211,3,0,3,25,34,59,0,0,0,28,34,62,8,7,15,285,226,511,23,9,32,316,242,558,3,3,6,36,39,75,10,3,13,49,45,94,0,0,0,43,24,67,5,3,8,48,27,75,3,0,3,15,10,25,0,4,4,18,14,32,0,0,0,4,11,15,0,3,3,4,14,18,0,0,0,6,3,9,0,0,0,6,3,9,0,0,0,3,0,3,0,0
IARE105008,139,156,295,3283,3526,6809,193,148,341,3615,3830,7445,14,17,31,184,189,373,14,16,30,212,222,434,44,35,79,425,419,844,37,19,56,506,473,979,18,27,45,337,326,663,22,15,37,377,368,745,21,29,50,585,695,1280,32,29,61,638,753,1391,33,29,62,1004,1028,2032,56,32,88,1093,1089,2182,10,17,27,747,869,1616,32,38,70,789,924,1713,136,148,284,3069,3340,6409,159,132,291,3364,3620,6984,4,7,11,212,187,399,36,15,51,252,209,461,0,3,3,13,12,25,0,0,0,13,15,28,4,5,9,94,91,185,12,6,18,110,102,212,0,0,0,10,6,16,0,0,0,10,6,16,3,0,3,8,3,11,4,3,7,15,6,21,0,0,0,3,3,6,0,0,0,3,3,6,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0
IARE105009,413,383,796,5395,5494,10889,355,327,682,6163,6204,12367,43,42,85,266,275,541,30,25,55,339,342,681,106,75,181,718,672,1390,52,42,94,876,789,1665,83,75,158,608,534,1142,35,34,69,726,643,1369,85,83,168,1019,1113,2132,73,73,146,1177,1269,2446,74,78,152,1613,1584,3197,90,77,167,1777,1739,3516,23,28,51,1170,1318,2488,75,75,150,1268,1421,2689,395,365,760,5107,5240,10347,311,306,617,5813,5911,11724,17,18,35,288,255,543,44,22,66,349,295,644,0,0,0,11,9,20,0,0,0,11,9,20,32,31,63,177,146,323,18,19,37,227,196,423,0,0,0,12,14,26,0,0,0,12,14,26,4,0,4,50,47,97,0,0,0,54,47,101,3,0,3,0,0,0,0,4,4,3,4,7,0,0,0,4,5,9,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0
IARE105010,250,237,487,6341,6612,12953,352,287,639,6943,7136,14079,25,28,53,359,351,710,17,18,35,401,397,798,59,43,102,774,773,1547,45,41,86,878,857,1735,47,41,88,695,649,1344,44,19,63,786,709,1495,53,65,118,1249,1392,2641,70,58,128,1372,1515,2887,49,49,98,1824,1859,3683,90,68,158,1963,1976,3939,16,11,27,1441,1588,3029,87,82,169,1544,1681,3225,237,230,467,5850,6172,12022,311,261,572,6398,6663,13061,13,6,19,492,440,932,40,26,66,545,472,1017,0,0,0,24,16,40,0,0,0,24,16,40,6,6,12,160,133,293,18,3,21,184,142,326,4,3,7,199,178,377,36,30,66,239,211,450,3,0,3,10,17,27,3,0,3,16,17,33,0,0,0,12,10,22,0,4,4,12,14,26,0,0,0,11,3,14,0,0,0,11,3,14,0,0,0,4,5,9,0,0,0,4,5,9,0,0,0,4,0,4,0,0
IARE105011,433,450,883,3900,3966,7866,157,160,317,4490,4576,9066,65,44,109,248,255,503,8,13,21,321,312,633,112,126,238,540,467,1007,14,23,37,666,616,1282,86,83,169,466,407,873,13,13,26,565,503,1068,84,100,184,812,868,1680,33,26,59,929,994,1923,65,72,137,1091,1083,2174,46,30,76,1202,1185,2387,21,26,47,743,886,1629,43,53,96,807,965,1772,404,428,832,3646,3767,7413,120,132,252,4170,4327,8497,29,21,50,253,200,453,37,28,65,319,249,568,5,3,8,11,10,21,0,3,3,16,16,32,15,17,32,147,113,260,12,5,17,174,135,309,0,0,0,28,25,53,4,6,10,32,31,63,0,0,0,8,10,18,0,0,0,8,10,18,0,0,0,6,9,15,0,0,0,6,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,5,3,8,0,0,0,0,0,0,0,0
IARE105012,794,857,1651,15796,15904,31700,1123,1022,2145,17713,17783,35496,114,115,229,1090,1060,2150,88,76,164,1292,1251,2543,196,203,399,2559,2292,4851,174,149,323,2929,2644,5573,165,169,334,2090,2090,4180,142,157,299,2397,2416,4813,182,201,383,3857,3982,7839,312,239,551,4351,4422,8773,119,138,257,4022,3928,7950,247,215,462,4388,4281,8669,18,30,48,2178,2553,4731,160,186,346,2356,2769,5125,748,819,1567,15050,15242,30292,1010,958,1968,16808,17019,33827,47,39,86,747,660,1407,113,63,176,907,762,1669,3,4,7,42,36,78,5,0,5,50,40,90,45,37,82,555,380,935,63,42,105,663,459,1122,0,0,0,66,51,117,16,5,21,82,56,138,3,0,3,31,22,53,4,4,8,38,26,64,0,0,0,14,8,22,3,3,6,17,11,28,0,0,0,5,3,8,0,0,0,5,3,8,0,0,0,3,3,6,0,0,0,3,3,6,0,0,0,0,0,0,0,0
IARE105013,405,228,633,6252,5653,11905,309,242,551,6966,6123,13089,18,37,55,378,367,745,19,12,31,415,416,831,70,53,123,807,751,1558,63,32,95,940,836,1776,85,33,118,713,554,1267,35,20,55,833,607,1440,165,56,221,1506,1214,2720,41,39,80,1712,1309,3021,55,38,93,1810,1649,3459,71,62,133,1936,1749,3685,12,12,24,1037,1119,2156,79,77,156,1128,1208,2336,396,220,616,5889,5362,11251,258,209,467,6543,5791,12334,9,9,18,364,291,655,49,34,83,422,334,756,0,0,0,15,20,35,0,0,0,15,20,35,3,6,9,184,134,318,19,26,45,206,166,372,0,0,0,27,23,50,10,0,10,37,23,60,0,4,4,11,8,19,0,0,0,11,12,23,0,0,0,5,12,17,0,0,0,5,12,17,0,0,0,5,3,8,0,0,0,5,3,8,0,0,0,4,3,7,3,0,3,7,3,10,0,0,0,0,0,0,0,0
IARE105014,508,571,1079,2804,2740,5544,152,118,270,3464,3429,6893,70,72,142,186,167,353,11,6,17,267,245,512,117,142,259,336,330,666,18,12,30,471,484,955,88,91,179,262,248,510,19,13,32,369,352,721,101,137,238,611,640,1251,33,22,55,745,799,1544,104,93,197,833,748,1581,35,31,66,972,872,1844,29,35,64,576,606,1182,36,34,70,641,675,1316,475,535,1010,2656,2581,5237,136,110,246,3267,3226,6493,33,36,69,148,158,306,17,7,24,198,201,399,12,0,12,5,8,13,0,0,0,17,8,25,19,27,46,142,90,232,13,4,17,174,121,295,3,3,6,16,10,26,0,0,0,19,13,32,0,4,4,11,8,19,0,0,0,11,12,23,0,0,0,5,0,5,3,4,7,8,4,12,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
IARE105015,586,472,1058,11752,11217,22969,632,589,1221,12970,12278,25248,66,65,131,719,649,1368,60,54,114,845,768,1613,139,103,242,1486,1303,2789,84,74,158,1709,1480,3189,116,96,212,1401,1250,2651,82,69,151,1599,1415,3014,135,113,248,2614,2499,5113,113,103,216,2862,2715,5577,97,74,171,3529,3348,6877,175,133,308,3801,3555,7356,33,22,55,2003,2168,4171,118,155,273,2154,2345,4499,556,451,1007,11093,10655,21748,556,526,1082,12205,11632,23837,31,20,51,660,561,1221,76,64,140,767,645,1412,0,0,0,34,21,55,0,3,3,34,24,58,35,14,49,559,310,869,38,28,66,632,352,984,0,0,0,8,6,14,0,0,0,8,6,14,0,0,0,27,29,56,0,0,0,27,29,56,0,0,0,3,3,6,0,0,0,3,3,6,0,0,0,6,3,9,0,0,0,6,3,9,0,0,0,3,3,6,0,0,0,3,3,6,0,0,0,4,0,4,0,0
IARE105016,487,469,956,10726,10709,21435,804,582,1386,12017,11760,23777,60,61,121,702,655,1357,51,34,85,813,750,1563,109,130,239,1484,1312,2796,134,80,214,1727,1522,3249,105,75,180,1215,1117,2332,91,58,149,1411,1250,2661,99,106,205,2353,2523,4876,195,132,327,2647,2761,5408,97,74,171,3006,2987,5993,192,133,325,3295,3194,6489,18,22,40,1966,2116,4082,140,144,284,2124,2282,4406,453,441,894,9995,10028,20023,703,522,1225,11151,10991,22142,34,28,62,729,681,1410,102,59,161,865,768,1633,3,0,3,41,38,79,0,0,0,44,38,82,31,14,45,571,370,941,132,44,176,734,428,1162,0,0,0,27,5,32,8,0,8,35,5,40,0,0,0,42,28,70,9,0,9,51,28,79,0,0,0,7,5,12,3,3,6,10,8,18,0,3,3,3,3,6,0,0,0,3,6,9,0,0,0,5,4,9,0,0,0,5,4,9,0,0,0,4,6,10,0,0
IARE105017,286,302,588,2341,2393,4734,184,189,373,2811,2884,5695,37,45,82,161,160,321,17,16,33,215,221,436,80,81,161,272,276,548,21,26,47,373,383,756,39,44,83,245,221,466,20,18,38,304,283,587,49,72,121,478,517,995,41,37,78,568,626,1194,66,48,114,704,670,1374,49,46,95,819,764,1583,14,13,27,481,550,1031,36,45,81,531,608,1139,262,285,547,2209,2260,4469,153,176,329,2624,2721,5345,20,19,39,132,134,266,32,11,43,184,164,348,0,0,0,4,3,7,0,3,3,4,6,10,16,11,27,74,64,138,18,10,28,108,85,193,0,4,4,26,19,45,6,0,6,32,23,55,5,0,5,5,11,16,0,0,0,10,11,21,0,0,0,0,3,3,3,0,3,3,3,6,0,0,0,3,3,6,0,0,0,3,3,6,0,0,0,7,5,12,4,4,8,11,9,20,3,0,3,0,0,0,0,0
IARE105018,1012,1038,2050,16545,17582,34127,1024,856,1880,18581,19476,38057,165,143,308,1317,1230,2547,110,85,195,1592,1458,3050,277,251,528,2318,2217,4535,155,155,310,2750,2623,5373,205,209,414,2244,2302,4546,150,107,257,2599,2618,5217,194,269,463,4297,4530,8827,269,227,496,4760,5026,9786,147,134,281,4110,4378,8488,222,154,376,4479,4666,9145,23,32,55,2259,2926,5185,118,128,246,2400,3086,5486,951,982,1933,15621,16789,32410,884,778,1662,17456,18549,36005,59,59,118,925,793,1718,140,78,218,1124,930,2054,3,0,3,29,38,67,0,3,3,32,41,73,62,58,120,884,631,1515,179,81,260,1125,770,1895,0,0,0,71,25,96,13,8,21,84,33,117,3,3,6,113,33,146,28,9,37,144,45,189,0,0,0,21,7,28,8,0,8,29,7,36,3,0,3,66,14,80,13,0,13,82,14,96,0,0,0,11,0,11,3,4,7,14,4,18,0,0,0,0,0,0,0,0
IARE105019,208,286,494,5104,4916,10020,216,207,423,5528,5409,10937,30,49,79,341,275,616,16,8,24,387,332,719,55,61,116,697,620,1317,24,37,61,776,718,1494,29,48,77,570,495,1065,21,24,45,620,567,1187,54,68,122,1119,1152,2271,51,49,100,1224,1269,2493,28,44,72,1463,1364,2827,53,51,104,1544,1459,3003,13,15,28,913,1010,1923,50,40,90,976,1065,2041,191,276,467,4811,4644,9455,181,182,363,5183,5102,10285,18,7,25,293,273,566,33,26,59,344,306,650,3,0,3,15,16,31,0,0,0,18,16,34,10,3,13,201,179,380,28,17,45,239,199,438,0,0,0,40,10,50,3,0,3,43,10,53,0,3,3,17,7,24,3,3,6,20,13,33,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,3,0,3,3,0,3,6,0,6,0,0,0,0,0,0,0,0
IARE105020,279,254,533,13248,12995,26243,639,545,1184,14166,13794,27960,40,33,73,770,793,1563,35,36,71,845,862,1707,70,74,144,1765,1727,3492,99,76,175,1934,1877,3811,48,34,82,1379,1213,2592,70,77,147,1497,1324,2821,54,50,104,2593,2692,5285,113,102,215,2760,2844,5604,55,48,103,3959,3785,7744,191,134,325,4205,3967,8172,13,13,26,2781,2786,5567,132,120,252,2926,2919,5845,262,241,503,12447,12247,24694,545,478,1023,13254,12966,26220,18,13,31,801,749,1550,95,65,160,914,827,1741,3,3,6,40,39,79,3,0,3,46,42,88,6,6,12,290,228,518,18,7,25,314,241,555,3,0,3,280,242,522,16,9,25,299,251,550,0,0,0,32,25,57,0,6,6,32,31,63,0,0,0,18,19,37,4,0,4,22,19,41,0,0,0,9,10,19,3,0,3,12,10,22,0,0,0,5,4,9,0,0,0,5,4,9,3,0,3,4,0,4,0,0
IARE105021,1335,1399,2734,26691,28137,54828,991,970,1961,29017,30506,59523,191,193,384,1942,1924,3866,58,82,140,2191,2199,4390,347,337,684,3695,3581,7276,97,142,239,4139,4060,8199,292,276,568,4499,4416,8915,182,165,347,4973,4857,9830,303,357,660,6829,7268,14097,239,187,426,7371,7812,15183,169,187,356,6463,6769,13232,272,187,459,6904,7143,14047,32,49,81,3264,4179,7443,143,207,350,3439,4435,7874,1250,1324,2574,25207,26808,52015,790,826,1616,27247,28958,56205,84,74,158,1485,1330,2815,201,144,345,1770,1548,3318,0,0,0,60,40,100,6,6,12,66,46,112,101,66,167,1243,1173,2416,138,82,220,1482,1321,2803,0,0,0,195,182,377,32,14,46,227,196,423,3,4,7,137,80,217,14,3,17,154,87,241,0,0,0,49,21,70,3,7,10,52,28,80,0,4,4,42,8,50,3,0,3,45,12,57,5,0,5,20,19,39,0,0,0,25,19,44,0,0,0,13,6,19,0,0
IARE105022,175,203,378,5432,5719,11151,298,295,593,5905,6217,12122,24,26,50,420,396,816,18,30,48,462,452,914,48,58,106,788,769,1557,53,43,96,889,870,1759,33,33,66,634,624,1258,31,36,67,698,693,1391,30,46,76,1190,1294,2484,72,56,128,1292,1396,2688,31,30,61,1458,1504,2962,76,69,145,1565,1603,3168,10,10,20,941,1132,2073,48,61,109,999,1203,2202,166,196,362,5088,5411,10499,268,280,548,5522,5887,11409,9,7,16,345,307,652,30,15,45,384,329,713,0,0,0,16,6,22,0,0,0,16,6,22,6,11,17,198,146,344,24,7,31,228,164,392,0,0,0,11,4,15,3,0,3,14,4,18,0,0,0,8,3,11,0,0,0,8,3,11,0,0,0,0,5,5,3,0,3,3,5,8,0,0,0,6,5,11,0,0,0,6,5,11,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0
IARE106001,443,463,906,14623,15180,29803,673,674,1347,15739,16317,32056,45,52,97,781,748,1529,30,27,57,856,827,1683,136,133,269,1783,1695,3478,83,93,176,2002,1921,3923,76,77,153,1504,1382,2886,61,55,116,1641,1514,3155,94,100,194,2528,2881,5409,124,112,236,2746,3093,5839,71,80,151,4867,5150,10017,227,198,425,5165,5428,10593,22,20,42,3160,3324,6484,148,189,337,3330,3533,6863,415,436,851,13496,14139,27635,540,587,1127,14451,15162,29613,30,25,55,1126,1041,2167,132,88,220,1288,1154,2442,4,0,4,54,48,102,3,4,7,61,52,113,27,35,62,531,426,957,68,60,128,626,521,1147,3,3,6,427,438,865,45,41,86,475,482,957,0,0,0,39,28,67,0,0,0,39,28,67,0,0,0,12,11,23,0,0,0,12,11,23,0,0,0,14,10,24,0,0,0,14,10,24,0,0,0,16,11,27,0,0,0,16,11,27,0,0,0,0,3,3,0,0
IARE106002,898,921,1819,15737,16342,32079,993,930,1923,17628,18193,35821,129,115,244,781,682,1463,62,56,118,972,853,1825,233,208,441,1715,1667,3382,127,129,256,2075,2004,4079,142,145,287,1422,1321,2743,99,65,164,1663,1531,3194,207,215,422,2611,2832,5443,178,155,333,2996,3202,6198,137,195,332,5043,5382,10425,271,255,526,5451,5832,11283,49,43,92,4166,4458,8624,256,269,525,4471,4770,9241,821,871,1692,14517,15256,29773,859,836,1695,16197,16963,33160,76,51,127,1220,1086,2306,134,94,228,1430,1231,2661,7,4,11,41,34,75,3,0,3,51,38,89,55,39,94,600,496,1096,68,48,116,723,583,1306,3,0,3,197,198,395,11,3,14,211,201,412,0,0,0,37,43,80,0,0,0,37,43,80,0,0,0,17,13,30,0,0,0,17,13,30,0,0,0,10,10,20,0,3,3,10,13,23,0,0,0,6,12,18,3,0,3,9,12,21,0,3,3,3,3,6,0,0
IARE106003,2138,2177,4315,40997,42511,83508,2475,2324,4799,45610,47012,92622,256,332,588,2200,2085,4285,155,149,304,2611,2566,5177,537,514,1051,4856,4653,9509,324,304,628,5717,5471,11188,423,363,786,4492,4156,8648,333,242,575,5248,4761,10009,464,492,956,7884,8384,16268,474,404,878,8822,9280,18102,361,370,731,11921,12718,24639,646,557,1203,12928,13645,26573,97,106,203,9643,10515,20158,543,668,1211,10283,11289,21572,2018,2069,4087,38214,40086,78300,2134,2093,4227,42366,44248,86614,120,107,227,2782,2426,5208,340,231,571,3242,2764,6006,5,8,13,84,73,157,6,3,9,95,84,179,81,91,172,1509,1277,2786,160,119,279,1750,1487,3237,3,0,3,82,79,161,12,5,17,97,84,181,4,6,10,64,46,110,9,6,15,77,58,135,0,0,0,17,14,31,0,3,3,17,17,34,0,0,0,26,20,46,9,4,13,35,24,59,0,0,0,16,18,34,0,0,0,16,18,34,0,3,3,4,3,7,0,0
IARE106004,889,877,1766,33534,33313,66847,2228,1762,3990,36651,35952,72603,112,80,192,2282,2152,4434,114,133,247,2508,2365,4873,248,214,462,4487,4350,8837,291,248,539,5026,4812,9838,159,149,308,4223,3901,8124,319,215,534,4701,4265,8966,206,234,440,9093,9506,18599,618,478,1096,9917,10218,20135,145,178,323,9675,9214,18889,654,445,1099,10474,9837,20311,18,24,42,3774,4191,7965,233,242,475,4025,4457,8482,843,824,1667,31744,31696,63440,1983,1611,3594,34570,34131,68701,45,54,99,1792,1615,3407,245,152,397,2082,1821,3903,4,0,4,84,69,153,3,7,10,91,76,167,80,59,139,5252,3916,9168,978,625,1603,6310,4600,10910,0,3,3,255,192,447,60,30,90,315,225,540,10,9,19,939,759,1698,156,140,296,1105,908,2013,0,0,0,118,93,211,17,3,20,135,96,231,3,4,7,109,93,202,23,7,30,135,104,239,3,0,3,38,25,63,7,3,10,48,28,76,0,0,0,7,5,12,3,3
IARE106005,1013,1012,2025,44026,45869,89895,2088,1913,4001,47127,48794,95921,100,122,222,2754,2553,5307,144,143,287,2998,2818,5816,231,257,488,6092,5824,11916,264,297,561,6587,6378,12965,215,171,386,5000,4829,9829,228,179,407,5443,5179,10622,259,248,507,9341,10123,19464,430,368,798,10030,10739,20769,164,163,327,12731,13251,25982,604,432,1036,13499,13846,27345,45,52,97,8106,9288,17394,419,494,913,8570,9834,18404,948,966,1914,41547,43675,85222,1752,1736,3488,44247,46377,90624,66,46,112,2478,2192,4670,337,177,514,2881,2415,5296,3,0,3,98,71,169,7,6,13,108,77,185,70,55,125,1582,1331,2913,174,91,265,1826,1477,3303,0,3,3,106,97,203,16,13,29,122,113,235,3,0,3,61,79,140,3,7,10,67,86,153,0,0,0,36,26,62,4,0,4,40,26,66,3,0,3,24,33,57,0,0,0,27,33,60,0,0,0,16,16,32,0,0,0,16,16,32,0,0,0,7,0,7,3,0
IARE107001,256,192,448,35179,33122,68301,2790,2199,4989,38225,35513,73738,11,18,29,2642,2553,5195,211,206,417,2864,2777,5641,18,26,44,4246,3882,8128,351,334,685,4615,4242,8857,56,31,87,5578,4965,10543,516,354,870,6150,5350,11500,124,76,200,12416,11278,23694,1016,699,1715,13556,12053,25609,41,29,70,7532,7309,14841,513,407,920,8086,7745,15831,8,11,19,2764,3136,5900,183,199,382,2955,3346,6301,251,182,433,34358,32462,66820,2685,2135,4820,37294,34779,72073,7,8,15,819,662,1481,106,63,169,932,733,1665,0,0,0,90,79,169,8,5,13,98,84,182,11,13,24,650,540,1190,115,62,177,776,615,1391,0,0,0,70,31,101,30,18,48,100,49,149,0,0,0,56,33,89,25,10,35,81,43,124,0,0,0,20,13,33,10,3,13,30,16,46,0,0,0,31,15,46,11,11,22,42,26,68,0,0,0,7,3,10,6,3,9,13,6,19,0,0,0,3,0,3,3,0
