region_id,HH_IN_P_1_f_hh_C_f_n_c_N_u_1,HH_IN_P_1_f_hh_C_f_n_c_N_u_2,HH_IN_P_1_f_hh_C_f_n_c_N_u_3,HH_IN_P_1_f_hh_C_f_n_c_N_u_4,HH_IN_P_1_f_hh_C_f_n_c_N_u_5,HH_IN_P_1_f_h_C_f_n_c_N_u_6ov,HH_IN_P_1_f_hh_C_f_no_ch_Tot,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_1,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_2,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_3,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_4,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_5,HH_I_P_1_f_h_C_f_ch_Nu_ur_6ov,HH_IN_PE_1_fa_hh_Co_fa_ch_Tot,HH_IN_P_1_f_h_1_pa_f_Nu_ur_1,HH_IN_P_1_f_h_1_pa_f_Nu_ur_2,HH_IN_P_1_f_h_1_pa_f_Nu_ur_3,HH_IN_P_1_f_h_1_pa_f_Nu_ur_4,HH_IN_P_1_f_h_1_pa_f_Nu_ur_5,HH_IN_P_1_f_h_1_pa_f_N_ur_6ov,HH_IN_P_1_f_h_1_pa_f_Tot,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_1,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_2,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_3,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_4,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_5,HH_IN_P_1_fa_hh_Ot_f_N_ur_6ov,HH_IN_PE_1_fa_hh_Other_fa_Tot,HH_IN_PE_1_fa_hh_Tot_Nu_ur_1,HH_IN_PE_1_fa_hh_Tot_Nu_ur_2,HH_IN_PE_1_fa_hh_Tot_Nu_ur_3,HH_IN_PE_1_fa_hh_Tot_Nu_ur_4,HH_IN_PE_1_fa_hh_Tot_Nu_ur_5,HH_IN_PE_1_fa_hh_Tot_N_ur_6ov,HH_IN_PE_1_fa_hh_Tot_Tot,HHD_IN_PE_Mu_fa_hhd_Nu_ur_1,HHD_IN_PE_Mu_fa_hhd_Nu_ur_2,HHD_IN_PE_Mu_fa_hhd_Nu_ur_3,HHD_IN_PE_Mu_fa_hhd_Nu_ur_4,HHD_IN_PE_Mu_fa_hhd_Nu_ur_5,HHD_IN_PE_Mu_fa_hhd_N_ur_6ov,HHD_IN_PE_Mu_fa_hhd_Tot,HHD_IN_PE_TotFa_hhd_Nu_ur_1,HHD_IN_PE_TotFa_hhd_Nu_ur_2,HHD_IN_PE_TotFa_hhd_Nu_ur_3,HHD_IN_PE_TotFa_hhd_Nu_ur_4,HHD_IN_PE_TotFa_hhd_Nu_ur_5,HHD_IN_PE_TotFa_hhd_N_ur_6ov,HHD_IN_PE_TotFa_hhd_Tot,HHD_IN_PE_Lo_per_hhd_Nu_ur_1,HHD_IN_PE_Lo_per_hhd_Nu_ur_2,HHD_IN_PE_Lo_per_hhd_Nu_ur_3,HHD_IN_PE_Lo_per_hhd_Nu_ur_4,HHD_IN_PE_Lo_per_hhd_Nu_ur_5,HHD_IN_PE_Lo_per_hhd_N_ur_6ov,HHD_IN_PE_Lo_per_hhd_Tot,HHD_IN_PE_Gr_hh_Nu_ur_1,HHD_IN_PE_Gr_hh_Nu_ur_2,HHD_IN_PE_Gr_hh_Nu_ur_3,HHD_IN_PE_Gr_hh_Nu_ur_4,HHD_IN_PE_Gr_hh_Nu_ur_5,HHD_IN_PE_Gr_hh_N_ur_6ov,HHD_IN_PE_Gr_hh_Tot,HHD_IN_PE_Tot_Nu_ur_1,HHD_IN_PE_Tot_Nu_ur_2,HHD_IN_PE_Tot_Nu_ur_3,HHD_IN_PE_Tot_Nu_ur_4,HHD_IN_PE_Tot_Nu_ur_5,HHD_IN_PE_Tot_Nu_ur_6_more,HHD_IN_PE_Tot_Tot,OT_HH_1_f_hh_C_f_no_c_Nu_ur_1,OT_HH_1_f_hh_C_f_no_c_Nu_ur_2,OT_HH_1_f_hh_C_f_no_c_Nu_ur_3,OT_HH_1_f_hh_C_f_no_c_Nu_ur_4,OT_HH_1_f_hh_C_f_no_c_Nu_ur_5,OT_HH_1_f_hh_C_f_n_c_N_ur_6ov,OT_HH_1_f_hh_C_f_no_c_Tot,OT_HH_1_f_hh_C_f_ch_Nu_ur_1,OT_HH_1_f_hh_C_f_ch_Nu_ur_2,OT_HH_1_f_hh_C_f_ch_Nu_ur_3,OT_HH_1_f_hh_C_f_ch_Nu_ur_4,OT_HH_1_f_hh_C_f_ch_Nu_ur_5,OT_HH_1_f_hh_C_f_ch_N_ur_6ov,OT_HH_1_f_hh_C_f_with_ch_Tot,OT_HH_1_f_hh_1_pa_f_Nu_ur_1,OT_HH_1_f_hh_1_pa_f_Nu_ur_2,OT_HH_1_f_hh_1_pa_f_Nu_ur_3,OT_HH_1_f_hh_1_pa_f_Nu_ur_4,OT_HH_1_f_hh_1_pa_f_Nu_ur_5,OT_HH_1_f_hh_1_pa_f_N_ur_6ov,OT_HH_1_f_hh_1_parent_f_Tot,OT_HH_One_fa_hh_Ot_fa_Nu_ur_1,OT_HH_One_fa_hh_Ot_fa_Nu_ur_2,OT_HH_One_fa_hh_Ot_fa_Nu_ur_3,OT_HH_One_fa_hh_Ot_fa_Nu_ur_4,OT_HH_One_fa_hh_Ot_fa_Nu_ur_5,OT_HH_1_fa_hh_Ot_fa_N_ur_6ov,OT_HH_One_fa_hhd_Other_fa_Tot,OT_HH_One_fa_hhd_Tot_Nu_ur_1,OT_HH_One_fa_hhd_Tot_Nu_ur_2,OT_HH_One_fa_hhd_Tot_Nu_ur_3,OT_HH_One_fa_hhd_Tot_Nu_ur_4,OT_HH_One_fa_hhd_Tot_Nu_ur_5,OT_HH_One_fa_hhd_Tot_N_ur_6ov,OT_HH_One_fa_hhd_Tot_Tot,OT_HH_Multiple_fa_hhd_Nu_ur_1,OT_HH_Multiple_fa_hhd_Nu_ur_2,OT_HH_Multiple_fa_hhd_Nu_ur_3,OT_HH_Multiple_fa_hhd_Nu_ur_4,OT_HH_Multiple_fa_hhd_Nu_ur_5,OT_HH_Multiple_fa_hh_Nu_u_6ov,OT_HH_Multiple_fa_hhd_Tot,OT_HH_TotFa_hhd_Nu_ur_1,OT_HH_TotFa_hhd_Nu_ur_2,OT_HH_TotFa_hhd_Nu_ur_3,OT_HH_TotFa_hhd_Nu_ur_4,OT_HH_TotFa_hhd_Nu_ur_5,OT_HH_TotFa_hhd_Nu_ur_6_more,OT_HH_TotFa_hhd_Tot,OT_HH_Lo_per_hhd_Nu_ur_1,OT_HH_Lo_per_hhd_Nu_ur_2,OT_HH_Lo_per_hhd_Nu_ur_3,OT_HH_Lo_per_hhd_Nu_ur_4,OT_HH_Lo_per_hhd_Nu_ur_5,OT_HH_Lo_per_hh_Nu_ur_6ov,OT_HH_Lo_per_hhd_Tot,OT_HH_Gr_hh_Nu_ur_1,OT_HH_Gr_hh_Nu_ur_2,OT_HH_Gr_hh_Nu_ur_3,OT_HH_Gr_hh_Nu_ur_4,OT_HH_Gr_hh_Nu_ur_5,OT_HH_Gr_hh_Nu_u_6ov,OT_HH_Gr_hh_Tot,OT_HH_Tot_Nu_ur_1,OT_HH_Tot_Nu_ur_2,OT_HH_Tot_Nu_ur_3,OT_HH_Tot_Nu_ur_4,OT_HH_Tot_Nu_ur_5,OT_HH_Tot_Nu_ur_6_more,OT_HH_Tot_Tot
IARE107017,0,119,12,7,0,0,138,0,0,85,125,73,64,347,0,118,132,69,35,20,374,0,12,3,3,0,0,18,0,249,232,204,108,84,877,0,0,0,10,15,29,54,0,249,232,214,123,113,931,169,0,0,0,0,0,169,0,41,3,3,0,3,50,169,290,235,217,123,116,1150,0,8406,534,80,21,3,9044,0,0,6518,9847,5025,2501,23891,0,2699,2319,1160,426,202,6806,0,402,111,28,4,3,548,0,11507,9482,11115,5476,2709,40289,0,0,0,420,567,1347,2334,0,11507,9482,11535,6043,4056,42623,8339,0,0,0,0,0,8339,0,774,96,32,11,4,917,8339,12281,9578,11567,6054,4060,51879
IARE107018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,44,0,0,0,0,44,0,0,15,21,0,0,36,0,3,3,0,3,0,9,0,0,0,0,0,0,0,0,47,18,21,3,0,89,0,0,0,0,0,0,0,0,47,18,21,3,0,89,42,0,0,0,0,0,42,0,0,0,0,0,0,0,42,47,18,21,3,0,131
IARE107019,0,84,5,3,0,0,92,0,0,27,26,13,11,77,0,50,43,28,7,6,134,0,12,5,3,0,0,20,0,146,80,60,20,17,323,0,0,0,8,6,10,24,0,146,80,68,26,27,347,129,0,0,0,0,0,129,0,47,10,12,0,0,69,129,193,90,80,26,27,545,0,6695,438,103,32,10,7278,0,0,2914,2886,828,277,6905,0,1429,778,237,72,33,2549,0,409,111,37,10,0,567,0,8533,4241,3263,942,320,17299,0,0,0,118,141,209,468,0,8533,4241,3381,1083,529,17767,8647,0,0,0,0,0,8647,0,1984,682,271,72,15,3024,8647,10517,4923,3652,1155,544,29438
IARE107020,0,94,9,5,0,0,108,0,0,46,79,54,14,193,0,29,24,13,0,0,66,0,0,0,0,0,0,0,0,123,79,97,54,14,367,0,0,0,7,5,11,23,0,123,79,104,59,25,390,92,0,0,0,0,0,92,0,35,11,3,3,0,52,92,158,90,107,62,25,534,0,21314,843,157,27,10,22351,0,0,9550,14302,5693,1474,31019,0,3653,2417,801,203,61,7135,0,641,110,22,3,4,780,0,25608,12920,15282,5926,1549,61285,0,0,0,362,406,605,1373,0,25608,12920,15644,6332,2154,62658,19190,0,0,0,0,0,19190,0,2385,562,154,47,18,3166,19190,27993,13482,15798,6379,2172,85014
IARE107021,0,82,10,3,0,0,95,0,0,52,54,33,13,152,0,65,80,38,18,5,206,0,9,5,0,0,0,14,0,156,147,95,51,18,467,0,0,0,0,4,16,20,0,156,147,95,55,34,487,146,0,0,0,0,0,146,0,41,3,5,0,0,49,146,197,150,100,55,34,682,0,11153,885,276,73,22,12409,0,0,7044,7893,3254,1707,19898,0,2813,1792,772,270,144,5791,0,675,181,65,14,9,944,0,14641,9902,9006,3611,1882,39042,0,0,0,376,469,861,1706,0,14641,9902,9382,4080,2743,40748,13057,0,0,0,0,0,13057,0,1535,492,211,69,31,2338,13057,16176,10394,9593,4149,2774,56143
IARE107022,0,311,47,6,3,0,367,0,0,218,295,194,128,835,0,183,213,131,63,45,635,0,32,12,3,0,0,47,0,526,490,435,260,173,1884,0,0,0,25,41,56,122,0,526,490,460,301,229,2006,264,0,0,0,0,0,264,0,86,17,6,3,0,112,264,612,507,466,304,229,2382,0,11962,614,66,6,0,12648,0,0,6833,9132,4224,1855,22044,0,3307,2573,1093,374,153,7500,0,529,117,17,0,0,663,0,15798,10137,10308,4604,2008,42855,0,0,0,421,471,771,1663,0,15798,10137,10729,5075,2779,44518,11150,0,0,0,0,0,11150,0,1178,155,27,5,0,1365,11150,16976,10292,10756,5080,2779,57033
IARE107023,0,89,16,0,0,0,105,0,0,42,74,30,16,162,0,89,75,39,21,5,229,0,10,5,3,0,0,18,0,188,138,116,51,21,514,0,0,0,12,10,13,35,0,188,138,128,61,34,549,156,0,0,0,0,0,156,0,55,18,6,3,3,85,156,243,156,134,64,37,790,0,9897,701,169,51,23,10841,0,0,4680,5683,1994,501,12858,0,2274,1242,380,78,33,4007,0,745,198,58,8,4,1013,0,12916,6821,6290,2131,561,28719,0,0,0,185,181,248,614,0,12916,6821,6475,2312,809,29333,12839,0,0,0,0,0,12839,0,2887,1087,420,145,63,4602,12839,15803,7908,6895,2457,872,46774
IARE107024,0,57,10,3,0,0,70,0,0,28,32,14,9,83,0,24,23,8,7,3,65,0,3,3,0,0,0,6,0,84,64,43,21,12,224,0,0,0,3,4,4,11,0,84,64,46,25,16,235,42,0,0,0,0,0,42,0,22,0,0,0,0,22,42,106,64,46,25,16,299,0,7234,586,174,47,15,8056,0,0,4110,4432,1839,797,11178,0,1808,1132,426,133,52,3551,0,440,118,39,12,7,616,0,9482,5946,5071,2031,871,23401,0,0,0,252,285,538,1075,0,9482,5946,5323,2316,1409,24476,8154,0,0,0,0,0,8154,0,1009,261,128,52,29,1479,8154,10491,6207,5451,2368,1438,34109
IARE107025,0,155,15,3,0,0,173,0,0,90,140,73,35,338,0,62,62,28,11,0,163,0,7,0,3,0,0,10,0,224,167,174,84,35,684,0,0,0,11,12,21,44,0,224,167,185,96,56,728,139,0,0,0,0,0,142,0,47,0,0,0,0,47,139,271,170,185,96,56,917,0,18243,608,53,7,8,18919,0,0,8776,12769,5553,1477,28575,0,3478,2403,858,216,55,7010,0,576,91,16,5,0,688,0,22297,11878,13696,5781,1540,55192,0,0,0,376,372,500,1248,0,22297,11878,14072,6153,2040,56440,16170,0,0,0,0,0,16170,0,1559,210,43,8,3,1823,16170,23856,12088,14115,6161,2043,74433
IARE107026,0,159,13,0,3,0,175,0,0,34,33,10,7,84,0,122,92,50,18,9,291,0,26,3,0,0,0,29,0,307,142,83,31,16,579,0,0,0,3,4,7,14,0,307,142,86,35,23,593,426,0,0,0,0,0,426,0,117,41,12,9,0,179,426,424,183,98,44,23,1198,0,18408,1229,549,98,56,20340,0,0,3966,2579,640,147,7332,0,2081,920,233,59,29,3322,0,1088,304,178,39,15,1624,0,21577,6419,3539,836,247,32618,0,0,0,157,119,97,373,0,21577,6419,3696,955,344,32991,28802,0,0,0,0,0,28802,0,6357,2185,1168,303,161,10174,28802,27934,8604,4864,1258,505,71967
IARE107027,0,74,6,3,0,0,83,0,0,35,38,15,11,99,0,31,20,12,8,0,71,0,3,3,3,0,0,9,0,108,64,56,23,11,262,0,0,0,0,3,12,15,0,108,64,56,26,23,277,64,0,0,0,0,0,64,0,38,13,5,3,0,59,64,146,77,61,29,23,400,0,14123,1189,413,99,40,15864,0,0,7922,9211,3354,1067,21554,0,3203,1941,614,164,53,5975,0,898,246,81,31,13,1269,0,18224,11298,10319,3648,1173,44662,0,0,0,399,426,679,1504,0,18224,11298,10718,4074,1852,46166,14931,0,0,0,0,0,14931,0,2396,922,387,148,67,3920,14931,20620,12220,11105,4222,1919,65017
IARE107028,0,57,5,0,0,0,62,0,0,18,17,8,0,43,0,17,12,4,3,0,36,0,5,0,0,0,0,5,0,79,35,21,11,0,146,0,0,0,0,0,4,4,0,79,35,21,11,4,150,60,0,0,0,0,0,60,0,22,7,4,0,0,33,60,101,42,25,11,4,243,0,19580,794,164,37,13,20588,0,0,7886,8939,3330,694,20849,0,3043,1572,470,80,16,5181,0,935,191,34,8,4,1172,0,23558,10443,9607,3455,727,47790,0,0,0,188,193,245,626,0,23558,10443,9795,3648,972,48416,22765,0,0,0,0,0,22765,0,3207,856,191,53,19,4326,22765,26765,11299,9986,3701,991,75507
IARE107029,0,69,7,3,0,0,79,0,0,37,80,51,29,197,0,34,25,15,6,11,91,0,3,3,0,0,0,6,0,106,72,98,57,40,373,0,0,0,6,4,15,25,0,106,72,104,61,55,398,48,0,0,0,0,0,48,0,10,0,0,0,0,10,48,116,72,104,61,55,456,0,3227,137,13,0,0,3377,0,0,1558,2220,1193,492,5463,0,540,441,208,73,27,1289,0,84,8,5,0,3,100,0,3851,2144,2446,1266,522,10229,0,0,0,99,87,173,359,0,3851,2144,2545,1353,695,10588,2165,0,0,0,0,0,2165,0,182,27,4,5,0,218,2165,4033,2171,2549,1358,695,12971
IARE107030,0,269,31,3,0,0,303,0,0,156,226,121,76,579,0,200,203,112,53,32,600,0,25,7,3,0,0,35,0,494,397,344,174,108,1517,0,0,0,20,26,30,76,0,494,397,364,200,138,1593,346,0,0,0,0,0,346,0,93,24,6,3,3,129,346,587,421,370,203,141,2068,0,16810,647,101,19,13,17590,0,0,7071,9357,3846,1257,21531,0,3797,2573,952,257,90,7669,0,618,102,34,6,0,760,0,21225,10393,10444,4128,1360,47550,0,0,0,304,288,421,1013,0,21225,10393,10748,4416,1781,48563,18237,0,0,0,0,0,18237,0,1981,554,238,92,33,2898,18237,23206,10947,10986,4508,1814,69698
IARE107031,0,44,3,3,0,0,50,0,0,14,22,7,0,43,0,6,6,0,0,0,12,0,4,0,0,0,0,4,0,54,23,25,7,0,109,0,0,0,3,3,4,10,0,54,23,28,10,4,119,47,0,0,0,0,0,47,0,20,13,0,3,3,39,47,74,36,28,13,7,205,0,11208,466,84,21,5,11784,0,0,4091,4614,1838,429,10972,0,1808,937,275,42,14,3076,0,500,117,22,6,0,645,0,13516,5611,4995,1907,448,26477,0,0,0,82,85,118,285,0,13516,5611,5077,1992,566,26762,14073,0,0,0,0,0,14073,0,3046,934,240,55,19,4294,14073,16562,6545,5317,2047,585,45129
IARE194994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE197997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
