region_id,Negative_Nil_income_M,Negative_Nil_income_F,Negative_Nil_income_P,PI1_199_M,PI1_199_F,PI1_199_P,PI200_299_M,PI200_299_F,PI200_299_P,PI300_399_M,PI300_399_F,PI300_399_P,PI400_599_M,PI400_599_F,PI400_599_P,PI600_799_M,PI600_799_F,PI600_799_P,PI800_999_M,PI800_999_F,PI800_999_P,PI1000_more_M,PI1000_more_F,PI1000_more_P,Personal_income_nsM,Personal_income_nsF,Personal_income_nsP,Tot_M,Tot_F,Tot_P
IARE306006,18,21,39,26,31,57,24,56,80,35,49,84,23,36,59,28,27,55,14,9,23,21,6,27,11,21,32,200,256,456
IARE306007,18,12,30,9,15,24,20,16,36,9,23,32,9,29,38,25,17,42,10,5,15,20,3,23,30,9,39,150,129,279
IARE306008,31,37,68,13,30,43,28,38,66,40,44,84,35,51,86,47,35,82,27,19,46,60,27,87,22,20,42,303,301,604
IARE306009,10,9,19,10,9,19,18,24,42,20,19,39,8,23,31,10,15,25,10,6,16,6,19,25,16,15,31,108,139,247
IARE306010,12,16,28,4,16,20,19,23,42,20,35,55,22,35,57,15,13,28,9,9,18,25,20,45,18,10,28,144,177,321
IARE306011,12,4,16,19,16,35,29,36,65,17,26,43,17,22,39,13,8,21,5,4,9,12,3,15,7,8,15,131,127,258
IARE306012,19,16,35,10,7,17,23,32,55,15,33,48,18,33,51,19,21,40,15,13,28,16,16,32,23,15,38,158,186,344
IARE306013,18,17,35,25,16,41,18,30,48,23,33,56,14,19,33,21,21,42,8,15,23,22,17,39,15,17,32,164,185,349
IARE306014,30,28,58,35,28,63,31,46,77,17,48,65,35,58,93,33,29,62,16,16,32,18,12,30,18,15,33,233,280,513
IARE306015,93,113,206,96,103,199,131,152,283,109,180,289,117,212,329,112,140,252,88,82,170,156,99,255,83,108,191,985,1189,2174
IARE306016,21,20,41,16,18,34,18,19,37,8,22,30,18,15,33,11,24,35,8,14,22,43,27,70,8,8,16,151,167,318
IARE306017,14,14,28,3,18,21,13,21,34,9,28,37,11,19,30,15,8,23,15,4,19,32,0,32,17,10,27,129,122,251
IARE306018,13,17,30,21,30,51,34,33,67,42,37,79,17,42,59,16,22,38,11,19,30,48,22,70,21,14,35,223,236,459
IARE307001,89,68,157,33,33,66,85,80,165,49,79,128,80,121,201,84,109,193,54,82,136,111,134,245,77,87,164,662,793,1455
IARE307002,9,12,21,5,5,10,71,65,136,23,34,57,25,37,62,17,26,43,5,4,9,6,11,17,32,24,56,193,218,411
IARE307003,33,17,50,16,21,37,161,125,286,29,81,110,34,80,114,56,49,105,17,14,31,22,16,38,19,13,32,387,416,803
IARE307004,22,14,36,22,15,37,124,90,214,18,48,66,35,61,96,31,28,59,9,12,21,7,8,15,11,12,23,279,288,567
IARE307005,25,15,40,15,14,29,86,84,170,19,42,61,27,34,61,50,15,65,10,9,19,12,7,19,8,12,20,252,232,484
IARE308001,26,17,43,22,37,59,33,43,76,26,33,59,39,52,91,29,48,77,19,23,42,74,9,83,17,10,27,285,272,557
IARE308002,31,29,60,25,31,56,37,48,85,28,59,87,22,57,79,20,31,51,16,17,33,39,15,54,13,24,37,231,311,542
IARE308003,38,35,73,18,31,49,43,38,81,29,41,70,23,39,62,12,25,37,13,16,29,40,20,60,23,28,51,239,273,512
IARE308004,6,6,12,5,14,19,8,13,21,11,20,31,18,16,34,14,12,26,9,3,12,26,4,30,8,9,17,105,97,202
IARE308005,26,15,41,23,22,45,31,34,65,30,37,67,32,38,70,18,24,42,19,5,24,23,10,33,29,21,50,231,206,437
IARE308006,88,123,211,84,133,217,81,128,209,79,153,232,83,199,282,112,140,252,122,67,189,368,111,479,83,87,170,1100,1141,2241
IARE308007,9,15,24,9,14,23,4,17,21,7,16,23,9,24,33,17,13,30,11,3,14,35,14,49,10,10,20,111,126,237
IARE308008,5,8,13,3,13,16,6,8,14,8,8,16,3,3,6,5,7,12,7,3,10,35,3,38,5,4,9,77,57,134
IARE308009,53,39,92,77,60,137,346,235,581,89,132,221,62,112,174,65,74,139,23,32,55,22,24,46,17,13,30,754,721,1475
IARE308010,11,11,22,15,11,26,15,20,35,10,24,34,14,31,45,16,13,29,16,4,20,28,13,41,18,5,23,143,132,275
IARE308011,15,22,37,14,25,39,16,30,46,11,20,31,13,21,34,13,18,31,18,9,27,68,16,84,18,20,38,186,181,367
IARE308012,140,159,299,143,147,290,117,153,270,67,166,233,96,206,302,103,152,255,88,110,198,299,161,460,103,118,221,1156,1372,2528
IARE308013,155,174,329,131,187,318,209,234,443,135,238,373,141,304,445,164,207,371,143,134,277,323,215,538,192,166,358,1593,1859,3452
IARE308014,8,26,34,10,12,22,12,16,28,13,15,28,10,21,31,11,10,21,17,12,29,32,23,55,339,81,420,452,216,668
IARE308015,25,19,44,7,14,21,34,56,90,16,31,47,28,39,67,40,32,72,16,7,23,23,18,41,23,25,48,212,241,453
IARE394994,35,18,53,45,26,71,87,65,152,68,33,101,28,26,54,13,9,22,4,10,14,29,8,37,58,33,91,367,228,595
IARE397997,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,3,0,3,3,0,3,0,0,0,12,0,12
IARE401001,11,8,19,8,17,25,27,20,47,26,20,46,10,21,31,4,17,21,8,11,19,20,26,46,68,8,76,182,148,330
IARE401002,14,13,27,18,19,37,11,20,31,7,18,25,11,9,20,17,12,29,14,7,21,36,24,60,8,7,15,136,129,265
IARE401003,17,15,32,11,15,26,22,21,43,8,17,25,12,30,42,14,13,27,13,7,20,31,8,39,5,3,8,133,129,262
IARE401004,5,15,20,31,17,48,22,23,45,18,35,53,23,19,42,9,16,25,7,8,15,9,12,21,26,19,45,150,164,314
IARE401005,27,15,42,27,13,40,15,19,34,25,15,40,12,31,43,17,18,35,7,11,18,20,27,47,16,5,21,166,154,320
IARE401006,30,20,50,51,45,96,73,75,148,54,97,151,36,57,93,44,51,95,40,33,73,60,62,122,32,43,75,420,483,903
IARE401007,17,20,37,22,25,47,26,24,50,19,18,37,13,30,43,15,15,30,15,7,22,13,14,27,12,15,27,152,168,320
IARE401008,8,8,16,6,14,20,11,14,25,10,18,28,5,20,25,6,9,15,11,6,17,20,12,32,9,9,18,86,110,196
IARE401009,23,20,43,18,31,49,31,34,65,24,39,63,20,32,52,21,18,39,9,12,21,58,47,105,23,24,47,227,257,484
IARE401010,12,10,22,10,22,32,20,19,39,20,18,38,13,17,30,11,7,18,0,3,3,13,4,17,29,7,36,128,107,235
IARE401011,25,11,36,22,31,53,46,47,93,30,61,91,23,52,75,20,27,47,19,18,37,56,33,89,16,16,32,257,296,553
IARE401012,28,16,44,46,42,88,46,56,102,36,46,82,19,43,62,41,37,78,19,10,29,31,20,51,98,18,116,364,288,652
IARE401013,6,8,14,12,15,27,24,31,55,21,23,44,11,15,26,19,17,36,3,5,8,7,3,10,9,9,18,112,126,238
IARE401014,55,64,119,84,84,168,78,89,167,53,100,153,65,116,181,54,70,124,61,50,111,96,68,164,34,49,83,580,690,1270
IARE401015,56,71,127,82,75,157,99,111,210,80,118,198,53,121,174,73,67,140,51,45,96,64,61,125,67,58,125,625,727,1352
IARE401016,81,77,158,79,89,168,140,153,293,87,136,223,74,135,209,65,83,148,40,45,85,104,114,218,205,98,303,875,930,1805
IARE401017,3,3,6,4,6,10,8,12,20,5,6,11,4,10,14,4,5,9,5,5,10,4,0,4,7,8,15,44,55,99
IARE401018,74,59,133,86,87,173,106,117,223,65,112,177,57,127,184,92,78,170,78,53,131,108,97,205,57,76,133,723,806,1529
IARE401019,34,25,59,37,50,87,34,59,93,28,57,85,30,59,89,49,38,87,28,15,43,34,28,62,45,22,67,319,353,672
IARE401020,21,29,50,27,37,64,39,36,75,15,38,53,22,52,74,25,29,54,23,16,39,45,37,82,18,17,35,235,291,526
IARE401021,23,22,45,23,26,49,22,33,55,17,25,42,20,34,54,22,22,44,15,7,22,47,50,97,18,19,37,207,238,445
IARE401022,7,9,16,6,8,14,4,15,19,14,15,29,8,3,11,9,5,14,5,3,8,6,3,9,3,4,7,62,65,127
IARE401023,13,25,38,24,13,37,39,46,85,27,50,77,16,23,39,21,19,40,10,5,15,19,8,27,26,21,47,195,210,405
IARE402001,50,59,109,110,115,225,306,322,628,102,140,242,46,65,111,28,30,58,13,9,22,13,9,22,44,37,81,712,786,1498
IARE402002,5,10,15,10,8,18,15,23,38,11,6,17,7,16,23,0,11,11,0,10,10,15,7,22,23,24,47,86,115,201
IARE402003,14,14,28,11,16,27,27,31,58,18,23,41,23,21,44,16,14,30,16,3,19,62,13,75,28,35,63,215,170,385
IARE402004,24,26,50,36,50,86,68,64,132,42,56,98,19,63,82,27,27,54,14,9,23,46,18,64,19,31,50,295,344,639
IARE402005,62,58,120,75,68,143,130,151,281,68,141,209,67,103,170,41,72,113,41,43,84,109,61,170,226,77,303,819,774,1593
IARE402006,26,22,48,35,37,72,50,74,124,28,55,83,22,39,61,18,20,38,15,7,22,50,35,85,29,26,55,273,315,588
IARE403001,22,31,53,30,26,56,70,76,146,21,35,56,34,45,79,18,24,42,10,26,36,36,28,64,28,24,52,269,315,584
IARE403002,3,20,23,24,30,54,25,24,49,18,30,48,19,18,37,15,17,32,10,6,16,24,7,31,72,80,152,210,232,442
IARE403003,27,18,45,30,19,49,36,52,88,28,44,72,32,38,70,24,23,47,10,12,22,23,24,47,32,32,64,242,262,504
IARE494994,6,0,6,3,7,10,28,19,47,11,13,24,6,4,10,9,6,15,5,0,5,3,4,7,10,13,23,81,66,147
IARE497997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE501001,84,88,172,61,90,151,141,162,303,89,148,237,49,121,170,72,77,149,61,68,129,188,174,362,217,117,334,962,1045,2007
IARE501002,55,31,86,67,60,127,160,149,309,60,101,161,26,46,72,31,30,61,18,11,29,19,5,24,18,11,29,454,444,898
IARE502001,22,35,57,19,16,35,65,79,144,38,57,95,16,50,66,29,36,65,14,23,37,49,32,81,49,61,110,301,389,690
IARE502002,12,14,26,17,17,34,31,33,64,17,22,39,15,25,40,4,4,8,3,4,7,11,11,22,13,16,29,123,146,269
IARE502003,10,14,24,10,6,16,28,17,45,13,19,32,11,22,33,12,4,16,5,9,14,13,9,22,21,15,36,123,115,238
IARE502004,107,102,209,74,116,190,124,156,280,66,142,208,70,142,212,54,98,152,35,59,94,196,98,294,353,173,526,1079,1086,2165
IARE502005,13,13,26,7,11,18,9,14,23,7,9,16,10,21,31,7,13,20,5,5,10,32,12,44,20,8,28,110,106,216
IARE502006,8,17,25,7,16,23,35,41,76,13,22,35,6,12,18,5,10,15,7,3,10,20,10,30,29,33,62,130,164,294
IARE502007,5,5,10,12,15,27,18,14,32,4,15,19,5,8,13,6,8,14,7,4,11,13,3,16,9,4,13,79,76,155
IARE503001,22,41,63,20,20,40,12,37,49,8,24,32,17,34,51,11,20,31,7,7,14,31,10,41,43,28,71,171,221,392
IARE503002,21,23,44,8,18,26,33,32,65,20,35,55,4,24,28,14,15,29,11,12,23,43,8,51,24,15,39,178,182,360
IARE503003,47,70,117,36,58,94,84,105,189,57,108,165,37,95,132,36,52,88,23,48,71,157,85,242,142,97,239,619,718,1337
IARE503004,14,14,28,91,68,159,142,179,321,31,63,94,11,35,46,17,23,40,3,5,8,25,9,34,26,31,57,360,427,787
IARE503005,10,12,22,34,27,61,49,41,90,22,30,52,11,22,33,3,13,16,0,4,4,26,9,35,12,25,37,167,183,350
IARE503006,4,6,10,34,42,76,30,53,83,11,26,37,14,10,24,7,3,10,0,0,0,0,3,3,12,20,32,112,163,275
IARE503007,8,4,12,8,10,18,41,57,98,6,10,16,3,11,14,5,4,9,0,3,3,22,4,26,3,0,3,96,103,199
IARE504001,52,32,84,9,12,21,35,30,65,12,18,30,10,12,22,10,6,16,8,9,17,19,4,23,7,3,10,162,126,288
IARE504002,34,20,54,44,53,97,144,149,293,48,79,127,14,19,33,11,14,25,4,4,8,19,12,31,17,17,34,335,367,702
IARE504003,39,39,78,25,35,60,115,121,236,45,75,120,10,31,41,15,22,37,8,17,25,19,26,45,20,28,48,296,394,690
IARE504004,11,6,17,16,15,31,39,29,68,23,11,34,8,15,23,6,9,15,3,4,7,6,0,6,11,19,30,123,108,231
IARE504005,12,14,26,16,14,30,43,45,88,14,22,36,10,13,23,3,3,6,4,0,4,3,3,6,13,14,27,118,128,246
IARE504006,36,38,74,26,25,51,86,109,195,36,49,85,29,62,91,30,35,65,8,29,37,56,53,109,54,66,120,361,466,827
IARE504007,17,8,25,15,10,25,35,39,74,16,17,33,3,8,11,4,11,15,7,3,10,13,0,13,16,10,26,126,106,232
IARE504008,9,11,20,3,9,12,29,47,76,16,14,30,14,13,27,8,22,30,9,7,16,22,13,35,15,14,29,125,150,275
IARE505001,59,55,114,68,46,114,85,93,178,36,68,104,36,72,108,45,54,99,40,29,69,119,59,178,57,50,107,545,526,1071
IARE505002,17,9,26,7,12,19,19,20,39,17,16,33,5,17,22,12,5,17,5,9,14,32,18,50,14,12,26,128,118,246
IARE505003,28,29,57,17,20,37,20,48,68,15,46,61,18,39,57,19,26,45,15,21,36,62,55,117,35,22,57,229,306,535
IARE505004,40,34,74,25,44,69,20,48,68,37,59,96,16,46,62,19,34,53,11,25,36,67,73,140,47,56,103,282,419,701
IARE505005,31,19,50,32,32,64,38,48,86,29,40,69,26,33,59,18,32,50,16,16,32,70,37,107,20,31,51,280,288,568
IARE505006,50,60,110,44,59,103,58,91,149,50,65,115,36,55,91,35,57,92,20,30,50,98,77,175,53,52,105,444,546,990
IARE505007,9,12,21,13,11,24,20,32,52,19,17,36,18,22,40,6,13,19,3,13,16,31,22,53,29,29,58,148,171,319
IARE505008,62,76,138,61,92,153,79,115,194,64,92,156,52,123,175,65,62,127,40,70,110,159,96,255,315,106,421,897,832,1729
IARE505009,27,27,54,25,25,50,20,32,52,13,19,32,18,41,59,19,36,55,28,25,53,100,65,165,15,18,33,265,288,553
IARE505010,39,54,93,24,39,63,18,34,52,17,22,39,22,36,58,22,28,50,15,17,32,78,64,142,27,13,40,262,307,569
IARE505011,39,28,67,25,24,49,29,48,77,24,33,57,20,45,65,17,31,48,24,14,38,56,40,96,292,22,314,526,285,811
IARE505012,12,15,27,17,16,33,25,31,56,12,28,40,20,18,38,11,19,30,5,14,19,50,40,90,26,26,52,178,207,385
IARE505013,25,20,45,31,24,55,20,22,42,14,17,31,10,40,50,18,19,37,18,11,29,68,39,107,426,16,442,630,208,838
IARE505014,19,31,50,24,23,47,30,33,63,19,31,50,18,27,45,14,15,29,10,8,18,62,47,109,29,15,44,225,230,455
IARE505015,59,70,129,41,56,97,48,81,129,32,67,99,42,68,110,28,57,85,33,29,62,170,71,241,41,28,69,494,527,1021
IARE505016,4,6,10,4,5,9,11,4,15,3,6,9,0,6,6,0,12,12,3,3,6,23,17,40,31,3,34,79,62,141
IARE505017,40,22,62,33,36,69,45,58,103,36,43,79,19,41,60,21,28,49,11,12,23,50,46,96,53,57,110,308,343,651
IARE505018,69,80,149,81,88,169,90,129,219,50,111,161,61,124,185,50,90,140,51,47,98,171,163,334,63,96,159,686,928,1614
IARE505019,106,88,194,86,117,203,88,125,213,54,139,193,65,126,191,66,95,161,63,53,116,202,137,339,101,194,295,831,1074,1905
IARE505020,64,43,107,48,52,100,54,49,103,20,58,78,24,75,99,21,39,60,26,20,46,104,51,155,24,40,64,385,427,812
IARE505021,33,31,64,20,35,55,32,44,76,10,40,50,12,47,59,9,30,39,13,18,31,66,46,112,23,26,49,218,317,535
IARE506001,49,40,89,77,85,162,159,175,334,34,67,101,22,47,69,22,22,44,14,25,39,236,84,320,114,129,243,727,674,1401
IARE506002,31,45,76,17,38,55,32,33,65,15,27,42,17,28,45,9,21,30,8,19,27,200,70,270,29,17,46,358,298,656
IARE506003,38,41,79,14,15,29,18,26,44,8,33,41,15,24,39,4,15,19,11,10,21,160,82,242,25,30,55,293,276,569
IARE506004,79,86,165,40,63,103,73,86,159,68,126,194,31,74,105,17,49,66,17,38,55,320,141,461,131,120,251,776,783,1559
IARE506005,72,41,113,10,20,30,44,57,101,22,45,67,22,49,71,16,27,43,10,17,27,109,51,160,206,52,258,511,359,870
IARE507001,41,25,66,46,26,72,43,53,96,32,57,89,23,52,75,23,23,46,13,28,41,50,30,80,130,25,155,401,319,720
IARE507002,29,43,72,36,28,64,57,59,116,35,70,105,29,51,80,25,43,68,17,13,30,34,20,54,36,30,66,298,357,655
IARE507003,26,26,52,34,51,85,35,49,84,33,53,86,15,56,71,27,23,50,9,22,31,51,31,82,90,30,120,320,341,661
IARE507004,18,15,33,7,17,24,19,25,44,5,16,21,16,24,40,12,20,32,7,8,15,26,16,42,16,21,37,126,162,288
IARE507005,12,13,25,10,17,27,9,12,21,9,8,17,7,12,19,8,14,22,9,5,14,26,8,34,10,19,29,100,108,208
IARE507006,17,14,31,11,19,30,17,21,38,6,16,22,6,28,34,11,9,20,11,4,15,45,10,55,14,11,25,138,132,270
IARE507007,15,14,29,19,17,36,28,30,58,12,26,38,12,24,36,13,5,18,3,4,7,14,9,23,15,14,29,131,143,274
IARE507008,13,13,26,14,13,27,17,24,41,12,23,35,12,18,30,16,14,30,9,6,15,12,0,12,19,10,29,124,121,245
IARE507009,45,44,89,51,53,104,54,58,112,21,53,74,31,66,97,31,38,69,21,19,40,104,41,145,35,31,66,393,403,796
IARE507010,15,11,26,12,12,24,24,29,53,9,25,34,5,19,24,19,11,30,3,12,15,9,8,17,11,14,25,107,141,248
IARE507011,24,24,48,5,18,23,30,39,69,16,34,50,15,23,38,16,19,35,13,6,19,30,7,37,12,14,26,161,184,345
IARE507012,13,10,23,12,15,27,19,28,47,4,20,24,6,20,26,9,6,15,6,3,9,35,7,42,8,13,21,112,122,234
IARE507013,32,20,52,30,40,70,48,53,101,21,54,75,28,34,62,21,20,41,11,11,22,23,14,37,42,29,71,256,275,531
IARE507014,11,6,17,18,19,37,18,35,53,7,13,20,8,26,34,4,17,21,10,5,15,13,9,22,15,18,33,104,148,252
IARE507015,32,44,76,34,43,77,32,48,80,27,54,81,35,64,99,27,36,63,25,12,37,78,39,117,37,35,72,327,375,702
IARE508001,39,29,68,22,34,56,93,97,190,55,84,139,38,45,83,22,40,62,21,31,52,46,53,99,31,41,72,367,454,821
IARE508002,34,25,59,72,90,162,86,108,194,43,38,81,29,33,62,18,19,37,12,9,21,24,26,50,20,28,48,338,376,714
IARE508003,24,15,39,44,51,95,119,142,261,34,53,87,16,27,43,15,10,25,4,4,8,4,5,9,40,35,75,300,342,642
IARE508004,22,19,41,32,24,56,89,82,171,29,46,75,25,24,49,13,22,35,4,8,12,10,9,19,11,10,21,235,244,479
IARE594994,17,10,27,24,14,38,59,56,115,41,31,72,3,11,14,10,6,16,5,0,5,23,9,32,60,36,96,242,173,415
IARE597997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4
IARE601001,74,72,146,84,118,202,120,153,273,67,141,208,78,167,245,107,85,192,70,45,115,146,70,216,49,38,87,795,889,1684
IARE601002,21,22,43,42,44,86,51,72,123,30,68,98,40,56,96,41,40,81,22,8,30,38,23,61,36,24,60,321,357,678
IARE601003,113,103,216,161,181,342,253,268,521,187,269,456,165,330,495,202,213,415,139,121,260,241,179,420,127,93,220,1588,1757,3345
IARE601004,39,40,79,28,53,81,58,70,128,49,70,119,44,88,132,65,54,119,42,21,63,76,31,107,16,20,36,417,447,864
IARE601005,31,25,56,29,38,67,36,37,73,27,48,75,29,68,97,46,40,86,34,33,67,82,53,135,15,15,30,329,357,686
IARE601006,52,50,102,55,63,118,112,122,234,56,132,188,70,127,197,75,59,134,56,28,84,77,43,120,41,36,77,594,660,1254
IARE601007,22,22,44,15,33,48,24,44,68,25,27,52,28,50,78,22,34,56,19,17,36,40,11,51,6,12,18,201,250,451
IARE601008,21,29,50,23,30,53,47,60,107,32,57,89,28,42,70,21,29,50,34,10,44,17,11,28,16,6,22,239,274,513
IARE601009,17,28,45,31,23,54,51,54,105,34,35,69,31,48,79,35,30,65,16,15,31,32,17,49,17,11,28,264,261,525
IARE601010,66,102,168,97,139,236,125,149,274,119,147,266,110,230,340,149,127,276,87,44,131,202,84,286,46,43,89,1001,1065,2066
IARE601011,21,20,41,34,37,71,41,50,91,32,37,69,23,47,70,33,38,71,30,17,47,61,21,82,9,12,21,284,279,563
IARE694994,4,0,4,6,0,6,22,7,29,5,0,5,5,4,9,0,0,0,0,0,0,3,4,7,3,0,3,48,15,63
IARE697997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4
IARE701001,104,108,212,85,99,184,154,180,334,102,178,280,92,124,216,88,142,230,81,84,165,208,228,436,193,249,442,1107,1392,2499
IARE701002,32,17,49,67,78,145,88,127,215,28,64,92,12,21,33,6,6,12,3,3,6,10,9,19,27,30,57,273,355,628
IARE702001,46,33,79,76,78,154,115,138,253,40,71,111,30,47,77,30,17,47,11,14,25,5,13,18,538,73,611,891,484,1375
IARE702002,4,4,8,49,55,104,20,24,44,5,4,9,3,3,6,3,3,6,0,0,0,3,0,3,34,26,60,121,119,240
IARE702003,23,13,36,66,62,128,99,96,195,25,58,83,11,24,35,7,12,19,0,4,4,3,6,9,28,25,53,262,300,562
IARE702004,0,3,3,5,5,10,14,14,28,9,14,23,4,4,8,3,3,6,3,3,6,3,0,3,3,7,10,44,53,97
IARE702005,11,4,15,33,24,57,47,89,136,3,5,8,6,3,9,10,5,15,5,3,8,0,0,0,14,13,27,129,146,275
IARE702006,6,4,10,36,30,66,29,40,69,12,12,24,9,16,25,0,0,0,0,0,0,3,0,3,8,5,13,103,107,210
IARE702007,10,3,13,49,62,111,34,53,87,12,18,30,12,25,37,13,13,26,3,5,8,6,4,10,9,15,24,148,198,346
IARE702008,5,8,13,41,67,108,10,13,23,9,12,21,9,3,12,3,3,6,3,0,3,0,0,0,26,39,65,106,145,251
IARE702009,13,17,30,47,38,85,25,40,65,13,13,26,10,6,16,10,8,18,8,3,11,6,0,6,26,29,55,158,154,312
IARE702010,0,4,4,10,9,19,29,45,74,0,0,0,0,0,0,0,0,0,5,0,5,8,4,12,11,19,30,63,81,144
IARE702011,3,3,6,28,45,73,42,50,92,12,4,16,3,4,7,3,4,7,0,0,0,0,0,0,49,68,117,140,178,318
IARE702012,6,4,10,91,127,218,37,65,102,10,13,23,5,5,10,6,6,12,0,0,0,3,0,3,35,30,65,193,250,443
IARE702013,5,8,13,65,85,150,5,19,24,4,12,16,14,16,30,3,0,3,0,0,0,0,0,0,14,25,39,110,165,275
IARE702014,19,7,26,64,68,132,54,85,139,19,12,31,7,15,22,7,3,10,0,3,3,0,8,8,14,12,26,184,213,397
IARE702015,3,3,6,3,14,17,24,36,60,7,0,7,4,6,10,3,0,3,0,0,0,0,0,0,10,19,29,54,78,132
IARE702016,6,6,12,20,17,37,16,24,40,6,3,9,3,3,6,0,0,0,3,0,3,0,3,3,3,11,14,57,67,124
IARE702017,11,7,18,22,41,63,87,106,193,3,21,24,18,15,33,9,8,17,4,5,9,0,0,0,24,23,47,178,226,404
IARE703001,11,10,21,4,10,14,12,13,25,3,13,16,10,13,23,8,3,11,11,4,15,29,38,67,23,3,26,111,107,218
IARE703002,18,10,28,24,18,42,14,12,26,9,25,34,11,20,31,19,24,43,14,29,43,50,53,103,3,7,10,162,198,360
IARE703003,28,21,49,25,29,54,57,84,141,19,43,62,7,14,21,10,14,24,16,8,24,20,26,46,18,16,34,200,255,455
IARE703004,15,18,33,14,17,31,53,47,100,23,40,63,7,24,31,15,8,23,6,7,13,18,12,30,25,18,43,176,191,367
IARE703005,47,31,78,27,31,58,47,60,107,52,46,98,33,25,58,27,24,51,27,36,63,75,73,148,62,42,104,397,368,765
IARE703006,38,25,63,17,15,32,14,25,39,13,18,31,15,31,46,12,30,42,14,26,40,49,55,104,20,29,49,192,254,446
IARE703007,47,43,90,23,38,61,57,62,119,33,36,69,37,40,77,49,38,87,46,45,91,119,94,213,28,30,58,439,426,865
IARE703008,19,12,31,10,19,29,9,27,36,11,28,39,11,30,41,13,15,28,17,16,33,20,37,57,14,12,26,124,196,320
IARE703009,35,30,65,6,7,13,23,28,51,14,14,28,8,15,23,12,13,25,10,11,21,27,17,44,490,32,522,625,167,792
IARE703010,23,9,32,11,10,21,18,7,25,11,19,30,11,12,23,16,16,32,16,19,35,33,41,74,15,17,32,154,150,304
IARE703011,24,16,40,11,11,22,9,16,25,7,23,30,15,25,40,8,20,28,11,17,28,40,27,67,28,27,55,153,182,335
IARE703012,8,11,19,9,3,12,3,15,18,24,25,49,15,18,33,7,14,21,21,13,34,31,27,58,12,12,24,130,138,268
IARE703013,117,95,212,58,91,149,82,122,204,63,114,177,57,110,167,75,104,179,79,101,180,253,221,474,55,73,128,839,1031,1870
IARE703014,25,30,55,11,18,29,15,20,35,25,38,63,11,19,30,22,16,38,17,16,33,45,56,101,13,14,27,184,227,411
IARE704001,62,46,108,80,81,161,70,129,199,23,56,79,34,54,88,27,21,48,25,7,32,33,15,48,16,15,31,370,424,794
IARE704002,13,20,33,33,23,56,27,36,63,11,17,28,12,24,36,9,10,19,9,7,16,51,26,77,8,12,20,173,175,348
IARE704003,45,32,77,111,107,218,293,335,628,43,108,151,135,101,236,51,39,90,17,11,28,22,9,31,49,49,98,766,791,1557
IARE704004,58,31,89,100,128,228,228,184,412,72,132,204,59,68,127,54,31,85,18,14,32,11,10,21,32,48,80,632,646,1278
IARE704005,104,71,175,255,301,556,95,148,243,32,49,81,67,65,132,27,15,42,3,6,9,3,10,13,18,15,33,604,680,1284
IARE704006,86,55,141,215,227,442,256,305,561,65,64,129,37,46,83,43,37,80,19,15,34,19,20,39,20,25,45,760,794,1554
IARE705001,15,18,33,17,30,47,47,59,106,18,22,40,30,34,64,20,8,28,4,3,7,14,8,22,61,68,129,226,250,476
IARE705002,15,5,20,27,41,68,43,55,98,12,19,31,5,9,14,12,17,29,4,5,9,0,0,0,9,16,25,127,167,294
IARE705003,33,17,50,164,143,307,152,174,326,30,64,94,29,32,61,43,30,73,5,5,10,11,15,26,40,48,88,507,528,1035
IARE705004,26,20,46,36,36,72,120,100,220,17,39,56,25,37,62,45,29,74,0,3,3,10,5,15,50,46,96,329,315,644
IARE705005,58,59,117,75,77,152,201,236,437,75,111,186,54,82,136,43,53,96,36,49,85,92,106,198,77,86,163,711,859,1570
IARE705006,3,7,10,46,62,108,34,52,86,9,19,28,5,7,12,16,12,28,5,4,9,6,0,6,22,32,54,146,195,341
IARE705007,37,25,62,42,28,70,129,120,249,37,71,108,18,28,46,18,32,50,5,8,13,6,4,10,12,5,17,304,321,625
IARE705008,14,11,25,8,17,25,52,63,115,9,13,22,17,11,28,27,6,33,4,4,8,4,3,7,12,13,25,147,141,288
IARE705009,14,7,21,3,9,12,53,43,96,10,39,49,8,14,22,15,17,32,0,0,0,3,4,7,11,0,11,117,133,250
IARE706001,30,36,66,72,103,175,145,185,330,61,92,153,25,29,54,52,41,93,23,16,39,58,28,86,35,28,63,501,558,1059
IARE706002,33,28,61,116,91,207,127,145,272,19,43,62,13,14,27,5,5,10,5,0,5,3,0,3,23,20,43,344,346,690
IARE706003,7,6,13,17,24,41,82,88,170,38,47,85,17,29,46,13,5,18,3,0,3,3,0,3,19,16,35,199,215,414
IARE706004,73,50,123,129,158,287,256,250,506,66,95,161,60,63,123,40,40,80,13,20,33,3,16,19,32,35,67,672,727,1399
IARE706005,6,14,20,21,36,57,26,31,57,11,24,35,17,16,33,9,13,22,4,10,14,39,26,65,14,18,32,147,188,335
IARE706006,19,9,28,71,73,144,44,57,101,19,22,41,12,16,28,10,12,22,0,0,0,9,6,15,28,22,50,212,217,429
