region_id,M_T_20_24_PD_GD_GCL,M_T_20_24_BDL,M_T_20_24_ADip_DipL,M_T_20_24_CL_nfd,M_T_20_24_Ct_III_IV,M_T_20_24_Ct_I_II,M_T_20_24_LoE_NS,M_T_20_24_Tot,M_T_25_34_PD_GD_GCL,M_T_25_34_BDL,M_T_25_34_ADip_DipL,M_T_25_34_CL_nfd,M_T_25_34_Ct_III_IV,M_T_25_34_Ct_I_II,M_T_25_34_LoE_NS,M_T_25_34_Tot,M_T_35_44_PD_GD_GCL,M_T_35_44_BDL,M_T_35_44_ADip_DipL,M_T_35_44_CL_nfd,M_T_35_44_Ct_III_IV,M_T_35_44_Ct_I_II,M_T_35_44_LoE_NS,M_T_35_44_Tot,M_T_45_54_PD_GD_GCL,M_T_45_54_BDL,M_T_45_54_ADip_DipL,M_T_45_54_CL_nfd,M_T_45_54_Ct_III_IV,M_T_45_54_Ct_I_II,M_T_45_54_LoE_NS,M_T_45_54_Tot,M_T_55_64_PD_GD_GCL,M_T_55_64_BDL,M_T_55_64_ADip_DipL,M_T_55_64_CL_nfd,M_T_55_64_Ct_III_IV,M_T_55_64_Ct_I_II,M_T_55_64_LoE_NS,M_T_55_64_Tot,M_T_65ov_PtgdDe_GdDp_GdCt,M_T_65ov_BDL,M_T_65ov_ADip_DipL,M_T_65ov_CL_nfd,M_T_65ov_Ct_III_IV,M_T_65ov_Ct_I_II,M_T_65ov_LoE_NS,M_T_65ov_Tot,M_T_Tot_PD_GD_GCL,M_T_Tot_BDL,M_T_Tot_ADip_DipL,M_T_Tot_CL_nfd,M_T_Tot_Ct_III_IV,M_T_Tot_Ct_I_II,M_T_Tot_LoE_NS,M_T_Tot_Tot,F_Ind_15_19_PD_GD_GCL,F_Ind_15_19_BDL,F_Ind_15_19_ADip_DipL,F_Ind_15_19_CL_nfd,F_Ind_15_19_Ct_III_IV,F_Ind_15_19_Ct_I_II,F_Ind_15_19_LoE_NS,F_Ind_15_19_Tot,F_Ind_20_24_PD_GD_GCL,F_Ind_20_24_BDL,F_Ind_20_24_ADip_DipL,F_Ind_20_24_CL_nfd,F_Ind_20_24_Ct_III_IV,F_Ind_20_24_Ct_I_II,F_Ind_20_24_LoE_NS,F_Ind_20_24_Tot,F_Ind_25_34_PD_GD_GCL,F_Ind_25_34_BDL,F_Ind_25_34_ADip_DipL,F_Ind_25_34_CL_nfd,F_Ind_25_34_Ct_III_IV,F_Ind_25_34_Ct_I_II,F_Ind_25_34_LoE_NS,F_Ind_25_34_Tot,F_Ind_35_44_PD_GD_GCL,F_Ind_35_44_BDL,F_Ind_35_44_ADip_DipL,F_Ind_35_44_CL_nfd,F_Ind_35_44_Ct_III_IV,F_Ind_35_44_Ct_I_II,F_Ind_35_44_LoE_NS,F_Ind_35_44_Tot,F_Ind_45_54_PD_GD_GCL,F_Ind_45_54_BDL,F_Ind_45_54_ADip_DipL,F_Ind_45_54_CL_nfd,F_Ind_45_54_Ct_III_IV,F_Ind_45_54_Ct_I_II,F_Ind_45_54_LoE_NS,F_Ind_45_54_Tot,F_Ind_55_64_PD_GD_GCL,F_Ind_55_64_BDL,F_Ind_55_64_ADip_DipL,F_Ind_55_64_CL_nfd,F_Ind_55_64_Ct_III_IV,F_Ind_55_64_Ct_I_II,F_Ind_55_64_LoE_NS,F_Ind_55_64_Tot,F_Ind_65ov_PtgdDe_GdDp_GdCt,F_Ind_65ov_BDL,F_Ind_65ov_ADip_DipL,F_Ind_65ov_CL_nfd,F_Ind_65ov_Ct_III_IV,F_Ind_65ov_Ct_I_II,F_Ind_65ov_LoE_NS,F_Ind_65ov_Tot,F_Ind_TotPdDe_GdDp_GdCt,F_Ind_Tot_BDL,F_Ind_Tot_ADip_DipL,F_Ind_Tot_CL_nfd,F_Ind_Tot_Ct_III_IV,F_Ind_Tot_Ct_I_II,F_Ind_Tot_LoE_NS,F_Ind_Tot_Tot,F_NonI_15_19_PD_GD_GCL,F_NonI_15_19_BDL,F_NonI_15_19_ADip_DipL,F_NonI_15_19_CL_nfd,F_NonI_15_19_Ct_III_IV,F_NonI_15_19_Ct_I_II,F_NonI_15_19_LoE_NS,F_NonI_15_19_Tot,F_NonI_20_24_PD_GD_GCL,F_NonI_20_24_BDL,F_NonI_20_24_ADip_DipL,F_NonI_20_24_CL_nfd,F_NonI_20_24_Ct_III_IV,F_NonI_20_24_Ct_I_II,F_NonI_20_24_LoE_NS,F_NonI_20_24_Tot,F_NonI_25_34_PD_GD_GCL,F_NonI_25_34_BDL,F_NonI_25_34_ADip_DipL,F_NonI_25_34_CL_nfd,F_NonI_25_34_Ct_III_IV,F_NonI_25_34_Ct_I_II,F_NonI_25_34_LoE_NS,F_NonI_25_34_Tot,F_NonI_35_44_PD_GD_GCL,F_NonI_35_44_BDL,F_NonI_35_44_ADip_DipL,F_NonI_35_44_CL_nfd,F_NonI_35_44_Ct_III_IV,F_NonI_35_44_Ct_I_II,F_NonI_35_44_LoE_NS,F_NonI_35_44_Tot,F_NonI_45_54_PD_GD_GCL,F_NonI_45_54_BDL,F_NonI_45_54_ADip_DipL,F_NonI_45_54_CL_nfd,F_NonI_45_54_Ct_III_IV,F_NonI_45_54_Ct_I_II,F_NonI_45_54_LoE_NS,F_NonI_45_54_Tot,F_NonI_55_64_PD_GD_GCL,F_NonI_55_64_BDL,F_NonI_55_64_ADip_DipL,F_NonI_55_64_CL_nfd,F_NonI_55_64_Ct_III_IV,F_NonI_55_64_Ct_I_II,F_NonI_55_64_LoE_NS,F_NonI_55_64_Tot,F_NonI_65ov_PtgdDe_GdDp_GdCt,F_NonI_65ov_BDL,F_NonI_65ov_ADip_DipL,F_NonI_65ov_CL_nfd,F_NonI_65ov_Ct_III_IV,F_NonI_65ov_Ct_I_II,F_NonI_65ov_LoE_NS,F_NonI_65ov_Tot,F_NonI_Tot_PD_GD_GCL,F_NonI_Tot_BDL,F_NonI_Tot_ADip_DipL,F_NonI_Tot_CL_nfd,F_NonI_Tot_Ct_III_IV,F_NonI_Tot_Ct_I_II,F_NonI_Tot_LoE_NS,F_NonI_Tot_Tot,F_IS_NS_15_19_PD_GD_GCL,F_IS_NS_15_19_BDL,F_IS_NS_15_19_ADip_DipL,F_IS_NS_15_19_CL_nfd,F_IS_NS_15_19_Crt_III_an_IV_L,F_IS_NS_15_19_Ct_I_II,F_IS_NS_15_19_LoE_NS,F_IS_NS_15_19_Tot,F_IS_NS_20_24_PD_GD_GCL,F_IS_NS_20_24_BDL,F_IS_NS_20_24_ADip_DipL,F_IS_NS_20_24_CL_nfd,F_IS_NS_20_24_Crt_III_an_IV_L,F_IS_NS_20_24_Ct_I_II,F_IS_NS_20_24_LoE_NS,F_IS_NS_20_24_Tot
IARE107027,149,1256,859,62,667,70,901,3964,3025,5428,1796,122,1752,116,1927,14166,2015,3531,1419,160,1777,73,1281,10256,1540,2718,1082,172,1937,88,1248,8785,1045,1782,761,158,1412,42,919,6119,532,1104,505,149,1725,42,1893,5950,8311,15828,6446,832,9346,455,8738,49956,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,11,0,10,10,0,10,3,4,37,6,13,7,3,8,3,0,40,4,10,8,0,4,0,3,29,4,5,5,0,0,0,10,24,3,0,0,0,0,0,6,9,17,38,30,3,29,10,23,150,3,13,58,16,90,27,266,473,238,1828,744,62,439,77,295,3683,2968,6492,1779,185,979,165,606,13174,2088,4317,1949,327,907,175,598,10361,1481,2803,1729,353,790,175,825,8156,922,1585,1020,274,461,81,781,5124,331,840,791,227,338,58,2223,4808,8031,17878,8070,1444,4004,758,5594,45779,0,0,0,0,0,0,207,207,0,11,8,0,4,0,389,412
IARE107028,112,1235,420,41,390,36,519,2753,2692,7016,1573,140,1331,67,1737,14556,3263,5624,1445,137,1156,68,1407,13100,2415,4115,1081,144,1033,48,1021,9857,1914,2943,865,150,829,55,948,7704,1395,2550,1026,171,1110,50,1569,7871,11796,23488,6432,796,5898,339,7609,56358,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,6,3,20,3,3,8,0,4,41,6,4,5,0,4,0,0,19,4,0,3,3,0,3,3,16,0,3,0,0,3,0,4,10,0,0,3,0,0,0,3,6,13,30,14,6,21,3,14,101,0,8,30,8,64,16,173,299,178,1825,428,38,327,45,136,2977,3406,8566,1772,160,769,97,392,15162,3354,6474,2078,253,673,122,466,13420,2372,3999,1883,291,537,126,583,9791,1656,2576,1746,385,429,100,714,7606,885,1971,1749,416,338,94,1996,7449,11851,25419,9686,1551,3137,600,4460,56704,0,0,0,0,0,0,190,190,0,8,3,0,3,0,345,359
IARE107029,4,56,45,10,451,22,105,693,42,152,115,21,922,31,170,1453,76,208,200,33,1315,15,246,2093,108,181,231,40,1174,18,249,2001,109,179,166,52,873,13,210,1602,41,107,94,27,648,8,328,1253,380,883,860,187,5462,120,1457,9349,0,0,0,0,8,0,6,14,0,3,3,0,6,3,3,18,3,0,5,0,15,3,0,26,3,5,4,3,9,3,5,32,6,3,5,0,9,3,3,29,0,5,5,3,3,0,5,21,0,3,0,0,0,0,3,6,12,19,22,6,50,12,25,146,3,0,12,17,80,32,94,238,15,106,110,32,221,40,50,574,94,375,265,48,411,60,105,1358,129,437,372,111,433,68,179,1729,141,328,330,117,385,53,231,1585,117,231,236,83,192,50,208,1117,41,90,121,36,69,16,376,749,540,1567,1446,444,1791,319,1243,7350,0,0,0,0,0,0,54,54,0,0,0,0,0,0,38,38
IARE107030,104,777,419,70,1377,120,623,3490,918,2160,955,148,3420,150,973,8724,905,1809,1362,134,3832,91,953,9086,967,1451,1165,172,4126,92,1096,9069,804,1097,848,189,3153,78,1062,7231,423,697,652,179,3621,70,2231,7873,4121,8000,5442,916,19765,669,7527,46440,0,0,0,4,10,3,21,38,3,16,8,8,42,6,13,96,5,28,27,3,54,8,22,147,12,26,22,4,42,10,34,150,12,19,34,0,30,0,23,118,5,8,9,0,3,3,23,51,3,0,0,3,3,4,30,43,40,97,100,22,184,34,166,643,3,7,47,30,223,99,338,747,122,1003,570,109,976,176,236,3192,1090,2884,1231,221,1965,337,410,8138,1066,2401,1642,429,1691,288,614,8131,988,1681,1474,487,1595,258,901,7384,784,1048,1107,368,775,152,1019,5253,243,705,775,314,437,96,2832,5402,4296,9729,6846,1958,7662,1406,6350,38247,0,0,0,0,0,0,169,169,0,5,3,0,6,3,254,271
IARE107031,40,673,179,27,262,20,554,1755,1412,4589,1033,95,1048,53,1961,10191,1607,3355,897,85,826,41,1328,8139,1198,2136,618,64,642,27,939,5624,899,1643,407,64,615,22,767,4417,721,1391,459,69,841,15,1434,4930,5877,13792,3601,408,4262,187,7302,35429,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,20,3,0,5,0,0,28,3,10,3,0,5,0,0,21,3,0,3,0,4,0,3,13,3,0,3,0,0,0,0,6,0,0,0,0,0,0,3,3,9,30,12,0,14,0,13,78,3,3,19,4,21,5,111,166,75,1049,285,33,230,30,109,1811,1714,5908,1259,128,527,78,341,9955,1627,3632,1214,136,399,56,307,7371,1158,2120,974,135,298,54,388,5127,838,1412,829,153,236,40,497,4005,470,1049,870,185,278,37,1441,4330,5885,15173,5450,774,1989,300,3194,32765,0,3,3,0,0,0,179,185,0,6,0,0,5,0,400,411
IARE194994,6,82,24,5,77,22,147,363,87,225,71,20,242,12,409,1066,52,112,55,8,214,11,462,914,21,74,57,12,203,7,477,851,22,70,55,12,171,0,306,636,18,36,36,6,165,5,238,504,206,599,298,66,1088,67,2112,4436,0,0,0,0,3,0,8,11,0,0,0,3,3,3,5,14,3,3,3,0,7,0,34,50,0,0,3,0,6,3,25,37,0,3,3,3,3,3,18,33,0,0,0,0,3,0,6,9,3,0,3,0,0,0,3,9,6,6,12,6,25,9,99,163,0,0,3,5,16,13,38,75,9,97,41,12,55,16,38,268,106,304,75,21,93,23,103,725,41,116,72,23,48,11,87,398,44,54,54,25,65,9,77,328,39,67,67,21,39,10,79,322,0,27,22,10,19,3,118,199,239,665,334,117,335,85,540,2315,0,0,0,0,0,0,25,25,0,0,0,0,0,3,46,49
IARE197997,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,3,0,4,0,0,7,0,3,0,0,0,0,3,6,0,0,0,0,3,0,3,6,0,0,0,0,8,0,5,13,0,3,3,0,21,0,11,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,3,0,0,3,0,6,0,0,3,0,0,0,7,10,0,3,6,0,3,3,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE201001,35,665,812,76,1087,85,914,3674,883,2551,1578,147,2483,125,1877,9644,547,1677,945,141,2375,113,1374,7172,349,1002,749,116,2372,73,1354,6015,230,657,512,81,2056,53,1244,4833,76,269,246,50,1652,14,1728,4035,2123,6828,4882,630,12265,499,9282,36509,0,0,3,3,3,0,5,14,0,0,3,0,10,3,5,21,0,7,3,0,4,3,6,23,0,4,0,3,11,0,7,25,0,0,3,0,9,0,0,12,0,0,5,0,0,0,7,12,0,0,0,0,0,0,5,5,0,11,17,6,37,6,35,112,0,9,40,14,162,71,507,803,70,1009,719,119,660,118,391,3086,997,3388,1628,240,1412,248,765,8678,564,2022,1350,301,1162,208,804,6411,307,1033,850,257,910,171,866,4394,175,604,503,141,507,86,930,2946,47,213,223,56,221,21,1675,2456,2160,8278,5313,1128,5034,923,5938,28774,0,0,5,3,6,0,262,276,3,13,11,0,10,3,324,364
IARE201002,7,120,100,25,740,36,153,1181,99,447,402,46,1714,53,339,3100,158,462,407,56,2005,30,391,3509,168,349,364,53,1707,33,387,3061,143,286,316,57,1102,13,370,2287,77,171,244,35,897,9,576,2009,652,1835,1840,280,8319,199,2458,15583,0,0,0,0,5,0,0,5,0,0,0,3,3,0,3,9,0,3,3,0,6,0,0,12,0,4,4,0,0,6,4,18,0,0,3,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,14,9,10,53,0,3,20,23,125,48,183,402,11,225,235,52,513,71,89,1196,268,915,699,144,951,152,177,3306,257,748,713,148,812,142,256,3076,207,548,526,113,659,103,286,2442,140,361,317,72,323,51,290,1554,59,193,233,59,158,18,701,1421,942,2993,2743,611,3541,585,1982,13397,0,0,0,0,0,0,88,88,0,0,0,0,0,0,73,73
IARE201003,17,244,238,35,828,49,286,1697,348,951,653,80,1921,89,524,4566,323,831,656,94,2178,52,593,4727,288,632,606,68,2188,48,580,4410,174,343,390,55,1211,19,454,2646,64,133,190,23,776,14,511,1711,1214,3138,2741,367,9305,321,3378,20464,0,0,0,0,3,3,3,9,3,3,4,0,4,0,0,14,0,3,4,4,11,0,4,26,0,4,5,0,7,3,3,22,3,3,3,0,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,13,16,4,28,9,16,92,0,5,18,23,158,78,292,574,41,472,368,75,538,83,182,1759,482,1612,978,148,1034,198,316,4768,406,1125,946,207,975,184,421,4264,235,721,752,178,757,112,435,3190,144,321,361,84,327,48,391,1676,43,147,151,39,118,18,603,1119,1351,4403,3574,754,3907,721,2640,17350,0,0,0,0,0,0,147,147,0,5,0,3,10,3,110,131
IARE201004,26,580,606,81,1733,154,699,3879,800,2442,1755,208,4630,204,1353,11392,971,2279,1821,193,5490,146,1522,12422,661,1491,1382,153,5102,116,1429,10334,397,845,885,155,3233,61,1164,6740,172,417,563,95,2360,35,1730,5372,3027,8059,7046,919,22972,839,8816,51678,0,0,0,0,0,4,17,21,0,3,0,3,13,3,9,31,0,5,10,0,21,3,6,45,0,10,8,3,11,3,7,42,0,4,8,0,6,0,8,26,7,0,3,0,3,0,3,16,0,0,3,0,3,0,6,12,7,22,32,6,57,13,56,193,3,7,74,66,383,170,657,1360,72,920,866,164,1259,188,390,3859,1241,3931,2542,353,2697,436,815,12015,979,2938,2619,540,2416,359,1015,10866,568,1609,1787,445,1822,293,1159,7683,275,844,927,241,928,154,1085,4454,111,381,501,134,387,42,2141,3697,3249,10630,9316,1943,9892,1642,7262,43934,0,0,0,0,0,0,225,225,0,7,11,0,8,0,213,239
IARE201005,43,714,662,90,1840,139,745,4233,958,3233,1844,209,4575,173,1434,12426,1142,3170,2022,188,5454,125,1607,13708,1010,2099,1572,218,5221,104,1600,11824,753,1385,1388,216,3740,69,1405,8956,434,962,1311,184,4051,50,2901,9893,4340,11574,8837,1136,25224,760,10569,62440,0,0,0,0,4,0,9,13,0,7,0,0,16,0,3,26,3,19,13,6,7,4,3,55,5,10,12,0,15,3,7,52,3,3,7,4,5,3,8,33,0,0,11,0,7,0,6,24,0,0,4,3,3,0,9,19,11,39,47,13,57,10,45,222,3,7,59,55,296,132,521,1073,85,1126,851,154,1207,184,371,3978,1549,4913,2443,356,2406,389,640,12696,1667,4170,2907,545,2343,330,981,12943,1080,2462,2272,467,2070,303,1173,9827,734,1501,1582,373,1315,199,1332,7036,309,1007,1152,325,823,85,3857,7558,5427,15186,11266,2275,10460,1622,8875,55111,0,0,0,0,5,0,251,256,0,9,4,6,12,0,276,307
IARE201006,42,513,733,52,703,53,586,2682,774,2166,1598,111,1675,100,1323,7747,470,1199,807,112,1562,69,995,5214,282,684,573,89,1445,65,932,4070,158,467,422,76,1443,31,821,3418,115,254,313,51,1597,34,1554,3918,1841,5290,4471,504,8599,398,6748,27851,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,0,0,3,0,4,0,6,13,0,3,3,0,3,0,3,12,0,3,0,3,3,0,4,13,0,0,0,3,3,0,4,10,0,0,3,0,0,0,4,7,0,6,9,6,16,0,24,61,0,10,21,20,115,50,325,541,70,674,536,61,447,78,276,2142,878,2440,1471,166,968,162,636,6721,386,1163,913,191,792,135,672,4252,205,614,627,163,678,105,652,3044,154,439,435,114,440,81,708,2371,66,214,259,84,252,28,1687,2590,1759,5554,4262,799,3692,639,4956,21661,0,0,0,0,0,0,152,152,0,6,8,5,13,0,191,223
IARE201007,29,532,360,59,1078,60,318,2436,468,2010,894,102,2580,88,512,6654,721,1736,1013,99,2975,64,614,7222,788,1417,1052,140,3143,63,693,7296,505,1033,935,129,2433,53,621,5709,224,565,671,99,2306,40,1239,5144,2735,7296,4941,644,14733,422,4381,35152,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,3,3,3,0,0,8,0,3,17,4,3,3,0,3,0,4,17,0,3,3,0,4,3,0,13,0,0,3,0,0,0,3,6,0,0,0,0,0,0,3,3,7,9,9,0,18,3,17,63,0,6,46,38,208,71,280,649,49,840,526,97,655,82,169,2418,833,2811,1331,180,1252,187,280,6874,831,2265,1540,292,1192,159,448,6727,633,1550,1419,289,1184,175,582,5832,374,930,928,234,789,108,688,4051,135,465,598,182,403,48,1873,3704,2855,8867,6388,1312,5683,830,4320,30255,0,0,0,0,4,0,72,76,0,7,5,0,4,0,83,99
IARE201008,122,1125,693,67,831,75,826,3739,1888,4655,1621,159,2147,109,1768,12347,1577,3575,1359,187,2303,87,1321,10409,1133,2049,987,147,2115,58,1174,7663,687,1201,718,97,1570,36,908,5217,227,507,489,76,1932,18,1761,5010,5634,13118,5889,744,11040,427,8290,45142,0,0,0,0,0,0,4,4,0,0,0,0,9,6,0,15,0,13,8,0,9,4,5,39,6,8,3,3,4,0,3,27,10,0,7,0,3,0,3,23,0,0,0,0,0,0,5,5,0,5,0,0,0,0,8,13,16,26,18,3,25,10,28,126,0,8,20,17,106,66,281,498,146,1454,667,85,574,84,247,3257,2195,5814,1637,185,1164,155,478,11628,1932,4158,1685,286,1004,156,529,9750,1259,2207,1243,271,786,135,594,6495,692,1107,776,171,456,81,670,3953,178,422,466,117,270,25,1962,3440,6402,15170,6494,1132,4360,702,4761,39021,0,0,0,0,0,0,198,198,0,10,12,0,6,0,374,402
IARE201009,15,354,217,36,739,52,171,1584,419,1488,736,67,1892,71,362,5035,598,1237,737,94,2100,38,434,5238,498,924,708,86,1981,40,434,4671,415,651,631,100,1357,39,403,3596,236,477,608,89,1671,26,949,4056,2184,5134,3648,481,9865,296,3012,24620,0,0,0,3,0,3,3,9,0,3,3,3,0,3,0,12,0,0,0,0,8,0,0,8,0,6,3,3,6,0,0,18,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,3,0,4,7,0,9,10,9,21,6,7,62,0,3,16,10,133,47,204,413,30,522,343,66,480,57,125,1623,694,2196,924,140,878,129,223,5184,723,1768,1149,190,841,101,292,5064,510,1071,930,221,798,115,375,4020,371,722,725,176,525,61,442,3022,152,513,546,147,299,29,1690,3376,2480,6795,4633,950,3954,539,3351,22702,0,0,0,0,3,0,71,74,0,0,0,0,0,0,54,54
IARE201010,332,3630,1400,100,1480,129,1370,8441,5242,12846,3111,278,3324,179,3004,27984,5852,11498,3035,311,3324,130,2292,26442,5880,10170,2926,352,3741,120,2306,25495,4153,7276,2981,330,2686,81,2040,19547,2859,5478,3169,295,3818,86,4542,20247,24322,50915,16683,1700,18647,815,16747,129829,0,0,0,0,0,0,6,6,0,7,7,0,5,0,4,23,7,20,16,5,11,0,0,59,8,7,7,0,3,3,8,36,3,10,9,0,3,3,9,37,5,0,4,0,3,0,8,20,0,0,0,0,0,0,11,11,23,44,43,5,25,6,46,192,3,15,84,42,240,97,672,1153,525,4824,1387,170,996,148,440,8490,5962,15285,3484,296,1779,210,814,27830,6725,13651,4606,559,1685,224,1051,28501,5698,10415,4748,719,1765,239,1521,25105,3921,6530,4044,607,1120,232,1708,18162,1836,4759,3998,769,1150,167,6873,19552,24670,55479,22351,3162,8735,1317,13079,128793,0,0,0,0,0,0,390,390,3,31,9,0,7,0,697,747
IARE201011,114,1500,655,87,1619,105,618,4698,1516,4758,1600,144,3136,115,1018,12287,2339,4830,2005,221,4352,110,1137,14994,2418,4210,2076,296,4651,82,1197,14930,2001,3243,1963,257,3346,102,1223,12135,1200,2151,1999,234,4526,72,2757,12939,9588,20701,10321,1275,21982,669,8665,73201,0,0,0,0,6,0,6,12,0,0,5,0,8,0,5,18,3,11,0,3,15,0,10,42,0,5,4,0,9,0,3,21,3,13,11,0,7,0,5,39,6,3,0,0,3,0,5,17,0,6,3,0,0,0,7,16,12,38,23,3,48,0,41,165,3,4,55,43,245,102,495,947,198,2036,863,115,902,113,320,4547,2165,6504,1987,215,1340,171,473,12855,2802,6285,2862,463,1733,211,759,15115,2357,4613,2850,639,1831,231,1111,13632,1706,3027,2315,474,1089,176,1299,10086,691,1784,1728,425,781,90,4030,9529,9922,24253,12660,2374,7921,1094,8487,66711,0,0,6,0,0,0,161,167,0,15,7,0,0,4,181,207
IARE201012,322,3467,1136,76,966,90,2059,8116,5228,15200,2936,242,3224,215,4567,31612,3637,6729,1757,191,1930,104,2686,17034,2385,3488,1089,152,1478,64,1835,10491,1808,2524,1017,125,950,40,1552,8016,1118,1572,741,67,976,37,2035,6546,14498,33000,8744,879,9660,591,15482,82854,0,0,0,0,6,0,0,6,0,10,5,0,8,0,0,23,8,24,13,0,14,6,3,68,11,13,7,0,6,0,0,37,6,6,5,3,3,0,6,29,5,6,0,3,0,0,4,18,0,0,0,0,0,0,8,8,30,59,30,6,37,6,21,189,5,33,92,30,177,60,274,671,568,5097,1321,121,796,117,432,8452,6637,17346,3239,335,1826,228,814,30425,4130,6709,2082,283,966,141,592,14903,2664,3252,1430,213,672,67,553,8851,2082,2281,1176,161,412,76,605,6793,797,1426,859,128,279,32,1505,5026,16883,36144,10199,1271,5128,721,4775,75121,0,8,0,0,0,0,406,414,3,24,7,3,9,0,1325,1371
IARE201013,19,219,201,44,833,63,426,1805,348,1210,732,126,2379,95,956,5846,452,1091,708,107,2299,55,879,5591,228,499,466,77,1692,44,694,3700,138,325,290,63,1291,19,589,2715,51,110,140,30,721,10,658,1720,1236,3457,2551,460,9407,319,4665,22095,0,0,0,0,3,0,5,8,0,0,3,0,11,0,4,18,0,3,0,0,16,5,12,36,0,4,10,3,9,3,7,36,0,3,0,0,4,0,5,12,3,3,0,0,0,0,0,6,0,0,0,0,0,0,3,3,3,13,13,3,43,8,36,119,0,0,22,25,172,60,275,554,37,398,308,79,516,98,213,1649,557,2112,1198,254,1452,220,466,6259,474,1474,1024,233,1046,144,547,4942,191,611,562,169,683,99,433,2748,86,312,277,106,338,75,476,1670,25,95,123,31,106,11,693,1084,1370,5002,3514,897,4313,707,3103,18906,0,0,0,0,0,0,131,131,0,3,3,0,0,3,139,148
IARE201014,160,1574,958,32,669,61,709,4163,1908,4087,1455,70,1366,57,985,9928,1744,3040,1102,99,1736,47,705,8473,1608,2488,1070,106,1761,39,717,7789,1068,1644,875,122,1406,35,615,5765,689,1251,1223,118,2398,48,1782,7509,7177,14088,6723,571,9479,327,5985,44350,0,0,4,0,0,0,3,7,0,0,0,0,5,0,0,5,0,4,3,0,3,0,0,10,0,9,3,0,3,0,4,19,0,3,4,0,0,0,0,7,3,0,0,0,3,0,0,6,0,0,0,0,0,5,0,5,3,16,14,0,14,5,7,59,0,8,47,17,105,34,278,489,184,1800,762,48,415,64,229,3502,2016,4474,1279,88,639,87,340,8923,1779,3712,1636,212,798,131,446,8714,1319,2546,1478,270,825,102,594,7134,683,1495,1095,199,486,80,721,4759,422,1053,1076,251,466,56,2537,5861,6403,15088,7373,1085,3734,554,5145,39382,0,0,0,0,0,0,119,119,0,12,4,0,4,0,212,232
IARE201015,106,1050,799,75,1154,79,985,4248,1922,4841,2047,190,2727,158,2041,13926,1640,3006,1328,193,2607,99,1504,10377,941,1552,882,136,2335,55,1315,7216,489,815,538,100,1653,41,1031,4667,161,369,387,64,2033,15,2413,5442,5259,11639,6001,781,12767,509,10094,47050,0,0,0,0,0,4,4,8,0,3,0,3,9,0,3,18,5,18,12,3,15,3,5,61,7,6,8,0,12,0,9,42,6,3,4,0,6,0,5,24,7,3,4,0,0,0,5,19,0,0,0,0,0,0,6,6,25,33,28,6,42,7,37,178,3,6,26,32,143,52,418,680,154,1640,710,101,788,161,357,3911,2436,6170,2073,237,1471,242,723,13352,1941,3596,1660,304,1122,200,768,9591,1257,1662,1094,249,935,133,743,6073,606,818,616,154,492,64,788,3538,164,340,351,101,302,30,2600,3888,6561,14232,6530,1178,5253,882,6397,41033,0,0,0,0,4,8,240,252,0,11,5,0,0,4,398,418
IARE201016,11,195,156,47,998,68,273,1748,113,673,455,62,2246,76,455,4080,403,1128,751,83,3073,48,740,6226,480,1053,872,103,3136,51,834,6529,517,976,978,126,2426,38,804,5865,526,1293,1355,161,3337,52,2314,9038,2054,5321,4574,594,15459,386,5934,34322,0,0,0,0,6,0,12,18,0,3,3,3,3,3,3,18,0,4,3,6,9,4,3,29,0,7,7,4,9,4,6,37,0,9,5,0,12,0,3,29,0,3,7,0,3,0,4,17,0,0,0,0,5,0,6,11,0,26,25,13,47,11,37,159,0,0,30,31,162,84,282,589,15,325,277,72,593,71,142,1495,346,1361,799,126,1215,169,223,4239,645,1895,1444,248,1315,214,481,6242,623,1432,1255,290,1230,182,609,5621,594,1211,1148,247,856,133,818,5007,336,1097,1279,308,610,87,3033,6750,2559,7321,6232,1322,5981,940,5588,29943,0,0,0,0,0,0,157,157,0,0,3,0,5,0,127,135
