region_id,HH_IN_P_1_f_hh_C_f_n_c_N_u_1,HH_IN_P_1_f_hh_C_f_n_c_N_u_2,HH_IN_P_1_f_hh_C_f_n_c_N_u_3,HH_IN_P_1_f_hh_C_f_n_c_N_u_4,HH_IN_P_1_f_hh_C_f_n_c_N_u_5,HH_IN_P_1_f_h_C_f_n_c_N_u_6ov,HH_IN_P_1_f_hh_C_f_no_ch_Tot,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_1,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_2,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_3,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_4,HH_IN_P_1_f_hh_C_f_ch_Nu_ur_5,HH_I_P_1_f_h_C_f_ch_Nu_ur_6ov,HH_IN_PE_1_fa_hh_Co_fa_ch_Tot,HH_IN_P_1_f_h_1_pa_f_Nu_ur_1,HH_IN_P_1_f_h_1_pa_f_Nu_ur_2,HH_IN_P_1_f_h_1_pa_f_Nu_ur_3,HH_IN_P_1_f_h_1_pa_f_Nu_ur_4,HH_IN_P_1_f_h_1_pa_f_Nu_ur_5,HH_IN_P_1_f_h_1_pa_f_N_ur_6ov,HH_IN_P_1_f_h_1_pa_f_Tot,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_1,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_2,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_3,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_4,HH_IN_P_1_fa_hh_Ot_fa_Nu_ur_5,HH_IN_P_1_fa_hh_Ot_f_N_ur_6ov,HH_IN_PE_1_fa_hh_Other_fa_Tot,HH_IN_PE_1_fa_hh_Tot_Nu_ur_1,HH_IN_PE_1_fa_hh_Tot_Nu_ur_2,HH_IN_PE_1_fa_hh_Tot_Nu_ur_3,HH_IN_PE_1_fa_hh_Tot_Nu_ur_4,HH_IN_PE_1_fa_hh_Tot_Nu_ur_5,HH_IN_PE_1_fa_hh_Tot_N_ur_6ov,HH_IN_PE_1_fa_hh_Tot_Tot,HHD_IN_PE_Mu_fa_hhd_Nu_ur_1,HHD_IN_PE_Mu_fa_hhd_Nu_ur_2,HHD_IN_PE_Mu_fa_hhd_Nu_ur_3,HHD_IN_PE_Mu_fa_hhd_Nu_ur_4,HHD_IN_PE_Mu_fa_hhd_Nu_ur_5,HHD_IN_PE_Mu_fa_hhd_N_ur_6ov,HHD_IN_PE_Mu_fa_hhd_Tot,HHD_IN_PE_TotFa_hhd_Nu_ur_1,HHD_IN_PE_TotFa_hhd_Nu_ur_2,HHD_IN_PE_TotFa_hhd_Nu_ur_3,HHD_IN_PE_TotFa_hhd_Nu_ur_4,HHD_IN_PE_TotFa_hhd_Nu_ur_5,HHD_IN_PE_TotFa_hhd_N_ur_6ov,HHD_IN_PE_TotFa_hhd_Tot,HHD_IN_PE_Lo_per_hhd_Nu_ur_1,HHD_IN_PE_Lo_per_hhd_Nu_ur_2,HHD_IN_PE_Lo_per_hhd_Nu_ur_3,HHD_IN_PE_Lo_per_hhd_Nu_ur_4,HHD_IN_PE_Lo_per_hhd_Nu_ur_5,HHD_IN_PE_Lo_per_hhd_N_ur_6ov,HHD_IN_PE_Lo_per_hhd_Tot,HHD_IN_PE_Gr_hh_Nu_ur_1,HHD_IN_PE_Gr_hh_Nu_ur_2,HHD_IN_PE_Gr_hh_Nu_ur_3,HHD_IN_PE_Gr_hh_Nu_ur_4,HHD_IN_PE_Gr_hh_Nu_ur_5,HHD_IN_PE_Gr_hh_N_ur_6ov,HHD_IN_PE_Gr_hh_Tot,HHD_IN_PE_Tot_Nu_ur_1,HHD_IN_PE_Tot_Nu_ur_2,HHD_IN_PE_Tot_Nu_ur_3,HHD_IN_PE_Tot_Nu_ur_4,HHD_IN_PE_Tot_Nu_ur_5,HHD_IN_PE_Tot_Nu_ur_6_more,HHD_IN_PE_Tot_Tot,OT_HH_1_f_hh_C_f_no_c_Nu_ur_1,OT_HH_1_f_hh_C_f_no_c_Nu_ur_2,OT_HH_1_f_hh_C_f_no_c_Nu_ur_3,OT_HH_1_f_hh_C_f_no_c_Nu_ur_4,OT_HH_1_f_hh_C_f_no_c_Nu_ur_5,OT_HH_1_f_hh_C_f_n_c_N_ur_6ov,OT_HH_1_f_hh_C_f_no_c_Tot,OT_HH_1_f_hh_C_f_ch_Nu_ur_1,OT_HH_1_f_hh_C_f_ch_Nu_ur_2,OT_HH_1_f_hh_C_f_ch_Nu_ur_3,OT_HH_1_f_hh_C_f_ch_Nu_ur_4,OT_HH_1_f_hh_C_f_ch_Nu_ur_5,OT_HH_1_f_hh_C_f_ch_N_ur_6ov,OT_HH_1_f_hh_C_f_with_ch_Tot,OT_HH_1_f_hh_1_pa_f_Nu_ur_1,OT_HH_1_f_hh_1_pa_f_Nu_ur_2,OT_HH_1_f_hh_1_pa_f_Nu_ur_3,OT_HH_1_f_hh_1_pa_f_Nu_ur_4,OT_HH_1_f_hh_1_pa_f_Nu_ur_5,OT_HH_1_f_hh_1_pa_f_N_ur_6ov,OT_HH_1_f_hh_1_parent_f_Tot,OT_HH_One_fa_hh_Ot_fa_Nu_ur_1,OT_HH_One_fa_hh_Ot_fa_Nu_ur_2,OT_HH_One_fa_hh_Ot_fa_Nu_ur_3,OT_HH_One_fa_hh_Ot_fa_Nu_ur_4,OT_HH_One_fa_hh_Ot_fa_Nu_ur_5,OT_HH_1_fa_hh_Ot_fa_N_ur_6ov,OT_HH_One_fa_hhd_Other_fa_Tot,OT_HH_One_fa_hhd_Tot_Nu_ur_1,OT_HH_One_fa_hhd_Tot_Nu_ur_2,OT_HH_One_fa_hhd_Tot_Nu_ur_3,OT_HH_One_fa_hhd_Tot_Nu_ur_4,OT_HH_One_fa_hhd_Tot_Nu_ur_5,OT_HH_One_fa_hhd_Tot_N_ur_6ov,OT_HH_One_fa_hhd_Tot_Tot,OT_HH_Multiple_fa_hhd_Nu_ur_1,OT_HH_Multiple_fa_hhd_Nu_ur_2,OT_HH_Multiple_fa_hhd_Nu_ur_3,OT_HH_Multiple_fa_hhd_Nu_ur_4,OT_HH_Multiple_fa_hhd_Nu_ur_5,OT_HH_Multiple_fa_hh_Nu_u_6ov,OT_HH_Multiple_fa_hhd_Tot,OT_HH_TotFa_hhd_Nu_ur_1,OT_HH_TotFa_hhd_Nu_ur_2,OT_HH_TotFa_hhd_Nu_ur_3,OT_HH_TotFa_hhd_Nu_ur_4,OT_HH_TotFa_hhd_Nu_ur_5,OT_HH_TotFa_hhd_Nu_ur_6_more,OT_HH_TotFa_hhd_Tot,OT_HH_Lo_per_hhd_Nu_ur_1,OT_HH_Lo_per_hhd_Nu_ur_2,OT_HH_Lo_per_hhd_Nu_ur_3,OT_HH_Lo_per_hhd_Nu_ur_4,OT_HH_Lo_per_hhd_Nu_ur_5,OT_HH_Lo_per_hh_Nu_ur_6ov,OT_HH_Lo_per_hhd_Tot,OT_HH_Gr_hh_Nu_ur_1,OT_HH_Gr_hh_Nu_ur_2,OT_HH_Gr_hh_Nu_ur_3,OT_HH_Gr_hh_Nu_ur_4,OT_HH_Gr_hh_Nu_ur_5,OT_HH_Gr_hh_Nu_u_6ov,OT_HH_Gr_hh_Tot,OT_HH_Tot_Nu_ur_1,OT_HH_Tot_Nu_ur_2,OT_HH_Tot_Nu_ur_3,OT_HH_Tot_Nu_ur_4,OT_HH_Tot_Nu_ur_5,OT_HH_Tot_Nu_ur_6_more,OT_HH_Tot_Tot
IARE101001,0,24,4,3,0,0,31,0,0,18,20,12,8,58,0,21,8,9,8,0,46,0,0,0,0,0,0,0,0,45,30,32,20,8,135,0,0,0,0,3,3,6,0,45,30,32,23,11,141,29,0,0,0,0,0,29,0,0,0,0,0,0,0,29,45,30,32,23,11,170,0,226,5,3,0,0,234,0,0,81,96,53,27,257,0,40,18,10,3,0,71,0,7,3,0,0,0,10,0,273,107,109,56,27,572,0,0,0,0,0,5,5,0,273,107,109,56,32,577,286,0,0,0,0,0,286,0,17,3,0,0,0,20,286,290,110,109,56,32,883
IARE101002,0,227,23,3,3,0,256,0,0,140,207,117,115,579,0,173,193,132,53,54,605,0,15,8,3,0,0,26,0,415,364,345,173,169,1466,0,0,0,15,24,41,80,0,415,364,360,197,210,1546,269,0,0,0,0,0,269,0,63,10,0,0,3,76,269,478,374,360,197,213,1891,0,3322,96,8,0,0,3426,0,0,1217,1413,735,250,3615,0,581,389,145,47,22,1184,0,102,19,3,3,0,127,0,4005,1721,1569,785,272,8352,0,0,0,45,34,56,135,0,4005,1721,1614,819,328,8487,3340,0,0,0,0,0,3340,0,310,40,11,3,3,367,3340,4315,1761,1625,822,331,12194
IARE101003,0,30,3,3,0,0,36,0,0,11,24,15,4,54,0,16,27,18,3,4,68,0,3,5,0,0,0,8,0,49,46,45,18,8,166,0,0,0,0,5,3,8,0,49,46,45,23,11,174,36,0,0,0,0,0,36,0,5,0,0,0,0,5,36,54,46,45,23,11,215,0,464,9,0,0,0,473,0,0,130,129,82,29,370,0,57,34,19,3,0,113,0,8,0,0,0,0,8,0,529,173,148,85,29,964,0,0,0,0,4,6,10,0,529,173,148,89,35,974,411,0,0,0,0,0,411,0,20,3,0,0,0,23,411,549,176,148,89,35,1408
IARE101004,0,72,5,0,0,0,77,0,0,34,48,32,22,136,0,43,49,33,13,20,158,0,8,0,0,0,0,8,0,123,88,81,45,42,379,0,0,0,3,6,9,18,0,123,88,84,51,51,397,81,0,0,0,0,0,81,0,18,0,0,0,0,18,81,141,88,84,51,51,496,0,599,7,0,0,0,606,0,0,172,183,112,59,526,0,84,59,16,5,0,164,0,15,3,3,0,0,21,0,698,241,202,117,59,1317,0,0,0,10,4,7,21,0,698,241,212,121,66,1338,612,0,0,0,0,0,612,0,30,4,0,0,0,34,612,728,245,212,121,66,1984
IARE101005,0,63,8,0,0,0,71,0,0,46,44,30,33,153,0,51,58,32,14,8,163,0,7,0,0,0,0,7,0,121,112,76,44,41,394,0,0,0,4,3,10,17,0,121,112,80,47,51,411,79,0,0,0,0,0,79,0,17,4,0,0,0,21,79,138,116,80,47,51,511,0,1357,24,0,0,0,1381,0,0,428,422,313,157,1320,0,246,142,63,15,11,477,0,29,4,0,0,0,33,0,1632,598,485,328,168,3211,0,0,0,18,13,11,42,0,1632,598,503,341,179,3253,1450,0,0,0,0,0,1450,0,65,16,3,0,0,84,1450,1697,614,506,341,179,4787
IARE101006,0,21,0,0,0,0,21,0,0,15,9,5,4,33,0,19,14,12,6,4,55,0,4,0,0,0,0,4,0,44,29,21,11,8,113,0,0,0,3,0,3,6,0,44,29,24,11,11,119,32,0,0,0,0,0,32,0,4,0,0,0,0,4,32,48,29,24,11,11,155,0,288,6,3,0,0,297,0,0,88,92,51,16,247,0,26,16,3,7,0,52,0,6,0,0,0,0,6,0,320,110,98,58,16,602,0,0,0,4,0,0,4,0,320,110,102,58,16,606,312,0,0,0,0,0,312,0,14,3,0,0,0,17,312,334,113,102,58,16,935
IARE101007,0,40,4,0,0,0,44,0,0,25,35,19,26,105,0,16,16,22,10,3,67,0,9,3,0,0,0,12,0,65,48,57,29,29,228,0,0,0,0,3,10,13,0,65,48,57,32,39,241,35,0,0,0,0,0,35,0,13,4,0,0,0,17,35,78,52,57,32,39,293,0,907,19,3,0,0,929,0,0,194,261,143,61,659,0,125,79,26,10,5,245,0,23,3,0,0,0,26,0,1055,295,290,153,66,1859,0,0,0,6,5,5,16,0,1055,295,296,158,71,1875,913,0,0,0,0,0,913,0,65,0,0,0,0,65,913,1120,295,296,158,71,2853
IARE101008,0,69,11,3,0,0,83,0,0,47,51,38,29,165,0,58,56,32,19,14,179,0,11,6,0,0,0,17,0,138,120,86,57,43,444,0,0,0,4,8,7,19,0,138,120,90,65,50,463,80,0,0,0,0,0,80,0,15,0,0,0,0,15,80,153,120,90,65,50,558,0,781,20,3,0,0,804,0,0,207,239,134,60,640,0,121,73,28,9,3,234,0,25,3,0,0,0,28,0,927,303,270,143,63,1706,0,0,0,5,4,9,18,0,927,303,275,147,72,1724,860,0,0,0,0,0,860,0,51,0,0,0,0,51,860,978,303,275,147,72,2635
IARE102001,0,53,8,0,0,0,61,0,0,37,47,33,21,138,0,44,59,32,28,19,182,0,11,5,3,0,0,19,0,108,109,82,61,40,400,0,0,0,8,4,13,25,0,108,109,90,65,53,425,101,0,0,0,0,0,101,0,26,6,0,0,0,32,101,134,115,90,65,53,558,0,2155,74,7,0,0,2236,0,0,694,880,419,153,2146,0,431,245,96,32,8,812,0,42,16,5,0,3,66,0,2628,1029,988,451,164,5260,0,0,0,16,12,9,37,0,2628,1029,1004,463,173,5297,2391,0,0,0,0,0,2391,0,287,76,27,12,3,405,2391,2915,1105,1031,475,176,8093
IARE102002,0,31,3,3,0,0,37,0,0,9,17,6,10,42,0,22,18,15,10,4,69,0,6,0,0,0,0,6,0,59,30,35,16,14,154,0,0,0,3,3,0,6,0,59,30,38,19,14,160,25,0,0,0,0,0,25,0,10,8,0,0,0,18,25,69,38,38,19,14,203,0,1042,34,3,0,0,1079,0,0,251,252,161,46,710,0,148,87,41,14,7,297,0,36,0,0,0,0,36,0,1226,372,296,175,53,2122,0,0,0,10,7,4,21,0,1226,372,306,182,57,2143,1044,0,0,0,0,0,1044,0,74,0,0,0,0,74,1044,1300,372,306,182,57,3261
IARE102003,0,63,4,0,0,3,70,0,0,40,55,40,28,163,0,51,59,27,15,8,160,0,7,3,0,0,0,10,0,121,106,82,55,39,403,0,0,0,3,6,10,19,0,121,106,85,61,49,422,87,0,0,0,0,0,87,0,15,7,3,0,0,25,87,136,113,88,61,49,534,0,1152,35,0,0,0,1187,0,0,368,457,216,87,1128,0,163,110,50,12,3,338,0,28,4,0,3,0,35,0,1343,517,507,231,90,2688,0,0,0,7,9,10,26,0,1343,517,514,240,100,2714,1146,0,0,0,0,0,1146,0,86,7,0,0,0,93,1146,1429,524,514,240,100,3953
IARE102004,0,10,0,0,0,0,10,0,0,9,13,8,19,49,0,12,11,7,6,9,45,0,4,0,0,0,0,4,0,26,20,20,14,28,108,0,0,0,3,0,4,7,0,26,20,23,14,32,115,21,0,0,0,0,0,21,0,4,0,0,0,0,4,21,30,20,23,14,32,140,0,481,17,3,0,0,501,0,0,147,158,94,49,448,0,74,30,21,11,0,136,0,7,5,0,0,0,12,0,562,199,182,105,49,1097,0,0,0,3,6,6,15,0,562,199,185,111,55,1112,443,0,0,0,0,0,443,0,31,0,0,0,0,31,443,593,199,185,111,55,1586
IARE102005,0,60,0,5,0,0,65,0,0,40,44,28,40,152,0,39,43,40,20,12,154,0,3,8,0,0,0,11,0,102,91,89,48,52,382,0,0,0,3,0,9,12,0,102,91,92,48,61,394,70,0,0,0,0,0,70,0,11,0,0,0,0,11,70,113,91,92,48,61,475,0,2362,57,7,0,0,2426,0,0,707,728,407,158,2000,0,319,212,110,30,14,685,0,51,7,0,0,0,58,0,2732,983,845,437,172,5169,0,0,0,20,19,20,59,0,2732,983,865,456,192,5228,2206,0,0,0,0,0,2206,0,141,20,0,0,0,161,2206,2873,1003,865,456,192,7595
IARE102006,0,57,8,0,0,0,65,0,0,28,33,19,13,93,0,29,29,23,8,3,92,0,5,3,0,0,0,8,0,91,68,56,27,16,258,0,0,0,8,0,6,14,0,91,68,64,27,22,272,55,0,0,0,0,0,55,0,13,0,3,0,0,16,55,104,68,67,27,22,343,0,839,25,0,0,0,864,0,0,231,238,134,30,633,0,120,64,23,10,4,221,0,28,0,0,0,0,28,0,987,320,261,144,34,1746,0,0,0,6,5,10,21,0,987,320,267,149,44,1767,777,0,0,0,0,0,777,0,62,0,0,0,0,62,777,1049,320,267,149,44,2606
IARE102007,0,67,5,3,0,0,75,0,0,36,52,29,36,153,0,61,68,48,23,13,213,0,16,0,0,0,0,16,0,144,109,103,52,49,457,0,0,0,5,7,15,27,0,144,109,108,59,64,484,127,0,0,0,0,0,127,0,8,3,3,0,0,14,127,152,112,111,59,64,625,0,578,25,0,0,0,603,0,0,205,224,110,26,565,0,109,59,15,7,4,194,0,22,3,0,0,0,25,0,709,292,239,117,30,1387,0,0,0,3,4,5,12,0,709,292,242,121,35,1399,697,0,0,0,0,0,697,0,55,3,3,0,0,61,697,764,295,245,121,35,2157
IARE102008,0,22,0,3,0,0,25,0,0,26,29,16,30,101,0,9,16,14,9,4,52,0,4,0,0,0,0,4,0,35,42,46,25,34,182,0,0,0,0,4,26,30,0,35,42,46,29,60,212,49,0,0,0,0,0,49,0,7,0,0,0,0,7,49,42,42,46,29,60,268,0,478,12,3,0,0,493,0,0,171,208,107,47,533,0,49,34,12,4,4,103,0,17,0,0,0,0,17,0,544,217,223,111,51,1146,0,0,0,3,0,12,15,0,544,217,226,111,63,1161,447,0,0,0,0,0,447,0,30,3,0,0,0,33,447,574,220,226,111,63,1641
IARE102009,0,45,5,3,0,0,53,0,0,34,50,36,11,131,0,19,34,16,12,5,86,0,8,0,0,0,0,8,0,72,73,69,48,16,278,0,0,0,6,0,5,11,0,72,73,75,48,21,289,51,0,0,0,0,0,51,0,16,0,0,0,0,16,51,88,73,75,48,21,356,0,1347,39,5,0,0,1391,0,0,530,641,342,119,1632,0,251,143,77,30,13,514,0,42,8,4,0,0,54,0,1640,720,727,372,132,3591,0,0,0,13,24,17,54,0,1640,720,740,396,149,3645,1366,0,0,0,0,0,1366,0,141,18,8,0,0,167,1366,1781,738,748,396,149,5178
IARE102010,0,64,11,0,0,0,75,0,0,54,48,33,28,163,0,40,50,37,26,9,162,0,8,6,0,0,0,14,0,112,121,85,59,37,414,0,0,0,3,4,9,16,0,112,121,88,63,46,430,98,0,0,0,0,0,98,0,15,0,3,0,0,18,98,127,121,91,63,46,546,0,1292,25,4,0,0,1321,0,0,385,502,264,97,1248,0,178,102,41,10,6,337,0,28,3,3,0,0,34,0,1498,515,550,274,103,2940,0,0,0,8,6,9,23,0,1498,515,558,280,112,2963,1179,0,0,0,0,0,1179,0,85,9,0,0,0,94,1179,1583,524,558,280,112,4236
IARE102011,0,269,13,5,0,0,287,0,0,153,210,122,88,573,0,180,182,115,59,53,589,0,26,13,0,0,0,39,0,475,361,330,181,141,1488,0,0,0,22,26,31,79,0,475,361,352,207,172,1567,273,0,0,0,0,0,273,0,64,10,3,0,0,77,273,539,371,355,207,172,1917,0,5557,158,9,0,0,5724,0,0,1840,2100,956,314,5210,0,1001,651,242,86,37,2017,0,153,19,8,0,0,180,0,6711,2668,2359,1042,351,13131,0,0,0,74,52,56,182,0,6711,2668,2433,1094,407,13313,5327,0,0,0,0,0,5327,0,442,53,12,3,0,510,5327,7153,2721,2445,1097,407,19150
IARE102012,0,24,3,0,0,0,27,0,0,14,6,10,9,39,0,12,23,14,6,7,62,0,4,0,0,0,0,4,0,40,40,20,16,16,132,0,0,0,0,0,7,7,0,40,40,20,16,23,139,26,0,0,0,0,0,26,0,8,0,0,0,0,8,26,48,40,20,16,23,173,0,813,19,3,0,0,835,0,0,204,188,100,49,541,0,115,49,27,9,12,212,0,25,0,0,0,0,25,0,953,272,218,109,61,1613,0,0,0,4,3,7,14,0,953,272,222,112,68,1627,833,0,0,0,0,0,833,0,46,6,0,0,0,52,833,999,278,222,112,68,2512
IARE102013,0,38,4,0,0,0,42,0,0,19,28,16,17,80,0,13,17,15,7,3,55,0,3,3,0,0,0,6,0,54,43,43,23,20,183,0,0,0,0,3,5,8,0,54,43,43,26,25,191,28,0,0,0,0,0,28,0,11,0,0,0,0,11,28,65,43,43,26,25,230,0,1460,37,3,0,0,1500,0,0,498,580,305,82,1465,0,210,151,58,11,9,439,0,23,6,0,0,0,29,0,1693,692,641,316,91,3433,0,0,0,12,12,12,36,0,1693,692,653,328,103,3469,1399,0,0,0,0,0,1399,0,138,10,0,0,0,148,1399,1831,702,653,328,103,5016
IARE102014,0,39,4,0,0,0,43,0,0,34,19,15,12,80,0,16,25,13,8,4,66,0,4,0,0,0,0,4,0,59,63,32,23,16,193,0,0,0,0,0,7,7,0,59,63,32,23,23,200,39,0,0,0,0,0,39,0,4,0,0,0,0,4,39,63,63,32,23,23,243,0,1048,19,0,0,0,1067,0,0,297,356,173,76,902,0,121,55,33,7,5,221,0,28,0,0,0,0,28,0,1197,371,389,180,81,2218,0,0,0,5,3,7,15,0,1197,371,394,183,88,2233,785,0,0,0,0,0,785,0,45,0,3,0,0,48,785,1242,371,397,183,88,3066
IARE103001,0,36,9,4,0,0,49,0,0,19,26,24,20,89,0,25,13,20,8,11,77,0,9,3,0,0,0,12,0,70,44,50,32,31,227,0,0,0,0,0,6,6,0,70,44,50,32,37,233,57,0,0,0,0,0,57,0,8,0,0,0,0,8,57,78,44,50,32,37,298,0,185,0,0,0,0,185,0,0,52,60,36,16,164,0,19,6,4,3,0,32,0,6,0,0,0,0,6,0,210,58,64,39,16,387,0,0,0,3,0,3,6,0,210,58,67,39,19,393,230,0,0,0,0,0,230,0,16,0,0,0,0,16,230,226,58,67,39,19,639
IARE103002,0,35,5,0,0,0,40,0,0,25,23,13,25,86,0,18,31,16,7,9,81,0,15,3,0,0,0,18,0,68,64,39,20,34,225,0,0,0,4,4,15,23,0,68,64,43,24,49,248,60,0,0,0,0,0,60,0,11,0,0,0,0,11,60,79,64,43,24,49,319,0,70,3,0,0,0,73,0,0,22,15,8,3,48,0,4,0,3,0,3,10,0,4,0,0,0,0,4,0,78,25,18,8,6,135,0,0,0,0,0,0,0,0,78,25,18,8,6,135,108,0,0,0,0,0,108,0,9,0,0,0,0,9,108,87,25,18,8,6,252
IARE103003,0,51,5,0,0,0,56,0,0,15,27,27,14,83,0,19,15,8,3,0,45,0,5,3,0,0,0,8,0,75,38,35,30,14,192,0,0,0,0,3,7,10,0,75,38,35,33,21,202,50,0,0,0,0,0,50,0,8,0,0,0,0,8,50,83,38,35,33,21,260,0,395,16,3,0,0,414,0,0,130,166,74,34,404,0,79,20,10,5,0,114,0,11,3,0,0,0,14,0,485,169,179,79,34,946,0,0,0,3,6,6,15,0,485,169,182,85,40,961,474,0,0,0,0,0,474,0,26,5,0,0,0,31,474,511,174,182,85,40,1466
IARE103004,0,58,6,3,0,0,67,0,0,27,39,23,15,104,0,29,42,42,13,14,140,0,13,4,0,0,0,17,0,100,79,84,36,29,328,0,0,0,0,4,6,10,0,100,79,84,40,35,338,77,0,0,0,0,0,77,0,12,0,0,0,0,12,77,112,79,84,40,35,427,0,359,3,0,0,0,362,0,0,86,68,52,32,238,0,56,22,6,3,0,87,0,14,0,0,0,0,14,0,429,111,74,55,32,701,0,0,0,0,3,0,3,0,429,111,74,58,32,704,373,0,0,0,0,0,373,0,19,0,0,0,0,19,373,448,111,74,58,32,1096
IARE103005,0,103,10,3,0,3,119,0,0,54,73,38,39,204,0,75,64,48,29,19,235,0,19,3,0,0,0,22,0,197,131,124,67,61,580,0,0,0,4,15,25,44,0,197,131,128,82,86,624,143,0,0,0,0,0,143,0,21,4,0,0,0,25,143,218,135,128,82,86,792,0,2128,55,3,3,0,2189,0,0,662,613,262,98,1635,0,442,245,107,30,18,842,0,57,8,0,0,0,65,0,2627,970,723,295,116,4731,0,0,0,20,20,18,58,0,2627,970,743,315,134,4789,2700,0,0,0,0,0,2700,0,138,5,5,0,0,148,2700,2765,975,748,315,134,7637
IARE103006,0,57,11,4,0,0,72,0,0,46,49,37,36,168,0,53,46,31,19,14,163,0,10,0,4,0,0,14,0,120,103,88,56,50,417,0,0,0,4,12,19,35,0,120,103,92,68,69,452,136,0,0,0,0,0,136,0,20,0,3,0,0,23,136,140,103,95,68,69,611,0,500,13,0,0,0,513,0,0,139,108,72,31,350,0,78,31,13,8,0,130,0,15,0,3,0,0,18,0,593,183,124,80,31,1011,0,0,0,3,0,4,7,0,593,183,127,80,35,1018,806,0,0,0,0,0,806,0,58,6,5,0,0,69,806,651,189,132,80,35,1893
IARE104001,0,75,5,3,3,0,86,0,0,26,47,24,20,117,0,60,67,33,16,14,190,0,8,3,0,0,0,11,0,143,101,83,43,34,404,0,0,0,8,10,6,24,0,143,101,91,53,40,428,77,0,0,0,0,0,77,0,20,4,3,0,0,27,77,163,105,94,53,40,532,0,4536,124,14,3,0,4677,0,0,1319,1577,643,251,3790,0,850,524,162,52,12,1600,0,92,14,5,0,0,111,0,5478,1981,1758,698,263,10178,0,0,0,62,41,49,152,0,5478,1981,1820,739,312,10330,4181,0,0,0,0,0,4181,0,435,74,13,0,3,525,4181,5913,2055,1833,739,315,15036
IARE104002,0,35,0,0,0,0,35,0,0,22,28,11,10,71,0,29,30,12,11,0,82,0,0,0,0,0,0,0,0,64,52,40,22,10,188,0,0,0,3,3,6,12,0,64,52,43,25,16,200,41,0,0,0,0,0,41,0,18,6,7,0,0,31,41,82,58,50,25,16,272,0,2520,117,20,7,0,2664,0,0,950,1165,435,152,2702,0,788,487,164,38,16,1493,0,66,17,3,0,0,86,0,3374,1571,1352,480,168,6945,0,0,0,37,44,54,135,0,3374,1571,1389,524,222,7080,3050,0,0,0,0,0,3050,0,571,154,64,13,3,805,3050,3945,1725,1453,537,225,10935
IARE104003,0,156,16,3,0,0,175,0,0,93,130,73,63,359,0,85,103,61,29,18,296,0,9,3,0,0,0,12,0,250,215,194,102,81,842,0,0,0,13,13,25,51,0,250,215,207,115,106,893,101,0,0,0,0,0,101,0,30,0,0,0,0,30,101,280,215,207,115,106,1024,0,4499,156,12,0,0,4667,0,0,1805,2069,994,378,5246,0,1035,712,324,106,40,2217,0,129,24,0,3,0,156,0,5663,2697,2405,1103,418,12286,0,0,0,83,100,106,289,0,5663,2697,2488,1203,524,12575,4259,0,0,0,0,0,4259,0,388,37,4,3,3,435,4259,6051,2734,2492,1206,527,17269
IARE104004,0,145,12,3,0,0,160,0,0,69,121,77,56,323,0,96,121,58,37,38,350,0,14,5,3,3,0,25,0,255,207,185,117,94,858,0,0,0,6,19,20,45,0,255,207,191,136,114,903,174,0,0,0,0,0,174,0,31,12,4,0,0,47,174,286,219,195,136,114,1124,0,5859,170,6,3,0,6038,0,0,1467,1639,741,347,4194,0,898,622,268,71,29,1888,0,126,34,3,0,0,163,0,6883,2293,1916,815,376,12283,0,0,0,68,66,87,221,0,6883,2293,1984,881,463,12504,5154,0,0,0,0,0,5154,0,432,33,10,0,0,475,5154,7315,2326,1994,881,463,18133
IARE104005,0,251,17,4,0,0,272,0,0,136,169,120,87,512,0,172,199,127,72,40,610,0,29,12,0,0,3,44,0,452,364,300,192,130,1438,0,0,0,19,24,42,85,0,452,364,319,216,172,1523,254,0,0,0,0,0,254,0,77,12,3,0,0,92,254,529,376,322,216,172,1869,0,10937,311,39,9,0,11296,0,0,3084,3605,1606,618,8913,0,2050,1341,566,193,67,4217,0,202,37,10,0,0,249,0,13189,4773,4220,1808,685,24675,0,0,0,162,138,202,502,0,13189,4773,4382,1946,887,25177,10450,0,0,0,0,0,10450,0,1034,127,33,9,0,1203,10450,14223,4900,4415,1955,887,36830
IARE104006,0,46,0,0,0,0,46,0,0,27,38,18,11,94,0,18,18,8,5,0,49,0,0,0,0,0,0,0,0,64,45,46,23,11,189,0,0,0,3,4,0,7,0,64,45,49,27,11,196,34,0,0,0,0,0,34,0,6,0,0,0,0,6,34,70,45,49,27,11,236,0,1645,46,3,0,0,1694,0,0,463,534,224,99,1320,0,201,129,52,11,10,403,0,26,5,3,0,0,34,0,1872,643,592,235,109,3451,0,0,0,14,15,15,44,0,1872,643,606,250,124,3495,1297,0,0,0,0,0,1297,0,75,6,0,0,0,81,1297,1947,649,606,250,124,4873
