region_id,HYSC_Y10_e_No_In_F,HYSC_Y10_e_No_In_P,HYSC_Y10_e_In_s_nsM,HYSC_Y10_e_In_s_nsF,HYSC_Y10_e_In_s_nsP,HYSC_Y10_e_TotM,HYSC_Y10_e_TotF,HYSC_Y10_e_TotP,HYSC_Y9_e_Ind_M,HYSC_Y9_e_Ind_F,HYSC_Y9_e_Ind_P,HYSC_Y9_e_No_In_M,HYSC_Y9_e_No_In_F,HYSC_Y9_e_No_In_P,HYSC_Y9_e_In_st_nsM,HYSC_Y9_e_In_st_nsF,HYSC_Y9_e_In_st_nsP,HYSC_Y9_e_TotM,HYSC_Y9_e_TotF,HYSC_Y9_e_TotP,HYSC_Y8_bel_Ind_M,HYSC_Y8_bel_Ind_F,HYSC_Y8_bel_Ind_P,HYSC_Y8_bel_No_Ind_M,HYSC_Y8_bel_No_Ind_F,HYSC_Y8_bel_No_Ind_P,HYSC_Y8_be_In_st_nsM,HYSC_Y8_be_In_st_nsF,HYSC_Y8_be_In_st_nsP,HYSC_Y8_bel_TotM,HYSC_Y8_bel_TotF,HYSC_Y8_bel_TotP,HYSC_Dng_to_sc_Ind_M,HYSC_Dng_to_sc_Ind_F,HYSC_Dng_to_sc_Ind_P,HYSC_Dng_to_sc_No_In_M,HYSC_Dng_to_sc_No_In_F,HYSC_Dng_to_sc_No_In_P,HYSC_Dng_sc_In_st_nsM,HYSC_Dng_sc_In_st_nsF,HYSC_Dng_sc_In_st_nsP,HYSC_Dng_to_sc_TotM,HYSC_Dng_to_sc_TotF,HYSC_Dng_to_sc_TotP,tpe_ur_occ_pvte_dwg_Sh_Indi_M,tpe_ur_occ_pvte_dwg_Sh_Indi_F,tpe_ur_occ_pvte_dwg_Sh_Indi_P,tpe_ur_occ_pte_dw_Sh_No_Ind_M,tpe_ur_occ_pte_dw_Sh_No_Ind_F,tpe_ur_occ_pte_dw_Sh_No_Ind_P,t_ur_occ_pte_dw_Sh_In_st_nsM,t_ur_occ_pte_dw_Sh_In_st_nsF,t_ur_occ_pte_dw_Sh_In_st_nsP,tpe_ur_occ_pvte_dwg_Sh_TotM,tpe_ur_occ_pvte_dwg_Sh_TotF,tpe_ur_occ_pvte_dwg_Sh_TotP,t_ur_oc_p_dw_im_h_t_s_o_In_M,t_ur_oc_p_dw_im_h_t_s_o_In_F,t_ur_oc_p_dw_im_h_t_s_o_In_P,T_ur_o_pr_d_I_h_t_s_o_No_In_M,T_ur_o_pr_d_I_h_t_s_o_No_In_F,T_ur_o_pr_d_I_h_t_s_o_No_In_P,t_ur_o_p_d_I_h_t_s_o_i_s_nsM,t_ur_o_p_d_I_h_t_s_o_i_s_nsF,t_ur_o_p_d_I_h_t_s_o_i_s_nsP,t_ur_o_p_d_I_h_t_s_o_TotM,t_ur_o_p_d_I_h_t_s_o_TotF,t_ur_o_p_d_I_h_t_s_o_TotP,ty_ur_oc_p_dw_Ot_p_dw_In_M,ty_ur_oc_p_dw_Ot_p_dw_In_F,ty_ur_oc_p_dw_Ot_p_dw_In_P,ty_ur_o_pr_d_Ot_pr_d_No_In_M,ty_ur_o_pr_d_Ot_pr_d_No_In_F,ty_ur_o_pr_d_Ot_pr_d_No_In_P,ty_ur_o_p_d_O_p_d_In_st_nsM,ty_ur_o_p_d_O_p_d_In_st_nsF,ty_ur_o_p_d_O_p_d_In_st_nsP,ty_ur_oc_pr_dw_Ot_pr_dw_TotM,ty_ur_oc_pr_dw_Ot_pr_dw_TotF,ty_ur_oc_pr_dw_Ot_pr_dw_TotP,ty_ur_occ_pri_dw_Tot_Ind_M,ty_ur_occ_pri_dw_Tot_Ind_F,ty_ur_occ_pri_dw_Tot_Ind_P,ty_ur_occ_pri_dw_Tot_No_Ind_M,ty_ur_occ_pri_dw_Tot_No_Ind_F,ty_ur_occ_pri_dw_Tot_No_Ind_P,ty_ur_oc_pr_dw_Tot_In_st_nsM,ty_ur_oc_pr_dw_Tot_In_st_nsF,ty_ur_oc_pr_dw_Tot_In_st_nsP,ty_ur_occ_pri_dw_Tot_TotM,ty_ur_occ_pri_dw_Tot_TotF,ty_ur_occ_pri_dw_Tot_TotP,ty_ur_Non_pri_dw_Ind_M,ty_ur_Non_pri_dw_Ind_F,ty_ur_Non_pri_dw_Ind_P,ty_ur_Non_pri_dw_NonInd_M,ty_ur_Non_pri_dw_NonInd_F,ty_ur_Non_pri_dw_NonInd_P,ty_ur_Non_pri_dw_IndSt_nsM,ty_ur_Non_pri_dw_IndSt_nsF,ty_ur_Non_pri_dw_IndSt_nsP,tpe_ur_Non_pvte_dwg_TotM,tpe_ur_Non_pvte_dwg_TotF,tpe_ur_Non_pvte_dwg_TotP
ILOC10701801,39,85,0,0,0,46,39,85,0,0,0,5,8,13,0,0,0,5,8,13,0,0,0,0,6,6,0,3,3,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,114,234,0,8,8,120,122,242,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,15,14,29,0,0,0,15,14,29,0,0,0,135,128,263,3,8,11,138,136,274,0,0,0,6,8,14,3,0,3,9,8,17
ILOC10701901,3397,7078,49,35,84,3853,3549,7402,42,65,107,919,825,1744,7,11,18,968,901,1869,26,41,67,1684,2029,3713,27,37,64,1737,2107,3844,7,3,10,477,745,1222,4,8,12,488,756,1244,223,244,467,12975,13517,26492,701,699,1400,13899,14460,28359,3,0,3,8,3,11,0,0,0,11,3,14,229,303,532,19112,20211,39323,1796,1471,3267,21137,21985,43122,455,547,1002,32095,33731,65826,2497,2170,4667,35047,36448,71495,24,14,38,970,579,1549,201,80,281,1195,673,1868
ILOC10702001,13857,25840,119,127,246,12173,14047,26220,28,29,57,2929,3492,6421,25,36,61,2982,3557,6539,12,14,26,1649,1976,3625,23,31,54,1684,2021,3705,4,4,8,290,347,637,16,5,21,310,356,666,223,192,415,54177,55259,109436,1422,1436,2858,55822,56887,112709,0,0,0,0,0,0,3,0,3,3,0,3,113,126,239,26122,28605,54727,1949,1779,3728,28184,30510,58694,336,318,654,80299,83864,164163,3374,3215,6589,84009,87397,171406,7,17,24,668,1264,1932,58,45,103,733,1326,2059
ILOC10702002,5114,9492,30,56,86,4440,5191,9631,6,4,10,1062,1136,2198,7,11,18,1075,1151,2226,6,5,11,469,475,944,9,13,22,484,493,977,0,0,0,37,49,86,3,0,3,40,49,89,99,84,183,20299,20774,41073,755,710,1465,21153,21568,42721,0,0,0,3,0,3,0,0,0,3,0,3,24,27,51,4712,5465,10177,255,229,484,4991,5721,10712,123,111,234,25014,26239,51253,1010,939,1949,26147,27289,53436,0,0,0,186,529,715,5,15,20,191,544,735
ILOC10702101,2067,4171,19,24,43,2145,2124,4269,12,16,28,549,635,1184,9,6,15,570,657,1227,13,12,25,536,752,1288,5,14,19,554,778,1332,4,0,4,329,377,706,11,3,14,344,380,724,43,41,84,4342,4385,8727,304,271,575,4689,4697,9386,0,0,0,9,5,14,0,0,0,9,5,14,93,88,181,16659,15992,32651,1488,1217,2705,18240,17297,35537,136,129,265,21010,20382,41392,1792,1488,3280,22938,21999,44937,77,12,89,1211,852,2063,152,114,266,1440,978,2418
ILOC10702102,3334,6312,32,22,54,3044,3393,6437,23,21,44,906,994,1900,7,12,19,936,1027,1963,16,15,31,675,848,1523,12,10,22,703,873,1576,4,0,4,174,237,411,0,5,5,178,242,420,86,109,195,14027,14448,28475,500,476,976,14613,15033,29646,0,0,0,0,0,0,0,0,0,0,0,0,68,52,120,6708,7070,13778,330,314,644,7106,7436,14542,154,161,315,20735,21518,42253,830,790,1620,21719,22469,44188,0,3,3,246,373,619,8,17,25,254,393,647
ILOC10702103,3434,6513,27,27,54,3157,3491,6648,9,15,24,832,939,1771,12,7,19,853,961,1814,3,7,10,528,721,1249,0,9,9,531,737,1268,0,0,0,200,193,393,7,3,10,207,196,403,144,139,283,13353,13628,26981,387,372,759,13884,14139,28023,0,0,0,0,0,0,0,0,0,0,0,0,44,46,90,3221,3707,6928,182,210,392,3447,3963,7410,188,185,373,16574,17335,33909,569,582,1151,17331,18102,35433,0,0,0,233,370,603,8,19,27,241,389,630
ILOC10702104,2364,4905,48,36,84,2624,2428,5052,16,22,38,750,723,1473,14,10,24,780,755,1535,16,8,24,1071,1132,2203,29,17,46,1116,1157,2273,3,0,3,428,632,1060,5,12,17,436,644,1080,110,107,217,11768,11844,23612,998,873,1871,12876,12824,25700,0,0,0,4,0,4,0,0,0,4,0,4,42,41,83,3899,3748,7647,448,330,778,4389,4119,8508,152,148,300,15671,15592,31263,1446,1203,2649,17269,16943,34212,0,0,0,42,66,108,10,3,13,52,69,121
ILOC10702201,3080,6275,31,25,56,3326,3189,6515,31,36,67,885,776,1661,7,16,23,923,828,1751,26,25,51,529,419,948,11,5,16,566,449,1015,3,0,3,37,37,74,3,3,6,43,40,83,331,351,682,10016,10070,20086,467,388,855,10814,10809,21623,0,0,0,11,8,19,0,0,0,11,8,19,47,46,93,404,490,894,35,49,84,486,585,1071,378,397,775,10431,10568,20999,502,437,939,11311,11402,22713,97,30,127,481,157,638,7,0,7,585,187,772
ILOC10702202,2404,4784,9,9,18,2421,2443,4864,15,9,24,463,484,947,0,5,5,478,498,976,6,7,13,206,229,435,3,0,3,215,236,451,0,0,0,16,18,34,0,0,0,16,18,34,156,144,300,8883,9305,18188,202,200,402,9241,9649,18890,0,0,0,0,0,0,0,0,0,0,0,0,10,19,29,607,747,1354,16,29,45,633,795,1428,166,163,329,9490,10052,19542,218,229,447,9874,10444,20318,0,0,0,8,0,8,0,0,0,8,0,8
ILOC10702203,3647,7133,30,41,71,3607,3785,7392,36,54,90,965,1074,2039,15,22,37,1016,1150,2166,12,18,30,557,699,1256,14,10,24,583,727,1310,3,7,10,39,67,106,0,0,0,42,74,116,319,347,666,9298,9825,19123,447,472,919,10064,10644,20708,0,0,0,0,0,0,0,0,0,0,0,0,88,112,200,2732,3134,5866,231,211,442,3051,3457,6508,407,459,866,12030,12959,24989,678,683,1361,13115,14101,27216,3,3,6,112,309,421,6,10,16,121,322,443
ILOC10702204,4005,8036,23,25,48,4173,4153,8326,55,43,98,1065,1095,2160,7,15,22,1127,1153,2280,35,33,68,631,648,1279,15,9,24,681,690,1371,0,0,0,48,90,138,3,3,6,51,93,144,390,406,796,11040,11190,22230,323,324,647,11753,11920,23673,0,0,0,0,0,0,0,0,0,0,0,0,147,125,272,3087,3417,6504,218,241,459,3452,3783,7235,537,531,1068,14127,14607,28734,541,565,1106,15205,15703,30908,9,4,13,117,132,249,62,66,128,188,202,390
ILOC10702205,2878,5830,44,18,62,3093,3021,6114,61,57,118,927,918,1845,3,14,17,991,989,1980,27,42,69,681,773,1454,10,22,32,718,837,1555,3,3,6,78,120,198,6,3,9,87,126,213,397,433,830,8816,9034,17850,548,480,1028,9761,9947,19708,0,0,0,0,0,0,0,0,0,0,0,0,64,100,164,2161,2324,4485,176,136,312,2401,2560,4961,461,533,994,10977,11358,22335,724,616,1340,12162,12507,24669,4,3,7,56,94,150,3,3,6,63,100,163
ILOC10702206,4006,8380,29,34,63,4491,4123,8614,27,32,59,1049,887,1936,8,12,20,1084,931,2015,15,9,24,556,583,1139,6,9,15,577,601,1178,0,0,0,63,68,131,0,3,3,63,71,134,351,343,694,14632,14694,29326,468,452,920,15451,15489,30940,0,0,0,5,0,5,0,0,0,5,0,5,5,4,9,483,546,1029,26,26,52,514,576,1090,356,347,703,15120,15240,30360,494,478,972,15970,16065,32035,0,0,0,43,39,82,4,5,9,47,44,91
ILOC10702207,1800,3498,19,19,38,1754,1848,3602,3,14,17,399,482,881,6,0,6,408,496,904,7,16,23,206,252,458,4,3,7,217,271,488,3,0,3,10,20,30,0,0,0,13,20,33,122,144,266,5515,5514,11029,148,144,292,5785,5802,11587,0,0,0,0,0,0,0,0,0,0,0,0,15,19,34,629,801,1430,43,35,78,687,855,1542,137,163,300,6144,6315,12459,191,179,370,6472,6657,13129,4,47,51,39,228,267,0,3,3,43,278,321
ILOC10702301,413,793,5,3,8,422,466,888,21,32,53,105,128,233,0,3,3,126,163,289,14,30,44,82,98,180,0,5,5,96,133,229,3,4,7,3,14,17,0,0,0,6,18,24,139,150,289,1329,1330,2659,37,34,71,1505,1514,3019,0,0,0,0,0,0,0,0,0,0,0,0,41,74,115,715,793,1508,101,106,207,857,973,1830,180,224,404,2044,2123,4167,138,140,278,2362,2487,4849,0,0,0,9,34,43,30,45,75,39,79,118
ILOC10702302,6572,12378,67,73,140,5966,6785,12751,33,56,89,1539,1764,3303,20,29,49,1592,1849,3441,33,28,61,1535,2044,3579,23,33,56,1591,2105,3696,3,3,6,279,433,712,3,8,11,285,444,729,183,202,385,18963,19749,38712,923,944,1867,20069,20895,40964,0,0,0,0,0,0,3,0,3,3,0,3,327,401,728,31629,34519,66148,3090,2823,5913,35046,37743,72789,510,603,1113,50592,54268,104860,4016,3767,7783,55118,58638,113756,219,29,248,2910,1909,4819,218,129,347,3347,2067,5414
ILOC10702401,6766,13120,67,79,146,6479,6912,13391,18,16,34,1675,1935,3610,17,26,43,1710,1977,3687,6,10,16,2378,3260,5638,32,40,72,2416,3310,5726,0,0,0,588,902,1490,9,14,23,597,916,1513,173,158,331,24268,24931,49199,1196,1133,2329,25637,26222,51859,0,0,0,0,4,4,0,0,0,0,4,4,106,103,209,18786,19431,38217,1689,1457,3146,20581,20991,41572,279,261,540,43054,44366,87420,2885,2590,5475,46218,47217,93435,3,0,3,498,786,1284,20,38,58,521,824,1345
ILOC10702501,11685,22194,89,101,190,10685,11887,22572,34,26,60,2291,3083,5374,14,34,48,2339,3143,5482,15,18,33,1170,1522,2692,18,31,49,1203,1571,2774,3,3,6,124,169,293,9,6,15,136,178,314,244,266,510,31930,32962,64892,868,820,1688,33042,34048,67090,0,0,0,4,0,4,0,0,0,4,0,4,160,122,282,14242,16206,30448,966,848,1814,15368,17176,32544,404,388,792,46176,49168,95344,1834,1668,3502,48414,51224,99638,17,5,22,223,611,834,14,16,30,254,632,886
ILOC10702502,11882,23279,79,90,169,11585,12059,23644,28,31,59,2355,2762,5117,12,33,45,2395,2826,5221,23,10,33,1100,1287,2387,12,32,44,1135,1329,2464,0,0,0,108,127,235,3,4,7,111,131,242,348,297,645,41109,41616,82725,951,931,1882,42408,42844,85252,0,0,0,0,0,0,0,0,0,0,0,0,99,107,206,7207,8384,15591,472,463,935,7778,8954,16732,447,404,851,48316,50000,98316,1423,1394,2817,50186,51798,101984,0,3,3,241,602,843,15,13,28,256,618,874
ILOC10702601,1640,3685,25,27,52,2149,1759,3908,35,38,73,440,389,829,4,3,7,479,430,909,39,29,68,477,563,1040,13,9,22,529,601,1130,5,0,5,136,191,327,5,5,10,146,196,342,25,25,50,1890,1817,3707,121,112,233,2036,1954,3990,0,0,0,0,0,0,3,0,3,3,0,3,360,380,740,19563,18126,37689,2243,1834,4077,22166,20340,42506,385,405,790,21453,19943,41396,2367,1946,4313,24205,22294,46499,14,14,28,793,870,1663,233,186,419,1040,1070,2110
ILOC10702602,1589,3624,22,19,41,2115,1638,3753,17,15,32,422,318,740,8,5,13,447,338,785,9,19,28,399,341,740,11,5,16,419,365,784,6,4,10,110,158,268,5,0,5,121,162,283,4,0,4,854,782,1636,98,82,180,956,864,1820,0,0,0,0,0,0,0,0,0,0,0,0,191,134,325,21404,17409,38813,3382,2544,5926,24977,20087,45064,195,134,329,22258,18191,40449,3480,2626,6106,25933,20951,46884,36,24,60,1463,915,2378,339,161,500,1838,1100,2938
ILOC10702603,1621,3135,15,22,37,1577,1715,3292,19,30,49,415,422,837,3,7,10,437,459,896,23,15,38,376,462,838,9,9,18,408,486,894,0,0,0,210,236,446,3,6,9,213,242,455,15,28,43,842,960,1802,98,87,185,955,1075,2030,0,0,0,0,0,0,0,0,0,0,0,0,209,245,454,21697,21967,43664,4146,3356,7502,26052,25568,51620,224,273,497,22539,22927,45466,4244,3443,7687,27007,26643,53650,13,29,42,798,664,1462,317,202,519,1128,895,2023
ILOC10702604,255,614,5,5,10,389,282,671,20,16,36,119,80,199,0,0,0,139,96,235,19,20,39,134,111,245,5,3,8,158,134,292,0,0,0,27,61,88,3,4,7,30,65,95,8,4,12,26,19,45,0,3,3,34,26,60,0,0,0,0,0,0,0,0,0,0,0,0,98,120,218,3327,2522,5849,598,467,1065,4023,3109,7132,106,124,230,3353,2541,5894,598,470,1068,4057,3135,7192,5,0,5,62,12,74,25,10,35,92,22,114
ILOC10702701,2090,4022,29,25,54,1980,2141,4121,5,9,14,579,641,1220,5,8,13,589,658,1247,5,7,12,855,1144,1999,13,15,28,873,1166,2039,0,0,0,202,325,527,6,12,18,208,337,545,33,48,81,8010,8477,16487,392,379,771,8435,8904,17339,0,0,0,0,0,0,0,0,0,0,0,0,63,57,120,9435,10055,19490,781,688,1469,10279,10800,21079,96,105,201,17445,18532,35977,1173,1067,2240,18714,19704,38418,14,5,19,561,711,1272,93,129,222,668,845,1513
ILOC10702702,1628,3046,18,13,31,1446,1658,3104,5,9,14,421,513,934,7,8,15,433,530,963,0,7,7,672,926,1598,10,17,27,682,950,1632,0,0,0,212,319,531,0,5,5,212,324,536,25,33,58,8139,8666,16805,327,287,614,8491,8986,17477,0,0,0,0,0,0,0,0,0,0,0,0,17,18,35,5952,6155,12107,478,355,833,6447,6528,12975,42,51,93,14091,14821,28912,805,642,1447,14938,15514,30452,8,6,14,441,494,935,84,69,153,533,569,1102
ILOC10702703,5169,9451,33,37,70,4346,5236,9582,9,6,15,1041,1314,2355,8,10,18,1058,1330,2388,0,6,6,1334,1753,3087,21,23,44,1355,1782,3137,0,0,0,279,405,684,3,4,7,282,409,691,62,82,144,17667,18571,36238,677,625,1302,18406,19278,37684,0,0,0,0,0,0,0,0,0,0,0,0,51,65,116,15125,16713,31838,1577,1273,2850,16753,18051,34804,113,147,260,32792,35284,68076,2254,1898,4152,35159,37329,72488,0,4,4,275,414,689,14,21,35,289,439,728
ILOC10702704,1626,3070,20,19,39,1474,1659,3133,7,0,7,437,449,886,8,4,12,452,453,905,3,0,3,461,647,1108,5,10,15,469,657,1126,0,0,0,156,270,426,3,4,7,159,274,433,30,19,49,8538,8726,17264,461,454,915,9029,9199,18228,0,0,0,0,0,0,0,0,0,0,0,0,24,19,43,7110,6942,14052,799,711,1510,7933,7672,15605,54,38,92,15648,15668,31316,1260,1165,2425,16962,16871,33833,4,0,4,216,226,442,7,12,19,227,238,465
ILOC10702801,4435,7752,26,32,58,3361,4491,7852,7,3,10,966,1167,2133,7,19,26,980,1189,2169,3,3,6,708,1008,1716,8,12,20,719,1023,1742,0,0,0,172,260,432,4,3,7,176,263,439,40,59,99,26075,27134,53209,678,754,1432,26793,27947,54740,0,0,0,0,0,0,0,0,0,0,0,0,47,49,96,17357,19629,36986,1111,1094,2205,18515,20772,39287,87,108,195,43432,46763,90195,1789,1848,3637,45308,48719,94027,7,0,7,431,649,1080,48,59,107,486,708,1194
ILOC10702802,3915,6416,24,30,54,2537,3952,6489,3,5,8,620,798,1418,3,8,11,626,811,1437,0,0,0,308,396,704,5,8,13,313,404,717,0,0,0,53,82,135,3,3,6,56,85,141,12,5,17,10794,11679,22473,543,561,1104,11349,12245,23594,0,0,0,0,0,0,0,0,0,0,0,0,65,56,121,25493,29594,55087,2683,2630,5313,28241,32280,60521,77,61,138,36287,41273,77560,3226,3191,6417,39590,44525,84115,5,3,8,568,561,1129,80,34,114,653,598,1251
ILOC10702901,5515,11622,46,35,81,6281,5669,11950,32,33,65,1464,1401,2865,14,18,32,1510,1452,2962,19,14,33,841,721,1562,14,10,24,874,745,1619,3,3,6,49,41,90,0,3,3,52,47,99,460,489,949,18052,17973,36025,684,666,1350,19196,19128,38324,0,0,0,18,23,41,0,0,0,18,23,41,14,11,25,530,694,1224,32,37,69,576,742,1318,474,500,974,18600,18690,37290,716,703,1419,19790,19893,39683,3,0,3,70,116,186,10,21,31,83,137,220
ILOC10703001,21476,42772,206,189,395,21946,22125,44071,200,226,426,6043,6829,12872,68,103,171,6311,7158,13469,124,116,240,4860,5719,10579,82,117,199,5066,5952,11018,6,4,10,519,786,1305,11,19,30,536,809,1345,1460,1510,2970,66638,67849,134487,2105,2187,4292,70203,71546,141749,0,0,0,4,0,4,0,0,0,4,0,4,471,507,978,17457,18454,35911,1396,1118,2514,19324,20079,39403,1931,2017,3948,84099,86303,170402,3501,3305,6806,89531,91625,181156,26,23,49,1228,1696,2924,148,113,261,1402,1832,3234
ILOC10703101,2428,4656,35,33,68,2274,2471,4745,9,0,9,588,584,1172,15,12,27,612,596,1208,3,5,8,466,603,1069,7,11,18,476,619,1095,0,3,3,74,88,162,5,3,8,79,94,173,14,19,33,7055,7294,14349,484,472,956,7553,7785,15338,0,0,0,0,0,0,0,0,0,0,0,0,94,77,171,18874,20119,38993,2841,2512,5353,21809,22708,44517,108,96,204,25929,27413,53342,3325,2984,6309,29362,30493,59855,5,11,16,363,392,755,64,61,125,432,464,896
ILOC10703102,1952,3261,14,27,41,1331,1988,3319,3,0,3,393,476,869,5,10,15,401,486,887,0,0,0,191,287,478,4,5,9,195,292,487,0,0,0,27,36,63,0,0,0,27,36,63,14,11,25,6957,7318,14275,576,577,1153,7547,7906,15453,0,0,0,0,0,0,0,0,0,0,0,0,26,27,53,13302,16013,29315,1919,1888,3807,15247,17928,33175,40,38,78,20259,23331,43590,2495,2465,4960,22794,25834,48628,16,11,27,433,489,922,46,35,81,495,535,1030
ILOC19499494,952,2300,21,12,33,1455,1050,2505,61,39,100,435,320,755,11,5,16,507,364,871,51,17,68,332,164,496,8,5,13,391,186,577,6,4,10,56,26,82,5,3,8,67,33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC19799797,12,18,0,0,0,6,12,18,0,0,0,6,12,18,0,0,0,6,12,18,0,0,0,7,7,14,0,0,0,7,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC20100101,4320,9124,65,51,116,4889,4394,9283,5,12,17,1982,1933,3915,27,28,55,2014,1973,3987,5,7,12,3118,3884,7002,59,81,140,3182,3972,7154,3,0,3,638,940,1578,15,15,30,656,955,1611,111,119,230,35627,35786,71413,1907,1842,3749,37645,37747,75392,0,0,0,4,3,7,0,0,0,4,3,7,20,25,45,3917,4223,8140,413,354,767,4350,4602,8952,131,144,275,39548,40012,79560,2320,2196,4516,41999,42352,84351,0,0,0,156,308,464,4,6,10,160,314,474
ILOC20100102,4305,9053,84,87,171,4856,4422,9278,22,13,35,2135,2165,4300,37,43,80,2194,2221,4415,16,18,34,3839,4986,8825,82,98,180,3937,5102,9039,0,0,0,1027,1581,2608,32,46,78,1059,1627,2686,172,176,348,38562,38620,77182,2893,2667,5560,41627,41463,83090,0,0,0,0,4,4,0,0,0,0,4,4,23,16,39,4235,4152,8387,530,476,1006,4788,4644,9432,195,192,387,42797,42776,85573,3423,3143,6566,46415,46111,92526,3,0,3,243,369,612,41,62,103,287,431,718
ILOC20100201,5442,12047,48,59,107,6693,5534,12227,26,12,38,2830,2285,5115,31,16,47,2887,2313,5200,9,15,24,1587,1612,3199,31,33,64,1627,1660,3287,0,3,3,102,89,191,0,3,3,102,95,197,178,212,390,31948,32484,64432,1251,1197,2448,33377,33893,67270,0,0,0,5,3,8,0,0,0,5,3,8,12,10,22,1527,1807,3334,104,133,237,1643,1950,3593,190,222,412,33480,34294,67774,1355,1330,2685,35025,35846,70871,0,0,0,161,318,479,3,8,11,164,326,490
ILOC20100301,6173,13341,74,46,120,7296,6267,13563,29,17,46,2923,2482,5405,37,35,72,2989,2534,5523,28,16,44,2372,2630,5002,40,45,85,2440,2691,5131,0,0,0,469,648,1117,8,14,22,477,662,1139,300,268,568,43257,44007,87264,1694,1633,3327,45251,45908,91159,0,0,0,3,0,3,0,0,0,3,0,3,22,36,58,4735,5247,9982,294,288,582,5051,5571,10622,322,304,626,47995,49254,97249,1988,1921,3909,50305,51479,101784,3,0,3,196,232,428,18,13,31,217,245,462
ILOC20100401,5703,12211,80,62,142,6639,5820,12459,29,25,54,2635,2418,5053,34,26,60,2698,2469,5167,30,10,40,1854,2165,4019,33,39,72,1917,2214,4131,0,4,4,365,465,830,11,19,30,376,488,864,288,296,584,36911,37057,73968,1622,1547,3169,38821,38900,77721,0,0,0,0,0,0,0,0,0,0,0,0,12,28,40,2635,2954,5589,165,161,326,2812,3143,5955,300,324,624,39546,40011,79557,1787,1708,3495,41633,42043,83676,0,0,0,153,363,516,10,7,17,163,370,533
ILOC20100402,10146,21767,113,83,196,11789,10289,22078,36,35,71,4676,4203,8879,52,42,94,4764,4280,9044,18,11,29,3279,4076,7355,39,66,105,3336,4153,7489,0,0,0,535,859,1394,14,10,24,549,869,1418,344,362,706,72272,72681,144953,2595,2294,4889,75211,75337,150548,0,0,0,12,4,16,0,0,0,12,4,16,10,12,22,4073,4798,8871,221,262,483,4304,5072,9376,354,374,728,76357,77483,153840,2816,2556,5372,79527,80413,159940,0,3,3,422,817,1239,38,42,80,460,862,1322
ILOC20100501,7852,15916,88,80,168,8183,7960,16143,18,14,32,3149,3279,6428,42,61,103,3209,3354,6563,6,4,10,3183,4377,7560,37,73,110,3226,4454,7680,3,3,6,507,728,1235,15,10,25,525,741,1266,126,111,237,48032,49191,97223,1861,1631,3492,50019,50933,100952,0,0,0,5,4,9,0,0,0,5,4,9,58,66,124,15140,17324,32464,983,878,1861,16181,18268,34449,184,177,361,63177,66519,129696,2844,2509,5353,66205,69205,135410,0,0,0,620,1079,1699,27,23,50,647,1102,1749
ILOC20100502,3766,8069,26,30,56,4358,3827,8185,13,10,23,1653,1504,3157,21,14,35,1687,1528,3215,6,8,14,859,1012,1871,11,15,26,876,1035,1911,0,0,0,52,77,129,10,6,16,62,83,145,153,171,324,20887,21397,42284,818,804,1622,21858,22372,44230,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15,1685,2087,3772,105,96,201,1796,2192,3988,159,180,339,22572,23484,46056,923,900,1823,23654,24564,48218,0,0,0,112,236,348,7,10,17,119,246,365
ILOC20100503,5889,11967,72,78,150,6198,6036,12234,20,27,47,2468,2446,4914,34,25,59,2522,2498,5020,12,14,26,1587,2049,3636,31,42,73,1630,2105,3735,3,0,3,113,129,242,6,5,11,122,134,256,258,277,535,28521,29555,58076,1404,1331,2735,30183,31163,61346,0,0,0,3,3,6,0,0,0,3,3,6,43,47,90,4423,5217,9640,406,408,814,4872,5672,10544,301,324,625,32947,34775,67722,1810,1739,3549,35058,36838,71896,4,3,7,370,567,937,59,73,132,433,643,1076
ILOC20100601,6657,13875,129,111,240,7383,6805,14188,14,25,39,3192,3236,6428,52,55,107,3258,3316,6574,19,19,38,4773,6539,11312,120,140,260,4912,6698,11610,0,0,0,1791,2557,4348,42,67,109,1833,2624,4457,166,177,343,46526,45698,92224,2507,2327,4834,49199,48202,97401,0,0,0,3,3,6,0,0,0,3,3,6,57,55,112,15337,15253,30590,1134,901,2035,16528,16209,32737,223,232,455,61866,60954,122820,3641,3228,6869,65730,64414,130144,6,0,6,800,969,1769,104,88,192,910,1057,1967
